|6.6.6
Archiving\03_Data\Deq/QFM_m1.25/YM20/YM20_2.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
           3
T(K)           P(bar)         Sp(TH),kg     
  2000.00        2500.00                 NaN
  1996.79        2500.00                 NaN
  1993.59        2500.00                 NaN
  1990.38        2500.00                 NaN
  1987.18        2500.00                 NaN
  1983.97        2500.00                 NaN
  1980.77        2500.00                 NaN
  1977.56        2500.00                 NaN
  1974.36        2500.00                 NaN
  1971.15        2500.00                 NaN
  1967.95        2500.00                 NaN
  1964.74        2500.00                 NaN
  1961.54        2500.00                 NaN
  1958.33        2500.00                 NaN
  1955.13        2500.00                 NaN
  1951.92        2500.00                 NaN
  1948.72        2500.00                 NaN
  1945.51        2500.00                 NaN
  1942.31        2500.00                 NaN
  1939.10        2500.00                 NaN
  1935.90        2500.00                 NaN
  1932.69        2500.00                 NaN
  1929.49        2500.00                 NaN
  1926.28        2500.00                 NaN
  1923.08        2500.00                 NaN
  1919.87        2500.00                 NaN
  1916.67        2500.00                 NaN
  1913.46        2500.00                 NaN
  1910.26        2500.00       0.110057E-004
  1907.05        2500.00       0.301503E-004
  1903.85        2500.00       0.492950E-004
  1900.64        2500.00       0.684396E-004
  1897.44        2500.00       0.875842E-004
  1894.23        2500.00       0.105330E-003
  1891.03        2500.00       0.123077E-003
  1887.82        2500.00       0.140823E-003
  1884.62        2500.00       0.158569E-003
  1881.41        2500.00       0.176315E-003
  1878.21        2500.00       0.194061E-003
  1875.00        2500.00       0.211808E-003
  1871.79        2500.00       0.229554E-003
  1868.59        2500.00       0.245853E-003
  1865.38        2500.00       0.262152E-003
  1862.18        2500.00       0.278452E-003
  1858.97        2500.00       0.294751E-003
  1855.77        2500.00       0.311050E-003
  1852.56        2500.00       0.327350E-003
  1849.36        2500.00       0.343649E-003
  1846.15        2500.00       0.359948E-003
  1842.95        2500.00       0.375002E-003
  1839.74        2500.00       0.390055E-003
  1836.54        2500.00       0.405108E-003
  1833.33        2500.00       0.420161E-003
  1830.13        2500.00       0.435215E-003
  1826.92        2500.00       0.450268E-003
  1823.72        2500.00       0.465321E-003
  1820.51        2500.00       0.480374E-003
  1817.31        2500.00       0.494478E-003
  1814.10        2500.00       0.508582E-003
  1810.90        2500.00       0.522685E-003
  1807.69        2500.00       0.536789E-003
  1804.49        2500.00       0.550893E-003
  1801.28        2500.00       0.564996E-003
  1798.08        2500.00       0.579100E-003
  1794.87        2500.00       0.593204E-003
  1791.67        2500.00       0.606277E-003
  1788.46        2500.00       0.619350E-003
  1785.26        2500.00       0.632423E-003
  1782.05        2500.00       0.645496E-003
  1778.85        2500.00       0.658569E-003
  1775.64        2500.00       0.671642E-003
  1772.44        2500.00       0.684715E-003
  1769.23        2500.00       0.697788E-003
  1766.03        2500.00       0.710200E-003
  1762.82        2500.00       0.722612E-003
  1759.62        2500.00       0.735024E-003
  1756.41        2500.00       0.747436E-003
  1753.21        2500.00       0.759848E-003
  1750.00        2500.00       0.772260E-003
  1746.79        2500.00       0.784671E-003
  1743.59        2500.00       0.797083E-003
  1740.38        2500.00       0.808438E-003
  1737.18        2500.00       0.819793E-003
  1733.97        2500.00       0.831148E-003
  1730.77        2500.00       0.842503E-003
  1727.56        2500.00       0.853858E-003
  1724.36        2500.00       0.865213E-003
  1721.15        2500.00       0.876568E-003
  1717.95        2500.00       0.887923E-003
  1714.74        2500.00       0.898680E-003
  1711.54        2500.00       0.909438E-003
  1708.33        2500.00       0.920196E-003
  1705.13        2500.00       0.930954E-003
  1701.92        2500.00       0.941712E-003
  1698.72        2500.00       0.952469E-003
  1695.51        2500.00       0.963227E-003
  1692.31        2500.00       0.973985E-003
  1689.10        2500.00       0.984234E-003
  1685.90        2500.00       0.994482E-003
  1682.69        2500.00       0.100473E-002
  1679.49        2500.00       0.101498E-002
  1676.28        2500.00       0.102523E-002
  1673.08        2500.00       0.103548E-002
  1669.87        2500.00       0.104572E-002
  1666.67        2500.00       0.105597E-002
  1663.46        2500.00       0.106607E-002
  1660.26        2500.00       0.107616E-002
  1657.05        2500.00       0.108591E-002
  1653.85        2500.00       0.109267E-002
  1650.64        2500.00       0.108475E-002
  1647.44        2500.00       0.107683E-002
  1644.23        2500.00       0.106891E-002
  1641.03        2500.00       0.106099E-002
  1637.82        2500.00       0.105241E-002
  1634.62        2500.00       0.104383E-002
  1631.41        2500.00       0.103524E-002
  1628.21        2500.00       0.102666E-002
  1625.00        2500.00       0.101808E-002
  1621.79        2500.00       0.100950E-002
  1618.59        2500.00       0.100092E-002
  1615.38        2500.00       0.992339E-003
  1612.18        2500.00       0.982956E-003
  1608.97        2500.00       0.973573E-003
  1605.77        2500.00       0.964189E-003
  1602.56        2500.00       0.954806E-003
  1599.36        2500.00       0.945423E-003
  1596.15        2500.00       0.936040E-003
  1592.95        2500.00       0.926656E-003
  1589.74        2500.00       0.917273E-003
  1586.54        2500.00       0.906878E-003
  1583.33        2500.00       0.896483E-003
  1580.13        2500.00       0.886088E-003
  1576.92        2500.00       0.875693E-003
  1573.72        2500.00       0.865298E-003
  1570.51        2500.00       0.854902E-003
  1567.31        2500.00       0.844507E-003
  1564.10        2500.00       0.834112E-003
  1560.90        2500.00       0.822083E-003
  1557.69        2500.00       0.810053E-003
  1554.49        2500.00       0.798023E-003
  1551.28        2500.00       0.785993E-003
  1548.08        2500.00       0.773963E-003
  1544.87        2500.00       0.761934E-003
  1541.67        2500.00       0.749904E-003
  1538.46        2500.00       0.737874E-003
  1535.26        2500.00       0.723511E-003
  1532.05        2500.00       0.709148E-003
  1528.85        2500.00       0.694784E-003
  1525.64        2500.00       0.680421E-003
  1522.44        2500.00       0.666058E-003
  1519.23        2500.00       0.651694E-003
  1516.03        2500.00       0.637331E-003
  1512.82        2500.00       0.622968E-003
  1509.62        2500.00       0.607848E-003
  1506.41        2500.00       0.592728E-003
  1503.21        2500.00       0.576251E-003
  1500.00        2500.00       0.572800E-003
  1496.79        2500.00       0.578961E-003
  1493.59        2500.00       0.585121E-003
  1490.38        2500.00       0.591282E-003
  1487.18        2500.00       0.597442E-003
  1483.97        2500.00       0.611386E-003
  1480.77        2500.00       0.625329E-003
  1477.56        2500.00       0.639273E-003
  1474.36        2500.00       0.653216E-003
  1471.15        2500.00       0.667159E-003
  1467.95        2500.00       0.681103E-003
  1464.74        2500.00       0.695046E-003
  1461.54        2500.00       0.708990E-003
  1458.33        2500.00       0.726648E-003
  1455.13        2500.00       0.744306E-003
  1451.92        2500.00       0.812983E-003
  1448.72        2500.00       0.838867E-003
  1445.51        2500.00       0.838867E-003
  1442.31        2500.00       0.838867E-003
  1439.10        2500.00       0.838867E-003
  1435.90        2500.00       0.939145E-003
  1432.69        2500.00       0.954144E-003
  1429.49        2500.00       0.965663E-003
  1426.28        2500.00       0.965663E-003
  1423.08        2500.00       0.987630E-003
  1419.87        2500.00       0.987630E-003
  1416.67        2500.00       0.987630E-003
  1413.46        2500.00       0.987630E-003
  1410.26        2500.00       0.102948E-002
  1407.05        2500.00       0.102948E-002
  1403.85        2500.00       0.102948E-002
  1400.64        2500.00       0.102948E-002
  1397.44        2500.00       0.102948E-002
  1394.23        2500.00       0.102948E-002
  1391.03        2500.00       0.102948E-002
  1387.82        2500.00       0.102948E-002
  1384.62        2500.00       0.110679E-002
  1381.41        2500.00       0.110679E-002
  1378.21        2500.00       0.110679E-002
  1375.00        2500.00       0.110679E-002
  1371.79        2500.00       0.110679E-002
  1368.59        2500.00       0.110679E-002
  1365.38        2500.00       0.110679E-002
  1362.18        2500.00       0.110679E-002
  1358.97        2500.00       0.117911E-002
  1355.77        2500.00       0.117911E-002
  1352.56        2500.00       0.117911E-002
  1349.36        2500.00       0.117911E-002
  1346.15        2500.00       0.117911E-002
  1342.95        2500.00       0.117911E-002
  1339.74        2500.00       0.117911E-002
  1336.54        2500.00       0.117911E-002
  1333.33        2500.00       0.124911E-002
  1330.13        2500.00       0.124911E-002
  1326.92        2500.00       0.126596E-002
  1323.72        2500.00       0.127427E-002
  1320.51        2500.00       0.128125E-002
  1317.31        2500.00       0.128125E-002
  1314.10        2500.00       0.128125E-002
  1310.90        2500.00       0.128125E-002
  1307.69        2500.00       0.130415E-002
  1304.49        2500.00       0.130415E-002
  1301.28        2500.00       0.130415E-002
  1298.08        2500.00       0.130415E-002
  1294.87        2500.00       0.130415E-002
  1291.67        2500.00       0.130415E-002
  1288.46        2500.00       0.130415E-002
  1285.26        2500.00       0.130415E-002
  1282.05        2500.00       0.135150E-002
  1278.85        2500.00       0.135150E-002
  1275.64        2500.00       0.135150E-002
  1272.44        2500.00       0.135150E-002
  1269.23        2500.00       0.135150E-002
  1266.03        2500.00       0.135150E-002
  1262.82        2500.00       0.135150E-002
  1259.62        2500.00       0.135150E-002
  1256.41        2500.00       0.140054E-002
  1253.21        2500.00       0.140054E-002
  1250.00        2500.00       0.140054E-002
  1246.79        2500.00       0.140054E-002
