|6.6.6
Archiving\03_Data\Deq/QFM_m1.25/YM20/YM20_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.9608       0.392370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.9608       0.392369E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.9608       0.392368E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.9608       0.392367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.9608       0.392366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.9608       0.392365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.9608       0.392364E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.9608       0.392363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.9608       0.392362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.9608       0.392361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.9608       0.392360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.9608       0.392359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.6910       0.243776E-001  0.284664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.2195                 NaN  0.780485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1686                 NaN  0.831379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1001                 NaN  0.899921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0315                 NaN  0.968463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.8658                 NaN   1.13415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.7002                 NaN   1.29984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.5345                 NaN   1.46553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.3688                 NaN   1.63122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.2031                 NaN   1.79690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.0374                 NaN   1.96259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        97.8717                 NaN   2.12828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        97.7060                 NaN   2.29397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        97.3449                 NaN   2.65507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        96.9838                 NaN   3.01618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        96.5533                 NaN   3.44671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        96.0626                 NaN   3.92644       0.109895E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        95.4845                 NaN   4.48540       0.301061E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        94.9064                 NaN   5.04437       0.492229E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        94.3283                 NaN   5.60334       0.683399E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        93.7502                 NaN   6.16232       0.874570E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        93.1109                 NaN   6.78396       0.105178                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        92.4715                 NaN   7.40561       0.122900                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        91.8321                 NaN   8.02727       0.140621                 NaN            NaN            NaN            NaN            NaN            NaN
