|6.6.6
Archiving\03_Data\eq/QFM/TIS/TIS_1.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  2000.00        2500.00        99.0028       0.981409       0.157560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.0028       0.981408       0.157560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.0028       0.981407       0.157560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.0028       0.981406       0.157560E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.0028       0.981405       0.157559E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.0028       0.981397       0.157558E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.0029       0.981390       0.157557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.0029       0.981387       0.157557E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        98.9602       0.981342                 NaN  0.585033E-001            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        98.9598       0.981339                 NaN  0.588703E-001            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        98.9594       0.981336                 NaN  0.592373E-001            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        98.9591       0.981332                 NaN  0.596043E-001            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        98.9587       0.981329                 NaN  0.599712E-001            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        98.9583       0.981325                 NaN  0.603382E-001            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        98.9580       0.981322                 NaN  0.607052E-001            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        98.9576       0.981318                 NaN  0.610722E-001            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        98.9572       0.981315                 NaN  0.614392E-001            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        98.9568       0.981311                 NaN  0.618814E-001            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.9564       0.981307                 NaN  0.623237E-001            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.9559       0.981303                 NaN  0.627659E-001            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.9555       0.981300                 NaN  0.632082E-001            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.9551       0.981296                 NaN  0.636504E-001            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.9546       0.981292                 NaN  0.640927E-001            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.9542       0.981288                 NaN  0.645349E-001            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.9537       0.981284                 NaN  0.649771E-001            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.9532       0.981280                 NaN  0.655091E-001            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.9527       0.981276                 NaN  0.660411E-001            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.9522       0.981272                 NaN  0.665730E-001            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.9516       0.981268                 NaN  0.671050E-001            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.9511       0.981264                 NaN  0.676369E-001            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.9506       0.981259                 NaN  0.681688E-001            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        98.9500       0.981255                 NaN  0.687008E-001            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.9495       0.981251                 NaN  0.692327E-001            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.9489       0.981247                 NaN  0.698911E-001            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        98.9482       0.981242                 NaN  0.705495E-001            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        98.9476       0.981238                 NaN  0.712079E-001            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        98.9469       0.981233                 NaN  0.718663E-001            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        98.9462       0.981228                 NaN  0.725247E-001            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        98.9456       0.981224                 NaN  0.731831E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        98.9449       0.981219                 NaN  0.738415E-001            NaN            NaN            NaN            NaN            NaN
