|6.6.6
Archiving\03_Data\frac/QFM/YM20/YM20_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1774.44        2500.00        99.4699       0.516907                 NaN  0.131670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4715       0.515407                 NaN  0.130629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4684       0.518531                 NaN  0.130943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5883       0.401651                 NaN  0.100761E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3436       0.640375                 NaN  0.160008E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4658       0.521206                 NaN  0.129921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4648       0.522265                 NaN  0.129585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4951       0.492694                 NaN  0.121591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4284       0.557945                 NaN  0.136970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4600       0.527062                 NaN  0.129033E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4568       0.530271                 NaN  0.128857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4566       0.530612                 NaN  0.128337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4518       0.535327                 NaN  0.129058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4559       0.531400                 NaN  0.127123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3058       0.678061                 NaN  0.161576E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.6132       0.377896                 NaN  0.893613E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.4273       0.559522                 NaN  0.131740E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.4438       0.543491                 NaN  0.127341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.0493       0.929153                 NaN  0.215844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.8531       0.143557                 NaN  0.329519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4213       0.565617                 NaN  0.130350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4341       0.553268                 NaN  0.126464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4334       0.554048                 NaN  0.126006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4314       0.556065                 NaN  0.125742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4281       0.559282                 NaN  0.125700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4273       0.560173                 NaN  0.125187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.4242       0.563228                 NaN  0.125238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4209       0.566613                 NaN  0.125263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4196       0.567952                 NaN  0.124769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4162       0.571359                 NaN  0.124829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4112       0.576264                 NaN  0.125053E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4153       0.572423                 NaN  0.123259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4094       0.578239                 NaN  0.123986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4055       0.582105                 NaN  0.123946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.4058       0.581859                 NaN  0.123351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.4022       0.585422                 NaN  0.123385E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3987       0.588980                 NaN  0.123575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1484       0.833878                 NaN  0.177472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.6457       0.347477                 NaN  0.685715E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3984       0.589469                 NaN  0.121568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3844       0.603191                 NaN  0.123730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.0850       0.897036                 NaN  0.179706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.6903       0.303370                 NaN  0.634653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3849       0.602979                 NaN  0.121671E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.7698       0.225684                 NaN  0.453068E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.9939       0.986311                 NaN  0.197426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3787       0.609130                 NaN  0.121258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3657       0.622032                 NaN  0.122782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3878       0.600398                 NaN  0.118242E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3743       0.613618                 NaN  0.120410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3720       0.615916                 NaN  0.120466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3479       0.639672                 NaN  0.124241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3930       0.595483                 NaN  0.115064E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3622       0.625712                 NaN  0.120622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.3750       0.613238                 NaN  0.117974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.3553       0.632532                 NaN  0.121465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.7768       0.218980                 NaN  0.418106E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.5807       0.872086                 NaN  0.110893E-001            NaN  0.536111                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.2781       0.224954                 NaN            NaN            NaN   1.49696                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3258       0.221434                 NaN            NaN            NaN   1.45281                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3441       0.216940                 NaN            NaN            NaN   1.43894                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.3782       0.213662                 NaN            NaN            NaN   1.40810                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.3885       0.211460                 NaN            NaN            NaN   1.40006                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.3473       0.211479                 NaN            NaN            NaN   1.44126                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5528       0.188598                 NaN            NaN            NaN   1.25859                 NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4853       0.199833                 NaN            NaN            NaN   1.31491                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4871       0.198464                 NaN            NaN            NaN   1.31439                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5623       0.185801                 NaN            NaN            NaN   1.25192                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5544       0.183237                 NaN            NaN            NaN   1.26234                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5820       0.179203                 NaN            NaN            NaN   1.23876                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5972       0.175075                 NaN            NaN            NaN   1.22774                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6278       0.172299                 NaN            NaN            NaN   1.19988                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6425       0.168313                 NaN            NaN            NaN   1.18915                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6674       0.165943                 NaN            NaN            NaN   1.16670                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6878       0.161694                 NaN            NaN            NaN   1.15055                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6750       0.155808                 NaN            NaN            NaN   1.16914                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7494       0.151508                 NaN            NaN            NaN   1.09905                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7431       0.151457                 NaN            NaN            NaN   1.10548                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7657       0.149497                 NaN            NaN            NaN   1.08476                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7743       0.142239                 NaN            NaN            NaN   1.08344                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7965       0.140094                 NaN            NaN            NaN   1.06344                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8142       0.138522                 NaN            NaN            NaN   1.04726                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8289       0.134521                 NaN            NaN            NaN   1.03659                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8358       0.130380                 NaN            NaN            NaN   1.03387                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8654       0.125785                 NaN            NaN            NaN   1.00884                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8743       0.125060                 NaN            NaN            NaN   1.00063                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8897       0.119451                 NaN            NaN            NaN  0.990857                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.3278       0.192063                 NaN            NaN            NaN   1.48010                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.4039       0.433446E-001            NaN            NaN            NaN  0.552714                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8563       0.723608E-001            NaN            NaN            NaN   1.07130                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0181       0.148968                 NaN            NaN            NaN  0.832900                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9560       0.107740                 NaN            NaN            NaN  0.936275                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9718       0.103679                 NaN            NaN            NaN  0.924557                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9822       0.101649                 NaN            NaN            NaN  0.916156                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.9952       0.993745E-001            NaN            NaN            NaN  0.905424                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0057       0.953940E-001            NaN            NaN            NaN  0.898878                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0129       0.913205E-001            NaN            NaN            NaN  0.895746                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0251       0.895788E-001            NaN            NaN            NaN  0.885368                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0428       0.884674E-001            NaN            NaN            NaN  0.868772                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0455       0.840573E-001            NaN            NaN            NaN  0.870482                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0593       0.802862E-001            NaN            NaN            NaN  0.860414                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0667       0.778412E-001            NaN            NaN            NaN  0.855467                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0759       0.737284E-001            NaN            NaN            NaN  0.850333                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0873       0.723821E-001            NaN            NaN            NaN  0.840311                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0935       0.683738E-001            NaN            NaN            NaN  0.838176                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1069       0.683817E-001            NaN            NaN            NaN  0.824756                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1128       0.637271E-001            NaN            NaN            NaN  0.823456                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1220       0.650277E-001            NaN            NaN            NaN  0.812947                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1288       0.582727E-001            NaN            NaN            NaN  0.812934                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1106       0.494660E-001            NaN            NaN            NaN  0.839926                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1641       0.508523E-001            NaN            NaN            NaN  0.785062                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1497       0.486663E-001            NaN            NaN            NaN  0.801592                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1581       0.485616E-001            NaN            NaN            NaN  0.793386                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1638       0.436381E-001            NaN            NaN            NaN  0.792573                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1689       0.423314E-001            NaN            NaN            NaN  0.788793                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1795       0.394092E-001            NaN            NaN            NaN  0.781120                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1832       0.360005E-001            NaN            NaN            NaN  0.780847                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1853       0.303302E-001            NaN            NaN            NaN  0.784418                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1948       0.320627E-001            NaN            NaN            NaN  0.773164                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2005       0.272604E-001            NaN            NaN            NaN  0.772222                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2035       0.241320E-001            NaN            NaN            NaN  0.772373                 NaN            NaN            NaN            NaN            NaN            NaN
