|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1426.28        2500.00       0.257329E-001   95.1522        3.24917        1.53302                 NaN  0.398868E-001            NaN            NaN            NaN            NaN
  1425.21        2500.00       0.158856E-003   99.4787       0.128480       0.369840                 NaN  0.228273E-001            NaN            NaN            NaN            NaN
  1424.14        2500.00       0.144538E-003   99.4804       0.368731       0.128114                 NaN  0.226118E-001            NaN            NaN            NaN            NaN
  1423.07        2500.00       0.124795E-003   99.4822       0.128283       0.367110                 NaN  0.222587E-001            NaN            NaN            NaN            NaN
  1422.01        2500.00       0.149302E-003   99.4707       0.132348       0.373097                 NaN  0.236982E-001            NaN            NaN            NaN            NaN
  1420.94        2500.00       0.105305E-003   99.5016       0.352451       0.125317                 NaN  0.205197E-001            NaN            NaN            NaN            NaN
  1419.87        2500.00                 NaN   99.5003       0.391084       0.291311E-001            NaN  0.794954E-001            NaN            NaN            NaN            NaN
  1418.80        2500.00       0.815950E-004   99.4859       0.162830       0.350859                 NaN  0.281199E-003            NaN            NaN            NaN            NaN
  1417.73        2500.00       0.885556E-004   99.4723       0.167767       0.359839                 NaN  0.308995E-004            NaN            NaN            NaN            NaN
  1416.66        2500.00       0.924465E-004   99.5047       0.157125       0.337764                 NaN  0.356650E-003            NaN            NaN            NaN            NaN
  1415.60        2500.00       0.493118E-004   99.4948       0.129771       0.356326                 NaN  0.190455E-001            NaN            NaN            NaN            NaN
  1414.53        2500.00       0.513810E-003   99.3483       0.366524       0.152925                 NaN  0.543399E-001  0.774007E-001            NaN            NaN            NaN
  1413.46        2500.00                 NaN   98.7830       0.414114       0.236057                 NaN  0.192104       0.374701                 NaN            NaN            NaN
  1412.39        2500.00                 NaN   98.7947       0.230326       0.411228                 NaN  0.192394       0.371366                 NaN            NaN            NaN
  1411.32        2500.00                 NaN   98.8096       0.250741       0.401125                 NaN  0.174530       0.363985                 NaN            NaN            NaN
