|6.6.6
Archiving\03_Data\DfracLP/QFM_m3/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1822.06        500.000        99.4292                 NaN            NaN  0.561033       0.977229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4334                 NaN            NaN  0.556943       0.965709E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4294                 NaN            NaN  0.560831       0.972406E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4299                 NaN            NaN  0.560376       0.969549E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4279                 NaN            NaN  0.562350       0.973373E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.2499                 NaN            NaN  0.737461       0.126666E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6087                 NaN            NaN  0.384736       0.656804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4236                 NaN            NaN  0.566725       0.968064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4281                 NaN            NaN  0.562306       0.954700E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4270                 NaN            NaN  0.563477       0.955842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4224                 NaN            NaN  0.568054       0.958602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4167                 NaN            NaN  0.573621       0.966627E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4186                 NaN            NaN  0.571899       0.954712E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4245                 NaN            NaN  0.566118       0.940848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4167                 NaN            NaN  0.573755       0.950204E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4142                 NaN            NaN  0.576277       0.951041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4097                 NaN            NaN  0.580802       0.954632E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4148                 NaN            NaN  0.575832       0.938821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4070                 NaN            NaN  0.583490       0.949030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4013                 NaN            NaN  0.589142       0.951900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4076                 NaN            NaN  0.583000       0.935902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4004                 NaN            NaN  0.590137       0.941857E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.3965                 NaN            NaN  0.594011       0.945161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3928                 NaN            NaN  0.597791       0.941214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3920                 NaN            NaN  0.598525       0.945792E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.2900                 NaN            NaN  0.699016       0.109580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.6057                 NaN            NaN  0.388338       0.597494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.2543                 NaN            NaN  0.734416       0.112510E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3792                 NaN            NaN  0.611396       0.937529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3751                 NaN            NaN  0.615501       0.938542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4161                 NaN            NaN  0.575220       0.872691E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3280                 NaN            NaN  0.662025       0.993601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3657                 NaN            NaN  0.624941       0.935035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3585                 NaN            NaN  0.632129       0.939269E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3596                 NaN            NaN  0.631065       0.931225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.9873                 NaN            NaN  0.121924E-001  0.530820E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.7178                 NaN            NaN   1.26408       0.181268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3481                 NaN            NaN  0.642556       0.930464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3435                 NaN            NaN  0.647196       0.932972E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3381                 NaN            NaN  0.652548       0.935450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3351                 NaN            NaN  0.655570       0.931475E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3314                 NaN            NaN  0.659280       0.933782E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3278                 NaN            NaN  0.662919       0.931869E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3253                 NaN            NaN  0.665377       0.929919E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3216                 NaN            NaN  0.669077       0.932067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3149                 NaN            NaN  0.675726       0.936407E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3259                 NaN            NaN  0.664933       0.916037E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.2978                 NaN            NaN  0.692681       0.946867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3091                 NaN            NaN  0.681579       0.928070E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3047                 NaN            NaN  0.686010       0.931365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3024                 NaN            NaN  0.688273       0.928483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2967                 NaN            NaN  0.693973       0.933676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.2964                 NaN            NaN  0.694290       0.929320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2947                 NaN            NaN  0.696025       0.927450E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2909                 NaN            NaN  0.699850       0.929139E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2883                 NaN            NaN  0.702373       0.930026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2879                 NaN            NaN  0.702797       0.928329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2846                 NaN            NaN  0.706126       0.929137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2858                 NaN            NaN  0.704895       0.925611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2806                 NaN            NaN  0.710142       0.927236E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2761                 NaN            NaN  0.714518       0.933665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2856                 NaN            NaN  0.705284       0.916436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.2792                 NaN            NaN  0.711542       0.924780E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.2766                 NaN            NaN  0.714173       0.925238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2811                 NaN            NaN  0.709731       0.919336E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        96.4408       0.619663E-001            NaN   3.45609       0.411811E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.9998                 NaN            NaN            NaN  0.216287E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000       100.0000                 NaN            NaN  0.893892E-006            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.8529                 NaN            NaN  0.145416       0.164546E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2816                 NaN            NaN  0.709252       0.917552E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2875                 NaN            NaN  0.703391       0.910808E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2907                 NaN            NaN  0.700218       0.905351E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2901                 NaN            NaN  0.700827       0.908528E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2887                 NaN            NaN  0.702204       0.911259E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2976                 NaN            NaN  0.693390       0.899726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2959                 NaN            NaN  0.695014       0.904189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2993                 NaN            NaN  0.691660       0.900505E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3054                 NaN            NaN  0.685670       0.893189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.4989                 NaN            NaN  0.494605       0.648304E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1174                 NaN            NaN  0.871197       0.113987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3140                 NaN            NaN  0.677116       0.888656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3003                 NaN            NaN  0.690645       0.907393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3375                 NaN            NaN  0.653867       0.860880E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3247                 NaN            NaN  0.666498       0.881006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3308                 NaN            NaN  0.660426       0.876051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2298                 NaN            NaN  0.760010       0.101942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.4437                 NaN            NaN  0.549107       0.718991E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3445                 NaN            NaN  0.646833       0.866168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3490                 NaN            NaN  0.642352       0.862171E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3553                 NaN            NaN  0.636130       0.856930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3594                 NaN            NaN  0.632102       0.853554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3593                 NaN            NaN  0.632138       0.855218E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3754                 NaN            NaN  0.616198       0.839020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9898                 NaN            NaN  0.306602                 NaN  0.703647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7237                 NaN            NaN  0.905725E-001            NaN   1.18575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7526                 NaN            NaN  0.893824E-001            NaN   1.15797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7689                 NaN            NaN  0.849633E-001            NaN   1.14613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7904                 NaN            NaN  0.826761E-001            NaN   1.12694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8034                 NaN            NaN  0.796767E-001            NaN   1.11697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8355                 NaN            NaN  0.785456E-001            NaN   1.08598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.5194                 NaN            NaN  0.150752                 NaN  0.329850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.1923                 NaN            NaN            NaN            NaN   1.80772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8785                 NaN            NaN  0.558073E-001            NaN   1.06574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9040                 NaN            NaN  0.685864E-001            NaN   1.02744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9173                 NaN            NaN  0.651890E-001            NaN   1.01750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9325                 NaN            NaN  0.609725E-001            NaN   1.00651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9494                 NaN            NaN  0.601760E-001            NaN  0.990472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9662                 NaN            NaN  0.582724E-001            NaN  0.975498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9797                 NaN            NaN  0.556784E-001            NaN  0.964584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9942                 NaN            NaN  0.536475E-001            NaN  0.952113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0090                 NaN            NaN  0.541776E-001            NaN  0.936819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0003                 NaN            NaN  0.478835E-001            NaN  0.951812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0611                 NaN            NaN  0.528001E-001            NaN  0.886106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0480                 NaN            NaN  0.436593E-001            NaN  0.908371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0638                 NaN            NaN  0.463107E-001            NaN  0.889888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0751                 NaN            NaN  0.431241E-001            NaN  0.881773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0877                 NaN            NaN  0.409691E-001            NaN  0.871375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0975                 NaN            NaN  0.377520E-001            NaN  0.864759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1088                 NaN            NaN  0.348199E-001            NaN  0.856336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1200                 NaN            NaN  0.331900E-001            NaN  0.846779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1298                 NaN            NaN  0.316654E-001            NaN  0.838569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1419                 NaN            NaN  0.297850E-001            NaN  0.828349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1559                 NaN            NaN  0.331584E-001            NaN  0.810985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1656                 NaN            NaN  0.323705E-001            NaN  0.802021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1668                 NaN            NaN  0.264562E-001            NaN  0.806792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1888                 NaN            NaN  0.260940E-001            NaN  0.785131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
