|6.6.6
Archiving\03_Data\eqLP/QFM_m4.25/ALH/ALH_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.5443       0.455667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.5443       0.455667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.5443       0.455667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.5443       0.455666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5443       0.455666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5443       0.455666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5443       0.455665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5443       0.455665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5443       0.455665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5443       0.455664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5443       0.455664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5443       0.455663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.5443       0.455663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.5443       0.455663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.5443       0.455662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.5443       0.455662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.5443       0.455661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.5443       0.455661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.5443       0.455661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.5443       0.455660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.5443       0.455660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.5443       0.455659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.5443       0.455659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.5443       0.455658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.5443       0.455658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.5443       0.455658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.5443       0.455657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.5443       0.455657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.5443       0.455656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.5443       0.455656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.5443       0.455655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.5443       0.455655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.5443       0.455654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.5443       0.455654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.5443       0.455653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.7800       0.455655       0.764392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.9369       0.455656        1.60747                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.1167       0.455657        2.42768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.2964       0.455658        3.24791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.4762       0.455660        4.06813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        94.6560       0.455661        4.88836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        93.8643       0.455662        5.68001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        93.0727       0.455664        6.47165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        92.2810       0.455665        7.26331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        91.4894       0.455666        8.05497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        90.7204       0.455668        8.82394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        89.9514       0.455669        9.59292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        89.1839       0.455670        10.3604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        88.4095       0.451889        11.1316       0.698602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.4241       0.158103        12.8682       0.549614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        85.0163                 NaN   14.1421       0.841634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        84.2961                 NaN   14.8623       0.841637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        83.5759                 NaN   15.5824       0.841639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        82.8604                 NaN   16.2980       0.841642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        82.1448                 NaN   17.0136       0.841644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        81.4234                 NaN   17.7344       0.841647       0.542992E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        80.7180                 NaN   18.4373       0.841650       0.311708E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        80.0151                 NaN   19.1253       0.841652       0.179359E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        79.3122                 NaN   19.8134       0.841655       0.327549E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        78.6092                 NaN   20.5015       0.841657       0.475739E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        77.9063                 NaN   21.1896       0.841660       0.623931E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        77.2034                 NaN   21.8777       0.841663       0.772123E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        76.5005                 NaN   22.5658       0.841665       0.920316E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        75.7975                 NaN   23.2539       0.841668       0.106851                 NaN            NaN            NaN            NaN            NaN            NaN
