|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1289.95        500.000        99.3984                 NaN            NaN            NaN  0.298172                 NaN            NaN  0.303398                 NaN            NaN            NaN            NaN
  1288.44        500.000        51.4683        48.0447                 NaN            NaN  0.327625                 NaN            NaN  0.159330                 NaN            NaN            NaN            NaN
  1286.93        500.000        44.5253        54.8929                 NaN            NaN  0.390979                 NaN            NaN  0.190812                 NaN            NaN            NaN            NaN
  1285.42        500.000        40.5757        58.7092                 NaN            NaN  0.479626                 NaN            NaN  0.235499                 NaN            NaN            NaN            NaN
  1283.91        500.000        37.5496        61.6839                 NaN            NaN  0.257459       0.308543                 NaN  0.200522                 NaN            NaN            NaN            NaN
  1282.40        500.000        33.7195        65.3090                 NaN            NaN  0.157197       0.566123                 NaN  0.248268                 NaN            NaN            NaN            NaN
  1280.89        500.000        28.6966        70.0936                 NaN            NaN  0.181681       0.720375                 NaN  0.307699                 NaN            NaN            NaN            NaN
  1279.38        500.000        21.7243        76.6854                 NaN            NaN  0.972046       0.215513                 NaN  0.402759                 NaN            NaN            NaN            NaN
  1277.87        500.000        11.1600        86.5525                 NaN            NaN   1.44557       0.265476                 NaN  0.576506                 NaN            NaN            NaN            NaN
  1276.36        500.000        97.4857                 NaN            NaN            NaN  0.267600        1.61083                 NaN  0.635900                 NaN            NaN            NaN            NaN
  1274.85        500.000        99.4273                 NaN            NaN            NaN  0.155588       0.259012                 NaN  0.158097                 NaN            NaN            NaN            NaN
  1273.34        500.000        99.4333                 NaN            NaN            NaN  0.257961       0.152650                 NaN  0.156073                 NaN            NaN            NaN            NaN
  1271.83        500.000        99.4383                 NaN            NaN            NaN  0.149192       0.257855                 NaN  0.154671                 NaN            NaN            NaN            NaN
  1270.32        500.000        99.4430                 NaN            NaN            NaN  0.144274       0.259523                 NaN  0.153208                 NaN            NaN            NaN            NaN
  1268.81        500.000        96.7450                 NaN            NaN            NaN  0.384722       0.668370                 NaN  0.419565                 NaN   1.78232                 NaN            NaN
  1267.30        500.000        96.2614                 NaN            NaN            NaN  0.416962       0.742706                 NaN  0.463975                 NaN   2.11499                 NaN            NaN
  1265.79        500.000        96.4298                 NaN            NaN            NaN  0.716742       0.392142                 NaN  0.443685                 NaN   2.01766                 NaN            NaN
  1264.28        500.000        96.5796                 NaN            NaN            NaN  0.692492       0.372232                 NaN  0.425812                 NaN   1.92985                 NaN            NaN
  1262.77        500.000        96.7216                 NaN            NaN            NaN   1.02179                 NaN            NaN  0.408827                 NaN   1.84779                 NaN            NaN
  1261.26        500.000        96.8562                 NaN            NaN            NaN  0.981071                 NaN            NaN  0.391833                 NaN   1.77090                 NaN            NaN
  1259.75        500.000        96.9778                 NaN            NaN            NaN  0.944123                 NaN            NaN  0.376813                 NaN   1.70129                 NaN            NaN
  1258.24        500.000        97.0918                 NaN            NaN            NaN  0.910064                 NaN            NaN  0.363096                 NaN   1.63502                 NaN            NaN
  1256.73        500.000        97.2036                 NaN            NaN            NaN  0.875072                 NaN            NaN  0.348876                 NaN   1.57247                 NaN            NaN
  1255.22        500.000        97.3012                 NaN            NaN            NaN  0.845858                 NaN            NaN  0.336557                 NaN   1.51643                 NaN            NaN
  1253.71        500.000        97.3938                 NaN            NaN            NaN  0.817603                 NaN            NaN  0.325256                 NaN   1.46337                 NaN            NaN
  1252.20        500.000        97.4737                 NaN            NaN            NaN  0.793550                 NaN            NaN  0.317133                 NaN   1.41558                 NaN            NaN
  1250.69        500.000        97.5658                 NaN            NaN            NaN  0.765614                 NaN            NaN  0.302392                 NaN   1.36621                 NaN            NaN
  1249.18        500.000        97.6423                 NaN            NaN            NaN  0.742015                 NaN            NaN  0.293276                 NaN   1.32237                 NaN            NaN
  1247.67        500.000        97.7159                 NaN            NaN            NaN  0.719340                 NaN            NaN  0.283519                 NaN   1.28128                 NaN            NaN
  1246.16        500.000        97.7807                 NaN            NaN            NaN  0.700526                 NaN            NaN  0.276106                 NaN   1.24267                 NaN            NaN
  1244.65        500.000        97.8433                 NaN            NaN            NaN  0.681825                 NaN            NaN  0.268027                 NaN   1.20686                 NaN            NaN
  1243.14        500.000        97.6378                 NaN            NaN            NaN  0.687908                 NaN            NaN  0.292331                 NaN   1.32708       0.548879E-001            NaN
  1241.63        500.000        97.6037                 NaN            NaN            NaN  0.678478                 NaN            NaN  0.295662                 NaN   1.34794       0.741773E-001            NaN
  1240.12        500.000        97.6840                 NaN            NaN            NaN  0.654005                 NaN            NaN  0.281853                 NaN   1.30765       0.725100E-001            NaN
  1238.61        500.000        97.7587                 NaN            NaN            NaN  0.633642                 NaN            NaN  0.271621                 NaN   1.26675       0.693230E-001            NaN
  1237.10        500.000        97.8345                 NaN            NaN            NaN  0.611318                 NaN            NaN  0.260813                 NaN   1.22676       0.665710E-001            NaN
  1235.59        500.000        97.9022                 NaN            NaN            NaN  0.593071                 NaN            NaN  0.251875                 NaN   1.18937       0.635053E-001            NaN
  1234.08        500.000        97.9690                 NaN            NaN            NaN  0.573654                 NaN            NaN  0.242004                 NaN   1.15420       0.611225E-001            NaN
  1232.57        500.000        98.0321                 NaN            NaN            NaN  0.556218                 NaN            NaN  0.233939                 NaN   1.11951       0.582142E-001            NaN
  1231.06        500.000        98.0922                 NaN            NaN            NaN  0.539148                 NaN            NaN  0.225517                 NaN   1.08731       0.557960E-001            NaN
  1229.55        500.000        98.1465                 NaN            NaN            NaN  0.525110                 NaN            NaN  0.218491                 NaN   1.05677       0.531630E-001            NaN
  1228.04        500.000        98.2007                 NaN            NaN            NaN  0.510317                 NaN            NaN  0.212119                 NaN   1.02648       0.504324E-001            NaN
  1226.53        500.000        98.2536                 NaN            NaN            NaN  0.494951                 NaN            NaN  0.203793                 NaN  0.998914       0.487342E-001            NaN
  1225.02        500.000        98.3026                 NaN            NaN            NaN  0.481306                 NaN            NaN  0.197323                 NaN  0.972148       0.465955E-001            NaN
  1223.51        500.000        98.3495                 NaN            NaN            NaN  0.468649                 NaN            NaN  0.190792                 NaN  0.946475       0.446113E-001            NaN
  1222.00        500.000        98.3982                 NaN            NaN            NaN  0.454224                 NaN            NaN  0.185392                 NaN  0.919904       0.422641E-001            NaN
  1220.49        500.000        98.4332                 NaN            NaN            NaN  0.446311                 NaN            NaN  0.178033                 NaN  0.901107       0.413730E-001            NaN
  1218.98        500.000        98.4782                 NaN            NaN            NaN  0.434147                 NaN            NaN  0.174090                 NaN  0.874807       0.387450E-001            NaN
  1217.47        500.000        98.5214                 NaN            NaN            NaN  0.420915                 NaN            NaN  0.168735                 NaN  0.851935       0.369838E-001            NaN
  1215.96        500.000        92.7935                 NaN            NaN            NaN   1.05946                 NaN            NaN  0.607862                 NaN   2.94404       0.849740E-001   2.51013     
  1214.44        500.000        86.1898                 NaN            NaN            NaN   1.85091                 NaN            NaN   1.11824                 NaN   5.31414       0.133043        5.39390     
  1212.93        500.000        86.5311                 NaN            NaN            NaN   1.85995                 NaN            NaN   1.09343                 NaN   5.14523       0.122361        5.24792     
  1211.42        500.000        86.7976                 NaN            NaN            NaN   1.87536                 NaN            NaN   1.07507                 NaN   5.00781       0.112632        5.13150     
  1209.91        500.000        87.2394                 NaN            NaN            NaN   1.84630                 NaN            NaN   1.03932                 NaN   4.81829       0.104036        4.95263     
  1208.40        500.000        87.7060                 NaN            NaN            NaN   1.79553                 NaN            NaN  0.995829                 NaN   4.63378       0.984638E-001   4.77035     
  1206.89        500.000        87.9876                 NaN            NaN            NaN   1.80494                 NaN            NaN  0.990096                 NaN   4.49208       0.848849E-001   4.64045     
  1205.38        500.000        88.4381                 NaN            NaN            NaN   1.74356                 NaN            NaN  0.950596                 NaN   4.32040       0.793962E-001   4.46794     
  1203.87        500.000        88.8267                 NaN            NaN            NaN   1.69007                 NaN            NaN  0.916934                 NaN   4.17397       0.742522E-001   4.31804     
  1202.36        500.000        89.2011                 NaN            NaN            NaN   1.62975                 NaN            NaN  0.884828                 NaN   4.03902       0.696410E-001   4.17567     
  1200.85        500.000        89.6514                 NaN            NaN            NaN   1.53230                 NaN            NaN  0.838270                 NaN   3.89330       0.686059E-001   4.01610     
  1199.34        500.000        86.6233                 NaN            NaN            NaN  0.639809        1.16462       0.165652E-005   1.04478                 NaN   5.07619       0.993545E-001   5.35192     
  1197.83        500.000        93.5177                 NaN            NaN            NaN   1.11000                 NaN            NaN  0.539184                 NaN   2.45649       0.321226E-001   2.34453     
  1196.32        500.000        85.6493                 NaN            NaN  0.298603        1.65742       0.328642E-005            NaN   1.17664                 NaN   5.44307       0.807719E-001   5.69417     
  1194.81        500.000        89.3340                 NaN            NaN            NaN   1.53139       0.559173E-002  0.212435E-005  0.846049                 NaN   4.10823       0.609567E-001   4.11381     
  1193.30        500.000        85.4847                 NaN            NaN            NaN   1.27476       0.725371                 NaN   1.15206                 NaN   5.65489       0.725331E-001   5.63571     
  1191.79        500.000        78.3971                 NaN            NaN            NaN   1.84713       0.843006                 NaN   1.60031                 NaN   8.70890       0.134738        8.46879     
  1190.28        500.000                 NaN            NaN            NaN            NaN   11.3513                 NaN            NaN   7.21928                 NaN   41.0007       0.594567        39.8341     
  1188.77        500.000                 NaN            NaN            NaN            NaN   11.3415                 NaN            NaN   7.21639                 NaN   41.0126       0.597334        39.8322     
  1187.26        500.000                 NaN            NaN            NaN            NaN   11.3461                 NaN            NaN   7.21928                 NaN   41.0056       0.595901        39.8331     
  1185.75        500.000                 NaN            NaN            NaN            NaN   11.3529                 NaN            NaN   7.22347                 NaN   40.9957       0.593668        39.8343     
  1184.24        500.000                 NaN            NaN            NaN            NaN   11.3110                 NaN            NaN   7.20633                 NaN   41.0521       0.604637        39.8260     
  1182.73        500.000                 NaN            NaN            NaN            NaN   11.3111                 NaN            NaN   7.20640                 NaN   41.0520       0.604609        39.8260     
  1181.22        500.000                 NaN            NaN            NaN            NaN   11.3111                 NaN            NaN   7.20646                 NaN   41.0519       0.604580        39.8260     
  1179.71        500.000                 NaN            NaN            NaN            NaN   11.3112                 NaN            NaN   7.20653                 NaN   41.0517       0.604551        39.8260     
  1178.20        500.000                 NaN            NaN            NaN            NaN   11.3668                 NaN            NaN   7.23635                 NaN   40.9723       0.587977        39.8366     
  1176.69        500.000                 NaN            NaN            NaN            NaN   11.3616                 NaN            NaN   7.23445                 NaN   40.9785       0.589867        39.8356     
  1175.18        500.000                 NaN            NaN            NaN            NaN   10.8486       0.465517                 NaN   7.20830                 NaN   41.0474       0.603629        39.8265     
  1173.67        500.000                 NaN            NaN            NaN            NaN   11.3141                 NaN            NaN   7.20835                 NaN   41.0475       0.603628        39.8265     
  1172.16        500.000                 NaN            NaN            NaN            NaN  0.279440        11.0943                 NaN   7.24423                 NaN   40.9596       0.584799        39.8376     
  1170.65        500.000                 NaN            NaN            NaN            NaN   11.3778                 NaN            NaN   7.24759                 NaN   40.9529       0.583370        39.8383     
  1169.14        500.000                 NaN            NaN            NaN            NaN   10.8435       0.471659                 NaN   7.20926                 NaN   41.0456       0.603213        39.8267     
  1167.63        500.000                 NaN            NaN            NaN            NaN   11.3806                 NaN            NaN   7.25117                 NaN   40.9473       0.582149        39.8387     
  1166.12        500.000                 NaN            NaN            NaN            NaN   10.7941       0.521589                 NaN   7.20973                 NaN   41.0448       0.603016        39.8268     
  1164.61        500.000                 NaN            NaN            NaN            NaN   11.3866                 NaN            NaN   7.25645                 NaN   40.9375       0.579700        39.8397     
  1163.10        500.000                 NaN            NaN            NaN            NaN   11.3898                 NaN            NaN   7.25928                 NaN   40.9322       0.578426        39.8403     
  1161.59        500.000                 NaN            NaN            NaN            NaN   11.3915                 NaN            NaN   7.26116                 NaN   40.9291       0.577657        39.8405     
  1160.08        500.000                 NaN            NaN            NaN            NaN   11.3293                 NaN            NaN   7.21940                 NaN   41.0236       0.598431        39.8293     
  1158.57        500.000                 NaN            NaN            NaN            NaN   11.0501       0.266010                 NaN   7.21057                 NaN   41.0437       0.602751        39.8269     
  1157.06        500.000                 NaN            NaN            NaN            NaN   11.0501       0.266183                 NaN   7.21074                 NaN   41.0433       0.602676        39.8269     
  1155.55        500.000                 NaN            NaN            NaN            NaN   11.0502       0.266305                 NaN   7.21091                 NaN   41.0430       0.602601        39.8269     
  1154.04        500.000                 NaN            NaN            NaN            NaN   11.0508       0.265927                 NaN   7.21107                 NaN   41.0427       0.602525        39.8270     
  1152.53        500.000                 NaN            NaN            NaN            NaN   11.3418                 NaN            NaN   7.22905                 NaN   41.0037       0.593999        39.8315     
  1151.02        500.000                 NaN            NaN            NaN            NaN   10.3770       0.946450                 NaN   7.21566                 NaN   41.0326       0.600140        39.8281     
  1149.51        500.000                 NaN            NaN            NaN            NaN   10.9941       0.341316                 NaN   7.22403                 NaN   41.0139       0.596409        39.8303     
  1148.00        500.000                 NaN            NaN            NaN            NaN   10.6484       0.694232                 NaN   7.23051                 NaN   41.0020       0.593243        39.8316     
  1146.49        500.000                 NaN            NaN            NaN            NaN   9.87465        1.48309                 NaN   7.24151                 NaN   40.9785       0.588001        39.8343     
  1144.98        500.000                 NaN            NaN            NaN            NaN   10.5236       0.830389                 NaN   7.23945                 NaN   40.9838       0.589072        39.8336     
  1143.47        500.000                 NaN            NaN            NaN            NaN   10.4459       0.914024                 NaN   7.24413                 NaN   40.9744       0.586815        39.8347     
  1141.96        500.000                 NaN            NaN            NaN            NaN   10.3198        1.04603                 NaN   7.24895                 NaN   40.9648       0.584746        39.8357     
  1140.45        500.000                 NaN            NaN            NaN            NaN   11.4209                 NaN            NaN   7.29079                 NaN   40.8776       0.565405        39.8453     
  1138.94        500.000                 NaN            NaN            NaN            NaN   10.0093        1.37540                 NaN   7.26411                 NaN   40.9344       0.577740        39.8391     
  1137.43        500.000                 NaN            NaN            NaN            NaN   9.79624        1.60096                 NaN   7.27413                 NaN   40.9143       0.573125        39.8413     
  1135.92        500.000                 NaN            NaN            NaN            NaN   8.43058        2.99610                 NaN   7.29556                 NaN   40.8683       0.563056        39.8464     
  1134.41        500.000                 NaN            NaN            NaN            NaN   11.4361                 NaN            NaN   7.30313                 NaN   40.8537       0.559311        39.8477     
  1132.90        500.000                 NaN            NaN            NaN            NaN   9.60446        1.82834       0.756639E-005   7.30288                 NaN   40.8568       0.559912        39.8476     
  1131.39        500.000                 NaN            NaN            NaN            NaN   5.74558        5.68330                 NaN   7.29900                 NaN   40.8631       0.562169        39.8468     
  1129.88        500.000                 NaN            NaN            NaN            NaN   9.35117        2.09016                 NaN   7.30819                 NaN   40.8448       0.557034        39.8487     
  1128.36        500.000                 NaN            NaN            NaN            NaN   11.4467                 NaN            NaN   7.31265                 NaN   40.8362       0.554973        39.8495     
  1126.85        500.000                 NaN            NaN            NaN            NaN   11.2374       0.854531E-001            NaN   7.21631                 NaN   41.0327       0.600159        39.8280     
  1125.34        500.000                 NaN            NaN            NaN            NaN   6.75958        4.68083                 NaN   7.30910                 NaN   40.8447       0.557168        39.8486     
  1123.83        500.000                 NaN            NaN            NaN            NaN   11.4558                 NaN            NaN   7.32012                 NaN   40.8215       0.551411        39.8511     
  1122.32        500.000                 NaN            NaN            NaN            NaN   11.4578                 NaN            NaN   7.32252                 NaN   40.8180       0.550435        39.8513     
  1120.81        500.000                 NaN            NaN            NaN            NaN   10.9113       0.439465                 NaN   7.23818                 NaN   40.9885       0.589792        39.8328     
  1119.30        500.000                 NaN            NaN            NaN            NaN   9.93818        1.50091                 NaN   7.31118                 NaN   40.8440       0.557433        39.8483     
  1117.79        500.000                 NaN            NaN            NaN            NaN   10.6637       0.785381                 NaN   7.28693                 NaN   40.8509       0.562979        39.8502     
  1116.28        500.000                 NaN            NaN            NaN            NaN   11.0210       0.358491                 NaN   7.26356                 NaN   40.9401       0.579294        39.8376     
  1114.77        500.000                 NaN            NaN            NaN            NaN   9.70829        1.75879                 NaN   7.31906                 NaN   40.8113       0.548124        39.8545     
  1113.26        500.000                 NaN            NaN            NaN            NaN   10.1092        1.16323       0.195039        7.33251                 NaN   40.8011       0.545934        39.8530     
  1111.75        500.000                 NaN            NaN            NaN            NaN   11.2629       0.192936                 NaN   7.32663                 NaN   40.8163       0.550323        39.8509     
  1110.24        500.000                 NaN            NaN            NaN            NaN   11.3251       0.144847                 NaN   7.33900                 NaN   40.7937       0.544238        39.8531     
  1108.73        500.000                 NaN            NaN            NaN            NaN   11.4818                 NaN            NaN   7.34385                 NaN   40.7786       0.540469        39.8553     
  1107.22        500.000                 NaN            NaN            NaN            NaN   11.1294       0.352346                 NaN   7.34521                 NaN   40.7776       0.540178        39.8552     
  1105.71        500.000                 NaN            NaN            NaN            NaN   11.4892                 NaN            NaN   7.34970                 NaN   40.7670       0.537647        39.8565     
  1104.20        500.000                 NaN            NaN            NaN            NaN   11.4924                 NaN            NaN   7.35243                 NaN   40.7618       0.536333        39.8570     
  1102.69        500.000                 NaN            NaN            NaN            NaN   11.4862                 NaN            NaN   7.34907                 NaN   40.7703       0.538520        39.8560     
  1101.18        500.000                 NaN            NaN            NaN            NaN   1.16037        9.31199        1.01422        7.35084                 NaN   40.7688       0.537711        39.8561     
  1099.67        500.000                 NaN            NaN            NaN            NaN   1.60984        9.16307       0.713045        7.35126                 NaN   40.7691       0.537702        39.8560     
  1098.16        500.000                 NaN            NaN            NaN            NaN   2.13477        9.34911                 NaN   7.35070                 NaN   40.7715       0.538211        39.8557     
  1096.65        500.000                 NaN            NaN            NaN            NaN   2.38120        9.10259                 NaN   7.35126                 NaN   40.7712       0.538072        39.8557     
  1095.14        500.000                 NaN            NaN            NaN            NaN   2.60828        8.87587                 NaN   7.35207                 NaN   40.7702       0.537766        39.8558     
  1093.63        500.000                 NaN            NaN            NaN            NaN   8.17329        3.29573                 NaN   7.33925                 NaN   40.7945       0.543718        39.8535     
  1092.12        500.000                 NaN            NaN            NaN            NaN   7.99518        3.47374                 NaN   7.33969                 NaN   40.7942       0.543620        39.8535     
  1090.61        500.000                 NaN            NaN            NaN            NaN   7.82611        3.64237       0.318079E-003   7.34011                 NaN   40.7940       0.543535        39.8535     
  1089.10        500.000                 NaN            NaN            NaN            NaN   7.66633        3.80172       0.621152E-003   7.34051                 NaN   40.7938       0.543460        39.8535     
  1087.59        500.000                 NaN            NaN            NaN            NaN   11.5262                 NaN            NaN   7.38067                 NaN   40.7079       0.522648        39.8626     
  1086.08        500.000                 NaN            NaN            NaN            NaN   11.5293                 NaN            NaN   7.38324                 NaN   40.7030       0.521389        39.8631     
  1084.57        500.000                 NaN            NaN            NaN            NaN   11.5324                 NaN            NaN   7.38582                 NaN   40.6980       0.520120        39.8636     
  1083.06        500.000                 NaN            NaN            NaN            NaN   11.5358                 NaN            NaN   7.38854                 NaN   40.6927       0.518772        39.8642     
  1081.55        500.000                 NaN            NaN            NaN            NaN   11.5278                 NaN            NaN   7.38478                 NaN   40.7035       0.521209        39.8627     
  1080.04        500.000                 NaN            NaN            NaN            NaN   3.55103        7.69914       0.244736        7.36453                 NaN   40.7507       0.532330        39.8575     
  1078.53        500.000                 NaN            NaN            NaN            NaN   3.94363        7.58257                 NaN   7.38270                 NaN   40.7057       0.522612        39.8628     
  1077.02        500.000                 NaN            NaN            NaN            NaN   8.94241        2.60106                 NaN   7.39504                 NaN   40.6802       0.515660        39.8656     
  1075.51        500.000                 NaN            NaN            NaN            NaN   8.37596        3.17531                 NaN   7.39534                 NaN   40.6726       0.514906        39.8659     
  1074.00        500.000                 NaN            NaN            NaN   1.66832        8.92940                 NaN            NaN   7.09749                 NaN   41.3328       0.689748        40.2822     
  1072.49        500.000                 NaN            NaN            NaN   1.29203        7.65516        1.86340                 NaN   7.16265                 NaN   41.1880       0.651846        40.1869     
  1070.98        500.000                 NaN            NaN            NaN   1.66829        8.92920       0.247196E-003            NaN   7.09749                 NaN   41.3328       0.689744        40.2822     
  1069.47        500.000                 NaN            NaN            NaN   1.66826        8.92909       0.404704E-003            NaN   7.09750                 NaN   41.3328       0.689741        40.2822     
  1067.96        500.000                 NaN            NaN            NaN   1.66831        8.92935       0.676368E-004            NaN   7.09749                 NaN   41.3328       0.689747        40.2822     
  1066.45        500.000                 NaN            NaN            NaN   1.66830        8.92929       0.139892E-003            NaN   7.09749                 NaN   41.3328       0.689746        40.2822     
  1064.94        500.000                 NaN            NaN            NaN   1.66830        8.92927       0.166209E-003            NaN   7.09749                 NaN   41.3328       0.689745        40.2822     
  1063.43        500.000                 NaN            NaN            NaN   1.66831        8.92935       0.625219E-004            NaN   7.09749                 NaN   41.3328       0.689747        40.2822     
  1061.92        500.000                 NaN            NaN            NaN   1.66831        8.92933       0.876037E-004            NaN   7.09749                 NaN   41.3328       0.689747        40.2822     
  1060.41        500.000                 NaN            NaN            NaN   1.66831        8.92934       0.743894E-004            NaN   7.09749                 NaN   41.3328       0.689747        40.2822     
  1058.90        500.000                 NaN            NaN            NaN   1.66831        8.92934       0.688312E-004            NaN   7.09749                 NaN   41.3328       0.689747        40.2822     
  1057.39        500.000                 NaN            NaN            NaN   1.68201        8.90897       0.654848E-004            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1055.88        500.000                 NaN            NaN            NaN   1.68201        8.90896       0.656986E-004            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1054.37        500.000                 NaN            NaN            NaN   1.68201        8.90895       0.857199E-004            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1052.86        500.000                 NaN            NaN            NaN   1.68201        8.90897       0.592468E-004            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1051.35        500.000                 NaN            NaN            NaN   1.68201        8.90903                 NaN            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1049.84        500.000                 NaN            NaN            NaN   1.68201        8.90903                 NaN            NaN   7.09587                 NaN   41.3361       0.690948        40.2860     
  1048.33        500.000                 NaN            NaN            NaN            NaN   1.49524        10.1043                 NaN   7.44364                 NaN   40.5899       0.491847        39.8750     
  1046.82        500.000                 NaN            NaN            NaN  0.755368        8.71528        1.74370                 NaN   7.32595                 NaN   40.8276       0.560108        40.0719     
  1045.31        500.000                 NaN            NaN            NaN            NaN   4.58016        7.04137                 NaN   7.45689                 NaN   40.5586       0.484355        39.8787     
  1043.80        500.000                 NaN            NaN            NaN   1.10196        8.65572        1.26596                 NaN   7.26741                 NaN   40.9540       0.594924        40.1600     
  1042.28        500.000                 NaN            NaN            NaN   1.15243        8.58374        1.26334                 NaN   7.26114                 NaN   40.9671       0.598733        40.1735     
  1040.77        500.000                 NaN            NaN            NaN  0.776942        6.75474        3.67160                 NaN   7.32625                 NaN   40.8316       0.561002        40.0778     
  1039.26        500.000                 NaN            NaN            NaN            NaN   6.67005        4.96600                 NaN   7.46806                 NaN   40.5361       0.478644        39.8812     
  1037.75        500.000                 NaN            NaN            NaN   1.54747        9.25221       0.114394E-002            NaN   7.20414                 NaN   41.0855       0.632360        40.2772     
  1036.24        500.000                 NaN            NaN            NaN   1.58895        9.19188       0.619497E-004            NaN   7.19886                 NaN   41.0964       0.635572        40.2883     
  1034.73        500.000                 NaN            NaN            NaN   1.62927        9.13208       0.361875E-005            NaN   7.19378                 NaN   41.1070       0.638776        40.2991     
  1033.22        500.000                 NaN            NaN            NaN   1.66557        9.07860                 NaN            NaN   7.18921                 NaN   41.1162       0.641496        40.3089     
  1031.71        500.000                 NaN            NaN            NaN   1.70357        9.02250                 NaN            NaN   7.18425                 NaN   41.1261       0.644394        40.3191     
  1030.20        500.000                 NaN            NaN            NaN   1.73697        8.97345                 NaN            NaN   7.18002                 NaN   41.1345       0.646894        40.3282     
  1028.69        500.000                 NaN            NaN            NaN   2.11521        8.32521       0.897171E-004            NaN   7.08087                 NaN   41.3618       0.703930        40.4129     
  1027.18        500.000                 NaN            NaN            NaN   2.10870        8.34065                 NaN            NaN   7.08088                 NaN   41.3529       0.703932        40.4129     
  1025.67        500.000                 NaN            NaN            NaN   2.11529        8.33213                 NaN            NaN   7.08088                 NaN   41.3529       0.703932        40.4149     
  1024.16        500.000                 NaN            NaN            NaN   2.11529        8.33213                 NaN            NaN   7.08088                 NaN   41.3529       0.703932        40.4149     
  1022.65        500.000                 NaN            NaN            NaN   2.11495        8.33274                 NaN            NaN   7.08091                 NaN   41.3527       0.703927        40.4148     
  1021.14        500.000                 NaN            NaN            NaN   1.67702        9.11109                 NaN            NaN   7.21999                 NaN   41.0471       0.624367        40.3205     
  1019.63        500.000                 NaN            NaN            NaN   2.00256        8.59696                 NaN            NaN   7.15794                 NaN   41.1796       0.660795        40.4021     
  1018.12        500.000                 NaN            NaN            NaN   1.89538        8.75039                 NaN            NaN   7.16507                 NaN   41.1635       0.654770        40.3709     
  1016.61        500.000                 NaN            NaN            NaN   1.95314        8.66228                 NaN            NaN   7.15554                 NaN   41.1832       0.660167        40.3857     
  1015.10        500.000                 NaN            NaN            NaN   1.85921        8.83651                 NaN            NaN   7.19306                 NaN   41.1021       0.640487        40.3686     
  1013.59        500.000                 NaN            NaN            NaN   1.96659        8.65581                 NaN            NaN   7.16129                 NaN   41.1671       0.657202        40.3920     
  1012.08        500.000                 NaN            NaN            NaN   1.91885        8.75229                 NaN            NaN   7.18773                 NaN   41.1120       0.643790        40.3854     
  1010.57        500.000                 NaN            NaN            NaN   2.05157        8.52146                 NaN            NaN   7.14927                 NaN   41.1958       0.666555        40.4153     
  1009.06        500.000                 NaN            NaN            NaN   2.07681        8.48419                 NaN            NaN   7.14628                 NaN   41.2025       0.668157        40.4221     
  1007.55        500.000                 NaN            NaN            NaN   2.11311        8.42685                 NaN            NaN   7.13920                 NaN   41.2168       0.672684        40.4314     
  1006.04        500.000                 NaN            NaN            NaN   2.13383        8.39691                 NaN            NaN   7.13702                 NaN   41.2210       0.674077        40.4371     
  1004.53        500.000                 NaN            NaN            NaN   2.15401        8.36777                 NaN            NaN   7.13492                 NaN   41.2251       0.675423        40.4427     
  1003.02        500.000                 NaN            NaN            NaN   2.17370        8.33939                 NaN            NaN   7.13290                 NaN   41.2291       0.676724        40.4482     
  1001.51        500.000                 NaN            NaN            NaN   2.12479        8.43080                 NaN            NaN   7.15069                 NaN   41.1888       0.666438        40.4384     
  1000.00        500.000                 NaN            NaN            NaN   2.25695        8.23224                 NaN            NaN   7.13301                 NaN   41.2278       0.676887        40.4731     
