|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/T13/T13_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1554.23        500.000        99.3603                 NaN  0.623296       0.164036E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        500.000        99.3636                 NaN  0.620114       0.162918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        500.000        99.3728                 NaN  0.609116       0.180431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        500.000        99.3749                 NaN  0.616256       0.880131E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        500.000        99.3003                 NaN  0.683920       0.157685E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        500.000        99.4686                 NaN  0.521799       0.962729E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        500.000        99.1737                 NaN  0.825598       0.734134E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        500.000        99.6035                 NaN  0.390313       0.617364E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        500.000        99.4037                 NaN  0.584881       0.113692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        500.000        99.4078                 NaN  0.579570       0.125869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        500.000        99.4106                 NaN  0.583467       0.594982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        500.000        99.4146                 NaN  0.579080       0.629073E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        500.000        99.4221                 NaN  0.569988       0.793595E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        500.000        99.4260                 NaN  0.566916       0.711501E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        500.000        99.4301                 NaN  0.563719       0.618238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000        99.4345                 NaN  0.560669       0.481835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        500.000        99.4385                 NaN  0.555991       0.553724E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        500.000        99.4429                 NaN  0.551830       0.530754E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        500.000        99.9415                 NaN            NaN  0.585015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000        98.9665                 NaN   1.03171       0.183014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        500.000        99.4528                 NaN  0.546946       0.219574E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.4616                 NaN  0.535790       0.259953E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.4631                 NaN  0.534507       0.241644E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.4669                 NaN  0.533126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.4723                 NaN  0.527724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.4753                 NaN  0.520906       0.376397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.4784                 NaN  0.519046       0.253735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.4823                 NaN  0.517380       0.313060E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4853                 NaN  0.514682       0.917810E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4892                 NaN  0.510776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.9832                 NaN            NaN  0.167766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.0076                 NaN  0.992199       0.193539E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.5023                 NaN  0.497692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.5032                 NaN  0.496800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.5040                 NaN  0.495630       0.373614E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.5108                 NaN  0.488981       0.182006E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.5126                 NaN  0.487407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.5114                 NaN  0.366131                 NaN  0.122492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.3985                 NaN  0.171122E-001            NaN  0.584353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.4103                 NaN            NaN            NaN  0.589727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.3740                 NaN  0.785956E-001            NaN  0.547391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.5866                 NaN            NaN            NaN  0.413360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.2948                 NaN  0.468672E-001            NaN  0.658291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.4237                 NaN            NaN            NaN  0.576273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.4227                 NaN            NaN            NaN  0.577343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.4231                 NaN            NaN            NaN  0.576949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.4238                 NaN            NaN            NaN  0.576240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.4252                 NaN            NaN            NaN  0.574824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.3455                 NaN            NaN            NaN  0.654500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.5033                 NaN            NaN            NaN  0.496703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.4267                 NaN            NaN            NaN  0.573342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.4049                 NaN            NaN            NaN  0.595118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.4433                 NaN            NaN            NaN  0.556736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.4225                 NaN            NaN            NaN  0.577513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.4223                 NaN            NaN            NaN  0.577650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.4170                 NaN            NaN            NaN  0.583046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.4150                 NaN            NaN            NaN  0.584974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.5113                 NaN            NaN            NaN  0.488721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.2966                 NaN            NaN            NaN  0.703424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.4012                 NaN            NaN            NaN  0.598840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.2912                 NaN            NaN            NaN  0.189858       0.518924                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        99.0564                 NaN            NaN            NaN  0.304442       0.639184                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        99.0662                 NaN            NaN            NaN  0.301770       0.632030                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        99.0763                 NaN            NaN            NaN  0.297358       0.626354                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        99.0865                 NaN            NaN            NaN  0.619281       0.294259                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        99.0950                 NaN            NaN            NaN  0.614007       0.290945                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        99.1048                 NaN            NaN            NaN  0.608461       0.286766                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        99.1137                 NaN            NaN            NaN  0.602542       0.283736                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        99.1231                 NaN            NaN            NaN  0.596403       0.280468                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        99.1321                 NaN            NaN            NaN  0.590478       0.277380                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        99.1406                 NaN            NaN            NaN  0.273753       0.585607                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.1475                 NaN            NaN            NaN  0.581792       0.270711                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.1580                 NaN            NaN            NaN  0.574660       0.267377                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.1650                 NaN            NaN            NaN  0.570538       0.264452                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.1731                 NaN            NaN            NaN  0.261804       0.565066                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.1816                 NaN            NaN            NaN  0.560081       0.258339                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.1894                 NaN            NaN            NaN  0.554813       0.255768                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        98.5745                 NaN            NaN            NaN  0.637482       0.506115                 NaN  0.281935                 NaN            NaN            NaN            NaN
  1436.44        500.000        97.1268                 NaN            NaN            NaN  0.827301        1.09813                 NaN  0.947771                 NaN            NaN            NaN            NaN
  1434.93        500.000        97.2018                 NaN            NaN            NaN   1.06670       0.807779                 NaN  0.923712                 NaN            NaN            NaN            NaN
  1433.42        500.000        97.2727                 NaN            NaN            NaN  0.787033        1.03891                 NaN  0.901344                 NaN            NaN            NaN            NaN
  1431.91        500.000        97.3429                 NaN            NaN            NaN  0.767939        1.01062                 NaN  0.878568                 NaN            NaN            NaN            NaN
  1430.40        500.000        97.4081                 NaN            NaN            NaN  0.983976       0.750261                 NaN  0.857700                 NaN            NaN            NaN            NaN
  1428.89        500.000        97.4690                 NaN            NaN            NaN  0.959413       0.733700                 NaN  0.837852                 NaN            NaN            NaN            NaN
  1427.38        500.000        97.5290                 NaN            NaN            NaN  0.717142       0.935370                 NaN  0.818469                 NaN            NaN            NaN            NaN
  1425.87        500.000        97.5878                 NaN            NaN            NaN  0.912057       0.700336                 NaN  0.799803                 NaN            NaN            NaN            NaN
  1424.36        500.000        97.6421                 NaN            NaN            NaN  0.889890       0.685919                 NaN  0.782109                 NaN            NaN            NaN            NaN
  1422.85        500.000        97.6947                 NaN            NaN            NaN  0.671095       0.869344                 NaN  0.764909                 NaN            NaN            NaN            NaN
  1421.34        500.000        97.7456                 NaN            NaN            NaN  0.656471       0.849282                 NaN  0.748631                 NaN            NaN            NaN            NaN
  1419.83        500.000        97.3289                 NaN            NaN            NaN  0.785822       0.899199                 NaN  0.934905       0.511421E-001            NaN            NaN            NaN
  1418.32        500.000        97.3673                 NaN            NaN            NaN  0.899887       0.750721                 NaN  0.926863       0.552094E-001            NaN            NaN            NaN
  1416.81        500.000        97.4616                 NaN            NaN            NaN  0.869116       0.722026                 NaN  0.894285       0.529251E-001            NaN            NaN            NaN
  1415.30        500.000        97.5487                 NaN            NaN            NaN  0.695975       0.840680                 NaN  0.863941       0.506909E-001            NaN            NaN            NaN
  1413.79        500.000        97.6316                 NaN            NaN            NaN  0.670955       0.813508                 NaN  0.835238       0.486718E-001            NaN            NaN            NaN
  1412.28        500.000        97.7100                 NaN            NaN            NaN  0.647419       0.787872                 NaN  0.807988       0.467317E-001            NaN            NaN            NaN
  1410.77        500.000        97.7848                 NaN            NaN            NaN  0.762877       0.625191                 NaN  0.782161       0.449934E-001            NaN            NaN            NaN
  1409.26        500.000        97.8539                 NaN            NaN            NaN  0.740178       0.604762                 NaN  0.757919       0.432723E-001            NaN            NaN            NaN
  1407.75        500.000        97.9191                 NaN            NaN            NaN  0.718519       0.585614                 NaN  0.735132       0.416107E-001            NaN            NaN            NaN
  1406.24        500.000        97.9816                 NaN            NaN            NaN  0.566776       0.697997                 NaN  0.713464       0.401464E-001            NaN            NaN            NaN
  1404.73        500.000        98.0410                 NaN            NaN            NaN  0.549444       0.678144                 NaN  0.692702       0.387080E-001            NaN            NaN            NaN
  1403.22        500.000        98.0982                 NaN            NaN            NaN  0.533082       0.658944                 NaN  0.672588       0.372274E-001            NaN            NaN            NaN
  1401.71        500.000        98.1506                 NaN            NaN            NaN  0.517597       0.641600                 NaN  0.654249       0.359394E-001            NaN            NaN            NaN
  1400.20        500.000        98.2020                 NaN            NaN            NaN  0.624468       0.502614                 NaN  0.636209       0.346851E-001            NaN            NaN            NaN
  1398.69        500.000        98.2504                 NaN            NaN            NaN  0.608208       0.488515                 NaN  0.619398       0.335173E-001            NaN            NaN            NaN
  1397.18        500.000        98.2978                 NaN            NaN            NaN  0.592044       0.475382                 NaN  0.602458       0.322843E-001            NaN            NaN            NaN
  1395.67        500.000        98.3391                 NaN            NaN            NaN  0.463742       0.577891                 NaN  0.588058       0.312083E-001            NaN            NaN            NaN
  1394.16        500.000        98.3866                 NaN            NaN            NaN  0.561748       0.450681                 NaN  0.570951       0.300553E-001            NaN            NaN            NaN
  1392.65        500.000        98.4251                 NaN            NaN            NaN  0.439494       0.548718                 NaN  0.557554       0.291295E-001            NaN            NaN            NaN
  1391.14        500.000        98.4642                 NaN            NaN            NaN  0.534996       0.428866                 NaN  0.543783       0.281610E-001            NaN            NaN            NaN
  1389.63        500.000        98.5013                 NaN            NaN            NaN  0.523031       0.417640                 NaN  0.530748       0.272872E-001            NaN            NaN            NaN
  1388.12        500.000        98.5379                 NaN            NaN            NaN  0.510504       0.407835                 NaN  0.517461       0.262911E-001            NaN            NaN            NaN
  1386.60        500.000        98.5725                 NaN            NaN            NaN  0.398438       0.498246                 NaN  0.505347       0.254386E-001            NaN            NaN            NaN
  1385.09        500.000        98.6057                 NaN            NaN            NaN  0.389131       0.487080                 NaN  0.493498       0.246168E-001            NaN            NaN            NaN
  1383.58        500.000        98.6360                 NaN            NaN            NaN  0.380699       0.476483                 NaN  0.482922       0.238764E-001            NaN            NaN            NaN
  1382.07        500.000        98.6704                 NaN            NaN            NaN  0.372428       0.463872                 NaN  0.470402       0.229368E-001            NaN            NaN            NaN
  1380.56        500.000        98.6977                 NaN            NaN            NaN  0.454709       0.364830                 NaN  0.460560       0.222061E-001            NaN            NaN            NaN
  1379.05        500.000        98.7277                 NaN            NaN            NaN  0.444460       0.356535                 NaN  0.449824       0.214958E-001            NaN            NaN            NaN
  1377.54        500.000        98.7541                 NaN            NaN            NaN  0.349636       0.435027                 NaN  0.440420       0.207946E-001            NaN            NaN            NaN
  1376.03        500.000        98.7807                 NaN            NaN            NaN  0.425627       0.342766                 NaN  0.430841       0.200915E-001            NaN            NaN            NaN
  1374.52        500.000        98.8078                 NaN            NaN            NaN  0.416280       0.335420                 NaN  0.421093       0.194157E-001            NaN            NaN            NaN
  1373.01        500.000        98.8319                 NaN            NaN            NaN  0.329426       0.407586                 NaN  0.412351       0.187473E-001            NaN            NaN            NaN
  1371.50        500.000        12.2462        82.6825                 NaN            NaN   2.06324        1.06922                 NaN   1.86336       0.754962E-001            NaN            NaN            NaN
  1369.99        500.000        21.9000        74.3931                 NaN            NaN   1.50950       0.778228                 NaN   1.36401       0.551578E-001            NaN            NaN            NaN
  1368.48        500.000        21.1200        78.5337                 NaN            NaN  0.179834                 NaN            NaN  0.862464E-001  0.802126E-001            NaN            NaN            NaN
  1366.97        500.000        29.6147        67.1353                 NaN            NaN  0.811969        1.19203                 NaN   1.17885       0.671601E-001            NaN            NaN            NaN
  1365.46        500.000        36.4202        61.2509                 NaN            NaN  0.911546       0.529338                 NaN  0.839188       0.488428E-001            NaN            NaN            NaN
  1363.95        500.000        41.3171        56.9827                 NaN            NaN  0.391614       0.661916                 NaN  0.611917       0.347604E-001            NaN            NaN            NaN
  1362.44        500.000        44.9772        53.7043                 NaN            NaN  0.309542       0.509258                 NaN  0.473601       0.261418E-001            NaN            NaN            NaN
  1360.93        500.000        47.8545        51.0670                 NaN            NaN  0.257681       0.413347                 NaN  0.386700       0.207500E-001            NaN            NaN            NaN
  1359.42        500.000        50.1519        48.9455                 NaN            NaN  0.220352       0.342863                 NaN  0.322662       0.167007E-001            NaN            NaN            NaN
  1357.91        500.000        52.0458        47.1738                 NaN            NaN  0.294037       0.194172                 NaN  0.278315       0.139330E-001            NaN            NaN            NaN
  1356.40        500.000        53.6283        45.6856                 NaN            NaN  0.256029       0.174371                 NaN  0.243979       0.117592E-001            NaN            NaN            NaN
  1354.89        500.000        99.3871                 NaN            NaN            NaN  0.159071       0.226421                 NaN  0.217314       0.100836E-001            NaN            NaN            NaN
  1353.38        500.000        99.4460                 NaN            NaN            NaN  0.203061       0.146636                 NaN  0.195637       0.867660E-002            NaN            NaN            NaN
  1351.87        500.000        99.4930                 NaN            NaN            NaN  0.183875       0.137025                 NaN  0.178501       0.757789E-002            NaN            NaN            NaN
  1350.36        500.000        99.5321                 NaN            NaN            NaN  0.167911       0.129132                 NaN  0.164173       0.665280E-002            NaN            NaN            NaN
  1348.85        500.000        99.5646                 NaN            NaN            NaN  0.122525       0.154793                 NaN  0.152186       0.586007E-002            NaN            NaN            NaN
  1347.34        500.000        99.5920                 NaN            NaN            NaN  0.143616       0.117079                 NaN  0.142115       0.519239E-002            NaN            NaN            NaN
  1345.83        500.000        99.6156                 NaN            NaN            NaN  0.112564       0.133822                 NaN  0.133419       0.460187E-002            NaN            NaN            NaN
  1344.32        500.000        99.6339                 NaN            NaN            NaN  0.108767       0.126502                 NaN  0.126708       0.415391E-002            NaN            NaN            NaN
  1342.81        500.000        99.6540                 NaN            NaN            NaN  0.105718       0.117592                 NaN  0.119087       0.358928E-002            NaN            NaN            NaN
  1341.30        500.000        99.6677                 NaN            NaN            NaN  0.111115       0.103450                 NaN  0.114442       0.328432E-002            NaN            NaN            NaN
  1339.79        500.000        99.6801                 NaN            NaN            NaN  0.999224E-001  0.108146                 NaN  0.109008       0.285584E-002            NaN            NaN            NaN
  1338.28        500.000        99.6917                 NaN            NaN            NaN  0.102153       0.986088E-001            NaN  0.105019       0.256591E-002            NaN            NaN            NaN
  1336.77        500.000        99.7014                 NaN            NaN            NaN  0.978881E-001  0.970928E-001            NaN  0.101379       0.228419E-002            NaN            NaN            NaN
  1335.26        500.000        99.7098                 NaN            NaN            NaN  0.958624E-001  0.941842E-001            NaN  0.981737E-001  0.201908E-002            NaN            NaN            NaN
  1333.75        500.000        99.7164                 NaN            NaN            NaN  0.946257E-001  0.914586E-001            NaN  0.957429E-001  0.181934E-002            NaN            NaN            NaN
  1332.24        500.000        99.7243                 NaN            NaN            NaN  0.872826E-001  0.944786E-001            NaN  0.924684E-001  0.148799E-002            NaN            NaN            NaN
  1330.73        500.000        99.7293                 NaN            NaN            NaN  0.936201E-001  0.848497E-001            NaN  0.908559E-001  0.138385E-002            NaN            NaN            NaN
  1329.22        500.000        99.7322                 NaN            NaN            NaN  0.838860E-001  0.936702E-001            NaN  0.891799E-001  0.108572E-002            NaN            NaN            NaN
  1327.71        500.000        99.7364                 NaN            NaN            NaN  0.935919E-001  0.814002E-001            NaN  0.876235E-001  0.942342E-003            NaN            NaN            NaN
  1326.20        500.000        99.7390                 NaN            NaN            NaN  0.939921E-001  0.797323E-001            NaN  0.865447E-001  0.760281E-003            NaN            NaN            NaN
  1324.69        500.000        99.7402                 NaN            NaN            NaN  0.789681E-001  0.944335E-001            NaN  0.857648E-001  0.600700E-003            NaN            NaN            NaN
  1323.18        500.000        99.7407                 NaN            NaN            NaN  0.781700E-001  0.952508E-001            NaN  0.854471E-001  0.439812E-003            NaN            NaN            NaN
  1321.67        500.000        99.7404                 NaN            NaN            NaN  0.781066E-001  0.962215E-001            NaN  0.850178E-001  0.219365E-003            NaN            NaN            NaN
  1320.16        500.000        99.7494                 NaN            NaN            NaN  0.748741E-001  0.908589E-001            NaN  0.840394E-001  0.788475E-003            NaN            NaN            NaN
  1318.65        500.000        99.7585                 NaN            NaN            NaN  0.707881E-001  0.878516E-001            NaN  0.818775E-001  0.957769E-003            NaN            NaN            NaN
  1317.14        500.000        99.7620                 NaN            NaN            NaN  0.876575E-001  0.689832E-001            NaN  0.805210E-001  0.821996E-003            NaN            NaN            NaN
  1315.63        500.000        99.7651                 NaN            NaN            NaN  0.881569E-001  0.668851E-001            NaN  0.792433E-001  0.646030E-003            NaN            NaN            NaN
  1314.12        500.000        99.7672                 NaN            NaN            NaN  0.652057E-001  0.887798E-001            NaN  0.783375E-001  0.496189E-003            NaN            NaN            NaN
  1312.61        500.000        99.7686                 NaN            NaN            NaN  0.898441E-001  0.636669E-001            NaN  0.776103E-001  0.318782E-003            NaN            NaN            NaN
  1311.10        500.000        99.7693                 NaN            NaN            NaN  0.622830E-001  0.910803E-001            NaN  0.771655E-001  0.181151E-003            NaN            NaN            NaN
  1309.59        500.000        99.7689                 NaN            NaN            NaN  0.926318E-001  0.613561E-001            NaN  0.770646E-001  0.231895E-004            NaN            NaN            NaN
  1308.08        500.000        99.7672                 NaN            NaN            NaN  0.893893E-001  0.645645E-001            NaN  0.781499E-001  0.706539E-003            NaN            NaN            NaN
  1306.57        500.000        99.7654                 NaN            NaN            NaN  0.615954E-001  0.948981E-001            NaN  0.781302E-001            NaN            NaN            NaN            NaN
  1305.06        500.000        99.7623                 NaN            NaN            NaN  0.618309E-001  0.968734E-001            NaN  0.790435E-001            NaN            NaN            NaN            NaN
  1303.55        500.000        99.7585                 NaN            NaN            NaN  0.629034E-001  0.984117E-001            NaN  0.801415E-001            NaN            NaN            NaN            NaN
  1302.04        500.000        99.7525                 NaN            NaN            NaN  0.643104E-001  0.101075                 NaN  0.820902E-001            NaN            NaN            NaN            NaN
  1300.52        500.000        99.7533                 NaN            NaN            NaN  0.640040E-001  0.100859                 NaN  0.818004E-001            NaN            NaN            NaN            NaN
  1299.01        500.000        99.7374                 NaN            NaN            NaN  0.107582       0.679633E-001            NaN  0.870437E-001            NaN            NaN            NaN            NaN
  1297.50        500.000        99.7262                 NaN            NaN            NaN  0.112090       0.710938E-001            NaN  0.906509E-001            NaN            NaN            NaN            NaN
  1295.99        500.000        99.7128                 NaN            NaN            NaN  0.117534       0.746855E-001            NaN  0.950082E-001            NaN            NaN            NaN            NaN
