|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/Y98/Y98_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q              hed           
  1258.85        2500.00        88.2793                 NaN            NaN   3.19812                 NaN            NaN            NaN            NaN            NaN   1.66488       0.161014        6.69667                 NaN            NaN
  1257.63        2500.00        99.6712                 NaN            NaN  0.524965E-002            NaN            NaN            NaN            NaN            NaN            NaN  0.406481E-001  0.282949                 NaN            NaN
  1256.41        2500.00        99.6190                 NaN            NaN  0.153063                 NaN            NaN            NaN            NaN            NaN  0.686338E-001            NaN  0.159278                 NaN            NaN
  1255.19        2500.00        98.5524                 NaN            NaN  0.546547                 NaN            NaN            NaN            NaN            NaN  0.206500                 NaN  0.694553                 NaN            NaN
  1253.97        2500.00        95.1894                 NaN            NaN   1.32621                 NaN            NaN            NaN            NaN            NaN  0.650413       0.541080E-001   2.77986                 NaN            NaN
  1252.75        2500.00        95.0694                 NaN            NaN   1.30938                 NaN            NaN            NaN            NaN            NaN  0.699101       0.593978E-001   2.86276                 NaN            NaN
  1251.53        2500.00        99.9406                 NaN            NaN  0.443813E-001            NaN            NaN            NaN            NaN            NaN  0.210763E-002  0.129371E-001            NaN            NaN            NaN
  1250.31        2500.00        96.0379                 NaN            NaN   1.14783                 NaN            NaN            NaN            NaN            NaN  0.580667       0.424687E-001   2.19115                 NaN            NaN
  1249.08        2500.00        96.8986                 NaN            NaN  0.809639                 NaN            NaN            NaN            NaN            NaN  0.375497       0.504479E-001   1.86581                 NaN            NaN
  1247.86        2500.00        98.2992                 NaN            NaN  0.455093                 NaN            NaN            NaN            NaN            NaN  0.223223       0.191432E-001   1.00332                 NaN            NaN
  1246.64        2500.00        98.4767                 NaN            NaN  0.438648                 NaN            NaN            NaN            NaN            NaN  0.213142       0.159512E-001  0.855595                 NaN            NaN
  1245.42        2500.00        97.1033                 NaN            NaN  0.754891                 NaN            NaN            NaN            NaN            NaN  0.406841       0.336809E-001   1.70132                 NaN            NaN
  1244.20        2500.00        97.8858                 NaN            NaN  0.560502                 NaN            NaN            NaN            NaN            NaN  0.287043       0.271051E-001   1.23960                 NaN            NaN
  1242.98        2500.00        98.0127                 NaN            NaN  0.622597                 NaN            NaN            NaN            NaN            NaN  0.326074       0.300178E-001   1.00864                 NaN            NaN
  1241.76        2500.00        91.5543                 NaN            NaN   1.60827                 NaN            NaN            NaN            NaN            NaN   1.08703       0.132832        5.61755                 NaN            NaN
  1240.54        2500.00        99.9451                 NaN            NaN  0.202872E-001            NaN            NaN            NaN  0.110340E-005            NaN  0.726945E-002            NaN  0.273916E-001            NaN            NaN
  1239.32        2500.00        99.8863                 NaN            NaN  0.231457E-001            NaN            NaN            NaN            NaN            NaN  0.162495E-001  0.199927E-002  0.722944E-001            NaN            NaN
  1238.10        2500.00        99.9944                 NaN            NaN  0.510310E-002            NaN            NaN            NaN            NaN            NaN  0.470844E-003  0.354658E-004            NaN            NaN            NaN
  1236.87        2500.00        99.9496                 NaN            NaN  0.872700E-002            NaN            NaN            NaN            NaN            NaN  0.603139E-002  0.721602E-003  0.349664E-001            NaN            NaN
  1235.65        2500.00        99.9521                 NaN            NaN  0.491878E-002            NaN            NaN            NaN            NaN            NaN  0.892824E-002  0.144251E-002  0.325798E-001            NaN            NaN
  1234.43        2500.00        94.9218                 NaN            NaN   1.48820       0.132419                 NaN            NaN            NaN            NaN  0.579395       0.508340E-001   2.82732                 NaN            NaN
  1233.21        2500.00        98.4339                 NaN            NaN  0.316512E-001  0.562656                 NaN            NaN            NaN            NaN  0.320043                 NaN  0.651772                 NaN            NaN
  1231.99        2500.00        98.7321                 NaN            NaN  0.157471       0.241702                 NaN            NaN            NaN            NaN  0.195841       0.203274E-001  0.652526                 NaN            NaN
  1230.77        2500.00        96.2209                 NaN            NaN  0.611275                 NaN            NaN            NaN            NaN            NaN  0.363223       0.300283E-001   2.13345       0.641122                 NaN
  1229.55        2500.00                 NaN            NaN            NaN   9.65067        1.79890                 NaN            NaN            NaN            NaN   8.36928       0.594992        46.4253        33.1608                 NaN
  1228.33        2500.00                 NaN            NaN            NaN   9.65043        1.79886                 NaN            NaN            NaN            NaN   8.36926       0.594981        46.4248        33.1616                 NaN
  1227.11        2500.00                 NaN            NaN            NaN   9.65019        1.79882                 NaN            NaN            NaN            NaN   8.36925       0.594971        46.4244        33.1624                 NaN
  1225.89        2500.00                 NaN            NaN            NaN   9.64995        1.79878                 NaN            NaN            NaN            NaN   8.36923       0.594960        46.4239        33.1632                 NaN
  1224.66        2500.00                 NaN            NaN            NaN   9.64971        1.79874                 NaN            NaN            NaN            NaN   8.36922       0.594950        46.4234        33.1640                 NaN
  1223.44        2500.00                 NaN            NaN            NaN   9.64947        1.79870                 NaN            NaN            NaN            NaN   8.36920       0.594939        46.4229        33.1648                 NaN
  1222.22        2500.00                 NaN            NaN            NaN   9.64923        1.79866                 NaN            NaN            NaN            NaN   8.36919       0.594929        46.4225        33.1655                 NaN
  1221.00        2500.00                 NaN            NaN            NaN   9.64899        1.79861                 NaN            NaN            NaN            NaN   8.36917       0.594918        46.4220        33.1663                 NaN
  1219.78        2500.00                 NaN            NaN            NaN   9.64876        1.79857                 NaN            NaN            NaN            NaN   8.36916       0.594907        46.4215        33.1671                 NaN
  1218.56        2500.00                 NaN            NaN            NaN   9.64852        1.79853                 NaN            NaN            NaN            NaN   8.36914       0.594897        46.4210        33.1679                 NaN
  1217.34        2500.00                 NaN            NaN            NaN   9.64826        1.79851                 NaN            NaN            NaN            NaN   8.36913       0.594886        46.4206        33.1687                 NaN
  1216.12        2500.00                 NaN            NaN            NaN   9.64782        1.79867                 NaN            NaN            NaN            NaN   8.36912       0.594875        46.4201        33.1694                 NaN
  1214.90        2500.00                 NaN            NaN            NaN   9.64758        1.79863                 NaN            NaN            NaN            NaN   8.36910       0.594864        46.4196        33.1702                 NaN
  1213.68        2500.00                 NaN            NaN            NaN   9.64733        1.79859                 NaN            NaN            NaN            NaN   8.36909       0.594854        46.4191        33.1710                 NaN
  1212.45        2500.00                 NaN            NaN            NaN   9.41635        2.03533                 NaN            NaN            NaN            NaN   8.37800       0.593564        46.4039        33.1729                 NaN
  1211.23        2500.00                 NaN            NaN            NaN   9.41620        2.03520                 NaN            NaN            NaN            NaN   8.37799       0.593554        46.4034        33.1736                 NaN
  1210.01        2500.00                 NaN            NaN            NaN   9.41589        2.03524                 NaN            NaN            NaN            NaN   8.37797       0.593543        46.4029        33.1744                 NaN
  1208.79        2500.00                 NaN            NaN            NaN   9.41566        2.03519                 NaN            NaN            NaN            NaN   8.37796       0.593533        46.4025        33.1752                 NaN
  1207.57        2500.00                 NaN            NaN            NaN   9.41543        2.03513                 NaN            NaN            NaN            NaN   8.37794       0.593523        46.4020        33.1760                 NaN
  1206.35        2500.00                 NaN            NaN            NaN   9.41519        2.03509                 NaN            NaN            NaN            NaN   8.37793       0.593512        46.4015        33.1768                 NaN
  1205.13        2500.00                 NaN            NaN            NaN   9.41496        2.03504                 NaN            NaN            NaN            NaN   8.37792       0.593501        46.4010        33.1775                 NaN
  1203.91        2500.00                 NaN            NaN            NaN   9.41473        2.03499                 NaN            NaN            NaN            NaN   8.37790       0.593491        46.4006        33.1783                 NaN
  1202.69        2500.00                 NaN            NaN            NaN   9.41450        2.03494                 NaN            NaN            NaN            NaN   8.37789       0.593481        46.4001        33.1791                 NaN
  1201.47        2500.00                 NaN            NaN            NaN   9.41427        2.03489                 NaN            NaN            NaN            NaN   8.37787       0.593470        46.3996        33.1799                 NaN
  1200.24        2500.00                 NaN            NaN            NaN   9.41404        2.03485                 NaN            NaN            NaN            NaN   8.37786       0.593460        46.3991        33.1807                 NaN
  1199.02        2500.00                 NaN            NaN            NaN   9.41381        2.03480                 NaN            NaN            NaN            NaN   8.37784       0.593449        46.3987        33.1814                 NaN
  1197.80        2500.00                 NaN            NaN            NaN   9.41358        2.03475                 NaN            NaN            NaN            NaN   8.37783       0.593439        46.3982        33.1822                 NaN
  1196.58        2500.00                 NaN            NaN            NaN   9.41334        2.03470                 NaN            NaN            NaN            NaN   8.37782       0.593429        46.3977        33.1830                 NaN
  1195.36        2500.00                 NaN            NaN            NaN   9.41311        2.03465                 NaN            NaN            NaN            NaN   8.37780       0.593418        46.3973        33.1838                 NaN
  1194.14        2500.00                 NaN            NaN            NaN   9.41288        2.03460                 NaN            NaN            NaN            NaN   8.37779       0.593408        46.3968        33.1845                 NaN
  1192.92        2500.00                 NaN            NaN            NaN   9.41265        2.03455                 NaN            NaN            NaN            NaN   8.37777       0.593397        46.3963        33.1853                 NaN
  1191.70        2500.00                 NaN            NaN            NaN   9.41242        2.03450                 NaN            NaN            NaN            NaN   8.37776       0.593387        46.3958        33.1861                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   9.41219        2.03446                 NaN            NaN            NaN            NaN   8.37775       0.593377        46.3954        33.1869                 NaN
  1189.26        2500.00                 NaN            NaN            NaN   9.41196        2.03441                 NaN            NaN            NaN            NaN   8.37773       0.593366        46.3949        33.1876                 NaN
  1188.03        2500.00                 NaN            NaN            NaN   9.41173        2.03436                 NaN            NaN            NaN            NaN   8.37772       0.593356        46.3944        33.1884                 NaN
  1186.81        2500.00                 NaN            NaN            NaN   9.41150        2.03431                 NaN            NaN            NaN            NaN   8.37770       0.593346        46.3939        33.1892                 NaN
  1185.59        2500.00                 NaN            NaN            NaN   9.41127        2.03425                 NaN            NaN            NaN            NaN   8.37769       0.593335        46.3935        33.1900                 NaN
  1184.37        2500.00                 NaN            NaN            NaN   9.41104        2.03421                 NaN            NaN            NaN            NaN   8.37768       0.593325        46.3930        33.1907                 NaN
  1183.15        2500.00                 NaN            NaN            NaN   9.41081        2.03416                 NaN            NaN            NaN            NaN   8.37766       0.593315        46.3925        33.1915                 NaN
  1181.93        2500.00                 NaN            NaN            NaN   9.41058        2.03411                 NaN            NaN            NaN            NaN   8.37765       0.593304        46.3921        33.1923                 NaN
  1180.71        2500.00                 NaN            NaN            NaN   9.41035        2.03406                 NaN            NaN            NaN            NaN   8.37764       0.593294        46.3916        33.1931                 NaN
  1179.49        2500.00                 NaN            NaN            NaN   9.41012        2.03401                 NaN            NaN            NaN            NaN   8.37762       0.593284        46.3911        33.1938                 NaN
  1178.27        2500.00                 NaN            NaN            NaN   9.40988        2.03397                 NaN            NaN            NaN            NaN   8.37761       0.593273        46.3906        33.1946                 NaN
  1177.05        2500.00                 NaN            NaN            NaN   9.40965        2.03392                 NaN            NaN            NaN            NaN   8.37760       0.593263        46.3902        33.1954                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   9.40942        2.03387                 NaN            NaN            NaN            NaN   8.37758       0.593253        46.3897        33.1962                 NaN
  1174.60        2500.00                 NaN            NaN            NaN   5.99489        5.49224                 NaN            NaN            NaN            NaN   8.51193       0.579803        46.2308        33.1904                 NaN
  1173.38        2500.00                 NaN            NaN            NaN   5.99475        5.49211                 NaN            NaN            NaN            NaN   8.51191       0.579793        46.2303        33.1912                 NaN
  1172.16        2500.00                 NaN            NaN            NaN   5.99461        5.49197                 NaN            NaN            NaN            NaN   8.51190       0.579783        46.2298        33.1919                 NaN
  1170.94        2500.00                 NaN            NaN            NaN   5.99446        5.49184                 NaN            NaN            NaN            NaN   8.51189       0.579773        46.2293        33.1927                 NaN
  1169.72        2500.00                 NaN            NaN            NaN   5.99432        5.49171                 NaN            NaN            NaN            NaN   8.51187       0.579762        46.2289        33.1935                 NaN
  1168.50        2500.00                 NaN            NaN            NaN   5.99418        5.49157                 NaN            NaN            NaN            NaN   8.51186       0.579752        46.2284        33.1942                 NaN
  1167.28        2500.00                 NaN            NaN            NaN   5.99404        5.49144                 NaN            NaN            NaN            NaN   8.51185       0.579742        46.2279        33.1950                 NaN
  1166.06        2500.00                 NaN            NaN            NaN   5.99389        5.49131                 NaN            NaN            NaN            NaN   8.51183       0.579732        46.2275        33.1958                 NaN
  1164.84        2500.00                 NaN            NaN            NaN   5.99375        5.49117                 NaN            NaN            NaN            NaN   8.51182       0.579722        46.2270        33.1966                 NaN
  1163.61        2500.00                 NaN            NaN            NaN   5.99360        5.49105                 NaN            NaN            NaN            NaN   8.51181       0.579712        46.2265        33.1973                 NaN
  1162.39        2500.00                 NaN            NaN            NaN   5.99346        5.49091                 NaN            NaN            NaN            NaN   8.51179       0.579702        46.2260        33.1981                 NaN
  1161.17        2500.00                 NaN            NaN            NaN   5.99332        5.49077                 NaN            NaN            NaN            NaN   8.51178       0.579692        46.2256        33.1989                 NaN
  1159.95        2500.00                 NaN            NaN            NaN   5.99318        5.49064                 NaN            NaN            NaN            NaN   8.51177       0.579682        46.2251        33.1996                 NaN
  1158.73        2500.00                 NaN            NaN            NaN   5.89534        5.60442                 NaN            NaN            NaN            NaN   8.54123       0.574857        46.1818        33.2024                 NaN
  1157.51        2500.00                 NaN            NaN            NaN   5.89521        5.60429                 NaN            NaN            NaN            NaN   8.54122       0.574847        46.1813        33.2031                 NaN
  1156.29        2500.00                 NaN            NaN            NaN   5.89506        5.60416                 NaN            NaN            NaN            NaN   8.54121       0.574837        46.1808        33.2039                 NaN
  1155.07        2500.00                 NaN            NaN            NaN   5.89492        5.60402                 NaN            NaN            NaN            NaN   8.54119       0.574827        46.1804        33.2047                 NaN
  1153.85        2500.00                 NaN            NaN            NaN   5.89477        5.60390                 NaN            NaN            NaN            NaN   8.54118       0.574817        46.1799        33.2054                 NaN
  1152.63        2500.00                 NaN            NaN            NaN   5.89464        5.60375                 NaN            NaN            NaN            NaN   8.54117       0.574807        46.1794        33.2062                 NaN
  1151.40        2500.00                 NaN            NaN            NaN   5.89450        5.60361                 NaN            NaN            NaN            NaN   8.54115       0.574797        46.1790        33.2070                 NaN
  1150.18        2500.00                 NaN            NaN            NaN   5.89435        5.60349                 NaN            NaN            NaN            NaN   8.54114       0.574787        46.1785        33.2078                 NaN
  1148.96        2500.00                 NaN            NaN            NaN   5.89422        5.60334                 NaN            NaN            NaN            NaN   8.54113       0.574778        46.1780        33.2085                 NaN
  1147.74        2500.00                 NaN            NaN            NaN   5.89408        5.60321                 NaN            NaN            NaN            NaN   8.54111       0.574768        46.1775        33.2093                 NaN
  1146.52        2500.00                 NaN            NaN            NaN   5.89392        5.60309                 NaN            NaN            NaN            NaN   8.54110       0.574758        46.1771        33.2101                 NaN
  1145.30        2500.00                 NaN            NaN            NaN   5.89380        5.60294                 NaN            NaN            NaN            NaN   8.54109       0.574748        46.1766        33.2108                 NaN
  1144.08        2500.00                 NaN            NaN            NaN   5.89366        5.60280                 NaN            NaN            NaN            NaN   8.54108       0.574738        46.1761        33.2116                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   2.27729        7.72933        1.49021                 NaN            NaN            NaN   8.54833       0.575119        46.1652        33.2145                 NaN
  1141.64        2500.00                 NaN            NaN            NaN   5.89338        5.60253                 NaN            NaN            NaN            NaN   8.54105       0.574718        46.1752        33.2131                 NaN
  1140.42        2500.00                 NaN            NaN            NaN   5.89324        5.60240                 NaN            NaN            NaN            NaN   8.54104       0.574708        46.1747        33.2139                 NaN
  1139.19        2500.00                 NaN            NaN            NaN   5.88955        5.60587                 NaN            NaN            NaN            NaN   8.54107       0.574687        46.1741        33.2147                 NaN
  1137.97        2500.00                 NaN            NaN            NaN   5.89296        5.60213                 NaN            NaN            NaN            NaN   8.54101       0.574689        46.1738        33.2154                 NaN
  1136.75        2500.00                 NaN            NaN            NaN   5.89282        5.60199                 NaN            NaN            NaN            NaN   8.54100       0.574679        46.1733        33.2162                 NaN
  1135.53        2500.00                 NaN            NaN            NaN   5.89268        5.60186                 NaN            NaN            NaN            NaN   8.54099       0.574669        46.1728        33.2170                 NaN
  1134.31        2500.00                 NaN            NaN            NaN   2.27682        7.72808        1.49000                 NaN            NaN            NaN   8.54824       0.575050        46.1620        33.2198                 NaN
  1133.09        2500.00                 NaN            NaN            NaN   5.60772        5.89691                 NaN            NaN            NaN            NaN   8.56195       0.570738        46.1437        33.2190                 NaN
  1131.87        2500.00                 NaN            NaN            NaN   2.27668        7.76486        1.47794                 NaN            NaN            NaN   8.58778       0.567851        46.1000        33.2249                 NaN
  1130.65        2500.00                 NaN            NaN            NaN   5.60746        5.89662                 NaN            NaN            NaN            NaN   8.56193       0.570718        46.1428        33.2205                 NaN
  1129.43        2500.00                 NaN            NaN            NaN   5.87079        5.64063                 NaN            NaN            NaN            NaN   8.56971       0.569407        46.1261        33.2234                 NaN
  1128.21        2500.00                 NaN            NaN            NaN   5.87067        5.64047                 NaN            NaN            NaN            NaN   8.56970       0.569397        46.1256        33.2241                 NaN
  1126.98        2500.00                 NaN            NaN            NaN   5.87053        5.64034       0.135231E-005            NaN            NaN            NaN   8.56968       0.569387        46.1252        33.2249                 NaN
  1125.76        2500.00                 NaN            NaN            NaN   5.87040        5.64020                 NaN            NaN            NaN            NaN   8.56967       0.569378        46.1247        33.2257                 NaN
  1124.54        2500.00                 NaN            NaN            NaN   2.27605        8.33986                 NaN            NaN            NaN            NaN   8.49892       0.585311        46.4203        33.1595       0.720104     
  1123.32        2500.00                 NaN            NaN            NaN   11.6019                 NaN            NaN            NaN            NaN            NaN   8.65095       0.548000        45.9513        33.2478                 NaN
  1122.10        2500.00                 NaN            NaN            NaN   11.6048                 NaN            NaN            NaN            NaN            NaN   8.65223       0.547335        45.9461        33.2495                 NaN
  1120.88        2500.00                 NaN            NaN            NaN  0.859062E-006   11.5935                 NaN            NaN            NaN            NaN   8.62294       0.551110        45.9831        33.2494                 NaN
  1119.66        2500.00                 NaN            NaN            NaN   4.92727        6.66734                 NaN            NaN            NaN            NaN   8.63901       0.549574        45.9719        33.2449                 NaN
  1118.44        2500.00                 NaN            NaN            NaN   11.6138                 NaN            NaN            NaN            NaN            NaN   8.65490       0.545013        45.9331        33.2533                 NaN
  1117.22        2500.00                 NaN            NaN            NaN   4.37764        7.18924                 NaN            NaN            NaN            NaN   8.63813       0.554358        46.0021        33.2385                 NaN
  1116.00        2500.00                 NaN            NaN            NaN   4.37196        7.19725                 NaN            NaN            NaN            NaN   8.64032       0.553803        45.9967        33.2400                 NaN
  1114.77        2500.00                 NaN            NaN            NaN  0.208798E-005  0.481865        11.1094                 NaN            NaN            NaN   8.66126       0.549318        45.9490        33.2492                 NaN
  1113.55        2500.00                 NaN            NaN            NaN  0.173349E-005   11.6014                 NaN            NaN            NaN            NaN   8.66383       0.547838        45.9335        33.2534                 NaN
  1112.33        2500.00                 NaN            NaN            NaN   3.33997        8.23805                 NaN            NaN            NaN            NaN   8.63674       0.554480        45.9813        33.2495                 NaN
  1111.11        2500.00                 NaN            NaN            NaN   5.03158        6.53613                 NaN            NaN            NaN            NaN   8.64181       0.553303        45.9948        33.2424                 NaN
  1109.89        2500.00                 NaN            NaN            NaN   5.04274        6.52747                 NaN            NaN            NaN            NaN   8.64588       0.552489        45.9881        33.2433                 NaN
  1108.67        2500.00                 NaN            NaN            NaN  0.166804E-005  0.938622        10.6708                 NaN            NaN            NaN   8.67401       0.545862        45.9126        33.2581                 NaN
  1107.45        2500.00                 NaN            NaN            NaN  0.172419E-005   1.07165        10.5399                 NaN            NaN            NaN   8.67620       0.545381        45.9075        33.2594                 NaN
  1106.23        2500.00                 NaN            NaN            NaN   10.4381        1.17524                 NaN            NaN            NaN            NaN   8.68045       0.544583        45.9015        33.2601                 NaN
  1105.01        2500.00                 NaN            NaN            NaN   3.51734        8.07249                 NaN            NaN            NaN            NaN   8.66221       0.550026        45.9431        33.2548                 NaN
  1103.79        2500.00                 NaN            NaN            NaN  0.155422        9.02386        2.33903                 NaN            NaN            NaN   8.59903       0.566524        46.0718        33.2444                 NaN
  1102.56        2500.00                 NaN            NaN            NaN   5.60391        5.89386                 NaN            NaN            NaN            NaN   8.56164       0.570498        46.1320        33.2381                 NaN
  1101.34        2500.00                 NaN            NaN            NaN   3.79983        7.79043                 NaN            NaN            NaN            NaN   8.66103       0.549331        45.9430        33.2564                 NaN
  1100.12        2500.00                 NaN            NaN            NaN   3.85550        7.73406                 NaN            NaN            NaN            NaN   8.66176       0.548736        45.9446        33.2554                 NaN
  1098.90        2500.00                 NaN            NaN            NaN   3.83571        7.75749                 NaN            NaN            NaN            NaN   8.66678       0.547042        45.9370        33.2560                 NaN
  1097.68        2500.00                 NaN            NaN            NaN   4.52603        7.06665                 NaN            NaN            NaN            NaN   8.67018       0.546606        45.9346        33.2559                 NaN
  1096.46        2500.00                 NaN            NaN            NaN   3.92149        7.71522                 NaN            NaN            NaN            NaN   8.72398       0.533875        45.8403        33.2651                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   1.81785        9.82688                 NaN            NaN            NaN            NaN   8.72661       0.533225        45.8240        33.2715                 NaN
  1094.02        2500.00                 NaN            NaN            NaN   3.93524        7.70616                 NaN            NaN            NaN            NaN   8.72850       0.532553        45.8299        33.2677                 NaN
  1092.80        2500.00                 NaN            NaN            NaN   3.93479        7.70885                 NaN            NaN            NaN            NaN   8.73043       0.531961        45.8250        33.2690                 NaN
  1091.58        2500.00                 NaN            NaN            NaN   3.93462        7.71109                 NaN            NaN            NaN            NaN   8.73239       0.531380        45.8202        33.2703                 NaN
  1090.35        2500.00                 NaN            NaN            NaN   2.27487        1.80302        7.46210                 NaN            NaN            NaN   8.64384       0.556595        46.0071        33.2525                 NaN
  1089.13        2500.00                 NaN            NaN            NaN   3.94612        7.70326                 NaN            NaN            NaN            NaN   8.73398       0.530753        45.8132        33.2727                 NaN
  1087.91        2500.00                 NaN            NaN            NaN   4.70835        6.94385                 NaN            NaN            NaN            NaN   8.73568       0.530827        45.8073        33.2740                 NaN
  1086.69        2500.00                 NaN            NaN            NaN   4.32767        7.30615                 NaN            NaN            NaN            NaN   8.72742       0.533649        45.8356        33.2695                 NaN
  1085.47        2500.00                 NaN            NaN            NaN  0.139504        8.96863        2.46972                 NaN            NaN            NaN   8.68565       0.548863        45.9215        33.2661                 NaN
  1084.25        2500.00                 NaN            NaN            NaN   2.27459        1.74205        7.52754                 NaN            NaN            NaN   8.64843       0.555488        45.9942        33.2577                 NaN
  1083.03        2500.00                 NaN            NaN            NaN   2.27454        1.74201        7.52736                 NaN            NaN            NaN   8.64842       0.555479        45.9937        33.2585                 NaN
  1081.81        2500.00                 NaN            NaN            NaN   2.27444        1.74199        7.52721                 NaN            NaN            NaN   8.64841       0.555469        45.9933        33.2592                 NaN
  1080.59        2500.00                 NaN            NaN            NaN   2.27447        7.13842        2.21416                 NaN            NaN            NaN   8.71140       0.537377        45.8463        33.2779                 NaN
  1079.37        2500.00                 NaN            NaN            NaN   4.67871        6.96980                 NaN            NaN            NaN            NaN   8.73853       0.531303        45.8026        33.2790                 NaN
  1078.14        2500.00                 NaN            NaN            NaN   4.66992        6.99331                 NaN            NaN            NaN            NaN   8.74690       0.527919        45.7779        33.2840                 NaN
  1076.92        2500.00                 NaN            NaN            NaN   3.55699        8.10714       0.605215E-004            NaN            NaN            NaN   8.75197       0.528443        45.7674        33.2880                 NaN
  1075.70        2500.00                 NaN            NaN            NaN   4.52442        7.12817                 NaN            NaN            NaN            NaN   8.74392       0.529506        45.7916        33.2824                 NaN
  1074.48        2500.00                 NaN            NaN            NaN  0.138842        8.08284        3.45410                 NaN            NaN            NaN   8.76283       0.525362        45.7442        33.2918                 NaN
  1073.26        2500.00                 NaN            NaN            NaN  0.138999        8.08258        3.45394                 NaN            NaN            NaN   8.76282       0.525353        45.7437        33.2926                 NaN
  1072.04        2500.00                 NaN            NaN            NaN  0.138755        8.08246        3.45403                 NaN            NaN            NaN   8.76281       0.525344        45.7433        33.2933                 NaN
  1070.82        2500.00                 NaN            NaN            NaN  0.138597        8.08230        3.45409                 NaN            NaN            NaN   8.76280       0.525334        45.7428        33.2941                 NaN
  1069.60        2500.00                 NaN            NaN            NaN  0.138581        8.08211        3.45402                 NaN            NaN            NaN   8.76279       0.525326        45.7423        33.2948                 NaN
  1068.38        2500.00                 NaN            NaN            NaN  0.138579        8.08192        3.45394                 NaN            NaN            NaN   8.76278       0.525317        45.7419        33.2956                 NaN
  1067.16        2500.00                 NaN            NaN            NaN  0.138574        8.08172        3.45386       0.157914E-004            NaN            NaN   8.76277       0.525308        45.7414        33.2963                 NaN
  1065.93        2500.00                 NaN            NaN            NaN  0.138579        8.02124        3.53094                 NaN            NaN            NaN   8.78273       0.520837        45.7056        33.3001                 NaN
  1064.71        2500.00                 NaN            NaN            NaN  0.138570        8.02106        3.53087                 NaN            NaN            NaN   8.78272       0.520828        45.7051        33.3008                 NaN
  1063.49        2500.00                 NaN            NaN            NaN   4.75188        6.94242                 NaN            NaN            NaN            NaN   8.78195       0.519410        45.7028        33.3015                 NaN
  1062.27        2500.00                 NaN            NaN            NaN   4.68372        7.05290                 NaN            NaN            NaN            NaN   8.81394       0.509543        45.6277        33.3122                 NaN
  1061.05        2500.00                 NaN            NaN            NaN   8.06822        3.62446       0.844899E-005            NaN            NaN            NaN   8.78551       0.520098        45.6980        33.3037                 NaN
  1059.83        2500.00                 NaN            NaN            NaN   3.56496        8.14953                 NaN            NaN            NaN            NaN   8.80026       0.514112        45.6632        33.3080                 NaN
  1058.61        2500.00                 NaN            NaN            NaN   3.20407        8.51684                 NaN            NaN            NaN            NaN   8.80615       0.512433        45.6504        33.3101                 NaN
  1057.39        2500.00                 NaN            NaN            NaN   2.89226        8.83571                 NaN            NaN            NaN            NaN   8.81255       0.510614        45.6366        33.3123                 NaN
  1056.17        2500.00                 NaN            NaN            NaN   2.49427        9.23963                 NaN            NaN            NaN            NaN   8.81814       0.509046        45.6246        33.3143                 NaN
  1054.95        2500.00                 NaN            NaN            NaN   2.13945        9.60112                 NaN            NaN            NaN            NaN   8.82433       0.507312        45.6114        33.3164                 NaN
  1053.72        2500.00                 NaN            NaN            NaN   1.75847        9.99275                 NaN            NaN            NaN            NaN   8.83494       0.504553        45.5900        33.3193                 NaN
  1052.50        2500.00                 NaN            NaN            NaN   7.98033        3.72747       0.195719E-003            NaN            NaN            NaN   8.80497       0.515559        45.6594        33.3121                 NaN
  1051.28        2500.00                 NaN            NaN            NaN   11.7715                 NaN            NaN            NaN            NaN            NaN   8.85153       0.499645        45.5519        33.3255                 NaN
  1050.06        2500.00                 NaN            NaN            NaN   7.94233        3.70772       0.577356E-001            NaN            NaN            NaN   8.80519       0.515459        45.6579        33.3137                 NaN
  1048.84        2500.00                 NaN            NaN            NaN   6.81412        3.14719        1.75652                 NaN            NaN            NaN   8.81311       0.512835        45.6398        33.3164                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   11.7784                 NaN            NaN            NaN            NaN            NaN   8.86124       0.497453        45.5340        33.3289                 NaN
  1046.40        2500.00                 NaN            NaN            NaN  0.897158E-001   11.6974                 NaN            NaN            NaN            NaN   8.86848       0.495172        45.5177        33.3315                 NaN
  1045.18        2500.00                 NaN            NaN            NaN   7.78749        3.90769                 NaN            NaN            NaN            NaN   8.79685       0.518577        45.6751        33.3143                 NaN
  1043.96        2500.00                 NaN            NaN            NaN   11.3208       0.469911                 NaN            NaN            NaN            NaN   8.87194       0.494349        45.5090        33.3340                 NaN
  1042.74        2500.00                 NaN            NaN            NaN   11.1887       0.603969                 NaN            NaN            NaN            NaN   8.87402       0.493858        45.5042        33.3352                 NaN
  1041.51        2500.00                 NaN            NaN            NaN   10.9802       0.813400                 NaN            NaN            NaN            NaN   8.87522       0.493623        45.5012        33.3363                 NaN
  1040.29        2500.00                 NaN            NaN            NaN   10.9591       0.837473                 NaN            NaN            NaN            NaN   8.87821       0.492869        45.4946        33.3378                 NaN
