|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q              hed           
  1269.84        2500.00        94.9123       0.221452E-005            NaN   1.24885                 NaN            NaN            NaN  0.399336                 NaN  0.649901       0.136695        2.65288                 NaN            NaN
  1268.62        2500.00        98.5343                 NaN            NaN  0.132805                 NaN            NaN            NaN            NaN            NaN  0.304486       0.190147E-001   1.00937                 NaN            NaN
  1267.40        2500.00        94.5603                 NaN            NaN   1.37460                 NaN            NaN            NaN            NaN            NaN  0.716206       0.120426        3.22849                 NaN            NaN
  1266.18        2500.00        98.3403                 NaN            NaN  0.967032                 NaN            NaN            NaN            NaN            NaN  0.214389       0.847474E-001  0.393508                 NaN            NaN
  1264.96        2500.00        93.4180                 NaN            NaN   1.84644                 NaN            NaN            NaN  0.852646                 NaN  0.631277       0.112413        3.13920                 NaN            NaN
  1263.74        2500.00        95.0699       0.606618                 NaN            NaN            NaN            NaN            NaN   1.04723                 NaN  0.534917       0.166002        2.57529                 NaN            NaN
  1262.52        2500.00        94.4314                 NaN            NaN   2.47850                 NaN            NaN            NaN            NaN            NaN  0.898940       0.494067E-001   2.14175                 NaN            NaN
  1261.29        2500.00        96.1899                 NaN            NaN   1.33572                 NaN            NaN            NaN            NaN            NaN  0.475669       0.991416E-001   1.89956                 NaN            NaN
  1260.07        2500.00        95.4917                 NaN            NaN  0.133970        1.45794                 NaN            NaN            NaN            NaN  0.578826       0.104406        2.23316                 NaN            NaN
  1258.85        2500.00        87.0178                 NaN            NaN   4.44201                 NaN            NaN            NaN            NaN            NaN   1.74738       0.289412        6.50335                 NaN            NaN
  1257.63        2500.00        99.6399                 NaN            NaN  0.742358E-002            NaN            NaN            NaN            NaN            NaN            NaN  0.741124E-001  0.278550                 NaN            NaN
  1256.41        2500.00        99.5569                 NaN            NaN  0.213354                 NaN            NaN            NaN            NaN            NaN  0.730611E-001            NaN  0.156717                 NaN            NaN
  1255.19        2500.00        98.3276                 NaN            NaN  0.769719                 NaN            NaN            NaN            NaN            NaN  0.219702                 NaN  0.682966                 NaN            NaN
  1253.97        2500.00        94.6228                 NaN            NaN   1.85629                 NaN            NaN            NaN            NaN            NaN  0.691092       0.984657E-001   2.73139                 NaN            NaN
  1252.75        2500.00        94.4738                 NaN            NaN   1.85216                 NaN            NaN            NaN            NaN            NaN  0.744623       0.108355        2.82104                 NaN            NaN
  1251.53        2500.00        99.9109                 NaN            NaN  0.631429E-001            NaN            NaN            NaN            NaN            NaN  0.225886E-002  0.237478E-001            NaN            NaN            NaN
  1250.31        2500.00        95.5085                 NaN            NaN   1.62956                 NaN            NaN            NaN            NaN            NaN  0.620702       0.777538E-001   2.16353                 NaN            NaN
  1249.08        2500.00        96.5209                 NaN            NaN   1.13416                 NaN            NaN            NaN            NaN            NaN  0.402694       0.926651E-001   1.84959                 NaN            NaN
  1247.86        2500.00        98.0786                 NaN            NaN  0.649973                 NaN            NaN            NaN            NaN            NaN  0.240038       0.352586E-001  0.996105                 NaN            NaN
  1246.64        2500.00        98.2594                 NaN            NaN  0.631485                 NaN            NaN            NaN            NaN            NaN  0.229460       0.294137E-001  0.850240                 NaN            NaN
  1245.42        2500.00        96.7193                 NaN            NaN   1.08886                 NaN            NaN            NaN            NaN            NaN  0.438068       0.621191E-001   1.69166                 NaN            NaN
  1244.20        2500.00        97.6021                 NaN            NaN  0.803626                 NaN            NaN            NaN            NaN            NaN  0.309840       0.501157E-001   1.23433                 NaN            NaN
  1242.98        2500.00        97.6912                 NaN            NaN  0.893956                 NaN            NaN            NaN            NaN            NaN  0.352475       0.555814E-001   1.00677                 NaN            NaN
  1241.76        2500.00        90.6731                 NaN            NaN   2.31895                 NaN            NaN            NaN            NaN            NaN   1.17272       0.245474        5.58976                 NaN            NaN
  1240.54        2500.00        99.9349                 NaN            NaN  0.296817E-001            NaN            NaN            NaN  0.188818E-005            NaN  0.791834E-002            NaN  0.275053E-001            NaN            NaN
  1239.32        2500.00        99.8714                 NaN            NaN  0.344206E-001            NaN            NaN            NaN            NaN            NaN  0.177002E-001  0.373052E-002  0.727432E-001            NaN            NaN
  1238.10        2500.00        99.9919                 NaN            NaN  0.750362E-002            NaN            NaN            NaN            NaN            NaN  0.512946E-003  0.661867E-004            NaN            NaN            NaN
  1236.87        2500.00        99.9440                 NaN            NaN  0.129339E-001            NaN            NaN            NaN            NaN            NaN  0.657057E-002  0.134666E-002  0.351197E-001            NaN            NaN
  1235.65        2500.00        99.9476                 NaN            NaN  0.727414E-002            NaN            NaN            NaN            NaN            NaN  0.972655E-002  0.269210E-002  0.327443E-001            NaN            NaN
  1234.43        2500.00        94.1109                 NaN            NaN   2.14574       0.188153                 NaN            NaN            NaN            NaN  0.628821       0.945136E-001   2.83183                 NaN            NaN
  1233.21        2500.00        98.1394                 NaN            NaN  0.460409E-001  0.806802                 NaN            NaN            NaN            NaN  0.349915                 NaN  0.657806                 NaN            NaN
  1231.99        2500.00        98.5119                 NaN            NaN  0.224420       0.351291                 NaN            NaN            NaN            NaN  0.214560       0.381530E-001  0.659694                 NaN            NaN
  1230.77        2500.00        95.8443                 NaN            NaN  0.889298                 NaN            NaN            NaN            NaN            NaN  0.397715       0.563297E-001   2.15627       0.656101                 NaN
  1229.55        2500.00                 NaN            NaN            NaN   13.0389        2.40131                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1228.33        2500.00                 NaN            NaN            NaN   13.0389        2.40131                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1227.11        2500.00                 NaN            NaN            NaN   13.0389        2.40132                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1225.89        2500.00                 NaN            NaN            NaN   13.0388        2.40132                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1224.66        2500.00                 NaN            NaN            NaN   13.0388        2.40132                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1223.44        2500.00                 NaN            NaN            NaN   13.0388        2.40132                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1222.22        2500.00                 NaN            NaN            NaN   13.0388        2.40133                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1221.00        2500.00                 NaN            NaN            NaN   13.0388        2.40133                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1219.78        2500.00                 NaN            NaN            NaN   13.0388        2.40133                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1218.56        2500.00                 NaN            NaN            NaN   13.0388        2.40133                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1217.34        2500.00                 NaN            NaN            NaN   13.0388        2.40136                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1216.12        2500.00                 NaN            NaN            NaN   13.0385        2.40163                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1214.90        2500.00                 NaN            NaN            NaN   13.0385        2.40164                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1213.68        2500.00                 NaN            NaN            NaN   13.0385        2.40165                 NaN            NaN            NaN            NaN   8.51069        1.03658        43.4972        31.5153                 NaN
  1212.45        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1211.23        2500.00                 NaN            NaN            NaN   12.7268        2.71947                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1210.01        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1208.79        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1207.57        2500.00                 NaN            NaN            NaN   12.7266        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1206.35        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1205.13        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1203.91        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1202.69        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1201.47        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1200.24        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1199.02        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1197.80        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1196.58        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1195.36        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1194.14        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1192.92        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1191.70        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1189.26        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1188.03        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1186.81        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1185.59        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1184.37        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1183.15        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1181.93        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1180.71        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1179.49        2500.00                 NaN            NaN            NaN   12.7267        2.71957                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1178.27        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1177.05        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1175.82        2500.00                 NaN            NaN            NaN   12.7266        2.71958                 NaN            NaN            NaN            NaN   8.51976        1.03435        43.4833        31.5163                 NaN
  1174.60        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1173.38        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1172.16        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1170.94        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1169.72        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1168.50        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1167.28        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1166.06        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1164.84        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1163.61        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1162.39        2500.00                 NaN            NaN            NaN   8.01749        7.45546                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1161.17        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1159.95        2500.00                 NaN            NaN            NaN   8.01749        7.45545                 NaN            NaN            NaN            NaN   8.65779        1.01107        43.3430        31.5151                 NaN
  1158.73        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1157.51        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1156.29        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1155.07        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1153.85        2500.00                 NaN            NaN            NaN   7.88681        7.60248                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1152.63        2500.00                 NaN            NaN            NaN   7.88682        7.60247                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1151.40        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1150.18        2500.00                 NaN            NaN            NaN   7.88681        7.60248                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1148.96        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1147.74        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1146.52        2500.00                 NaN            NaN            NaN   7.88681        7.60248                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1145.30        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1144.08        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   3.04760        10.4885        1.95018                 NaN            NaN            NaN   8.69545        1.00339        43.2948        31.5201                 NaN
  1141.64        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1140.42        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1139.19        2500.00                 NaN            NaN            NaN   7.88207        7.60728                 NaN            NaN            NaN            NaN   8.68785        1.00266        43.3030        31.5171                 NaN
  1137.97        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1136.75        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1135.53        2500.00                 NaN            NaN            NaN   7.88683        7.60246                 NaN            NaN            NaN            NaN   8.68780        1.00268        43.3031        31.5171                 NaN
  1134.31        2500.00                 NaN            NaN            NaN   3.04749        10.4886        1.95023                 NaN            NaN            NaN   8.69545        1.00339        43.2948        31.5201                 NaN
  1133.09        2500.00                 NaN            NaN            NaN   7.50302        7.99659                 NaN            NaN            NaN            NaN   8.70926       0.995866        43.2773        31.5179                 NaN
  1131.87        2500.00                 NaN            NaN            NaN   3.04744        10.5301        1.93453                 NaN            NaN            NaN   8.73573       0.990866        43.2378        31.5235                 NaN
  1130.65        2500.00                 NaN            NaN            NaN   7.50303        7.99658                 NaN            NaN            NaN            NaN   8.70926       0.995866        43.2773        31.5179                 NaN
  1129.43        2500.00                 NaN            NaN            NaN   7.85848        7.64953                 NaN            NaN            NaN            NaN   8.71710       0.993585        43.2617        31.5196                 NaN
  1128.21        2500.00                 NaN            NaN            NaN   7.85851        7.64950                 NaN            NaN            NaN            NaN   8.71710       0.993585        43.2617        31.5196                 NaN
  1126.98        2500.00                 NaN            NaN            NaN   7.85851        7.64950       0.181957E-005            NaN            NaN            NaN   8.71710       0.993585        43.2617        31.5196                 NaN
  1125.76        2500.00                 NaN            NaN            NaN   7.85851        7.64950                 NaN            NaN            NaN            NaN   8.71710       0.993585        43.2617        31.5196                 NaN
  1124.54        2500.00                 NaN            NaN            NaN   3.04757        11.3135                 NaN            NaN            NaN            NaN   8.64690        1.02161        43.5483        31.4625       0.959643     
  1123.32        2500.00                 NaN            NaN            NaN   15.6113                 NaN            NaN            NaN            NaN            NaN   8.79913       0.956240        43.0966        31.5368                 NaN
  1122.10        2500.00                 NaN            NaN            NaN   15.6149                 NaN            NaN            NaN            NaN            NaN   8.80042       0.955092        43.0920        31.5376                 NaN
  1120.88        2500.00                 NaN            NaN            NaN  0.114453E-005   15.6045                 NaN            NaN            NaN            NaN   8.77058       0.961689        43.1268        31.5365                 NaN
  1119.66        2500.00                 NaN            NaN            NaN   6.67819        8.92493                 NaN            NaN            NaN            NaN   8.78719       0.959053        43.1182        31.5324                 NaN
  1118.44        2500.00                 NaN            NaN            NaN   15.6248                 NaN            NaN            NaN            NaN            NaN   8.80326       0.951097        43.0817        31.5392                 NaN
  1117.22        2500.00                 NaN            NaN            NaN   5.93800        9.63319                 NaN            NaN            NaN            NaN   8.78660       0.967466        43.1488        31.5260                 NaN
  1116.00        2500.00                 NaN            NaN            NaN   5.93043        9.64363                 NaN            NaN            NaN            NaN   8.78882       0.966511        43.1441        31.5265                 NaN
  1114.77        2500.00                 NaN            NaN            NaN  0.278306E-005  0.653005        14.9464                 NaN            NaN            NaN   8.80988       0.958671        43.0984        31.5337                 NaN
  1113.55        2500.00                 NaN            NaN            NaN  0.230814E-005   15.6111                 NaN            NaN            NaN            NaN   8.81241       0.956095        43.0838        31.5366                 NaN
  1112.33        2500.00                 NaN            NaN            NaN   4.52972        11.0535                 NaN            NaN            NaN            NaN   8.78516       0.967735        43.1307        31.5332                 NaN
  1111.11        2500.00                 NaN            NaN            NaN   6.82586        8.74765                 NaN            NaN            NaN            NaN   8.79044       0.965709        43.1443        31.5260                 NaN
  1109.89        2500.00                 NaN            NaN            NaN   6.84118        8.73500                 NaN            NaN            NaN            NaN   8.79461       0.964307        43.1386        31.5263                 NaN
  1108.67        2500.00                 NaN            NaN            NaN  0.222264E-005   1.27209        14.3482                 NaN            NaN            NaN   8.82281       0.952711        43.0661        31.5381                 NaN
  1107.45        2500.00                 NaN            NaN            NaN  0.229518E-005   1.45240        14.1703                 NaN            NaN            NaN   8.82505       0.951888        43.0618        31.5386                 NaN
  1106.23        2500.00                 NaN            NaN            NaN   14.0317        1.59282                 NaN            NaN            NaN            NaN   8.82943       0.950516        43.0568        31.5387                 NaN
  1105.01        2500.00                 NaN            NaN            NaN   4.77177        10.8279                 NaN            NaN            NaN            NaN   8.81092       0.960034        43.0963        31.5331                 NaN
  1103.79        2500.00                 NaN            NaN            NaN  0.207485        12.2444        3.06332                 NaN            NaN            NaN   8.74760       0.988954        43.2224        31.5259                 NaN
  1102.56        2500.00                 NaN            NaN            NaN   7.50237        7.99723                 NaN            NaN            NaN            NaN   8.70925       0.995870        43.2774        31.5179                 NaN
  1101.34        2500.00                 NaN            NaN            NaN   5.15551        10.4455                 NaN            NaN            NaN            NaN   8.80980       0.958876        43.0977        31.5326                 NaN
  1100.12        2500.00                 NaN            NaN            NaN   5.23145        10.3677                 NaN            NaN            NaN            NaN   8.81073       0.957872        43.1007        31.5315                 NaN
  1098.90        2500.00                 NaN            NaN            NaN   5.20477        10.3980                 NaN            NaN            NaN            NaN   8.81595       0.954942        43.0946        31.5317                 NaN
  1097.68        2500.00                 NaN            NaN            NaN   6.14166        9.46055                 NaN            NaN            NaN            NaN   8.81946       0.954202        43.0930        31.5311                 NaN
  1096.46        2500.00                 NaN            NaN            NaN   5.31502        10.3358                 NaN            NaN            NaN            NaN   8.87408       0.931980        43.0045        31.5386                 NaN
  1095.24        2500.00                 NaN            NaN            NaN   2.46371        13.1969                 NaN            NaN            NaN            NaN   8.87658       0.930842        42.9886        31.5433                 NaN
  1094.02        2500.00                 NaN            NaN            NaN   5.33390        10.3226                 NaN            NaN            NaN            NaN   8.87869       0.929703        42.9955        31.5396                 NaN
  1092.80        2500.00                 NaN            NaN            NaN   5.33341        10.3258                 NaN            NaN            NaN            NaN   8.88066       0.928683        42.9913        31.5401                 NaN
  1091.58        2500.00                 NaN            NaN            NaN   5.33330        10.3285                 NaN            NaN            NaN            NaN   8.88266       0.927685        42.9873        31.5406                 NaN
  1090.35        2500.00                 NaN            NaN            NaN   3.04751        2.38002        10.1158                 NaN            NaN            NaN   8.79327       0.971795        43.1662        31.5254                 NaN
  1089.13        2500.00                 NaN            NaN            NaN   5.34910        10.3169                 NaN            NaN            NaN            NaN   8.88430       0.926622        42.9817        31.5414                 NaN
  1087.91        2500.00                 NaN            NaN            NaN   6.38253        9.28618                 NaN            NaN            NaN            NaN   8.88603       0.926766        42.9765        31.5420                 NaN
  1086.69        2500.00                 NaN            NaN            NaN   5.86676        9.78158                 NaN            NaN            NaN            NaN   8.87783       0.931729        43.0045        31.5376                 NaN
  1085.47        2500.00                 NaN            NaN            NaN  0.186302        12.1593        3.23561                 NaN            NaN            NaN   8.83596       0.958373        43.0886        31.5358                 NaN
  1084.25        2500.00                 NaN            NaN            NaN   3.04749        2.29589        10.2056                 NaN            NaN            NaN   8.79799       0.969943        43.1563        31.5267                 NaN
  1083.03        2500.00                 NaN            NaN            NaN   3.04750        2.29589        10.2056                 NaN            NaN            NaN   8.79799       0.969943        43.1563        31.5267                 NaN
  1081.81        2500.00                 NaN            NaN            NaN   3.04743        2.29592        10.2057                 NaN            NaN            NaN   8.79799       0.969943        43.1563        31.5267                 NaN
  1080.59        2500.00                 NaN            NaN            NaN   3.04748        9.67856        2.91242                 NaN            NaN            NaN   8.86188       0.938345        43.0183        31.5430                 NaN
  1079.37        2500.00                 NaN            NaN            NaN   6.34339        9.32288                 NaN            NaN            NaN            NaN   8.88903       0.927706        42.9753        31.5417                 NaN
  1078.14        2500.00                 NaN            NaN            NaN   6.33153        9.35217                 NaN            NaN            NaN            NaN   8.89741       0.921800        42.9519        31.5452                 NaN
  1076.92        2500.00                 NaN            NaN            NaN   4.68395        10.9929       0.809390E-004            NaN            NaN            NaN   8.90326       0.922800        42.9463        31.5507                 NaN
  1075.70        2500.00                 NaN            NaN            NaN   6.13465        9.53719                 NaN            NaN            NaN            NaN   8.89454       0.924616        42.9663        31.5427                 NaN
  1074.48        2500.00                 NaN            NaN            NaN  0.185448        10.9604        4.54394                 NaN            NaN            NaN   8.91434       0.917450        42.9255        31.5529                 NaN
  1073.26        2500.00                 NaN            NaN            NaN  0.185663        10.9603        4.54382                 NaN            NaN            NaN   8.91434       0.917450        42.9255        31.5529                 NaN
  1072.04        2500.00                 NaN            NaN            NaN  0.185342        10.9604        4.54405                 NaN            NaN            NaN   8.91434       0.917449        42.9255        31.5529                 NaN
  1070.82        2500.00                 NaN            NaN            NaN  0.185137        10.9605        4.54422                 NaN            NaN            NaN   8.91434       0.917448        42.9255        31.5529                 NaN
  1069.60        2500.00                 NaN            NaN            NaN  0.185120        10.9605        4.54423                 NaN            NaN            NaN   8.91434       0.917448        42.9255        31.5529                 NaN
  1068.38        2500.00                 NaN            NaN            NaN  0.185122        10.9605        4.54423                 NaN            NaN            NaN   8.91434       0.917448        42.9255        31.5529                 NaN
  1067.16        2500.00                 NaN            NaN            NaN  0.185119        10.9605        4.54422       0.211504E-004            NaN            NaN   8.91434       0.917448        42.9255        31.5529                 NaN
  1065.93        2500.00                 NaN            NaN            NaN  0.185130        10.8766        4.64575                 NaN            NaN            NaN   8.93467       0.909656        42.8925        31.5558                 NaN
  1064.71        2500.00                 NaN            NaN            NaN  0.185123        10.8766        4.64575                 NaN            NaN            NaN   8.93467       0.909656        42.8925        31.5558                 NaN
  1063.49        2500.00                 NaN            NaN            NaN   6.44322        9.27627                 NaN            NaN            NaN            NaN   8.93322       0.907126        42.8869        31.5533                 NaN
  1062.27        2500.00                 NaN            NaN            NaN   6.26258        9.50541                 NaN            NaN            NaN            NaN   8.96543       0.889874        42.8152        31.5615                 NaN
  1061.05        2500.00                 NaN            NaN            NaN   10.9413        4.76921       0.113000E-004            NaN            NaN            NaN   8.93755       0.908427        42.8871        31.5564                 NaN
  1059.83        2500.00                 NaN            NaN            NaN   4.83412        10.9089                 NaN            NaN            NaN            NaN   8.95176       0.897906        42.8505        31.5568                 NaN
  1058.61        2500.00                 NaN            NaN            NaN   4.34482        11.4056                 NaN            NaN            NaN            NaN   8.95774       0.894985        42.8388        31.5580                 NaN
  1057.39        2500.00                 NaN            NaN            NaN   3.92124        11.8374                 NaN            NaN            NaN            NaN   8.96422       0.891819        42.8261        31.5593                 NaN
  1056.17        2500.00                 NaN            NaN            NaN   3.38245        12.3830                 NaN            NaN            NaN            NaN   8.96990       0.889093        42.8152        31.5604                 NaN
  1054.95        2500.00                 NaN            NaN            NaN   2.90134        12.8718                 NaN            NaN            NaN            NaN   8.97617       0.886076        42.8031        31.5616                 NaN
  1053.72        2500.00                 NaN            NaN            NaN   2.38446        13.4005                 NaN            NaN            NaN            NaN   8.98695       0.881269        42.7834        31.5635                 NaN
  1052.50        2500.00                 NaN            NaN            NaN   10.8227        4.90553       0.262559E-003            NaN            NaN            NaN   8.95744       0.900605        42.8541        31.5594                 NaN
