|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/KHA22/KHA22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1578.95        500.000        98.6599                 NaN            NaN            NaN            NaN  0.615103E-001            NaN            NaN   1.27864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6933                 NaN            NaN            NaN            NaN  0.581674E-001            NaN            NaN   1.24858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7085                 NaN            NaN            NaN            NaN  0.549843E-001            NaN            NaN   1.23652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7296                 NaN            NaN            NaN            NaN  0.526381E-001            NaN            NaN   1.21779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7495                 NaN            NaN            NaN            NaN  0.496602E-001            NaN            NaN   1.20086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.4758                 NaN            NaN            NaN            NaN  0.601908E-001            NaN            NaN   1.46403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.0837                 NaN            NaN            NaN            NaN  0.367412E-001            NaN            NaN  0.879599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8030                 NaN            NaN            NaN            NaN  0.377709E-001            NaN            NaN   1.15925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8265                 NaN            NaN            NaN            NaN  0.394300E-001            NaN            NaN   1.13403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8419                 NaN            NaN            NaN            NaN  0.359698E-001            NaN            NaN   1.12214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.8589                 NaN            NaN            NaN            NaN  0.327681E-001            NaN            NaN   1.10833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.8766                 NaN            NaN            NaN            NaN  0.319100E-001            NaN            NaN   1.09153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8946                 NaN            NaN            NaN            NaN  0.313379E-001            NaN            NaN   1.07406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9096                 NaN            NaN            NaN            NaN  0.275262E-001            NaN            NaN   1.06289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9232                 NaN            NaN            NaN            NaN  0.293184E-001            NaN            NaN   1.04753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9427                 NaN            NaN            NaN            NaN  0.230866E-001            NaN            NaN   1.03425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9545                 NaN            NaN            NaN            NaN  0.207327E-001            NaN            NaN   1.02481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9660                 NaN            NaN            NaN            NaN  0.156306E-001            NaN            NaN   1.01839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9799                 NaN            NaN            NaN            NaN  0.129936E-001            NaN            NaN   1.00710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9830                 NaN            NaN            NaN            NaN  0.142783E-001            NaN            NaN   1.00274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0161                 NaN            NaN            NaN            NaN  0.585293E-002            NaN            NaN  0.978040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0212                 NaN            NaN            NaN            NaN  0.103664E-001            NaN            NaN  0.968467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0356                 NaN            NaN            NaN            NaN  0.218822E-001            NaN            NaN  0.942484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0465                 NaN            NaN            NaN            NaN  0.129899E-001            NaN            NaN  0.940467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0561                 NaN            NaN            NaN            NaN  0.343819E-003            NaN            NaN  0.943600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.930060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.3633                 NaN            NaN            NaN            NaN  0.292092E-001            NaN            NaN  0.607534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.8123                 NaN            NaN            NaN            NaN  0.263140E-002            NaN            NaN   1.18504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1029                 NaN            NaN            NaN            NaN  0.114994E-001            NaN            NaN  0.885613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.887991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.876520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.866904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.855345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.847422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.837123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.832962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.819977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.805739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.795334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2136                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.786420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.687747       0.107438                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327501E-001  0.876855                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0955                 NaN            NaN            NaN            NaN  0.585981E-004            NaN            NaN  0.230382E-001  0.881438                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155348E-001  0.881125                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.550825E-002  0.887858                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.886265                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.261996E-001  0.855262                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.446175E-001  0.832026                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1237                 NaN            NaN            NaN            NaN  0.125496E-004            NaN            NaN            NaN  0.876323                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.873042                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.870852                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.868052                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.292614E-002  0.865690                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.869044                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.869028                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.1245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.875456                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.0501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.122997       0.826897                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.500312       0.823609                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.492292       0.811697                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7153                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.799687       0.485048                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.788300       0.477588                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470232       0.777374                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.462350       0.767296                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.7873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.456231       0.756464                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.8044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.746821       0.448774                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.8215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.442013       0.736533                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        97.9206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.858898       0.799898                 NaN  0.420613                 NaN            NaN            NaN
  1408.52        500.000        96.9996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.850566        1.29039                 NaN  0.859441                 NaN            NaN            NaN
  1406.02        500.000        97.0919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25118       0.823703                 NaN  0.833204                 NaN            NaN            NaN
  1403.51        500.000        97.1793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.798167        1.21403                 NaN  0.808481                 NaN            NaN            NaN
  1401.00        500.000        97.2646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17828       0.773207                 NaN  0.783921                 NaN            NaN            NaN
  1398.50        500.000        97.3410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.751089        1.14601                 NaN  0.761944                 NaN            NaN            NaN
  1395.99        500.000        97.4187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.727940        1.11366                 NaN  0.739688                 NaN            NaN            NaN
  1393.48        500.000        97.4918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08270       0.706629                 NaN  0.718832                 NaN            NaN            NaN
  1390.98        500.000        97.5604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05505       0.685420                 NaN  0.699126                 NaN            NaN            NaN
  1388.47        500.000        97.6243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.667308        1.02789                 NaN  0.680530                 NaN            NaN            NaN
  1385.96        500.000        97.6905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.647560        1.00069                 NaN  0.661287                 NaN            NaN            NaN
  1383.46        500.000        97.7495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.976023       0.630415                 NaN  0.644059                 NaN            NaN            NaN
  1380.95        500.000        97.8069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.613094       0.952450                 NaN  0.627560                 NaN            NaN            NaN
  1378.45        500.000        97.8630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.596151       0.929455                 NaN  0.611444                 NaN            NaN            NaN
  1375.94        500.000        97.9154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.580330       0.908203                 NaN  0.596022                 NaN            NaN            NaN
  1373.43        500.000        97.9669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.564725       0.887335                 NaN  0.581011                 NaN            NaN            NaN
  1370.93        500.000        98.0156                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.867167       0.550425                 NaN  0.566787                 NaN            NaN            NaN
  1368.42        500.000        98.0625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.535844       0.848585                 NaN  0.553033                 NaN            NaN            NaN
  1365.91        500.000        98.1093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.521470       0.829733                 NaN  0.539538                 NaN            NaN            NaN
  1363.41        500.000        98.1517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812165       0.509318                 NaN  0.526828                 NaN            NaN            NaN
  1360.90        500.000        98.1909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.496335       0.797417                 NaN  0.515299                 NaN            NaN            NaN
  1358.40        500.000        98.2358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.483640       0.778492                 NaN  0.502050                 NaN            NaN            NaN
  1355.89        500.000        98.2736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.472241       0.763081                 NaN  0.491059                 NaN            NaN            NaN
  1353.38        500.000        98.3110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.460400       0.748730                 NaN  0.479877                 NaN            NaN            NaN
  1350.88        500.000        98.3467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.449612       0.734402                 NaN  0.469276                 NaN            NaN            NaN
  1348.37        500.000        98.3811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.439215       0.720653                 NaN  0.459027                 NaN            NaN            NaN
  1345.86        500.000        98.4152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.707194       0.428436                 NaN  0.449145                 NaN            NaN            NaN
  1343.36        500.000        98.4495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.418381       0.693418                 NaN  0.438710                 NaN            NaN            NaN
  1340.85        500.000        98.4803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.408674       0.681381                 NaN  0.429642                 NaN            NaN            NaN
  1338.35        500.000        98.5098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.669548       0.399846                 NaN  0.420767                 NaN            NaN            NaN
  1335.84        500.000        98.5400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389633       0.658526                 NaN  0.411855                 NaN            NaN            NaN
  1333.33        500.000        98.5696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.381182       0.646238                 NaN  0.402963                 NaN            NaN            NaN
  1330.83        500.000        98.5953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.372702       0.636725                 NaN  0.395274                 NaN            NaN            NaN
  1328.32        500.000        98.6244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.364415       0.624634                 NaN  0.386533                 NaN            NaN            NaN
  1325.81        500.000        98.6493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.356439       0.615157                 NaN  0.379098                 NaN            NaN            NaN
  1323.31        500.000        98.9355                 NaN            NaN            NaN            NaN  0.132669                 NaN            NaN            NaN  0.622213                 NaN            NaN  0.309597                 NaN            NaN            NaN
  1320.80        500.000        98.4629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.144388       0.960215                 NaN  0.432546                 NaN            NaN            NaN
  1318.30        500.000        98.7257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.585006       0.333015                 NaN  0.356311                 NaN            NaN            NaN
  1315.79        500.000        98.7495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.575637       0.325674                 NaN  0.349211                 NaN            NaN            NaN
  1313.28        500.000        98.7869                 NaN            NaN            NaN            NaN  0.821525E-001            NaN            NaN            NaN  0.359857       0.424984                 NaN  0.346134                 NaN            NaN            NaN
  1310.78        500.000        98.8294                 NaN            NaN            NaN            NaN  0.195012                 NaN            NaN            NaN  0.409277       0.222247                 NaN  0.344101                 NaN            NaN            NaN
  1308.27        500.000        98.8520                 NaN            NaN            NaN            NaN  0.193934                 NaN            NaN            NaN  0.403361       0.213654                 NaN  0.337045                 NaN            NaN            NaN
  1305.76        500.000        98.8738                 NaN            NaN            NaN            NaN  0.190685                 NaN            NaN            NaN  0.396067       0.209320                 NaN  0.330144                 NaN            NaN            NaN
  1303.26        500.000        98.8949                 NaN            NaN            NaN            NaN  0.186151                 NaN            NaN            NaN  0.388694       0.207149                 NaN  0.323116                 NaN            NaN            NaN
  1300.75        500.000        98.9158                 NaN            NaN            NaN            NaN  0.183472                 NaN            NaN            NaN  0.202529       0.381537                 NaN  0.316621                 NaN            NaN            NaN
  1298.25        500.000        98.9370                 NaN            NaN            NaN            NaN  0.178020                 NaN            NaN            NaN  0.373592       0.201937                 NaN  0.309464                 NaN            NaN            NaN
  1295.74        500.000        98.9557                 NaN            NaN            NaN            NaN  0.173850                 NaN            NaN            NaN  0.200315       0.366646                 NaN  0.303450                 NaN            NaN            NaN
  1293.23        500.000        98.9769                 NaN            NaN            NaN            NaN  0.169949                 NaN            NaN            NaN  0.359233       0.197295                 NaN  0.296602                 NaN            NaN            NaN
  1290.73        500.000        95.1032                 NaN            NaN            NaN            NaN  0.903633E-001            NaN            NaN            NaN  0.668925        1.07340                 NaN  0.707131        2.35700                 NaN            NaN
  1288.22        500.000        77.2937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.64571        2.25633                 NaN   2.61880        13.1855                 NaN            NaN
  1285.71        500.000        81.3405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.83413        1.88228                 NaN   2.17489        10.7682                 NaN            NaN
  1283.21        500.000        84.2658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60633        3.24693                 NaN   1.85172        9.02921                 NaN            NaN
  1280.70        500.000        86.4608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.39567        2.80589                 NaN   1.60735        7.73032                 NaN            NaN
  1278.20        500.000        88.1528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.23100        2.46552                 NaN   1.41746        6.73326                 NaN            NaN
  1275.69        500.000        89.4900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.19655        1.09873                 NaN   1.26650        5.94822                 NaN            NaN
  1273.18        500.000        90.5607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992390        1.98125                 NaN   1.14453        5.32118                 NaN            NaN
  1270.68        500.000        91.4378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80812       0.901756                 NaN   1.04405        4.80826                 NaN            NaN
  1268.17        500.000        92.1960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.65474       0.823392                 NaN  0.955918        4.36990                 NaN            NaN
  1265.66        500.000        92.8342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.754375        1.52816                 NaN  0.881383        4.00189                 NaN            NaN
  1263.16        500.000        93.3701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.695124        1.42449                 NaN  0.818249        3.69208                 NaN            NaN
  1260.65        500.000        93.8437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.33587       0.637888                 NaN  0.761979        3.42054                 NaN            NaN
  1258.15        500.000        94.2419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.584382        1.26918                 NaN  0.714562        3.18999                 NaN            NaN
  1255.64        500.000        94.6082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20751       0.532761                 NaN  0.670313        2.98120                 NaN            NaN
  1253.13        500.000        94.9322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.483688        1.15625                 NaN  0.630958        2.79693                 NaN            NaN
  1250.63        500.000        95.2155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.421060        1.13293                 NaN  0.596081        2.63447                 NaN            NaN
  1248.12        500.000        95.4685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08481       0.391987                 NaN  0.564864        2.48983                 NaN            NaN
  1245.61        500.000        95.7201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.12412       0.271548                 NaN  0.533634        2.35062                 NaN            NaN
  1243.11        500.000        95.9247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26025       0.736218E-001            NaN  0.508349        2.23305                 NaN            NaN
  1240.60        500.000        96.1278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26960                 NaN            NaN  0.481537        2.12108                 NaN            NaN
  1238.10        500.000        96.3049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21514                 NaN            NaN  0.458664        2.02125                 NaN            NaN
  1235.59        500.000        96.4755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16188                 NaN            NaN  0.435948        1.92670                 NaN            NaN
  1233.08        500.000        96.6219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11683                 NaN            NaN  0.417656        1.84362                 NaN            NaN
  1230.58        500.000        96.7709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06825                 NaN            NaN  0.399385        1.76145                 NaN            NaN
  1228.07        500.000        96.9028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02879                 NaN            NaN  0.379703        1.68872                 NaN            NaN
  1225.56        500.000        97.0217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.991848                 NaN            NaN  0.364392        1.62208                 NaN            NaN
  1223.06        500.000        97.1330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.957950                 NaN            NaN  0.349797        1.55923                 NaN            NaN
  1220.55        500.000        97.2421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.922672                 NaN            NaN  0.336544        1.49864                 NaN            NaN
  1218.05        500.000        97.3453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.890452                 NaN            NaN  0.321647        1.44265                 NaN            NaN
  1215.54        500.000        97.4390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.860575                 NaN            NaN  0.309752        1.39066                 NaN            NaN
  1213.03        500.000        97.4379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.824472                 NaN            NaN  0.306670        1.40184       0.291215E-001            NaN
  1210.53        500.000        97.2225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.379715       0.344311                 NaN  0.333085        1.65248       0.679435E-001            NaN
  1208.02        500.000        83.8537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.30560       0.232834E-004            NaN   1.50293        6.13721       0.191428        6.00911     
  1205.51        500.000        91.9817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.56701                 NaN            NaN  0.576609        3.22989       0.708191E-001   2.57396     
  1203.01        500.000        90.8633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90463                 NaN            NaN  0.765595        3.77917       0.394725E-001   2.64779     
  1200.50        500.000        84.3849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.68911       0.824667                 NaN   1.34312        5.78875       0.891266E-001   5.88033     
  1197.99        500.000        85.8487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.84855       0.208206                 NaN   1.15850        5.39924       0.106271        5.43049     
  1195.49        500.000        63.9705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.10103        3.17471                 NaN   2.99364        13.7264       0.205250        13.8285     
  1192.98        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.191316E-005            NaN            NaN            NaN            NaN            NaN  0.307584E-005
  1190.48        500.000        99.9849                 NaN            NaN            NaN            NaN  0.179350E-004            NaN            NaN            NaN  0.170483E-002            NaN            NaN  0.109599E-002  0.615543E-002  0.126916E-003  0.598883E-002
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.53689        7.28471                 NaN   7.43284        40.7840       0.618756        39.3428     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8156                 NaN            NaN   7.42632        40.7954       0.621325        39.3414     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.01920        6.80641                 NaN   7.43840        40.7759       0.616883        39.3432     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.29088        6.53690                 NaN   7.44130        40.7716       0.615889        39.3435     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.34925        4.48080                 NaN   7.44438        40.7669       0.614849        39.3438     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89088        5.94148                 NaN   7.44725        40.7626       0.613802        39.3440     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8335                 NaN            NaN   7.44801        40.7614       0.613408        39.3437     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8369                 NaN            NaN   7.45215        40.7550       0.611864        39.3441     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.98829        2.84759                 NaN   7.45412        40.7540       0.612011        39.3440     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8443                 NaN            NaN   7.45868        40.7440       0.608359        39.3447     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61661        6.23232                 NaN   7.47065        40.7277       0.606295        39.3464     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8530                 NaN            NaN   7.47006        40.7259       0.604923        39.3461     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8569                 NaN            NaN   7.47510        40.7182       0.603125        39.3467     
