|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.73295                 NaN            NaN   7.24172        42.8197       0.339243        40.8664     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.32209        4.40932                 NaN   7.24454        42.8163       0.339439        40.8683     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.05344        2.68283                 NaN   7.24871        42.8064       0.338130        40.8705     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.74335                 NaN            NaN   7.25427        42.7930       0.336188        40.8732     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98515        4.75285                 NaN   7.25298        42.7972       0.337393        40.8744     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.60255        5.13701                 NaN   7.25522        42.7920       0.336923        40.8763     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.75383                 NaN            NaN   7.26665        42.7663       0.333128        40.8801     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.08949        4.65567                 NaN   7.26180        42.7772       0.335193        40.8806     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.80553        3.94467                 NaN   7.26683        42.7661       0.333761        40.8831     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.76530                 NaN            NaN   7.27963        42.7382       0.329811        40.8871     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.76797                 NaN            NaN   7.28297        42.7307       0.329010        40.8894     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.66334        3.09703                 NaN   7.27808        42.7411       0.330679        40.8898     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.18779        2.57864       0.752936E-004   7.28397        42.7279       0.329042        40.8926     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.47386        2.30391       0.382014E-004   7.29434        42.7057       0.326103        40.8960     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.78489                 NaN            NaN   7.30107        42.6909       0.324208        40.8989     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.04038        4.72926                 NaN   7.29255        42.7104       0.328189        40.8992     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23292        1.55551                 NaN   7.30651        42.6784       0.323159        40.9035     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.83109        2.95228                 NaN   7.30350        42.6831       0.324655        40.9054     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.91856        2.86413                 NaN   7.30403        42.6811       0.324694        40.9075     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.23898        6.55631                 NaN   7.31499        42.6578       0.321300        40.9106     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.74346        2.05458                 NaN   7.31866        42.6498       0.320444        40.9130     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.14174        6.65726                 NaN   7.32085        42.6446       0.320160        40.9154     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49308        6.30708                 NaN   7.32290        42.6395       0.319752        40.9177     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67249        6.13007                 NaN   7.32529        42.6328       0.319331        40.9200     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77403        6.02911                 NaN   7.32738        42.6281       0.319007        40.9224     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN  0.285385E-005            NaN            NaN            NaN   2.86683        5.93564                 NaN   7.32900        42.6248       0.318836        40.9249     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN  0.644879                 NaN            NaN            NaN   3.02242        4.66758                 NaN   7.20567        42.8944       0.366095        41.1990     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   1.30280                 NaN            NaN            NaN   6.53773                 NaN            NaN   7.06769        43.1983       0.417605        41.4759     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   1.39649                 NaN            NaN            NaN   6.38741                 NaN            NaN   7.05919        43.2141       0.422276        41.5206     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   1.43321                 NaN            NaN            NaN   6.32423                 NaN            NaN   7.05308        43.2263       0.424891        41.5382     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   1.54407                 NaN            NaN            NaN   6.13390                 NaN            NaN   7.03516        43.2650       0.433066        41.5888     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.59739                 NaN            NaN            NaN   6.04156                 NaN            NaN   7.02612        43.2836       0.437187        41.6141     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   1.59731                 NaN            NaN            NaN   6.04124                 NaN            NaN   7.02606        43.2824       0.437169        41.6158     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.59723                 NaN            NaN            NaN   6.04092                 NaN            NaN   7.02599        43.2812       0.437151        41.6175     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.59715                 NaN            NaN            NaN   6.04061                 NaN            NaN   7.02593        43.2799       0.437133        41.6192     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.61296                 NaN            NaN            NaN   6.01389                 NaN            NaN   7.02379        43.2830       0.438153        41.6282     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   1.61256                 NaN            NaN            NaN   6.01411                 NaN            NaN   7.02377        43.2817       0.438114        41.6298     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   1.61281                 NaN            NaN            NaN   6.01325                 NaN            NaN   7.02366        43.2805       0.438118        41.6316     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.68037                 NaN            NaN            NaN   5.90077                 NaN            NaN   7.01487        43.2973       0.442461        41.6643     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.68116                 NaN            NaN            NaN   5.89897                 NaN            NaN   7.01468        43.2963       0.442507        41.6663     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.68210                 NaN            NaN            NaN   5.89699                 NaN            NaN   7.01450        43.2953       0.442552        41.6685     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.70500                 NaN            NaN            NaN   5.85315                 NaN            NaN   7.00839        43.3091       0.444980        41.6794     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.69246                 NaN            NaN            NaN   5.87950                 NaN            NaN   7.01339        43.2946       0.443117        41.6769     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN   1.75983                 NaN            NaN            NaN   5.77097                 NaN            NaN   7.00708        43.3046       0.446919        41.7106     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.77443                 NaN            NaN            NaN   5.74447                 NaN            NaN   7.00474        43.3096       0.447935        41.7188     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN   1.79045                 NaN            NaN            NaN   5.72012                 NaN            NaN   7.00388        43.3081       0.448790        41.7286     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.80408                 NaN            NaN            NaN   5.69817                 NaN            NaN   7.00277        43.3085       0.449525        41.7369     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.81753                 NaN            NaN            NaN   5.67579                 NaN            NaN   7.00148        43.3097       0.450311        41.7451     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN   1.82987                 NaN            NaN            NaN   5.65415                 NaN            NaN   6.99990        43.3125       0.451068        41.7525     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN   1.84122                 NaN            NaN            NaN   5.63960                 NaN            NaN   7.00076        43.3065       0.451284        41.7607     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN   1.85184                 NaN            NaN            NaN   5.62134                 NaN            NaN   6.99927        43.3088       0.451750        41.7669     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN   1.86486                 NaN            NaN            NaN   5.60095                 NaN            NaN   6.99869        43.3074       0.452616        41.7754     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN   1.87520                 NaN            NaN            NaN   5.58390                 NaN            NaN   6.99785        43.3079       0.453110        41.7820     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN   1.88688                 NaN            NaN            NaN   5.56635                 NaN            NaN   6.99764        43.3055       0.453649        41.7899     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN   1.89723                 NaN            NaN            NaN   5.55037                 NaN            NaN   6.99730        43.3041       0.454095        41.7969     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN   1.90547                 NaN            NaN            NaN   5.53602                 NaN            NaN   6.99620        43.3051       0.454688        41.8025     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN   1.91102                 NaN            NaN            NaN   5.52728                 NaN            NaN   6.99601        43.3037       0.454918        41.8071     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.91474                 NaN            NaN            NaN   5.50306                 NaN            NaN   6.98663        43.3312       0.458118        41.8063     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN   1.96682                 NaN            NaN            NaN   5.42396                 NaN            NaN   6.98446        43.3299       0.460466        41.8344     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.96672                 NaN            NaN            NaN   5.42368                 NaN            NaN   6.98440        43.3286       0.460447        41.8361     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.96663                 NaN            NaN            NaN   5.42341                 NaN            NaN   6.98434        43.3274       0.460428        41.8378     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN   1.98535                 NaN            NaN            NaN   5.39595                 NaN            NaN   6.98460        43.3235       0.461092        41.8495     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.98525                 NaN            NaN            NaN   5.39568                 NaN            NaN   6.98454        43.3223       0.461073        41.8512     
