|6.6.6
Archiving\03_Data\Deqfrac/QFM_m0.25/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1608.97        2500.00       0.670048E-002            NaN   99.4947       0.498587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.44        2500.00                 NaN            NaN   99.1689       0.802565       0.285812E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1605.92        2500.00                 NaN            NaN   99.1632       0.725568       0.111208                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.39        2500.00                 NaN            NaN   98.4783        1.32587       0.195863                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.87        2500.00                 NaN            NaN   99.8918       0.108205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.34        2500.00                 NaN            NaN   99.1948       0.737966       0.671937E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1599.81        2500.00                 NaN            NaN   99.2023       0.707477       0.902218E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1598.29        2500.00                 NaN            NaN   99.2035       0.706827       0.896266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1596.76        2500.00                 NaN            NaN   99.2178       0.694568       0.876474E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1595.23        2500.00                 NaN            NaN   99.2234       0.689379       0.872138E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1593.71        2500.00                 NaN            NaN   99.2304       0.684492       0.851534E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1592.18        2500.00                 NaN            NaN   99.2361       0.679243       0.846118E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1590.66        2500.00                 NaN            NaN   99.2441       0.672402       0.835266E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1589.13        2500.00                 NaN            NaN   99.2508       0.666942       0.822646E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1587.60        2500.00                 NaN            NaN   99.2565       0.663172       0.803430E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1586.08        2500.00                 NaN            NaN   99.2653       0.654399       0.803237E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1584.55        2500.00                 NaN            NaN   99.2703       0.650222       0.795002E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1583.02        2500.00                 NaN            NaN   99.2781       0.644389       0.774811E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1581.50        2500.00                 NaN            NaN   99.4142       0.519647       0.661753E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1579.97        2500.00                 NaN            NaN   99.1628       0.749078       0.880805E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1578.45        2500.00                 NaN            NaN   99.2952       0.631180       0.736133E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00                 NaN            NaN   99.3015       0.625378       0.730718E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1575.39        2500.00                 NaN            NaN   99.3091       0.618554       0.723568E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1573.87        2500.00                 NaN            NaN   99.3146       0.614111       0.712428E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1572.34        2500.00                 NaN            NaN   99.3175       0.612274       0.702235E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1570.81        2500.00                 NaN            NaN   99.3277       0.603249       0.690612E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1569.29        2500.00                 NaN            NaN   99.3304       0.601752       0.678095E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        2500.00                 NaN            NaN   99.3355       0.598360       0.661327E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1566.24        2500.00                 NaN            NaN   99.3421       0.592077       0.658416E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1564.71        2500.00                 NaN            NaN   99.3469       0.588591       0.644604E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1563.18        2500.00                 NaN            NaN   98.0288        1.76910       0.202070                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.66        2500.00                 NaN            NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.13        2500.00                 NaN            NaN   99.9951                 NaN  0.494905E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1558.60        2500.00                 NaN            NaN   99.4433       0.504674       0.519900E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1557.08        2500.00                 NaN            NaN   99.9241                 NaN  0.759068E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1555.55        2500.00                 NaN            NaN   98.8231        1.13714       0.397465E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1554.03        2500.00                 NaN            NaN   99.3815       0.560775       0.577318E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1552.50        2500.00                 NaN            NaN   99.3865       0.556915       0.565641E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1550.97        2500.00                 NaN            NaN   99.3902       0.554515       0.552892E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1549.45        2500.00                 NaN            NaN   99.3957       0.549129       0.551533E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1547.92        2500.00                 NaN            NaN   99.3991       0.543750       0.571062E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1546.39        2500.00                 NaN            NaN   99.4038       0.546548       0.496485E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00                 NaN            NaN   99.4065       0.541590       0.519398E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1543.34        2500.00                 NaN            NaN   99.4118       0.538067       0.500954E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1541.82        2500.00                 NaN            NaN   99.4158       0.534366       0.497878E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1540.29        2500.00                 NaN            NaN   99.4178       0.534296       0.479473E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.76        2500.00                 NaN            NaN   99.4232       0.529111       0.477234E-001            NaN            NaN            NaN            NaN            NaN            NaN
