|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.25/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1308.58        2500.00                 NaN   99.1939                 NaN  0.129925       0.405384                 NaN            NaN  0.270743                 NaN            NaN            NaN            NaN
  1307.00        2500.00                 NaN   99.2014                 NaN  0.126420       0.404597                 NaN            NaN  0.267600                 NaN            NaN            NaN            NaN
  1305.42        2500.00                 NaN   99.2076                 NaN  0.124425       0.402961                 NaN            NaN  0.264976                 NaN            NaN            NaN            NaN
  1303.84        2500.00                 NaN   99.2147                 NaN  0.117858       0.405844                 NaN            NaN  0.261615                 NaN            NaN            NaN            NaN
  1302.25        2500.00                 NaN   99.2212                 NaN  0.114590       0.405328                 NaN            NaN  0.258899                 NaN            NaN            NaN            NaN
  1300.67        2500.00                 NaN   99.2295                 NaN  0.113047       0.401589                 NaN            NaN  0.255861                 NaN            NaN            NaN            NaN
  1299.09        2500.00                 NaN   99.2337                 NaN  0.107094       0.405748                 NaN            NaN  0.253416                 NaN            NaN            NaN            NaN
  1297.51        2500.00                 NaN   93.1507                 NaN  0.378584        1.54055                 NaN            NaN   1.02913        3.90100                 NaN            NaN            NaN
  1295.92        2500.00                 NaN   90.0158                 NaN  0.467051        2.20698                 NaN            NaN   1.42901        5.88114                 NaN            NaN            NaN
  1294.34        2500.00                 NaN   86.0868                 NaN  0.623036        2.91330                 NaN            NaN   1.98658        8.20186       0.188408                 NaN            NaN
  1292.76        2500.00                 NaN   83.5891                 NaN  0.744712        3.33100                 NaN            NaN   2.34320        9.66125       0.330736                 NaN            NaN
  1291.18        2500.00                 NaN   85.2174                 NaN  0.681440        3.02772                 NaN            NaN   2.11928        8.65980       0.294391                 NaN            NaN
  1289.59        2500.00                 NaN   86.6534                 NaN  0.620195        2.76136                 NaN            NaN   1.92133        7.78101       0.262698                 NaN            NaN
  1288.01        2500.00                 NaN   87.8765                 NaN  0.556578        2.54742                 NaN            NaN   1.75182        7.03220       0.235450                 NaN            NaN
  1286.43        2500.00                 NaN   87.3978                 NaN  0.525302        2.63948                 NaN            NaN   1.82393        7.36291       0.250580                 NaN            NaN
  1284.85        2500.00                 NaN   91.6818                 NaN  0.400945        1.83927                 NaN            NaN   1.21384        4.71315       0.151037                 NaN            NaN
  1283.26        2500.00                 NaN   90.6326                 NaN  0.399020        2.07704                 NaN            NaN   1.36550        5.35138       0.174509                 NaN            NaN
  1281.68        2500.00                 NaN   89.5051                 NaN  0.592370        1.99217                 NaN            NaN   1.58126        6.11272       0.216332                 NaN            NaN
  1280.10        2500.00                 NaN   92.8693                 NaN  0.430938        1.50797                 NaN            NaN   1.03614        4.03336       0.122289                 NaN            NaN
  1278.52        2500.00                 NaN   93.5097                 NaN  0.112893        1.60816                 NaN            NaN  0.929499        3.71756       0.122230                 NaN            NaN
  1276.93        2500.00                 NaN   93.2168                 NaN  0.677621E-001   1.94323                 NaN            NaN  0.971845        3.69235       0.108017                 NaN            NaN
  1275.35        2500.00                 NaN   90.7970                 NaN  0.206856        1.18222       0.840856                 NaN   1.32681        5.48364       0.162596                 NaN            NaN
  1273.77        2500.00                 NaN   95.8636                 NaN            NaN   1.61407                 NaN            NaN  0.634527        1.84150       0.463409E-001            NaN            NaN
  1272.19        2500.00                 NaN   91.9857                 NaN  0.857194E-001   2.07334                 NaN            NaN   1.18497        4.53799       0.132264                 NaN            NaN
  1270.60        2500.00                 NaN   95.1936                 NaN  0.216806        1.13977                 NaN            NaN  0.753277        2.60412       0.924590E-001            NaN            NaN
  1269.02        2500.00                 NaN   94.9589                 NaN            NaN   1.49492                 NaN            NaN  0.715000        2.75973       0.714542E-001            NaN            NaN
  1267.44        2500.00                 NaN   92.8174                 NaN  0.121385        1.98545                 NaN            NaN   1.06075        3.91047       0.104516                 NaN            NaN
  1265.86        2500.00                 NaN   95.0726                 NaN            NaN   1.43222                 NaN            NaN  0.684564        2.72825       0.823264E-001            NaN            NaN
  1264.27        2500.00                 NaN   96.3798                 NaN            NaN   1.11143                 NaN            NaN  0.534341        1.94017       0.342741E-001            NaN            NaN
  1262.69        2500.00                 NaN   95.2074                 NaN            NaN   1.42121                 NaN            NaN  0.705306        2.60057       0.655446E-001            NaN            NaN
  1261.11        2500.00                 NaN   95.2065                 NaN  0.286224E-001   1.28483                 NaN            NaN  0.718760        2.68689       0.744211E-001            NaN            NaN
  1259.53        2500.00                 NaN   96.9690                 NaN            NaN  0.116317E-001  0.331354E-001            NaN  0.632603        2.24750       0.106094                 NaN            NaN
  1257.94        2500.00                 NaN   97.3713                 NaN            NaN  0.637665       0.314265                 NaN  0.225915        1.39433       0.565714E-001            NaN            NaN
  1256.36        2500.00                 NaN   93.7019                 NaN            NaN   2.56500                 NaN            NaN  0.853746        2.87860       0.720649E-003            NaN            NaN
  1254.78        2500.00                 NaN   95.2294                 NaN            NaN   1.36409                 NaN            NaN  0.727741        2.61964       0.591067E-001            NaN            NaN
  1253.20        2500.00                 NaN   96.5827                 NaN            NaN  0.860558                 NaN            NaN  0.444595        2.03985       0.723410E-001            NaN            NaN
  1251.61        2500.00                 NaN   96.5398                 NaN            NaN   1.02700                 NaN            NaN  0.495449        1.87572       0.620346E-001            NaN            NaN
  1250.03        2500.00                 NaN   97.8770                 NaN            NaN  0.626567                 NaN            NaN  0.285032        1.20654       0.491404E-002            NaN            NaN
  1248.45        2500.00                 NaN   96.5682                 NaN            NaN  0.992201                 NaN            NaN  0.518566        1.87562       0.454457E-001            NaN            NaN
  1246.87        2500.00                 NaN   96.8913                 NaN            NaN  0.908056                 NaN            NaN  0.437741        1.72975       0.331058E-001            NaN            NaN
  1245.28        2500.00                 NaN   98.8342                 NaN            NaN  0.264351E-001  0.163137                 NaN  0.172873       0.745634       0.576960E-001            NaN            NaN
  1243.70        2500.00                 NaN   95.6308                 NaN            NaN   1.32561                 NaN            NaN  0.619827        2.40591       0.178484E-001            NaN            NaN
  1242.12        2500.00                 NaN   96.9133                 NaN            NaN  0.728247                 NaN            NaN  0.323845        1.97354       0.610840E-001            NaN            NaN
  1240.54        2500.00                 NaN   96.7770                 NaN            NaN  0.909279                 NaN            NaN  0.588696        1.71564       0.942639E-002            NaN            NaN
  1238.95        2500.00                 NaN   98.5296                 NaN            NaN  0.491190                 NaN            NaN  0.209200       0.747447       0.226090E-001            NaN            NaN
  1237.37        2500.00                 NaN   93.2800                 NaN            NaN   1.47355       0.105623E-005            NaN   1.02633        4.07182       0.148308                 NaN            NaN
  1235.79        2500.00                 NaN   97.3693                 NaN            NaN  0.822556                 NaN            NaN  0.138665E-001   1.70456                 NaN  0.897434E-001            NaN
  1234.21        2500.00                 NaN   62.1328                 NaN   1.53568                 NaN            NaN            NaN   2.75902        19.0004       0.350195        14.2219                 NaN
  1232.62        2500.00                 NaN   94.0291                 NaN            NaN   3.74302                 NaN            NaN   1.49674       0.703844       0.272689E-001            NaN            NaN
  1231.04        2500.00                 NaN   97.4214                 NaN            NaN  0.988424                 NaN            NaN  0.332451        1.25768                 NaN            NaN            NaN
  1229.46        2500.00                 NaN   98.7519                 NaN            NaN  0.493242                 NaN            NaN  0.165861       0.588973                 NaN            NaN            NaN
  1227.88        2500.00                 NaN            NaN            NaN            NaN   3.35837        8.45885                 NaN   8.39345        46.5482       0.624803        32.6163                 NaN
  1226.29        2500.00                 NaN            NaN            NaN            NaN   7.75623        3.97577       0.221186E-005   8.32926        46.6891       0.641915        32.6078                 NaN
  1224.71        2500.00                 NaN            NaN            NaN            NaN   2.49722        9.15522       0.151323E-005   8.28206        46.8185       0.655073        32.5919                 NaN
  1223.13        2500.00                 NaN            NaN            NaN            NaN   2.48831        9.16575       0.271952E-005   8.28644        46.8120       0.654505        32.5930                 NaN
  1221.55        2500.00                 NaN            NaN            NaN            NaN   5.87322        5.97576                 NaN   8.42193        46.4843       0.617523        32.6272                 NaN
  1219.96        2500.00                 NaN            NaN            NaN   3.30417       0.217837E-005   5.90411                 NaN   8.04089        47.9552       0.855342        33.9403                 NaN
  1218.38        2500.00                 NaN            NaN            NaN   3.40131       0.196102E-004   5.70709                 NaN   8.01752        48.0367       0.864099        33.9733                 NaN
  1216.80        2500.00                 NaN            NaN            NaN   3.40475       0.217785E-005   5.71143                 NaN   8.01716        48.0247       0.864095        33.9778                 NaN
  1215.22        2500.00                 NaN            NaN            NaN   4.00425       0.402996E-002            NaN            NaN   7.53413        49.5472       0.935795        33.8990        4.07561     
  1213.63        2500.00                 NaN            NaN            NaN   3.41014       0.217770E-005   5.70291                 NaN   8.01735        48.0228       0.864127        33.9826                 NaN
  1212.05        2500.00                 NaN            NaN            NaN            NaN   8.19097        3.55953       0.448709E-004   8.36927        46.6264       0.637027        32.6167                 NaN
  1210.47        2500.00                 NaN            NaN            NaN            NaN   8.20142        3.55238                 NaN   8.37202        46.6198       0.635917        32.6185                 NaN
  1208.89        2500.00                 NaN            NaN            NaN            NaN   8.22971        3.52364       0.445469E-004   8.37736        46.6149       0.635680        32.6187                 NaN
  1207.31        2500.00                 NaN            NaN            NaN            NaN   8.36848        3.38828                 NaN   8.38852        46.6010       0.634463        32.6192                 NaN
  1205.72        2500.00                 NaN            NaN            NaN            NaN   8.35277        3.40635                 NaN   8.39382        46.5928       0.633787        32.6205                 NaN
  1204.14        2500.00                 NaN            NaN            NaN            NaN   9.58404        2.25169                 NaN   8.40500        46.4793       0.634089        32.6459                 NaN
  1202.56        2500.00                 NaN            NaN            NaN            NaN   8.36757        3.38788                 NaN   8.40101        46.5883       0.634024        32.6212                 NaN
  1200.98        2500.00                 NaN            NaN            NaN            NaN   8.39805        3.35897                 NaN   8.40569        46.5816       0.633434        32.6223                 NaN
  1199.39        2500.00                 NaN            NaN            NaN            NaN   8.42630        3.33226                 NaN   8.41050        46.5747       0.632824        32.6234                 NaN
  1197.81        2500.00                 NaN            NaN            NaN   3.43564       0.352735E-005   5.66345                 NaN   8.01832        48.0119       0.864292        34.0064                 NaN
  1196.23        2500.00                 NaN            NaN            NaN            NaN   8.47458        3.28705                 NaN   8.41999        46.5611       0.631635        32.6256                 NaN
  1194.65        2500.00                 NaN            NaN            NaN            NaN   8.49847        3.26489                 NaN   8.42458        46.5543       0.631011        32.6268                 NaN
  1193.06        2500.00                 NaN            NaN            NaN            NaN   8.52275        3.24237                 NaN   8.42932        46.5473       0.630354        32.6279                 NaN
  1191.48        2500.00                 NaN            NaN            NaN            NaN   8.55464        3.21193                 NaN   8.43398        46.5406       0.629807        32.6290                 NaN
  1189.90        2500.00                 NaN            NaN            NaN            NaN   8.56638        3.20194                 NaN   8.43844        46.5338       0.629199        32.6302                 NaN
  1188.32        2500.00                 NaN            NaN            NaN            NaN   8.58797        3.18208                 NaN   8.44307        46.5269       0.628568        32.6314                 NaN
  1186.73        2500.00                 NaN            NaN            NaN            NaN   8.61334        3.15847                 NaN   8.44779        46.5199       0.627939        32.6325                 NaN
  1185.15        2500.00                 NaN            NaN            NaN            NaN   8.63494        3.13869                 NaN   8.45236        46.5130       0.627308        32.6338                 NaN
  1183.57        2500.00                 NaN            NaN            NaN            NaN   8.63813        3.13729                 NaN   8.45659        46.5063       0.626717        32.6350                 NaN
  1181.99        2500.00                 NaN            NaN            NaN            NaN   1.62515        10.1944                 NaN   8.39645        46.4865       0.636310        32.6612                 NaN
  1180.40        2500.00                 NaN            NaN            NaN            NaN   8.69583        3.08321                 NaN   8.46627        46.4920       0.625388        32.6373                 NaN
  1178.82        2500.00                 NaN            NaN            NaN            NaN   8.71614        3.06465                 NaN   8.47078        46.4852       0.624747        32.6385                 NaN
  1177.24        2500.00                 NaN            NaN            NaN            NaN   8.73413        3.04851                 NaN   8.47557        46.4780       0.624102        32.6397                 NaN
  1175.66        2500.00                 NaN            NaN            NaN            NaN   8.75267        3.03193                 NaN   8.47995        46.4711       0.623443        32.6409                 NaN
  1174.07        2500.00                 NaN            NaN            NaN            NaN   8.59708        3.18961                 NaN   8.48047        46.4667       0.623211        32.6430                 NaN
  1172.49        2500.00                 NaN            NaN            NaN            NaN   8.78594        3.00257                 NaN   8.48912        46.4568       0.622111        32.6434                 NaN
  1170.91        2500.00                 NaN            NaN            NaN            NaN   8.80988        2.98053                 NaN   8.49371        46.4498       0.621443        32.6447                 NaN
  1169.33        2500.00                 NaN            NaN            NaN            NaN   8.82453        2.96783                 NaN   8.49850        46.4425       0.620782        32.6459                 NaN
  1167.74        2500.00                 NaN            NaN            NaN            NaN   8.85465        2.93975                 NaN   8.50333        46.4351       0.620053        32.6471                 NaN
  1166.16        2500.00                 NaN            NaN            NaN            NaN   8.85730        2.93917                 NaN   8.50723        46.4284       0.619425        32.6485                 NaN
  1164.58        2500.00                 NaN            NaN            NaN            NaN   8.89331        2.90519                 NaN   8.51233        46.4209       0.618682        32.6496                 NaN
  1163.00        2500.00                 NaN            NaN            NaN            NaN   8.88913        2.91142                 NaN   8.51630        46.4141       0.618042        32.6510                 NaN
  1161.41        2500.00                 NaN            NaN            NaN            NaN   8.90571        2.89691                 NaN   8.52100        46.4067       0.617356        32.6523                 NaN
  1159.83        2500.00                 NaN            NaN            NaN            NaN   8.93933        2.86523                 NaN   8.52626        46.3991       0.616635        32.6534                 NaN
  1158.25        2500.00                 NaN            NaN            NaN            NaN   8.95362        2.85325                 NaN   8.53026        46.3922       0.615906        32.6548                 NaN
  1156.67        2500.00                 NaN            NaN            NaN            NaN   8.96676        2.84213                 NaN   8.53473        46.3850       0.615269        32.6561                 NaN
  1155.08        2500.00                 NaN            NaN            NaN            NaN   8.97924        2.83198                 NaN   8.53908        46.3777       0.614509        32.6574                 NaN
  1153.50        2500.00                 NaN            NaN            NaN            NaN   8.99057        2.82279                 NaN   8.54339        46.3707       0.613825        32.6588                 NaN
  1151.92        2500.00                 NaN            NaN            NaN            NaN   8.81185        3.00312                 NaN   8.54291        46.3674       0.613796        32.6609                 NaN
  1150.34        2500.00                 NaN            NaN            NaN            NaN   8.82521        2.99192                 NaN   8.54733        46.3602       0.613093        32.6622                 NaN
  1148.75        2500.00                 NaN            NaN            NaN            NaN   8.83748        2.98181                 NaN   8.55172        46.3530       0.612394        32.6636                 NaN
  1147.17        2500.00                 NaN            NaN            NaN   3.51930        5.52785                 NaN            NaN   8.02216        47.9822       0.865871        34.0826                 NaN
  1145.59        2500.00                 NaN            NaN            NaN            NaN   8.86104        2.96263                 NaN   8.56046        46.3386       0.610990        32.6663                 NaN
  1144.01        2500.00                 NaN            NaN            NaN   3.52343        5.52182                 NaN            NaN   8.02273        47.9790       0.865868        34.0872                 NaN
  1142.42        2500.00                 NaN            NaN            NaN            NaN   9.06722        2.76192                 NaN   8.57410        46.3197       0.608787        32.6683                 NaN
  1140.84        2500.00                 NaN            NaN            NaN            NaN   8.90430        2.92619                 NaN   8.57379        46.3166       0.608808        32.6703                 NaN
  1139.26        2500.00                 NaN            NaN            NaN            NaN   8.91172        2.92099                 NaN   8.57799        46.3095       0.608111        32.6717                 NaN
  1137.68        2500.00                 NaN            NaN            NaN            NaN   9.09981        2.73636                 NaN   8.58720        46.2977       0.606574        32.6724                 NaN
  1136.09        2500.00                 NaN            NaN            NaN            NaN   8.92791        2.90936                 NaN   8.58649        46.2951       0.606673        32.6745                 NaN
  1134.51        2500.00                 NaN            NaN            NaN            NaN   9.11161        2.72917                 NaN   8.59583        46.2831       0.605098        32.6752                 NaN
  1132.93        2500.00                 NaN            NaN            NaN            NaN   9.12096        2.72235                 NaN   8.60043        46.2753       0.604361        32.6766                 NaN
  1131.35        2500.00                 NaN            NaN            NaN            NaN   9.12833        2.71727                 NaN   8.60447        46.2683       0.603629        32.6780                 NaN
  1129.76        2500.00                 NaN            NaN            NaN            NaN   8.95839        2.88828                 NaN   8.60350        46.2659       0.603785        32.6802                 NaN
  1128.18        2500.00                 NaN            NaN            NaN            NaN   9.15994        2.69071                 NaN   8.61359        46.2528       0.602040        32.6809                 NaN
  1126.60        2500.00                 NaN            NaN            NaN            NaN   9.16897        2.68419                 NaN   8.61778        46.2455       0.601262        32.6823                 NaN
  1125.02        2500.00                 NaN            NaN            NaN            NaN   8.97987        2.87397                 NaN   8.61618        46.2439       0.601587        32.6845                 NaN
  1123.43        2500.00                 NaN            NaN            NaN            NaN   9.15746        2.70013                 NaN   8.62581        46.2315       0.599915        32.6852                 NaN
  1121.85        2500.00                 NaN            NaN            NaN   3.58307        5.43754                 NaN            NaN   8.02835        47.9519       0.864978        34.1342                 NaN
  1120.27        2500.00                 NaN            NaN            NaN            NaN   9.17368        2.68923                 NaN   8.63401        46.2165       0.598404        32.6882                 NaN
  1118.69        2500.00                 NaN            NaN            NaN            NaN   9.17875        2.68665                 NaN   8.63830        46.2090       0.597627        32.6897                 NaN
  1117.10        2500.00                 NaN            NaN            NaN            NaN   9.19468        2.67340                 NaN   8.64303        46.2010       0.596787        32.6911                 NaN
  1115.52        2500.00                 NaN            NaN            NaN   3.99509       0.309855E-001            NaN            NaN   7.53494        49.4940       0.934035        33.9610        4.05002     
  1113.94        2500.00                 NaN            NaN            NaN            NaN   9.19509        2.67800                 NaN   8.65141        46.1861       0.595274        32.6941                 NaN
  1112.36        2500.00                 NaN            NaN            NaN            NaN   9.19648        2.67908                 NaN   8.65495        46.1793       0.594577        32.6956                 NaN
  1110.77        2500.00                 NaN            NaN            NaN            NaN   9.19879        2.67921                 NaN   8.65932        46.1718       0.593817        32.6971                 NaN
  1109.19        2500.00                 NaN            NaN            NaN            NaN   9.20218        2.67856                 NaN   8.66313        46.1645       0.593045        32.6986                 NaN
  1107.61        2500.00                 NaN            NaN            NaN            NaN   9.19445        2.68865                 NaN   8.66693        46.1575       0.592347        32.7002                 NaN
  1106.03        2500.00                 NaN            NaN            NaN            NaN   9.22527        2.66067                 NaN   8.67188        46.1491       0.591418        32.7016                 NaN
  1104.44        2500.00                 NaN            NaN            NaN   3.57482        5.44861                 NaN            NaN   8.03112        47.9383       0.864311        34.1429                 NaN
  1102.86        2500.00                 NaN            NaN            NaN            NaN   9.04436        2.84448                 NaN   8.67419        46.1405       0.591106        32.7053                 NaN
  1101.28        2500.00                 NaN            NaN            NaN   3.99368       0.376920E-001            NaN            NaN   7.53537        49.4855       0.933750        33.9699        4.04412     
  1099.70        2500.00                 NaN            NaN            NaN            NaN   9.05208        2.84199                 NaN   8.68241        46.1256       0.589574        32.7084                 NaN
  1098.11        2500.00                 NaN            NaN            NaN            NaN   9.05528        2.84142                 NaN   8.68646        46.1181       0.588804        32.7099                 NaN
  1096.53        2500.00                 NaN            NaN            NaN            NaN   9.20059        2.70086                 NaN   8.69555        46.1050       0.587023        32.7110                 NaN
  1094.95        2500.00                 NaN            NaN            NaN            NaN   9.19296        2.71102                 NaN   8.69914        46.0981       0.586281        32.7125                 NaN
  1093.37        2500.00                 NaN            NaN            NaN   3.58165       0.217201E-005   5.44478                 NaN   8.03899        47.9115       0.863723        34.1593                 NaN
  1091.78        2500.00                 NaN            NaN            NaN   3.58383       0.217193E-005   5.44174                 NaN   8.03900        47.9091       0.864016        34.1623                 NaN
  1090.20        2500.00                 NaN            NaN            NaN   3.58701       0.217179E-005   5.43774                 NaN   8.03940        47.9054       0.864333        34.1661                 NaN
  1088.62        2500.00                 NaN            NaN            NaN   3.99123       0.612696E-001            NaN            NaN   7.53743        49.4728       0.933270        33.9785        4.02551     
  1087.04        2500.00                 NaN            NaN            NaN            NaN   9.01799        2.89659                 NaN   8.71301        46.0676       0.583786        32.7211                 NaN
  1085.45        2500.00                 NaN            NaN            NaN            NaN   9.01537        2.90175                 NaN   8.71690        46.0603       0.583043        32.7227                 NaN
  1083.87        2500.00                 NaN            NaN            NaN   3.59675       0.217150E-005   5.42608                 NaN   8.04035        47.8938       0.865001        34.1780                 NaN
  1082.29        2500.00                 NaN            NaN            NaN   3.59845       0.217144E-005   5.42432                 NaN   8.04049        47.8917       0.864964        34.1801                 NaN
  1080.71        2500.00                 NaN            NaN            NaN   3.60018       0.217141E-005   5.42260                 NaN   8.04044        47.8897       0.864918        34.1821                 NaN
  1079.12        2500.00                 NaN            NaN            NaN            NaN   2.12558        9.69078                 NaN   8.69947        46.1908       0.592798        32.7005                 NaN
  1077.54        2500.00                 NaN            NaN            NaN            NaN   2.13080        9.68805                 NaN   8.70326        46.1841       0.591996        32.7018                 NaN
  1075.96        2500.00                 NaN            NaN            NaN            NaN   2.13572        9.68562                 NaN   8.70729        46.1770       0.591160        32.7032                 NaN
  1074.38        2500.00                 NaN            NaN            NaN            NaN   2.14244        9.68121                 NaN   8.71105        46.1702       0.590436        32.7047                 NaN
  1072.79        2500.00                 NaN            NaN            NaN            NaN   2.15001        9.67581                 NaN   8.71448        46.1637       0.589809        32.7062                 NaN
  1071.21        2500.00                 NaN            NaN            NaN            NaN   2.15688        9.67107                 NaN   8.71783        46.1573       0.589195        32.7078                 NaN
  1069.63        2500.00                 NaN            NaN            NaN            NaN   2.16306        9.66702                 NaN   8.72122        46.1509       0.588569        32.7093                 NaN
  1068.05        2500.00                 NaN            NaN            NaN            NaN   2.16886        9.66336                 NaN   8.72464        46.1445       0.587926        32.7107                 NaN
  1066.46        2500.00                 NaN            NaN            NaN            NaN   9.16252        2.78955                 NaN   8.76986        45.9641       0.572631        32.7413                 NaN
  1064.88        2500.00                 NaN            NaN            NaN            NaN   9.15966        2.79598                 NaN   8.77451        45.9550       0.571598        32.7432                 NaN
  1063.30        2500.00                 NaN            NaN            NaN            NaN   9.15449        2.80427       0.457415E-005   8.77750        45.9479       0.570789        32.7450                 NaN
  1061.72        2500.00                 NaN            NaN            NaN            NaN   9.16243        2.79907                 NaN   8.78381        45.9383       0.569952        32.7464                 NaN
  1060.13        2500.00                 NaN            NaN            NaN            NaN   9.13922        2.82493                 NaN   8.78547        45.9327       0.569374        32.7483                 NaN
  1058.55        2500.00                 NaN            NaN            NaN            NaN   8.98943        2.97461                 NaN   8.78294        45.9324       0.569990        32.7507                 NaN
  1056.97        2500.00                 NaN            NaN            NaN            NaN   8.99088        2.97603                 NaN   8.78689        45.9247       0.569195        32.7523                 NaN
  1055.39        2500.00                 NaN            NaN            NaN            NaN   9.12841        2.84417                 NaN   8.79677        45.9101       0.567056        32.7535                 NaN
  1053.80        2500.00                 NaN            NaN            NaN            NaN   8.98316        2.98935                 NaN   8.79440        45.9097       0.567699        32.7557                 NaN
  1052.22        2500.00                 NaN            NaN            NaN            NaN   8.98606        2.98936                 NaN   8.79837        45.9019       0.566875        32.7574                 NaN
  1050.64        2500.00                 NaN            NaN            NaN            NaN   9.01028        2.96808                 NaN   8.80385        45.8930       0.565862        32.7589                 NaN
  1049.06        2500.00                 NaN            NaN            NaN            NaN   9.00890        2.97302                 NaN   8.80719        45.8851       0.565014        32.7608                 NaN
  1047.47        2500.00                 NaN            NaN            NaN            NaN   8.99214        2.99241                 NaN   8.81051        45.8780       0.564361        32.7626                 NaN
  1045.89        2500.00                 NaN            NaN            NaN            NaN   8.97192        3.01505                 NaN   8.81346        45.8715       0.563788        32.7643                 NaN
  1044.31        2500.00                 NaN            NaN            NaN            NaN   9.09394        2.89902                 NaN   8.82307        45.8568       0.561567        32.7656                 NaN
  1042.73        2500.00                 NaN            NaN            NaN            NaN   8.94308        3.04929                 NaN   8.82013        45.8571       0.562462        32.7679                 NaN
  1041.14        2500.00                 NaN            NaN            NaN            NaN   8.93389        3.06130                 NaN   8.82366        45.8497       0.561748        32.7697                 NaN
  1039.56        2500.00                 NaN            NaN            NaN            NaN   8.92674        3.07133                 NaN   8.82727        45.8422       0.561011        32.7714                 NaN
  1037.98        2500.00                 NaN            NaN            NaN            NaN   8.92459        3.07647                 NaN   8.83108        45.8344       0.560220        32.7732                 NaN
  1036.40        2500.00                 NaN            NaN            NaN            NaN   8.92129        3.08273                 NaN   8.83486        45.8267       0.559440        32.7750                 NaN
  1034.81        2500.00                 NaN            NaN            NaN            NaN   2.34961        9.52160                 NaN   8.80021        46.0149       0.573335        32.7404                 NaN
  1033.23        2500.00                 NaN            NaN            NaN            NaN   2.35576        9.54933       0.165650E-005   8.80778        45.9641       0.571485        32.7515                 NaN
  1031.65        2500.00                 NaN            NaN            NaN            NaN   2.36651        9.53986       0.156802E-005   8.81244        45.9569       0.570864        32.7534                 NaN
  1030.07        2500.00                 NaN            NaN            NaN   2.67387       0.217196E-005   7.41706                 NaN   8.34758        46.8983       0.745451        33.9178                 NaN
  1028.48        2500.00                 NaN            NaN            NaN   2.69815       0.217185E-005   7.37575                 NaN   8.34639        46.9029       0.746980        33.9298                 NaN
  1026.90        2500.00                 NaN            NaN            NaN   2.72823       0.217173E-005   7.32209                 NaN   8.33990        46.9156       0.749827        33.9443                 NaN
  1025.32        2500.00                 NaN            NaN            NaN   2.63329       0.217184E-005   7.50490                 NaN   8.36553        46.8501       0.738906        33.9072                 NaN
  1023.74        2500.00                 NaN            NaN            NaN   2.66404       0.217173E-005   7.45093                 NaN   8.35976        46.8617       0.741496        33.9221                 NaN
  1022.15        2500.00                 NaN            NaN            NaN            NaN   8.17470        3.89682                 NaN   8.88243        45.7083       0.543997        32.7937                 NaN
  1020.57        2500.00                 NaN            NaN            NaN            NaN   8.20715        3.86617                 NaN   8.88542        45.7022       0.543543        32.7955                 NaN
  1018.99        2500.00                 NaN            NaN            NaN            NaN   8.23581        3.83947                 NaN   8.88851        45.6958       0.543044        32.7973                 NaN
  1017.41        2500.00                 NaN            NaN            NaN   2.83364        7.14296       0.359365E-004            NaN   8.32407        46.9423       0.757411        33.9996                 NaN
  1015.82        2500.00                 NaN            NaN            NaN   2.83888       0.217099E-005   7.13674                 NaN   8.32497        46.9380       0.757343        34.0041                 NaN
  1014.24        2500.00                 NaN            NaN            NaN   2.85259       0.217091E-005   7.11428                 NaN   8.32344        46.9396       0.758203        34.0118                 NaN
  1012.66        2500.00                 NaN            NaN            NaN   2.87302       0.217080E-005   7.07880                 NaN   8.31974        46.9463       0.759892        34.0222                 NaN
  1011.08        2500.00                 NaN            NaN            NaN   2.89001       0.217071E-005   7.04960                 NaN   8.31734        46.9507       0.761152        34.0312                 NaN
  1009.49        2500.00                 NaN            NaN            NaN            NaN   8.36056        3.72868                 NaN   8.90847        45.6545       0.539478        32.8083                 NaN
  1007.91        2500.00                 NaN            NaN            NaN            NaN   8.36590        3.72609                 NaN   8.91178        45.6472       0.538835        32.8102                 NaN
  1006.33        2500.00                 NaN            NaN            NaN            NaN   7.74249        4.30650                 NaN   8.85800        45.7268       0.554156        32.8120                 NaN
  1004.75        2500.00                 NaN            NaN            NaN            NaN   7.76092        4.29085                 NaN   8.86184        45.7191       0.553445        32.8139                 NaN
  1003.16        2500.00                 NaN            NaN            NaN            NaN   8.39833        3.70182                 NaN   8.92216        45.6251       0.536823        32.8158                 NaN
  1001.58        2500.00                 NaN            NaN            NaN   2.91817       0.217023E-005   7.01850                 NaN   8.32298        46.9242       0.760354        34.0558                 NaN
  1000.00        2500.00                 NaN            NaN            NaN   2.93379       0.217013E-005   6.99189                 NaN   8.32076        46.9278       0.761523        34.0643                 NaN
