|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.25/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1443.09        2500.00                 NaN   97.1555                 NaN  0.330857       0.694818       0.960642                 NaN  0.858152                 NaN            NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.1882                 NaN  0.390032       0.591490       0.973329                 NaN  0.856914                 NaN            NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.2419                 NaN  0.389441       0.962009       0.565747                 NaN  0.840920                 NaN            NaN            NaN            NaN
  1438.35        2500.00                 NaN   97.2978                 NaN  0.388287       0.947887       0.541838                 NaN  0.824162                 NaN            NaN            NaN            NaN
  1436.76        2500.00                 NaN   97.3489                 NaN  0.387746       0.936343       0.518128                 NaN  0.808923                 NaN            NaN            NaN            NaN
  1435.18        2500.00                 NaN   97.3910                 NaN  0.388803       0.923480       0.500287                 NaN  0.796466                 NaN            NaN            NaN            NaN
  1433.60        2500.00                 NaN   97.4540                 NaN  0.385293       0.912455       0.471485                 NaN  0.776803                 NaN            NaN            NaN            NaN
  1432.02        2500.00                 NaN   97.4738                 NaN  0.388979       0.454146       0.910784                 NaN  0.772267                 NaN            NaN            NaN            NaN
  1430.43        2500.00                 NaN   97.5615                 NaN  0.382316       0.426065       0.886045                 NaN  0.744087                 NaN            NaN            NaN            NaN
  1428.85        2500.00                 NaN   97.5821                 NaN  0.385412       0.408834       0.884930                 NaN  0.738680                 NaN            NaN            NaN            NaN
  1427.27        2500.00                 NaN   97.6223                 NaN  0.385386       0.877094       0.388682                 NaN  0.726541                 NaN            NaN            NaN            NaN
  1425.69        2500.00                 NaN   97.6630                 NaN  0.385218       0.867946       0.369550                 NaN  0.714278                 NaN            NaN            NaN            NaN
  1424.10        2500.00                 NaN   97.7049                 NaN  0.384543       0.858684       0.350371                 NaN  0.701509                 NaN            NaN            NaN            NaN
  1422.52        2500.00                 NaN   97.7415                 NaN  0.384642       0.851496       0.331962                 NaN  0.690445                 NaN            NaN            NaN            NaN
  1420.94        2500.00                 NaN   97.7616                 NaN  0.388527       0.848109       0.316225                 NaN  0.685524                 NaN            NaN            NaN            NaN
  1419.36        2500.00                 NaN   97.8382                 NaN  0.379744       0.294738       0.827024                 NaN  0.660307                 NaN            NaN            NaN            NaN
  1417.78        2500.00                 NaN   97.8485                 NaN  0.384371       0.829993       0.279164                 NaN  0.657993                 NaN            NaN            NaN            NaN
  1416.19        2500.00                 NaN   97.8827                 NaN  0.384275       0.825208       0.260063                 NaN  0.647772                 NaN            NaN            NaN            NaN
  1414.61        2500.00                 NaN   97.9160                 NaN  0.383809       0.244561       0.818345                 NaN  0.637315                 NaN            NaN            NaN            NaN
  1413.03        2500.00                 NaN   97.9468                 NaN  0.383787       0.812821       0.228651                 NaN  0.627951                 NaN            NaN            NaN            NaN
  1411.45        2500.00                 NaN   97.9793                 NaN  0.383755       0.805798       0.213102                 NaN  0.618055                 NaN            NaN            NaN            NaN
  1409.86        2500.00                 NaN   98.0089                 NaN  0.383474       0.800880       0.197719                 NaN  0.608989                 NaN            NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.0380                 NaN  0.383370       0.795216       0.183365                 NaN  0.600030                 NaN            NaN            NaN            NaN
  1406.70        2500.00                 NaN   97.8262                 NaN  0.414908       0.193438       0.892734                 NaN  0.672699                 NaN            NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.3682                 NaN  0.348558       0.105914       0.681330                 NaN  0.496025                 NaN            NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.1219                 NaN  0.382812       0.138540       0.782450                 NaN  0.574282                 NaN            NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.1484                 NaN  0.382230       0.125347       0.778039                 NaN  0.565990                 NaN            NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.1729                 NaN  0.382229       0.775420       0.110995                 NaN  0.558446                 NaN            NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.1990                 NaN  0.381717       0.772538       0.962917E-001            NaN  0.550450                 NaN            NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.2210                 NaN  0.381436       0.769148       0.852017E-001            NaN  0.543229                 NaN            NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.2424                 NaN  0.382553       0.698691E-001  0.767997                 NaN  0.537149                 NaN            NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.2773                 NaN  0.378134       0.757085       0.620015E-001            NaN  0.525486                 NaN            NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.2922                 NaN  0.380521       0.761283       0.446037E-001            NaN  0.521398                 NaN            NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.3165                 NaN  0.377675       0.376784E-001  0.754973                 NaN  0.513196                 NaN            NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.3369                 NaN  0.377494       0.269089E-001  0.751789                 NaN  0.506922                 NaN            NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.3554                 NaN  0.377580       0.752014       0.140259E-001            NaN  0.500952                 NaN            NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.3332                 NaN  0.302783       0.619454       0.246747                 NaN  0.497845                 NaN            NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.4114                 NaN  0.373155       0.732660                 NaN            NaN  0.482774                 NaN            NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.4153                 NaN  0.372656       0.730750                 NaN            NaN  0.481284                 NaN            NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.4387                 NaN  0.369344       0.717989                 NaN            NaN  0.473918                 NaN            NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.4531                 NaN  0.361788       0.716835                 NaN            NaN  0.468279                 NaN            NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.4711                 NaN  0.358566       0.708136                 NaN            NaN  0.462172                 NaN            NaN            NaN            NaN
  1376.63        2500.00                 NaN   98.4845                 NaN  0.355712       0.702559                 NaN            NaN  0.457188                 NaN            NaN            NaN            NaN
  1375.05        2500.00                 NaN   98.5090                 NaN  0.357273       0.683476                 NaN            NaN  0.450208                 NaN            NaN            NaN            NaN
  1373.47        2500.00                 NaN   98.5243                 NaN  0.351192       0.680135                 NaN            NaN  0.444329                 NaN            NaN            NaN            NaN
  1371.88        2500.00                 NaN   98.5344                 NaN  0.338844       0.687041                 NaN            NaN  0.439685                 NaN            NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.5573                 NaN  0.342130       0.668213                 NaN            NaN  0.432395                 NaN            NaN            NaN            NaN
  1368.72        2500.00                 NaN   98.5696                 NaN  0.336178       0.666234                 NaN            NaN  0.427964                 NaN            NaN            NaN            NaN
  1367.14        2500.00                 NaN   98.5867                 NaN  0.335157       0.655671                 NaN            NaN  0.422445                 NaN            NaN            NaN            NaN
  1365.55        2500.00                 NaN   98.6039                 NaN  0.332155       0.647428                 NaN            NaN  0.416501                 NaN            NaN            NaN            NaN
  1363.97        2500.00                 NaN   98.6166                 NaN  0.340183       0.629031                 NaN            NaN  0.414182                 NaN            NaN            NaN            NaN
  1362.39        2500.00                 NaN   98.6337                 NaN  0.324176       0.636723                 NaN            NaN  0.405390                 NaN            NaN            NaN            NaN
  1360.81        2500.00                 NaN   98.6492                 NaN  0.320147       0.629968                 NaN            NaN  0.400702                 NaN            NaN            NaN            NaN
  1359.22        2500.00                 NaN   98.6612                 NaN  0.318994       0.622776                 NaN            NaN  0.397041                 NaN            NaN            NaN            NaN
  1357.64        2500.00                 NaN   98.6454                 NaN  0.320516       0.633598                 NaN            NaN  0.400461                 NaN            NaN            NaN            NaN
  1356.06        2500.00                 NaN   98.7158                 NaN  0.310427       0.595227                 NaN            NaN  0.378501                 NaN            NaN            NaN            NaN
  1354.48        2500.00                 NaN   98.7023                 NaN  0.309664       0.605815                 NaN            NaN  0.382218                 NaN            NaN            NaN            NaN
  1352.89        2500.00                 NaN   98.7155                 NaN  0.306589       0.600267                 NaN            NaN  0.377676                 NaN            NaN            NaN            NaN
  1351.31        2500.00                 NaN   98.7300                 NaN  0.301875       0.595449                 NaN            NaN  0.372637                 NaN            NaN            NaN            NaN
  1349.73        2500.00                 NaN   98.7405                 NaN  0.298283       0.592613                 NaN            NaN  0.368612                 NaN            NaN            NaN            NaN
  1348.15        2500.00                 NaN   98.7545                 NaN  0.295690       0.585902                 NaN            NaN  0.363902                 NaN            NaN            NaN            NaN
  1346.56        2500.00                 NaN   98.7667                 NaN  0.294916       0.578226                 NaN            NaN  0.360143                 NaN            NaN            NaN            NaN
  1344.98        2500.00                 NaN   98.7795                 NaN  0.287630       0.578121                 NaN            NaN  0.354783                 NaN            NaN            NaN            NaN
  1343.40        2500.00                 NaN   98.7903                 NaN  0.284006       0.574550                 NaN            NaN  0.351193                 NaN            NaN            NaN            NaN
  1341.82        2500.00                 NaN   98.8028                 NaN  0.281685       0.568865                 NaN            NaN  0.346697                 NaN            NaN            NaN            NaN
  1340.23        2500.00                 NaN   98.8136                 NaN  0.276323       0.567215                 NaN            NaN  0.342826                 NaN            NaN            NaN            NaN
  1338.65        2500.00                 NaN   98.8256                 NaN  0.277256       0.557997                 NaN            NaN  0.339126                 NaN            NaN            NaN            NaN
  1337.07        2500.00                 NaN   98.8328                 NaN  0.272821       0.558465                 NaN            NaN  0.335927                 NaN            NaN            NaN            NaN
  1335.49        2500.00                 NaN   98.8511                 NaN  0.265464       0.554061                 NaN            NaN  0.329348                 NaN            NaN            NaN            NaN
  1333.90        2500.00                 NaN   98.8587                 NaN  0.261778       0.552962                 NaN            NaN  0.326573                 NaN            NaN            NaN            NaN
  1332.32        2500.00                 NaN   98.8671                 NaN  0.261563       0.547441                 NaN            NaN  0.323910                 NaN            NaN            NaN            NaN
  1330.74        2500.00                 NaN   98.8791                 NaN  0.255796       0.545632                 NaN            NaN  0.319469                 NaN            NaN            NaN            NaN
  1329.16        2500.00                 NaN   98.8882                 NaN  0.253604       0.541976                 NaN            NaN  0.316239                 NaN            NaN            NaN            NaN
  1327.57        2500.00                 NaN   98.8991                 NaN  0.247622       0.541214                 NaN            NaN  0.312055                 NaN            NaN            NaN            NaN
  1325.99        2500.00                 NaN   98.9083                 NaN  0.244242       0.538550                 NaN            NaN  0.308925                 NaN            NaN            NaN            NaN
  1324.41        2500.00                 NaN   98.9185                 NaN  0.239641       0.536712                 NaN            NaN  0.305156                 NaN            NaN            NaN            NaN
  1322.83        2500.00                 NaN   98.9280                 NaN  0.238770       0.531172                 NaN            NaN  0.302066                 NaN            NaN            NaN            NaN
  1321.24        2500.00                 NaN   98.9379                 NaN  0.233192       0.530434                 NaN            NaN  0.298431                 NaN            NaN            NaN            NaN
  1319.66        2500.00                 NaN   98.9457                 NaN  0.225922       0.533084                 NaN            NaN  0.295278                 NaN            NaN            NaN            NaN
  1318.08        2500.00                 NaN   98.9556                 NaN  0.221911       0.530746                 NaN            NaN  0.291700                 NaN            NaN            NaN            NaN
  1316.50        2500.00                 NaN   98.9651                 NaN  0.219986       0.526268                 NaN            NaN  0.288636                 NaN            NaN            NaN            NaN
  1314.91        2500.00                 NaN   98.9720                 NaN  0.214528       0.527649                 NaN            NaN  0.285839                 NaN            NaN            NaN            NaN
  1313.33        2500.00                 NaN   98.9826                 NaN  0.211452       0.523613                 NaN            NaN  0.282359                 NaN            NaN            NaN            NaN
  1311.75        2500.00                 NaN   98.9879                 NaN  0.203475       0.528976                 NaN            NaN  0.279671                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   98.9985                 NaN  0.201381       0.523634                 NaN            NaN  0.276481                 NaN            NaN            NaN            NaN
