|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1496.04        500.000        99.2820                 NaN            NaN            NaN  0.718015                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        500.000        99.2887                 NaN  0.421034E-001            NaN  0.669202                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000        99.3353                 NaN  0.150409E-001            NaN  0.649667                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        500.000        99.2295                 NaN            NaN            NaN  0.770524                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        500.000        99.2849                 NaN            NaN            NaN  0.715088                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        500.000        99.2827                 NaN            NaN            NaN  0.717283                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        500.000        99.2815                 NaN            NaN            NaN  0.718514                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        500.000        99.2781                 NaN            NaN            NaN  0.721935                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        500.000        99.2737                 NaN            NaN            NaN  0.726294                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        500.000        99.2706                 NaN            NaN            NaN  0.729392                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        500.000        98.9777                 NaN            NaN            NaN  0.431983       0.590292                 NaN            NaN            NaN            NaN            NaN
  1479.61        500.000        98.8057                 NaN            NaN            NaN  0.496267       0.697999                 NaN            NaN            NaN            NaN            NaN
  1478.12        500.000        98.8190                 NaN            NaN            NaN  0.690987       0.490021                 NaN            NaN            NaN            NaN            NaN
  1476.62        500.000        98.8332                 NaN            NaN            NaN  0.483095       0.683684                 NaN            NaN            NaN            NaN            NaN
  1475.13        500.000        98.8462                 NaN            NaN            NaN  0.676532       0.477221                 NaN            NaN            NaN            NaN            NaN
  1473.63        500.000        98.8585                 NaN            NaN            NaN  0.669856       0.471597                 NaN            NaN            NaN            NaN            NaN
  1472.14        500.000        98.8704                 NaN            NaN            NaN  0.664025       0.465620                 NaN            NaN            NaN            NaN            NaN
  1470.64        500.000        98.8849                 NaN            NaN            NaN  0.655907       0.459231                 NaN            NaN            NaN            NaN            NaN
  1469.15        500.000        98.8962                 NaN            NaN            NaN  0.649635       0.454158                 NaN            NaN            NaN            NaN            NaN
  1467.66        500.000        99.1112                 NaN  0.134858                 NaN  0.753914                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        500.000        98.7234                 NaN            NaN            NaN  0.735146       0.541434                 NaN            NaN            NaN            NaN            NaN
  1464.67        500.000        98.9314                 NaN            NaN            NaN  0.437658       0.630952                 NaN            NaN            NaN            NaN            NaN
  1463.17        500.000        98.9424                 NaN            NaN            NaN  0.432377       0.625272                 NaN            NaN            NaN            NaN            NaN
  1461.68        500.000        98.9544                 NaN            NaN            NaN  0.427153       0.618469                 NaN            NaN            NaN            NaN            NaN
  1460.19        500.000        98.9648                 NaN            NaN            NaN  0.613103       0.422109                 NaN            NaN            NaN            NaN            NaN
  1458.69        500.000        98.9761                 NaN            NaN            NaN  0.607165       0.416710                 NaN            NaN            NaN            NaN            NaN
  1457.20        500.000        99.1255                 NaN            NaN            NaN  0.519387       0.355114                 NaN            NaN            NaN            NaN            NaN
  1455.70        500.000        98.8562                 NaN            NaN            NaN  0.464496       0.679285                 NaN            NaN            NaN            NaN            NaN
  1454.21        500.000        99.0064                 NaN            NaN            NaN  0.402760       0.590820                 NaN            NaN            NaN            NaN            NaN
  1452.72        500.000        99.0169                 NaN            NaN            NaN  0.397759       0.585338                 NaN            NaN            NaN            NaN            NaN
  1451.22        500.000        99.0264                 NaN            NaN            NaN  0.393628       0.579947                 NaN            NaN            NaN            NaN            NaN
  1449.73        500.000        99.0362                 NaN            NaN            NaN  0.388411       0.575411                 NaN            NaN            NaN            NaN            NaN
  1448.23        500.000        99.0452                 NaN            NaN            NaN  0.570415       0.384381                 NaN            NaN            NaN            NaN            NaN
  1446.74        500.000        99.0547                 NaN            NaN            NaN  0.565062       0.380219                 NaN            NaN            NaN            NaN            NaN
  1445.24        500.000        99.3091                 NaN            NaN            NaN  0.690871                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        500.000        98.8264                 NaN            NaN            NaN  0.430118       0.743527                 NaN            NaN            NaN            NaN            NaN
  1442.26        500.000        99.0826                 NaN            NaN            NaN  0.550469       0.366883                 NaN            NaN            NaN            NaN            NaN
  1440.76        500.000        98.3109                 NaN            NaN            NaN  0.663732       0.706391                 NaN  0.318929                 NaN            NaN            NaN
  1439.27        500.000        97.1371                 NaN            NaN            NaN  0.832689        1.22245                 NaN  0.807736                 NaN            NaN            NaN
  1437.77        500.000        97.2183                 NaN            NaN            NaN   1.18689       0.809428                 NaN  0.785375                 NaN            NaN            NaN
  1436.28        500.000        97.2850                 NaN            NaN            NaN  0.790720        1.15725                 NaN  0.766998                 NaN            NaN            NaN
  1434.79        500.000        97.3524                 NaN            NaN            NaN   1.12915       0.769967                 NaN  0.748457                 NaN            NaN            NaN
  1433.29        500.000        97.4181                 NaN            NaN            NaN   1.09962       0.751940                 NaN  0.730312                 NaN            NaN            NaN
  1431.80        500.000        97.4723                 NaN            NaN            NaN   1.07618       0.735956                 NaN  0.715567                 NaN            NaN            NaN
  1430.30        500.000        97.5457                 NaN            NaN            NaN  0.714289        1.04544                 NaN  0.694587                 NaN            NaN            NaN
  1428.81        500.000        97.5924                 NaN            NaN            NaN   1.02465       0.701169                 NaN  0.681738                 NaN            NaN            NaN
  1427.32        500.000        97.6477                 NaN            NaN            NaN   1.00077       0.685222                 NaN  0.666342                 NaN            NaN            NaN
  1425.82        500.000        97.7011                 NaN            NaN            NaN  0.669734       0.977797                 NaN  0.651417                 NaN            NaN            NaN
  1424.33        500.000        97.7515                 NaN            NaN            NaN  0.655108       0.956106                 NaN  0.637255                 NaN            NaN            NaN
  1422.83        500.000        97.7999                 NaN            NaN            NaN  0.935837       0.640108                 NaN  0.624140                 NaN            NaN            NaN
  1421.34        500.000        97.8450                 NaN            NaN            NaN  0.916245       0.627392                 NaN  0.611338                 NaN            NaN            NaN
  1419.84        500.000        97.8922                 NaN            NaN            NaN  0.613669       0.896181                 NaN  0.597989                 NaN            NaN            NaN
  1418.35        500.000        97.9354                 NaN            NaN            NaN  0.877858       0.600851                 NaN  0.585917                 NaN            NaN            NaN
  1416.86        500.000        97.9777                 NaN            NaN            NaN  0.859983       0.588228                 NaN  0.574137                 NaN            NaN            NaN
  1415.36        500.000        98.0173                 NaN            NaN            NaN  0.576228       0.843451                 NaN  0.563000                 NaN            NaN            NaN
  1413.87        500.000        98.0562                 NaN            NaN            NaN  0.826363       0.565354                 NaN  0.552067                 NaN            NaN            NaN
  1412.37        500.000        98.0945                 NaN            NaN            NaN  0.553611       0.810701                 NaN  0.541235                 NaN            NaN            NaN
  1410.88        500.000        98.1161                 NaN            NaN            NaN  0.801621       0.547064                 NaN  0.535263                 NaN            NaN            NaN
  1409.39        500.000        98.1787                 NaN            NaN            NaN  0.528711       0.775643                 NaN  0.516954                 NaN            NaN            NaN
  1407.89        500.000        98.2012                 NaN            NaN            NaN  0.521947       0.765795                 NaN  0.511107                 NaN            NaN            NaN
  1406.40        500.000        98.2344                 NaN            NaN            NaN  0.511868       0.752031                 NaN  0.501709                 NaN            NaN            NaN
  1404.90        500.000        98.2664                 NaN            NaN            NaN  0.738035       0.503013                 NaN  0.492531                 NaN            NaN            NaN
  1403.41        500.000        98.2975                 NaN            NaN            NaN  0.725791       0.492881                 NaN  0.483842                 NaN            NaN            NaN
  1401.92        500.000        98.3271                 NaN            NaN            NaN  0.713616       0.483901                 NaN  0.475383                 NaN            NaN            NaN
  1400.42        500.000        98.3556                 NaN            NaN            NaN  0.701618       0.475544                 NaN  0.467219                 NaN            NaN            NaN
  1398.93        500.000        98.3854                 NaN            NaN            NaN  0.466375       0.689426                 NaN  0.458846                 NaN            NaN            NaN
  1397.43        500.000        98.4115                 NaN            NaN            NaN  0.458123       0.679003                 NaN  0.451376                 NaN            NaN            NaN
  1395.94        500.000        98.4389                 NaN            NaN            NaN  0.450121       0.667435                 NaN  0.443514                 NaN            NaN            NaN
  1394.45        500.000        98.4643                 NaN            NaN            NaN  0.656871       0.442616                 NaN  0.436255                 NaN            NaN            NaN
  1392.95        500.000        98.4894                 NaN            NaN            NaN  0.434783       0.646873                 NaN  0.428912                 NaN            NaN            NaN
  1391.46        500.000        98.5158                 NaN            NaN            NaN  0.426806       0.635928                 NaN  0.421438                 NaN            NaN            NaN
  1389.96        500.000        98.5388                 NaN            NaN            NaN  0.419953       0.626326                 NaN  0.414886                 NaN            NaN            NaN
  1388.47        500.000        98.5623                 NaN            NaN            NaN  0.616855       0.412703                 NaN  0.408108                 NaN            NaN            NaN
  1386.97        500.000        98.5837                 NaN            NaN            NaN  0.406041       0.608310                 NaN  0.401957                 NaN            NaN            NaN
  1385.48        500.000        98.6070                 NaN            NaN            NaN  0.398745       0.598906                 NaN  0.395322                 NaN            NaN            NaN
  1383.99        500.000        98.6284                 NaN            NaN            NaN  0.590337       0.392110                 NaN  0.389195                 NaN            NaN            NaN
  1382.49        500.000        98.6471                 NaN            NaN            NaN  0.386446       0.582713                 NaN  0.383765                 NaN            NaN            NaN
  1381.00        500.000        98.6732                 NaN            NaN            NaN  0.378360       0.572260                 NaN  0.376130                 NaN            NaN            NaN
  1379.50        500.000        98.6886                 NaN            NaN            NaN  0.566221       0.373437                 NaN  0.371781                 NaN            NaN            NaN
  1378.01        500.000        98.7081                 NaN            NaN            NaN  0.558168       0.367590                 NaN  0.366172                 NaN            NaN            NaN
  1376.52        500.000        98.7281                 NaN            NaN            NaN  0.550559       0.361065                 NaN  0.360237                 NaN            NaN            NaN
  1375.02        500.000        98.7460                 NaN            NaN            NaN  0.543772       0.355130                 NaN  0.355100                 NaN            NaN            NaN
  1373.53        500.000        98.7634                 NaN            NaN            NaN  0.536399       0.350189                 NaN  0.350012                 NaN            NaN            NaN
  1372.03        500.000        98.7811                 NaN            NaN            NaN  0.344199       0.529769                 NaN  0.344899                 NaN            NaN            NaN
  1370.54        500.000        98.7972                 NaN            NaN            NaN  0.339352       0.523281                 NaN  0.340123                 NaN            NaN            NaN
  1369.05        500.000        98.8159                 NaN            NaN            NaN  0.333272       0.515864                 NaN  0.334924                 NaN            NaN            NaN
  1367.55        500.000        98.8337                 NaN            NaN            NaN  0.508492       0.327839                 NaN  0.330017                 NaN            NaN            NaN
  1366.06        500.000        98.8502                 NaN            NaN            NaN  0.502880       0.322342                 NaN  0.324540                 NaN            NaN            NaN
  1364.56        500.000        98.8619                 NaN            NaN            NaN  0.497956       0.318877                 NaN  0.321284                 NaN            NaN            NaN
  1363.07        500.000        98.8788                 NaN            NaN            NaN  0.313457       0.491392                 NaN  0.316389                 NaN            NaN            NaN
  1361.57        500.000        98.8925                 NaN            NaN            NaN  0.308953       0.486092                 NaN  0.312436                 NaN            NaN            NaN
  1360.08        500.000        98.9064                 NaN            NaN            NaN  0.304493       0.480644                 NaN  0.308455                 NaN            NaN            NaN
  1358.59        500.000        98.9222                 NaN            NaN            NaN  0.299073       0.475132                 NaN  0.303550                 NaN            NaN            NaN
  1357.09        500.000        98.9359                 NaN            NaN            NaN  0.469379       0.295051                 NaN  0.299624                 NaN            NaN            NaN
  1355.60        500.000        98.9495                 NaN            NaN            NaN  0.291102       0.463732                 NaN  0.295624                 NaN            NaN            NaN
  1354.10        500.000        98.9616                 NaN            NaN            NaN  0.286609       0.459550                 NaN  0.292201                 NaN            NaN            NaN
  1352.61        500.000        98.9760                 NaN            NaN            NaN  0.454067       0.282124                 NaN  0.287789                 NaN            NaN            NaN
  1351.12        500.000        98.9881                 NaN            NaN  0.386138E-004  0.449323       0.278180                 NaN  0.284349                 NaN            NaN            NaN
  1349.62        500.000        99.0019                 NaN            NaN            NaN  0.444254       0.273547                 NaN  0.280343                 NaN            NaN            NaN
  1348.13        500.000        99.0127                 NaN            NaN            NaN  0.269752       0.440377                 NaN  0.277168                 NaN            NaN            NaN
  1346.63        500.000        99.0264                 NaN            NaN            NaN  0.434800       0.265716                 NaN  0.273090                 NaN            NaN            NaN
  1345.14        500.000        99.0373                 NaN            NaN            NaN  0.262064       0.430810                 NaN  0.269796                 NaN            NaN            NaN
  1343.65        500.000        99.0485                 NaN            NaN            NaN  0.258803       0.426219                 NaN  0.266449                 NaN            NaN            NaN
  1342.15        500.000        99.0585                 NaN            NaN            NaN  0.255314       0.422806                 NaN  0.263423                 NaN            NaN            NaN
  1340.66        500.000        99.0708                 NaN            NaN            NaN  0.418454       0.250890                 NaN  0.259899                 NaN            NaN            NaN
  1339.16        500.000        99.0819                 NaN            NaN            NaN  0.414298       0.247152                 NaN  0.256649                 NaN            NaN            NaN
  1337.67        500.000        99.0911                 NaN            NaN            NaN  0.410507       0.244380                 NaN  0.253970                 NaN            NaN            NaN
  1336.17        500.000        99.1038                 NaN            NaN            NaN  0.239980       0.406190                 NaN  0.249995                 NaN            NaN            NaN
  1334.68        500.000        99.1110                 NaN            NaN            NaN  0.236777       0.404076                 NaN  0.248170                 NaN            NaN            NaN
  1333.19        500.000        99.1244                 NaN            NaN            NaN  0.398129       0.233626                 NaN  0.243864                 NaN            NaN            NaN
  1331.69        500.000        99.1327                 NaN            NaN            NaN  0.230368       0.395425                 NaN  0.241550                 NaN            NaN            NaN
  1330.20        500.000        99.1422                 NaN            NaN            NaN  0.392160       0.226840                 NaN  0.238765                 NaN            NaN            NaN
  1328.70        500.000        99.1511                 NaN            NaN            NaN  0.223691       0.389112                 NaN  0.236074                 NaN            NaN            NaN
  1327.21        500.000        99.1609                 NaN            NaN            NaN  0.385342       0.220524                 NaN  0.233278                 NaN            NaN            NaN
  1325.72        500.000        99.1710                 NaN            NaN            NaN  0.217275       0.381576                 NaN  0.230162                 NaN            NaN            NaN
  1324.22        500.000        99.1790                 NaN            NaN            NaN  0.379025       0.214089                 NaN  0.227900                 NaN            NaN            NaN
  1322.73        500.000        99.1881                 NaN            NaN            NaN  0.211268       0.375455                 NaN  0.225161                 NaN            NaN            NaN
  1321.23        500.000        99.1958                 NaN            NaN            NaN  0.372370       0.209006                 NaN  0.222795                 NaN            NaN            NaN
  1319.74        500.000        99.2043                 NaN            NaN            NaN  0.205906       0.369471                 NaN  0.220367                 NaN            NaN            NaN
  1318.25        500.000        99.2143                 NaN            NaN            NaN  0.366105       0.202333                 NaN  0.217212                 NaN            NaN            NaN
  1316.75        500.000        99.2212                 NaN            NaN            NaN  0.199540       0.363973                 NaN  0.215293                 NaN            NaN            NaN
  1315.26        500.000        99.2298                 NaN            NaN            NaN  0.360561       0.196917                 NaN  0.212708                 NaN            NaN            NaN
  1313.76        500.000        99.2374                 NaN            NaN            NaN  0.194134       0.357955                 NaN  0.210492                 NaN            NaN            NaN
  1312.27        500.000        99.2452                 NaN            NaN            NaN  0.355073       0.191532                 NaN  0.208159                 NaN            NaN            NaN
  1310.77        500.000        99.2525                 NaN            NaN            NaN  0.188824       0.352712                 NaN  0.205987                 NaN            NaN            NaN
  1309.28        500.000        99.2602                 NaN            NaN            NaN  0.185869       0.350211                 NaN  0.203730                 NaN            NaN            NaN
  1307.79        500.000        99.2678                 NaN            NaN            NaN  0.183272       0.347442                 NaN  0.201489                 NaN            NaN            NaN
  1306.29        500.000        99.2749                 NaN            NaN            NaN  0.344905       0.180809                 NaN  0.199390                 NaN            NaN            NaN
  1304.80        500.000        99.2821                 NaN            NaN            NaN  0.178158       0.342499                 NaN  0.197230                 NaN            NaN            NaN
  1303.30        500.000        99.2889                 NaN            NaN            NaN  0.175576       0.340318                 NaN  0.195215                 NaN            NaN            NaN
  1301.81        500.000        99.2955                 NaN            NaN            NaN  0.173174       0.337983                 NaN  0.193314                 NaN            NaN            NaN
  1300.32        500.000        99.2979                 NaN            NaN            NaN  0.169804       0.339604                 NaN  0.192684                 NaN            NaN            NaN
  1298.82        500.000        99.3144                 NaN            NaN            NaN  0.166813       0.331361                 NaN  0.187459                 NaN            NaN            NaN
  1297.33        500.000        99.3161                 NaN            NaN            NaN  0.165849       0.330834                 NaN  0.187175                 NaN            NaN            NaN
  1295.83        500.000        99.3229                 NaN            NaN            NaN  0.163257       0.328666                 NaN  0.185167                 NaN            NaN            NaN
  1294.34        500.000        99.3293                 NaN            NaN            NaN  0.326342       0.161043                 NaN  0.183328                 NaN            NaN            NaN
  1292.85        500.000        99.3357                 NaN            NaN            NaN  0.158618       0.324273                 NaN  0.181397                 NaN            NaN            NaN
  1291.35        500.000        99.3422                 NaN            NaN            NaN  0.321760       0.156525                 NaN  0.179546                 NaN            NaN            NaN
  1289.86        500.000        99.3479                 NaN            NaN            NaN  0.153638       0.320593                 NaN  0.177887                 NaN            NaN            NaN
  1288.36        500.000        99.3534                 NaN            NaN  0.705598E-003  0.152684       0.317077                 NaN  0.176134                 NaN            NaN            NaN
  1286.87        500.000        99.4403                 NaN            NaN  0.100575       0.301120                 NaN            NaN  0.158033                 NaN            NaN            NaN
  1285.38        500.000        99.4149                 NaN            NaN  0.143136       0.273157                 NaN            NaN  0.168798                 NaN            NaN            NaN
  1283.88        500.000        99.2980                 NaN            NaN            NaN  0.455567       0.530659E-001            NaN  0.193340                 NaN            NaN            NaN
  1282.39        500.000        99.3785                 NaN            NaN            NaN  0.309908       0.142581                 NaN  0.168969                 NaN            NaN            NaN
  1280.89        500.000        99.3844                 NaN            NaN            NaN  0.307783       0.140536                 NaN  0.167235                 NaN            NaN            NaN
  1279.40        500.000        99.4453                 NaN            NaN  0.129085       0.267412                 NaN            NaN  0.158164                 NaN            NaN            NaN
  1277.90        500.000        99.3707                 NaN            NaN            NaN  0.353935       0.103643                 NaN  0.171720                 NaN            NaN            NaN
  1276.41        500.000        99.4134                 NaN            NaN  0.480396E-001  0.170883       0.205532                 NaN  0.162104                 NaN            NaN            NaN
  1274.92        500.000        98.9740                 NaN            NaN  0.400883       0.299963                 NaN            NaN  0.325104                 NaN            NaN            NaN
  1273.42        500.000        99.4982                 NaN            NaN  0.129460       0.227578                 NaN            NaN  0.144741                 NaN            NaN            NaN
  1271.93        500.000        60.4189                 NaN            NaN   4.26031        6.43362                 NaN            NaN   4.60216        24.2850                 NaN            NaN
  1270.43        500.000        93.3864                 NaN            NaN  0.681855        1.10390                 NaN            NaN  0.757967        4.06985                 NaN            NaN
  1268.94        500.000        96.9858                 NaN            NaN  0.296766       0.516946                 NaN            NaN  0.341648        1.85884                 NaN            NaN
  1267.45        500.000        98.2184                 NaN            NaN  0.167296       0.314669                 NaN            NaN  0.200401        1.09920                 NaN            NaN
  1265.95        500.000        98.8057                 NaN            NaN  0.105786       0.218948                 NaN            NaN  0.133866       0.735693                 NaN            NaN
  1264.46        500.000        61.5874        34.1189                 NaN            NaN  0.974296                 NaN            NaN            NaN   3.31940                 NaN            NaN
  1262.96        500.000        98.5395                 NaN            NaN            NaN  0.881781                 NaN            NaN            NaN  0.578728                 NaN            NaN
  1261.47        500.000        89.1530                 NaN            NaN            NaN   1.98682                 NaN            NaN   1.61120        7.24896                 NaN            NaN
  1259.98        500.000        95.1984                 NaN            NaN            NaN   1.19325                 NaN            NaN  0.467960        3.14038                 NaN            NaN
