|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m2.75/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1596.15        500.000        99.5408                 NaN  0.459178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.66        500.000        99.1523                 NaN  0.844154       0.357876E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.16        500.000        99.1600                 NaN  0.840009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.67        500.000        99.1723                 NaN  0.827738       0.162407E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.17        500.000        99.1801                 NaN  0.808840       0.110133E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        500.000        99.1896                 NaN  0.787043       0.233138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.19        500.000        99.1984                 NaN  0.778674       0.229423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.69        500.000        99.2055                 NaN  0.772623       0.218461E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.20        500.000        99.2145                 NaN  0.765001       0.204784E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.70        500.000        99.2227                 NaN  0.756765       0.205707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.21        500.000        99.2301                 NaN  0.750011       0.198722E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.71        500.000        99.2389                 NaN  0.741674       0.194485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.22        500.000        99.2323                 NaN  0.751678       0.160054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        500.000        99.2657                 NaN  0.715670       0.186283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.23        500.000        99.2605                 NaN  0.722833       0.166197E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.74        500.000        99.2672                 NaN  0.717534       0.152513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.24        500.000        99.2731                 NaN  0.713196       0.137475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.75        500.000        99.2809                 NaN  0.705439       0.136855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.26        500.000        99.2889                 NaN  0.697132       0.140045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.76        500.000        99.2949                 NaN  0.692764       0.123807E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.27        500.000        99.2994                 NaN  0.689533       0.110218E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.77        500.000        99.3075                 NaN  0.681329       0.111789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.28        500.000        99.3140                 NaN  0.676103       0.987338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        500.000        99.3220                 NaN  0.668961       0.900307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.29        500.000        99.3142                 NaN  0.645848       0.399878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.3471                 NaN  0.652930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.3387                 NaN  0.661325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.81        500.000        99.3434                 NaN  0.652075       0.457034E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.31        500.000        99.3462                 NaN  0.653410       0.367961E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.82        500.000        99.3572                 NaN  0.640179       0.257795E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.33        500.000        99.7353                 NaN  0.128931       0.135796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.83        500.000        99.0123                 NaN  0.987660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.34        500.000        99.3711                 NaN  0.628890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.84        500.000        99.3772                 NaN  0.622837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.35        500.000        99.3820                 NaN  0.617991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.3886                 NaN  0.611375       0.190168E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.36        500.000        99.3935                 NaN  0.605721       0.776777E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.87        500.000        99.3970                 NaN  0.602984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        500.000        99.4049                 NaN  0.595099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        500.000        99.4057                 NaN  0.594262       0.148525E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        500.000        99.4126                 NaN  0.587420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        500.000        99.4169                 NaN  0.583076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        500.000        99.4217                 NaN  0.578299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        500.000        99.4263                 NaN  0.573732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        500.000        99.4303                 NaN  0.569654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        500.000        99.4345                 NaN  0.565514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        500.000        99.4388                 NaN  0.561151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000        99.4427                 NaN  0.557294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        500.000        99.4483                 NaN  0.551728                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        500.000        99.4503                 NaN  0.549749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        500.000        99.4557                 NaN  0.544311                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000        99.4612                 NaN  0.538769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        500.000        99.4613                 NaN  0.538741       0.204445E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        500.000        99.4676                 NaN  0.532390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        500.000        99.4715                 NaN  0.528515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        500.000        99.4759                 NaN  0.524134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        500.000        99.4793                 NaN  0.520688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000        99.4812                 NaN  0.518823       0.171002E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        500.000        99.4837                 NaN  0.516277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        500.000        99.4918                 NaN  0.508214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        500.000        99.4917                 NaN  0.508348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        500.000        99.4971                 NaN  0.502862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        500.000        99.4993                 NaN  0.500693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
