|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1275.16        2500.00        91.0894                 NaN            NaN   1.51917       0.963997                 NaN            NaN  0.584108        1.11568        4.72761                 NaN            NaN
  1273.77        2500.00        97.9532                 NaN            NaN  0.350937       0.355454                 NaN            NaN  0.228101       0.201909       0.910363                 NaN            NaN
  1272.38        2500.00        91.5445                 NaN            NaN  0.541065        2.07810                 NaN            NaN  0.446532        1.09911        4.29067                 NaN            NaN
  1270.99        2500.00        91.1099                 NaN            NaN  0.888117        1.61555                 NaN            NaN  0.584318        1.15371        4.64835                 NaN            NaN
  1269.60        2500.00        91.7605                 NaN            NaN   1.08413        1.30290                 NaN            NaN  0.525320        1.04825        4.27888                 NaN            NaN
  1268.21        2500.00        93.5439                 NaN            NaN   2.05601       0.652749E-001            NaN            NaN  0.257820       0.838018        3.23901                 NaN            NaN
  1266.82        2500.00        92.5069                 NaN            NaN  0.289974        1.91681                 NaN            NaN  0.401927       0.976092        3.90825                 NaN            NaN
  1265.43        2500.00        91.0223                 NaN            NaN   2.22011                 NaN            NaN            NaN  0.778300        1.11028        4.86905                 NaN            NaN
  1264.04        2500.00        93.0508                 NaN            NaN   2.51213                 NaN            NaN            NaN  0.237753       0.957800        3.24151                 NaN            NaN
  1262.65        2500.00        95.3150                 NaN            NaN   1.30588                 NaN            NaN            NaN  0.141487       0.561593        2.67607                 NaN            NaN
  1261.26        2500.00        91.8247                 NaN            NaN   1.54524       0.897473                 NaN            NaN  0.545391        1.11240        4.07479                 NaN            NaN
  1259.87        2500.00        94.3643                 NaN            NaN   1.48360                 NaN            NaN            NaN  0.210668       0.653149        3.28831                 NaN            NaN
  1258.48        2500.00        95.2067                 NaN            NaN  0.100745        1.48857                 NaN            NaN  0.204277       0.616534        2.38319                 NaN            NaN
  1257.09        2500.00        94.3124                 NaN            NaN   1.53622       0.175282                 NaN            NaN  0.309920       0.766771        2.89942                 NaN            NaN
  1255.70        2500.00        95.3544                 NaN            NaN  0.144617       0.978605                 NaN            NaN  0.337712       0.548285        2.63641                 NaN            NaN
  1254.31        2500.00        94.0903                 NaN            NaN   2.01945                 NaN            NaN            NaN  0.198716       0.761045        2.93049                 NaN            NaN
  1252.93        2500.00        95.1596                 NaN            NaN   1.50550                 NaN            NaN            NaN  0.204093       0.634773        2.49607                 NaN            NaN
  1251.54        2500.00        95.6368                 NaN            NaN  0.101096        1.19313                 NaN            NaN  0.240880       0.582885        2.24519                 NaN            NaN
  1250.15        2500.00        95.4037                 NaN            NaN  0.803650       0.623718                 NaN            NaN  0.166021       0.589145        2.41374                 NaN            NaN
  1248.76        2500.00        95.8744                 NaN            NaN   1.26846                 NaN            NaN            NaN  0.194366       0.536533        2.12624                 NaN            NaN
  1247.37        2500.00        96.0601                 NaN            NaN   1.14518                 NaN            NaN            NaN  0.222199       0.512855        2.05963                 NaN            NaN
  1245.98        2500.00        96.1369                 NaN            NaN   1.23561                 NaN            NaN            NaN  0.185399       0.559841        1.83333       0.489427E-001            NaN
  1244.59        2500.00        95.9172                 NaN            NaN   1.24371                 NaN            NaN            NaN            NaN  0.461370        2.29424       0.834456E-001            NaN
  1243.20        2500.00        91.9173                 NaN            NaN   1.25929        1.21488                 NaN            NaN            NaN  0.982155        4.28426       0.342072                 NaN
  1241.81        2500.00        98.9411                 NaN            NaN  0.233906       0.162744                 NaN            NaN            NaN  0.134959       0.500380       0.269557E-001            NaN
  1240.42        2500.00        96.8778                 NaN            NaN   1.08284                 NaN            NaN            NaN            NaN  0.359741        1.67962                 NaN            NaN
  1239.03        2500.00        97.1532                 NaN            NaN   1.31559                 NaN            NaN            NaN            NaN  0.504715       0.960294       0.661743E-001            NaN
  1237.64        2500.00        96.5912                 NaN            NaN  0.896830                 NaN            NaN            NaN            NaN  0.334147        2.11049       0.673677E-001            NaN
  1236.25        2500.00        95.4926                 NaN  0.140142       0.848508                 NaN            NaN            NaN  0.442053       0.589344        2.48731                 NaN            NaN
  1234.86        2500.00        99.4548                 NaN            NaN  0.300159                 NaN            NaN            NaN            NaN  0.663655E-001  0.178717                 NaN            NaN
  1233.47        2500.00        99.3167                 NaN            NaN  0.170761                 NaN            NaN            NaN            NaN  0.742666E-001  0.413815       0.244251E-001            NaN
  1232.08        2500.00        99.5116                 NaN            NaN  0.121498                 NaN            NaN            NaN            NaN  0.368149E-001  0.326229       0.386362E-002            NaN
  1230.69        2500.00        92.3809                 NaN            NaN   2.49583                 NaN            NaN            NaN            NaN   1.02539        3.93198       0.165860                 NaN
  1229.30        2500.00        97.0374                 NaN            NaN   1.07556       0.126390                 NaN            NaN            NaN  0.430429        1.25751       0.726807E-001            NaN
  1227.91        2500.00        97.4061                 NaN            NaN  0.618291       0.990857E-001            NaN            NaN            NaN  0.279391        1.53606       0.610714E-001            NaN
  1226.52        2500.00        98.0254                 NaN            NaN  0.294564       0.372081                 NaN            NaN            NaN  0.277252       0.951240       0.794806E-001            NaN
  1225.13        2500.00        97.3063                 NaN            NaN  0.144502       0.659025                 NaN            NaN            NaN  0.270359        1.58149       0.383690E-001            NaN
  1223.74        2500.00                 NaN            NaN            NaN   2.38200        14.3494                 NaN            NaN            NaN   8.60392        43.6124        1.19619        29.8561     
  1222.35        2500.00                 NaN            NaN            NaN   2.37263        14.3606                 NaN            NaN            NaN   8.60862        43.6072        1.19502        29.8559     
  1220.96        2500.00                 NaN            NaN            NaN   2.36343        14.3717                 NaN            NaN            NaN   8.61332        43.6020        1.19386        29.8557     
  1219.57        2500.00                 NaN            NaN            NaN   2.35439        14.3825                 NaN            NaN            NaN   8.61802        43.5968        1.19269        29.8555     
  1218.18        2500.00                 NaN            NaN            NaN   1.46240        1.09195        14.2069                 NaN            NaN   8.68293        43.4903        1.19734        29.8682     
  1216.79        2500.00                 NaN            NaN            NaN   1.42766        1.12500        14.2110                 NaN            NaN   8.68933        43.4822        1.19638        29.8684     
  1215.40        2500.00                 NaN            NaN            NaN   1.14455        1.46445        14.1726                 NaN            NaN   8.71255        43.4338        1.19708        29.8750     
  1214.01        2500.00                 NaN            NaN            NaN   1.11729        1.48902        14.1773       0.385319E-005            NaN   8.71844        43.4269        1.19609        29.8750     
  1212.62        2500.00                 NaN            NaN            NaN   2.12919        14.7850                 NaN            NaN            NaN   8.79086        43.2843        1.14971        29.8609     
  1211.23        2500.00                 NaN            NaN   6.59925        4.86383        2.11280                 NaN            NaN            NaN   8.68002        44.4829        1.60789        31.6533     
  1209.84        2500.00                 NaN            NaN   6.60011        4.86382        2.11164                 NaN            NaN            NaN   8.68009        44.4829        1.60791        31.6536     
  1208.45        2500.00                 NaN            NaN   6.60096        4.86382        2.11047                 NaN            NaN            NaN   8.68017        44.4828        1.60793        31.6539     
  1207.07        2500.00                 NaN            NaN   6.60181        4.86382        2.10931                 NaN            NaN            NaN   8.68025        44.4827        1.60796        31.6542     
  1205.68        2500.00                 NaN            NaN   6.60265        4.86382        2.10815                 NaN            NaN            NaN   8.68033        44.4826        1.60798        31.6544     
  1204.29        2500.00                 NaN            NaN   6.60349        4.86382        2.10699                 NaN            NaN            NaN   8.68042        44.4825        1.60800        31.6547     
  1202.90        2500.00                 NaN            NaN   6.60432        4.86382        2.10584                 NaN            NaN            NaN   8.68051        44.4824        1.60802        31.6550     
  1201.51        2500.00                 NaN            NaN            NaN   1.50031        1.03698        14.2547                 NaN            NaN   8.76153        43.3912        1.18516        29.8701     
  1200.12        2500.00                 NaN            NaN   6.60598        4.86382        2.10356                 NaN            NaN            NaN   8.68070        44.4823        1.60806        31.6556     
  1198.73        2500.00                 NaN            NaN   6.60680        4.86382        2.10242                 NaN            NaN            NaN   8.68080        44.4822        1.60808        31.6559     
  1197.34        2500.00                 NaN            NaN   6.60762        4.86382        2.10129                 NaN            NaN            NaN   8.68091        44.4820        1.60810        31.6562     
  1195.95        2500.00                 NaN            NaN   6.60843        4.86382        2.10017                 NaN            NaN            NaN   8.68101        44.4819        1.60812        31.6565     
  1194.56        2500.00                 NaN            NaN   6.60923        4.86382        2.09906                 NaN            NaN            NaN   8.68113        44.4818        1.60814        31.6568     
  1193.17        2500.00                 NaN            NaN   6.61004        4.86382        2.09795                 NaN            NaN            NaN   8.68124        44.4817        1.60815        31.6571     
  1191.78        2500.00                 NaN            NaN            NaN   1.86180       0.713473        14.2405                 NaN            NaN   8.81199        43.3176        1.17984        29.8748     
  1190.39        2500.00                 NaN            NaN            NaN   1.87997       0.694852        14.2427                 NaN            NaN   8.81742        43.3114        1.17889        29.8748     
  1189.00        2500.00                 NaN            NaN            NaN   1.89791       0.676598        14.2447                 NaN            NaN   8.82283        43.3052        1.17794        29.8748     
  1187.61        2500.00                 NaN            NaN   6.61270        4.86384        2.09509                 NaN            NaN            NaN   8.67795        44.4875        1.60786        31.6550     
  1186.22        2500.00                 NaN            NaN            NaN   14.5083        2.37986                 NaN            NaN            NaN   8.76303        43.3407        1.14147        29.8666     
  1184.83        2500.00                 NaN            NaN            NaN   16.3288       0.630314                 NaN            NaN            NaN   8.90345        43.1486        1.12614        29.8627     
  1183.44        2500.00                 NaN            NaN            NaN   1.96130       0.614523        14.2501                 NaN            NaN   8.84399        43.2811        1.17422        29.8748     
  1182.05        2500.00                 NaN            NaN            NaN   13.9085        2.94574                 NaN            NaN            NaN   8.77946        43.3404        1.15744        29.8684     
  1180.66        2500.00                 NaN            NaN            NaN   14.5079        2.38689                 NaN            NaN            NaN   8.78301        43.3172        1.13793        29.8672     
  1179.27        2500.00                 NaN            NaN            NaN   13.9260        2.93172                 NaN            NaN            NaN   8.78864        43.3300        1.15525        29.8684     
  1177.88        2500.00                 NaN            NaN            NaN   16.4417       0.541777                 NaN            NaN            NaN   8.91209        43.1279        1.11293        29.8636     
  1176.49        2500.00                 NaN            NaN            NaN   16.3373       0.645154                 NaN            NaN            NaN   8.91594        43.1248        1.11300        29.8638     
  1175.10        2500.00                 NaN            NaN            NaN   14.4471        2.44867                 NaN            NaN            NaN   8.80123        43.3002        1.13609        29.8667     
  1173.71        2500.00                 NaN            NaN            NaN   14.4033        2.49124                 NaN            NaN            NaN   8.80608        43.2961        1.13635        29.8669     
  1172.32        2500.00                 NaN            NaN            NaN   14.4144        2.48428                 NaN            NaN            NaN   8.80794        43.2914        1.13468        29.8673     
  1170.93        2500.00                 NaN            NaN            NaN   16.9794                 NaN            NaN            NaN            NaN   8.85514        43.2218        1.09504        29.8486     
  1169.54        2500.00                 NaN            NaN            NaN  0.595808        16.3804                 NaN            NaN            NaN   8.85414        43.2224        1.09508        29.8521     
  1168.15        2500.00                 NaN            NaN            NaN   15.5356        1.40692                 NaN            NaN            NaN   8.94445        43.1260        1.12637        29.8608     
  1166.76        2500.00                 NaN            NaN            NaN   15.4801        1.46293                 NaN            NaN            NaN   8.94846        43.1215        1.12587        29.8611     
  1165.37        2500.00                 NaN            NaN            NaN   15.4240        1.51945                 NaN            NaN            NaN   8.95232        43.1174        1.12543        29.8614     
  1163.98        2500.00                 NaN            NaN            NaN   15.6578        1.28832                 NaN            NaN            NaN   8.96290        43.1083        1.12308        29.8597     
  1162.59        2500.00                 NaN            NaN            NaN   15.3196        1.62478                 NaN            NaN            NaN   8.96014        43.1090        1.12449        29.8620     
  1161.21        2500.00                 NaN            NaN            NaN   3.42111        13.5561                 NaN            NaN            NaN   8.87327        43.1630        1.11259        29.8740     
  1159.82        2500.00                 NaN            NaN            NaN   3.29108        13.6853                 NaN            NaN            NaN   8.87792        43.1588        1.11247        29.8744     
  1158.43        2500.00                 NaN            NaN            NaN   5.51503        11.3673                 NaN            NaN            NaN   8.76299        43.3146        1.15819        29.8819     
  1157.04        2500.00                 NaN            NaN            NaN   5.41963        11.4639                 NaN            NaN            NaN   8.76626        43.3105        1.15718        29.8825     
  1155.65        2500.00                 NaN            NaN            NaN   5.34567        11.5394                 NaN            NaN            NaN   8.76991        43.3060        1.15604        29.8830     
  1154.26        2500.00                 NaN            NaN            NaN   5.27978        11.6069                 NaN            NaN            NaN   8.77368        43.3012        1.15495        29.8835     
  1152.87        2500.00                 NaN            NaN            NaN   5.22028        11.6681                 NaN            NaN            NaN   8.77751        43.2964        1.15382        29.8839     
  1151.48        2500.00                 NaN            NaN            NaN   5.16599        11.7241                 NaN            NaN            NaN   8.78154        43.2914        1.15265        29.8843     
  1150.09        2500.00                 NaN            NaN            NaN   4.16589        12.7069                 NaN            NaN            NaN   8.90874        43.1912        1.15555        29.8718     
  1148.70        2500.00                 NaN            NaN            NaN   4.15007        12.7228                 NaN            NaN            NaN   8.91262        43.1873        1.15521        29.8721     
  1147.31        2500.00                 NaN            NaN            NaN   13.9840        2.95336                 NaN            NaN            NaN   8.97872        43.0846        1.12795        29.8714     
  1145.92        2500.00                 NaN            NaN            NaN   4.12303        12.7500                 NaN            NaN            NaN   8.92038        43.1795        1.15449        29.8726     
  1144.53        2500.00                 NaN            NaN            NaN   4.11497        12.7583                 NaN            NaN            NaN   8.92428        43.1755        1.15410        29.8729     
  1143.14        2500.00                 NaN            NaN            NaN   4.10071        12.7727                 NaN            NaN            NaN   8.92830        43.1714        1.15371        29.8731     
  1141.75        2500.00                 NaN            NaN            NaN   4.09080        12.7828                 NaN            NaN            NaN   8.93228        43.1674        1.15330        29.8734     
  1140.36        2500.00                 NaN            NaN            NaN   4.08222        12.7917                 NaN            NaN            NaN   8.93630        43.1633        1.15288        29.8737     
  1138.97        2500.00                 NaN            NaN            NaN   4.07337        12.8008                 NaN            NaN            NaN   8.94031        43.1591        1.15245        29.8739     
  1137.58        2500.00                 NaN            NaN            NaN   4.06748        12.8071                 NaN            NaN            NaN   8.94430        43.1549        1.15201        29.8742     
  1136.19        2500.00                 NaN            NaN            NaN   14.6444        2.31922                 NaN            NaN            NaN   9.03783        43.0162        1.11264        29.8697     
  1134.80        2500.00                 NaN            NaN            NaN   14.6207        2.34356                 NaN            NaN            NaN   9.04178        43.0119        1.11212        29.8700     
  1133.41        2500.00                 NaN            NaN            NaN   14.5856        2.37891                 NaN            NaN            NaN   9.04558        43.0078        1.11174        29.8704     
  1132.02        2500.00                 NaN            NaN            NaN   4.04884        12.8273                 NaN            NaN            NaN   8.96039        43.1379        1.15018        29.8753     
  1130.63        2500.00                 NaN            NaN            NaN   14.5451        2.42054                 NaN            NaN            NaN   9.05333        42.9994        1.11070        29.8709     
  1129.24        2500.00                 NaN            NaN            NaN   14.4318        2.53041                 NaN            NaN            NaN   9.05336        43.0008        1.11197        29.8717     
  1127.85        2500.00                 NaN            NaN            NaN   14.3990        2.56330                 NaN            NaN            NaN   9.05675        42.9972        1.11174        29.8720     
  1126.46        2500.00                 NaN            NaN            NaN   4.02612        12.8519                 NaN            NaN            NaN   8.97682        43.1204        1.14821        29.8765     
  1125.07        2500.00                 NaN            NaN   3.83450        7.26614        3.85990                 NaN            NaN            NaN   8.76994        43.9363        1.42550        30.9077     
  1123.68        2500.00                 NaN            NaN   3.86046        7.23002        3.85827                 NaN            NaN            NaN   8.77090        43.9378        1.42700        30.9155     
  1122.29        2500.00                 NaN            NaN            NaN   2.75744        14.1993                 NaN            NaN            NaN   9.06702        42.9913        1.11251        29.8724     
  1120.90        2500.00                 NaN            NaN            NaN   13.3833        3.51646                 NaN            NaN            NaN   9.02784        43.0628        1.13612        29.8735     
  1119.51        2500.00                 NaN            NaN            NaN   14.1006        2.84319                 NaN            NaN            NaN   9.07279        42.9951        1.11637        29.8720     
  1118.12        2500.00                 NaN            NaN            NaN   14.0894        2.85566                 NaN            NaN            NaN   9.07610        42.9905        1.11585        29.8725     
  1116.73        2500.00                 NaN            NaN            NaN   2.85302        14.0966                 NaN            NaN            NaN   9.08043        42.9836        1.11378        29.8725     
  1115.35        2500.00                 NaN            NaN            NaN   3.61737        13.3677                 NaN            NaN            NaN   8.99680        43.0330        1.10122        29.8839     
  1113.96        2500.00                 NaN            NaN            NaN   14.0507        2.89754                 NaN            NaN            NaN   9.08814        42.9762        1.11382        29.8736     
  1112.57        2500.00                 NaN            NaN   6.44003        7.17691       0.605800E-004            NaN            NaN            NaN   8.66610        44.5040        1.60996        31.6029     
  1111.18        2500.00                 NaN            NaN            NaN   2.93852        14.0230                 NaN            NaN            NaN   9.09715        42.9559        1.10918        29.8762     
  1109.79        2500.00                 NaN            NaN   3.99758        6.99856        3.88767                 NaN            NaN            NaN   8.78827        43.9357        1.43472        30.9575     
  1108.40        2500.00                 NaN            NaN            NaN   13.9997        2.95295                 NaN            NaN            NaN   9.10397        42.9568        1.11120        29.8753     
  1107.01        2500.00                 NaN            NaN   6.07262        7.81856                 NaN            NaN            NaN            NaN   8.70556        44.3260        1.56516        31.5121     
  1105.62        2500.00                 NaN            NaN   6.47370        7.14034       0.539455E-004            NaN            NaN            NaN   8.67403        44.4842        1.60904        31.6187     
  1104.23        2500.00                 NaN            NaN   6.47826        7.13453       0.526908E-004            NaN            NaN            NaN   8.67522        44.4819        1.60922        31.6208     
  1102.84        2500.00                 NaN            NaN            NaN   3.00874        13.9589                 NaN            NaN            NaN   9.12117        42.9273        1.10528        29.8786     
  1101.45        2500.00                 NaN            NaN            NaN   3.01976        13.9490                 NaN            NaN            NaN   9.12520        42.9224        1.10460        29.8790     
  1100.06        2500.00                 NaN            NaN   6.64410        4.86378        2.07712                 NaN            NaN            NaN   8.69374        44.4312        1.60903        31.6810     
  1098.67        2500.00                 NaN            NaN   6.64410        4.86378        2.07712                 NaN            NaN            NaN   8.69374        44.4312        1.60903        31.6810     
  1097.28        2500.00                 NaN            NaN            NaN   4.23953        12.7061                 NaN            NaN            NaN   8.97023        43.0727        1.11596        29.8955     
  1095.89        2500.00                 NaN            NaN            NaN   13.9066        3.06604                 NaN            NaN            NaN   9.14105        42.9035        1.10211        29.8807     
  1094.50        2500.00                 NaN            NaN            NaN   13.8956        3.07788                 NaN            NaN            NaN   9.14498        42.8989        1.10155        29.8811     
  1093.11        2500.00                 NaN            NaN            NaN   3.09005        13.8842                 NaN            NaN            NaN   9.14887        42.8943        1.10101        29.8815     
  1091.72        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69374        44.4312        1.60903        31.6810     
  1090.33        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1088.94        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1087.55        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1086.16        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1084.77        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1083.38        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60903        31.6810     
  1081.99        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60904        31.6810     
  1080.60        2500.00                 NaN            NaN   6.64410        4.86378        2.07711                 NaN            NaN            NaN   8.69375        44.4312        1.60904        31.6810     
  1079.21        2500.00                 NaN            NaN   1.12202        5.68770        9.61801                 NaN            NaN            NaN   8.97004        43.1744        1.21062        30.2172     
  1077.82        2500.00                 NaN            NaN   6.66120        4.86378        2.05493                 NaN            NaN            NaN   8.69379        44.4312        1.60905        31.6861     
  1076.43        2500.00                 NaN            NaN   6.66120        4.86378        2.05493                 NaN            NaN            NaN   8.69379        44.4312        1.60905        31.6861     
  1075.04        2500.00                 NaN            NaN            NaN   3.16407        13.8318                 NaN            NaN            NaN   9.20523        42.8214        1.08958        29.8879     
  1073.65        2500.00                 NaN            NaN   6.66122        4.86378        2.05502                 NaN            NaN            NaN   8.69367        44.4312        1.60901        31.6861     
  1072.26        2500.00                 NaN            NaN   6.66122        4.86378        2.05502                 NaN            NaN            NaN   8.69367        44.4312        1.60901        31.6861     
  1070.87        2500.00                 NaN            NaN   6.66122        4.86378        2.05502                 NaN            NaN            NaN   8.69367        44.4312        1.60901        31.6861     
  1069.48        2500.00                 NaN            NaN   6.66122        4.86378        2.05502                 NaN            NaN            NaN   8.69367        44.4312        1.60901        31.6861     
  1068.10        2500.00                 NaN            NaN   6.66122        4.86378        2.05502                 NaN            NaN            NaN   8.69368        44.4312        1.60901        31.6861     
  1066.71        2500.00                 NaN            NaN   6.66121        4.86378        2.05492                 NaN            NaN            NaN   8.69380        44.4312        1.60905        31.6861     
  1065.32        2500.00                 NaN            NaN   6.66121        4.86378        2.05492                 NaN            NaN            NaN   8.69380        44.4312        1.60905        31.6861     
  1063.93        2500.00                 NaN            NaN   6.66123        4.86378        2.05502                 NaN            NaN            NaN   8.69368        44.4312        1.60901        31.6861     
  1062.54        2500.00                 NaN            NaN   6.66123        4.86378        2.05502                 NaN            NaN            NaN   8.69368        44.4312        1.60901        31.6861     
  1061.15        2500.00                 NaN            NaN   6.66121        4.86378        2.05492                 NaN            NaN            NaN   8.69381        44.4312        1.60906        31.6861     
  1059.76        2500.00                 NaN            NaN   6.66121        4.86378        2.05492                 NaN            NaN            NaN   8.69381        44.4312        1.60906        31.6861     
  1058.37        2500.00                 NaN            NaN   6.66121        4.86378        2.05492                 NaN            NaN            NaN   8.69381        44.4311        1.60906        31.6861     
  1056.98        2500.00                 NaN            NaN   6.66121        4.86378        2.05491                 NaN            NaN            NaN   8.69381        44.4311        1.60906        31.6861     
  1055.59        2500.00                 NaN            NaN   6.66121        4.86378        2.05491                 NaN            NaN            NaN   8.69381        44.4311        1.60906        31.6861     
  1054.20        2500.00                 NaN            NaN   6.66121        4.86378        2.05491                 NaN            NaN            NaN   8.69381        44.4311        1.60906        31.6861     
  1052.81        2500.00                 NaN            NaN   6.66121        4.86378        2.05491                 NaN            NaN            NaN   8.69382        44.4311        1.60906        31.6861     
  1051.42        2500.00                 NaN            NaN   6.45038        7.29081       0.765657E-005            NaN            NaN            NaN   8.73249        44.2962        1.58477        31.6453     
  1050.03        2500.00                 NaN            NaN            NaN   13.6967        3.32266                 NaN            NaN            NaN   9.27684        42.7297        1.07648        29.8976     
  1048.64        2500.00                 NaN            NaN            NaN   3.55605        13.4133                 NaN            NaN            NaN   9.24950        42.7887        1.09583        29.8966     
  1047.25        2500.00                 NaN            NaN   6.39374        7.37569                 NaN            NaN            NaN            NaN   8.74572        44.2613        1.58342        31.6401     
  1045.86        2500.00                 NaN            NaN            NaN   3.53428        13.4427                 NaN            NaN            NaN   9.26302        42.7714        1.09158        29.8970     
  1044.47        2500.00                 NaN            NaN   6.68931        4.86375        2.02596                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1043.08        2500.00                 NaN            NaN   6.68931        4.86375        2.02596                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1041.69        2500.00                 NaN            NaN   6.68931        4.86375        2.02595                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1040.30        2500.00                 NaN            NaN   6.68931        4.86375        2.02595                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1038.91        2500.00                 NaN            NaN   6.68931        4.86375        2.02595                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1037.52        2500.00                 NaN            NaN   6.68931        4.86375        2.02595                 NaN            NaN            NaN   8.70819        44.4006        1.60865        31.7036     
  1036.13        2500.00                 NaN            NaN   6.68931        4.86375        2.02595                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1034.74        2500.00                 NaN            NaN   6.68931        4.86375        2.02594                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1033.35        2500.00                 NaN            NaN   6.68932        4.86375        2.02594                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1031.96        2500.00                 NaN            NaN   6.68932        4.86375        2.02594                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1030.57        2500.00                 NaN            NaN   6.68932        4.86375        2.02594                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1029.18        2500.00                 NaN            NaN   6.68932        4.86375        2.02593                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1027.79        2500.00                 NaN            NaN   6.68932        4.86375        2.02593                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1026.40        2500.00                 NaN            NaN   6.68932        4.86375        2.02593                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1025.01        2500.00                 NaN            NaN   6.68932        4.86375        2.02593                 NaN            NaN            NaN   8.70820        44.4006        1.60865        31.7036     
  1023.62        2500.00                 NaN            NaN   6.68932        4.86375        2.02593                 NaN            NaN            NaN   8.70821        44.4006        1.60865        31.7036     
  1022.24        2500.00                 NaN            NaN   6.68933        4.86375        2.02592                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1020.85        2500.00                 NaN            NaN   6.68933        4.86375        2.02592                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1019.46        2500.00                 NaN            NaN   6.68933        4.86375        2.02592                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1018.07        2500.00                 NaN            NaN   6.68933        4.86375        2.02592                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1016.68        2500.00                 NaN            NaN   6.68933        4.86375        2.02592                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1015.29        2500.00                 NaN            NaN   6.68933        4.86375        2.02591                 NaN            NaN            NaN   8.70821        44.4006        1.60866        31.7036     
  1013.90        2500.00                 NaN            NaN   6.68933        4.86375        2.02591                 NaN            NaN            NaN   8.70821        44.4005        1.60866        31.7036     
  1012.51        2500.00                 NaN            NaN   6.68933        4.86375        2.02591                 NaN            NaN            NaN   8.70821        44.4005        1.60866        31.7036     
  1011.12        2500.00                 NaN            NaN   6.68933        4.86375        2.02591                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1009.73        2500.00                 NaN            NaN   6.68934        4.86375        2.02591                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1008.34        2500.00                 NaN            NaN   6.68934        4.86375        2.02590                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1006.95        2500.00                 NaN            NaN   6.68934        4.86375        2.02590                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1005.56        2500.00                 NaN            NaN   6.68934        4.86375        2.02590                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1004.17        2500.00                 NaN            NaN   6.68934        4.86375        2.02590                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1002.78        2500.00                 NaN            NaN   6.68934        4.86375        2.02590                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1001.39        2500.00                 NaN            NaN   6.68934        4.86375        2.02589                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
  1000.00        2500.00                 NaN            NaN   6.68934        4.86375        2.02589                 NaN            NaN            NaN   8.70822        44.4005        1.60866        31.7036     
