|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.09        2500.00                 NaN   99.5241                 NaN  0.433136       0.427731E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.5283                 NaN  0.429399       0.422937E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        2500.00                 NaN   99.5295                 NaN  0.428858       0.416464E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        2500.00                 NaN   99.5372                 NaN  0.421460       0.413514E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        2500.00                 NaN   99.9978                 NaN  0.224982E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        2500.00                 NaN   99.0813                 NaN  0.838592       0.801419E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        2500.00                 NaN   99.5467                 NaN  0.414503       0.388031E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        2500.00                 NaN   99.5480                 NaN  0.413881       0.381171E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        2500.00                 NaN   99.5515                 NaN  0.410208       0.383301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        2500.00                 NaN   99.5535                 NaN  0.409784       0.366716E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        2500.00                 NaN   99.5571                 NaN  0.406354       0.365086E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        2500.00                 NaN   99.5585                 NaN  0.428706       0.127843E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        2500.00                 NaN   99.5639                 NaN  0.380375       0.556935E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        2500.00                 NaN   99.5628                 NaN  0.403729       0.334664E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        2500.00                 NaN   99.5689                 NaN  0.398144       0.329319E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        2500.00                 NaN   99.5719                 NaN  0.393646       0.344744E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        2500.00                 NaN   99.5737                 NaN  0.395469       0.308291E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00                 NaN   99.3255                 NaN  0.622597       0.519282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        2500.00                 NaN   99.8338                 NaN  0.154830       0.113880E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        2500.00                 NaN   99.5809                 NaN  0.389295       0.297879E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        2500.00                 NaN   99.5843                 NaN  0.376622       0.391050E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        2500.00                 NaN   99.5880                 NaN  0.387953       0.240824E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        2500.00                 NaN   99.5862                 NaN  0.392082       0.217510E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        2500.00                 NaN   99.5858                 NaN  0.370955       0.230488E-001  0.201840E-001            NaN            NaN            NaN            NaN            NaN
  1496.85        2500.00                 NaN   99.5281                 NaN  0.163096                 NaN  0.308796                 NaN            NaN            NaN            NaN            NaN
  1495.34        2500.00                 NaN   99.4792                 NaN  0.295847E-001  0.192409E-002  0.489265                 NaN            NaN            NaN            NaN            NaN
  1493.83        2500.00                 NaN   99.4930                 NaN  0.112021       0.244493E-001  0.370556                 NaN            NaN            NaN            NaN            NaN
  1492.32        2500.00                 NaN   99.4995                 NaN            NaN  0.329175E-005  0.500516                 NaN            NaN            NaN            NaN            NaN
  1490.81        2500.00                 NaN   99.4517                 NaN            NaN            NaN  0.548324                 NaN            NaN            NaN            NaN            NaN
  1489.30        2500.00                 NaN   99.4727                 NaN            NaN            NaN  0.527344                 NaN            NaN            NaN            NaN            NaN
  1487.79        2500.00                 NaN   99.4826                 NaN            NaN            NaN  0.517382                 NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00                 NaN   99.4786                 NaN            NaN  0.152583E-005  0.521349                 NaN            NaN            NaN            NaN            NaN
  1484.77        2500.00                 NaN   99.4760                 NaN            NaN            NaN  0.524039                 NaN            NaN            NaN            NaN            NaN
  1483.26        2500.00                 NaN   99.4747                 NaN            NaN            NaN  0.525302                 NaN            NaN            NaN            NaN            NaN
  1481.75        2500.00                 NaN   99.4733                 NaN            NaN            NaN  0.526682                 NaN            NaN            NaN            NaN            NaN
  1480.24        2500.00                 NaN   99.4782                 NaN            NaN            NaN  0.521768                 NaN            NaN            NaN            NaN            NaN
  1478.73        2500.00                 NaN   99.4561                 NaN            NaN            NaN  0.543866                 NaN            NaN            NaN            NaN            NaN
  1477.22        2500.00                 NaN   99.4619                 NaN            NaN            NaN  0.538131                 NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00                 NaN   99.4586                 NaN            NaN            NaN  0.541414                 NaN            NaN            NaN            NaN            NaN
  1474.20        2500.00                 NaN   99.4527                 NaN            NaN            NaN  0.547298                 NaN            NaN            NaN            NaN            NaN
  1472.68        2500.00                 NaN   99.2888                 NaN            NaN            NaN  0.337823       0.373379                 NaN            NaN            NaN            NaN
  1471.17        2500.00                 NaN   99.2099                 NaN            NaN            NaN  0.523701       0.266350                 NaN            NaN            NaN            NaN
  1469.66        2500.00                 NaN   99.2172                 NaN            NaN            NaN  0.518839       0.264008                 NaN            NaN            NaN            NaN
  1468.15        2500.00                 NaN   99.2231                 NaN            NaN            NaN  0.261438       0.515480                 NaN            NaN            NaN            NaN
  1466.64        2500.00                 NaN   99.2286                 NaN            NaN            NaN  0.511935       0.259485                 NaN            NaN            NaN            NaN
  1465.13        2500.00                 NaN   99.2366                 NaN            NaN            NaN  0.505999       0.257449                 NaN            NaN            NaN            NaN
  1463.62        2500.00                 NaN   99.2426                 NaN            NaN            NaN  0.502226       0.255131                 NaN            NaN            NaN            NaN
  1462.11        2500.00                 NaN   99.2489                 NaN            NaN            NaN  0.498309       0.252761                 NaN            NaN            NaN            NaN
  1460.60        2500.00                 NaN   99.2541                 NaN            NaN            NaN  0.494803       0.251092                 NaN            NaN            NaN            NaN
  1459.09        2500.00                 NaN   99.2602                 NaN            NaN            NaN  0.491238       0.248581                 NaN            NaN            NaN            NaN
  1457.58        2500.00                 NaN   99.2654                 NaN            NaN            NaN  0.486465       0.248154                 NaN            NaN            NaN            NaN
  1456.07        2500.00                 NaN   99.2718                 NaN            NaN            NaN  0.245288       0.482867                 NaN            NaN            NaN            NaN
  1454.56        2500.00                 NaN   99.2763                 NaN            NaN            NaN  0.242294       0.481441                 NaN            NaN            NaN            NaN
  1453.05        2500.00                 NaN   99.2838                 NaN            NaN            NaN  0.242348       0.473820                 NaN            NaN            NaN            NaN
  1451.54        2500.00                 NaN   99.2879                 NaN            NaN            NaN  0.239270       0.472822                 NaN            NaN            NaN            NaN
  1450.03        2500.00                 NaN   99.2938                 NaN            NaN            NaN  0.468812       0.237408                 NaN            NaN            NaN            NaN
  1448.52        2500.00                 NaN   99.2868                 NaN            NaN            NaN  0.250950       0.462297                 NaN            NaN            NaN            NaN
  1447.01        2500.00                 NaN   99.3146                 NaN            NaN            NaN  0.467705       0.217722                 NaN            NaN            NaN            NaN
  1445.50        2500.00                 NaN   99.3078                 NaN            NaN            NaN  0.460504       0.231660                 NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.3126                 NaN            NaN            NaN  0.456880       0.230527                 NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.3175                 NaN            NaN            NaN  0.228743       0.453765                 NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.3228                 NaN            NaN            NaN  0.450189       0.226972                 NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.3267                 NaN            NaN            NaN  0.225376       0.447886                 NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.3305                 NaN            NaN            NaN  0.446156       0.223337                 NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.3361                 NaN            NaN            NaN  0.442041       0.221833                 NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.3397                 NaN            NaN  0.162660E-005  0.440511       0.219762                 NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.3441                 NaN            NaN            NaN  0.437332       0.218564                 NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.3482                 NaN            NaN            NaN  0.434640       0.217208                 NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   99.3525                 NaN            NaN            NaN  0.432373       0.215086                 NaN            NaN            NaN            NaN
  1428.89        2500.00                 NaN   98.6974                 NaN            NaN  0.295588E-001  0.450713       0.466708       0.355652                 NaN            NaN            NaN
  1427.38        2500.00                 NaN   98.2876                 NaN            NaN  0.193953       0.401424       0.511982       0.605066                 NaN            NaN            NaN
  1425.87        2500.00                 NaN   98.3194                 NaN            NaN  0.192892       0.389491       0.503885       0.594295                 NaN            NaN            NaN
  1424.36        2500.00                 NaN   98.3511                 NaN            NaN  0.191197       0.495147       0.379035       0.583513                 NaN            NaN            NaN
  1422.85        2500.00                 NaN   98.3775                 NaN            NaN  0.190905       0.490906       0.366014       0.574686                 NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.4094                 NaN            NaN  0.188688       0.357139       0.481330       0.563472                 NaN            NaN            NaN
  1419.83        2500.00                 NaN   98.4398                 NaN            NaN  0.187780       0.346825       0.472236       0.553326                 NaN            NaN            NaN
  1418.32        2500.00                 NaN   98.4671                 NaN            NaN  0.186445       0.466150       0.336253       0.544083                 NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.4919                 NaN            NaN  0.186150       0.460234       0.325609       0.536142                 NaN            NaN            NaN
  1415.30        2500.00                 NaN   98.5207                 NaN            NaN  0.183674       0.451753       0.318233       0.525679                 NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.5466                 NaN            NaN  0.182995       0.445992       0.307347       0.517096                 NaN            NaN            NaN
  1412.28        2500.00                 NaN   98.5694                 NaN            NaN  0.182133       0.440580       0.298773       0.509111                 NaN            NaN            NaN
  1410.77        2500.00                 NaN   98.5931                 NaN            NaN  0.181189       0.289925       0.434744       0.501010                 NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.6163                 NaN            NaN  0.180104       0.428975       0.281562       0.493083                 NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.6389                 NaN            NaN  0.179086       0.273192       0.423442       0.485345                 NaN            NaN            NaN
  1406.24        2500.00                 NaN   98.6569                 NaN            NaN  0.179262       0.265572       0.418458       0.479773                 NaN            NaN            NaN
  1404.73        2500.00                 NaN   98.6881                 NaN            NaN  0.175847       0.411019       0.257215       0.467826                 NaN            NaN            NaN
  1403.22        2500.00                 NaN   98.7038                 NaN            NaN  0.176081       0.249786       0.407309       0.462999                 NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.7243                 NaN            NaN  0.175064       0.402374       0.242376       0.455874                 NaN            NaN            NaN
  1400.20        2500.00                 NaN   98.7447                 NaN            NaN  0.174073       0.235346       0.397043       0.448827                 NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7640                 NaN            NaN  0.173065       0.392064       0.228750       0.442157                 NaN            NaN            NaN
  1397.18        2500.00                 NaN   98.7846                 NaN            NaN  0.172184       0.386498       0.221702       0.435058                 NaN            NaN            NaN
  1395.67        2500.00                 NaN   98.8016                 NaN            NaN  0.171388       0.383071       0.214819       0.429170                 NaN            NaN            NaN
  1394.16        2500.00                 NaN   99.2293                 NaN            NaN  0.112115       0.243885       0.137120       0.277580                 NaN            NaN            NaN
  1392.65        2500.00                 NaN   98.4252                 NaN            NaN  0.227310       0.506847       0.277610       0.562986                 NaN            NaN            NaN
  1391.14        2500.00                 NaN   98.8170                 NaN            NaN  0.150989       0.241197       0.369425       0.421421                 NaN            NaN            NaN
  1389.63        2500.00                 NaN   98.9066                 NaN            NaN  0.188387       0.367468       0.141854       0.395683                 NaN            NaN            NaN
  1388.12        2500.00                 NaN   98.8938                 NaN            NaN  0.162564       0.191488       0.356380       0.395763                 NaN            NaN            NaN
  1386.60        2500.00                 NaN   98.8774                 NaN            NaN  0.152259       0.357493       0.210849       0.402030                 NaN            NaN            NaN
  1385.09        2500.00                 NaN   98.9504                 NaN            NaN  0.179886       0.140179       0.351593       0.377912                 NaN            NaN            NaN
  1383.58        2500.00                 NaN   98.9408                 NaN            NaN  0.161869       0.347268       0.170192       0.379848                 NaN            NaN            NaN
  1382.07        2500.00                 NaN   98.9516                 NaN            NaN  0.162024       0.164906       0.345151       0.376331                 NaN            NaN            NaN
  1380.56        2500.00                 NaN   98.9666                 NaN            NaN  0.161128       0.159784       0.341423       0.371112                 NaN            NaN            NaN
  1379.05        2500.00                 NaN   98.9810                 NaN            NaN  0.160097       0.154908       0.338013       0.365954                 NaN            NaN            NaN
  1377.54        2500.00                 NaN   98.9959                 NaN            NaN  0.159037       0.334003       0.150395       0.360648                 NaN            NaN            NaN
  1376.03        2500.00                 NaN   99.0094                 NaN            NaN  0.157868       0.330524       0.146423       0.355812                 NaN            NaN            NaN
  1374.52        2500.00                 NaN   99.0022                 NaN            NaN  0.161660       0.337453       0.138667       0.359985                 NaN            NaN            NaN
  1373.01        2500.00                 NaN   99.0538                 NaN            NaN  0.150185       0.316880       0.141174       0.337913                 NaN            NaN            NaN
  1371.50        2500.00                 NaN   99.0498                 NaN            NaN  0.155141       0.133638       0.319881       0.341531                 NaN            NaN            NaN
  1369.99        2500.00                 NaN   99.0613                 NaN            NaN  0.153240       0.317051       0.131310       0.337092                 NaN            NaN            NaN
  1368.48        2500.00                 NaN   99.0759                 NaN            NaN  0.151908       0.126939       0.313483       0.331729                 NaN            NaN            NaN
  1366.97        2500.00                 NaN   99.0856                 NaN            NaN  0.150979       0.124070       0.311058       0.328323                 NaN            NaN            NaN
  1365.46        2500.00                 NaN   99.0997                 NaN            NaN  0.149858       0.307401       0.119873       0.323174                 NaN            NaN            NaN
  1363.95        2500.00                 NaN   99.1112                 NaN            NaN  0.148310       0.304139       0.117407       0.318988                 NaN            NaN            NaN
  1362.44        2500.00                 NaN   99.1221                 NaN            NaN  0.147174       0.114014       0.301680       0.315075                 NaN            NaN            NaN
  1360.93        2500.00                 NaN   99.1342                 NaN            NaN  0.145803       0.298420       0.111102       0.310502                 NaN            NaN            NaN
  1359.42        2500.00                 NaN   99.1449                 NaN            NaN  0.144628       0.108387       0.295534       0.306579                 NaN            NaN            NaN
  1357.91        2500.00                 NaN   99.1561                 NaN            NaN  0.143270       0.106019       0.292121       0.302517                 NaN            NaN            NaN
  1356.40        2500.00                 NaN   99.1666                 NaN            NaN  0.141962       0.103532       0.289358       0.298593                 NaN            NaN            NaN
  1354.89        2500.00                 NaN   99.1773                 NaN            NaN  0.140607       0.101102       0.286317       0.294689                 NaN            NaN            NaN
  1353.38        2500.00                 NaN   99.1877                 NaN            NaN  0.139033       0.991300E-001  0.283420       0.290736                 NaN            NaN            NaN
  1351.87        2500.00                 NaN   99.1975                 NaN            NaN  0.137709       0.967303E-001  0.280963       0.287081                 NaN            NaN            NaN
  1350.36        2500.00                 NaN   99.2054                 NaN            NaN  0.137447       0.922363E-001  0.280458       0.284413                 NaN            NaN            NaN
  1348.85        2500.00                 NaN   99.2181                 NaN            NaN  0.133195       0.274093       0.957701E-001  0.278813                 NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.2266                 NaN            NaN  0.133009       0.272169       0.921561E-001  0.276057                 NaN            NaN            NaN
  1345.83        2500.00                 NaN   99.2361                 NaN            NaN  0.131764       0.895529E-001  0.269986       0.272558                 NaN            NaN            NaN
  1344.32        2500.00                 NaN   99.2453                 NaN            NaN  0.130033       0.886476E-001  0.267002       0.268972                 NaN            NaN            NaN
  1342.81        2500.00                 NaN   99.2539                 NaN            NaN  0.128201       0.263988       0.882701E-001  0.265673                 NaN            NaN            NaN
  1341.30        2500.00                 NaN   99.2633                 NaN            NaN  0.126918       0.862936E-001  0.261310       0.262200                 NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.2716                 NaN            NaN  0.125108       0.857621E-001  0.258606       0.258919                 NaN            NaN            NaN
  1338.28        2500.00                 NaN   99.2805                 NaN            NaN  0.123341       0.850635E-001  0.255597       0.255506                 NaN            NaN            NaN
  1336.77        2500.00                 NaN   99.2886                 NaN            NaN  0.121872       0.253331       0.837949E-001  0.252424                 NaN            NaN            NaN
  1335.26        2500.00                 NaN   99.2952                 NaN            NaN  0.121831       0.253184       0.794184E-001  0.250373                 NaN            NaN            NaN
  1333.75        2500.00                 NaN   99.3054                 NaN            NaN  0.116421       0.246912       0.861027E-001  0.245120                 NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.3125                 NaN            NaN  0.116463       0.828012E-001  0.245252       0.243013                 NaN            NaN            NaN
  1330.73        2500.00                 NaN   99.3196                 NaN            NaN  0.114745       0.821060E-001  0.243333       0.240260                 NaN            NaN            NaN
  1329.22        2500.00                 NaN   99.3262                 NaN            NaN  0.113832       0.806227E-001  0.241557       0.237825                 NaN            NaN            NaN
  1327.71        2500.00                 NaN   99.3364                 NaN            NaN  0.109966       0.843035E-001  0.235900       0.233417                 NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3426                 NaN            NaN  0.109127       0.234567       0.825236E-001  0.231214                 NaN            NaN            NaN
  1324.69        2500.00                 NaN   99.3495                 NaN            NaN  0.107362       0.232190       0.825421E-001  0.228444                 NaN            NaN            NaN
  1323.18        2500.00                 NaN   99.3563                 NaN            NaN  0.105230       0.836889E-001  0.229059       0.225763                 NaN            NaN            NaN
  1321.67        2500.00                 NaN   99.3629                 NaN            NaN  0.103485       0.833756E-001  0.227195       0.223042                 NaN            NaN            NaN
  1320.16        2500.00                 NaN   99.3703                 NaN            NaN  0.101283       0.844510E-001  0.223919       0.220079                 NaN            NaN            NaN
  1318.65        2500.00                 NaN   99.3767                 NaN            NaN  0.995955E-001  0.847073E-001  0.221399       0.217631                 NaN            NaN            NaN
  1317.14        2500.00                 NaN   99.3831                 NaN            NaN  0.974875E-001  0.861235E-001  0.218265       0.215014                 NaN            NaN            NaN
  1315.63        2500.00                 NaN   99.3893                 NaN            NaN  0.953443E-001  0.216257       0.867323E-001  0.212388                 NaN            NaN            NaN
  1314.12        2500.00                 NaN   99.3956                 NaN            NaN  0.936056E-001  0.213203       0.876022E-001  0.209949                 NaN            NaN            NaN
  1312.61        2500.00                 NaN   99.4018                 NaN            NaN  0.916488E-001  0.210644       0.885176E-001  0.207420                 NaN            NaN            NaN
  1311.10        2500.00                 NaN   99.4078                 NaN            NaN  0.898815E-001  0.208097       0.891579E-001  0.205057                 NaN            NaN            NaN
  1309.59        2500.00                 NaN   87.7039                 NaN            NaN  0.816073       0.389234        1.70650        1.66640        7.71789                 NaN            NaN
  1308.08        2500.00                 NaN   84.8774                 NaN            NaN  0.980065        2.14384       0.407894        2.01942        9.57134                 NaN            NaN
  1306.57        2500.00                 NaN   86.0900                 NaN            NaN  0.900249        2.07119       0.302975        1.86817        8.76739                 NaN            NaN
  1305.06        2500.00                 NaN   87.1110                 NaN            NaN  0.831691        2.02477       0.202115        1.74093        8.08949                 NaN            NaN
  1303.55        2500.00                 NaN   87.9941                 NaN            NaN  0.772277        2.00880       0.902534E-001   1.63063        7.50398                 NaN            NaN
  1302.04        2500.00                 NaN   88.7288                 NaN            NaN  0.711055        2.01123                 NaN   1.53914        7.00976                 NaN            NaN
  1300.52        2500.00                 NaN   89.3876                 NaN            NaN  0.648677        1.94150                 NaN   1.45669        6.56549                 NaN            NaN
  1299.01        2500.00                 NaN   89.9707                 NaN            NaN  0.606055        1.86260                 NaN   1.38353        6.17714                 NaN            NaN
  1297.50        2500.00                 NaN   90.4912                 NaN            NaN  0.556958        1.80688                 NaN   1.31829        5.82670                 NaN            NaN
  1295.99        2500.00                 NaN   90.9603                 NaN            NaN  0.525974        1.73793                 NaN   1.25915        5.51666                 NaN            NaN
  1294.48        2500.00                 NaN   91.3862                 NaN            NaN  0.491018        1.68425                 NaN   1.20555        5.23294                 NaN            NaN
  1292.97        2500.00                 NaN   86.8467                 NaN            NaN  0.728070        2.34348                 NaN   1.82138        8.04432       0.216061                 NaN
  1291.46        2500.00                 NaN   84.2370                 NaN            NaN  0.884776        2.69823                 NaN   2.17009        9.66317       0.346762                 NaN
  1289.95        2500.00                 NaN   84.8737                 NaN            NaN  0.880315        2.56221                 NaN   2.07949        9.27453       0.329758                 NaN
  1288.44        2500.00                 NaN   83.4764                 NaN            NaN   1.02525        2.73028                 NaN   2.27720        10.1318       0.359016                 NaN
  1286.93        2500.00                 NaN   79.4688                 NaN            NaN   1.62898        2.72981                 NaN   2.85112        12.8661       0.455196                 NaN
  1285.42        2500.00                 NaN   89.4791                 NaN            NaN  0.172427        2.83242                 NaN   1.53952        5.75582       0.220694                 NaN
  1283.91        2500.00                 NaN   89.0682                 NaN            NaN  0.649810        1.69776                 NaN   1.32604        7.06869       0.189477                 NaN
  1282.40        2500.00                 NaN   84.0479                 NaN            NaN  0.980109        2.58790                 NaN   2.13384        9.92311       0.327197                 NaN
  1280.89        2500.00                 NaN   80.5686                 NaN            NaN   1.15777        3.11484                 NaN   2.55535        12.2101       0.393321                 NaN
  1279.38        2500.00                 NaN   71.7590                 NaN            NaN   1.66107        4.48038                 NaN   3.65459        17.8928       0.552207                 NaN
