|6.6.6
Archiving\03_Data\eqLP/QFM_m3/GRV/GRV_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab            
  1631.41        500.000        64.8329       0.832596       0.879691        33.4548                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        64.1109       0.832601       0.892068        34.1644                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        62.3463       0.832607       0.897269        34.2037        1.72020                 NaN            NaN            NaN            NaN
  1621.79        500.000        60.5644       0.832613       0.901140        34.1843        3.51754                 NaN            NaN            NaN            NaN
  1618.59        500.000        58.8977       0.832619       0.903996        34.1546        5.21112                 NaN            NaN            NaN            NaN
  1615.38        500.000        57.2310       0.832624       0.906851        34.1248        6.90472                 NaN            NaN            NaN            NaN
  1612.18        500.000        55.8242       0.832629       0.906289        34.0720        8.36483                 NaN            NaN            NaN            NaN
  1608.97        500.000        54.4175       0.832634       0.905727        34.0192        9.82495                 NaN            NaN            NaN            NaN
  1605.77        500.000        53.0107       0.832639       0.905165        33.9664        11.2851                 NaN            NaN            NaN            NaN
  1602.56        500.000        51.6039       0.832644       0.904603        33.9136        12.7452                 NaN            NaN            NaN            NaN
  1599.36        500.000        50.1971       0.832648       0.904041        33.8608        14.2054                 NaN            NaN            NaN            NaN
  1596.15        500.000        48.7903       0.832653       0.903478        33.8080        15.6656                 NaN            NaN            NaN            NaN
  1592.95        500.000        47.3835       0.832658       0.902916        33.7551        17.1258                 NaN            NaN            NaN            NaN
  1589.74        500.000        45.9766       0.832663       0.902354        33.7023        18.5860                 NaN            NaN            NaN            NaN
  1586.54        500.000        44.8262       0.832667       0.895942        33.6333        19.8119                 NaN            NaN            NaN            NaN
  1583.33        500.000        43.6758       0.832671       0.889531        33.5643        21.0377                 NaN            NaN            NaN            NaN
  1580.13        500.000        42.5253       0.832675       0.883119        33.4953        22.2636                 NaN            NaN            NaN            NaN
  1576.92        500.000        41.3749       0.832679       0.876708        33.4262        23.4895                 NaN            NaN            NaN            NaN
  1573.72        500.000        40.2244       0.832683       0.870296        33.3572        24.7154                 NaN            NaN            NaN            NaN
  1570.51        500.000        39.0739       0.832687       0.863884        33.2882        25.9413                 NaN            NaN            NaN            NaN
  1567.31        500.000        37.9234       0.832691       0.857472        33.2192        27.1672                 NaN            NaN            NaN            NaN
  1564.10        500.000        36.7729       0.832695       0.851061        33.1502        28.3932                 NaN            NaN            NaN            NaN
  1560.90        500.000        35.7477       0.832699       0.836673        33.0845        29.4984                 NaN            NaN            NaN            NaN
  1557.69        500.000        34.7225       0.832703       0.822285        33.0189        30.6037                 NaN            NaN            NaN            NaN
  1554.49        500.000        33.6972       0.832706       0.807897        32.9533        31.7089                 NaN            NaN            NaN            NaN
  1551.28        500.000        32.6720       0.832710       0.793509        32.8876        32.8142                 NaN            NaN            NaN            NaN
  1548.08        500.000        31.6467       0.832713       0.779121        32.8220        33.9194                 NaN            NaN            NaN            NaN
  1544.87        500.000        30.6215       0.832717       0.764733        32.7564        35.0247                 NaN            NaN            NaN            NaN
  1541.67        500.000        29.5962       0.832720       0.750344        32.6907        36.1300                 NaN            NaN            NaN            NaN
  1538.46        500.000        28.5709       0.832724       0.735956        32.6251        37.2353                 NaN            NaN            NaN            NaN
  1535.26        500.000        27.5680       0.832727       0.715387        32.5718        38.3120                 NaN            NaN            NaN            NaN
  1532.05        500.000        26.4330       0.832731       0.704146        32.5041        38.5762       0.949747                 NaN            NaN            NaN
  1528.85        500.000        25.1002       0.832736       0.702481        32.4339        38.0049        2.92574                 NaN            NaN            NaN
  1525.64        500.000        23.7674       0.832741       0.700815        32.3637        37.4336        4.90175                 NaN            NaN            NaN
  1522.44        500.000        22.2488       0.832746       0.666877        32.3725        38.5181        4.12859        1.23244                 NaN            NaN
  1519.23        500.000        20.8237       0.832750       0.631843        32.3868        39.5448        3.28978        2.49031                 NaN            NaN
  1516.03        500.000        20.8237       0.832750       0.631843        32.3868        39.5448        3.28978        2.49031                 NaN            NaN
  1512.82        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1509.62        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1506.41        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1503.21        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1500.00        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1496.79        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1493.59        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1490.38        500.000        18.2991       0.832758       0.572370        32.3954        40.9132        2.49733        4.48991                 NaN            NaN
  1487.18        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1483.97        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1480.77        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1477.56        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1474.36        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1471.15        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1467.95        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1464.74        500.000        11.1597       0.832777       0.431430        32.2520        41.5083        9.04406        4.77175                 NaN            NaN
  1461.54        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1458.33        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1455.13        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1451.92        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1448.72        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1445.51        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1442.31        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1439.10        500.000        6.95765       0.832785       0.354419        32.0102        41.1927        6.89101        11.7613                 NaN            NaN
  1435.90        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1432.69        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1429.49        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1426.28        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1423.08        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1419.87        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1416.67        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1413.46        500.000        4.47299       0.832785       0.309069        31.7707        41.4034        13.6428        7.56832                 NaN            NaN
  1410.26        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1407.05        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1403.85        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1400.64        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1397.44        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1394.23        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1391.03        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1387.82        500.000        2.89710       0.832784       0.293180        31.5331        41.7805        7.66141        15.0019                 NaN            NaN
  1384.62        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1381.41        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1378.21        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1375.00        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1371.79        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1368.59        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1365.38        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1362.18        500.000        1.80351       0.832782       0.303840        31.2824        42.1532        7.59545        16.0289                 NaN            NaN
  1358.97        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1355.77        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1352.56        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1349.36        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1346.15        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1342.95        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1339.74        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1336.54        500.000       0.976400       0.832778       0.332504        31.0192        42.5049        16.8568        7.47737                 NaN            NaN
  1333.33        500.000       0.298925       0.832775       0.372988        30.7548        42.8734        7.33627        17.5309                 NaN            NaN
  1330.13        500.000       0.298925       0.832775       0.372988        30.7548        42.8734        7.33627        17.5309                 NaN            NaN
  1326.92        500.000       0.145337       0.832773       0.387496        30.6705        42.9613        7.31491        17.6877                 NaN            NaN
  1323.72        500.000       0.689677E-001  0.832774       0.392293        30.6476        43.0032        17.7614        7.29383                 NaN            NaN
  1320.51        500.000                 NaN  0.832773       0.400955        30.5996        43.0397        17.8359        7.29103                 NaN            NaN
  1317.31        500.000                 NaN  0.832773       0.400955        30.5996        43.0397        17.8359        7.29103                 NaN            NaN
  1314.10        500.000                 NaN  0.832773       0.400955        30.5996        43.0397        17.8359        7.29103                 NaN            NaN
  1310.90        500.000                 NaN  0.832773       0.400955        30.5996        43.0397        17.8359        7.29103                 NaN            NaN
  1307.69        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1304.49        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1301.28        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1298.08        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1294.87        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1291.67        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1288.46        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1285.26        500.000                 NaN  0.832774       0.429497        30.5822        43.2246        7.06272        17.8682                 NaN            NaN
  1282.05        500.000                 NaN  0.832777       0.489124        30.5421        43.5543        17.9243        6.65743                 NaN            NaN
  1278.85        500.000                 NaN  0.832777       0.489124        30.5421        43.5543        17.9243        6.65743                 NaN            NaN
  1275.64        500.000                 NaN  0.832777       0.489124        30.5421        43.5543        17.9243        6.65743                 NaN            NaN
  1272.44        500.000                 NaN  0.832777       0.489124        30.5421        43.5543        17.9243        6.65743                 NaN            NaN
  1269.23        500.000                 NaN  0.832778       0.521801        30.5164        43.7020        6.47182        17.9552                 NaN            NaN
  1266.03        500.000                 NaN  0.832778       0.529373        30.5177        43.7242        17.9489        6.43937       0.774232E-002            NaN
  1262.82        500.000                 NaN  0.832779       0.536559        30.5215        43.7407        17.9364        6.40960       0.224282E-001            NaN
  1259.62        500.000                 NaN  0.832779       0.536559        30.5215        43.7407        17.9364        6.40960       0.224282E-001            NaN
  1256.41        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1253.21        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1250.00        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1246.79        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1243.59        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1240.38        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1237.18        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1233.97        500.000                 NaN  0.832780       0.550924        30.5287        43.7768        17.9106        6.34872       0.514215E-001            NaN
  1230.77        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1227.56        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1224.36        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1221.15        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1217.95        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1214.74        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1211.54        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1208.33        500.000                 NaN  0.832784       0.608910        30.5600        43.8963        17.8202        6.11561       0.166184                 NaN
  1205.13        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1201.92        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1198.72        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1195.51        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1192.31        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1189.10        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1185.90        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1182.69        500.000                 NaN  0.832788       0.667587        30.5892        44.0004        5.90072        17.7322       0.277090                 NaN
  1179.49        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
  1176.28        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
  1173.08        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
  1169.87        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
  1166.67        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
  1163.46        500.000                 NaN  0.832791       0.731568        30.5988        44.1049        5.69378        17.6641       0.374076                 NaN
