|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1327.49        2500.00                 NaN   99.0382                 NaN  0.217022       0.413943                 NaN            NaN            NaN  0.330815                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN   99.0482                 NaN  0.214189       0.410827                 NaN            NaN            NaN  0.326779                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.0570                 NaN  0.209263       0.411049                 NaN            NaN            NaN  0.322652                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   99.0662                 NaN  0.209321       0.405125                 NaN            NaN            NaN  0.319364                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN   99.0748                 NaN  0.206471       0.402729                 NaN            NaN            NaN  0.316036                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN   99.0845                 NaN  0.201488       0.402221                 NaN            NaN            NaN  0.311763                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN   99.0934                 NaN  0.199346       0.398986                 NaN            NaN            NaN  0.308297                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN   99.1015                 NaN  0.198988       0.394196                 NaN            NaN            NaN  0.305324                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN   99.1113                 NaN  0.193805       0.393621                 NaN            NaN            NaN  0.301268                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN   99.1197                 NaN  0.191957       0.390452                 NaN            NaN            NaN  0.297868                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN   99.1302                 NaN  0.189950       0.384999                 NaN            NaN            NaN  0.294805                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.1383                 NaN  0.183513       0.388238                 NaN            NaN            NaN  0.289937                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN   99.1432                 NaN  0.181055       0.387743                 NaN            NaN            NaN  0.288031                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN   99.1527                 NaN  0.177625       0.385341                 NaN            NaN            NaN  0.284301                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN   99.1597                 NaN  0.174525       0.384400                 NaN            NaN            NaN  0.281400                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN   99.1462                 NaN  0.180870       0.383710                 NaN            NaN            NaN  0.289229                 NaN            NaN            NaN            NaN
  1302.30        2500.00       0.128040E-001   99.1740                 NaN  0.145654       0.399082                 NaN            NaN            NaN  0.268497                 NaN            NaN            NaN            NaN
  1300.72        2500.00       0.684632E-001   99.0952                 NaN  0.101339       0.448756                 NaN            NaN            NaN  0.286202                 NaN            NaN            NaN            NaN
  1299.15        2500.00       0.667132E-001   99.1096                 NaN  0.987899E-001  0.442634                 NaN            NaN            NaN  0.282233                 NaN            NaN            NaN            NaN
  1297.57        2500.00       0.649823E-001   99.1236                 NaN  0.998031E-001  0.433281                 NaN            NaN            NaN  0.278336                 NaN            NaN            NaN            NaN
  1296.00        2500.00       0.636842E-001   99.1357                 NaN  0.956442E-001  0.430762                 NaN            NaN            NaN  0.274159                 NaN            NaN            NaN            NaN
  1294.42        2500.00       0.621301E-001   99.1439                 NaN  0.871766E-001  0.259378E-001  0.410271                 NaN            NaN  0.270536                 NaN            NaN            NaN            NaN
  1292.85        2500.00       0.607013E-001   99.1591                 NaN  0.880985E-001  0.420505       0.522503E-002            NaN            NaN  0.266356                 NaN            NaN            NaN            NaN
  1291.28        2500.00       0.416351        90.2179                 NaN  0.194798       0.656751        1.63735                 NaN            NaN   1.42606        5.45081                 NaN            NaN            NaN
  1289.70        2500.00       0.675953        83.1066                 NaN  0.211009        2.41985        1.46846                 NaN            NaN   2.34151        9.77663                 NaN            NaN            NaN
  1288.13        2500.00       0.571992        85.3154                 NaN  0.136063        1.95621        1.53654                 NaN            NaN   2.04843        8.43532                 NaN            NaN            NaN
  1286.55        2500.00       0.493034        87.0034                 NaN  0.801169E-001   1.57881        1.60789                 NaN            NaN   1.82380        7.41296                 NaN            NaN            NaN
  1284.98        2500.00       0.431274        88.3204                 NaN  0.359795E-001   1.25240        1.69566                 NaN            NaN   1.64753        6.61678                 NaN            NaN            NaN
  1283.40        2500.00       0.381666        89.3889                 NaN  0.242770E-003  0.956415        1.79597                 NaN            NaN   1.50424        5.97255                 NaN            NaN            NaN
  1281.83        2500.00       0.349952        90.5382                 NaN  0.235416        1.50571       0.628125                 NaN            NaN   1.36773        5.37485                 NaN            NaN            NaN
  1280.25        2500.00       0.294612        90.8078                 NaN            NaN   2.07627       0.401035                 NaN            NaN   1.32637        5.09388                 NaN            NaN            NaN
  1278.68        2500.00       0.270624        92.0999                 NaN            NaN  0.458067        1.62862                 NaN            NaN   1.14060        4.40222                 NaN            NaN            NaN
  1277.11        2500.00       0.238753        92.0001                 NaN            NaN   2.19840                 NaN            NaN            NaN   1.16943        4.39333                 NaN            NaN            NaN
  1275.53        2500.00       0.264042        91.3697                 NaN            NaN  0.952490        1.33447                 NaN            NaN   1.28077        4.79856                 NaN            NaN            NaN
  1273.96        2500.00       0.292591        92.4984                 NaN            NaN   1.78258       0.138450                 NaN            NaN   1.06468        4.22330                 NaN            NaN            NaN
  1272.38        2500.00       0.841724E-001   96.7488                 NaN            NaN  0.400198       0.560420                 NaN            NaN  0.476405        1.72998                 NaN            NaN            NaN
  1270.81        2500.00       0.157853        92.9821                 NaN  0.171100E-005  0.667114        1.23758                 NaN            NaN   1.05850        3.89689                 NaN            NaN            NaN
  1269.23        2500.00       0.314164        92.5720                 NaN            NaN   1.52627       0.330451                 NaN            NaN   1.04298        4.21417                 NaN            NaN            NaN
  1267.66        2500.00       0.140141        96.8665                 NaN            NaN  0.859012                 NaN            NaN            NaN  0.512814        1.62156                 NaN            NaN            NaN
  1266.08        2500.00       0.412833E-001   95.7412                 NaN            NaN   1.18859       0.210878                 NaN            NaN  0.583352        2.23469                 NaN            NaN            NaN
  1264.51        2500.00       0.136949        95.1513                 NaN            NaN   1.43245                 NaN            NaN            NaN  0.711772        2.56757                 NaN            NaN            NaN
  1262.94        2500.00       0.127799        95.2243                 NaN            NaN   1.36204                 NaN            NaN            NaN  0.713711        2.57212                 NaN            NaN            NaN
  1261.36        2500.00       0.104309        95.6605                 NaN            NaN   1.22546                 NaN            NaN            NaN  0.653049        2.35333       0.336106E-002            NaN            NaN
  1259.79        2500.00                 NaN   95.1041                 NaN            NaN  0.156468        1.10461                 NaN            NaN  0.734379        2.78207       0.118402                 NaN            NaN
  1258.21        2500.00       0.202771E-001   95.7798                 NaN            NaN  0.233900        1.26986                 NaN            NaN  0.613355        2.08286                 NaN            NaN            NaN
  1256.64        2500.00                 NaN   93.6980                 NaN            NaN   1.57585       0.299410                 NaN            NaN  0.959799        3.34567       0.121312                 NaN            NaN
  1255.06        2500.00                 NaN   96.0675                 NaN            NaN  0.127157        1.13109                 NaN            NaN  0.599071        2.02861       0.465958E-001            NaN            NaN
  1253.49        2500.00       0.847344E-001   96.8903                 NaN            NaN  0.631902                 NaN            NaN            NaN  0.406401        1.96031       0.263567E-001            NaN            NaN
  1251.91        2500.00                 NaN   96.6703                 NaN            NaN  0.905207                 NaN            NaN            NaN  0.291647        2.06629       0.665928E-001            NaN            NaN
  1250.34        2500.00                 NaN   96.3353                 NaN            NaN  0.544412E-001   1.40707                 NaN            NaN  0.748845        1.45435                 NaN            NaN            NaN
  1248.76        2500.00                 NaN   96.2036                 NaN            NaN  0.812537       0.354282                 NaN            NaN  0.558575        2.00742       0.635712E-001            NaN            NaN
  1247.19        2500.00                 NaN   94.7331                 NaN            NaN   1.48095                 NaN            NaN            NaN  0.771955        2.91625       0.977616E-001            NaN            NaN
  1245.62        2500.00                 NaN   97.0845                 NaN            NaN  0.563531                 NaN            NaN            NaN  0.390720        1.90537       0.558968E-001            NaN            NaN
  1244.04        2500.00                 NaN   98.6372                 NaN            NaN  0.776402                 NaN            NaN            NaN  0.233720       0.352709                 NaN            NaN            NaN
  1242.47        2500.00                 NaN   95.9564                 NaN            NaN   1.15645                 NaN            NaN            NaN  0.593691        2.25544       0.379830E-001            NaN            NaN
  1240.89        2500.00                 NaN   97.3528                 NaN            NaN  0.779960                 NaN            NaN            NaN  0.388434        1.45080       0.280047E-001            NaN            NaN
  1239.32        2500.00                 NaN   97.7104                 NaN            NaN  0.658131                 NaN            NaN            NaN  0.155403        1.41288       0.632267E-001            NaN            NaN
  1237.74        2500.00                 NaN   98.3768                 NaN            NaN  0.903544E-001            NaN            NaN            NaN  0.448913        1.02459       0.593433E-001            NaN            NaN
  1236.17        2500.00                 NaN   91.7924                 NaN  0.658537        1.09240                 NaN            NaN            NaN  0.928696        5.26801       0.118302       0.141660                 NaN
  1234.59        2500.00                 NaN   98.7592                 NaN            NaN  0.820363                 NaN            NaN            NaN  0.420462                 NaN            NaN            NaN            NaN
  1233.02        2500.00                 NaN   97.8418                 NaN            NaN  0.512735                 NaN            NaN            NaN  0.349019       0.948998                 NaN  0.347495                 NaN
  1231.45        2500.00                 NaN   99.3485                 NaN            NaN  0.303901                 NaN            NaN            NaN  0.881539E-001            NaN  0.549592E-002  0.253996                 NaN
  1229.87        2500.00                 NaN   99.0251                 NaN            NaN  0.372078                 NaN            NaN            NaN  0.100649       0.487663       0.144916E-001            NaN            NaN
  1228.30        2500.00                 NaN   93.8271                 NaN            NaN  0.165478       0.913555                 NaN            NaN  0.625028        2.76809       0.323425E-001   1.66836                 NaN
  1226.72        2500.00                 NaN   85.1162                 NaN            NaN   1.61345       0.439252       0.555396E-005            NaN   1.38385        6.69902       0.965771E-001   4.65160                 NaN
  1225.15        2500.00                 NaN   31.7874                 NaN            NaN  0.290575        6.97920        1.66087                 NaN   5.97635        31.2998       0.451097        21.5547                 NaN
  1223.57        2500.00                 NaN            NaN            NaN            NaN   2.43627        10.0370                 NaN            NaN   8.42842        46.5141       0.688860        31.8954                 NaN
  1222.00        2500.00                 NaN            NaN            NaN            NaN   2.41891        10.0435       0.121696E-001            NaN   8.43440        46.5066       0.688289        31.8961                 NaN
  1220.42        2500.00                 NaN            NaN            NaN            NaN   4.21214        8.32180       0.125830E-001            NaN   8.35585        46.4628       0.691720        31.9431                 NaN
  1218.85        2500.00                 NaN            NaN            NaN            NaN   2.40783        10.0688       0.991218E-005            NaN   8.44607        46.4926       0.687181        31.8975                 NaN
  1217.28        2500.00                 NaN            NaN            NaN            NaN   1.97590        10.6767                 NaN            NaN   8.49849        46.2388       0.660777        31.9493                 NaN
  1215.70        2500.00                 NaN            NaN            NaN            NaN   2.39544        10.0832       0.159597E-005            NaN   8.45733        46.4789       0.686130        31.8990                 NaN
  1214.13        2500.00                 NaN            NaN            NaN   3.94748        5.56469       0.669920E-004            NaN            NaN   8.27030        47.7696       0.929150        33.5187                 NaN
  1212.55        2500.00                 NaN            NaN            NaN   3.95940       0.204758E-001   5.51487                 NaN            NaN   8.26101        47.7935       0.931170        33.5195                 NaN
  1210.98        2500.00                 NaN            NaN            NaN            NaN   9.57115        3.07488       0.900352E-005            NaN   8.47520        46.2690       0.661486        31.9482                 NaN
  1209.40        2500.00                 NaN            NaN            NaN            NaN   2.09590        10.4735                 NaN            NaN   8.44733        46.3913       0.668077        31.9239                 NaN
  1207.83        2500.00                 NaN            NaN            NaN            NaN   9.30758        3.27049       0.728175E-005  0.252481E-005   8.46966        46.3458       0.675282        31.9311                 NaN
  1206.25        2500.00                 NaN            NaN            NaN            NaN   10.9072        1.73499                 NaN            NaN   8.64409        46.1179       0.669500        31.9264                 NaN
  1204.68        2500.00                 NaN            NaN            NaN            NaN   9.30242        3.27153       0.150046E-005            NaN   8.53530        46.2949       0.670105        31.9257                 NaN
  1203.11        2500.00                 NaN            NaN            NaN   3.97014       0.203823E-001   5.50066                 NaN            NaN   8.26318        47.7789       0.931123        33.5356                 NaN
  1201.53        2500.00                 NaN            NaN            NaN            NaN   1.04761        11.6320       0.113464E-005            NaN   8.67828        46.0585       0.652201        31.9315                 NaN
  1199.96        2500.00                 NaN            NaN            NaN            NaN   1.42750        11.1231                 NaN            NaN   8.59196        46.2646       0.686725        31.9061                 NaN
  1198.38        2500.00                 NaN            NaN            NaN            NaN   1.20608        11.4111       0.107513E-005            NaN   8.63227        46.1599       0.670653        31.9200                 NaN
  1196.81        2500.00                 NaN            NaN            NaN   3.97628       0.185775E-001   5.49531                 NaN            NaN   8.26374        47.7724       0.930707        33.5430                 NaN
  1195.23        2500.00                 NaN            NaN            NaN            NaN  0.873559        10.9039       0.787190                 NaN   8.60993        46.2235       0.681439        31.9205                 NaN
  1193.66        2500.00                 NaN            NaN            NaN            NaN  0.768336        10.7411        1.05526                 NaN   8.60497        46.2259       0.681831        31.9226                 NaN
  1192.08        2500.00                 NaN            NaN            NaN            NaN   1.46161        11.1028                 NaN            NaN   8.61555        46.2293       0.679415        31.9113                 NaN
  1190.51        2500.00                 NaN            NaN            NaN            NaN  0.702051        11.4341       0.552243                 NaN   8.68912        46.0438       0.647728        31.9310                 NaN
  1188.94        2500.00                 NaN            NaN            NaN            NaN   10.6588        2.04974                 NaN            NaN   8.58919        46.1153       0.644786        31.9422                 NaN
  1187.36        2500.00                 NaN            NaN            NaN            NaN   10.1774        2.43683                 NaN            NaN   8.69117        46.1120       0.657401        31.9252                 NaN
  1185.79        2500.00                 NaN            NaN            NaN   3.99242       0.180433E-001   5.46925                 NaN            NaN   8.26743        47.7632       0.931226        33.5584                 NaN
  1184.21        2500.00                 NaN            NaN            NaN   3.99294       0.179688E-001   5.47426                 NaN            NaN   8.27026        47.7543       0.929680        33.5606                 NaN
  1182.64        2500.00                 NaN            NaN            NaN   3.99250       0.178954E-001   5.47714                 NaN            NaN   8.27124        47.7490       0.929420        33.5628                 NaN
  1181.06        2500.00                 NaN            NaN            NaN            NaN   11.1014        1.55299       0.162020E-005            NaN   8.68596        46.0745       0.650866        31.9343                 NaN
  1179.49        2500.00                 NaN            NaN            NaN   4.03516       0.160301E-001   5.40863                 NaN            NaN   8.26989        47.7552       0.930876        33.5842                 NaN
  1177.91        2500.00                 NaN            NaN            NaN            NaN   1.37055        11.2128                 NaN            NaN   8.63566        46.1810       0.673853        31.9262                 NaN
  1176.34        2500.00                 NaN            NaN            NaN            NaN   1.36182        11.2384                 NaN            NaN   8.65673        46.1427       0.669211        31.9311                 NaN
  1174.77        2500.00                 NaN            NaN            NaN            NaN   10.5792        2.06949                 NaN            NaN   8.66482        46.0680       0.666335        31.9521                 NaN
  1173.19        2500.00                 NaN            NaN            NaN   4.00141       0.174612E-001   5.45847                 NaN            NaN   8.27377        47.7441       0.930583        33.5742                 NaN
  1171.62        2500.00                 NaN            NaN            NaN            NaN   1.55519        11.0230                 NaN            NaN   8.66206        46.1683       0.667738        31.9237                 NaN
  1170.04        2500.00                 NaN            NaN            NaN            NaN   3.94116        8.68754                 NaN            NaN   8.64961        46.1156       0.657827        31.9483                 NaN
  1168.47        2500.00                 NaN            NaN            NaN            NaN   1.53834        11.0698                 NaN            NaN   8.67876        46.1173       0.661494        31.9343                 NaN
  1166.89        2500.00                 NaN            NaN            NaN            NaN  0.501287        11.8768       0.465119                 NaN   8.82813        45.7387       0.603586        31.9864                 NaN
  1165.32        2500.00                 NaN            NaN            NaN            NaN   11.5952        1.26711       0.131544E-002            NaN   8.83964        45.7078       0.600273        31.9887                 NaN
  1163.74        2500.00                 NaN            NaN            NaN   4.01984        5.44783       0.190562E-005            NaN            NaN   8.27881        47.7312       0.930887        33.5915                 NaN
  1162.17        2500.00                 NaN            NaN            NaN   4.01941       0.108291E-001   5.43309                 NaN            NaN   8.27910        47.7347       0.931275        33.5916                 NaN
  1160.60        2500.00                 NaN            NaN            NaN            NaN   10.8212        1.90531                 NaN            NaN   8.75752        45.9271       0.629237        31.9596                 NaN
  1159.02        2500.00                 NaN            NaN            NaN            NaN   7.38367        5.30734                 NaN            NaN   8.75815        45.9723       0.632054        31.9465                 NaN
  1157.45        2500.00                 NaN            NaN            NaN            NaN   1.49036        11.1200       0.115754E-004            NaN   8.66926        46.1089       0.665275        31.9461                 NaN
  1155.87        2500.00                 NaN            NaN            NaN   4.02793        5.43466                 NaN            NaN            NaN   8.28105        47.7238       0.931010        33.6015                 NaN
  1154.30        2500.00                 NaN            NaN            NaN            NaN  0.255534E-005   3.85614        8.79347                 NaN   8.68896        46.0511       0.650292        31.9601                 NaN
  1152.72        2500.00                 NaN            NaN            NaN            NaN   1.08891       0.106015E-005   11.5415                 NaN   8.79080        45.9829       0.658432        31.9374                 NaN
  1151.15        2500.00                 NaN            NaN            NaN   3.43523        3.69088        2.88628                 NaN            NaN   8.35144        47.3708       0.882507        33.3828                 NaN
  1149.57        2500.00                 NaN            NaN            NaN            NaN   3.68788        8.96052                 NaN            NaN   8.70383        46.0378       0.649529        31.9605                 NaN
  1148.00        2500.00                 NaN            NaN            NaN            NaN   10.7084        2.02516                 NaN            NaN   8.79417        45.8781       0.625582        31.9685                 NaN
  1146.42        2500.00                 NaN            NaN            NaN            NaN   8.50324        4.13365                 NaN            NaN   8.70251        46.0478       0.652168        31.9606                 NaN
  1144.85        2500.00                 NaN            NaN            NaN            NaN   2.93688        9.77018                 NaN            NaN   8.69861        45.9854       0.644938        31.9640                 NaN
  1143.28        2500.00                 NaN            NaN            NaN   4.04087        5.41422                 NaN            NaN            NaN   8.28495        47.7115       0.930846        33.6176                 NaN
  1141.70        2500.00                 NaN            NaN            NaN            NaN   3.93466        8.71039                 NaN            NaN   8.72954        46.0122       0.648195        31.9650                 NaN
  1140.13        2500.00                 NaN            NaN            NaN            NaN   9.09627        3.58028                 NaN            NaN   8.65824        46.0299       0.658368        31.9769                 NaN
  1138.55        2500.00                 NaN            NaN            NaN   2.88008       0.230012        7.49754       0.991536E-005            NaN   8.46406        46.8891       0.827496        33.2117                 NaN
  1136.98        2500.00                 NaN            NaN            NaN            NaN   2.24344        10.2983       0.187203E-004            NaN   8.72720        46.1282       0.656416        31.9464                 NaN
  1135.40        2500.00                 NaN            NaN            NaN            NaN   2.24438       0.763969E-005   10.2989       0.118610E-004   8.73076        46.1228       0.655756        31.9474                 NaN
  1133.83        2500.00                 NaN            NaN            NaN   4.28257        2.66840                 NaN            NaN            NaN   7.96573        48.5881       0.954283        33.5003        2.04068     
  1132.25        2500.00                 NaN            NaN            NaN   2.99290       0.458699E-003   7.52308       0.853723E-006            NaN   8.45286        46.9392       0.835040        33.2564                 NaN
  1130.68        2500.00                 NaN            NaN            NaN   3.01945       0.457211E-003   7.47451       0.857489E-006            NaN   8.44825        46.9506       0.837528        33.2692                 NaN
  1129.11        2500.00                 NaN            NaN            NaN   3.05541       0.455773E-003   7.42414       0.844019E-006            NaN   8.45681        46.9421       0.834452        33.2866                 NaN
  1127.53        2500.00                 NaN            NaN            NaN            NaN   8.12972        4.50373                 NaN            NaN   8.69763        46.0229       0.653548        31.9925                 NaN
  1125.96        2500.00                 NaN            NaN            NaN            NaN   3.61001        9.05675                 NaN            NaN   8.79899        45.9195       0.638474        31.9763                 NaN
  1124.38        2500.00                 NaN            NaN            NaN   3.08915       0.451432E-003   7.38285       0.822759E-006            NaN   8.46922        46.9120       0.835073        33.3113                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   9.38284        3.28521                 NaN            NaN   8.81473        45.9029       0.636734        31.9776                 NaN
  1121.23        2500.00                 NaN            NaN            NaN            NaN   9.39752        3.27221                 NaN            NaN   8.81908        45.8958       0.636229        31.9792                 NaN
  1119.66        2500.00                 NaN            NaN            NaN   4.09932       0.485538E-003   5.32995                 NaN            NaN   8.29420        47.6784       0.930900        33.6667                 NaN
  1118.08        2500.00                 NaN            NaN            NaN            NaN   9.19637        3.47671                 NaN            NaN   8.82158        45.8857       0.636029        31.9836                 NaN
  1116.51        2500.00                 NaN            NaN            NaN   3.21574       0.444366E-003   7.15440                 NaN            NaN   8.46300        46.9421       0.845776        33.3786                 NaN
  1114.94        2500.00                 NaN            NaN            NaN            NaN   3.43058        9.24515                 NaN            NaN   8.83097        45.8719       0.634955        31.9864                 NaN
  1113.36        2500.00                 NaN            NaN            NaN            NaN   3.41658        9.26070                 NaN            NaN   8.83554        45.8649       0.634425        31.9879                 NaN
  1111.79        2500.00                 NaN            NaN            NaN            NaN   2.71574        10.0387                 NaN            NaN   8.88496        45.7422       0.617085        32.0013                 NaN
  1110.21        2500.00                 NaN            NaN            NaN            NaN   3.39591        9.28475                 NaN            NaN   8.84462        45.8502       0.633376        31.9911                 NaN
  1108.64        2500.00                 NaN            NaN            NaN            NaN   9.29593        3.38631                 NaN            NaN   8.84884        45.8434       0.632884        31.9926                 NaN
  1107.06        2500.00                 NaN            NaN            NaN            NaN   9.31101        3.37278                 NaN            NaN   8.85379        45.8361       0.632273        31.9941                 NaN
  1105.49        2500.00                 NaN            NaN            NaN   3.56676       0.434730E-003   6.50073       0.904015E-006            NaN   8.44599        47.0844       0.874779        33.5269                 NaN
  1103.91        2500.00                 NaN            NaN            NaN            NaN   8.45653        4.19049                 NaN            NaN   8.79476        45.9001       0.646745        32.0114                 NaN
  1102.34        2500.00                 NaN            NaN            NaN   4.07877       0.280568E-004   5.36057                 NaN            NaN   8.30279        47.6537       0.930746        33.6734                 NaN
  1100.77        2500.00                 NaN            NaN            NaN            NaN   8.49571        4.15497                 NaN            NaN   8.80363        45.8919       0.643723        32.0101                 NaN
  1099.19        2500.00                 NaN            NaN            NaN            NaN   3.31758        9.37500                 NaN            NaN   8.87726        45.7993       0.629301        32.0015                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   8.52484        4.13984                 NaN            NaN   8.81049        45.8623       0.643784        32.0187                 NaN
  1096.04        2500.00                 NaN            NaN            NaN   4.11881        5.30318                 NaN            NaN            NaN   8.30321        47.6456       0.930726        33.6985                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   3.48021        9.19016                 NaN            NaN   8.86045        45.8070       0.653235        32.0090                 NaN
  1092.89        2500.00                 NaN            NaN            NaN   3.41448       0.424464E-003   6.80097                 NaN            NaN   8.47878        46.9695       0.858913        33.4770                 NaN
  1091.32        2500.00                 NaN            NaN            NaN   3.44505       0.423198E-003   6.75179                 NaN            NaN   8.46868        46.9825       0.859875        33.4917                 NaN
  1089.74        2500.00                 NaN            NaN            NaN   4.08952        5.34702       0.606579E-004            NaN            NaN   8.30690        47.6362       0.930421        33.6899                 NaN
  1088.17        2500.00                 NaN            NaN            NaN   3.40026       0.420727E-003   6.83747       0.302611E-005            NaN   8.48412        46.9415       0.857404        33.4788                 NaN
  1086.60        2500.00                 NaN            NaN            NaN   4.09232        5.34223       0.666627E-004            NaN            NaN   8.30882        47.6318       0.930311        33.6944                 NaN
  1085.02        2500.00                 NaN            NaN            NaN   4.08652       0.513805E-003   5.34183                 NaN            NaN   8.31434        47.6309       0.931059        33.6948                 NaN
  1083.45        2500.00                 NaN            NaN            NaN   4.09453       0.271955E-004   5.34169                 NaN            NaN   8.31204        47.6220       0.930204        33.6995                 NaN
  1081.87        2500.00                 NaN            NaN            NaN   3.45380       0.450374E-003   6.75835                 NaN            NaN   8.47791        46.9395       0.857671        33.5123                 NaN
  1080.30        2500.00                 NaN            NaN            NaN            NaN   3.92146        8.77964                 NaN            NaN   8.87473        45.7539       0.632095        32.0382                 NaN
  1078.72        2500.00                 NaN            NaN            NaN            NaN   8.78591        3.87273                 NaN            NaN   8.86714        45.8033       0.639894        32.0310                 NaN
  1077.15        2500.00                 NaN            NaN            NaN            NaN   2.91370        9.77848                 NaN            NaN   8.98646        45.6939       0.621722        32.0057                 NaN
  1075.57        2500.00                 NaN            NaN            NaN            NaN   3.27691        9.44448                 NaN            NaN   8.94561        45.6871       0.620325        32.0256                 NaN
  1074.00        2500.00                 NaN            NaN            NaN            NaN   9.44737        3.27604                 NaN            NaN   8.95020        45.6795       0.619703        32.0272                 NaN
  1072.43        2500.00                 NaN            NaN            NaN            NaN   3.89943        8.78579                 NaN            NaN   8.89092        45.7492       0.634486        32.0402                 NaN
  1070.85        2500.00                 NaN            NaN            NaN   4.13712        5.27995                 NaN            NaN            NaN   8.31692        47.6055       0.930067        33.7305                 NaN
  1069.28        2500.00                 NaN            NaN            NaN            NaN   3.34823        9.38800                 NaN            NaN   8.94687        45.6596       0.618905        32.0384                 NaN
  1067.70        2500.00                 NaN            NaN            NaN            NaN   9.43221        3.29927                 NaN            NaN   8.96664        45.6501       0.617531        32.0342                 NaN
  1066.13        2500.00                 NaN            NaN            NaN            NaN   3.31295        9.42317                 NaN            NaN   8.96575        45.6430       0.617161        32.0380                 NaN
  1064.55        2500.00                 NaN            NaN            NaN   4.14082        5.27779                 NaN            NaN            NaN   8.31335        47.6014       0.929185        33.7375                 NaN
  1062.98        2500.00                 NaN            NaN            NaN   4.10947       0.133815E-003   5.32122                 NaN            NaN   8.31975        47.5945       0.929994        33.7250                 NaN
  1061.40        2500.00                 NaN            NaN            NaN   4.11052       0.134197E-003   5.32008                 NaN            NaN   8.32107        47.5909       0.929858        33.7275                 NaN
  1059.83        2500.00                 NaN            NaN            NaN   4.11167       0.133080E-003   5.31783                 NaN            NaN   8.32256        47.5888       0.929808        33.7292                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   9.37622        3.36658                 NaN            NaN   9.00288        45.5967       0.614453        32.0432                 NaN
  1056.68        2500.00                 NaN            NaN            NaN   4.11416       0.132327E-003   5.31538                 NaN            NaN   8.32441        47.5819       0.929876        33.7341                 NaN
  1055.11        2500.00                 NaN            NaN            NaN   4.11624       0.131978E-003   5.31216                 NaN            NaN   8.32445        47.5815       0.929791        33.7357                 NaN
  1053.53        2500.00                 NaN            NaN            NaN   4.11651       0.131648E-003   5.31246                 NaN            NaN   8.32591        47.5775       0.929743        33.7378                 NaN
  1051.96        2500.00                 NaN            NaN            NaN   4.11760       0.131353E-003   5.31127                 NaN            NaN   8.32538        47.5763       0.929793        33.7395                 NaN
  1050.38        2500.00                 NaN            NaN            NaN   4.11829       0.392668E-003   5.31309       0.129248E-005            NaN   8.32691        47.5702       0.929266        33.7418                 NaN
  1048.81        2500.00                 NaN            NaN            NaN   3.67021       0.391945E-003   6.40781       0.129856E-005            NaN   8.48196        46.9204       0.869857        33.6494                 NaN
  1047.23        2500.00                 NaN            NaN            NaN   4.12052       0.514743E-003   5.30719                 NaN            NaN   8.32765        47.5691       0.929586        33.7454                 NaN
  1045.66        2500.00                 NaN            NaN            NaN   4.12159       0.389499E-003   5.30687       0.934609E-006            NaN   8.32887        47.5645       0.929483        33.7483                 NaN
  1044.08        2500.00                 NaN            NaN            NaN   4.12304       0.129566E-003   5.30564                 NaN            NaN   8.32971        47.5616       0.929589        33.7503                 NaN
  1042.51        2500.00                 NaN            NaN            NaN   4.12353       0.129186E-003   5.30433                 NaN            NaN   8.33123        47.5586       0.929697        33.7525                 NaN
  1040.94        2500.00                 NaN            NaN            NaN   4.12499       0.129362E-003   5.30340                 NaN            NaN   8.33165        47.5558       0.929374        33.7547                 NaN
  1039.36        2500.00                 NaN            NaN            NaN   4.12598       0.129033E-003   5.30228                 NaN            NaN   8.33254        47.5529       0.929362        33.7568                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   3.32119        9.45416                 NaN            NaN   9.05273        45.4991       0.605184        32.0677                 NaN
  1036.21        2500.00                 NaN            NaN            NaN            NaN   8.85041        3.89155                 NaN            NaN   9.00271        45.5574       0.619355        32.0785                 NaN
