|6.6.6
Archiving\03_Data\eq/QFM_m0.75/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           Sp(TH)         O(HP)          pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1814.10        2500.00        79.5993                 NaN  0.335116        19.2164       0.849214                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.9348                 NaN  0.349179        19.8668       0.849227                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        78.2704                 NaN  0.363242        20.5172       0.849240                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        77.6059                 NaN  0.377306        21.1676       0.849253                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.9413                 NaN  0.391370        21.8180       0.849265                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        76.2768                 NaN  0.405435        22.4685       0.849278                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.6122                 NaN  0.419500        23.1190       0.849291                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.9692                 NaN  0.432465        23.7491       0.849305                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.3261                 NaN  0.445432        24.3792       0.849318                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.6829                 NaN  0.458398        25.0093       0.849332                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        73.0398                 NaN  0.471365        25.6395       0.849345                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.3966                 NaN  0.484332        26.2697       0.849359                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.7534                 NaN  0.497300        26.8999       0.849372                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.1102                 NaN  0.510268        27.5301       0.849385                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.4670                 NaN  0.523237        28.1604       0.849399                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        69.8474                 NaN  0.535188        28.7680       0.849413                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.2277                 NaN  0.547140        29.3757       0.849426                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.6080                 NaN  0.559093        29.9834       0.849440                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        67.9883                 NaN  0.571045        30.5912       0.849454                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.3686                 NaN  0.582999        31.1989       0.849468                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        66.7489                 NaN  0.594952        31.8067       0.849482                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.1291                 NaN  0.606906        32.4145       0.849495                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        65.5094                 NaN  0.618860        33.0223       0.849509                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        64.9152                 NaN  0.629897        33.6054       0.849523                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        64.3211                 NaN  0.640935        34.1884       0.849537                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        63.7269                 NaN  0.651972        34.7716       0.849550                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        63.1327                 NaN  0.663011        35.3547       0.849564                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        62.5385                 NaN  0.674049        35.9378       0.849578                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        61.9443                 NaN  0.685088        36.5210       0.849592                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        61.3501                 NaN  0.696127        37.1042       0.849606                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        60.7558                 NaN  0.707167        37.6874       0.849619                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        60.1945                 NaN  0.717314        38.2386       0.849633                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        59.6331                 NaN  0.727462        38.7898       0.849646                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        59.0717                 NaN  0.737610        39.3410       0.849660                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        58.5103                 NaN  0.747758        39.8922       0.849673                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        57.9489                 NaN  0.757907        40.4435       0.849687                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.3875                 NaN  0.768056        40.9948       0.849700                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        56.8260                 NaN  0.778205        41.5461       0.849713                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.2645                 NaN  0.788355        42.0974       0.849727                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        55.7413                 NaN  0.797874        42.6111       0.849740                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.2180                 NaN  0.807393        43.1248       0.849753                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        54.6947                 NaN  0.816912        43.6386       0.849765                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        54.1714                 NaN  0.826432        44.1523       0.849778                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        53.6481                 NaN  0.835952        44.6661       0.849791                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        53.1248                 NaN  0.845472        45.1799       0.849804                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        52.6015                 NaN  0.854993        45.6937       0.849817                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        52.0781                 NaN  0.864514        46.2076       0.849830                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        51.6008                 NaN  0.873435        46.6759       0.849841                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        51.1235                 NaN  0.882356        47.1443       0.849853                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        50.6462                 NaN  0.891278        47.6126       0.849865                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        50.1689                 NaN  0.900200        48.0810       0.849877                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        49.6916                 NaN  0.909122        48.5494       0.849889                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        49.2142                 NaN  0.918044        49.0178       0.849901                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        48.7369                 NaN  0.926966        49.4862       0.849913                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        48.2595                 NaN  0.935889        49.9547       0.849924                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        47.8113                 NaN  0.943151        50.3956       0.849936                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        46.8853                 NaN  0.942899        50.6503       0.849949       0.671568                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        45.7931                 NaN  0.937908        50.8050       0.849962        1.61408                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        44.7008                 NaN  0.932916        50.9597       0.849974        2.55662                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        43.7314                 NaN  0.927480        51.0926       0.849986        3.39854                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        42.7620                 NaN  0.922043        51.2255       0.849998        4.24048                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        41.7925                 NaN  0.916606        51.3584       0.850009        5.08244                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        40.8230                 NaN  0.911169        51.4913       0.850021        5.92443                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        40.0379                 NaN  0.905096        51.5921       0.850030        6.61493                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        39.2527                 NaN  0.899022        51.6928       0.850039        7.30545                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        38.4674                 NaN  0.892949        51.7936       0.850049        7.99599                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        37.6822                 NaN  0.886875        51.8943       0.850058        8.68654                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        36.8969                 NaN  0.880801        51.9951       0.850068        9.37710                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        36.1117                 NaN  0.874727        52.0958       0.850077        10.0677                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        35.3264                 NaN  0.868653        52.1966       0.850087        10.7583                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        34.5411                 NaN  0.862579        52.2974       0.850096        11.4489                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        33.9269                 NaN  0.855818        52.3667       0.850103        12.0005                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        33.3126                 NaN  0.849058        52.4361       0.850110        12.5521                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        32.6984                 NaN  0.842297        52.5055       0.850117        13.1037                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        32.0841                 NaN  0.835536        52.5748       0.850125        13.6554                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        31.4699                 NaN  0.828775        52.6442       0.850132        14.2070                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        30.8556                 NaN  0.822014        52.7136       0.850139        14.7587                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        30.2413                 NaN  0.815253        52.7829       0.850146        15.3103                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        29.6270                 NaN  0.808492        52.8523       0.850153        15.8620                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        29.1248                 NaN  0.800963        52.9012       0.850159        16.3229                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        28.6225                 NaN  0.793434        52.9501       0.850165        16.7838                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        28.1202                 NaN  0.785905        52.9990       0.850170        17.2447                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        27.6179                 NaN  0.778376        53.0479       0.850176        17.7057                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        27.1156                 NaN  0.770847        53.0968       0.850181        18.1666                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        26.6133                 NaN  0.763318        53.1457       0.850187        18.6275                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        26.1110                 NaN  0.755789        53.1946       0.850193        19.0885                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        25.6087                 NaN  0.748259        53.2435       0.850198        19.5494                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        25.1789                 NaN  0.739838        53.2784       0.850202        19.9526                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        24.7492                 NaN  0.731417        53.3133       0.850207        20.3559                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        24.3195                 NaN  0.722996        53.3482       0.850211        20.7591                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        23.8898                 NaN  0.714575        53.3831       0.850215        21.1623                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        23.4600                 NaN  0.706154        53.4180       0.850219        21.5656                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        23.0303                 NaN  0.697732        53.4530       0.850223        21.9688                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        22.6005                 NaN  0.689311        53.4879       0.850227        22.3720                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        22.1708                 NaN  0.680889        53.5228       0.850232        22.7753                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        21.7870                 NaN  0.671075        53.5500       0.850235        23.1417                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        21.4032                 NaN  0.661261        53.5773       0.850238        23.5081                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        21.0193                 NaN  0.651447        53.6045       0.850241        23.8745                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        20.6355                 NaN  0.641633        53.6317       0.850244        24.2409                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        20.2517                 NaN  0.631818        53.6590       0.850247        24.6073                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        19.8679                 NaN  0.622004        53.6862       0.850250        24.9737                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        19.4840                 NaN  0.612190        53.7134       0.850253        25.3401                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        19.1002                 NaN  0.602375        53.7407       0.850256        25.7065                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        18.7378                 NaN  0.591719        53.7635       0.850258        26.0567                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        18.3755                 NaN  0.581063        53.7863       0.850260        26.4069                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        18.0131                 NaN  0.570406        53.8091       0.850262        26.7572                 NaN            NaN            NaN            NaN            NaN
  1474.36        2500.00        17.6507                 NaN  0.559750        53.8319       0.850264        27.1074                 NaN            NaN            NaN            NaN            NaN
  1471.15        2500.00        17.2422                 NaN  0.553421        53.8540       0.850266        27.3717       0.128411                 NaN            NaN            NaN            NaN
  1467.95        2500.00        16.6882                 NaN  0.556352        53.8831       0.850269        27.4718       0.550264                 NaN            NaN            NaN            NaN
  1464.74        2500.00        16.1646                 NaN  0.560591        53.9061       0.850272        27.5649       0.953549                 NaN            NaN            NaN            NaN
  1461.54        2500.00        15.6410                 NaN  0.564829        53.9291       0.850275        27.6580        1.35684                 NaN            NaN            NaN            NaN
  1458.33        2500.00        15.2038                 NaN  0.573140        53.9346       0.850277        27.7343        1.70386                 NaN            NaN            NaN            NaN
  1455.13        2500.00        14.7665                 NaN  0.581450        53.9402       0.850280        27.8107        2.05089                 NaN            NaN            NaN            NaN
  1451.92        2500.00        14.3293                 NaN  0.589761        53.9457       0.850282        27.8870        2.39792                 NaN            NaN            NaN            NaN
  1448.72        2500.00        13.8921                 NaN  0.598072        53.9512       0.850284        27.9634        2.74495                 NaN            NaN            NaN            NaN
  1445.51        2500.00        13.4549                 NaN  0.606383        53.9568       0.850286        28.0397        3.09198                 NaN            NaN            NaN            NaN
  1442.31        2500.00        13.0176                 NaN  0.614694        53.9623       0.850288        28.1161        3.43902                 NaN            NaN            NaN            NaN
  1439.10        2500.00        12.5804                 NaN  0.623004        53.9678       0.850290        28.1924        3.78605                 NaN            NaN            NaN            NaN
  1435.90        2500.00        12.1431                 NaN  0.631315        53.9734       0.850292        28.2688        4.13309                 NaN            NaN            NaN            NaN
  1432.69        2500.00        11.7889                 NaN  0.642589        53.9689       0.850294        28.3258        4.42350                 NaN            NaN            NaN            NaN
  1429.49        2500.00        11.4347                 NaN  0.653863        53.9645       0.850296        28.3828        4.71392                 NaN            NaN            NaN            NaN
  1426.28        2500.00        11.0972                 NaN  0.666344        53.9478       0.850297        28.4466        4.99172                 NaN            NaN            NaN            NaN
  1423.08        2500.00        10.7154                 NaN  0.686243        53.9359       0.850301        28.3236       0.223671        5.26494                 NaN            NaN            NaN
  1419.87        2500.00        10.7154                 NaN  0.686243        53.9359       0.850301        28.3236       0.223671        5.26494                 NaN            NaN            NaN
  1416.67        2500.00        10.7154                 NaN  0.686243        53.9359       0.850301        28.3236       0.223671        5.26494                 NaN            NaN            NaN
  1413.46        2500.00        10.7154                 NaN  0.686243        53.9359       0.850301        28.3236       0.223671        5.26494                 NaN            NaN            NaN
  1410.26        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1407.05        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1403.85        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1400.64        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1397.44        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1394.23        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1391.03        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1387.82        2500.00        9.45303                 NaN  0.767750        53.8074       0.850308        27.9673        6.16476       0.989403                 NaN            NaN            NaN
  1384.62        2500.00        7.44207                 NaN  0.929772        53.5258       0.850319        27.5860        7.62859        2.03749                 NaN            NaN            NaN
  1381.41        2500.00        7.23169                 NaN  0.949160        53.4969       0.850320        27.5507        2.13753        7.78368                 NaN            NaN            NaN
  1378.21        2500.00        6.99515                 NaN  0.961233        53.5095       0.850324        27.4562        7.87131        2.28430       0.719598E-001            NaN            NaN
  1375.00        2500.00        6.99515                 NaN  0.961233        53.5095       0.850324        27.4562        7.87131        2.28430       0.719598E-001            NaN            NaN
  1371.79        2500.00        6.54110                 NaN  0.981084        53.5530       0.850331        27.2484        2.58041        8.00544       0.240181                 NaN            NaN
  1368.59        2500.00        6.54110                 NaN  0.981084        53.5530       0.850331        27.2484        2.58041        8.00544       0.240181                 NaN            NaN
  1365.38        2500.00        6.54110                 NaN  0.981084        53.5530       0.850331        27.2484        2.58041        8.00544       0.240181                 NaN            NaN
  1362.18        2500.00        6.54110                 NaN  0.981084        53.5530       0.850331        27.2484        2.58041        8.00544       0.240181                 NaN            NaN
  1358.97        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1355.77        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1352.56        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1349.36        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1346.15        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1342.95        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1339.74        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1336.54        2500.00        5.74781                 NaN   1.01784        53.6278       0.850345        26.8811        8.23198        3.09712       0.545964                 NaN            NaN
  1333.33        2500.00        4.48419                 NaN   1.09114        53.6677       0.850362        26.3534        8.60801        3.90257        1.04261                 NaN            NaN
  1330.13        2500.00        4.48419                 NaN   1.09114        53.6677       0.850362        26.3534        8.60801        3.90257        1.04261                 NaN            NaN
  1326.92        2500.00        4.48419                 NaN   1.09114        53.6677       0.850362        26.3534        8.60801        3.90257        1.04261                 NaN            NaN
  1323.72        2500.00        4.48419                 NaN   1.09114        53.6677       0.850362        26.3534        8.60801        3.90257        1.04261                 NaN            NaN
  1320.51        2500.00        3.95988                 NaN   1.12422        53.6683       0.850368        26.1626        8.76227        4.21816        1.25419                 NaN            NaN
  1317.31        2500.00        3.83842                 NaN   1.13250        53.6653       0.850369        26.1216        8.79988        4.28931        1.30266                 NaN            NaN
  1314.10        2500.00                 NaN            NaN   1.16865        54.2556       0.850404        25.3984        9.14169        4.96837        1.80817        2.40868                 NaN
  1310.90        2500.00                 NaN            NaN   1.16865        54.2556       0.850404        25.3984        9.14169        4.96837        1.80817        2.40868                 NaN
  1307.69        2500.00                 NaN            NaN   1.17650        54.2824       0.850408        25.3953        9.10898        4.93215        1.84059        2.41364                 NaN
  1304.49        2500.00                 NaN            NaN   1.17650        54.2824       0.850408        25.3953        9.10898        4.93215        1.84059        2.41364                 NaN
  1301.28        2500.00                 NaN            NaN   1.17650        54.2824       0.850408        25.3953        9.10898        4.93215        1.84059        2.41364                 NaN
  1298.08        2500.00                 NaN            NaN   1.17650        54.2824       0.850408        25.3953        9.10898        4.93215        1.84059        2.41364                 NaN
  1294.87        2500.00                 NaN            NaN   1.17650        54.2824       0.850408        25.3953        9.10898        4.93215        1.84059        2.41364                 NaN
