|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m1.75/T13/T13_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1599.36        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1597.86        500.000        99.1719       0.828142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.36        500.000        98.9996       0.950307       0.501367E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1594.85        500.000        99.0392       0.905423       0.554046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.35        500.000        99.0248       0.902391       0.705215E-001  0.226326E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        500.000        99.0713       0.875507       0.532078E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.35        500.000        99.0530       0.894075       0.529538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.84        500.000        99.0652       0.883758       0.510641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.34        500.000        99.0731       0.877109       0.497451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.84        500.000        99.0825       0.869510       0.479469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.34        500.000        97.8917        2.00861       0.996670E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.84        500.000        99.4606       0.509176       0.302431E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.33        500.000        99.9197       0.759666E-001  0.435436E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        500.000        99.7522       0.235673       0.121043E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.33        500.000        98.5316        1.39737       0.710489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.83        500.000        99.1370       0.821488       0.414824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.33        500.000        99.0946       0.864230       0.411731E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.82        500.000        99.1985       0.762656       0.388255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.32        500.000        99.1598       0.802731       0.374774E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.82        500.000        99.1626       0.800962       0.364126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.32        500.000        99.1792       0.783446       0.373791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        500.000        99.1827       0.781857       0.354856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.31        500.000        99.1891       0.777373       0.335688E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        500.000        99.1930       0.771401       0.356102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.31        500.000        99.2095       0.758460       0.320707E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.81        500.000        99.2118       0.757163       0.309940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.30        500.000        99.2178       0.752758       0.294535E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.80        500.000        99.2242       0.747976       0.278646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.30        500.000        99.2304       0.742915       0.267265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.80        500.000        99.2380       0.735408       0.266091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.30        500.000        99.2440       0.726469       0.295765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000        99.2481       0.733037       0.189015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.29        500.000        99.0927       0.878296       0.290409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.79        500.000        99.4300       0.548367       0.216589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
