|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1317.77        500.000                 NaN   99.2093       0.431545                 NaN            NaN            NaN  0.144300       0.114580                 NaN            NaN  0.100243                 NaN            NaN            NaN
  1316.34        500.000                 NaN   97.9873        1.74556                 NaN            NaN  0.588747E-001  0.149864                 NaN            NaN            NaN  0.584271E-001            NaN            NaN            NaN
  1314.90        500.000                 NaN   99.5187       0.460275                 NaN            NaN            NaN  0.112590E-001            NaN            NaN            NaN  0.974028E-002            NaN            NaN            NaN
  1313.46        500.000                 NaN   99.9750       0.238202E-001            NaN            NaN            NaN  0.116690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.02        500.000                 NaN   99.3636       0.595310                 NaN            NaN            NaN  0.274490E-001            NaN            NaN            NaN  0.136312E-001            NaN            NaN            NaN
  1310.59        500.000                 NaN   99.9944                 NaN            NaN            NaN            NaN  0.533798E-002            NaN            NaN            NaN  0.261035E-003            NaN            NaN            NaN
  1309.15        500.000                 NaN   99.9725                 NaN            NaN            NaN            NaN  0.119634E-002  0.187875E-001            NaN            NaN  0.750764E-002            NaN            NaN            NaN
  1307.71        500.000                 NaN   99.9635                 NaN            NaN            NaN            NaN  0.196804E-001  0.707384E-002            NaN            NaN  0.977878E-002            NaN            NaN            NaN
  1306.27        500.000                 NaN   99.9562                 NaN            NaN            NaN            NaN  0.950742E-002  0.226060E-001            NaN            NaN  0.117153E-001            NaN            NaN            NaN
  1304.83        500.000                 NaN   99.9438                 NaN            NaN            NaN            NaN  0.290549E-001  0.122265E-001            NaN            NaN  0.148785E-001            NaN            NaN            NaN
  1303.40        500.000                 NaN   99.9240                 NaN            NaN            NaN            NaN  0.390907E-001  0.168957E-001            NaN            NaN  0.199779E-001            NaN            NaN            NaN
  1301.96        500.000                 NaN   99.4600                 NaN            NaN            NaN  0.146596E-001  0.379783                 NaN            NaN            NaN  0.145540                 NaN            NaN            NaN
  1300.52        500.000                 NaN   99.3138                 NaN            NaN            NaN  0.162157E-001  0.286400       0.203028                 NaN            NaN  0.180565                 NaN            NaN            NaN
  1299.08        500.000                 NaN   95.1533                 NaN            NaN            NaN  0.115902        1.90294        1.56426                 NaN            NaN   1.26362                 NaN            NaN            NaN
  1297.64        500.000                 NaN   99.7600                 NaN            NaN            NaN            NaN  0.768065E-001  0.958209E-001            NaN            NaN  0.674222E-001            NaN            NaN            NaN
  1296.21        500.000                 NaN   99.7513                 NaN            NaN            NaN  0.288296E-003  0.100515       0.781224E-001            NaN            NaN  0.697590E-001            NaN            NaN            NaN
  1294.77        500.000                 NaN   99.7419                 NaN            NaN            NaN            NaN  0.105753       0.802409E-001            NaN            NaN  0.721073E-001            NaN            NaN            NaN
  1293.33        500.000                 NaN   99.7286                 NaN            NaN            NaN            NaN  0.113315       0.827290E-001            NaN            NaN  0.753368E-001            NaN            NaN            NaN
  1291.89        500.000                 NaN   99.7122                 NaN            NaN            NaN            NaN  0.121554       0.865706E-001            NaN            NaN  0.796861E-001            NaN            NaN            NaN
  1290.45        500.000                 NaN   99.6916                 NaN            NaN            NaN            NaN  0.909438E-001  0.132362                 NaN            NaN  0.850748E-001            NaN            NaN            NaN
  1289.02        500.000                 NaN   99.2598                 NaN            NaN            NaN            NaN  0.564189                 NaN            NaN            NaN  0.175972                 NaN            NaN            NaN
  1287.58        500.000                 NaN   98.6044                 NaN            NaN            NaN            NaN  0.973034E-001  0.877317                 NaN            NaN  0.420962                 NaN            NaN            NaN
  1286.14        500.000                 NaN   99.5888                 NaN            NaN            NaN            NaN  0.209455       0.925108E-001            NaN            NaN  0.109224                 NaN            NaN            NaN
  1284.70        500.000                 NaN   99.5321                 NaN            NaN            NaN            NaN  0.377417                 NaN            NaN            NaN  0.904872E-001            NaN            NaN            NaN
  1283.27        500.000                 NaN   99.6338                 NaN            NaN            NaN            NaN  0.264383                 NaN            NaN            NaN  0.101823                 NaN            NaN            NaN
  1281.83        500.000                 NaN   99.5682                 NaN            NaN            NaN            NaN  0.130215       0.179245                 NaN            NaN  0.122390                 NaN            NaN            NaN
  1280.39        500.000                 NaN   99.5305                 NaN            NaN            NaN            NaN  0.157309       0.164731                 NaN            NaN  0.132878       0.145421E-001            NaN            NaN
  1278.95        500.000                 NaN   99.4789                 NaN            NaN            NaN            NaN  0.993264E-001  0.219259                 NaN            NaN  0.144815       0.576918E-001            NaN            NaN
  1277.51        500.000                 NaN   99.4871                 NaN            NaN            NaN            NaN  0.214750       0.987911E-001            NaN            NaN  0.142683       0.566499E-001            NaN            NaN
  1276.08        500.000                 NaN   99.4946                 NaN            NaN            NaN            NaN  0.211616       0.978383E-001            NaN            NaN  0.140558       0.553760E-001            NaN            NaN
  1274.64        500.000                 NaN   99.5016                 NaN            NaN            NaN            NaN  0.208266       0.970306E-001            NaN            NaN  0.138768       0.543197E-001            NaN            NaN
  1273.20        500.000                 NaN   99.5088                 NaN            NaN            NaN            NaN  0.204888       0.962517E-001            NaN            NaN  0.136795       0.532273E-001            NaN            NaN
  1271.76        500.000                 NaN   99.5161                 NaN            NaN            NaN            NaN  0.948423E-001  0.201992                 NaN            NaN  0.134805       0.522228E-001            NaN            NaN
  1270.32        500.000                 NaN   99.5231                 NaN            NaN            NaN            NaN  0.198747       0.939767E-001            NaN            NaN  0.132946       0.512025E-001            NaN            NaN
  1268.89        500.000                 NaN   99.5301                 NaN            NaN            NaN            NaN  0.932533E-001  0.195417                 NaN            NaN  0.131055       0.501577E-001            NaN            NaN
  1267.45        500.000                 NaN   99.5367                 NaN            NaN            NaN            NaN  0.926507E-001  0.192208                 NaN            NaN  0.129314       0.491616E-001            NaN            NaN
  1266.01        500.000                 NaN   99.5434                 NaN            NaN            NaN            NaN  0.916345E-001  0.189203                 NaN            NaN  0.127501       0.482169E-001            NaN            NaN
  1264.57        500.000                 NaN   99.5497                 NaN            NaN            NaN            NaN  0.186181       0.910653E-001            NaN            NaN  0.125782       0.472289E-001            NaN            NaN
  1263.13        500.000                 NaN   96.8586                 NaN            NaN            NaN            NaN  0.198065       0.565113                 NaN            NaN  0.372747       0.168142        1.83732                 NaN
  1261.70        500.000                 NaN   96.5483                 NaN            NaN            NaN            NaN  0.607085       0.199783                 NaN            NaN  0.396687       0.180931        2.06721                 NaN
  1260.26        500.000                 NaN   96.6998                 NaN            NaN            NaN            NaN  0.582720       0.185642                 NaN            NaN  0.378775       0.172379        1.98073                 NaN
  1258.82        500.000                 NaN   96.8506                 NaN            NaN            NaN            NaN  0.560656       0.169065                 NaN            NaN  0.360119       0.164574        1.89497                 NaN
  1257.38        500.000                 NaN   96.9838                 NaN            NaN            NaN            NaN  0.156636       0.538189                 NaN            NaN  0.344050       0.157190        1.82010                 NaN
  1255.95        500.000                 NaN   97.1120                 NaN            NaN            NaN            NaN  0.514706       0.146333                 NaN            NaN  0.328441       0.150283        1.74827                 NaN
  1254.51        500.000                 NaN   97.2277                 NaN            NaN            NaN            NaN  0.498186       0.133683                 NaN            NaN  0.314250       0.143575        1.68259                 NaN
  1253.07        500.000                 NaN   97.3388                 NaN            NaN            NaN            NaN  0.479686       0.123848                 NaN            NaN  0.300634       0.137202        1.61979                 NaN
  1251.63        500.000                 NaN   97.4433                 NaN            NaN            NaN            NaN  0.461392       0.115490                 NaN            NaN  0.287873       0.131141        1.56083                 NaN
  1250.19        500.000                 NaN   97.5417                 NaN            NaN            NaN            NaN  0.444953       0.106787                 NaN            NaN  0.275703       0.125430        1.50538                 NaN
  1248.76        500.000                 NaN   97.6338                 NaN            NaN            NaN            NaN  0.429728       0.988813E-001            NaN            NaN  0.264339       0.119943        1.45332                 NaN
  1247.32        500.000                 NaN   97.7241                 NaN            NaN            NaN            NaN  0.411739       0.933779E-001            NaN            NaN  0.253252       0.114778        1.40271                 NaN
  1245.88        500.000                 NaN   97.8068                 NaN            NaN            NaN            NaN  0.398330       0.861685E-001            NaN            NaN  0.242988       0.109794        1.35593                 NaN
  1244.44        500.000                 NaN   97.8855                 NaN            NaN            NaN            NaN  0.799608E-001  0.384846                 NaN            NaN  0.233238       0.105062        1.31144                 NaN
  1243.00        500.000                 NaN   97.9605                 NaN            NaN            NaN            NaN  0.370468       0.753103E-001            NaN            NaN  0.223995       0.100581        1.26919                 NaN
  1241.57        500.000                 NaN   98.0320                 NaN            NaN            NaN            NaN  0.702661E-001  0.357975                 NaN            NaN  0.215128       0.962299E-001   1.22838                 NaN
  1240.13        500.000                 NaN   98.0999                 NaN            NaN            NaN            NaN  0.345322       0.657835E-001            NaN            NaN  0.206741       0.921532E-001   1.19014                 NaN
  1238.69        500.000                 NaN   98.1638                 NaN            NaN            NaN            NaN  0.333712       0.616751E-001            NaN            NaN  0.198849       0.882433E-001   1.15374                 NaN
  1237.25        500.000                 NaN   98.2254                 NaN            NaN            NaN            NaN  0.322515       0.574133E-001            NaN            NaN  0.191168       0.845784E-001   1.11896                 NaN
  1235.81        500.000                 NaN   98.2837                 NaN            NaN            NaN            NaN  0.311171       0.542779E-001            NaN            NaN  0.183944       0.810423E-001   1.08583                 NaN
  1234.38        500.000                 NaN   98.3392                 NaN            NaN            NaN            NaN  0.301505       0.505231E-001            NaN            NaN  0.177073       0.776519E-001   1.05402                 NaN
  1232.94        500.000                 NaN   98.3925                 NaN            NaN            NaN            NaN  0.479149E-001  0.291011                 NaN            NaN  0.170535       0.744421E-001   1.02362                 NaN
  1231.50        500.000                 NaN   98.4425                 NaN            NaN            NaN            NaN  0.449503E-001  0.282080                 NaN            NaN  0.164380       0.713224E-001  0.994779                 NaN
  1230.06        500.000                 NaN   98.4905                 NaN            NaN            NaN            NaN  0.421872E-001  0.273308                 NaN            NaN  0.158471       0.683915E-001  0.967132                 NaN
  1228.63        500.000                 NaN   75.1222                 NaN            NaN            NaN            NaN   2.25458                 NaN            NaN            NaN   1.89260       0.465786        10.4335        9.83129     
  1227.19        500.000                 NaN   76.9904                 NaN            NaN            NaN            NaN   2.13949                 NaN            NaN            NaN   1.75707       0.403805        9.56225        9.14698     
  1225.75        500.000                 NaN   80.1902                 NaN            NaN            NaN            NaN   1.89510                 NaN            NaN            NaN   1.51923       0.330925        8.18917        7.87541     
  1224.31        500.000                 NaN   82.3612                 NaN            NaN            NaN            NaN   1.74426                 NaN            NaN            NaN   1.36036       0.279169        7.24614        7.00890     
  1222.87        500.000                 NaN   79.9729                 NaN            NaN            NaN  0.209393        1.74727                 NaN            NaN            NaN   1.58360       0.276056        8.10130        8.10952     
  1221.44        500.000                 NaN   81.5661                 NaN            NaN            NaN  0.216688        1.59336                 NaN            NaN            NaN   1.45062       0.249818        7.43602        7.48741     
  1220.00        500.000                 NaN   83.5458                 NaN            NaN            NaN  0.191931        1.43375                 NaN            NaN            NaN   1.28640       0.222282        6.63160        6.68826     
  1218.56        500.000                 NaN   85.1182                 NaN            NaN            NaN  0.170707        1.31026                 NaN            NaN            NaN   1.15650       0.200044        5.99197        6.05231     
  1217.12        500.000                 NaN   86.4100                 NaN            NaN            NaN  0.152038        1.21123                 NaN            NaN            NaN   1.05066       0.181437        5.46671        5.52795     
  1215.68        500.000                 NaN   87.4851                 NaN            NaN            NaN  0.135998        1.12939                 NaN            NaN            NaN  0.963234       0.165785        5.02994        5.09053     
  1214.25        500.000                 NaN   88.3489                 NaN            NaN            NaN  0.122435        1.06605                 NaN            NaN            NaN  0.892676       0.152961        4.67822        4.73874     
  1212.81        500.000                 NaN   89.0878                 NaN            NaN            NaN  0.110729        1.01126                 NaN            NaN            NaN  0.832808       0.141861        4.37819        4.43738     
  1211.37        500.000                 NaN   89.6855                 NaN            NaN            NaN  0.100537       0.969801                 NaN            NaN            NaN  0.783741       0.132654        4.13471        4.19302     
  1209.93        500.000                 NaN   90.2144                 NaN            NaN            NaN  0.919008E-001  0.929876                 NaN            NaN            NaN  0.740933       0.124425        3.92112        3.97739     
  1208.49        500.000                 NaN   89.1458                 NaN            NaN            NaN  0.109866       0.932752                 NaN            NaN            NaN  0.820267       0.134937        4.36722        4.48911     
  1207.06        500.000                 NaN   92.2952                 NaN            NaN            NaN  0.554467E-001  0.820735                 NaN            NaN            NaN  0.568308       0.976063E-001   3.06535        3.09732     
  1205.62        500.000                 NaN   84.6619                 NaN            NaN            NaN  0.150787        1.36044                 NaN            NaN            NaN   1.14500       0.188237        6.15145        6.34215     
  1204.18        500.000                 NaN   97.8681                 NaN            NaN            NaN  0.327740E-002  0.469508                 NaN            NaN            NaN  0.156116       0.214942E-001  0.812446       0.669041     
  1202.74        500.000                 NaN   91.6109                 NaN            NaN            NaN  0.842560E-001  0.543047                 NaN            NaN            NaN  0.624974       0.104836        3.44256        3.58944     
  1201.31        500.000                 NaN   92.5561                 NaN            NaN            NaN  0.407098E-001  0.884029                 NaN            NaN            NaN  0.544725       0.886891E-001   2.98422        2.90153     
  1199.87        500.000                 NaN   80.0115                 NaN            NaN            NaN  0.134668        2.05302                 NaN            NaN            NaN   1.45266       0.218221        7.97170        8.15820     
  1198.43        500.000                 NaN   99.9353                 NaN            NaN            NaN  0.150280E-001  0.378562E-001            NaN            NaN            NaN  0.118132E-001            NaN            NaN            NaN
  1196.99        500.000                 NaN   94.2598                 NaN            NaN            NaN  0.293153E-001  0.485188                 NaN            NaN            NaN  0.409119       0.715079E-001   2.43010        2.31499     
  1195.55        500.000                 NaN   90.8367                 NaN            NaN            NaN  0.531899E-001  0.985214                 NaN            NaN            NaN  0.660024       0.949871E-001   3.64597        3.72389     
  1194.12        500.000                 NaN   80.3924                 NaN            NaN            NaN  0.130250        1.85086                 NaN            NaN            NaN   1.35413       0.196326        8.19404        7.88195     
  1192.68        500.000                 NaN   67.2495                 NaN            NaN            NaN  0.269750        2.61496                 NaN            NaN            NaN   2.21981       0.315774        13.8563        13.4739     
  1191.24        500.000                 NaN            NaN            NaN            NaN            NaN  0.722708        8.19699                 NaN            NaN            NaN   6.66331       0.916251        42.3503        41.1504     
  1189.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.731602        8.19333                 NaN            NaN            NaN   6.67443       0.909736        42.3268        41.1641     
  1188.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.788531        8.02362                 NaN            NaN            NaN   6.65241       0.924983        42.3838        41.2266     
  1186.93        500.000                 NaN            NaN            NaN            NaN            NaN  0.704883        8.24781                 NaN            NaN            NaN   6.66829       0.913067        42.3351        41.1309     
  1185.49        500.000                 NaN            NaN            NaN            NaN            NaN  0.685286        8.30200                 NaN            NaN            NaN   6.67238       0.910362        42.3209        41.1091     
  1184.05        500.000                 NaN            NaN            NaN            NaN            NaN  0.664478        8.35950                 NaN            NaN            NaN   6.67674       0.907473        42.3059        41.0859     
  1182.61        500.000                 NaN            NaN            NaN            NaN            NaN  0.637278        8.45171                 NaN            NaN            NaN   6.69077       0.898604        42.2628        41.0589     
  1181.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.618220        8.48782                 NaN            NaN            NaN   6.68573       0.901059        42.2726        41.0345     
  1179.74        500.000                 NaN            NaN            NaN            NaN            NaN  0.599956        8.53966                 NaN            NaN            NaN   6.68968       0.898458        42.2583        41.0140     
  1178.30        500.000                 NaN            NaN            NaN            NaN            NaN  0.594704        8.55230                 NaN            NaN            NaN   6.69210       0.897206        42.2563        41.0074     
  1176.86        500.000                 NaN            NaN            NaN            NaN            NaN  0.591620        8.56384                 NaN            NaN            NaN   6.69475       0.896379        42.2479        41.0055     
  1175.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.541552        8.71284                 NaN            NaN            NaN   6.71038       0.886406        42.1959        40.9529     
  1173.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.585504        8.58325                 NaN            NaN            NaN   6.69791       0.894957        42.2392        40.9991     
  1172.55        500.000                 NaN            NaN            NaN            NaN            NaN  0.327445        9.31853                 NaN            NaN            NaN   6.76404       0.849765        42.0252        40.7150     
  1171.11        500.000                 NaN            NaN            NaN            NaN            NaN  0.282322        9.44192                 NaN            NaN            NaN   6.77404       0.843076        41.9943        40.6643     
  1169.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.234952        9.57100                 NaN            NaN            NaN   6.78460       0.836089        41.9624        40.6110     
  1168.23        500.000                 NaN            NaN            NaN            NaN            NaN  0.497406E-001   10.0750                 NaN            NaN            NaN   6.82196       0.810324        41.8404        40.4026     
  1166.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.128482        3.19396        6.66781                 NaN            NaN   6.80876       0.820044        41.8898        40.4912     
  1165.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.31932        7.89753                 NaN            NaN   6.84795       0.799151        41.7887        40.3474     
  1163.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.16308        8.04905                 NaN            NaN   6.83477       0.802404        41.8037        40.3470     
  1162.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.88808        8.34027                 NaN            NaN   6.84492       0.796383        41.7806        40.3497     
  1161.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.59264        6.62221                 NaN            NaN   6.83961       0.799533        41.7989        40.3471     
  1159.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2286                 NaN            NaN            NaN   6.84470       0.796870        41.7799        40.3499     
  1158.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2309                 NaN            NaN            NaN   6.84680       0.795905        41.7759        40.3505     
  1156.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.49509        1.72591                 NaN            NaN   6.84169       0.799081        41.7897        40.3486     
  1155.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2281                 NaN            NaN            NaN   6.84615       0.796589        41.7793        40.3498     
  1153.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2297                 NaN            NaN            NaN   6.84742       0.796021        41.7767        40.3501     
  1152.42        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2300                 NaN            NaN            NaN   6.84769       0.796032        41.7761        40.3502     
  1150.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2349                 NaN            NaN            NaN   6.85087       0.794277        41.7689        40.3510     
  1149.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2372                 NaN            NaN            NaN   6.85264       0.793449        41.7652        40.3515     
  1148.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2509                 NaN            NaN            NaN   6.86121       0.788444        41.7457        40.3538     
  1146.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.59696        8.64878                 NaN            NaN   6.85947       0.789672        41.7523        40.3528     
  1145.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.48693       0.669480        7.07188                 NaN   6.85106       0.795513        41.7753        40.3498     
  1143.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.789539       0.470802E-001   9.39900                 NaN   6.85395       0.793560        41.7657        40.3512     
  1142.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.35055        7.89544                 NaN            NaN   6.86158       0.788879        41.7508        40.3527     
  1140.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2620                 NaN            NaN            NaN   6.86922       0.784580        41.7283        40.3558     
  1139.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.29279        5.94853                 NaN            NaN   6.86754       0.790087        41.7489        40.3521     
  1138.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2680                 NaN            NaN            NaN   6.87371       0.782464        41.7185        40.3573     
  1136.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.19694        6.04581                 NaN            NaN   6.86880       0.789526        41.7464        40.3525     
  1135.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.08651        6.16580                 NaN            NaN   6.87123       0.787560        41.7347        40.3543     
  1133.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.20981        6.04098                 NaN            NaN   6.87091       0.787313        41.7375        40.3535     
  1132.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.05615        6.19882                 NaN            NaN   6.87631       0.785336        41.7288        40.3545     
  1130.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.25011        6.00628                 NaN            NaN   6.87141       0.784594        41.7329        40.3547     
  1129.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.12809        6.13529                 NaN            NaN   6.88093       0.782222        41.7175        40.3560     
  1127.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.36494        4.33357        2.56716                 NaN   6.87916       0.781165        41.7177        40.3563     
  1126.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.44500        8.81720                 NaN            NaN   6.87314       0.784361        41.7242        40.3561     
  1125.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.49101        4.39160        2.37956                 NaN   6.87741       0.782568        41.7220        40.3559     
  1123.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.47632        4.39289        2.39526                 NaN   6.87921       0.781728        41.7183        40.3563     
  1122.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.33052        4.37051        2.57433                 NaN   6.88512       0.777642        41.7037        40.3582     
  1120.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.169696E-001   10.2717                 NaN            NaN   6.88977       0.775061        41.6855        40.3610     
  1119.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2879                 NaN            NaN            NaN   6.88918       0.775358        41.6871        40.3605     
  1117.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2810                 NaN            NaN            NaN   6.88486       0.778038        41.6967        40.3595     
  1116.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.20404        8.07480                 NaN            NaN   6.88529       0.778312        41.6985        40.3591     
  1115.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.66438        8.61682                 NaN            NaN   6.88619       0.777457        41.6954        40.3597     
  1113.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.0422       0.239139                 NaN            NaN   6.88619       0.777654        41.6950        40.3598     
  1112.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.324237        9.96189                 NaN            NaN   6.88889       0.776211        41.6883        40.3605     
  1110.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.537794E-001   10.2355                 NaN            NaN   6.89076       0.775195        41.6836        40.3612     
  1109.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.87556        1.43661                 NaN            NaN   6.90568       0.766629        41.6506        40.3649     
  1107.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3107                 NaN            NaN            NaN   6.90501       0.766851        41.6530        40.3644     
  1106.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3130                 NaN            NaN            NaN   6.90664       0.766293        41.6490        40.3651     
  1104.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3012                 NaN            NaN            NaN   6.90077       0.769692        41.6658        40.3626     
  1103.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3176                 NaN            NaN            NaN   6.90987       0.764682        41.6419        40.3659     
  1102.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3064                 NaN            NaN            NaN   6.90445       0.767804        41.6579        40.3635     
  1100.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.236677        10.0873                 NaN            NaN   6.91481       0.762142        41.6321        40.3670     
  1099.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.204321        10.1207                 NaN            NaN   6.91894       0.761380        41.6276        40.3671     
  1097.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.43577        1.88137                 NaN            NaN   6.91200       0.763846        41.6415        40.3655     
  1096.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.99623        4.31386        2.98557                 NaN   6.90263       0.769868        41.6691        40.3627     
  1094.90        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.06036        4.33481        2.90227                 NaN   6.90386       0.769279        41.6664        40.3631     
  1093.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3236                 NaN            NaN            NaN   6.91638       0.761612        41.6318        40.3666     
  1092.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3267                 NaN            NaN            NaN   6.91853       0.760485        41.6272        40.3671     
  1090.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.338401        10.0031                 NaN            NaN   6.92706       0.755844        41.6054        40.3702     
  1089.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.336496        10.0075                 NaN            NaN   6.92922       0.754886        41.6013        40.3706     
  1087.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.273035        10.0739                 NaN            NaN   6.93111       0.753892        41.5969        40.3712     
  1086.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.224956        10.1247                 NaN            NaN   6.93276       0.752861        41.5931        40.3716     
  1084.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.186555        10.1662                 NaN            NaN   6.93500       0.751872        41.5881        40.3722     
  1083.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.892230E-001   10.2665                 NaN            NaN   6.93681       0.750863        41.5839        40.3727     
  1081.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.170728E-001   10.3416                 NaN            NaN   6.93875       0.749853        41.5794        40.3733     
  1080.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2001       0.150944                 NaN            NaN   6.93541       0.751643        41.5904        40.3715     
  1079.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.1481       0.205588                 NaN            NaN   6.93723       0.750707        41.5864        40.3720     
  1077.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76256        1.60345                 NaN            NaN   6.94361       0.747411        41.5682        40.3748     
  1076.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3704                 NaN            NaN            NaN   6.94595       0.746149        41.5618        40.3756     
  1074.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.26635        2.09737                 NaN            NaN   6.88025       0.769612        41.6205        40.3659     
  1073.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.36991       0.992534                 NaN            NaN   6.94356       0.748018        41.5717        40.3743     
  1071.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.40756       0.960310                 NaN            NaN   6.94539       0.746675        41.5647        40.3754     
  1070.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.75842       0.611006                 NaN            NaN   6.94828       0.745033        41.5624        40.3749     
  1069.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53540        2.84844                 NaN            NaN   6.95647       0.740673        41.5410        40.3780     
  1067.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.2237       0.140299       0.724614E-005            NaN   6.94376       0.748425        41.5691        40.3748     
  1066.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3765                 NaN            NaN            NaN   6.94916       0.744173        41.5535        40.3766     
  1064.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.3606                 NaN            NaN            NaN   6.94209       0.750371        41.5717        40.3753     
  1063.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.08800        8.28551                 NaN            NaN   6.95063       0.744737        41.5545        40.3766     
  1061.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.11184        1.26807                 NaN            NaN   6.95102       0.744270        41.5468        40.3780     
  1060.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.82470        7.54885                 NaN            NaN   6.95196       0.744083        41.5539        40.3765     
