|6.6.6
Archiving\03_Data\DeqLP/QFM_m1.5/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  2000.00        500.000        99.9860       0.139974E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.9860       0.139979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.9860       0.139983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.9860       0.139987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.9860       0.139992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.9860       0.139996E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.9860       0.140000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.9860       0.140005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.9860       0.140009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.9860       0.140014E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.6999       0.100927E-001  0.290053                 NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        98.9450                 NaN   1.05496                 NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        98.8195                 NaN   1.18051                 NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        98.6391                 NaN   1.36086                 NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        98.4587                 NaN   1.54128                 NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        98.2782                 NaN   1.72179                 NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        98.0976                 NaN   1.90238                 NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        97.6420                 NaN   2.35800                 NaN            NaN            NaN            NaN            NaN            NaN
