|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.40885        7.47890                 NaN   8.81899        43.7361       0.511436        32.0457                 NaN
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   7.65112        7.18590                 NaN   8.84871        43.7736       0.509659        32.0310                 NaN
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63034        7.20510                 NaN   8.85173        43.7685       0.510001        32.0343                 NaN
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN   6.60501        8.35008                 NaN   8.95249        43.5643       0.479144        32.0490                 NaN
  1026.89        2500.00                 NaN            NaN            NaN   2.78021                 NaN   10.0303       0.306586E-004            NaN   8.39433        44.8645       0.705103        33.2255                 NaN
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN   7.32854        7.57371                 NaN   8.84174        43.6934       0.506171        32.0565                 NaN
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.32294        7.58633                 NaN   8.84309        43.6813       0.506023        32.0603                 NaN
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55050        7.30359                 NaN   8.87473        43.7214       0.505630        32.0442                 NaN
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   7.52536        7.33017                 NaN   8.87750        43.7155       0.505348        32.0462                 NaN
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   7.48484        7.37516                 NaN   8.88460        43.6990       0.505244        32.0512                 NaN
  1017.93        2500.00                 NaN            NaN            NaN   3.57052                 NaN   6.05184        2.22192                 NaN   8.16190        45.7210       0.802011        33.4708                 NaN
  1016.44        2500.00                 NaN            NaN            NaN   3.62294                 NaN   6.50569        1.64698                 NaN   8.14535        45.7831       0.809076        33.4868                 NaN
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN   7.43548        7.43057                 NaN   8.89514        43.6802       0.503071        32.0555                 NaN
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   7.44218        7.42919                 NaN   8.89893        43.6692       0.502313        32.0582                 NaN
  1011.95        2500.00                 NaN            NaN            NaN   3.53506                 NaN   5.54894        2.82591                 NaN   8.18378        45.6392       0.794835        33.4723                 NaN
  1010.46        2500.00                 NaN            NaN            NaN   2.88090                 NaN   9.87643       0.103843E-003            NaN   8.39008        44.8486       0.711445        33.2924                 NaN
  1008.96        2500.00                 NaN            NaN            NaN   3.50039                 NaN   5.14701        3.31884                 NaN   8.20075        45.5764       0.788531        33.4681                 NaN
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   7.37832        7.50639                 NaN   8.91602        43.6346       0.498922        32.0657                 NaN
  1005.98        2500.00                 NaN            NaN            NaN   3.02796                 NaN   9.64086                 NaN            NaN   8.38599        44.8652       0.715529        33.3644                 NaN
  1004.48        2500.00                 NaN            NaN            NaN   3.71617                 NaN   7.18719       0.765145                 NaN   8.12660        45.8569       0.819552        33.5284                 NaN
  1002.99        2500.00                 NaN            NaN            NaN   3.04779                 NaN   9.61020                 NaN            NaN   8.38638        44.8616       0.716535        33.3775                 NaN
  1001.49        2500.00                 NaN            NaN            NaN   3.70750                 NaN   7.04565       0.935570                 NaN   8.13518        45.8282       0.816869        33.5310                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20727        7.68240                 NaN   8.93590        43.6017       0.497063        32.0757                 NaN
