|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1310.77        2500.00                 NaN   99.2784                 NaN  0.135554                 NaN  0.121699       0.255217                 NaN  0.209083                 NaN            NaN            NaN            NaN
  1309.28        2500.00                 NaN   93.0608                 NaN  0.731442                 NaN  0.320396        1.16740                 NaN  0.971207        3.74878                 NaN            NaN            NaN
  1307.79        2500.00                 NaN   83.8581                 NaN   1.59386                 NaN   2.56664       0.610397                 NaN   2.09854        9.27246                 NaN            NaN            NaN
  1306.29        2500.00                 NaN   85.1723                 NaN   1.47399                 NaN  0.497137        2.44845                 NaN   1.93627        8.47189                 NaN            NaN            NaN
  1304.80        2500.00                 NaN   86.3034                 NaN   1.37053                 NaN   2.34954       0.395015                 NaN   1.79645        7.78501                 NaN            NaN            NaN
  1303.30        2500.00                 NaN   87.2614                 NaN   1.28020                 NaN  0.301590        2.27666                 NaN   1.67795        7.20221                 NaN            NaN            NaN
  1301.81        2500.00                 NaN   88.0932                 NaN   1.19976                 NaN   2.21658       0.219006                 NaN   1.57499        6.69650                 NaN            NaN            NaN
  1300.32        2500.00                 NaN   88.8192                 NaN   1.13009                 NaN   2.18245       0.126715                 NaN   1.48497        6.25655                 NaN            NaN            NaN
  1298.82        2500.00                 NaN   89.4569                 NaN   1.06811                 NaN   2.17407       0.247915E-001            NaN   1.40593        5.87015                 NaN            NaN            NaN
  1297.33        2500.00                 NaN   90.0141                 NaN  0.991065                 NaN   2.13323                 NaN            NaN   1.33667        5.52491                 NaN            NaN            NaN
  1295.83        2500.00                 NaN   90.5115                 NaN  0.926361                 NaN   2.06840                 NaN            NaN   1.27467        5.21911                 NaN            NaN            NaN
  1294.34        2500.00                 NaN   90.9645                 NaN  0.872918                 NaN   2.00180                 NaN            NaN   1.21823        4.94258                 NaN            NaN            NaN
  1292.85        2500.00                 NaN   89.8280                 NaN  0.945820                 NaN   2.20915                 NaN            NaN   1.36663        5.54046       0.109936                 NaN            NaN
  1291.35        2500.00                 NaN   82.5700                 NaN   1.54507                 NaN   3.43485                 NaN            NaN   2.29950        9.49103       0.659586                 NaN            NaN
  1289.86        2500.00                 NaN   83.3733                 NaN   1.53888                 NaN   3.22701                 NaN            NaN   2.19176        9.04483       0.624255                 NaN            NaN
  1288.36        2500.00                 NaN   84.0919                 NaN   1.51315                 NaN   3.06119                 NaN            NaN   2.09555        8.64735       0.590871                 NaN            NaN
  1286.87        2500.00                 NaN   84.6307                 NaN   1.48853                 NaN   2.94026                 NaN            NaN   2.02166        8.35432       0.564527                 NaN            NaN
  1285.38        2500.00        1.04656        83.3107                 NaN  0.977022                 NaN   3.46716                 NaN            NaN   2.11852        9.08009                 NaN            NaN            NaN
  1283.88        2500.00        1.05659        82.9505                 NaN  0.925120                 NaN   3.60740                 NaN            NaN   2.15488        9.30557                 NaN            NaN            NaN
  1282.39        2500.00       0.861465        79.0453                 NaN   1.50210                 NaN   4.14293                 NaN            NaN   2.67008        11.5246       0.253545                 NaN            NaN
  1280.89        2500.00       0.768466        86.9272                 NaN  0.786197                 NaN   2.69863                 NaN            NaN   1.62936        7.19013                 NaN            NaN            NaN
  1279.40        2500.00        1.85860        69.7510                 NaN   1.79444                 NaN   5.84621                 NaN            NaN   3.75653        16.9932                 NaN            NaN            NaN
  1277.90        2500.00        1.32248        75.0370                 NaN   1.50112                 NaN   5.06132                 NaN            NaN   2.99999        14.0780                 NaN            NaN            NaN
  1276.41        2500.00        1.27169        63.7506                 NaN   2.55021                 NaN   6.96727                 NaN            NaN   4.39367        20.6386       0.427976                 NaN            NaN
  1274.92        2500.00                 NaN   48.6885                 NaN   3.94246                 NaN   9.97261                 NaN            NaN   6.31924        29.5740        1.50322                 NaN            NaN
  1273.42        2500.00                 NaN   94.5892                 NaN   1.26698                 NaN   1.23443                 NaN            NaN  0.742317        1.62075       0.546366                 NaN            NaN
  1271.93        2500.00                 NaN   80.5442                 NaN   1.99590                 NaN   3.31460                 NaN            NaN   2.46813        11.0353       0.641882                 NaN            NaN
  1270.43        2500.00                 NaN   85.1342                 NaN   1.07867                 NaN   3.61471                 NaN            NaN   1.81587        7.89487       0.461623                 NaN            NaN
  1268.94        2500.00                 NaN   85.7874                 NaN   1.16394                 NaN   2.98211                 NaN            NaN   1.79548        7.81239       0.458698                 NaN            NaN
  1267.45        2500.00                 NaN   87.9735                 NaN   1.00531                 NaN   2.62666                 NaN            NaN   1.52781        6.49527       0.371416                 NaN            NaN
  1265.95        2500.00                 NaN   90.0140                 NaN  0.789924                 NaN   2.29029                 NaN            NaN   1.27258        5.33245       0.300754                 NaN            NaN
  1264.46        2500.00                 NaN   90.4148                 NaN  0.643846                 NaN   2.31717                 NaN            NaN   1.22619        5.11287       0.285156                 NaN            NaN
  1262.96        2500.00                 NaN   87.3370                 NaN            NaN            NaN   3.90991                 NaN            NaN   1.62355        6.75239       0.377192                 NaN            NaN
  1261.47        2500.00                 NaN   95.2310                 NaN  0.472473                 NaN   1.27195                 NaN            NaN  0.664130        2.20075       0.159741                 NaN            NaN
  1259.98        2500.00                 NaN   92.0264                 NaN  0.645555                 NaN   1.91962                 NaN            NaN  0.950880        4.30837       0.149199                 NaN            NaN
  1258.48        2500.00                 NaN   94.7734                 NaN  0.271422                 NaN  0.833386                 NaN            NaN  0.691818        3.23632       0.193648                 NaN            NaN
  1256.99        2500.00                 NaN   90.0869                 NaN  0.173770                 NaN   3.34811                 NaN            NaN   1.28248        4.90761       0.201179                 NaN            NaN
  1255.49        2500.00                 NaN   94.4086                 NaN            NaN            NaN  0.922666        1.17059                 NaN  0.704239        2.66165       0.132311                 NaN            NaN
  1254.00        2500.00                 NaN   95.6282                 NaN            NaN            NaN  0.836331       0.734893                 NaN  0.553448        2.13276       0.114346                 NaN            NaN
  1252.50        2500.00                 NaN   92.6744                 NaN            NaN            NaN   2.46044                 NaN            NaN  0.987449        3.67856       0.199178                 NaN            NaN
  1251.01        2500.00                 NaN   94.5883                 NaN  0.950351E-001            NaN   1.25455                 NaN            NaN  0.680494        3.23838       0.143231                 NaN            NaN
  1249.52        2500.00                 NaN   96.2825                 NaN            NaN            NaN   1.29445       0.360733                 NaN  0.427698        1.57696       0.576648E-001            NaN            NaN
  1248.02        2500.00                 NaN   95.4528                 NaN  0.561901                 NaN  0.633558                 NaN            NaN  0.672111        2.53969       0.139944                 NaN            NaN
  1246.53        2500.00                 NaN   96.2808                 NaN            NaN            NaN   1.13524       0.210351                 NaN  0.458824        1.82344       0.913403E-001            NaN            NaN
  1245.03        2500.00                 NaN   86.0163                 NaN   2.14466                 NaN  0.230549                 NaN            NaN   1.38870        9.64761       0.572135                 NaN            NaN
  1243.54        2500.00                 NaN   99.3103                 NaN            NaN            NaN  0.427269       0.973650E-001            NaN  0.155812                 NaN  0.930260E-002            NaN            NaN
  1242.05        2500.00                 NaN   79.8313                 NaN   2.14929       0.148616                 NaN            NaN            NaN   1.94161        10.8646       0.436162        4.62843                 NaN
  1240.55        2500.00                 NaN   92.8146                 NaN            NaN            NaN   4.42447        1.06345                 NaN   1.48533                 NaN  0.100511       0.111614                 NaN
  1239.06        2500.00                 NaN   99.7012                 NaN            NaN            NaN  0.213702                 NaN            NaN  0.747497E-001            NaN  0.103929E-001            NaN            NaN
  1237.56        2500.00                 NaN   93.5104                 NaN            NaN            NaN            NaN            NaN            NaN  0.401335        4.65712       0.102057        1.32913                 NaN
  1236.07        2500.00                 NaN   96.5503                 NaN            NaN            NaN   3.16325                 NaN            NaN  0.201290                 NaN            NaN  0.851819E-001            NaN
  1234.58        2500.00                 NaN   99.6229                 NaN  0.253262E-004            NaN  0.217337                 NaN            NaN  0.145534                 NaN  0.141941E-001            NaN            NaN
  1233.08        2500.00                 NaN   99.8122                 NaN            NaN            NaN  0.961575E-001            NaN            NaN  0.916071E-001            NaN            NaN            NaN            NaN
  1231.59        2500.00                 NaN   99.9622                 NaN  0.213526E-004            NaN            NaN            NaN            NaN  0.377601E-001            NaN            NaN            NaN            NaN
  1230.09        2500.00                 NaN   99.1791                 NaN            NaN            NaN  0.541924                 NaN            NaN  0.228582       0.504321E-001            NaN            NaN            NaN
  1228.60        2500.00                 NaN   95.7894                 NaN            NaN            NaN   1.27202                 NaN            NaN  0.421886        2.48972       0.269995E-001            NaN            NaN
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   1.52292        14.3055       0.422136E-005   8.62544        43.7439        1.09524        30.7070                 NaN
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.89914        13.9195       0.231755E-002   8.59958        43.7707        1.09867        30.7101                 NaN
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2896        2.61632                 NaN   8.63649        43.6507        1.08415        30.7227                 NaN
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9124       0.121514E-001  0.131954E-004   8.73241        43.5313        1.09462        30.7172                 NaN
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9388        1.94138       0.552465E-005   8.67565        43.6534        1.07964        30.7110                 NaN
  1219.63        2500.00                 NaN   57.3982                 NaN   3.27224                 NaN            NaN            NaN            NaN   3.75195        20.4680       0.702288        14.4073                 NaN
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2966        8.91855                 NaN   8.41590        41.4264        1.02957        29.9130                 NaN
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   9.02818        10.1843       0.661042E-004   8.40196        41.4524        1.01704        29.9161                 NaN
  1215.15        2500.00                 NaN            NaN            NaN   6.75642                 NaN            NaN            NaN            NaN   7.31380        45.2447        1.59605        31.1501        7.93889     
  1213.66        2500.00                 NaN            NaN            NaN   5.05425                 NaN   11.4407                 NaN            NaN   8.03806        42.8122        1.41879        31.2360                 NaN
  1212.16        2500.00                 NaN            NaN            NaN   6.75642                 NaN            NaN            NaN            NaN   7.31380        45.2447        1.59605        31.1501        7.93889     
  1210.67        2500.00                 NaN            NaN            NaN   6.75642                 NaN            NaN            NaN            NaN   7.31380        45.2447        1.59605        31.1501        7.93889     
  1209.18        2500.00                 NaN            NaN            NaN   6.75642                 NaN            NaN            NaN            NaN   7.31380        45.2447        1.59605        31.1501        7.93889     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN   9.48744        9.75049       0.258272E-005   8.43242        41.4031        1.00653        29.9200                 NaN
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3816        6.05648       0.280971E-001   8.49002        41.1048       0.974368        29.9646                 NaN
  1204.69        2500.00                 NaN            NaN            NaN   5.38579                 NaN   10.7879       0.143313E-005            NaN   8.08878        43.0228        1.43947        31.2752                 NaN
  1203.20        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43733        9.80561       0.590898E-005   8.44413        41.3820        1.00740        29.9235                 NaN
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   6.47882        12.5545                 NaN   8.36937        41.6536        1.05088        29.8928                 NaN
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   9.67199        9.57537       0.704516E-005   8.45536        41.3740        1.00192        29.9214                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.70813        9.54119       0.706373E-005   8.45996        41.3681        1.00098        29.9217                 NaN
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43066        9.85556                 NaN   8.47480        41.3061       0.996277        29.9366                 NaN
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   9.77930        9.47399       0.688811E-005   8.46915        41.3562       0.999072        29.9223                 NaN
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   9.81418        9.44115       0.384370E-005   8.47373        41.3503       0.998115        29.9226                 NaN
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   9.84906        9.40831       0.688157E-005   8.47834        41.3443       0.997139        29.9229                 NaN
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN   1.09153        18.3160                 NaN   8.59399        41.1252       0.946621        29.9266                 NaN
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   9.91726        9.34408       0.207971E-003   8.48752        41.3322       0.995178        29.9235                 NaN
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   9.95011        9.31337       0.206631E-003   8.49209        41.3262       0.994192        29.9239                 NaN
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   16.7592        2.68158                 NaN   8.60935        41.0843       0.935491        29.9301                 NaN
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5161        2.92743                 NaN   8.61349        41.0782       0.934338        29.9305                 NaN
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   19.4510                 NaN            NaN   8.62280        41.0643       0.931170        29.9308                 NaN
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0814        9.19082       0.202758E-003   8.51045        41.3017       0.990162        29.9253                 NaN
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1126        9.16183       0.201261E-003   8.51496        41.2956       0.989148        29.9257                 NaN
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2818        7.18922                 NaN   8.63825        41.0320       0.926100        29.9327                 NaN
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   2.13174        17.2807                 NaN   8.61468        41.1018       0.944307        29.9267                 NaN
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6440        4.79820                 NaN   8.63122        41.0622       0.933923        29.9304                 NaN
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67293        16.7507                 NaN   8.62260        41.0848       0.940109        29.9288                 NaN
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3466        6.12607                 NaN   8.64648        41.0228       0.922929        29.9351                 NaN
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1242        9.16416                 NaN   8.54153        41.2539       0.985621        29.9306                 NaN
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1008        9.17393       0.127907E-003   8.54319        41.2743       0.985370        29.9223                 NaN
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2080        9.07542       0.168482E-003   8.53206        41.2664       0.985620        29.9324                 NaN
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3404        8.95023       0.171552E-003   8.54366        41.2534       0.983865        29.9283                 NaN
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   9.19662        10.2653                 NaN   8.69012        40.9886       0.922201        29.9372                 NaN
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   6.19389        12.8952                 NaN   8.49120        41.4970        1.02327        29.8994                 NaN
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3171        8.97677       0.156307E-003   8.55771        41.2343       0.979705        29.9343                 NaN
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8579        8.61583                 NaN   8.66470        40.9990       0.922243        29.9404                 NaN
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3040        9.00137       0.130738E-003   8.58262        41.2044       0.974365        29.9331                 NaN
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73623        14.7126                 NaN   8.65791        41.0283       0.929818        29.9351                 NaN
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3734        8.93255       0.132628E-003   8.58358        41.2015       0.973380        29.9355                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4043        8.90446       0.125777E-003   8.58998        41.1938       0.971824        29.9356                 NaN
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3955        8.91723       0.117148E-003   8.59548        41.1863       0.969806        29.9356                 NaN
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4252        8.88973       0.116784E-003   8.59959        41.1803       0.968760        29.9363                 NaN
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6568        8.66678                 NaN   8.60602        41.1683       0.967528        29.9346                 NaN
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6786        8.64780                 NaN   8.61047        41.1616       0.966348        29.9351                 NaN
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7019        8.62720                 NaN   8.61494        41.1552       0.965134        29.9356                 NaN
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7231        8.60872                 NaN   8.61936        41.1486       0.964015        29.9362                 NaN
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7444        8.59014                 NaN   8.62385        41.1420       0.962861        29.9368                 NaN
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7662        8.57109                 NaN   8.62840        41.1352       0.961707        29.9373                 NaN
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7851        8.55455                 NaN   8.63288        41.1289       0.960786        29.9378                 NaN
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8097        8.53332                 NaN   8.63762        41.1214       0.959366        29.9386                 NaN
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8277        8.51795                 NaN   8.64170        41.1153       0.958292        29.9390                 NaN
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8455        8.50260                 NaN   8.64601        41.1091       0.957200        29.9396                 NaN
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6906        8.64689                 NaN   8.64549        41.1178       0.960899        29.9384                 NaN
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8936        8.46061                 NaN   8.65508        41.0950       0.954751        29.9409                 NaN
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9118        8.44522                 NaN   8.65957        41.0885       0.953534        29.9415                 NaN
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9286        8.43130                 NaN   8.66401        41.0817       0.952348        29.9421                 NaN
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9382        8.42463                 NaN   8.66829        41.0749       0.951202        29.9428                 NaN
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9552        8.41074                 NaN   8.67282        41.0680       0.949922        29.9434                 NaN
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06461        13.0861       0.160405E-005   8.60933        41.3373       0.993072        29.9097                 NaN
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9859        8.38584                 NaN   8.68149        41.0545       0.947599        29.9447                 NaN
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0015        8.37322                 NaN   8.68589        41.0476       0.946403        29.9454                 NaN
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0173        8.36041                 NaN   8.69030        41.0408       0.945193        29.9461                 NaN
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0309        8.34977                 NaN   8.69468        41.0339       0.943974        29.9467                 NaN
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   11.0537        8.32992                 NaN   8.69916        41.0271       0.942758        29.9474                 NaN
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.234996E-004   11.2345        8.13798        8.70766        41.0301       0.944782        29.9449                 NaN
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN   8.14802        11.2258                 NaN   8.70952        41.0280       0.944111        29.9446                 NaN
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.482494E-004   12.0112        7.43419        8.68114        40.9688       0.945962        29.9587                 NaN
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   6.05474        13.1164       0.772922E-005   8.64995        41.2805       0.983406        29.9150                 NaN
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.04846        13.1257       0.173155E-005   8.65484        41.2735       0.982020        29.9155                 NaN
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   6.05743        13.1187       0.897570E-005   8.65867        41.2682       0.981042        29.9160                 NaN
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   6.05018        13.1290       0.177992E-005   8.66373        41.2611       0.979579        29.9165                 NaN
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06089        13.1200       0.122683E-004   8.66704        41.2564       0.978665        29.9169                 NaN
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06312        13.1203       0.166255E-004   8.67136        41.2503       0.977488        29.9175                 NaN
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06597        13.1201       0.115578E-004   8.67594        41.2436       0.976339        29.9181                 NaN
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   6.06868        13.1198       0.130883E-004   8.68014        41.2376       0.975162        29.9186                 NaN
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   6.07092        13.1200       0.130555E-004   8.68447        41.2315       0.973956        29.9191                 NaN
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2346        8.18927                 NaN   8.75626        40.9363       0.926652        29.9570                 NaN
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0642        7.42130                 NaN   8.73447        40.8810       0.931198        29.9678                 NaN
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2539        8.17628                 NaN   8.76474        40.9223       0.924201        29.9585                 NaN
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2610        8.17270                 NaN   8.76954        40.9145       0.922904        29.9594                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2628        8.17397                 NaN   8.77304        40.9082       0.921771        29.9602                 NaN
  1092.63        2500.00                 NaN            NaN            NaN   5.81300                 NaN   10.2478       0.954842E-005  0.519175E-005   8.13055        42.9370        1.44073        31.4309                 NaN
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3668        8.06315       0.370860E-003   8.78138        40.9071       0.922401        29.9588                 NaN
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3069        8.13885                 NaN   8.78787        40.8858       0.918186        29.9625                 NaN
  1088.15        2500.00                 NaN            NaN            NaN   5.82731                 NaN   10.2324       0.193189E-005            NaN   8.13430        42.9276        1.44097        31.4375                 NaN
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3103        8.14283                 NaN   8.79468        40.8722       0.915467        29.9645                 NaN
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   8.08928        11.5337                 NaN   8.87730        40.6634       0.860602        29.9757                 NaN
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3975        8.05504                 NaN   8.80509        40.8612       0.915457        29.9657                 NaN
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5951        7.86768                 NaN   8.81520        40.8468       0.909751        29.9655                 NaN
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3356        8.13073                 NaN   8.81169        40.8434       0.910508        29.9681                 NaN
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN  0.234887E-005   11.4063        8.05009        8.81475        40.8503       0.912557        29.9660                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   3.23420                 NaN   14.7336                 NaN            NaN   8.53804        41.5392        1.12315        30.8317                 NaN
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2489        8.32345                 NaN   8.81028        40.7363       0.900885        29.9802                 NaN
  1074.71        2500.00                 NaN            NaN            NaN   3.23915                 NaN   14.6904       0.284380E-005            NaN   8.53306        41.5711        1.13724        30.8291                 NaN
  1073.21        2500.00                 NaN            NaN            NaN   3.31607                 NaN   14.5749       0.219212E-005            NaN   8.52589        41.5883        1.14361        30.8512                 NaN
  1071.72        2500.00                 NaN            NaN            NaN   3.38773                 NaN   14.4674       0.231344E-005            NaN   8.51936        41.6041        1.14950        30.8719                 NaN
  1070.22        2500.00                 NaN            NaN            NaN   3.45374                 NaN   14.3687       0.254840E-005            NaN   8.51356        41.6181        1.15487        30.8911                 NaN
  1068.73        2500.00                 NaN            NaN            NaN   3.58567                 NaN   14.1746       0.335398E-004            NaN   8.49614        41.6494        1.16390        30.9303                 NaN
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1098        9.44241                 NaN   8.80798        40.7331       0.914984        29.9918                 NaN
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   9.46792        10.0831                 NaN   8.87896        40.7184       0.886204        29.9654                 NaN
  1064.25        2500.00                 NaN            NaN            NaN   3.84574                 NaN   13.8086       0.140809E-004            NaN   8.48614        41.6775        1.17550        31.0065                 NaN
  1062.75        2500.00                 NaN            NaN            NaN   5.88604                 NaN   10.1645       0.736151E-003            NaN   8.14736        42.8981        1.44031        31.4629                 NaN
  1061.26        2500.00                 NaN            NaN            NaN   3.93491                 NaN   13.6747                 NaN            NaN   8.48652        41.6867        1.18374        31.0334                 NaN
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7143        8.81617                 NaN   8.82252        40.7593       0.903442        29.9843                 NaN
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1184        9.45878                 NaN   8.82744        40.7006       0.903021        29.9917                 NaN
  1056.78        2500.00                 NaN            NaN            NaN   3.90537                 NaN   13.7415       0.850856E-005            NaN   8.49310        41.6562        1.17474        31.0291                 NaN
  1055.28        2500.00                 NaN            NaN            NaN   5.90128                 NaN   10.1441       0.214982E-002            NaN   8.14837        42.8956        1.43995        31.4686                 NaN
  1053.79        2500.00                 NaN            NaN            NaN   4.01575                 NaN   13.5348       0.135418E-005            NaN   8.47312        41.7212        1.19809        31.0570                 NaN
  1052.29        2500.00                 NaN            NaN            NaN   5.91003                 NaN   10.1374       0.578359E-003            NaN   8.15364        42.8842        1.44010        31.4740                 NaN
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2137        9.33634                 NaN   8.85092        40.7151       0.894364        29.9896                 NaN
  1049.31        2500.00                 NaN            NaN            NaN   5.69147                 NaN   8.86700        1.67596                 NaN   8.19586        42.7316        1.40908        31.4290                 NaN
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.82197        9.78748                 NaN   8.84841        40.6420       0.895990        30.0041                 NaN
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   9.87340        9.72837                 NaN   8.84516        40.6511       0.896668        30.0053                 NaN
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   9.79890        9.81282                 NaN   8.85877        40.6305       0.891978        30.0070                 NaN
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   9.83646        9.77127                 NaN   8.84359        40.6465       0.895220        30.0069                 NaN
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   9.76459        9.84714                 NaN   8.85493        40.6307       0.893118        30.0095                 NaN
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   9.68101        9.93691                 NaN   8.85238        40.6278       0.892477        30.0094                 NaN
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   9.70831        9.91083                 NaN   8.86126        40.6175       0.890843        30.0112                 NaN
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   9.99834        9.57028                 NaN   8.88647        40.6572       0.886954        30.0008                 NaN
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   9.96476        9.60691                 NaN   8.89055        40.6502       0.885828        30.0018                 NaN
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN   8.58202        11.1230                 NaN   8.99085        40.4593       0.833060        30.0118                 NaN
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   9.55906        10.0836                 NaN   8.87324        40.5853       0.883816        30.0150                 NaN
