|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2/T13/T13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1631.41        2500.00        99.2705       0.688501       0.410348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.83        2500.00        99.7909       0.147107       0.620114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.25        2500.00        98.3026        1.57557       0.121819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.66        2500.00        99.0599       0.819615       0.120513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.08        2500.00        99.0684       0.812835       0.118798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1623.50        2500.00        99.0808       0.801803       0.117357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.92        2500.00        99.0897       0.794501       0.115772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1620.33        2500.00        99.0990       0.787028       0.113942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.75        2500.00        99.0989       0.787742       0.113381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1617.17        2500.00        99.1253       0.766669       0.108051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.59        2500.00        99.1311       0.758140       0.110719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.00        2500.00        99.1382       0.752733       0.109102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.42        2500.00        99.1489       0.743961       0.107135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1610.84        2500.00        99.1548       0.740304       0.104940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.26        2500.00        99.1486       0.749668       0.101749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1607.67        2500.00        99.1885       0.707445       0.104063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.09        2500.00        99.1258       0.766270       0.107962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.51        2500.00        99.2464       0.660739       0.929060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.93        2500.00        99.1994       0.701877       0.987661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.34        2500.00        99.2063       0.696997       0.967337E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.76        2500.00        99.2135       0.691049       0.954477E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.18        2500.00        99.2229       0.682698       0.943964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.60        2500.00        99.2218       0.687564       0.906248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00        99.2268       0.681162       0.919989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00        99.2600       0.649658       0.902926E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00        99.2505       0.660402       0.890661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00        99.2597       0.652083       0.882321E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00        99.2623       0.651586       0.861579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00        99.2316       0.677869       0.905586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00        99.3230       0.598079       0.789589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00        99.2870       0.629675       0.833147E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00        99.2920       0.626552       0.814163E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
