|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1964.91        500.000        96.6130       0.156679        2.93204       0.881127E-002  0.289505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1962.41        500.000        96.5685       0.136279        2.94414       0.881271E-002  0.342231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1959.90        500.000        96.5274       0.117350        2.95528       0.881404E-002  0.391162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        96.5206       0.114221        2.95706       0.881434E-002  0.399287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        96.4745       0.931642E-001   2.96975       0.881583E-002  0.453722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        96.4098       0.633883E-001   2.98735       0.881788E-002  0.530679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        96.4575       0.854409E-001   2.97444       0.881655E-002  0.473767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        96.4713       0.918567E-001   2.97074       0.881624E-002  0.457243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        96.2897       0.824921E-002   3.01997       0.882178E-002  0.673269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        96.2750       0.432032E-002   3.02831       0.882266E-002  0.683516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        96.2597                 NaN   3.03669       0.882354E-002  0.694773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        96.2520                 NaN   3.04432       0.882430E-002  0.694882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        96.2443                 NaN   3.05193       0.882506E-002  0.694991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        96.2365                 NaN   3.05953       0.882582E-002  0.695099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        96.2289                 NaN   3.06708       0.882657E-002  0.695207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        96.2212                 NaN   3.07464       0.882733E-002  0.695315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        96.2111                 NaN   3.08458       0.882828E-002  0.695439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        96.1935                 NaN   3.10209       0.882989E-002  0.695614                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        96.1954                 NaN   3.10011       0.882983E-002  0.695658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        96.1792                 NaN   3.11617       0.883132E-002  0.695823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        96.1832                 NaN   3.11212       0.883108E-002  0.695853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        96.1750                 NaN   3.12019       0.883188E-002  0.695964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        96.1674                 NaN   3.12765       0.883263E-002  0.696071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        96.1610                 NaN   3.13400       0.883329E-002  0.696171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        96.1537                 NaN   3.14118       0.883401E-002  0.696276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        96.1471                 NaN   3.14773       0.883468E-002  0.696378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        96.1382                 NaN   3.15647       0.883554E-002  0.696493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        95.9154                 NaN   3.16160       0.877693E-002  0.696677       0.217517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.6100                 NaN  0.262144E-002            NaN            NaN  0.387359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4972                 NaN  0.110484E-002            NaN            NaN  0.501666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4358                 NaN  0.176626E-002            NaN            NaN  0.562402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5665                 NaN  0.109041E-002            NaN            NaN  0.432408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.6753                 NaN            NaN            NaN            NaN  0.324736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.3423                 NaN  0.303013E-003            NaN            NaN  0.657434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3912                 NaN  0.652417E-003            NaN            NaN  0.608151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.7130                 NaN  0.292106E-003            NaN            NaN  0.286748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.6811                 NaN  0.195655E-003            NaN            NaN  0.318739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.2835                 NaN  0.373378E-003            NaN            NaN  0.716151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4371                 NaN  0.104900E-003            NaN            NaN  0.562813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.6136                 NaN  0.214764E-004            NaN            NaN  0.386416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.5331                 NaN  0.758965E-002            NaN            NaN  0.459318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.5305                 NaN            NaN            NaN            NaN  0.469476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4286                 NaN  0.750464E-003            NaN            NaN  0.570636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6424                 NaN            NaN            NaN            NaN  0.357618                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.6650                 NaN  0.503233E-002            NaN            NaN  0.330007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4170                 NaN            NaN            NaN            NaN  0.583048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.5422                 NaN            NaN            NaN            NaN  0.457789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5441                 NaN            NaN            NaN            NaN  0.455892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5465                 NaN            NaN            NaN            NaN  0.453459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5473                 NaN            NaN            NaN            NaN  0.452701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5474                 NaN            NaN            NaN            NaN  0.452582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5498                 NaN            NaN            NaN            NaN  0.450198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5521                 NaN            NaN            NaN            NaN  0.447861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5530                 NaN            NaN            NaN            NaN  0.446993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5544                 NaN            NaN            NaN            NaN  0.445600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6745                 NaN  0.261965E-002            NaN            NaN  0.322887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4382                 NaN            NaN            NaN            NaN  0.561780                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0110                 NaN            NaN            NaN            NaN  0.989009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6671                 NaN            NaN            NaN            NaN  0.332914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5602                 NaN            NaN            NaN            NaN  0.439761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5607                 NaN            NaN            NaN            NaN  0.439276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4731                 NaN            NaN            NaN            NaN  0.526903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.7596                 NaN            NaN            NaN            NaN  0.213073       0.273604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4284                 NaN            NaN            NaN            NaN  0.571582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5625                 NaN            NaN            NaN            NaN  0.437498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5164                 NaN            NaN            NaN            NaN  0.483649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6733                 NaN            NaN            NaN            NaN  0.324681       0.203748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4897                 NaN            NaN            NaN            NaN  0.501807       0.851132E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5559                 NaN            NaN            NaN            NaN  0.433978       0.101125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5548                 NaN            NaN            NaN            NaN  0.435066       0.100936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5540                 NaN            NaN            NaN            NaN  0.435959       0.100910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5543                 NaN            NaN            NaN            NaN  0.435661       0.100428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5545                 NaN            NaN            NaN            NaN  0.435504       0.100073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3012                 NaN            NaN            NaN            NaN  0.683192       0.156045E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.9045                 NaN            NaN            NaN            NaN  0.930019E-001  0.252137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.9102                 NaN            NaN            NaN            NaN  0.882003E-001  0.156320E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.0979                 NaN            NaN            NaN            NaN  0.882198       0.199401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5107                 NaN            NaN            NaN            NaN  0.478540       0.107473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5921                 NaN            NaN            NaN            NaN  0.398984       0.892432E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5493                 NaN            NaN            NaN            NaN  0.440914       0.982611E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.8110                 NaN            NaN            NaN            NaN   1.16327       0.257111E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.9002                 NaN            NaN            NaN            NaN  0.976766E-001  0.213509E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4922                 NaN            NaN            NaN            NaN  0.496990       0.108330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5434                 NaN            NaN            NaN            NaN  0.446901       0.970831E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3570                 NaN            NaN            NaN            NaN  0.629362       0.136173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.7822                 NaN            NaN            NaN            NaN  0.213169       0.459428E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4894                 NaN            NaN            NaN            NaN  0.499893       0.106853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.5399                 NaN            NaN            NaN            NaN  0.450502       0.956694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.5376                 NaN            NaN            NaN            NaN  0.452790       0.957497E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.5366                 NaN            NaN            NaN            NaN  0.453882       0.954195E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.5369                 NaN            NaN            NaN            NaN  0.453635       0.945430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.5314                 NaN            NaN            NaN            NaN  0.459077       0.950276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.5348                 NaN            NaN            NaN            NaN  0.455777       0.940254E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.5299                 NaN            NaN            NaN            NaN  0.460646       0.943018E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.5283                 NaN            NaN            NaN            NaN  0.462276       0.939041E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.5280                 NaN            NaN            NaN            NaN  0.462605       0.936124E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.5241                 NaN            NaN            NaN            NaN  0.466473       0.937742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.5246                 NaN            NaN            NaN            NaN  0.466100       0.930602E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.5214                 NaN            NaN            NaN            NaN  0.469253       0.930529E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.5199                 NaN            NaN            NaN            NaN  0.470822       0.928744E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.5177                 NaN            NaN            NaN            NaN  0.472990       0.927748E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.5155                 NaN            NaN            NaN            NaN  0.475264       0.925631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.5136                 NaN            NaN            NaN            NaN  0.477172       0.923343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.5130                 NaN            NaN            NaN            NaN  0.477855       0.918763E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.5092                 NaN            NaN            NaN            NaN  0.481630       0.921255E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.5094                 NaN            NaN            NaN            NaN  0.481480       0.915005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.5061                 NaN            NaN            NaN            NaN  0.484785       0.915649E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.5046                 NaN            NaN            NaN            NaN  0.486262       0.913604E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.5014                 NaN            NaN            NaN            NaN  0.489480       0.915212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.5024                 NaN            NaN            NaN            NaN  0.488523       0.905665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4970                 NaN            NaN            NaN            NaN  0.493883       0.909276E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4985                 NaN            NaN            NaN            NaN  0.492470       0.904135E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.1337                 NaN            NaN            NaN            NaN  0.850797       0.155298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.8611                 NaN            NaN            NaN            NaN  0.136384       0.248046E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.9170                 NaN            NaN            NaN            NaN  0.815349E-001  0.148441E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0615                 NaN            NaN            NaN            NaN  0.921924       0.166050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4874                 NaN            NaN            NaN            NaN  0.503651       0.899727E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4837                 NaN            NaN            NaN            NaN  0.507296       0.897625E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4877                 NaN            NaN            NaN            NaN  0.503355       0.890443E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.4589                 NaN            NaN            NaN            NaN  0.532189       0.891222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.5332                 NaN            NaN            NaN            NaN  0.457915       0.892992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4553                 NaN            NaN            NaN            NaN  0.535787       0.888716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4797                 NaN            NaN            NaN            NaN  0.511447       0.888324E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4781                 NaN            NaN            NaN            NaN  0.513035       0.887984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.4772                 NaN            NaN            NaN            NaN  0.513904       0.885624E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.4635                 NaN            NaN            NaN            NaN  0.527415       0.905244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4880                 NaN            NaN            NaN            NaN  0.503428       0.860108E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3718                 NaN            NaN            NaN            NaN  0.619316       0.887547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.5758                 NaN            NaN            NaN            NaN  0.415471       0.872633E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4738                 NaN            NaN            NaN            NaN  0.517445       0.876796E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4727                 NaN            NaN            NaN            NaN  0.518559       0.875430E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2139                 NaN            NaN            NaN            NaN  0.422000       0.431120E-002  0.359837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.3118                 NaN            NaN            NaN            NaN  0.902195E-001  0.899164E-002   1.58898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.3238                 NaN            NaN            NaN            NaN  0.517924E-001            NaN   1.62442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.3335                 NaN            NaN            NaN            NaN  0.518680E-001            NaN   1.61463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.3761                 NaN            NaN            NaN            NaN  0.511207E-001            NaN   1.57282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.3863                 NaN            NaN            NaN            NaN  0.469262E-001            NaN   1.56682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.4606                 NaN            NaN            NaN            NaN  0.426709E-001            NaN   1.49675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.4669                 NaN            NaN            NaN            NaN  0.397281E-001            NaN   1.49335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.4960                 NaN            NaN            NaN            NaN  0.390494E-001            NaN   1.46495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.5309                 NaN            NaN            NaN            NaN  0.362277E-001            NaN   1.43292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.4941                 NaN            NaN            NaN            NaN  0.360697E-001            NaN   1.46981                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.6444                 NaN            NaN            NaN            NaN  0.315231E-001            NaN   1.32403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.6146                 NaN            NaN            NaN            NaN  0.421132E-001            NaN   1.34332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.6383                 NaN            NaN            NaN            NaN  0.198288E-001            NaN   1.34192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.6630                 NaN            NaN            NaN            NaN  0.278956E-001            NaN   1.30913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.8572                 NaN            NaN            NaN            NaN  0.241880E-001            NaN   1.11863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5428                 NaN            NaN            NaN            NaN  0.271299E-001            NaN   1.43009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7237                 NaN            NaN            NaN            NaN  0.170784E-001            NaN   1.25926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.7609                 NaN            NaN            NaN            NaN  0.189345E-001            NaN   1.22015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7765                 NaN            NaN            NaN            NaN  0.229589E-001            NaN   1.20056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        97.6401                 NaN            NaN            NaN            NaN  0.588837E-002            NaN   2.35402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.9345                 NaN            NaN            NaN            NaN  0.292782E-001            NaN  0.361837E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.6131                 NaN            NaN            NaN            NaN            NaN            NaN   1.38685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.0766                 NaN            NaN            NaN            NaN  0.166448E-002            NaN  0.921718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8729                 NaN            NaN            NaN            NaN            NaN            NaN   1.12710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8970                 NaN            NaN            NaN            NaN            NaN            NaN   1.10305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9097                 NaN            NaN            NaN            NaN  0.101551E-002            NaN   1.08933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9293                 NaN            NaN            NaN            NaN            NaN            NaN   1.07070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9453                 NaN            NaN            NaN            NaN            NaN            NaN   1.05472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
