|6.6.6
Archiving\03_Data\fracLP/QFM_m5/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1959.90        500.000        92.0478       0.196483        7.26225       0.241408E-001  0.469319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1957.39        500.000        92.0393       0.191235        7.26626       0.241410E-001  0.479022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1954.89        500.000        91.9790       0.155962        7.29664       0.241431E-001  0.544242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1952.38        500.000        91.8945       0.106100        7.33886       0.241460E-001  0.636436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1949.87        500.000        91.9573       0.143017        7.30741       0.241438E-001  0.568178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1947.37        500.000        91.9756       0.153752        7.29819       0.241432E-001  0.548327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1944.86        500.000        91.7382       0.138033E-001   7.41676       0.241513E-001  0.807091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.36        500.000        91.7126       0.722857E-002   7.43672       0.241526E-001  0.819281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.85        500.000        91.6864                 NaN   7.45676       0.241540E-001  0.832680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        500.000        91.6681                 NaN   7.47506       0.241552E-001  0.832722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        500.000        91.6498                 NaN   7.49329       0.241564E-001  0.832765                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        500.000        91.6316                 NaN   7.51148       0.241577E-001  0.832808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        500.000        91.6134                 NaN   7.52956       0.241589E-001  0.832850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        500.000        91.5953                 NaN   7.54766       0.241601E-001  0.832892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        500.000        91.5713                 NaN   7.57155       0.241618E-001  0.832948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        500.000        91.5289                 NaN   7.61385       0.241646E-001  0.833047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        500.000        91.5341                 NaN   7.60874       0.241643E-001  0.833035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        500.000        91.4952                 NaN   7.64751       0.241669E-001  0.833126                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        91.5054                 NaN   7.63734       0.241662E-001  0.833102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        91.4860                 NaN   7.65668       0.241675E-001  0.833147                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        91.4681                 NaN   7.67450       0.241687E-001  0.833189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        91.4530                 NaN   7.68966       0.241698E-001  0.833224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        91.4358                 NaN   7.70681       0.241709E-001  0.833264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        91.4201                 NaN   7.72243       0.241720E-001  0.833301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        91.3991                 NaN   7.74337       0.241734E-001  0.833350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        91.1612                 NaN   7.75448       0.240091E-001  0.833376       0.226967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.5682                 NaN  0.676297E-002            NaN            NaN  0.425038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4465                 NaN  0.285051E-002            NaN            NaN  0.550603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.3775                 NaN  0.455750E-002            NaN            NaN  0.617908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.5222                 NaN  0.281436E-002            NaN            NaN  0.474965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.6434                 NaN            NaN            NaN            NaN  0.356584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.2767                 NaN  0.782132E-003            NaN            NaN  0.722523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.3297                 NaN  0.168441E-002            NaN            NaN  0.668653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.6838                 NaN  0.754462E-003            NaN            NaN  0.315480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.6487                 NaN  0.505374E-003            NaN            NaN  0.350749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.2109                 NaN  0.964273E-003            NaN            NaN  0.788168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.3800                 NaN  0.271004E-003            NaN            NaN  0.619757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.5742                 NaN  0.554998E-004            NaN            NaN  0.425742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4742                 NaN  0.196145E-001            NaN            NaN  0.506214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4825                 NaN            NaN            NaN            NaN  0.517543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.3687                 NaN  0.194018E-002            NaN            NaN  0.629374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.6054                 NaN            NaN            NaN            NaN  0.394627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.6227                 NaN  0.130162E-001            NaN            NaN  0.364282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.3563                 NaN            NaN            NaN            NaN  0.643707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4943                 NaN            NaN            NaN            NaN  0.505692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4961                 NaN            NaN            NaN            NaN  0.503861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4987                 NaN            NaN            NaN            NaN  0.501305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4993                 NaN            NaN            NaN            NaN  0.500730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4991                 NaN            NaN            NaN            NaN  0.500879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.5015                 NaN            NaN            NaN            NaN  0.498497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.5040                 NaN            NaN            NaN            NaN  0.495993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.5048                 NaN            NaN            NaN            NaN  0.495225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.5061                 NaN            NaN            NaN            NaN  0.493943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6350                 NaN  0.678933E-002            NaN            NaN  0.358234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.3768                 NaN            NaN            NaN            NaN  0.623208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        98.9026                 NaN            NaN            NaN            NaN   1.09740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.6301                 NaN            NaN            NaN            NaN  0.369872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5113                 NaN            NaN            NaN            NaN  0.488740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5116                 NaN            NaN            NaN            NaN  0.488392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4138                 NaN            NaN            NaN            NaN  0.586198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.7212                 NaN            NaN            NaN            NaN  0.237246       0.415673E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.3636                 NaN            NaN            NaN            NaN  0.636421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5126                 NaN            NaN            NaN            NaN  0.487418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4610                 NaN            NaN            NaN            NaN  0.538964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.6348                 NaN            NaN            NaN            NaN  0.362097       0.310306E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4273                 NaN            NaN            NaN            NaN  0.559768       0.129623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5002                 NaN            NaN            NaN            NaN  0.484374       0.154106E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4987                 NaN            NaN            NaN            NaN  0.485872       0.153931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4975                 NaN            NaN            NaN            NaN  0.487123       0.153914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4977                 NaN            NaN            NaN            NaN  0.487019       0.153275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4976                 NaN            NaN            NaN            NaN  0.487103       0.152772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.2118                 NaN            NaN            NaN            NaN  0.764361       0.238486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.8919                 NaN            NaN            NaN            NaN  0.104194       0.386212E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.8988                 NaN            NaN            NaN            NaN  0.988169E-001  0.239166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        98.9813                 NaN            NaN            NaN            NaN  0.988244       0.304895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4469                 NaN            NaN            NaN            NaN  0.536661       0.164520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5386                 NaN            NaN            NaN            NaN  0.447744       0.136662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.4899                 NaN            NaN            NaN            NaN  0.495058       0.150517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        98.6566                 NaN            NaN            NaN            NaN   1.30416       0.392803E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.8869                 NaN            NaN            NaN            NaN  0.109867       0.327643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4241                 NaN            NaN            NaN            NaN  0.559240       0.166322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4820                 NaN            NaN            NaN            NaN  0.503095       0.149097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.2700                 NaN            NaN            NaN            NaN  0.709082       0.209085E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.7526                 NaN            NaN            NaN            NaN  0.240364       0.706076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4198                 NaN            NaN            NaN            NaN  0.563764       0.164302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4768                 NaN            NaN            NaN            NaN  0.508454       0.147183E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4739                 NaN            NaN            NaN            NaN  0.511349       0.147380E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4726                 NaN            NaN            NaN            NaN  0.512755       0.146928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.4725                 NaN            NaN            NaN            NaN  0.512889       0.145717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.4660                 NaN            NaN            NaN            NaN  0.519334       0.146590E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4696                 NaN            NaN            NaN            NaN  0.515889       0.145025E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4637                 NaN            NaN            NaN            NaN  0.521761       0.145584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4614                 NaN            NaN            NaN            NaN  0.524054       0.145109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4609                 NaN            NaN            NaN            NaN  0.524611       0.144657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4561                 NaN            NaN            NaN            NaN  0.529401       0.144982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4563                 NaN            NaN            NaN            NaN  0.529311       0.143970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4524                 NaN            NaN            NaN            NaN  0.533240       0.144046E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4502                 NaN            NaN            NaN            NaN  0.535405       0.143832E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4474                 NaN            NaN            NaN            NaN  0.538175       0.143749E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4445                 NaN            NaN            NaN            NaN  0.541193       0.143505E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4419                 NaN            NaN            NaN            NaN  0.543787       0.143249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4409                 NaN            NaN            NaN            NaN  0.544859       0.142603E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4361                 NaN            NaN            NaN            NaN  0.549549       0.143076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4360                 NaN            NaN            NaN            NaN  0.549752       0.142167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.4319                 NaN            NaN            NaN            NaN  0.553892       0.142384E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4299                 NaN            NaN            NaN            NaN  0.555909       0.142105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4258                 NaN            NaN            NaN            NaN  0.559943       0.142400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4265                 NaN            NaN            NaN            NaN  0.559361       0.141061E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4198                 NaN            NaN            NaN            NaN  0.566066       0.141795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4213                 NaN            NaN            NaN            NaN  0.564648       0.140940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        98.9999                 NaN            NaN            NaN            NaN  0.975907       0.242071E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.8394                 NaN            NaN            NaN            NaN  0.156687       0.387288E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.9040                 NaN            NaN            NaN            NaN  0.937271E-001  0.231726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        98.9145                 NaN            NaN            NaN            NaN   1.05959       0.259269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4062                 NaN            NaN            NaN            NaN  0.579705       0.140678E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4013                 NaN            NaN            NaN            NaN  0.584604       0.140584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4058                 NaN            NaN            NaN            NaN  0.580220       0.139387E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3721                 NaN            NaN            NaN            NaN  0.613983       0.139620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4573                 NaN            NaN            NaN            NaN  0.528733       0.139986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3670                 NaN            NaN            NaN            NaN  0.619016       0.139357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3945                 NaN            NaN            NaN            NaN  0.591513       0.139434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3924                 NaN            NaN            NaN            NaN  0.593629       0.139401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3909                 NaN            NaN            NaN            NaN  0.595233       0.139140E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3744                 NaN            NaN            NaN            NaN  0.611366       0.142334E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4025                 NaN            NaN            NaN            NaN  0.583955       0.135314E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2666                 NaN            NaN            NaN            NaN  0.719372       0.139782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.5033                 NaN            NaN            NaN            NaN  0.482916       0.137517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3845                 NaN            NaN            NaN            NaN  0.601690       0.138150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3827                 NaN            NaN            NaN            NaN  0.603531       0.138063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0894                 NaN            NaN            NaN            NaN  0.491354       0.679929E-002  0.412455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        98.0603                 NaN            NaN            NaN            NaN  0.104999       0.141572E-001   1.82059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        98.0779                 NaN            NaN            NaN            NaN  0.603198E-001            NaN   1.86178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        98.0879                 NaN            NaN            NaN            NaN  0.604474E-001            NaN   1.85164                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        98.1359                 NaN            NaN            NaN            NaN  0.596039E-001            NaN   1.80453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        98.1455                 NaN            NaN            NaN            NaN  0.547654E-001            NaN   1.79977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        98.2306                 NaN            NaN            NaN            NaN  0.498348E-001            NaN   1.71960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        98.2370                 NaN            NaN            NaN            NaN  0.464273E-001            NaN   1.71654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        98.2694                 NaN            NaN            NaN            NaN  0.456610E-001            NaN   1.68496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.3086                 NaN            NaN            NaN            NaN  0.423940E-001            NaN   1.64899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.2653                 NaN            NaN            NaN            NaN  0.422364E-001            NaN   1.69243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.4375                 NaN            NaN            NaN            NaN  0.369483E-001            NaN   1.52558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4016                 NaN            NaN            NaN            NaN  0.494036E-001            NaN   1.54896                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4290                 NaN            NaN            NaN            NaN  0.232671E-001            NaN   1.54776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4564                 NaN            NaN            NaN            NaN  0.327498E-001            NaN   1.51081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.6785                 NaN            NaN            NaN            NaN  0.284505E-001            NaN   1.29305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.3161                 NaN            NaN            NaN            NaN  0.318917E-001            NaN   1.65197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5245                 NaN            NaN            NaN            NaN  0.200967E-001            NaN   1.45544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.5663                 NaN            NaN            NaN            NaN  0.222969E-001            NaN   1.41144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5833                 NaN            NaN            NaN            NaN  0.270553E-001            NaN   1.38968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        97.2701                 NaN            NaN            NaN            NaN  0.694468E-002            NaN   2.72299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.9234                 NaN            NaN            NaN            NaN  0.345931E-001            NaN  0.419969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.3929                 NaN            NaN            NaN            NaN            NaN            NaN   1.60708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9285                 NaN            NaN            NaN            NaN  0.196723E-002            NaN   1.06958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6919                 NaN            NaN            NaN            NaN            NaN            NaN   1.30807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7191                 NaN            NaN            NaN            NaN            NaN            NaN   1.28089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7334                 NaN            NaN            NaN            NaN  0.120195E-002            NaN   1.26536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7551                 NaN            NaN            NaN            NaN            NaN            NaN   1.24486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7732                 NaN            NaN            NaN            NaN            NaN            NaN   1.22680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
