|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1564.10        500.000       0.171051E-001   99.9187       0.642144E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.69        500.000                 NaN   99.3180       0.681924       0.125209E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.27        500.000                 NaN   99.3274       0.672630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.86        500.000                 NaN   99.3343       0.661037       0.461468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.44        500.000                 NaN   99.3408       0.659183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        500.000                 NaN   99.3439       0.652134       0.398699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.62        500.000                 NaN   99.3512       0.613301       0.355196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.20        500.000                 NaN   99.3531       0.641781       0.512770E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.79        500.000                 NaN   99.3615       0.606860       0.316525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000                 NaN   99.3713       0.599123       0.295469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.96        500.000                 NaN   99.3714       0.599837       0.287356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.55        500.000                 NaN   99.3781       0.593832       0.280794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.13        500.000                 NaN   99.3816       0.591651       0.267066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        500.000                 NaN   99.3882       0.584911       0.268893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.31        500.000                 NaN   99.3924       0.581595       0.260351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        500.000                 NaN   98.7242        1.25507       0.132544E-001  0.742694E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.48        500.000                 NaN   99.9869       0.126178E-001  0.439969E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        500.000                 NaN   99.4985       0.462330       0.391995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.65        500.000                 NaN   99.4119       0.563754       0.242986E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        500.000                 NaN   99.4163       0.559249       0.244878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        500.000                 NaN   99.0672       0.886503       0.462821E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        500.000                 NaN   99.7917       0.197181       0.111230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        500.000                 NaN   99.4290       0.559313       0.116841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        500.000                 NaN   99.4341       0.545651       0.202522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        500.000                 NaN   99.4382       0.542947       0.188910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        500.000                 NaN   99.4412       0.541412       0.173844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        500.000                 NaN   99.4464       0.535972       0.176371E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        500.000                 NaN   99.4500       0.533549       0.164863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        500.000                 NaN   99.4536       0.532039       0.144091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        500.000                 NaN   99.4586       0.525122       0.162646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        500.000                 NaN   99.4617       0.523323       0.149812E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        500.000                 NaN   99.4659       0.524498       0.956209E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        500.000                 NaN   99.3712       0.614435       0.143992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        500.000                 NaN   99.5696       0.413392       0.170016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        500.000                 NaN   99.4754       0.510913       0.136778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        500.000                 NaN   99.4804       0.514444       0.511329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        500.000                 NaN   99.4830       0.510666       0.633760E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        500.000                 NaN   99.4871       0.503502       0.942533E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        500.000                 NaN   99.4872       0.506163       0.658893E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   99.4945       0.498889       0.662356E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        500.000                 NaN   99.4977       0.495111       0.721080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
