|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1422.72        500.000                 NaN   99.3973                 NaN            NaN            NaN  0.385872       0.216794                 NaN            NaN            NaN            NaN            NaN
  1421.31        500.000                 NaN   99.4328                 NaN            NaN            NaN  0.363923       0.203291                 NaN            NaN            NaN            NaN            NaN
  1419.89        500.000                 NaN   99.3764                 NaN            NaN            NaN  0.399644       0.223907                 NaN            NaN            NaN            NaN            NaN
  1418.48        500.000                 NaN   98.9384                 NaN            NaN            NaN  0.408574       0.418588                 NaN  0.234476                 NaN            NaN            NaN
  1417.07        500.000                 NaN   98.2757                 NaN            NaN            NaN  0.470377       0.686860                 NaN  0.567098                 NaN            NaN            NaN
  1415.65        500.000                 NaN   98.3218                 NaN            NaN            NaN  0.668141       0.458567                 NaN  0.551485                 NaN            NaN            NaN
  1414.24        500.000                 NaN   98.3502                 NaN            NaN            NaN  0.450693       0.656539                 NaN  0.542580                 NaN            NaN            NaN
  1412.83        500.000                 NaN   98.3823                 NaN            NaN            NaN  0.441943       0.643477                 NaN  0.532276                 NaN            NaN            NaN
  1411.41        500.000                 NaN   98.4136                 NaN            NaN            NaN  0.433431       0.630774                 NaN  0.522150                 NaN            NaN            NaN
  1410.00        500.000                 NaN   98.4437                 NaN            NaN            NaN  0.618795       0.424943                 NaN  0.512517                 NaN            NaN            NaN
  1408.58        500.000                 NaN   98.4727                 NaN            NaN            NaN  0.607628       0.416353                 NaN  0.503269                 NaN            NaN            NaN
  1407.17        500.000                 NaN   98.5020                 NaN            NaN            NaN  0.595899       0.408321                 NaN  0.493764                 NaN            NaN            NaN
  1405.76        500.000                 NaN   98.5293                 NaN            NaN            NaN  0.584889       0.400867                 NaN  0.484913                 NaN            NaN            NaN
  1404.34        500.000                 NaN   98.5556                 NaN            NaN            NaN  0.393128       0.574770                 NaN  0.476453                 NaN            NaN            NaN
  1402.93        500.000                 NaN   98.5828                 NaN            NaN            NaN  0.564150       0.385434                 NaN  0.467659                 NaN            NaN            NaN
  1401.51        500.000                 NaN   98.6080                 NaN            NaN            NaN  0.553968       0.378425                 NaN  0.459640                 NaN            NaN            NaN
  1400.10        500.000                 NaN   98.6318                 NaN            NaN            NaN  0.544657       0.371728                 NaN  0.451810                 NaN            NaN            NaN
  1398.69        500.000                 NaN   98.6553                 NaN            NaN            NaN  0.365494       0.535155                 NaN  0.444057                 NaN            NaN            NaN
  1397.27        500.000                 NaN   98.6778                 NaN            NaN            NaN  0.359122       0.526219                 NaN  0.436836                 NaN            NaN            NaN
  1395.86        500.000                 NaN   98.7013                 NaN            NaN            NaN  0.517395       0.352207                 NaN  0.429119                 NaN            NaN            NaN
  1394.45        500.000                 NaN   98.7229                 NaN            NaN            NaN  0.346052       0.508986                 NaN  0.422027                 NaN            NaN            NaN
  1393.03        500.000                 NaN   98.7445                 NaN            NaN            NaN  0.340022       0.500493                 NaN  0.414981                 NaN            NaN            NaN
  1391.62        500.000                 NaN   98.7643                 NaN            NaN            NaN  0.492780       0.334284                 NaN  0.408592                 NaN            NaN            NaN
  1390.20        500.000                 NaN   98.7864                 NaN            NaN            NaN  0.328093       0.484277                 NaN  0.401199                 NaN            NaN            NaN
  1388.79        500.000                 NaN   98.8042                 NaN            NaN            NaN  0.477596       0.322697                 NaN  0.395465                 NaN            NaN            NaN
  1387.38        500.000                 NaN   98.8250                 NaN            NaN            NaN  0.317049       0.469413                 NaN  0.388513                 NaN            NaN            NaN
  1385.96        500.000                 NaN   98.8419                 NaN            NaN            NaN  0.462513       0.312615                 NaN  0.383021                 NaN            NaN            NaN
  1384.55        500.000                 NaN   98.8619                 NaN            NaN            NaN  0.455129       0.306611                 NaN  0.376393                 NaN            NaN            NaN
  1383.14        500.000                 NaN   98.8788                 NaN            NaN            NaN  0.301674       0.448658                 NaN  0.370849                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.8966                 NaN            NaN            NaN  0.296683       0.441744                 NaN  0.364954                 NaN            NaN            NaN
  1380.31        500.000                 NaN   98.9129                 NaN            NaN            NaN  0.292021       0.435504                 NaN  0.359573                 NaN            NaN            NaN
  1378.89        500.000                 NaN   98.9297                 NaN            NaN            NaN  0.429168       0.287015                 NaN  0.354068                 NaN            NaN            NaN
  1377.48        500.000                 NaN   98.9460                 NaN            NaN            NaN  0.422878       0.282463                 NaN  0.348617                 NaN            NaN            NaN
  1376.07        500.000                 NaN   98.9618                 NaN            NaN            NaN  0.277860       0.416964                 NaN  0.343415                 NaN            NaN            NaN
  1374.65        500.000                 NaN   98.9767                 NaN            NaN            NaN  0.273471       0.411358                 NaN  0.338500                 NaN            NaN            NaN
  1373.24        500.000                 NaN   98.9922                 NaN            NaN            NaN  0.268938       0.405451                 NaN  0.333389                 NaN            NaN            NaN
  1371.83        500.000                 NaN   99.0067                 NaN            NaN            NaN  0.264873       0.399986                 NaN  0.328490                 NaN            NaN            NaN
  1370.41        500.000                 NaN   99.0208                 NaN            NaN            NaN  0.261241       0.394138                 NaN  0.323794                 NaN            NaN            NaN
  1369.00        500.000                 NaN   99.0353                 NaN            NaN            NaN  0.256622       0.389169                 NaN  0.318921                 NaN            NaN            NaN
  1367.58        500.000                 NaN   99.0491                 NaN            NaN            NaN  0.252595       0.383952                 NaN  0.314321                 NaN            NaN            NaN
  1366.17        500.000                 NaN   99.0626                 NaN            NaN            NaN  0.248821       0.378743                 NaN  0.309857                 NaN            NaN            NaN
  1364.76        500.000                 NaN   99.0747                 NaN            NaN            NaN  0.374293       0.245146                 NaN  0.305876                 NaN            NaN            NaN
  1363.34        500.000                 NaN   99.0890                 NaN            NaN            NaN  0.240747       0.369273                 NaN  0.301012                 NaN            NaN            NaN
  1361.93        500.000                 NaN   99.0989                 NaN            NaN            NaN  0.365975       0.237258                 NaN  0.297877                 NaN            NaN            NaN
  1360.52        500.000                 NaN   99.1142                 NaN            NaN            NaN  0.233913       0.359417                 NaN  0.292448                 NaN            NaN            NaN
  1359.10        500.000                 NaN   99.1255                 NaN            NaN            NaN  0.355527       0.230327                 NaN  0.288634                 NaN            NaN            NaN
  1357.69        500.000                 NaN   99.1368                 NaN            NaN            NaN  0.351326       0.226853                 NaN  0.285016                 NaN            NaN            NaN
  1356.27        500.000                 NaN   99.1483                 NaN            NaN            NaN  0.347038       0.223502                 NaN  0.281111                 NaN            NaN            NaN
  1354.86        500.000                 NaN   99.1600                 NaN            NaN            NaN  0.220034       0.342804                 NaN  0.277189                 NaN            NaN            NaN
  1353.45        500.000                 NaN   99.1706                 NaN  0.102385E-005            NaN  0.217120       0.338680                 NaN  0.273624                 NaN            NaN            NaN
  1352.03        500.000                 NaN   99.1819                 NaN            NaN            NaN  0.334683       0.213608                 NaN  0.269802                 NaN            NaN            NaN
  1350.62        500.000                 NaN   99.1919                 NaN            NaN            NaN  0.330900       0.210776                 NaN  0.266394                 NaN            NaN            NaN
  1349.20        500.000                 NaN   99.2025                 NaN            NaN            NaN  0.327133       0.207510                 NaN  0.262824                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.2188                 NaN  0.306421E-001            NaN  0.266337       0.221665                 NaN  0.262535                 NaN            NaN            NaN
  1346.38        500.000                 NaN   99.2441                 NaN  0.981301E-001            NaN  0.256134       0.136207                 NaN  0.265469                 NaN            NaN            NaN
  1344.96        500.000                 NaN   99.2548                 NaN  0.979175E-001            NaN  0.132182       0.253321                 NaN  0.261824                 NaN            NaN            NaN
  1343.55        500.000                 NaN   99.2648                 NaN  0.975361E-001            NaN  0.251159       0.128194                 NaN  0.258266                 NaN            NaN            NaN
  1342.14        500.000                 NaN   99.2749                 NaN  0.969007E-001            NaN  0.125319       0.248120                 NaN  0.254718                 NaN            NaN            NaN
  1340.72        500.000                 NaN   99.2828                 NaN  0.972062E-001            NaN  0.120720       0.247068                 NaN  0.252161                 NaN            NaN            NaN
  1339.31        500.000                 NaN   99.2956                 NaN  0.963545E-001            NaN  0.117464       0.242982                 NaN  0.247614                 NaN            NaN            NaN
  1337.89        500.000                 NaN   99.3049                 NaN  0.951618E-001            NaN  0.115215       0.240694                 NaN  0.243983                 NaN            NaN            NaN
  1336.48        500.000                 NaN   99.3137                 NaN  0.953237E-001            NaN  0.238275       0.111438                 NaN  0.241218                 NaN            NaN            NaN
  1335.07        500.000                 NaN   99.3203                 NaN  0.940313E-001            NaN  0.236157       0.110748                 NaN  0.238730                 NaN            NaN            NaN
  1333.65        500.000                 NaN   99.3332                 NaN  0.935121E-001            NaN  0.232516       0.106552                 NaN  0.234198                 NaN            NaN            NaN
  1332.24        500.000                 NaN   99.3409                 NaN  0.946106E-001            NaN  0.101154       0.231600                 NaN  0.231770                 NaN            NaN            NaN
  1330.83        500.000                 NaN   99.3499                 NaN  0.930917E-001            NaN  0.228446       0.100138                 NaN  0.228458                 NaN            NaN            NaN
  1329.41        500.000                 NaN   99.3580                 NaN  0.913560E-001            NaN  0.996057E-001  0.225717                 NaN  0.225330                 NaN            NaN            NaN
  1328.00        500.000                 NaN   99.3667                 NaN  0.926744E-001            NaN  0.224644       0.933649E-001            NaN  0.222573                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.3750                 NaN  0.906869E-001            NaN  0.221195       0.936961E-001            NaN  0.219406                 NaN            NaN            NaN
  1325.17        500.000                 NaN   99.3833                 NaN  0.901793E-001            NaN  0.909697E-001  0.219117                 NaN  0.216462                 NaN            NaN            NaN
  1323.76        500.000                 NaN   99.3896                 NaN  0.901858E-001            NaN  0.217191       0.885800E-001            NaN  0.214414                 NaN            NaN            NaN
  1322.34        500.000                 NaN   99.4004                 NaN  0.877280E-001            NaN  0.882710E-001  0.213638                 NaN  0.210004                 NaN            NaN            NaN
  1320.93        500.000                 NaN   99.4067                 NaN  0.882712E-001            NaN  0.212616       0.843694E-001            NaN  0.208058                 NaN            NaN            NaN
  1319.52        500.000                 NaN   99.4137                 NaN  0.872488E-001            NaN  0.830669E-001  0.210484                 NaN  0.205454                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.4219                 NaN  0.855484E-001            NaN  0.207010       0.832148E-001            NaN  0.202326                 NaN            NaN            NaN
  1316.69        500.000                 NaN   99.4288                 NaN  0.850271E-001            NaN  0.809931E-001  0.205265                 NaN  0.199904                 NaN            NaN            NaN
  1315.27        500.000                 NaN   99.4360                 NaN  0.838117E-001            NaN  0.203244       0.798198E-001            NaN  0.197151                 NaN            NaN            NaN
  1313.86        500.000                 NaN   99.4430                 NaN  0.831318E-001            NaN  0.201009       0.781789E-001            NaN  0.194650                 NaN            NaN            NaN
  1312.45        500.000                 NaN   99.4496                 NaN  0.823554E-001            NaN  0.198922       0.768349E-001            NaN  0.192245                 NaN            NaN            NaN
  1311.03        500.000                 NaN   99.4571                 NaN  0.808016E-001            NaN  0.196220       0.765058E-001            NaN  0.189385                 NaN            NaN            NaN
  1309.62        500.000                 NaN   99.1475                 NaN  0.141932                 NaN  0.325206       0.837209E-001            NaN  0.301598                 NaN            NaN            NaN
  1308.21        500.000                 NaN   99.7860                 NaN  0.160611E-001            NaN  0.658466E-001  0.619954E-001            NaN  0.700700E-001            NaN            NaN            NaN
  1306.79        500.000                 NaN   99.4765                 NaN  0.777195E-001            NaN  0.737521E-001  0.189886                 NaN  0.182147                 NaN            NaN            NaN
  1305.38        500.000                 NaN   99.4828                 NaN  0.767117E-001            NaN  0.187761       0.729241E-001            NaN  0.179832                 NaN            NaN            NaN
  1303.96        500.000                 NaN   99.4891                 NaN  0.755531E-001            NaN  0.185214       0.725987E-001            NaN  0.177515                 NaN            NaN            NaN
  1302.55        500.000                 NaN   99.4952                 NaN  0.741387E-001            NaN  0.725472E-001  0.183001                 NaN  0.175132                 NaN            NaN            NaN
  1301.14        500.000                 NaN   99.5010                 NaN  0.730933E-001            NaN  0.719079E-001  0.181055                 NaN  0.172934                 NaN            NaN            NaN
  1299.72        500.000                 NaN   99.4850                 NaN  0.369683E-001            NaN  0.163858       0.140693                 NaN  0.173435                 NaN            NaN            NaN
  1298.31        500.000                 NaN   99.5264                 NaN  0.927767E-001            NaN  0.201388       0.126950E-001            NaN  0.166752                 NaN            NaN            NaN
  1296.89        500.000                 NaN   99.5264                 NaN  0.825753E-001            NaN  0.189177       0.364824E-001            NaN  0.165394                 NaN            NaN            NaN
  1295.48        500.000                 NaN   99.5237                 NaN  0.687992E-001            NaN  0.172936       0.701248E-001            NaN  0.164461                 NaN            NaN            NaN
  1294.07        500.000                 NaN   99.5288                 NaN  0.659796E-001            NaN  0.743339E-001  0.168490                 NaN  0.162404                 NaN            NaN            NaN
  1292.65        500.000                 NaN   99.5359                 NaN  0.652602E-001            NaN  0.167452       0.718443E-001            NaN  0.159560                 NaN            NaN            NaN
  1291.24        500.000                 NaN   99.5400                 NaN  0.642323E-001            NaN  0.165520       0.721447E-001            NaN  0.158093                 NaN            NaN            NaN
  1289.83        500.000                 NaN   99.5453                 NaN  0.633092E-001            NaN  0.164123       0.711786E-001            NaN  0.156055                 NaN            NaN            NaN
  1288.41        500.000                 NaN   91.1980                 NaN            NaN            NaN  0.763535        1.43063                 NaN   1.06343        5.54439                 NaN            NaN
  1287.00        500.000                 NaN   89.8285                 NaN            NaN            NaN   1.62456       0.868083                 NaN   1.21206        6.46683                 NaN            NaN
  1285.58        500.000                 NaN   90.8343                 NaN            NaN            NaN  0.789206        1.46404                 NaN   1.09880        5.81365                 NaN            NaN
  1284.17        500.000                 NaN   91.6489                 NaN            NaN            NaN  0.722653        1.33705                 NaN   1.00756        5.28382                 NaN            NaN
  1282.76        500.000                 NaN   92.3502                 NaN            NaN            NaN   1.22797       0.664430                 NaN  0.928635        4.82878                 NaN            NaN
  1281.34        500.000                 NaN   92.9486                 NaN            NaN            NaN  0.615677        1.13407                 NaN  0.860772        4.44087                 NaN            NaN
  1279.93        500.000                 NaN   93.4789                 NaN            NaN            NaN  0.569945        1.05257                 NaN  0.800451        4.09812                 NaN            NaN
  1278.52        500.000                 NaN   93.9318                 NaN            NaN            NaN  0.983234       0.530720                 NaN  0.748854        3.80537                 NaN            NaN
  1277.10        500.000                 NaN   94.3380                 NaN            NaN            NaN  0.919605       0.496185                 NaN  0.701885        3.54428                 NaN            NaN
  1275.69        500.000                 NaN   94.6871                 NaN            NaN            NaN  0.464477       0.867606                 NaN  0.661754        3.31910                 NaN            NaN
