T(K)	P(bar)	SiO2	TiO2	Al2O3	Cr2O3	FeO	MnO	MgO	CaO	Na2O	K2O	NiO
  1564.10      500.000     0.313025     0.175290E-02 0.282341E-01 0.962342E-03 0.636871E-01  0.00000     0.140264     0.429729E-01 0.855123E-02 0.424646E-03  0.00000    
  1562.69      500.000     0.310868     0.175262E-02 0.281867E-01 0.936771E-03 0.632437E-01  0.00000     0.138588     0.429330E-01 0.855062E-02 0.424646E-03  0.00000    
  1561.27      500.000     0.308757     0.175233E-02 0.281397E-01 0.911436E-03 0.628057E-01  0.00000     0.136954     0.428935E-01 0.855002E-02 0.424646E-03  0.00000    
  1559.86      500.000     0.306687     0.175205E-02 0.280933E-01 0.886431E-03 0.623742E-01  0.00000     0.135342     0.428544E-01 0.854943E-02 0.424646E-03  0.00000    
  1558.44      500.000     0.304647     0.175176E-02 0.280474E-01 0.861798E-03 0.619506E-01  0.00000     0.133764     0.428150E-01 0.854886E-02 0.424646E-03  0.00000    
  1557.03      500.000     0.302633     0.175148E-02 0.280026E-01 0.838079E-03 0.615289E-01  0.00000     0.132200     0.427762E-01 0.854828E-02 0.424646E-03  0.00000    
  1555.62      500.000     0.300681     0.175121E-02 0.279611E-01 0.816448E-03 0.611012E-01  0.00000     0.130633     0.427391E-01 0.854774E-02 0.424646E-03  0.00000    
  1554.20      500.000     0.298720     0.175090E-02 0.279183E-01 0.794449E-03 0.606887E-01  0.00000     0.129110     0.427005E-01 0.854719E-02 0.424646E-03  0.00000    
  1552.79      500.000     0.296821     0.175062E-02 0.278776E-01 0.773734E-03 0.602734E-01  0.00000     0.127593     0.426638E-01 0.854667E-02 0.424646E-03  0.00000    
  1551.38      500.000     0.294962     0.175034E-02 0.278380E-01 0.753701E-03 0.598660E-01  0.00000     0.126113     0.426272E-01 0.854616E-02 0.424646E-03  0.00000    
  1549.96      500.000     0.293113     0.175006E-02 0.277987E-01 0.734007E-03 0.594616E-01  0.00000     0.124643     0.425903E-01 0.854566E-02 0.424646E-03  0.00000    
  1548.55      500.000     0.291296     0.174979E-02 0.277599E-01 0.714789E-03 0.590623E-01  0.00000     0.123201     0.425536E-01 0.854516E-02 0.424646E-03  0.00000    
  1547.13      500.000     0.289499     0.174951E-02 0.277217E-01 0.696007E-03 0.586672E-01  0.00000     0.121778     0.425169E-01 0.854466E-02 0.424646E-03  0.00000    
