|6.6.6
Archiving\03_Data\eqLP/QFM_m2.25/TIS/TIS_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.0008       0.983441       0.157886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.0008       0.983440       0.157886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.0008       0.983439       0.157886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.0008       0.983438       0.157886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.0008       0.983436       0.157886E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.0008       0.983435       0.157885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.0008       0.983434       0.157885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.0008       0.983433       0.157885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.0008       0.983432       0.157885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.0008       0.983430       0.157885E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.0008       0.983429       0.157884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.0008       0.983428       0.157884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.0008       0.983426       0.157884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.0008       0.983425       0.157884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.0008       0.983424       0.157884E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.0008       0.983423       0.157883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.0008       0.983421       0.157883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.0008       0.983420       0.157883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.0008       0.983418       0.157883E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.0008       0.983417       0.157882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0008       0.983415       0.157882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0008       0.983414       0.157882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0008       0.983413       0.157882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.0008       0.983411       0.157882E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.0008       0.983410       0.157881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.0008       0.983408       0.157881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.0008       0.983407       0.157881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.0008       0.983405       0.157881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.0008       0.983403       0.157880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.0008       0.983402       0.157880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.0008       0.983400       0.157880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.0008       0.983399       0.157880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.0008       0.983397       0.157879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.0008       0.983395       0.157879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.0008       0.983394       0.157879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        99.0008       0.983392       0.157878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        99.0008       0.983390       0.157878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        99.0008       0.983388       0.157878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        99.0008       0.983387       0.157878E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        99.0008       0.983385       0.157877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        99.0008       0.983383       0.157877E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        99.0008       0.983380       0.157876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        99.0008       0.983377       0.157876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        99.0008       0.983373       0.157875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        99.0008       0.983370       0.157875E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        99.0008       0.983367       0.157874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        99.0008       0.983363       0.157874E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        99.0009       0.983360       0.157873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        99.0009       0.983356       0.157873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        99.0009       0.983356       0.157873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        99.0009       0.983355       0.157873E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        99.0009       0.983355       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        99.0009       0.983354       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        99.0009       0.983353       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        99.0009       0.983353       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        99.0009       0.983352       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        99.0009       0.983352       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        99.0009       0.983349       0.157872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        99.0009       0.983347       0.157871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        99.0009       0.983345       0.157871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        99.0009       0.983343       0.157871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        99.0009       0.983340       0.157870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        99.0009       0.983338       0.157870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        99.0009       0.983336       0.157869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        99.0009       0.983334       0.157869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        99.0009       0.983331       0.157869E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        99.0009       0.983329       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        99.0009       0.983326       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        99.0009       0.983324       0.157868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        99.0009       0.983321       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        99.0009       0.983319       0.157867E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        99.0009       0.983317       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        99.0009       0.983314       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        99.0009       0.983311       0.157866E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        99.0009       0.983309       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        99.0009       0.983306       0.157865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        99.0009       0.983303       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        99.0009       0.983301       0.157864E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        99.0009       0.983298       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        99.0009       0.983295       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        99.0009       0.983293       0.157863E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        99.0009       0.983290       0.157862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        99.0009       0.983287       0.157862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        99.0009       0.983284       0.157861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        99.0009       0.983281       0.157861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        99.0009       0.983278       0.157860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        99.0009       0.983275       0.157860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        99.0009       0.983273       0.157859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        99.0009       0.983270       0.157859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        99.0009       0.983266       0.157858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        99.0010       0.983263       0.157858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        99.0010       0.983260       0.157857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        99.0010       0.983257       0.157857E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        99.0010       0.983254       0.157856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        99.0010       0.983251       0.157856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        99.0010       0.983248       0.157855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        99.0010       0.983244       0.157855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        99.0010       0.983241       0.157854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        99.0010       0.983238       0.157854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        99.0010       0.983234       0.157853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        99.0010       0.983231       0.157853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        99.0010       0.983227       0.157852E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        98.9889       0.983224       0.157851E-001  0.121161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        98.9725       0.983220       0.157851E-001  0.284606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        98.9562       0.983216       0.157850E-001  0.448049E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        98.8153       0.983209       0.129952E-001  0.536281E-001  0.134892                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        98.1618       0.983179                 NaN  0.782297E-001  0.776758                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        97.9765       0.983178                 NaN  0.941880E-001  0.946094                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        97.7912       0.983177                 NaN  0.110146        1.11543                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        97.3941       0.983180                 NaN  0.125897        1.49680                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        96.9970       0.983184                 NaN  0.141648        1.87818                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        96.5999       0.983187                 NaN  0.157399        2.25955                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        96.2027       0.983190                 NaN  0.173150        2.64093                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        95.4937       0.983199                 NaN  0.188325        3.33480                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        94.7846       0.983209                 NaN  0.203499        4.02868                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        94.0755       0.983218                 NaN  0.218675        4.72258                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        93.3664       0.983227                 NaN  0.233850        5.41649                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        92.6573       0.983237                 NaN  0.249026        6.11041                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        91.9482       0.983246                 NaN  0.264202        6.80435                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        91.2391       0.983256                 NaN  0.279378        7.49830                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        90.5299       0.983265                 NaN  0.294555        8.19226                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        89.7935       0.983276                 NaN  0.308525        8.91468                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        89.0571       0.983287                 NaN  0.322496        9.63710                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        88.3207       0.983298                 NaN  0.336466        10.3595                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        87.5843       0.983309                 NaN  0.350437        11.0820                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        86.8478       0.983320                 NaN  0.364409        11.8045                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        86.1113       0.983331                 NaN  0.378380        12.5270                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        85.3748       0.983342                 NaN  0.392352        13.2495                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        84.6383       0.983353                 NaN  0.406324        13.9720                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        83.9631       0.983363                 NaN  0.418984        14.6346                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        83.2878       0.983374                 NaN  0.431644        15.2972                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        82.6125       0.983385                 NaN  0.444305        15.9598                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        81.9372       0.983395                 NaN  0.456966        16.6225                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        81.2619       0.983406                 NaN  0.469627        17.2851                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        80.5865       0.983417                 NaN  0.482288        17.9478                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        79.9112       0.983427                 NaN  0.494949        18.6104                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        79.2358       0.983438                 NaN  0.507611        19.2731                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        78.6346       0.983448                 NaN  0.519056        19.8629                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        78.0333       0.983458                 NaN  0.530502        20.4527                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        77.4321       0.983468                 NaN  0.541948        21.0425                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        76.8308       0.983478                 NaN  0.553394        21.6323                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        76.2295       0.983488                 NaN  0.564840        22.2221                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        75.6283       0.983498                 NaN  0.576287        22.8120                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        75.0270       0.983508                 NaN  0.587733        23.4018                 NaN            NaN            NaN            NaN            NaN            NaN
