|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         q             
  1300.75        2500.00        88.8914                 NaN  0.719376        2.03082                 NaN            NaN            NaN   1.54657        6.81185                 NaN            NaN            NaN
  1299.21        2500.00        89.5655                 NaN  0.660470        1.95186                 NaN            NaN            NaN   1.46139        6.36076                 NaN            NaN            NaN
  1297.67        2500.00        90.1668                 NaN  0.624007        1.85764                 NaN            NaN            NaN   1.38535        5.96622                 NaN            NaN            NaN
  1296.12        2500.00        80.3189                 NaN   1.19043        3.34566                 NaN            NaN            NaN   2.73985        12.0045       0.400642                 NaN            NaN
  1294.58        2500.00        78.9146                 NaN   1.32208        3.50997                 NaN            NaN            NaN   2.93518        12.8398       0.478384                 NaN            NaN
  1293.04        2500.00        80.5368                 NaN   1.26068        3.23050                 NaN            NaN            NaN   2.71544        11.8209       0.435635                 NaN            NaN
  1291.50        2500.00        81.8946                 NaN   1.19765        3.01103                 NaN            NaN            NaN   2.53082        10.9669       0.399038                 NaN            NaN
  1289.95        2500.00        82.9565                 NaN   1.14391        2.83854                 NaN            NaN            NaN   2.38527        10.3054       0.370360                 NaN            NaN
  1288.41        2500.00        81.7981                 NaN   1.18316        2.97275                 NaN            NaN            NaN   2.53171        11.1084       0.405884                 NaN            NaN
  1286.87        2500.00        87.6023                 NaN  0.915626        2.07125                 NaN            NaN            NaN   1.74220        7.41820       0.250466                 NaN            NaN
  1285.33        2500.00        83.1813                 NaN  0.671812        3.07568                 NaN            NaN            NaN   2.27761        10.1770                 NaN  0.616553                 NaN
  1283.78        2500.00        86.3309                 NaN  0.887291        2.34170                 NaN            NaN            NaN   1.90755        8.17699       0.129068       0.226511                 NaN
  1282.24        2500.00        85.3332                 NaN  0.801950        2.58264                 NaN            NaN            NaN   2.01124        8.85494       0.121832       0.294206                 NaN
  1280.70        2500.00        83.3329                 NaN  0.745795        2.95783                 NaN            NaN            NaN   2.24908        10.1961       0.989491E-001  0.419313                 NaN
  1279.16        2500.00        85.5053                 NaN  0.692503        2.47451                 NaN            NaN            NaN   1.94216        8.87418                 NaN  0.511342                 NaN
  1277.62        2500.00        83.7236                 NaN   1.13647        2.78305                 NaN            NaN            NaN   2.20359        9.86565       0.287640                 NaN            NaN
  1276.07        2500.00        80.2548                 NaN   1.25799        3.28891                 NaN            NaN            NaN   2.63133        12.1929       0.374098                 NaN            NaN
  1274.53        2500.00        76.3897                 NaN   1.46947        3.89520                 NaN            NaN            NaN   3.10358        14.6983       0.443721                 NaN            NaN
  1272.99        2500.00        79.1082                 NaN   1.27180        3.52105                 NaN            NaN            NaN   2.74289        12.9678       0.388267                 NaN            NaN
  1271.45        2500.00        79.2989                 NaN   1.26379        3.50632                 NaN            NaN            NaN   2.71774        12.8285       0.384729                 NaN            NaN
  1269.90        2500.00        82.6187                 NaN   1.04246        2.82893                 NaN            NaN            NaN   2.30975        10.8646       0.335586                 NaN            NaN
  1268.36        2500.00        92.5930                 NaN  0.390073        1.49826                 NaN            NaN            NaN  0.971360        4.41787       0.129446                 NaN            NaN
  1266.82        2500.00        89.8649                 NaN  0.510131        1.92821                 NaN            NaN            NaN   1.34759        6.16593       0.183266                 NaN            NaN
  1265.28        2500.00        88.7878                 NaN  0.807637        1.23100                 NaN            NaN            NaN   1.43391        7.49388       0.245769                 NaN            NaN
  1263.73        2500.00        93.6105                 NaN  0.255327E-001   2.26929                 NaN            NaN            NaN  0.931734        3.09530       0.676040E-001            NaN            NaN
  1262.19        2500.00        90.5284                 NaN  0.435745        1.75519                 NaN            NaN            NaN   1.24115        5.85763       0.181926                 NaN            NaN
  1260.65        2500.00        94.6264                 NaN  0.247909        1.31261                 NaN            NaN            NaN  0.801255        2.92996       0.818940E-001            NaN            NaN
  1259.11        2500.00        89.7697                 NaN            NaN   1.78242       0.298924                 NaN            NaN   1.31333        6.66126       0.174405                 NaN            NaN
  1257.57        2500.00        96.7809                 NaN            NaN  0.315605        1.17363                 NaN            NaN  0.434738        1.27244       0.226630E-001            NaN            NaN
  1256.02        2500.00        93.7993                 NaN            NaN   1.66295                 NaN            NaN            NaN  0.834664        3.61410       0.890089E-001            NaN            NaN
  1254.48        2500.00        95.1139                 NaN            NaN  0.153406        1.26230                 NaN            NaN  0.727852        2.66680       0.757196E-001            NaN            NaN
  1252.94        2500.00        93.5102                 NaN  0.270297       0.884548       0.105967E-004            NaN            NaN  0.817891        4.39106       0.125977                 NaN            NaN
  1251.40        2500.00        96.4809                 NaN            NaN   1.38019                 NaN            NaN            NaN  0.489235        1.63451       0.152037E-001            NaN            NaN
  1249.85        2500.00        95.3548                 NaN  0.301127       0.197051                 NaN            NaN            NaN  0.670247        3.35737       0.119383                 NaN            NaN
  1248.31        2500.00        97.6228                 NaN  0.135861       0.388127                 NaN            NaN            NaN  0.352254        1.45891       0.420029E-001            NaN            NaN
  1246.77        2500.00        96.4714                 NaN            NaN   1.08271                 NaN            NaN            NaN  0.283770        2.11997       0.421832E-001            NaN            NaN
  1245.23        2500.00        78.4850                 NaN  0.752079        2.38992        1.90811                 NaN            NaN   3.08721        12.9774       0.400329                 NaN            NaN
  1243.68        2500.00        98.8096                 NaN            NaN  0.565120                 NaN            NaN            NaN  0.625245                 NaN            NaN            NaN            NaN
  1242.14        2500.00        93.8124                 NaN            NaN   1.63679                 NaN            NaN            NaN   1.67700        2.84538       0.284409E-001            NaN            NaN
  1240.60        2500.00        99.2367                 NaN            NaN  0.173065                 NaN            NaN            NaN  0.717209E-001  0.509290       0.925419E-002            NaN            NaN
  1239.06        2500.00        99.4834                 NaN            NaN  0.516631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1237.52        2500.00        99.7792                 NaN            NaN  0.220824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1235.97        2500.00        98.4700                 NaN            NaN  0.637644E-001            NaN            NaN            NaN            NaN   1.09902                 NaN            NaN  0.367233     
  1234.43        2500.00        94.4850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52026       0.538691E-002            NaN   1.98936     
  1232.89        2500.00        98.7777                 NaN            NaN   1.22226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1231.35        2500.00        99.7603                 NaN            NaN            NaN            NaN            NaN            NaN  0.100989E-001            NaN  0.110555E-001            NaN  0.218532     
  1229.80        2500.00        97.9778                 NaN            NaN  0.180556       0.230697                 NaN            NaN            NaN   1.09287       0.793972E-002            NaN  0.510156     
  1228.26        2500.00        78.9950                 NaN            NaN   2.52232                 NaN            NaN            NaN   1.26272        10.3789       0.131945                 NaN   6.70914     
  1226.72        2500.00                 NaN            NaN            NaN   5.10344        6.64547                 NaN            NaN   8.42634        46.4374       0.617117                 NaN   32.7702     
  1225.18        2500.00                 NaN            NaN            NaN   9.11254        2.64893                 NaN            NaN   8.43514        46.3851       0.631056                 NaN   32.7873     
  1223.63        2500.00                 NaN            NaN            NaN   9.11075        2.65764                 NaN            NaN   8.44013        46.3744       0.629315                 NaN   32.7877     
  1222.09        2500.00                 NaN            NaN            NaN   8.87945        2.81282       0.249409E-003            NaN   8.37568        46.5351       0.628853                 NaN   32.7679     
  1220.55        2500.00                 NaN            NaN            NaN   1.85096        9.75717       0.720114E-003            NaN   8.34606        46.6582       0.638642                 NaN   32.7482     
  1219.01        2500.00                 NaN            NaN            NaN   8.65666        3.06146                 NaN            NaN   8.41579        46.4776       0.622287                 NaN   32.7662     
  1217.47        2500.00                 NaN            NaN            NaN   11.7952                 NaN            NaN            NaN   8.44282        46.3796       0.599794                 NaN   32.7826     
  1215.92        2500.00                 NaN            NaN            NaN   10.1361        1.55931       0.428337E-003            NaN   8.40588        46.5072       0.626116                 NaN   32.7650     
  1214.38        2500.00                 NaN            NaN            NaN   8.01263        3.71922                 NaN            NaN   8.40602        46.4699       0.618881                 NaN   32.7733     
  1212.84        2500.00                 NaN            NaN            NaN   11.8561                 NaN            NaN            NaN   8.46626        46.2822       0.593843                 NaN   32.8016     
  1211.30        2500.00                 NaN            NaN            NaN   11.8046                 NaN            NaN            NaN   8.49567        46.3312       0.587391                 NaN   32.7811     
  1209.75        2500.00                 NaN            NaN            NaN   1.75912        9.86199       0.455691E-005            NaN   8.38769        46.6014       0.634437                 NaN   32.7553     
  1208.21        2500.00                 NaN            NaN            NaN   1.74905        9.87364       0.433512E-005            NaN   8.39241        46.5947       0.633831                 NaN   32.7564     
  1206.67        2500.00                 NaN            NaN            NaN   1.73911        9.88517       0.507146E-005            NaN   8.39714        46.5880       0.633219                 NaN   32.7574     
  1205.13        2500.00                 NaN            NaN            NaN   1.73048        9.89526       0.119363E-004            NaN   8.40137        46.5819       0.632600                 NaN   32.7584     
  1203.58        2500.00                 NaN            NaN            NaN   6.63891        5.10961                 NaN            NaN   8.47084        46.3844       0.613775                 NaN   32.7825     
  1202.04        2500.00                 NaN            NaN            NaN   1.71375        9.91535       0.656783E-004            NaN   8.40864        46.5703       0.631264                 NaN   32.7606     
  1200.50        2500.00                 NaN            NaN            NaN   1.70328        9.92761       0.674052E-004            NaN   8.41379        46.5629       0.630626                 NaN   32.7617     
  1198.96        2500.00                 NaN            NaN            NaN   1.69298        9.93972       0.687727E-004            NaN   8.41893        46.5555       0.629983                 NaN   32.7628     
  1197.42        2500.00                 NaN            NaN            NaN   1.68286        9.95163       0.117259E-003            NaN   8.42403        46.5482       0.629335                 NaN   32.7639     
  1195.87        2500.00                 NaN            NaN            NaN   1.67288        9.96350       0.716657E-004            NaN   8.42917        46.5408       0.628688                 NaN   32.7649     
  1194.33        2500.00                 NaN            NaN            NaN   1.66289        9.97533       0.672743E-004            NaN   8.43430        46.5334       0.628051                 NaN   32.7660     
  1192.79        2500.00                 NaN            NaN            NaN   1.65280        9.98732       0.552721E-004            NaN   8.43945        46.5259       0.627393                 NaN   32.7671     
  1191.25        2500.00                 NaN            NaN   3.68067        5.20858       0.246155E-004            NaN            NaN   8.05983        47.9087       0.863788                 NaN   34.2784     
  1189.70        2500.00                 NaN            NaN            NaN   1.63393        10.0100       0.545535E-004            NaN   8.44961        46.5111       0.626068                 NaN   32.7693     
  1188.16        2500.00                 NaN            NaN            NaN   11.8364                 NaN            NaN            NaN   8.56059        46.2035       0.591999                 NaN   32.8075     
  1186.62        2500.00                 NaN            NaN            NaN   1.61105        10.0363       0.874075E-005            NaN   8.46087        46.4957       0.624745                 NaN   32.7713     
  1185.08        2500.00                 NaN            NaN            NaN   1.60408        10.0454       0.168070E-004            NaN   8.46514        46.4888       0.624064                 NaN   32.7725     
  1183.53        2500.00                 NaN            NaN   3.69084        5.19289       0.272908E-004            NaN            NaN   8.06138        47.9018       0.863819                 NaN   34.2892     
  1181.99        2500.00                 NaN            NaN            NaN   1.59117        10.0627       0.628373E-004            NaN   8.47492        46.4735       0.622609                 NaN   32.7750     
  1180.45        2500.00                 NaN            NaN   3.69484        5.18673       0.284619E-004            NaN            NaN   8.06201        47.8990       0.863829                 NaN   34.2935     
  1178.91        2500.00                 NaN            NaN            NaN   1.57430        10.0829       0.593818E-004            NaN   8.48551        46.4589       0.621421                 NaN   32.7770     
  1177.37        2500.00                 NaN            NaN            NaN  0.874984        10.9090                 NaN            NaN   8.46386        46.3090       0.622877                 NaN   32.8202     
  1175.82        2500.00                 NaN            NaN            NaN   7.57021        4.20262                 NaN            NaN   8.54811        46.2740       0.603800                 NaN   32.8013     
  1174.28        2500.00                 NaN            NaN            NaN   1.55214        10.1114       0.490965E-004            NaN   8.49960        46.4369       0.619293                 NaN   32.7806     
  1172.74        2500.00                 NaN            NaN   3.70470        5.17162       0.317205E-004            NaN            NaN   8.06359        47.8919       0.863846                 NaN   34.3043     
  1171.20        2500.00                 NaN            NaN   3.70665        5.16865       0.324362E-004            NaN            NaN   8.06391        47.8905       0.863848                 NaN   34.3064     
  1169.65        2500.00                 NaN            NaN            NaN   1.53255        10.1371       0.721711E-004            NaN   8.51418        46.4148       0.617200                 NaN   32.7841     
  1168.11        2500.00                 NaN            NaN            NaN   9.46022        2.28802       0.150658E-003            NaN   8.53495        46.3023       0.608300                 NaN   32.8061     
  1166.57        2500.00                 NaN            NaN            NaN   1.52064        10.1532       0.932662E-004            NaN   8.52361        46.4002       0.615816                 NaN   32.7865     
  1165.03        2500.00                 NaN            NaN            NaN   1.51446        10.1604       0.106341E-002            NaN   8.52854        46.3928       0.615091                 NaN   32.7877     
  1163.48        2500.00                 NaN            NaN            NaN   1.50793        10.1702       0.191832E-005            NaN   8.53378        46.3850       0.614331                 NaN   32.7888     
  1161.94        2500.00                 NaN            NaN            NaN   1.50210        10.1781                 NaN            NaN   8.53865        46.3775       0.613615                 NaN   32.7900     
  1160.40        2500.00                 NaN            NaN            NaN   11.8700                 NaN            NaN            NaN   8.64491        46.0781       0.579606                 NaN   32.8274     
  1158.86        2500.00                 NaN            NaN   3.72190        5.14546       0.730388E-004            NaN            NaN   8.06653        47.8787       0.863848                 NaN   34.3235     
  1157.32        2500.00                 NaN            NaN   3.72378        5.14265       0.399482E-004            NaN            NaN   8.06686        47.8773       0.863847                 NaN   34.3256     
  1155.77        2500.00                 NaN            NaN   3.72564        5.13984       0.409382E-004            NaN            NaN   8.06719        47.8758       0.863845                 NaN   34.3277     
  1154.23        2500.00                 NaN            NaN            NaN   9.56950        2.19819       0.138879E-003            NaN   8.57718        46.2355       0.601955                 NaN   32.8175     
  1152.69        2500.00                 NaN            NaN            NaN   1.47719        10.2148       0.607908E-003            NaN   8.56643        46.3343       0.609410                 NaN   32.7973     
  1151.15        2500.00                 NaN            NaN            NaN   9.14056       0.882508        1.75803                 NaN   8.58127        46.2133       0.600506                 NaN   32.8238     
  1149.60        2500.00                 NaN            NaN            NaN   1.47032        10.2265       0.903756E-004            NaN   8.57574        46.3195       0.608035                 NaN   32.7998     
  1148.06        2500.00                 NaN            NaN            NaN   9.68621        2.08450       0.740356E-003            NaN   8.60358        46.2059       0.599202                 NaN   32.8198     
  1146.52        2500.00                 NaN            NaN            NaN   1.46459        10.2358       0.682381E-003            NaN   8.58500        46.3052       0.606534                 NaN   32.8022     
  1144.98        2500.00                 NaN            NaN            NaN   1.46183        10.2414       0.770139E-004            NaN   8.58960        46.2978       0.605796                 NaN   32.8034     
  1143.43        2500.00                 NaN            NaN            NaN   8.49655        3.31117                 NaN            NaN   8.63461        46.1405       0.591213                 NaN   32.8260     
  1141.89        2500.00                 NaN            NaN            NaN   1.45757        10.2498       0.739759E-004            NaN   8.59872        46.2835       0.604368                 NaN   32.8059     
  1140.35        2500.00                 NaN            NaN            NaN   1.45604        10.2535       0.818786E-004            NaN   8.60325        46.2763       0.603647                 NaN   32.8072     
  1138.81        2500.00                 NaN            NaN   3.74556        5.10999       0.715891E-004            NaN            NaN   8.07099        47.8588       0.863792                 NaN   34.3508     
  1137.27        2500.00                 NaN            NaN            NaN   9.41992        1.45025       0.924651                 NaN   8.63935        46.1439       0.592542                 NaN   32.8294     
  1135.72        2500.00                 NaN            NaN            NaN   8.67427        3.14279                 NaN            NaN   8.65467        46.1078       0.588049                 NaN   32.8324     
  1134.18        2500.00                 NaN            NaN            NaN   1.45289        10.2649       0.208390E-003            NaN   8.62104        46.2480       0.600781                 NaN   32.8122     
  1132.64        2500.00                 NaN            NaN   3.75256        5.09961       0.820275E-004            NaN            NaN   8.07243        47.8524       0.863761                 NaN   34.3592     
  1131.10        2500.00                 NaN            NaN   3.75429        5.09705       0.833144E-004            NaN            NaN   8.07279        47.8508       0.863752                 NaN   34.3613     
  1129.55        2500.00                 NaN            NaN   3.75601        5.09451       0.841298E-004            NaN            NaN   8.07316        47.8491       0.863742                 NaN   34.3634     
  1128.01        2500.00                 NaN            NaN   3.75773        5.09198       0.862191E-004            NaN            NaN   8.07353        47.8475       0.863732                 NaN   34.3654     
  1126.47        2500.00                 NaN            NaN   3.75943        5.08947       0.887640E-004            NaN            NaN   8.07390        47.8459       0.863722                 NaN   34.3675     
  1124.93        2500.00                 NaN            NaN   3.76113        5.08698       0.890915E-004            NaN            NaN   8.07427        47.8442       0.863711                 NaN   34.3696     
  1123.38        2500.00                 NaN            NaN   3.76283        5.08450       0.910926E-004            NaN            NaN   8.07465        47.8426       0.863700                 NaN   34.3717     
  1121.84        2500.00                 NaN            NaN   3.76451        5.08204       0.923372E-004            NaN            NaN   8.07502        47.8409       0.863689                 NaN   34.3737     
  1120.30        2500.00                 NaN            NaN   3.76618        5.07960       0.935371E-004            NaN            NaN   8.07540        47.8392       0.863676                 NaN   34.3758     
  1118.76        2500.00                 NaN            NaN   3.76786        5.07715       0.969623E-004            NaN            NaN   8.07578        47.8376       0.863664                 NaN   34.3779     
  1117.22        2500.00                 NaN            NaN   3.76952        5.07473       0.989840E-004            NaN            NaN   8.07617        47.8359       0.863652                 NaN   34.3799     
  1115.67        2500.00                 NaN            NaN            NaN   9.79137        2.02688       0.299368E-003            NaN   8.69517        46.0548       0.583901                 NaN   32.8476     
  1114.13        2500.00                 NaN            NaN            NaN   1.46997        10.2747       0.394055E-003            NaN   8.67703        46.1577       0.591428                 NaN   32.8288     
  1112.59        2500.00                 NaN            NaN            NaN   1.47311        10.2738       0.248936E-003            NaN   8.68119        46.1509       0.590713                 NaN   32.8301     
  1111.05        2500.00                 NaN            NaN            NaN   9.79333        2.03237                 NaN            NaN   8.70781        46.0330       0.581677                 NaN   32.8518     
  1109.50        2500.00                 NaN            NaN            NaN   1.47986        10.2705       0.835338E-003            NaN   8.68947        46.1374       0.589292                 NaN   32.8327     
  1107.96        2500.00                 NaN            NaN            NaN   9.79327        2.03654       0.688615E-003            NaN   8.71601        46.0186       0.580204                 NaN   32.8547     
  1106.42        2500.00                 NaN            NaN            NaN   9.56431        2.27052       0.273995E-003            NaN   8.72098        46.0100       0.578914                 NaN   32.8550     
  1104.88        2500.00                 NaN            NaN            NaN   9.79214        2.04294       0.437929E-003            NaN   8.72452        46.0037       0.578680                 NaN   32.8576     
  1103.33        2500.00                 NaN            NaN            NaN   1.49634        10.2631       0.146800E-004            NaN   8.70598        46.1102       0.586449                 NaN   32.8380     
  1101.79        2500.00                 NaN            NaN            NaN   1.50167        10.2595       0.822104E-004            NaN   8.70979        46.1039       0.585757                 NaN   32.8392     
  1100.25        2500.00                 NaN            NaN            NaN   1.50692        10.2563       0.828781E-004            NaN   8.71380        46.0973       0.585058                 NaN   32.8406     
  1098.71        2500.00                 NaN            NaN            NaN   1.51255        10.2524       0.219379E-003            NaN   8.71790        46.0908       0.584354                 NaN   32.8418     
  1097.17        2500.00                 NaN            NaN            NaN   1.51818        10.2489       0.869088E-004            NaN   8.72191        46.0841       0.583651                 NaN   32.8432     
  1095.62        2500.00                 NaN            NaN            NaN   1.52358        10.2445       0.106503E-002            NaN   8.72574        46.0776       0.582965                 NaN   32.8445     
  1094.08        2500.00                 NaN            NaN            NaN   9.77461        2.07799                 NaN            NaN   8.75444        45.9520       0.573338                 NaN   32.8676     
  1092.54        2500.00                 NaN            NaN            NaN   9.75260        2.07412       0.286942E-001  0.219639E-003   8.75665        45.9457       0.572603                 NaN   32.8694     
  1091.00        2500.00                 NaN            NaN            NaN  0.517788        11.4691                 NaN            NaN   8.84622        45.7368       0.542037                 NaN   32.8880     
  1089.45        2500.00                 NaN            NaN            NaN   11.9997                 NaN            NaN            NaN   8.85569        45.7151       0.538989                 NaN   32.8906     
  1087.91        2500.00                 NaN            NaN            NaN   1.55561        10.2222       0.983110E-003            NaN   8.74526        46.0452       0.579509                 NaN   32.8512     
  1086.37        2500.00                 NaN            NaN            NaN   9.75838        2.10647                 NaN            NaN   8.77268        45.9173       0.569859                 NaN   32.8753     
  1084.83        2500.00                 NaN            NaN            NaN   1.56994        10.2127       0.101757E-003            NaN   8.75293        46.0324       0.578139                 NaN   32.8539     
  1083.28        2500.00                 NaN            NaN            NaN   9.75038        2.11989                 NaN            NaN   8.78065        45.9025       0.568215                 NaN   32.8784     
  1081.74        2500.00                 NaN            NaN            NaN   9.74551        2.12722                 NaN            NaN   8.78458        45.8953       0.567493                 NaN   32.8799     
  1080.20        2500.00                 NaN            NaN   3.80715        5.02117       0.216243E-003            NaN            NaN   8.08612        47.7931       0.863208                 NaN   34.4290     
  1078.66        2500.00                 NaN            NaN            NaN   1.60046        10.1898       0.186229E-003            NaN   8.76833        46.0069       0.575212                 NaN   32.8591     
  1077.12        2500.00                 NaN            NaN            NaN   9.68878        2.18700                 NaN            NaN   8.79411        45.8799       0.566447                 NaN   32.8837     
  1075.57        2500.00                 NaN            NaN   3.81157        5.01508       0.210411E-003            NaN            NaN   8.08747        47.7875       0.863135                 NaN   34.4351     
  1074.03        2500.00                 NaN            NaN   3.81303        5.01307       0.218656E-003            NaN            NaN   8.08793        47.7855       0.863109                 NaN   34.4371     
  1072.49        2500.00                 NaN            NaN            NaN   1.63367        10.1641       0.183058E-005            NaN   8.78301        45.9819       0.572687                 NaN   32.8646     
  1070.95        2500.00                 NaN            NaN            NaN   1.64208        10.1574       0.147136E-005            NaN   8.78677        45.9757       0.572081                 NaN   32.8660     
  1069.40        2500.00                 NaN            NaN            NaN   1.65057        10.1508       0.222219E-005            NaN   8.79033        45.9696       0.571408                 NaN   32.8673     
  1067.86        2500.00                 NaN            NaN            NaN   1.65971        10.1435       0.150681E-005            NaN   8.79411        45.9634       0.570710                 NaN   32.8687     
  1066.32        2500.00                 NaN            NaN            NaN   1.66759        10.1378       0.141941E-005            NaN   8.79794        45.9566       0.569957                 NaN   32.8701     
  1064.78        2500.00                 NaN            NaN            NaN   1.67684        10.1302       0.142393E-005            NaN   8.80139        45.9507       0.569439                 NaN   32.8715     
  1063.23        2500.00                 NaN            NaN            NaN  0.119527E-001   9.66529        2.22178                 NaN   8.82991        45.8157       0.558689                 NaN   32.8967     
  1061.69        2500.00                 NaN            NaN            NaN  0.373138E-005   9.65567        2.24534                 NaN   8.83275        45.8096       0.558143                 NaN   32.8985     
  1060.15        2500.00                 NaN            NaN            NaN  0.355973E-003   9.64541        2.25782                 NaN   8.83667        45.8022       0.557381                 NaN   32.9002     
  1058.61        2500.00                 NaN            NaN   3.82726        4.99363       0.438189E-003  0.117171E-004            NaN   8.09268        47.7659       0.862827                 NaN   34.4573     
  1057.07        2500.00                 NaN            NaN   3.82865        4.99177       0.465199E-003            NaN            NaN   8.09317        47.7639       0.862797                 NaN   34.4593     
  1055.52        2500.00                 NaN            NaN   3.83003        4.98992       0.487841E-003            NaN            NaN   8.09367        47.7619       0.862766                 NaN   34.4613     
  1053.98        2500.00                 NaN            NaN   3.83140        4.98809       0.511692E-003            NaN            NaN   8.09417        47.7598       0.862734                 NaN   34.4633     
  1052.44        2500.00                 NaN            NaN   3.83276        4.98627       0.537198E-003            NaN            NaN   8.09467        47.7578       0.862701                 NaN   34.4653     
  1050.90        2500.00                 NaN            NaN   3.83412        4.98446       0.564255E-003            NaN            NaN   8.09517        47.7557       0.862669                 NaN   34.4673     
  1049.35        2500.00                 NaN            NaN   3.83547        4.98267       0.592041E-003            NaN            NaN   8.09569        47.7536       0.862635                 NaN   34.4693     
  1047.81        2500.00                 NaN            NaN   3.83681        4.98089       0.621605E-003            NaN            NaN   8.09620        47.7516       0.862601                 NaN   34.4713     
  1046.27        2500.00                 NaN            NaN   3.83815        4.97914       0.651486E-003            NaN            NaN   8.09671        47.7495       0.862566                 NaN   34.4733     
  1044.73        2500.00                 NaN            NaN   3.83948        4.97739       0.685318E-003            NaN            NaN   8.09723        47.7474       0.862531                 NaN   34.4753     
  1043.18        2500.00                 NaN            NaN   3.84080        4.97564       0.720299E-003            NaN            NaN   8.09776        47.7453       0.862496                 NaN   34.4773     
  1041.64        2500.00                 NaN            NaN   3.84212        4.97392       0.757284E-003            NaN            NaN   8.09829        47.7432       0.862459                 NaN   34.4793     
  1040.10        2500.00                 NaN            NaN   3.84343        4.97220       0.796275E-003            NaN            NaN   8.09882        47.7410       0.862423                 NaN   34.4813     
  1038.56        2500.00                 NaN            NaN   3.84474        4.97050       0.837726E-003            NaN            NaN   8.09935        47.7389       0.862386                 NaN   34.4833     
  1037.02        2500.00                 NaN            NaN   3.84603        4.96881       0.881560E-003            NaN            NaN   8.09989        47.7368       0.862348                 NaN   34.4853     
  1035.47        2500.00                 NaN            NaN   3.84732        4.96713       0.927917E-003            NaN            NaN   8.10043        47.7346       0.862309                 NaN   34.4873     
  1033.93        2500.00                 NaN            NaN   3.84861        4.96547       0.978861E-003            NaN            NaN   8.10098        47.7324       0.862271                 NaN   34.4893     
  1032.39        2500.00                 NaN            NaN   3.84989        4.96382       0.103054E-002            NaN            NaN   8.10153        47.7302       0.862231                 NaN   34.4913     
  1030.85        2500.00                 NaN            NaN   3.85116        4.96218       0.108506E-002            NaN            NaN   8.10208        47.7281       0.862192                 NaN   34.4933     
  1029.30        2500.00                 NaN            NaN   3.09495        6.60059                 NaN            NaN            NaN   8.32440        46.9552       0.771284                 NaN   34.2536     
  1027.76        2500.00                 NaN            NaN   3.85367        4.95893       0.120610E-002            NaN            NaN   8.10320        47.7236       0.862111                 NaN   34.4972     
  1026.22        2500.00                 NaN            NaN   3.85493        4.95732       0.127912E-002            NaN            NaN   8.10377        47.7214       0.862069                 NaN   34.4992     
  1024.68        2500.00                 NaN            NaN   3.85566        4.95867                 NaN            NaN            NaN   8.10428        47.7179       0.862044                 NaN   34.5014     
  1023.13        2500.00                 NaN            NaN   3.85689        4.95718                 NaN            NaN            NaN   8.10485        47.7157       0.862003                 NaN   34.5034     
  1021.59        2500.00                 NaN            NaN   3.85812        4.95571       0.846312E-006            NaN            NaN   8.10543        47.7134       0.861960                 NaN   34.5054     
  1020.05        2500.00                 NaN            NaN   3.85934        4.95425       0.840846E-006            NaN            NaN   8.10601        47.7111       0.861916                 NaN   34.5074     
  1018.51        2500.00                 NaN            NaN   3.86055        4.95282       0.855234E-006            NaN            NaN   8.10659        47.7088       0.861873                 NaN   34.5094     
  1016.97        2500.00                 NaN            NaN   3.86175        4.95140                 NaN            NaN            NaN   8.10718        47.7065       0.861829                 NaN   34.5114     
  1015.42        2500.00                 NaN            NaN   3.86295        4.95000       0.865070E-006            NaN            NaN   8.10777        47.7041       0.861784                 NaN   34.5134     
  1013.88        2500.00                 NaN            NaN   3.85341        4.86444       0.107146                 NaN            NaN   8.11179        47.6912       0.860371                 NaN   34.5117     
  1012.34        2500.00                 NaN            NaN   3.86532        4.94725       0.853448E-006            NaN            NaN   8.10896        47.6994       0.861692                 NaN   34.5173     
  1010.80        2500.00                 NaN            NaN   3.86649        4.94591       0.848836E-006            NaN            NaN   8.10957        47.6970       0.861645                 NaN   34.5193     
  1009.25        2500.00                 NaN            NaN   3.86766        4.94458       0.843849E-006            NaN            NaN   8.11018        47.6947       0.861599                 NaN   34.5213     
  1007.71        2500.00                 NaN            NaN   3.27543        6.31567                 NaN            NaN            NaN   8.31532        46.9562       0.779264                 NaN   34.3581     
  1006.17        2500.00                 NaN            NaN   3.28345        6.30277                 NaN            NaN            NaN   8.31478        46.9559       0.779763                 NaN   34.3633     
  1004.63        2500.00                 NaN            NaN            NaN   3.57949        8.39538                 NaN            NaN   8.91129        45.6019       0.545794                 NaN   32.9661     
  1003.08        2500.00                 NaN            NaN   3.29917        6.27846                 NaN            NaN            NaN   8.31452        46.9535       0.780488                 NaN   34.3738     
  1001.54        2500.00                 NaN            NaN   3.87400        4.93581       0.754566E-004            NaN            NaN   8.11365        47.6843       0.861348                 NaN   34.5308     
