|6.6.6
Archiving\03_Data\frac/QFM_m5/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.94640        7.22772                 NaN   7.86153        47.1740       0.801970        33.9883     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.96959        7.20849                 NaN   7.86514        47.1649       0.801039        33.9909     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.99757        7.18459                 NaN   7.86881        47.1555       0.800091        33.9935     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.02502        7.16119                 NaN   7.87260        47.1460       0.799113        33.9961     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.04926        7.14096                 NaN   7.87619        47.1367       0.798191        33.9987     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.06953        7.12484                 NaN   7.87991        47.1272       0.797229        34.0013     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08212        7.11674                 NaN   7.88367        47.1172       0.796237        34.0040     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.11076        7.09219                 NaN   7.88739        47.1078       0.795272        34.0066     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.14266        7.06441                 NaN   7.89105        47.0983       0.794324        34.0092     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.17034        7.04089                 NaN   7.89486        47.0887       0.793330        34.0118     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18953        7.02602                 NaN   7.89857        47.0790       0.792348        34.0145     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.21035        7.00947                 NaN   7.90239        47.0693       0.791349        34.0172     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.23127        6.99284                 NaN   7.90611        47.0596       0.790353        34.0198     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.25514        6.97365                 NaN   7.91004        47.0493       0.789313        34.0226     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.26580        6.96764                 NaN   7.91378        47.0391       0.788313        34.0254     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29410        6.94376                 NaN   7.91762        47.0292       0.787286        34.0280     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.29850        6.94397                 NaN   7.92136        47.0191       0.786260        34.0308     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.33680        6.90981                 NaN   7.92512        47.0096       0.785249        34.0334     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.33983        6.91158                 NaN   7.92887        46.9993       0.784236        34.0362     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35994        6.89615                 NaN   7.93276        46.9890       0.783194        34.0390     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37906        6.88194                 NaN   7.93673        46.9784       0.782103        34.0418     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.39653        6.86935                 NaN   7.94060        46.9678       0.781074        34.0446     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.42386        6.84673                 NaN   7.94462        46.9574       0.780005        34.0474     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.43612        6.83943                 NaN   7.94856        46.9468       0.778924        34.0502     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.45838        6.82191                 NaN   7.95255        46.9364       0.777855        34.0529     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.47400        6.81131                 NaN   7.95636        46.9258       0.776781        34.0558     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49286        6.79740                 NaN   7.96026        46.9152       0.775707        34.0586     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49129        6.80415                 NaN   7.96399        46.9044       0.774661        34.0615     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52768        6.77257                 NaN   7.96824        46.8938       0.773504        34.0642     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54473        6.76054                 NaN   7.97231        46.8829       0.772459        34.0670     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.55509        6.75567                 NaN   7.97634        46.8717       0.771223        34.0700     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57176        6.74406                 NaN   7.98005        46.8610       0.770220        34.0729     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.58688        6.73405                 NaN   7.98401        46.8502       0.769113        34.0757     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.60164        6.72456                 NaN   7.98794        46.8392       0.767996        34.0787     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.49432        4.54021                 NaN   7.84496        47.3105       0.811934        33.9981     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.63203        6.70496                 NaN   7.99624        46.8166       0.765704        34.0845     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64357        6.69891                 NaN   8.00026        46.8052       0.764574        34.0875     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.81302        7.56342                 NaN   8.00958        46.7532       0.761130        34.0997     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.64835        6.70497                 NaN   8.00785        46.7831       0.762430        34.0934     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68825        6.67016                 NaN   8.01225        46.7719       0.761241        34.0962     
