|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1472.20        2500.00       0.135294E-002   99.1766                 NaN            NaN  0.293034       0.529003                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.130972E-002   99.1816                 NaN            NaN  0.292287       0.524847                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.125311E-002   99.1911                 NaN            NaN  0.519121       0.288550                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.119786E-002   99.1949                 NaN            NaN  0.516981       0.286893                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.115611E-002   99.1995                 NaN            NaN  0.513351       0.286003                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.110707E-002   99.2082                 NaN            NaN  0.507923       0.282725                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.106541E-002   99.2125                 NaN            NaN  0.281203       0.505271                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.102265E-002   99.2181                 NaN            NaN  0.279350       0.501521                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.939502E-003   99.2501                 NaN            NaN  0.480813       0.268152                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.984235E-003   99.2034                 NaN            NaN  0.284881       0.510774                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.913618E-003   99.2343                 NaN            NaN  0.491198       0.273599                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.878505E-003   99.2395                 NaN            NaN  0.487387       0.272221                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.752807E-003   99.3102                 NaN            NaN  0.442015       0.246994                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.869084E-003   99.1822                 NaN            NaN  0.292009       0.524907                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.765785E-003   99.2570                 NaN            NaN  0.476279       0.265956                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.724814E-003   99.2593                 NaN            NaN  0.475304       0.264674                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.682118E-003   99.2641                 NaN            NaN  0.471875       0.263295                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.644296E-003   99.2684                 NaN            NaN  0.469926       0.260995                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.626439E-003   99.2725                 NaN            NaN  0.466542       0.260353                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.581542E-003   99.2783                 NaN            NaN  0.463293       0.257836                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.557270E-003   99.2819                 NaN            NaN  0.460896       0.256694                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.535543E-003   99.2860                 NaN            NaN  0.458344       0.255137                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.499946E-003   99.2901                 NaN            NaN  0.455903       0.253528                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.472988E-003   99.2944                 NaN            NaN  0.251720       0.453391                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.452237E-003   99.2978                 NaN            NaN  0.451633       0.250067                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.427810E-003   99.3018                 NaN            NaN  0.449183       0.248630                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.397323E-003   99.3056                 NaN            NaN  0.446870       0.247123                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.386445E-003   99.3093                 NaN            NaN  0.245491       0.444815                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.345485E-003   99.3127                 NaN            NaN  0.244045       0.442930                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.220472E-002   99.5175                 NaN            NaN  0.480333                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   99.0222                 NaN            NaN  0.868498       0.572922E-001  0.520113E-001            NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.3218                 NaN            NaN  0.652440       0.494334       0.531455                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.3489                 NaN            NaN  0.642553       0.486038       0.522510                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.3749                 NaN            NaN  0.478591       0.632489       0.514032                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.4012                 NaN            NaN  0.622671       0.470987       0.505112                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.4236       0.322337E-002            NaN  0.465507       0.609061       0.498623                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.3955       0.208290                 NaN  0.549288       0.288745       0.558177                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.4219       0.206987                 NaN  0.541623       0.280459       0.549011                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.4444       0.206311                 NaN  0.535899       0.271941       0.541437                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.4683       0.205236                 NaN  0.530634       0.262017       0.533767                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.4915       0.204579                 NaN  0.252623       0.525464       0.525813                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.5137       0.203622                 NaN  0.519887       0.244182       0.518599                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.5336       0.202962                 NaN  0.515959       0.235468       0.512030                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.5561       0.201817                 NaN  0.509736       0.227998       0.504357                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.5764       0.201386                 NaN  0.218920       0.505685       0.497647                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.5969       0.200495                 NaN  0.499310       0.212075       0.491223                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6200       0.198470                 NaN  0.204252       0.494850       0.482460                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.6273       0.198831                 NaN  0.203775       0.488960       0.481181                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.6654       0.197348                 NaN  0.484789       0.185818       0.466685                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.6730       0.196191                 NaN  0.483304       0.182879       0.464657                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.6901       0.195712                 NaN  0.176093       0.479108       0.458946                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.7078       0.194743                 NaN  0.475011       0.169645       0.452755                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7248       0.194635                 NaN  0.470701       0.161976       0.447844                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.7431       0.192030                 NaN  0.467170       0.157249       0.440469                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.7591       0.191848                 NaN  0.149937       0.463676       0.435484                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7720       0.191179                 NaN  0.144292       0.461687       0.430834                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.7892       0.189945                 NaN  0.458066       0.138099       0.424666                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.8051       0.188217                 NaN  0.453555       0.134005       0.419150                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.8185       0.188260                 NaN  0.450336       0.128089       0.414803                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.8349       0.186385                 NaN  0.448017       0.121829       0.408848                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.8496       0.185350                 NaN  0.443549       0.117663       0.403882                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.8624       0.184323                 NaN  0.112296       0.441749       0.399188                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.8763       0.183240                 NaN  0.438896       0.107170       0.394377                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.8891       0.182057                 NaN  0.436223       0.102776       0.389807                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.9026       0.180892                 NaN  0.433134       0.985040E-001  0.384911                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.8832       0.177011                 NaN  0.440378       0.108211       0.391189                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.9541       0.180097                 NaN  0.750961E-001  0.423980       0.366771                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.9399       0.176781                 NaN  0.854552E-001  0.426389       0.371425                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.9518       0.175449                 NaN  0.424518       0.811790E-001  0.367088                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.9635       0.173959                 NaN  0.421995       0.777215E-001  0.362807                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.9754       0.172697                 NaN  0.739343E-001  0.419447       0.358491                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.9867       0.170939                 NaN  0.417058       0.709900E-001  0.354316                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.9976       0.169485                 NaN  0.676400E-001  0.414906       0.350319                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.0090       0.167947                 NaN  0.640806E-001  0.412927       0.346075                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   99.0190       0.166362                 NaN  0.411301       0.610783E-001  0.342234                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   99.0291       0.164881                 NaN  0.585240E-001  0.408800       0.338649                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   99.0400       0.163538                 NaN  0.540262E-001  0.407894       0.334524                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   99.0504       0.160642                 NaN  0.404633       0.541629E-001  0.330192                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   99.0588       0.159586                 NaN  0.494937E-001  0.404984       0.327105                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.0684       0.157267                 NaN  0.402290       0.487931E-001  0.323208                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   99.0786       0.170604                 NaN  0.414710       0.130368E-001  0.323055                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   99.0850       0.138359                 NaN  0.780701E-001  0.385555       0.313014                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   99.0955       0.151612                 NaN  0.397884       0.422850E-001  0.312762                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   99.1050       0.149617                 NaN  0.403249E-001  0.396109       0.308956                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   99.1126       0.147568                 NaN  0.382273E-001  0.395777       0.305863                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   99.1168       0.145642                 NaN  0.397368       0.361837E-001  0.304014                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   99.1313       0.142186                 NaN  0.370457E-001  0.391469       0.298041                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   99.1363       0.140935                 NaN  0.392678       0.338581E-001  0.296184                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   99.1442       0.138559                 NaN  0.323752E-001  0.392032       0.292794                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.1518       0.136419                 NaN  0.306938E-001  0.391343       0.289771                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.1594       0.133773                 NaN  0.389350       0.308623E-001  0.286619                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.1657       0.131752                 NaN  0.390547       0.280941E-001  0.283945                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.1735       0.128568                 NaN  0.292020E-001  0.388259       0.280448                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.1727       0.126077                 NaN  0.384142       0.359242E-001  0.281155                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.1926       0.122955                 NaN  0.384978       0.269434E-001  0.272548                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.1930       0.121402                 NaN  0.389129       0.241283E-001  0.272305                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.1992       0.118221                 NaN  0.387814       0.253641E-001  0.269416                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.2046       0.115206                 NaN  0.388453       0.248591E-001  0.266862                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.2100       0.112869                 NaN  0.392686       0.200127E-001  0.264458                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.2166       0.110114                 NaN  0.201973E-001  0.391433       0.261677                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.1449       0.102523                 NaN  0.435567                 NaN  0.282169       0.348328E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   99.1469       0.101289                 NaN  0.432785                 NaN  0.280222       0.388151E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   99.1585       0.101170                 NaN  0.425244                 NaN  0.276968       0.381249E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   99.1676       0.987010E-001            NaN  0.422577                 NaN  0.273760       0.373479E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   99.1779       0.985211E-001            NaN  0.416274                 NaN  0.270605       0.366648E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.1894       0.979775E-001            NaN  0.409729                 NaN  0.266864       0.360079E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.2012       0.100546                 NaN  0.396876                 NaN  0.265792       0.355701E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.2060       0.912345E-001            NaN  0.409992                 NaN  0.258485       0.343286E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.2176       0.939495E-001            NaN  0.397241                 NaN  0.257338       0.339174E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.2269       0.928453E-001            NaN  0.392671                 NaN  0.254288       0.332488E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.2358       0.905936E-001            NaN  0.389830                 NaN  0.251228       0.325228E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.2443       0.892550E-001            NaN  0.386304                 NaN  0.248194       0.319073E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.2535       0.886921E-001            NaN  0.381267                 NaN  0.245274       0.312838E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.2614       0.855208E-001            NaN  0.380162                 NaN  0.242325       0.305595E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.2706       0.855471E-001            NaN  0.374327                 NaN  0.239499       0.300199E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.2765       0.824283E-001            NaN  0.374748                 NaN  0.237054       0.293013E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.2869       0.834993E-001            NaN  0.366461                 NaN  0.234271       0.289055E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.2952       0.796877E-001            NaN  0.366341                 NaN  0.230699       0.280260E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.3007       0.776140E-001            NaN  0.365575                 NaN  0.228672       0.274791E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.3077       0.762364E-001            NaN  0.362882                 NaN  0.226324       0.268861E-001            NaN            NaN            NaN
  1302.55        2500.00                 NaN   80.1796        1.08358                 NaN   3.30778                 NaN   2.73034       0.464465        12.2342                 NaN            NaN
  1301.14        2500.00                 NaN   77.6138        1.30381                 NaN   3.61120                 NaN   3.05029       0.519573        13.9013                 NaN            NaN
  1299.72        2500.00                 NaN   80.8223        1.16884                 NaN   3.07688                 NaN   2.61811       0.441726        11.8721                 NaN            NaN
  1298.31        2500.00                 NaN   83.5562        1.03506                 NaN   2.64011                 NaN   2.25162       0.375686        10.1413                 NaN            NaN
  1296.89        2500.00                 NaN   85.8197       0.916805                 NaN   2.28325                 NaN   1.94834       0.321783        8.71014                 NaN            NaN
  1295.48        2500.00                 NaN   87.6617       0.815930                 NaN   1.99756                 NaN   1.70195       0.278247        7.54466                 NaN            NaN
  1294.07        2500.00                 NaN   89.1699       0.730455                 NaN   1.76547                 NaN   1.50039       0.242948        6.59084                 NaN            NaN
  1292.65        2500.00       0.384796        89.0386       0.517134                 NaN   1.91345                 NaN   1.47382                 NaN   6.67215                 NaN            NaN
  1291.24        2500.00       0.409006        89.3872       0.472415                 NaN   1.86396                 NaN   1.42106                 NaN   6.44633                 NaN            NaN
  1289.83        2500.00       0.418424        88.9034       0.518718                 NaN   1.94561                 NaN   1.50014                 NaN   6.71368                 NaN            NaN
  1288.41        2500.00       0.259942        93.2502       0.311717                 NaN   1.22298                 NaN  0.898332                 NaN   4.05687                 NaN            NaN
  1287.00        2500.00       0.282304        92.4589       0.366276                 NaN   1.35675                 NaN   1.02191                 NaN   4.51384                 NaN            NaN
  1285.58        2500.00       0.252133        93.2538       0.330949                 NaN   1.22254                 NaN  0.915891                 NaN   4.02473                 NaN            NaN
  1284.17        2500.00       0.234841        93.6628       0.314714                 NaN   1.16078                 NaN  0.864084                 NaN   3.76279                 NaN            NaN
  1282.76        2500.00       0.205006        94.4367       0.283194                 NaN   1.02996                 NaN  0.760626                 NaN   3.28452                 NaN            NaN
  1281.34        2500.00       0.201381        94.5179       0.289004                 NaN   1.00024                 NaN  0.752214                 NaN   3.23927                 NaN            NaN
  1279.93        2500.00       0.251881        92.4885       0.323314                 NaN   1.65447                 NaN   1.03216                 NaN   4.24972                 NaN            NaN
  1278.52        2500.00       0.761210E-001   98.6472       0.144066                 NaN            NaN            NaN  0.188604                 NaN  0.943973                 NaN            NaN
  1277.10        2500.00       0.168772        95.3785       0.235603                 NaN  0.880513                 NaN  0.636769                 NaN   2.69985                 NaN            NaN
  1275.69        2500.00       0.128429        96.2389       0.219604                 NaN  0.736539                 NaN  0.525372                 NaN   2.15112                 NaN            NaN
  1274.27        2500.00       0.145029        95.9706       0.192569                 NaN  0.811962                 NaN  0.557146                 NaN   2.32267                 NaN            NaN
  1272.86        2500.00       0.108361        96.6781       0.217431                 NaN  0.654049                 NaN  0.470034                 NaN   1.87200                 NaN            NaN
  1271.45        2500.00       0.115965        96.5673       0.197578                 NaN  0.694284                 NaN  0.482215                 NaN   1.94266                 NaN            NaN
  1270.03        2500.00       0.121502        96.5437       0.181694                 NaN  0.687108                 NaN  0.482451                 NaN   1.98355                 NaN            NaN
  1268.62        2500.00       0.139708        96.6130       0.740347E-001            NaN  0.768428                 NaN  0.458007                 NaN   1.94679                 NaN            NaN
  1267.21        2500.00       0.699735E-001   97.2934       0.234390                 NaN  0.534899                 NaN  0.392225                 NaN   1.47507                 NaN            NaN
  1265.79        2500.00       0.113972        96.1863       0.212013                 NaN  0.847871                 NaN  0.535863                 NaN   2.10400                 NaN            NaN
