|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1508.96        2500.00                 NaN   99.3090                 NaN            NaN  0.690976                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00       0.725928E-002   99.2360                 NaN            NaN  0.756733                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00       0.622503E-002   99.3446       0.138757E-004            NaN  0.649166                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.132347E-001   98.5596                 NaN            NaN   1.42716                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.654370E-002   99.2734       0.164288E-004            NaN  0.719993                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.645370E-002   99.2608                 NaN            NaN  0.732776                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.634730E-002   99.2573                 NaN            NaN  0.736340                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.101190E-001   97.9016                 NaN            NaN  0.940145        1.14812                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.455485E-003   99.8614                 NaN            NaN  0.895870E-001  0.485817E-001            NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.232563E-002   99.2818                 NaN            NaN  0.252378       0.463521                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.338878E-002   98.9322                 NaN            NaN  0.375298       0.689106                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.329176E-002   98.9411                 NaN            NaN  0.372709       0.682869                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.473693E-002   98.5702                 NaN            NaN  0.500610       0.924414                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.197767E-002   99.3339                 NaN            NaN  0.236494       0.427642                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.301320E-002   98.9672                 NaN            NaN  0.664596       0.365226                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.291569E-002   98.9757                 NaN            NaN  0.658192       0.363166                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.467689E-002   98.5973                 NaN            NaN  0.475048       0.922966                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.120711E-002   99.3668                 NaN            NaN  0.384525       0.247450                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.263495E-002   99.0012                 NaN            NaN  0.355207       0.640984                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.254409E-002   99.0084                 NaN            NaN  0.635333       0.353730                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.247146E-002   99.0158                 NaN            NaN  0.631070       0.350673                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.239504E-002   99.0235                 NaN            NaN  0.625688       0.348426                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.231915E-002   99.0297                 NaN            NaN  0.346443       0.621571                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.221264E-002   99.0379                 NaN            NaN  0.615984       0.343866                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.215221E-002   99.0446                 NaN            NaN  0.611631       0.341590                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.207874E-002   99.0521                 NaN            NaN  0.339416       0.606450                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.201129E-002   99.0575                 NaN            NaN  0.338660       0.601803                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.192375E-002   99.0678                 NaN            NaN  0.595657       0.334625                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.183759E-002   99.0719                 NaN            NaN  0.593427       0.332880                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.177278E-002   99.0766                 NaN            NaN  0.589532       0.332075                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.169704E-002   99.0863                 NaN            NaN  0.583554       0.328433                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.163211E-002   99.0908                 NaN            NaN  0.326858       0.580740                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.156574E-002   99.0969                 NaN            NaN  0.324887       0.576694                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.143744E-002   99.1334                 NaN            NaN  0.553141       0.312053                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00       0.150522E-002   99.0789                 NaN            NaN  0.331708       0.587849                 NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.139653E-002   99.1142                 NaN            NaN  0.565593       0.318764                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.134201E-002   99.1199                 NaN            NaN  0.561427       0.317337                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.114963E-002   99.2013                 NaN            NaN  0.509416       0.288113                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.132644E-002   99.0527                 NaN            NaN  0.340822       0.605173                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.116790E-002   99.1388                 NaN            NaN  0.549437       0.310604                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.110498E-002   99.1410                 NaN            NaN  0.548578       0.309321                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.103922E-002   99.1462                 NaN            NaN  0.544872       0.307894                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.981006E-003   99.1506                 NaN            NaN  0.542972       0.305413                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.953354E-003   99.1550                 NaN            NaN  0.539223       0.304843                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.884610E-003   99.1612                 NaN            NaN  0.535782       0.302101                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.846984E-003   99.1650                 NaN            NaN  0.533224       0.300923                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.813457E-003   99.1694                 NaN            NaN  0.530512       0.299292                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.759000E-003   99.1736                 NaN            NaN  0.528002       0.297621                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.717609E-003   99.1783                 NaN            NaN  0.295669       0.525353                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.685715E-003   99.1818                 NaN            NaN  0.523605       0.293931                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.648293E-003   99.1858                 NaN            NaN  0.521063       0.292440                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.601784E-003   99.1899                 NaN            NaN  0.518627       0.290855                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.584873E-003   99.1938                 NaN            NaN  0.289103       0.516485                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.522463E-003   99.1972                 NaN            NaN  0.287626       0.514625                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.333539E-002   99.4302                 NaN            NaN  0.566462                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00                 NaN   98.8731                 NaN            NaN   1.00972       0.675877E-001  0.495972E-001            NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.1482                 NaN            NaN  0.770094       0.574966       0.506745                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.1769                 NaN            NaN  0.759091       0.565732       0.498314                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.2044                 NaN            NaN  0.557440       0.747797       0.490329                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2323                 NaN            NaN  0.736783       0.548950       0.481923                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2558       0.409416E-002            NaN  0.542937       0.721283       0.475836                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2187       0.264976                 NaN  0.641168       0.342265       0.532868                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2461       0.263844                 NaN  0.632886       0.332837       0.524374                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2691       0.263535                 NaN  0.626880       0.323119       0.517397                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.2941       0.262656                 NaN  0.621261       0.311624       0.510329                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.3180       0.262373                 NaN  0.300815       0.615850       0.502985                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.3410       0.261625                 NaN  0.609922       0.291082       0.496347                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3614       0.261336                 NaN  0.605934       0.281014       0.490324                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.3848       0.260343                 NaN  0.599245       0.272408       0.483242                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.4056       0.260323                 NaN  0.261866       0.595110       0.477080                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.4270       0.259647                 NaN  0.588176       0.253938       0.471189                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4509       0.257607                 NaN  0.244866       0.583560       0.463051                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4575       0.258516                 NaN  0.244566       0.577281       0.462089                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.4980       0.257175                 NaN  0.573041       0.223334       0.448443                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.5052       0.256188                 NaN  0.571830       0.220022       0.446760                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5228       0.256068                 NaN  0.212108       0.567444       0.441540                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5410       0.255312                 NaN  0.563224       0.204569       0.435854                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5587       0.255640                 NaN  0.558725       0.195543       0.431399                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5775       0.252755                 NaN  0.555123       0.190069       0.424566                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5940       0.252963                 NaN  0.181434       0.551599       0.420031                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6067       0.252696                 NaN  0.174811       0.549979       0.415816                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6246       0.251566                 NaN  0.546229       0.167517       0.410135                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.6410       0.249745                 NaN  0.541460       0.162741       0.405080                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6546       0.250270                 NaN  0.538266       0.155734       0.401150                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6717       0.248302                 NaN  0.536061       0.148299       0.395663                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6867       0.247455                 NaN  0.531342       0.143396       0.391127                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.6998       0.246558                 NaN  0.137023       0.529804       0.386850                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7140       0.245575                 NaN  0.527012       0.130920       0.382457                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7271       0.244521                 NaN  0.524421       0.125701       0.378295                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7408       0.243417                 NaN  0.521342       0.120624       0.373812                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7170       0.238735                 NaN  0.531278       0.132794       0.380172                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7962       0.243335                 NaN  0.921837E-001  0.511586       0.356728                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7791       0.239323                 NaN  0.105017       0.515083       0.361509                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.7911       0.237981                 NaN  0.513479       0.998858E-001  0.357554                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.8031       0.236436                 NaN  0.511058       0.957459E-001  0.353648                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8154       0.235170                 NaN  0.911870E-001  0.508585       0.349705                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8269       0.233250                 NaN  0.506315       0.876593E-001  0.345895                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8380       0.231709                 NaN  0.836261E-001  0.504372       0.342254                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8497       0.230044                 NaN  0.793138E-001  0.502542       0.338368                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8599       0.228355                 NaN  0.501209       0.756893E-001  0.334871                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8702       0.226750                 NaN  0.726129E-001  0.498813       0.331621                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8815       0.225354                 NaN  0.671051E-001  0.498231       0.327840                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8920       0.221811                 NaN  0.494967       0.673564E-001  0.323848                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   98.9005       0.220762                 NaN  0.616241E-001  0.496046       0.321075                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   98.9102       0.218000                 NaN  0.493420       0.608275E-001  0.317503                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9199       0.236950                 NaN  0.509269       0.162701E-001  0.317610                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9277       0.192549                 NaN  0.975635E-001  0.474194       0.307984                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9378       0.211393                 NaN  0.489914       0.528972E-001  0.307982                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9477       0.208991                 NaN  0.505006E-001  0.488334       0.304482                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9553       0.206515                 NaN  0.479290E-001  0.488620       0.301679                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9587       0.204276                 NaN  0.491456       0.454269E-001  0.300098                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9747       0.199777                 NaN  0.465552E-001  0.484568       0.294447                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9794       0.198434                 NaN  0.486714       0.425968E-001  0.292853                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9875       0.195441                 NaN  0.407768E-001  0.486575       0.289740                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9952       0.192768                 NaN  0.387027E-001  0.486387       0.286986                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.0030       0.189396                 NaN  0.484569       0.389590E-001  0.284099                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   99.0092       0.186875                 NaN  0.486747       0.355030E-001  0.281683                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.0173       0.182709                 NaN  0.369438E-001  0.484552       0.278446                 NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0153       0.179510                 NaN  0.480283       0.455260E-001  0.279380                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0376       0.175411                 NaN  0.481783       0.341588E-001  0.271059                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0372       0.173475                 NaN  0.487643       0.306204E-001  0.271042                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0434       0.169275                 NaN  0.486725       0.322245E-001  0.268391                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0488       0.165255                 NaN  0.488234       0.316148E-001  0.266071                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0541       0.162220                 NaN  0.494313       0.254777E-001  0.263896                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0610       0.158527                 NaN  0.257353E-001  0.493361       0.261343                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   98.9609       0.147840                 NaN  0.549629                 NaN  0.282035       0.595686E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9601       0.146381                 NaN  0.546628                 NaN  0.280397       0.664528E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9729       0.146532                 NaN  0.537724                 NaN  0.277455       0.653465E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9829       0.143227                 NaN  0.535205                 NaN  0.274551       0.640882E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   98.9941       0.143293                 NaN  0.527912                 NaN  0.271693       0.629882E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.0069       0.142732                 NaN  0.520200                 NaN  0.268239       0.619307E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.0200       0.146655                 NaN  0.504621                 NaN  0.267464       0.612482E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0248       0.133468                 NaN  0.522114                 NaN  0.260398       0.591768E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0378       0.137702                 NaN  0.506479                 NaN  0.259533       0.585345E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0481       0.136350                 NaN  0.501370                 NaN  0.256743       0.574455E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0580       0.133309                 NaN  0.498473                 NaN  0.253934       0.562545E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0674       0.131565                 NaN  0.494648                 NaN  0.251144       0.552519E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.0775       0.131006                 NaN  0.488832                 NaN  0.248463       0.542329E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.0865       0.126550                 NaN  0.488160                 NaN  0.245744       0.530363E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.0966       0.126837                 NaN  0.481245                 NaN  0.243144       0.521576E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.1030       0.122434                 NaN  0.482629                 NaN  0.240923       0.509653E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.1147       0.124280                 NaN  0.472333                 NaN  0.238353       0.503326E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1243       0.118803                 NaN  0.473048                 NaN  0.234972       0.488546E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1303       0.115938                 NaN  0.472696                 NaN  0.233156       0.479532E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.1380       0.114091                 NaN  0.469960                 NaN  0.231009       0.469695E-001            NaN            NaN            NaN
  1302.55        2500.00                 NaN   79.1338        1.60880                 NaN   4.22305                 NaN   2.75349       0.801708        11.4792                 NaN            NaN
  1301.14        2500.00                 NaN   76.4894        1.93985                 NaN   4.59566                 NaN   3.06887       0.894727        13.0115                 NaN            NaN
  1299.72        2500.00                 NaN   79.8079        1.74797                 NaN   3.91955                 NaN   2.63743       0.761658        11.1255                 NaN            NaN
  1298.31        2500.00                 NaN   82.6448        1.55489                 NaN   3.36686                 NaN   2.27090       0.648561        9.51395                 NaN            NaN
  1296.89        2500.00                 NaN   85.0004        1.38257                 NaN   2.91453                 NaN   1.96711       0.556105        8.17930                 NaN            NaN
  1295.48        2500.00                 NaN   86.9209        1.23466                 NaN   2.55210                 NaN   1.71997       0.481329        7.09101                 NaN            NaN
  1294.07        2500.00                 NaN   88.4963        1.10869                 NaN   2.25731                 NaN   1.51760       0.420641        6.19950                 NaN            NaN
  1292.65        2500.00       0.649635        88.3513       0.786329                 NaN   2.44612                 NaN   1.49080                 NaN   6.27581                 NaN            NaN
  1291.24        2500.00       0.691010        88.7022       0.719675                 NaN   2.38315                 NaN   1.43814                 NaN   6.06581                 NaN            NaN
  1289.83        2500.00       0.707231        88.1770       0.793081                 NaN   2.48759                 NaN   1.51834                 NaN   6.31672                 NaN            NaN
  1288.41        2500.00       0.440968        92.7697       0.477907                 NaN   1.56837                 NaN  0.912432                 NaN   3.83066                 NaN            NaN
  1287.00        2500.00       0.479041        91.9188       0.562630                 NaN   1.74000                 NaN   1.03791                 NaN   4.26163                 NaN            NaN
  1285.58        2500.00       0.428364        92.7585       0.509080                 NaN   1.56861                 NaN  0.931331                 NaN   3.80408                 NaN            NaN
  1284.17        2500.00       0.399510        93.1861       0.485652                 NaN   1.48970                 NaN  0.879464                 NaN   3.55961                 NaN            NaN
  1282.76        2500.00       0.349130        94.0042       0.437143                 NaN   1.32359                 NaN  0.775113                 NaN   3.11079                 NaN            NaN
  1281.34        2500.00       0.343143        94.0887       0.445858                 NaN   1.28500                 NaN  0.767145                 NaN   3.07013                 NaN            NaN
  1279.93        2500.00       0.428740        91.8725       0.497715                 NaN   2.12495                 NaN   1.05168                 NaN   4.02444                 NaN            NaN
  1278.52        2500.00       0.130477        98.5526       0.224532                 NaN            NaN            NaN  0.193316                 NaN  0.899075                 NaN            NaN
  1277.10        2500.00       0.288509        94.9962       0.365536                 NaN   1.13331                 NaN  0.651189                 NaN   2.56530                 NaN            NaN
  1275.69        2500.00       0.219963        95.9036       0.342249                 NaN  0.949640                 NaN  0.537991                 NaN   2.04659                 NaN            NaN
  1274.27        2500.00       0.248616        95.6209       0.300758                 NaN   1.04796                 NaN  0.570874                 NaN   2.21094                 NaN            NaN
  1272.86        2500.00       0.185976        96.3635       0.339608                 NaN  0.844343                 NaN  0.482231                 NaN   1.78433                 NaN            NaN
  1271.45        2500.00       0.199196        96.2466       0.309215                 NaN  0.896917                 NaN  0.495119                 NaN   1.85297                 NaN            NaN
  1270.03        2500.00       0.208902        96.2311       0.284199                 NaN  0.886656                 NaN  0.495794                 NaN   1.89334                 NaN            NaN
  1268.62        2500.00       0.240420        96.3194       0.115747                 NaN  0.994115                 NaN  0.471024                 NaN   1.85931                 NaN            NaN
  1267.21        2500.00       0.120557        97.0041       0.368514                 NaN  0.692272                 NaN  0.403812                 NaN   1.41070                 NaN            NaN
  1265.79        2500.00       0.196207        95.8109       0.332735                 NaN   1.09598                 NaN  0.551786                 NaN   2.01241                 NaN            NaN
  1264.38        2500.00       0.174051        97.1462       0.365775                 NaN  0.608220                 NaN  0.425786                 NaN   1.28001                 NaN            NaN
