|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Sp(TH)         Opx(TH)        O(HP)          O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1322.21        2500.00        99.4862                 NaN            NaN  0.521321E-001            NaN            NaN  0.136769       0.148482                 NaN  0.176398                 NaN            NaN            NaN            NaN
  1320.74        2500.00        99.4915                 NaN            NaN  0.511496E-001            NaN            NaN  0.147867       0.135087                 NaN  0.174439                 NaN            NaN            NaN            NaN
  1319.26        2500.00        99.4972                 NaN            NaN  0.503466E-001            NaN            NaN  0.146836       0.133237                 NaN  0.172342                 NaN            NaN            NaN            NaN
  1317.78        2500.00        81.8826                 NaN            NaN   1.43900                 NaN            NaN  0.368723        2.04173                 NaN   2.27721        11.9907                 NaN            NaN            NaN
  1316.30        2500.00        80.3046                 NaN            NaN   1.60801                 NaN            NaN   2.28980       0.225358                 NaN   2.45938        13.1129                 NaN            NaN            NaN
  1314.82        2500.00        83.2339                 NaN            NaN   1.41834                 NaN            NaN   2.03485       0.468782E-001            NaN   2.10349        11.1626                 NaN            NaN            NaN
  1313.35        2500.00        85.4574                 NaN            NaN   1.24069                 NaN            NaN   1.80324                 NaN            NaN   1.83294        9.66570                 NaN            NaN            NaN
  1311.87        2500.00        87.2347                 NaN            NaN   1.08912                 NaN            NaN   1.59534                 NaN            NaN   1.61679        8.46404                 NaN            NaN            NaN
  1310.39        2500.00        88.6850                 NaN            NaN  0.966919                 NaN            NaN   1.42268                 NaN            NaN   1.43992        7.48547                 NaN            NaN            NaN
  1308.91        2500.00        89.8734                 NaN            NaN  0.864941                 NaN            NaN   1.28560                 NaN            NaN   1.29487        6.68118                 NaN            NaN            NaN
  1307.43        2500.00        90.8720                 NaN            NaN  0.782365                 NaN            NaN   1.16529                 NaN            NaN   1.17247        6.00784                 NaN            NaN            NaN
  1305.96        2500.00        91.7202                 NaN            NaN  0.712591                 NaN            NaN   1.06285                 NaN            NaN   1.06843        5.43595                 NaN            NaN            NaN
  1304.48        2500.00        92.4426                 NaN            NaN  0.652851                 NaN            NaN  0.976466                 NaN            NaN  0.979515        4.94857                 NaN            NaN            NaN
  1303.00        2500.00        93.0616                 NaN            NaN  0.601457                 NaN            NaN  0.903159                 NaN            NaN  0.903392        4.53036                 NaN            NaN            NaN
  1301.52        2500.00        93.6066                 NaN            NaN  0.556846                 NaN            NaN  0.837715                 NaN            NaN  0.836090        4.16272                 NaN            NaN            NaN
  1300.04        2500.00        94.0791                 NaN            NaN  0.517281                 NaN            NaN  0.782365                 NaN            NaN  0.777558        3.84373                 NaN            NaN            NaN
  1298.57        2500.00        94.4954                 NaN            NaN  0.482339                 NaN            NaN  0.734563                 NaN            NaN  0.726198        3.56153                 NaN            NaN            NaN
  1297.09        2500.00        94.8661                 NaN            NaN  0.451371                 NaN            NaN  0.690988                 NaN            NaN  0.680014        3.31158                 NaN            NaN            NaN
  1295.61        2500.00        95.1916                 NaN            NaN  0.424058                 NaN            NaN  0.653734                 NaN            NaN  0.639504        3.09113                 NaN            NaN            NaN
  1294.13        2500.00        95.4809                 NaN            NaN  0.399068                 NaN            NaN  0.622030                 NaN            NaN  0.603568        2.89441                 NaN            NaN            NaN
  1292.65        2500.00        95.7397                 NaN            NaN  0.376881                 NaN            NaN  0.593783                 NaN            NaN  0.571295        2.71834                 NaN            NaN            NaN
  1291.17        2500.00        95.9767                 NaN            NaN  0.356772                 NaN            NaN  0.566683                 NaN            NaN  0.541363        2.55847                 NaN            NaN            NaN
  1289.70        2500.00        95.3574                 NaN            NaN  0.365924                 NaN            NaN  0.648341                 NaN            NaN  0.619300        2.94781       0.612416E-001            NaN            NaN
  1288.22        2500.00        94.1359                 NaN            NaN  0.392063                 NaN            NaN  0.801176                 NaN            NaN  0.771404        3.72541       0.174037                 NaN            NaN
  1286.74        2500.00        94.5991                 NaN            NaN  0.365111                 NaN            NaN  0.740260                 NaN            NaN  0.711075        3.42370       0.160725                 NaN            NaN
  1285.26        2500.00        94.9939                 NaN            NaN  0.341417                 NaN            NaN  0.690015                 NaN            NaN  0.659978        3.16548       0.149212                 NaN            NaN
  1283.78        2500.00        95.3396                 NaN            NaN  0.320058                 NaN            NaN  0.646468                 NaN            NaN  0.615033        2.93976       0.139095                 NaN            NaN
  1282.31        2500.00        95.6416                 NaN            NaN  0.301248                 NaN            NaN  0.609109                 NaN            NaN  0.575766        2.74211       0.130121                 NaN            NaN
  1280.83        2500.00        95.9053                 NaN            NaN  0.284410                 NaN            NaN  0.576808                 NaN            NaN  0.541359        2.56986       0.122230                 NaN            NaN
  1279.35        2500.00        94.2365                 NaN            NaN  0.416937                 NaN            NaN  0.803946                 NaN            NaN  0.801142        3.55317       0.188262                 NaN            NaN
  1277.87        2500.00        91.3341                 NaN            NaN   1.03220                 NaN            NaN  0.660300                 NaN            NaN   1.38673        5.43183       0.154848                 NaN            NaN
  1276.39        2500.00        99.7242                 NaN            NaN            NaN            NaN            NaN  0.107104                 NaN            NaN  0.261955E-001  0.823602E-001  0.601184E-001            NaN            NaN
  1274.92        2500.00        97.3472                 NaN            NaN            NaN            NaN            NaN  0.743798                 NaN            NaN  0.179692        1.60459       0.124707                 NaN            NaN
  1273.44        2500.00        99.0077                 NaN            NaN            NaN            NaN            NaN  0.173859                 NaN            NaN  0.448174E-001  0.767561       0.607235E-002            NaN            NaN
  1271.96        2500.00        97.6618                 NaN            NaN  0.731454E-002            NaN            NaN  0.490853                 NaN            NaN  0.277034        1.47545       0.875247E-001            NaN            NaN
  1270.48        2500.00        95.1890                 NaN            NaN  0.204152                 NaN            NaN  0.951095                 NaN            NaN  0.598325        2.91500       0.142431                 NaN            NaN
  1269.00        2500.00        97.1296                 NaN            NaN  0.302226                 NaN            NaN  0.309367                 NaN            NaN  0.405883        1.75816       0.947886E-001            NaN            NaN
  1267.53        2500.00        98.8316                 NaN            NaN  0.424861E-001            NaN            NaN  0.802180E-001            NaN            NaN  0.161192       0.821860       0.626581E-001            NaN            NaN
  1266.05        2500.00        94.1789       0.132973                 NaN  0.205607                 NaN            NaN   1.09865                 NaN            NaN  0.565098        2.79274                 NaN   1.02603                 NaN
  1264.57        2500.00        90.3335       0.302807                 NaN  0.243101                 NaN            NaN   1.77239                 NaN            NaN  0.934889        4.74790                 NaN   1.66546                 NaN
  1263.09        2500.00        89.4919                 NaN            NaN  0.421096                 NaN            NaN   1.78767                 NaN            NaN   1.05714        5.11614       0.226375        1.89972                 NaN
  1261.61        2500.00        93.1775       0.238757                 NaN  0.777779E-001            NaN            NaN   1.27954                 NaN            NaN  0.626735        3.42025                 NaN   1.17947                 NaN
  1260.14        2500.00        89.4079       0.282123                 NaN  0.384089                 NaN            NaN   1.84519                 NaN            NaN   1.03273        5.23780                 NaN   1.81018                 NaN
  1258.66        2500.00        90.9065       0.265845                 NaN  0.238154                 NaN            NaN   1.61801                 NaN            NaN  0.855501        4.55943                 NaN   1.55653                 NaN
  1257.18        2500.00        88.6746       0.390366                 NaN  0.527782E-001            NaN            NaN   2.08529                 NaN            NaN  0.983065        5.86450                 NaN   1.94942                 NaN
  1255.70        2500.00        84.6862       0.285183                 NaN  0.683833                 NaN            NaN   2.45810                 NaN            NaN   1.47982        7.71499                 NaN   2.69189                 NaN
  1254.22        2500.00        65.7657       0.980304                 NaN  0.703563                 NaN            NaN   5.54113                 NaN            NaN   2.87284        18.1719                 NaN   5.96455                 NaN
  1252.75        2500.00                 NaN   2.50073                 NaN  0.368568        1.74544                 NaN   15.5972                 NaN            NaN   8.16380        47.8230                 NaN   16.3630        7.43817     
  1251.27        2500.00                 NaN   2.50073                 NaN  0.368574        1.74547                 NaN   15.5976                 NaN            NaN   8.16416        47.8570                 NaN   16.3781        7.38837     
  1249.79        2500.00                 NaN   2.50074                 NaN  0.368581        1.74551                 NaN   15.5979                 NaN            NaN   8.16452        47.8912                 NaN   16.3934        7.33826     
  1248.31        2500.00                 NaN   2.50074                 NaN  0.368587        1.74554                 NaN   15.5982                 NaN            NaN   8.16488        47.9255                 NaN   16.4087        7.28785     
  1246.83        2500.00                 NaN   2.50075                 NaN  0.368594        1.74557                 NaN   15.5986                 NaN            NaN   8.16523        47.9601                 NaN   16.4241        7.23713     
  1245.36        2500.00                 NaN   2.50075                 NaN  0.368600        1.74560                 NaN   15.5989                 NaN            NaN   8.16559        47.9949                 NaN   16.4396        7.18609     
  1243.88        2500.00                 NaN   2.50076                 NaN  0.368607        1.74564                 NaN   15.5992                 NaN            NaN   8.16595        48.0299                 NaN   16.4552        7.13474     
  1242.40        2500.00                 NaN   2.50077                 NaN  0.368614        1.74567                 NaN   15.5996                 NaN            NaN   8.16631        48.0651                 NaN   16.4709        7.08308     
  1240.92        2500.00                 NaN   2.50077                 NaN  0.368620        1.74570                 NaN   15.5999                 NaN            NaN   8.16667        48.1005                 NaN   16.4867        7.03110     
  1239.44        2500.00                 NaN   2.50078                 NaN  0.368627        1.74573                 NaN   15.6002                 NaN            NaN   8.16702        48.1362                 NaN   16.5026        6.97879     
  1237.97        2500.00                 NaN   2.50079                 NaN  0.368633        1.74577                 NaN   15.6006                 NaN            NaN   8.16738        48.1721                 NaN   16.5186        6.92616     
  1236.49        2500.00                 NaN   2.50079                 NaN  0.368640        1.74580                 NaN   15.6009                 NaN            NaN   8.16775        48.2091                 NaN   16.5352        6.87183     
  1235.01        2500.00                 NaN   2.50080                 NaN  0.368647        1.74583                 NaN   15.6013                 NaN            NaN   8.16811        48.2456                 NaN   16.5515        6.81821     
  1233.53        2500.00                 NaN   2.50081                 NaN  0.368654        1.74586                 NaN   15.6016                 NaN            NaN   8.16847        48.2824                 NaN   16.5680        6.76423     
  1232.05        2500.00                 NaN   2.50081                 NaN  0.368660        1.74590                 NaN   15.6020                 NaN            NaN   8.16883        48.3194                 NaN   16.5845        6.70987     
  1230.58        2500.00                 NaN   2.50082                 NaN  0.368667        1.74593                 NaN   15.6023                 NaN            NaN   8.16919        48.3567                 NaN   16.6012        6.65513     
  1229.10        2500.00                 NaN   2.50083                 NaN  0.368674        1.74596                 NaN   15.6026                 NaN            NaN   8.16956        48.3943                 NaN   16.6181        6.60002     
  1227.62        2500.00                 NaN   2.50084                 NaN  0.368681        1.74600                 NaN   15.6030                 NaN            NaN   8.16992        48.4321                 NaN   16.6350        6.54452     
  1226.14        2500.00                 NaN   2.50085                 NaN  0.368687        1.74603                 NaN   15.6033                 NaN            NaN   8.17028        48.4701                 NaN   16.6521        6.48863     
  1224.66        2500.00                 NaN   2.50085                 NaN  0.368694        1.74607                 NaN   15.6037                 NaN            NaN   8.17065        48.5085                 NaN   16.6693        6.43234     
  1223.18        2500.00                 NaN   2.50086                 NaN  0.368701        1.74610                 NaN   15.6040                 NaN            NaN   8.17101        48.5471                 NaN   16.6866        6.37566     
  1221.71        2500.00                 NaN   2.50087                 NaN  0.368708        1.74613                 NaN   15.6044                 NaN            NaN   8.17138        48.5859                 NaN   16.7040        6.31859     
  1220.23        2500.00                 NaN   2.50088                 NaN  0.368715        1.74617                 NaN   15.6047                 NaN            NaN   8.17174        48.6251                 NaN   16.7216        6.26110     
  1218.75        2500.00                 NaN   2.50089                 NaN  0.368722        1.74620                 NaN   15.6051                 NaN            NaN   8.17211        48.6645                 NaN   16.7393        6.20322     
  1217.27        2500.00                 NaN   2.50090                 NaN  0.368729        1.74624                 NaN   15.6054                 NaN            NaN   8.17248        48.7042                 NaN   16.7571        6.14492     
  1215.79        2500.00                 NaN   2.50091                 NaN  0.368736        1.74627                 NaN   15.6058                 NaN            NaN   8.17284        48.7441                 NaN   16.7751        6.08620     
  1214.32        2500.00                 NaN   2.50091                 NaN  0.368743        1.74630                 NaN   15.6061                 NaN            NaN   8.17321        48.7844                 NaN   16.7932        6.02707     
  1212.84        2500.00                 NaN   1.88250                 NaN   2.48521                 NaN            NaN   15.4770                 NaN            NaN   8.29436        48.3561       0.367680        16.9844        6.15277     
  1211.36        2500.00                 NaN   1.88250                 NaN   2.48526                 NaN            NaN   15.4773                 NaN            NaN   8.29473        48.3966       0.367690        17.0026        6.09335     
  1209.88        2500.00                 NaN   1.88251                 NaN   2.48531                 NaN            NaN   15.4777                 NaN            NaN   8.29511        48.4373       0.367699        17.0209        6.03351     
  1208.40        2500.00                 NaN   1.88252                 NaN   2.48536                 NaN            NaN   15.4780                 NaN            NaN   8.29548        48.4783       0.367709        17.0394        5.97324     
  1206.93        2500.00                 NaN   1.88253                 NaN   2.48541                 NaN            NaN   15.4784                 NaN            NaN   8.29586        48.5196       0.367719        17.0580        5.91253     
  1205.45        2500.00                 NaN   1.88253                 NaN   2.48546                 NaN            NaN   15.4787                 NaN            NaN   8.29623        48.5612       0.367729        17.0767        5.85139     
  1203.97        2500.00                 NaN   1.88254                 NaN   2.48551                 NaN            NaN   15.4791                 NaN            NaN   8.29661        48.6022       0.367740        17.0952        5.79100     
  1202.49        2500.00                 NaN   1.88254                 NaN   2.48556                 NaN            NaN   15.4795                 NaN            NaN   8.29699        48.6447       0.367751        17.1144        5.72866     
  1201.01        2500.00                 NaN   1.88255                 NaN   2.48562                 NaN            NaN   15.4798                 NaN            NaN   8.29737        48.6873       0.367764        17.1336        5.66592     
  1199.54        2500.00                 NaN   1.88255                 NaN   2.48567                 NaN            NaN   15.4802                 NaN            NaN   8.29775        48.7303       0.367778        17.1530        5.60277     
  1198.06        2500.00                 NaN   1.88254                 NaN   2.48573                 NaN            NaN   15.4805                 NaN            NaN   8.29814        48.7735       0.367796        17.1726        5.53921     
  1196.58        2500.00                 NaN  0.117220E-003            NaN   3.70314                 NaN            NaN   12.6818        2.05687                 NaN   8.73813        47.5927        1.52057        17.7133        5.99336     
  1195.10        2500.00                 NaN  0.122719E-003            NaN   3.70322                 NaN            NaN   12.6821        2.05691                 NaN   8.73853        47.6354        1.52061        17.7325        5.93056     
  1193.62        2500.00                 NaN  0.128602E-003            NaN   3.70329                 NaN            NaN   12.6824        2.05694                 NaN   8.73893        47.6783        1.52065        17.7519        5.86734     
  1192.15        2500.00                 NaN  0.134902E-003            NaN   3.70336                 NaN            NaN   12.6827        2.05698                 NaN   8.73933        47.7216        1.52068        17.7715        5.80372     
  1190.67        2500.00                 NaN  0.141648E-003            NaN   3.70343                 NaN            NaN   12.6831        2.05701                 NaN   8.73973        47.7651        1.52072        17.7911        5.73968     
  1189.19        2500.00                 NaN  0.148893E-003            NaN   3.70350                 NaN            NaN   12.6834        2.05705                 NaN   8.74013        47.8089        1.52076        17.8109        5.67522     
  1187.71        2500.00                 NaN            NaN            NaN   3.70368                 NaN            NaN   12.6834        2.05733       0.353697E-005   8.74057        47.8528        1.52089        17.8309        5.61038     
  1186.23        2500.00                 NaN            NaN            NaN   3.70376                 NaN            NaN   12.6837        2.05738       0.363543E-005   8.74097        47.8972        1.52093        17.8510        5.54507     
  1184.76        2500.00                 NaN            NaN            NaN   3.70384                 NaN            NaN   12.6840        2.05742       0.373835E-005   8.74138        47.9418        1.52097        17.8712        5.47934     
  1183.28        2500.00                 NaN            NaN            NaN   3.70392                 NaN            NaN   12.6843        2.05747       0.384635E-005   8.74178        47.9876        1.52102        17.8920        5.41193     
  1181.80        2500.00                 NaN            NaN            NaN   3.70400                 NaN            NaN   12.6846        2.05752       0.395965E-005   8.74219        48.0331        1.52106        17.9126        5.34495     
  1180.32        2500.00                 NaN            NaN            NaN   3.70408                 NaN            NaN   12.6849        2.05757       0.407828E-005   8.74260        48.0789        1.52110        17.9334        5.27747     
  1178.84        2500.00                 NaN            NaN            NaN   3.70415                 NaN            NaN   12.6852        2.05761       0.420287E-005   8.74301        48.1251        1.52114        17.9543        5.20949     
  1177.37        2500.00                 NaN            NaN            NaN   3.70423                 NaN            NaN   12.6855        2.05766       0.433353E-005   8.74342        48.1716        1.52118        17.9754        5.14101     
  1175.89        2500.00                 NaN            NaN            NaN   3.70432                 NaN            NaN   12.6858        2.05771       0.447091E-005   8.74383        48.2184        1.52123        17.9966        5.07203     
  1174.41        2500.00                 NaN            NaN            NaN   3.70440                 NaN            NaN   12.6862        2.05776       0.461516E-005   8.74425        48.2656        1.52127        18.0181        5.00253     
  1172.93        2500.00                 NaN            NaN            NaN   3.70448                 NaN            NaN   12.6865        2.05781       0.476667E-005   8.74466        48.3131        1.52131        18.0396        4.93253     
  1171.45        2500.00                 NaN            NaN            NaN   3.70456                 NaN            NaN   12.6868        2.05786       0.492613E-005   8.74507        48.3610        1.52136        18.0614        4.86200     
  1169.98        2500.00                 NaN            NaN            NaN   3.70464                 NaN            NaN   12.6871        2.05791       0.509378E-005   8.74549        48.4092        1.52140        18.0833        4.79096     
  1168.50        2500.00                 NaN            NaN            NaN   3.70472                 NaN            NaN   12.6874        2.05796       0.527021E-005   8.74591        48.4577        1.52144        18.1054        4.71939     
  1167.02        2500.00                 NaN            NaN            NaN   3.70481                 NaN            NaN   12.6878        2.05801       0.545621E-005   8.74632        48.5067        1.52149        18.1277        4.64729     
  1165.54        2500.00                 NaN            NaN            NaN   3.70489                 NaN            NaN   12.6881        2.05806       0.565204E-005   8.74674        48.5559        1.52153        18.1501        4.57465     
  1164.06        2500.00                 NaN            NaN            NaN   3.70498                 NaN            NaN   12.6884        2.05811       0.585846E-005   8.74716        48.6056        1.52157        18.1727        4.50148     
  1162.58        2500.00                 NaN            NaN            NaN   3.70506                 NaN            NaN   12.6887        2.05816       0.607612E-005   8.74758        48.6556        1.52162        18.1955        4.42777     
  1161.11        2500.00                 NaN            NaN            NaN   3.70514                 NaN            NaN   12.6891        2.05821       0.630576E-005   8.74800        48.7060        1.52166        18.2184        4.35351     
  1159.63        2500.00                 NaN            NaN            NaN   3.70523                 NaN            NaN   12.6894        2.05826       0.654831E-005   8.74843        48.7567        1.52171        18.2416        4.27870     
  1158.15        2500.00                 NaN            NaN            NaN   3.70532                 NaN            NaN   12.6897        2.05831       0.680448E-005   8.74885        48.8078        1.52175        18.2649        4.20334     
  1156.67        2500.00                 NaN            NaN            NaN   3.70540                 NaN            NaN   12.6901        2.05836       0.707500E-005   8.74928        48.8593        1.52180        18.2884        4.12742     
  1155.19        2500.00                 NaN            NaN            NaN   3.70549                 NaN            NaN   12.6904        2.05841       0.736117E-005   8.74970        48.9112        1.52184        18.3120        4.05093     
  1153.72        2500.00                 NaN            NaN            NaN   3.94954                 NaN            NaN   14.8468                 NaN            NaN   9.29686        48.9590        1.51493        18.2288        3.20407     
  1152.24        2500.00                 NaN            NaN            NaN   3.96265                 NaN            NaN   14.8276                 NaN            NaN   9.31516        49.0306        1.51864        18.2402        3.10526     
  1150.76        2500.00                 NaN            NaN            NaN   3.95620                 NaN            NaN   14.8479                 NaN            NaN   9.31319        49.0619        1.51453        18.2744        3.03182     
  1149.28        2500.00                 NaN            NaN            NaN   3.95951                 NaN            NaN   14.8486                 NaN            NaN   9.32136        49.1139        1.51432        18.2975        2.94474     
  1147.80        2500.00                 NaN            NaN            NaN   3.96280                 NaN            NaN   14.8495                 NaN            NaN   9.32953        49.1663        1.51410        18.3208        2.85702     
  1146.33        2500.00                 NaN            NaN            NaN   3.96607                 NaN            NaN   14.8505                 NaN            NaN   9.33770        49.2190        1.51386        18.3442        2.76866     
  1144.85        2500.00                 NaN            NaN            NaN   3.96933                 NaN            NaN   14.8516                 NaN            NaN   9.34588        49.2721        1.51362        18.3678        2.67964     
  1143.37        2500.00                 NaN            NaN            NaN   3.98154                 NaN            NaN   14.8346                 NaN            NaN   9.36318        49.3446        1.51693        18.3813        2.57783     
  1141.89        2500.00                 NaN            NaN            NaN   3.97580                 NaN            NaN   14.8542                 NaN            NaN   9.36224        49.3794        1.51310        18.4156        2.49964     
  1140.41        2500.00                 NaN            NaN            NaN   3.97901                 NaN            NaN   14.8557                 NaN            NaN   9.37042        49.4336        1.51282        18.4398        2.40865     
  1138.94        2500.00                 NaN            NaN            NaN   3.98221                 NaN            NaN   14.8573                 NaN            NaN   9.37861        49.4882        1.51254        18.4641        2.31698     
  1137.46        2500.00                 NaN            NaN            NaN   3.98540                 NaN            NaN   14.8591                 NaN            NaN   9.38681        49.5432        1.51224        18.4886        2.22465     
  1135.98        2500.00                 NaN            NaN            NaN   3.98856                 NaN            NaN   14.8610                 NaN            NaN   9.39501        49.5985        1.51193        18.5133        2.13163     
  1134.50        2500.00                 NaN            NaN            NaN   3.99172                 NaN            NaN   14.8630                 NaN            NaN   9.40321        49.6543        1.51161        18.5383        2.03793     
  1133.02        2500.00                 NaN            NaN            NaN   3.99486                 NaN            NaN   14.8652                 NaN            NaN   9.41143        49.7104        1.51128        18.5633        1.94353     
  1131.55        2500.00                 NaN            NaN            NaN   3.99798                 NaN            NaN   14.8675                 NaN            NaN   9.41965        49.7669        1.51094        18.5886        1.84845     
  1130.07        2500.00                 NaN            NaN            NaN   4.00109                 NaN            NaN   14.8699                 NaN            NaN   9.42788        49.8238        1.51059        18.6141        1.75266     
  1128.59        2500.00                 NaN            NaN            NaN   4.00419                 NaN            NaN   14.8725                 NaN            NaN   9.43611        49.8810        1.51023        18.6398        1.65618     
  1127.11        2500.00                 NaN            NaN            NaN   4.00727                 NaN            NaN   14.8752                 NaN            NaN   9.44436        49.9387        1.50985        18.6656        1.55898     
  1125.63        2500.00                 NaN            NaN            NaN   4.01034                 NaN            NaN   14.8780                 NaN            NaN   9.45262        49.9968        1.50946        18.6917        1.46107     
  1124.16        2500.00                 NaN            NaN            NaN   4.01340                 NaN            NaN   14.8810                 NaN            NaN   9.46088        50.0553        1.50907        18.7180        1.36244     
  1122.68        2500.00                 NaN            NaN            NaN   4.01644                 NaN            NaN   14.8841                 NaN            NaN   9.46916        50.1142        1.50866        18.7444        1.26309     
  1121.20        2500.00                 NaN            NaN            NaN   4.01947                 NaN            NaN   14.8873                 NaN            NaN   9.47745        50.1734        1.50824        18.7711        1.16301     
  1119.72        2500.00                 NaN            NaN            NaN   4.02248                 NaN            NaN   14.8907                 NaN            NaN   9.48575        50.2331        1.50780        18.7979        1.06220     
  1118.24        2500.00                 NaN            NaN            NaN   4.02549                 NaN            NaN   14.8943                 NaN            NaN   9.49406        50.2932        1.50736        18.8250       0.960647     
  1116.77        2500.00                 NaN            NaN            NaN   4.02848                 NaN            NaN   14.8979                 NaN            NaN   9.50239        50.3537        1.50690        18.8522       0.858352     
  1115.29        2500.00                 NaN            NaN            NaN   4.03145                 NaN            NaN   14.9018                 NaN            NaN   9.51073        50.4147        1.50644        18.8797       0.755305     
  1113.81        2500.00                 NaN            NaN            NaN   4.03441                 NaN            NaN   14.9057                 NaN            NaN   9.51909        50.4760        1.50595        18.9073       0.651512     
  1112.33        2500.00                 NaN            NaN            NaN   4.03737                 NaN            NaN   14.9098                 NaN            NaN   9.52746        50.5377        1.50546        18.9352       0.546953     
  1110.85        2500.00                 NaN            NaN            NaN   4.04030                 NaN            NaN   14.9141                 NaN            NaN   9.53584        50.5999        1.50496        18.9633       0.441635     
  1109.38        2500.00                 NaN            NaN            NaN   4.04323                 NaN            NaN   14.9185                 NaN            NaN   9.54425        50.6625        1.50444        18.9915       0.335549     
  1107.90        2500.00                 NaN            NaN            NaN   4.04615                 NaN            NaN   14.9230                 NaN            NaN   9.55267        50.7255        1.50391        19.0200       0.228690     
  1106.42        2500.00                 NaN            NaN            NaN   4.04905                 NaN            NaN   14.9277                 NaN            NaN   9.56110        50.7890        1.50337        19.0487       0.121053     
  1104.94        2500.00                 NaN            NaN            NaN   1.84244        2.20922       0.404549E-005   14.9315                 NaN            NaN   9.56966        50.8505        1.50284        19.0771       0.167836E-001
  1103.46        2500.00                 NaN            NaN            NaN   4.05350                 NaN            NaN   14.9325                 NaN            NaN   9.57819        50.8543        1.50235        19.0792                 NaN
  1101.99        2500.00                 NaN            NaN            NaN   4.05619                 NaN            NaN   14.9370                 NaN            NaN   9.58634        50.8455        1.50171        19.0733                 NaN
  1100.51        2500.00                 NaN            NaN            NaN   4.05887                 NaN            NaN   14.9416                 NaN            NaN   9.59452        50.8365        1.50107        19.0674                 NaN
  1099.03        2500.00                 NaN            NaN            NaN   4.05234                 NaN            NaN   14.9092                 NaN            NaN   9.60692        50.8421        1.50159        19.0879                 NaN
  1097.55        2500.00                 NaN            NaN            NaN   4.06184                 NaN            NaN   14.9103                 NaN            NaN   9.61792        50.8378        1.50256        19.0696                 NaN
  1096.07        2500.00                 NaN            NaN            NaN   4.07631                 NaN            NaN   14.9514                 NaN            NaN   9.62605        50.8098        1.49845        19.0380                 NaN
  1094.59        2500.00                 NaN            NaN            NaN   4.07791                 NaN            NaN   14.9519                 NaN            NaN   9.63271        50.8034        1.49767        19.0365                 NaN
  1093.12        2500.00                 NaN            NaN            NaN   4.08063                 NaN            NaN   14.9582                 NaN            NaN   9.64269        50.7927        1.49714        19.0286                 NaN
  1091.64        2500.00                 NaN            NaN            NaN   4.06401                 NaN            NaN   14.9319                 NaN            NaN   9.64801        50.7968        1.49799        19.0613                 NaN
  1090.16        2500.00                 NaN            NaN            NaN   4.06641                 NaN            NaN   14.9368                 NaN            NaN   9.65632        50.7876        1.49726        19.0556                 NaN
  1088.68        2500.00                 NaN            NaN            NaN   4.08682                 NaN            NaN   14.9680                 NaN            NaN   9.66726        50.7674        1.49508        19.0155                 NaN
  1087.20        2500.00                 NaN            NaN            NaN   4.07114                 NaN            NaN   14.9473                 NaN            NaN   9.67305        50.7686        1.49572        19.0442                 NaN
  1085.73        2500.00                 NaN            NaN            NaN   4.09141                 NaN            NaN   14.9806                 NaN            NaN   9.68675        50.7460        1.49376        19.0016                 NaN
  1084.25        2500.00                 NaN            NaN            NaN   4.07563                 NaN            NaN   14.9569                 NaN            NaN   9.68965        50.7502        1.49422        19.0334                 NaN
  1082.77        2500.00                 NaN            NaN            NaN   4.07795                 NaN            NaN   14.9626                 NaN            NaN   9.69809        50.7403        1.49340        19.0276                 NaN
  1081.29        2500.00                 NaN            NaN            NaN   4.09336                 NaN            NaN   14.9721                 NaN            NaN   9.63178        50.8101        1.49446        18.9982                 NaN
  1079.81        2500.00                 NaN            NaN            NaN   4.09405                 NaN            NaN   14.9703                 NaN            NaN   9.63434        50.8098        1.49458        18.9969                 NaN
  1078.34        2500.00                 NaN            NaN            NaN   4.10266                 NaN            NaN   14.9871                 NaN            NaN   9.72437        50.7110        1.49045        18.9845                 NaN
  1076.86        2500.00                 NaN            NaN            NaN   4.09695                 NaN            NaN   14.8943                 NaN            NaN   9.71857        50.7744        1.50383        19.0119                 NaN
  1075.38        2500.00                 NaN            NaN            NaN   4.09268                 NaN            NaN   14.9714                 NaN            NaN   9.67381        50.7822        1.49394        18.9860                 NaN
  1073.90        2500.00                 NaN            NaN            NaN   4.10864                 NaN            NaN   15.0025                 NaN            NaN   9.74922        50.6823        1.48798        18.9694                 NaN
  1072.42        2500.00                 NaN            NaN            NaN   4.10966                 NaN            NaN   15.0141                 NaN            NaN   9.75842        50.6682        1.48664        18.9629                 NaN
  1070.95        2500.00                 NaN            NaN            NaN   4.11360                 NaN            NaN   15.0105                 NaN            NaN   9.76406        50.6667        1.48647        18.9587                 NaN
  1069.47        2500.00                 NaN            NaN            NaN   4.11357                 NaN            NaN   15.0271                 NaN            NaN   9.77426        50.6481        1.48462        18.9523                 NaN
  1067.99        2500.00                 NaN            NaN            NaN   4.11731                 NaN            NaN   15.0326                 NaN            NaN   9.78652        50.6380        1.48469        18.9409                 NaN
  1066.51        2500.00                 NaN            NaN            NaN   4.11758                 NaN            NaN   15.0385                 NaN            NaN   9.79092        50.6283        1.48277        18.9419                 NaN
