|6.6.6
Archiving\03_Data\eqLP/QFM_m2/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7706       0.215429       0.139917E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7706       0.215444       0.139921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7705       0.215458       0.139924E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7705       0.215472       0.139928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7705       0.215486       0.139931E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7705       0.215500       0.139935E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7705       0.215515       0.139938E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7705       0.215529       0.139942E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7705       0.215543       0.139946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7704       0.215558       0.139949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7704       0.215572       0.139953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7704       0.215586       0.139957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7704       0.215601       0.139960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7704       0.215615       0.139964E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7704       0.215630       0.139968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7704       0.215644       0.139972E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7703       0.215659       0.139976E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7703       0.215673       0.139979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7703       0.215688       0.139983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7703       0.215702       0.139987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7703       0.215717       0.139991E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7703       0.215732       0.139995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7703       0.215746       0.139999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7702       0.215761       0.140003E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7702       0.215776       0.140007E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7702       0.215790       0.140011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7702       0.215805       0.140015E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.7702       0.215820       0.140019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.7702       0.215835       0.140023E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.7701       0.215849       0.140027E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.7701       0.215864       0.140032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.2218       0.215950       0.942689E-002  0.552795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        98.4541       0.216064       0.295771E-002   1.32689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        97.9889       0.216140                 NaN   1.79500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        97.7323       0.216190                 NaN   2.05146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        97.4144       0.216249                 NaN   2.36931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        97.0964       0.216308                 NaN   2.68734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        96.3017       0.129444                 NaN   3.34433       0.224526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        95.1706                 NaN            NaN   4.27031       0.559100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        94.6505                 NaN            NaN   4.79013       0.559351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        94.1300                 NaN            NaN   5.31040       0.559601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        93.5778                 NaN            NaN   5.86200       0.559864       0.367258E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        93.0011                 NaN            NaN   6.42534       0.560144       0.133886E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        92.4148                 NaN            NaN   6.99857       0.560428       0.262015E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        91.8279                 NaN            NaN   7.57234       0.560711       0.390276E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        91.2374                 NaN            NaN   8.15014       0.560995       0.514429E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        90.6464                 NaN            NaN   8.72848       0.561277       0.638709E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        90.0548                 NaN            NaN   9.30738       0.561559       0.763114E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        89.4626                 NaN            NaN   9.88681       0.561841       0.887644E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        88.8780                 NaN            NaN   10.4594       0.562120       0.100431                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        88.2929                 NaN            NaN   11.0326       0.562398       0.112109                 NaN            NaN            NaN            NaN            NaN            NaN
