|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        pnt            Opx(TH)        an             San(TH)        ilm            q             
  1468.67        2500.00        98.3931       0.886528E-001            NaN            NaN   1.23956                 NaN            NaN  0.278686                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3750       0.157876E-001            NaN            NaN   1.00513       0.604071                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5083       0.158924                 NaN            NaN   1.22840                 NaN            NaN  0.104339                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4797       0.927627E-001            NaN            NaN   1.17579                 NaN            NaN  0.251740                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3441       0.660216E-005            NaN            NaN  0.941210       0.714655                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4570                 NaN            NaN            NaN   1.04042       0.502585                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4810       0.543226E-001            NaN            NaN   1.04929       0.415394                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4948       0.564222E-001            NaN            NaN   1.04121       0.407539                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5060       0.534623E-001            NaN            NaN   1.03292       0.407672                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5187       0.500614E-001            NaN            NaN   1.02380       0.407401                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5294       0.470933E-001            NaN            NaN   1.01643       0.407073                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5393       0.440868E-001            NaN            NaN  0.407096        1.00950                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5447       0.404849                 NaN            NaN   1.22272       0.767817                 NaN            NaN   1.05992                 NaN            NaN            NaN
  1436.09        2500.00        95.9960       0.523009                 NaN            NaN   1.26507       0.841606                 NaN            NaN   1.37435                 NaN            NaN            NaN
  1433.58        2500.00        96.1163       0.521476                 NaN            NaN   1.23507       0.792299                 NaN            NaN   1.33481                 NaN            NaN            NaN
  1431.08        2500.00        96.2249       0.521032                 NaN            NaN   1.21008       0.744726                 NaN            NaN   1.29921                 NaN            NaN            NaN
  1428.57        2500.00        96.3304       0.520393                 NaN            NaN   1.18401       0.700231                 NaN            NaN   1.26495                 NaN            NaN            NaN
  1426.07        2500.00        96.4309       0.519992                 NaN            NaN   1.16028       0.656544                 NaN            NaN   1.23228                 NaN            NaN            NaN
  1423.56        2500.00        96.5277       0.519647                 NaN            NaN   1.13665       0.615388                 NaN            NaN   1.20064                 NaN            NaN            NaN
  1421.05        2500.00        96.6170       0.519934                 NaN            NaN  0.575372        1.11635                 NaN            NaN   1.17136                 NaN            NaN            NaN
  1418.55        2500.00        96.7043       0.520015                 NaN            NaN   1.09537       0.537581                 NaN            NaN   1.14277                 NaN            NaN            NaN
  1416.04        2500.00        96.7852       0.520594                 NaN            NaN  0.500868        1.07693                 NaN            NaN   1.11645                 NaN            NaN            NaN
  1413.53        2500.00        96.8644       0.520944                 NaN            NaN   1.05862       0.465598                 NaN            NaN   1.09042                 NaN            NaN            NaN
  1411.03        2500.00        96.9414       0.521229                 NaN            NaN  0.432124        1.04022                 NaN            NaN   1.06501                 NaN            NaN            NaN
  1408.52        2500.00        97.0136       0.521911                 NaN            NaN   1.02377       0.399327                 NaN            NaN   1.04138                 NaN            NaN            NaN
  1406.02        2500.00        97.0836       0.522524                 NaN            NaN   1.00728       0.368265                 NaN            NaN   1.01838                 NaN            NaN            NaN
  1403.51        2500.00        97.1499       0.522985                 NaN            NaN  0.993371       0.337315                 NaN            NaN  0.996478                 NaN            NaN            NaN
  1401.00        2500.00        97.2142       0.523546                 NaN            NaN  0.309212       0.977810                 NaN            NaN  0.975191                 NaN            NaN            NaN
  1398.50        2500.00        97.2751       0.524237                 NaN            NaN  0.964497       0.281121                 NaN            NaN  0.955025                 NaN            NaN            NaN
  1395.99        2500.00        97.3319       0.524941                 NaN            NaN  0.952792       0.254564                 NaN            NaN  0.935774                 NaN            NaN            NaN
  1393.48        2500.00        97.3904       0.525020                 NaN            NaN  0.228552       0.939688                 NaN            NaN  0.916352                 NaN            NaN            NaN
  1390.98        2500.00        97.4463       0.524818                 NaN            NaN  0.926621       0.204610                 NaN            NaN  0.897678                 NaN            NaN            NaN
  1388.47        2500.00        97.4982       0.525184                 NaN            NaN  0.915819       0.180528                 NaN            NaN  0.880256                 NaN            NaN            NaN
  1385.96        2500.00        97.5495       0.525074                 NaN            NaN  0.904675       0.157759                 NaN            NaN  0.863025                 NaN            NaN            NaN
  1383.46        2500.00        97.5767       0.540779                 NaN            NaN  0.884911       0.132825                 NaN            NaN  0.864807                 NaN            NaN            NaN
  1380.95        2500.00        97.6804       0.506910                 NaN            NaN  0.885350       0.118113                 NaN            NaN  0.809264                 NaN            NaN            NaN
  1378.45        2500.00        97.6905       0.523033                 NaN            NaN  0.970881E-001  0.874785                 NaN            NaN  0.814637                 NaN            NaN            NaN
  1375.94        2500.00        97.7358       0.521511                 NaN            NaN  0.864365       0.794733E-001            NaN            NaN  0.798883                 NaN            NaN            NaN
  1373.43        2500.00        97.7779       0.520719                 NaN            NaN  0.855808       0.610330E-001            NaN            NaN  0.784496                 NaN            NaN            NaN
  1370.93        2500.00        97.8149       0.519589                 NaN            NaN  0.464361E-001  0.847706                 NaN            NaN  0.771404                 NaN            NaN            NaN
  1368.42        2500.00        97.8642       0.514281                 NaN            NaN  0.327001E-001  0.835233                 NaN            NaN  0.753592                 NaN            NaN            NaN
  1365.91        2500.00        97.9036       0.511338                 NaN            NaN  0.193065E-001  0.826271                 NaN            NaN  0.739491                 NaN            NaN            NaN
  1363.41        2500.00        97.9380       0.509774                 NaN            NaN  0.817922       0.696024E-002            NaN            NaN  0.727381                 NaN            NaN            NaN
  1360.90        2500.00        97.9694       0.500770                 NaN            NaN  0.804906       0.108600E-001            NaN            NaN  0.714044                 NaN            NaN            NaN
  1358.40        2500.00        98.0087       0.498152                 NaN            NaN  0.792605                 NaN            NaN            NaN  0.700591                 NaN            NaN            NaN
  1355.89        2500.00        98.0415       0.491095                 NaN            NaN  0.779801                 NaN            NaN            NaN  0.687604                 NaN            NaN            NaN
  1353.38        2500.00        98.0640       0.487665                 NaN            NaN  0.769368                 NaN            NaN            NaN  0.678962                 NaN            NaN            NaN
  1350.88        2500.00        98.1123       0.471651                 NaN            NaN  0.757729                 NaN            NaN            NaN  0.658335                 NaN            NaN            NaN
  1348.37        2500.00        98.1367       0.467556                 NaN            NaN  0.745993                 NaN            NaN            NaN  0.649777                 NaN            NaN            NaN
  1345.86        2500.00        98.1667       0.460778                 NaN            NaN  0.734721                 NaN            NaN            NaN  0.637764                 NaN            NaN            NaN
  1343.36        2500.00        98.1969       0.453398                 NaN            NaN  0.723977                 NaN            NaN            NaN  0.625746                 NaN            NaN            NaN
  1340.85        2500.00        98.2035       0.449941                 NaN            NaN  0.724676                 NaN            NaN            NaN  0.621868                 NaN            NaN            NaN
  1338.35        2500.00        98.2681       0.433812                 NaN            NaN  0.701283                 NaN            NaN            NaN  0.596795                 NaN            NaN            NaN
  1335.84        2500.00        97.9932       0.258412       0.179528                 NaN  0.939800                 NaN            NaN            NaN  0.629109                 NaN            NaN            NaN
  1333.33        2500.00        97.9087       0.996545E-001  0.238734                 NaN  0.899660       0.234508                 NaN            NaN  0.618696                 NaN            NaN            NaN
  1330.83        2500.00        97.9357       0.233347E-001  0.243381                 NaN  0.836233       0.361588                 NaN            NaN  0.599796                 NaN            NaN            NaN
  1328.32        2500.00        98.0200       0.912136E-001  0.222028                 NaN  0.827574       0.252479                 NaN            NaN  0.586751                 NaN            NaN            NaN
  1325.81        2500.00        98.0574       0.462746E-001  0.223888                 NaN  0.317798       0.784961                 NaN            NaN  0.569711                 NaN            NaN            NaN
  1323.31        2500.00        98.1095       0.400567E-001  0.218075                 NaN  0.758155       0.319277                 NaN            NaN  0.554927                 NaN            NaN            NaN
  1320.80        2500.00        98.1588       0.318459E-001  0.212979                 NaN  0.323826       0.732040                 NaN            NaN  0.540531                 NaN            NaN            NaN
  1318.30        2500.00        98.2066       0.243270E-001  0.207862                 NaN  0.706481       0.328151                 NaN            NaN  0.526627                 NaN            NaN            NaN
  1315.79        2500.00        98.2545       0.194168E-001  0.202239                 NaN  0.330249       0.680000                 NaN            NaN  0.513629                 NaN            NaN            NaN
  1313.28        2500.00        98.2977       0.864000E-002  0.198290                 NaN  0.657516       0.338352                 NaN            NaN  0.499485                 NaN            NaN            NaN
  1310.78        2500.00        98.3414       0.262381E-002  0.193351                 NaN  0.632842       0.342364                 NaN            NaN  0.487401                 NaN            NaN            NaN
  1308.27        2500.00        98.3849                 NaN  0.188005                 NaN  0.611654       0.339938                 NaN            NaN  0.475511                 NaN            NaN            NaN
  1305.76        2500.00        98.4274                 NaN  0.182204                 NaN  0.334547       0.591418                 NaN            NaN  0.464401                 NaN            NaN            NaN
  1303.26        2500.00        98.4770       0.326007E-001  0.171092                 NaN  0.587539       0.274520                 NaN            NaN  0.457289                 NaN            NaN            NaN
  1300.75        2500.00        98.5086                 NaN  0.170908                 NaN  0.553185       0.324251                 NaN            NaN  0.443102                 NaN            NaN            NaN
  1298.25        2500.00        98.5479                 NaN  0.165801                 NaN  0.535383       0.318051                 NaN            NaN  0.432910                 NaN            NaN            NaN
  1295.74        2500.00        98.5856                 NaN  0.160534                 NaN  0.518622       0.312772                 NaN            NaN  0.422497                 NaN            NaN            NaN
  1293.23        2500.00        98.6214       0.144846E-005  0.155290                 NaN  0.501517       0.308741                 NaN            NaN  0.413086                 NaN            NaN            NaN
  1290.73        2500.00        89.0793                 NaN  0.552362                 NaN   1.47691        1.46118                 NaN            NaN   1.63189        5.79836                 NaN            NaN
  1288.22        2500.00        78.3074                 NaN  0.928854                 NaN   2.37989        2.97702                 NaN            NaN   3.00204        12.4048                 NaN            NaN
  1285.71        2500.00        82.5332                 NaN  0.722826                 NaN   1.84202        2.52857                 NaN            NaN   2.44886        9.92449                 NaN            NaN
  1283.21        2500.00        85.3263                 NaN  0.593160                 NaN   1.67603        1.99465                 NaN            NaN   2.07143        8.33838                 NaN            NaN
  1280.70        2500.00        87.2262                 NaN  0.509971                 NaN   1.07533        2.20043                 NaN            NaN   1.84104        7.14704                 NaN            NaN
  1278.20        2500.00        89.3652                 NaN  0.415073                 NaN   1.01338        1.72459                 NaN            NaN   1.53605        5.94572                 NaN            NaN
  1275.69        2500.00        89.9616                 NaN  0.391101                 NaN   1.03318        1.52862                 NaN            NaN   1.46349        5.62197                 NaN            NaN
  1273.18        2500.00        91.4236                 NaN  0.314474                 NaN   1.49291       0.751771                 NaN            NaN   1.25836        4.75891                 NaN            NaN
  1270.68        2500.00        92.0280                 NaN  0.308778                 NaN   1.29463       0.765931                 NaN            NaN   1.17196        4.43074                 NaN            NaN
  1268.17        2500.00        92.4541                 NaN  0.256224                 NaN  0.592993        1.41353                 NaN            NaN   1.11799        4.16515                 NaN            NaN
  1265.66        2500.00        90.5121                 NaN  0.333508                 NaN  0.793681E-001   2.09988                 NaN            NaN   1.45339        5.52173                 NaN            NaN
  1263.16        2500.00        96.1014                 NaN  0.755327E-001            NaN  0.294222        1.11213                 NaN            NaN  0.538744        1.87800                 NaN            NaN
  1260.65        2500.00        94.8219                 NaN  0.307055                 NaN  0.403021       0.820470                 NaN            NaN  0.750992        2.89657                 NaN            NaN
  1258.15        2500.00        94.6994                 NaN  0.196326                 NaN  0.498752       0.879087                 NaN            NaN  0.789651        2.93675                 NaN            NaN
  1255.64        2500.00        94.7759                 NaN  0.169016                 NaN  0.336078        1.07515                 NaN            NaN  0.782772        2.86105                 NaN            NaN
  1253.13        2500.00        95.2026                 NaN  0.142918                 NaN   1.07585       0.243980                 NaN            NaN  0.719120        2.61558                 NaN            NaN
  1250.63        2500.00        95.5359                 NaN  0.168898                 NaN  0.683756       0.453962                 NaN            NaN  0.661789        2.49567                 NaN            NaN
  1248.12        2500.00        96.3975                 NaN  0.181372                 NaN  0.228536       0.516491                 NaN            NaN  0.540752        2.13532                 NaN            NaN
  1245.61        2500.00        94.2465                 NaN  0.146449                 NaN   1.36404       0.244248                 NaN            NaN  0.858518        3.14022                 NaN            NaN
  1243.11        2500.00        97.1791                 NaN  0.660493E-001            NaN  0.740105       0.155525                 NaN            NaN  0.407224        1.45201                 NaN            NaN
  1240.60        2500.00        95.6055                 NaN  0.106866                 NaN   1.14601       0.131083E-002            NaN            NaN  0.660093        2.48025                 NaN            NaN
  1238.10        2500.00        96.8323                 NaN            NaN            NaN   1.00757                 NaN            NaN            NaN  0.467432        1.66441       0.282665E-001            NaN
  1235.59        2500.00        93.8185                 NaN  0.472336E-001            NaN  0.251923        1.10924                 NaN            NaN  0.754789        2.98477       0.479543E-001  0.985621     
  1233.08        2500.00        87.3141                 NaN  0.348996                 NaN  0.757499       0.885341                 NaN            NaN   1.29894        5.58341                 NaN   3.81167     
  1230.58        2500.00        82.3055                 NaN  0.461734                 NaN   1.21533       0.936298                 NaN            NaN   1.73854        7.65933                 NaN   5.68327     
  1228.07        2500.00        82.1251                 NaN  0.454842                 NaN  0.879344        1.22839                 NaN            NaN   1.72793        7.82268                 NaN   5.76174     
  1225.56        2500.00        59.3548                 NaN  0.355223                 NaN   4.56489       0.877107                 NaN            NaN   3.90892        17.6754       0.202153        13.0615     
  1223.06        2500.00        90.2501                 NaN  0.759082E-001            NaN  0.673829E-001   1.30566                 NaN            NaN  0.775595        5.22099                 NaN   2.30433     
  1220.55        2500.00                 NaN            NaN   2.10197                 NaN   3.74905        6.06826                 NaN            NaN   8.49266        46.5387                 NaN   33.0493     
  1218.05        2500.00                 NaN            NaN   2.72132                 NaN   7.36742        1.03890                 NaN            NaN   8.30565        46.7858                 NaN   33.7809     
  1215.54        2500.00                 NaN            NaN   2.75942                 NaN   7.29095        1.02626                 NaN            NaN   8.30489        46.7880                 NaN   33.8304     
  1213.03        2500.00                 NaN            NaN   1.43421        1.45459        6.35281        1.61760                 NaN            NaN   8.31084        46.8422                 NaN   33.9878     
  1210.53        2500.00                 NaN            NaN  0.599277        2.42834        6.59047        1.07899                 NaN            NaN   8.27622        46.8643                 NaN   34.1624     
  1208.02        2500.00                 NaN            NaN   2.48219                 NaN   5.69013        3.23054                 NaN            NaN   8.41202        46.6293                 NaN   33.5558     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   11.2229        1.86515                 NaN            NaN   8.73618        46.3448       0.630225        31.2007     
  1203.01        2500.00                 NaN            NaN  0.256458        2.73326        6.53773        1.28567                 NaN            NaN   8.29614        46.7021                 NaN   34.1887     
  1200.50        2500.00                 NaN            NaN  0.268888E-001   2.97601        6.52513        1.27159                 NaN            NaN   8.29377        46.6979                 NaN   34.2087     
  1197.99        2500.00                 NaN            NaN   3.05636                 NaN   6.59289        1.01450                 NaN            NaN   8.29312        46.8267                 NaN   34.2164     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.36093        9.74048                 NaN            NaN   8.73581        46.2786       0.632575        31.2516     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.43894        9.65934                 NaN            NaN   8.73622        46.2783       0.633356        31.2538     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.47278        9.62528                 NaN            NaN   8.74069        46.2727       0.633008        31.2555     
  1187.97        2500.00                 NaN  0.316721E-001   3.08311                 NaN   6.49224       0.990236                 NaN            NaN   8.31725        46.8090                 NaN   34.2765     
  1185.46        2500.00                 NaN  0.805893E-001   3.06730                 NaN   6.48515       0.959649                 NaN            NaN   8.33161        46.7935                 NaN   34.2822     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.42070        9.69058                 NaN            NaN   8.76758        46.2346       0.627007        31.2596     
  1180.45        2500.00                 NaN  0.233708        2.98575                 NaN   6.41454       0.972712                 NaN            NaN   8.34520        46.8099                 NaN   34.2382     
  1177.94        2500.00                 NaN  0.206075        3.01545                 NaN   6.38856       0.966510                 NaN            NaN   8.35034        46.8040                 NaN   34.2691     
  1175.44        2500.00                 NaN  0.379589        2.91524                 NaN   6.35772       0.957467                 NaN            NaN   8.36771        46.8125                 NaN   34.2098     
  1172.93        2500.00                 NaN  0.421054        2.88786                 NaN   6.19771        1.11427                 NaN            NaN   8.37407        46.8099                 NaN   34.1952     
  1170.43        2500.00                 NaN  0.447320        2.89539                 NaN   6.32450       0.928771                 NaN            NaN   8.38920        46.7940                 NaN   34.2208     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   9.74728        3.40655                 NaN            NaN   8.81919        46.1419       0.613382        31.2717     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   3.25073        9.89007                 NaN            NaN   8.82581        46.1676       0.608810        31.2570     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   3.26936        9.87993                 NaN            NaN   8.84709        46.1248       0.609788        31.2690     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.25346        9.90100                 NaN            NaN   8.85671        46.1107       0.607586        31.2705     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.23613        9.92328                 NaN            NaN   8.86700        46.0964       0.605388        31.2718     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   3.22102        9.94331                 NaN            NaN   8.87705        46.0822       0.603215        31.2732     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.20208        9.96585                 NaN            NaN   8.88700        46.0693       0.601501        31.2742     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.18131        9.98843                 NaN            NaN   8.89664        46.0585       0.600389        31.2748     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   3.16029        10.0112                 NaN            NaN   8.90644        46.0475       0.599308        31.2753     
  1145.36        2500.00                 NaN   3.77724                 NaN            NaN   5.79334       0.908686                 NaN            NaN   8.73895        47.0966       0.822757        32.8625     
  1142.86        2500.00                 NaN   3.77225                 NaN            NaN   5.71351        1.00355                 NaN            NaN   8.75616        47.0688       0.818337        32.8674     
  1140.35        2500.00                 NaN   3.68749                 NaN            NaN   5.58637        1.27167                 NaN            NaN   8.72478        47.0752       0.818947        32.8356     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.05159        10.1238                 NaN            NaN   8.93883        46.0227       0.593030        31.2701     
  1135.34        2500.00                 NaN   3.67591                 NaN            NaN   5.59445        1.29039                 NaN            NaN   8.76403        47.0330       0.811615        32.8306     
  1132.83        2500.00                 NaN   3.62554                 NaN            NaN   5.58475        1.39290                 NaN            NaN   8.77758        46.9859       0.810581        32.8227     
  1130.33        2500.00                 NaN   3.58686                 NaN            NaN   5.53740        1.50789                 NaN            NaN   8.78176        46.9707       0.807651        32.8077     
  1127.82        2500.00                 NaN   3.54831                 NaN            NaN   5.49118        1.62159                 NaN            NaN   8.78589        46.9554       0.804736        32.7929     
  1125.31        2500.00                 NaN   3.49875                 NaN            NaN   5.43422        1.76758                 NaN            NaN   8.79485        46.9260       0.801566        32.7771     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   2.79483        10.3761                 NaN            NaN   9.00298        45.9549       0.592675        31.2785     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   2.79117        10.3806                 NaN            NaN   9.00810        45.9478       0.592195        31.2802     
  1117.79        2500.00                 NaN   3.37547                 NaN            NaN   5.21025        2.18982                 NaN            NaN   8.79616        46.9109       0.795891        32.7215     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   2.85700        10.3284                 NaN            NaN   9.02488        45.9211       0.587499        31.2811     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   2.77349        10.4050                 NaN            NaN   9.03795        45.9104       0.589080        31.2841     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   2.82256        10.3672                 NaN            NaN   9.04564        45.8951       0.585470        31.2841     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   2.76284        10.4208                 NaN            NaN   9.05701        45.8856       0.586852        31.2870     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   2.75797        10.4279                 NaN            NaN   9.06677        45.8732       0.585827        31.2883     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   10.3014        2.92577                 NaN            NaN   9.09095        45.8067       0.577634        31.2975     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   2.23228        11.0050                 NaN            NaN   9.14260        45.7659       0.569279        31.2849     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   2.80401        10.3925                 NaN            NaN   9.08705        45.8400       0.582646        31.2938     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   2.26522        10.9817                 NaN            NaN   9.15797        45.7407       0.566167        31.2883     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   2.27828        10.9699                 NaN            NaN   9.16581        45.7302       0.565559        31.2903     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   2.29655        10.9528                 NaN            NaN   9.17321        45.7201       0.564847        31.2925     
  1087.72        2500.00                 NaN   3.18344                 NaN            NaN   5.07164        2.69853                 NaN            NaN   8.88069        46.7249       0.772611        32.6682     
  1085.21        2500.00                 NaN   4.72981                 NaN            NaN   1.81270        3.11390                 NaN            NaN   8.67104        47.5070       0.886717        33.2789     
  1082.71        2500.00                 NaN   3.25284                 NaN            NaN   5.04700        2.61701                 NaN            NaN   8.88424        46.7226       0.773367        32.7030     
  1080.20        2500.00                 NaN   3.35768                 NaN            NaN   4.86783        2.57936                 NaN            NaN   8.85681        46.7944       0.790099        32.7539     
  1077.69        2500.00                 NaN   4.73536                 NaN            NaN   1.81244        3.10627                 NaN            NaN   8.67354        47.4978       0.886582        33.2880     
  1075.19        2500.00                 NaN   3.34100                 NaN            NaN   5.10650        2.41270                 NaN            NaN   8.88652        46.7306       0.776579        32.7461     
  1072.68        2500.00                 NaN   3.37101                 NaN            NaN   5.12678        2.34311                 NaN            NaN   8.88703        46.7337       0.777693        32.7607     
  1070.18        2500.00                 NaN   3.40139                 NaN            NaN   5.14732        2.27261                 NaN            NaN   8.88741        46.7369       0.778834        32.7755     
  1067.67        2500.00                 NaN   3.43199                 NaN            NaN   5.16801        2.20161                 NaN            NaN   8.88767        46.7402       0.779991        32.7905     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   11.0524        2.24478                 NaN            NaN   9.28261        45.5567       0.550040        31.3134     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   11.1622        2.11954                 NaN            NaN   9.30122        45.5627       0.550348        31.3040     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   10.9045        2.37552                 NaN            NaN   9.28395        45.5685       0.552332        31.3152     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.64821        10.5922                 NaN            NaN   9.24792        45.6246       0.564710        31.3223     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   2.29689        11.0052                 NaN            NaN   9.31217        45.5158       0.547647        31.3223     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   11.3117        2.01839                 NaN            NaN   9.25121        45.5458       0.542058        31.3308     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   11.3004        2.03280                 NaN            NaN   9.25618        45.5361       0.541227        31.3333     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   10.9754        2.33789                 NaN            NaN   9.33747        45.4742       0.544651        31.3303     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   10.9664        2.34890                 NaN            NaN   9.34435        45.4638       0.543972        31.3326     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   11.8221        1.57512                 NaN            NaN   9.20462        45.5227       0.527109        31.3483     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   10.9462        2.37466                 NaN            NaN   9.36092        45.4381       0.542238        31.3378     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   10.9369        2.38679                 NaN            NaN   9.36892        45.4256       0.541378        31.3404     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   2.39058        10.9369                 NaN            NaN   9.37808        45.4115       0.540198        31.3428     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   2.74063        10.5511                 NaN            NaN   9.34190        45.4663       0.551833        31.3483     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   10.9101        2.42161                 NaN            NaN   9.39231        45.3889       0.538918        31.3482     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   10.9172        2.41920                 NaN            NaN   9.40231        45.3729       0.537608        31.3508     
  1025.06        2500.00                 NaN   4.74993                 NaN            NaN   1.81080        3.12113                 NaN            NaN   8.69071        47.3909       0.885052        33.3515     
  1022.56        2500.00                 NaN   4.75071                 NaN            NaN   1.81071        3.11985                 NaN            NaN   8.69122        47.3887       0.885017        33.3537     
  1020.05        2500.00                 NaN   4.75152                 NaN            NaN   1.81063        3.11856                 NaN            NaN   8.69175        47.3865       0.884982        33.3561     
  1017.54        2500.00                 NaN   4.75229                 NaN            NaN   1.81054        3.11744                 NaN            NaN   8.69206        47.3842       0.884942        33.3586     
  1015.04        2500.00                 NaN   4.75294                 NaN            NaN   1.81046        3.11693                 NaN            NaN   8.69254        47.3809       0.884858        33.3614     
  1012.53        2500.00                 NaN   4.75414                 NaN            NaN   1.81038        3.11459                 NaN            NaN   8.69346        47.3787       0.884948        33.3638     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   10.6910        2.64127                 NaN            NaN   9.43376        45.3235       0.539159        31.3713     
  1007.52        2500.00                 NaN   4.27604                 NaN            NaN   5.14584       0.788320                 NaN            NaN   8.86023        46.8474       0.838871        33.2433     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   10.8486        2.51674                 NaN            NaN   9.47288        45.2568       0.529377        31.3756     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   2.52515        10.8440                 NaN            NaN   9.48034        45.2436       0.528486        31.3785     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   10.5932        2.74782                 NaN            NaN   9.45688        45.2814       0.537512        31.3832     
