|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        pnt            Opx(TH)        an             San(TH)        ilm            q             
  1884.71        2500.00        99.4478       0.541912       0.102651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        99.4730       0.517146       0.983590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        99.4151       0.573953       0.109530E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        99.5395       0.451879       0.861539E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        99.4808       0.509440       0.974363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        99.4834       0.506854       0.971225E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        99.4823       0.507922       0.977354E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        99.4920       0.498464       0.955676E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        99.4898       0.500546       0.963202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        99.4928       0.497646       0.958606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        99.4950       0.495399       0.955454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        99.4966       0.493870       0.953111E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        99.4978       0.492676       0.951222E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.4988       0.491678       0.953210E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.5034       0.487201       0.940464E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.5017       0.488860       0.946771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.5054       0.485238       0.936557E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.5065       0.484170       0.936556E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.5049       0.485667       0.942012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.5102       0.480515       0.928442E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.5093       0.481367       0.930006E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.5096       0.481082       0.930107E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.5110       0.479782       0.924985E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.5109       0.479882       0.924467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.5122       0.478623       0.919590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.5095       0.481219       0.925325E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.5152       0.475752       0.909352E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.5120       0.478836       0.916166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.5121       0.478760       0.914047E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.5131       0.477847       0.908776E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.5125       0.478425       0.910547E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.5130       0.477979       0.906823E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.5125       0.478418       0.903535E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.5100       0.480956       0.908064E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.5131       0.477925       0.900215E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.5108       0.480227       0.899307E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        98.2459        1.62082       0.317608E-001            NaN  0.302617E-001  0.712505E-001  0.499746E-010            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.9998                 NaN  0.194861E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.6302       0.364800       0.503458E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.5059       0.485130       0.893093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.5055       0.485578       0.888241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.5039       0.487168       0.888367E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5347       0.457038       0.829074E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.4672       0.523388       0.942129E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.5001       0.491075       0.880707E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4984       0.492789       0.880870E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.5117       0.479795       0.852959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4783       0.512662       0.907153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4928       0.498477       0.876631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4905       0.500758       0.877310E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4887       0.502580       0.874974E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4851       0.506153       0.875722E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4830       0.508263       0.875630E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4826       0.508657       0.870130E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4800       0.511280       0.869532E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4739       0.517323       0.876196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4754       0.515867       0.869890E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4726       0.518750       0.866402E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4674       0.523863       0.870640E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        98.1119        1.85754       0.305270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.9791       0.208799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.8577       0.139843       0.248981E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.3827       0.607568       0.976955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4532       0.538237       0.860166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4464       0.545004       0.863303E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4677       0.523994       0.826076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.4241       0.567027       0.888343E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.4438       0.547669       0.852777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.1141       0.872375       0.135037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.7633       0.233106       0.356435E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.4303       0.561078       0.858484E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.4304       0.561044       0.852742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.4274       0.564085       0.852214E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.4241       0.567424       0.852376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.4178       0.573677       0.856260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.4223       0.569261       0.845629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1789       0.809139       0.119466E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.6665       0.328625       0.482561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3987       0.592632       0.865000E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.4088       0.582748       0.847665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.4075       0.584040       0.845487E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.4054       0.586194       0.844771E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.4019       0.589678       0.844152E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.4007       0.590915       0.841906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3992       0.592358       0.840835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3973       0.594255       0.839878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3950       0.596589       0.840542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3946       0.597006       0.837835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3923       0.599273       0.838837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3918       0.599862       0.835452E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3898       0.601893       0.835101E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3857       0.605914       0.839045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.6301       0.382113                 NaN            NaN            NaN            NaN            NaN  0.987773                 NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1914       0.244902                 NaN            NaN            NaN            NaN            NaN   1.56366                 NaN            NaN            NaN            NaN
  1644.11        2500.00        98.2209       0.242794                 NaN            NaN            NaN            NaN            NaN   1.53630                 NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2584       0.236256                 NaN            NaN            NaN            NaN            NaN   1.50537                 NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2898       0.231452                 NaN            NaN            NaN            NaN            NaN   1.47873                 NaN            NaN            NaN            NaN
  1636.59        2500.00        98.3193       0.226998                 NaN            NaN            NaN            NaN            NaN   1.45370                 NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3559       0.220960                 NaN            NaN            NaN            NaN            NaN   1.42311                 NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3829       0.216951                 NaN            NaN            NaN            NaN            NaN   1.40014                 NaN            NaN            NaN            NaN
  1629.07        2500.00        98.4123       0.212846                 NaN            NaN            NaN            NaN            NaN   1.37484                 NaN            NaN            NaN            NaN
  1626.57        2500.00        98.2599       0.232654                 NaN            NaN            NaN            NaN            NaN   1.50742                 NaN            NaN            NaN            NaN
  1624.06        2500.00        98.6412       0.179359                 NaN            NaN            NaN            NaN            NaN   1.17944                 NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4958       0.200310                 NaN            NaN            NaN            NaN            NaN   1.30390                 NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5176       0.195419                 NaN            NaN            NaN            NaN            NaN   1.28701                 NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5475       0.191313                 NaN            NaN            NaN            NaN            NaN   1.26121                 NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5649       0.190770                 NaN            NaN            NaN            NaN            NaN   1.24436                 NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6007       0.182837                 NaN            NaN            NaN            NaN            NaN   1.21642                 NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6158       0.179169                 NaN            NaN            NaN            NaN            NaN   1.20502                 NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6393       0.176328                 NaN            NaN            NaN            NaN            NaN   1.18441                 NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6608       0.172019                 NaN            NaN            NaN            NaN            NaN   1.16716                 NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6825       0.168354                 NaN            NaN            NaN            NaN            NaN   1.14914                 NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6990       0.163718                 NaN            NaN            NaN            NaN            NaN   1.13728                 NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7229       0.163533                 NaN            NaN            NaN            NaN            NaN   1.11353                 NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7432       0.157363                 NaN            NaN            NaN            NaN            NaN   1.09943                 NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7613       0.153436                 NaN            NaN            NaN            NaN            NaN   1.08528                 NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7782       0.150533                 NaN            NaN            NaN            NaN            NaN   1.07123                 NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7958       0.146604                 NaN            NaN            NaN            NaN            NaN   1.05764                 NaN            NaN            NaN            NaN
  1583.96        2500.00        99.3477       0.614793E-001            NaN            NaN            NaN            NaN            NaN  0.590832                 NaN            NaN            NaN            NaN
  1581.45        2500.00        98.3015       0.222842                 NaN            NaN            NaN            NaN            NaN   1.47567                 NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8427       0.139158                 NaN            NaN            NaN            NaN            NaN   1.01816                 NaN            NaN            NaN            NaN
  1576.44        2500.00        98.6122       0.172846                 NaN            NaN            NaN            NaN            NaN   1.21493                 NaN            NaN            NaN            NaN
  1573.93        2500.00        99.1251       0.890354E-001            NaN            NaN            NaN            NaN            NaN  0.785893                 NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8963       0.129770                 NaN            NaN            NaN            NaN            NaN  0.973917                 NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9098       0.122896                 NaN            NaN            NaN            NaN            NaN  0.967313                 NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9225       0.120972                 NaN            NaN            NaN            NaN            NaN  0.956527                 NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9368       0.118740                 NaN            NaN            NaN            NaN            NaN  0.944489                 NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9507       0.116136                 NaN            NaN            NaN            NaN            NaN  0.933174                 NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9633       0.112231                 NaN            NaN            NaN            NaN            NaN  0.924511                 NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9776       0.950745E-001            NaN            NaN            NaN            NaN            NaN  0.927324                 NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9883       0.121681                 NaN            NaN            NaN            NaN            NaN  0.890051                 NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0021       0.104262                 NaN            NaN            NaN            NaN            NaN  0.893601                 NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0136       0.948300E-001            NaN            NaN            NaN            NaN            NaN  0.891605                 NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0256       0.106640                 NaN            NaN            NaN            NaN            NaN  0.867778                 NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0364       0.952726E-001            NaN            NaN            NaN            NaN            NaN  0.868300                 NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0486       0.948268E-001            NaN            NaN            NaN            NaN            NaN  0.856595                 NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0583       0.903187E-001            NaN            NaN            NaN            NaN            NaN  0.851396                 NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0674       0.865564E-001            NaN            NaN            NaN            NaN            NaN  0.846041                 NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0765       0.838326E-001            NaN            NaN            NaN            NaN            NaN  0.839656                 NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0889       0.837850E-001            NaN            NaN            NaN            NaN            NaN  0.827319                 NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0973       0.800657E-001            NaN            NaN            NaN            NaN            NaN  0.822654                 NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1064       0.776256E-001            NaN            NaN            NaN            NaN            NaN  0.816023                 NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1146       0.754613E-001            NaN            NaN            NaN            NaN            NaN  0.809977                 NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1179       0.676913E-001            NaN            NaN            NaN            NaN            NaN  0.814406                 NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1312       0.673736E-001            NaN            NaN            NaN            NaN            NaN  0.801377                 NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1427       0.664582E-001            NaN            NaN            NaN            NaN            NaN  0.790854                 NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1469       0.634049E-001            NaN            NaN            NaN            NaN            NaN  0.789689                 NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1454       0.588184E-001            NaN            NaN            NaN            NaN            NaN  0.795792                 NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1684       0.593870E-001            NaN            NaN            NaN            NaN            NaN  0.772238                 NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1692       0.567567E-001            NaN            NaN            NaN            NaN            NaN  0.774008                 NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1726       0.506211E-001            NaN            NaN            NaN            NaN            NaN  0.776814                 NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1850       0.538458E-001            NaN            NaN            NaN            NaN            NaN  0.761167                 NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1889       0.496620E-001            NaN            NaN            NaN            NaN            NaN  0.761456                 NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1949       0.467624E-001            NaN            NaN            NaN            NaN            NaN  0.758297                 NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2005       0.442810E-001            NaN            NaN            NaN            NaN            NaN  0.755240                 NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2028       0.388167E-001            NaN            NaN            NaN            NaN            NaN  0.758413                 NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2074       0.363503E-001            NaN            NaN            NaN            NaN            NaN  0.756274                 NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9451       0.605449E-001            NaN            NaN  0.375001                 NaN            NaN  0.619357                 NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2985       0.120650                 NaN            NaN   1.29309                 NaN            NaN  0.287753                 NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3240       0.117856                 NaN            NaN   1.27596                 NaN            NaN  0.282208                 NaN            NaN            NaN            NaN
  1478.70        2500.00        98.3457       0.113962                 NaN            NaN   1.26188                 NaN            NaN  0.278493                 NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3688       0.111275                 NaN            NaN   1.24765                 NaN            NaN  0.272249                 NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3519       0.902491E-001            NaN            NaN   1.15456       0.403276                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4108       0.106436                 NaN            NaN   1.22039                 NaN            NaN  0.262368                 NaN            NaN            NaN            NaN
