|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1244.58        2500.00        99.5729                 NaN  0.228877                 NaN            NaN            NaN            NaN            NaN            NaN  0.743142E-001  0.358957E-002  0.120347                 NaN
  1243.35        2500.00        99.6960                 NaN  0.266160                 NaN            NaN            NaN            NaN            NaN            NaN  0.378604E-001            NaN            NaN            NaN
  1242.12        2500.00        99.7613                 NaN  0.177470                 NaN            NaN            NaN            NaN            NaN            NaN  0.611882E-001            NaN            NaN            NaN
  1240.89        2500.00        99.0754                 NaN  0.172439                 NaN            NaN            NaN            NaN            NaN            NaN  0.117604       0.960877E-002  0.624993                 NaN
  1239.66        2500.00        99.5771                 NaN  0.243161                 NaN            NaN            NaN            NaN            NaN            NaN  0.783689E-001  0.253477E-002  0.988746E-001            NaN
  1238.43        2500.00        99.7253                 NaN  0.267788                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.692447E-002            NaN            NaN
  1237.20        2500.00        98.7496                 NaN  0.167376       0.400596E-001            NaN            NaN            NaN            NaN            NaN  0.195216                 NaN  0.690022       0.157758     
  1235.97        2500.00        99.4361                 NaN  0.229528                 NaN            NaN            NaN            NaN            NaN            NaN  0.533088E-001  0.530953E-003  0.280581                 NaN
  1234.74        2500.00        99.6195                 NaN  0.338454                 NaN            NaN            NaN            NaN            NaN            NaN  0.227677E-002            NaN  0.397665E-001            NaN
  1233.51        2500.00        98.6797                 NaN  0.734300E-001            NaN            NaN            NaN            NaN            NaN            NaN  0.202619       0.762391E-002  0.931004       0.105631     
  1232.29        2500.00        98.0826                 NaN  0.245588       0.639670                 NaN            NaN            NaN            NaN            NaN  0.181425                 NaN  0.850748                 NaN
  1231.06        2500.00        83.8724                 NaN   1.71044                 NaN            NaN            NaN            NaN            NaN            NaN   1.41754       0.779672E-001   7.70133        5.22030     
  1229.83        2500.00                 NaN            NaN   11.8784                 NaN            NaN            NaN            NaN            NaN            NaN   8.28850       0.604382        46.2137        33.0151     
  1228.60        2500.00                 NaN            NaN  0.232042E-002   11.8770                 NaN            NaN            NaN            NaN            NaN   8.29158       0.603950        46.2090        33.0161     
  1227.37        2500.00                 NaN            NaN  0.164666E-001   11.8641                 NaN            NaN            NaN            NaN            NaN   8.29455       0.603529        46.2043        33.0171     
  1226.14        2500.00                 NaN            NaN  0.485696E-001   11.8330                 NaN            NaN            NaN            NaN            NaN   8.29734       0.603138        46.1999        33.0180     
  1224.91        2500.00                 NaN            NaN  0.719950E-001   11.8107                 NaN            NaN            NaN            NaN            NaN   8.30022       0.602729        46.1953        33.0190     
  1223.68        2500.00                 NaN            NaN  0.893466E-001   11.7946                 NaN            NaN            NaN            NaN            NaN   8.30314       0.602304        46.1906        33.0200     
  1222.45        2500.00                 NaN            NaN  0.111092        11.7740                 NaN            NaN            NaN            NaN            NaN   8.30603       0.601887        46.1860        33.0209     
  1221.22        2500.00                 NaN            NaN  0.131336        11.7550                 NaN            NaN            NaN            NaN            NaN   8.30892       0.601463        46.1814        33.0219     
  1220.00        2500.00                 NaN            NaN  0.154968        11.7326                 NaN            NaN            NaN            NaN            NaN   8.31179       0.601043        46.1768        33.0229     
  1218.77        2500.00                 NaN            NaN  0.172715        11.7161                 NaN            NaN            NaN            NaN            NaN   8.31468       0.600603        46.1720        33.0239     
  1217.54        2500.00                 NaN            NaN  0.194242        11.6958                 NaN            NaN            NaN            NaN            NaN   8.31748       0.600178        46.1674        33.0248     
  1216.31        2500.00                 NaN            NaN  0.216233        11.6751                 NaN            NaN            NaN            NaN            NaN   8.32047       0.599745        46.1627        33.0258     
  1215.08        2500.00                 NaN            NaN  0.235829        11.6567                 NaN            NaN            NaN            NaN            NaN   8.32335       0.599311        46.1580        33.0268     
  1213.85        2500.00                 NaN            NaN  0.258074        11.6358                 NaN            NaN            NaN            NaN            NaN   8.32623       0.598869        46.1532        33.0278     
  1212.62        2500.00                 NaN            NaN  0.280501        11.6147                 NaN            NaN            NaN            NaN            NaN   8.32917       0.598424        46.1484        33.0288     
  1211.39        2500.00                 NaN            NaN  0.303695        11.5928                 NaN            NaN            NaN            NaN            NaN   8.33189       0.597984        46.1439        33.0298     
  1210.16        2500.00                 NaN            NaN  0.321759        11.5761                 NaN            NaN            NaN            NaN            NaN   8.33489       0.597538        46.1390        33.0308     
  1208.93        2500.00                 NaN            NaN  0.220347E-001   11.8800                 NaN            NaN            NaN            NaN            NaN   8.34059       0.596460        46.1285        33.0324     
  1207.70        2500.00                 NaN            NaN   1.49830        10.3985                 NaN            NaN            NaN            NaN            NaN   8.32176       0.601080        46.1463        33.0340     
  1206.48        2500.00                 NaN            NaN   10.7594        1.15880                 NaN            NaN            NaN            NaN            NaN   8.36636       0.592328        46.0861        33.0370     
  1205.25        2500.00                 NaN            NaN   10.5205        1.40432                 NaN            NaN            NaN            NaN            NaN   8.35621       0.591430        46.0869        33.0407     
  1204.02        2500.00                 NaN            NaN   1.99427        9.90846                 NaN            NaN            NaN            NaN            NaN   8.33384       0.599039        46.1266        33.0378     
  1202.79        2500.00                 NaN            NaN   2.00005        9.90443                 NaN            NaN            NaN            NaN            NaN   8.33658       0.598527        46.1215        33.0390     
  1201.56        2500.00                 NaN            NaN   1.79544        10.1100                 NaN            NaN            NaN            NaN            NaN   8.33878       0.598021        46.1184        33.0394     
  1200.33        2500.00                 NaN            NaN   1.51137        10.3955                 NaN            NaN            NaN            NaN            NaN   8.34379       0.597076        46.1128        33.0395     
  1199.10        2500.00                 NaN            NaN   11.9545                 NaN            NaN            NaN            NaN            NaN            NaN   8.35499       0.582581        46.0606        33.0473     
  1197.87        2500.00                 NaN            NaN  0.526814        11.3852                 NaN            NaN            NaN            NaN            NaN   8.36381       0.592879        46.0904        33.0410     
  1196.64        2500.00                 NaN            NaN   2.02093        9.89243                 NaN            NaN            NaN            NaN            NaN   8.35015       0.595936        46.0959        33.0446     
  1195.41        2500.00                 NaN            NaN   2.02398        9.89119                 NaN            NaN            NaN            NaN            NaN   8.35288       0.595406        46.0908        33.0458     
  1194.19        2500.00                 NaN            NaN   1.90542        10.0118                 NaN            NaN            NaN            NaN            NaN   8.35408       0.594947        46.0872        33.0466     
  1192.96        2500.00                 NaN            NaN   1.89382        10.0250                 NaN            NaN            NaN            NaN            NaN   8.35691       0.594412        46.0822        33.0476     
  1191.73        2500.00                 NaN            NaN   1.87841        10.0421                 NaN            NaN            NaN            NaN            NaN   8.35981       0.593863        46.0771        33.0487     
  1190.50        2500.00                 NaN            NaN   2.09658        9.82237                 NaN            NaN            NaN            NaN            NaN   8.36129       0.593709        46.0772        33.0489     
  1189.27        2500.00                 NaN            NaN   2.10876        9.81202                 NaN            NaN            NaN            NaN            NaN   8.36385       0.593194        46.0721        33.0500     
  1188.04        2500.00                 NaN            NaN   1.82129        10.0932                 NaN            NaN            NaN            NaN            NaN   8.35690       0.594669        46.0853        33.0487     
  1186.81        2500.00                 NaN            NaN   1.93115        9.98530                 NaN            NaN            NaN            NaN            NaN   8.35649       0.595472        46.0808        33.0508     
  1185.58        2500.00                 NaN            NaN   1.89315        10.0247                 NaN            NaN            NaN            NaN            NaN   8.35839       0.595104        46.0769        33.0517     
  1184.35        2500.00                 NaN            NaN   1.82848        10.0909                 NaN            NaN            NaN            NaN            NaN   8.36066       0.594525        46.0730        33.0524     
  1183.12        2500.00                 NaN            NaN   1.99965        9.93348                 NaN            NaN            NaN            NaN            NaN   8.37796       0.590750        46.0406        33.0576     
  1181.90        2500.00                 NaN            NaN   2.41248        9.52556                 NaN            NaN            NaN            NaN            NaN   8.37426       0.590778        46.0370        33.0599     
  1180.67        2500.00                 NaN            NaN   11.9714                 NaN            NaN            NaN            NaN            NaN            NaN   8.37514       0.587282        45.9981        33.0681     
  1179.44        2500.00                 NaN            NaN   1.79490        10.1422                 NaN            NaN            NaN            NaN            NaN   8.38567       0.589137        46.0279        33.0602     
  1178.21        2500.00                 NaN            NaN   1.74181        10.1967                 NaN            NaN            NaN            NaN            NaN   8.38946       0.588372        46.0225        33.0611     
  1176.98        2500.00                 NaN            NaN   1.90906        10.0313                 NaN            NaN            NaN            NaN            NaN   8.39078       0.587946        46.0185        33.0624     
  1175.75        2500.00                 NaN            NaN   1.81440        10.1280                 NaN            NaN            NaN            NaN            NaN   8.39488       0.587091        46.0122        33.0634     
  1174.52        2500.00                 NaN            NaN   1.37868        10.5670                 NaN            NaN            NaN            NaN            NaN   8.40550       0.585304        45.9992        33.0644     
  1173.29        2500.00                 NaN            NaN   1.57352        10.3759                 NaN            NaN            NaN            NaN            NaN   8.40657       0.584918        45.9927        33.0664     
  1172.06        2500.00                 NaN            NaN   2.32154        9.60999                 NaN            NaN            NaN            NaN            NaN   8.42631       0.586305        45.9960        33.0599     
  1170.83        2500.00                 NaN            NaN   2.00147        9.95331                 NaN            NaN            NaN            NaN            NaN   8.40690       0.583261        45.9861        33.0689     
  1169.61        2500.00                 NaN            NaN   2.14315        9.81552                 NaN            NaN            NaN            NaN            NaN   8.40730       0.582915        45.9805        33.0706     
  1168.38        2500.00                 NaN            NaN  0.261708E-003   8.27031        3.66429                 NaN            NaN            NaN            NaN   8.36853       0.600275        46.0184        33.0779     
  1167.15        2500.00                 NaN            NaN   3.06568        8.88224                 NaN            NaN            NaN            NaN            NaN   8.42271       0.585928        45.9734        33.0701     
  1165.92        2500.00                 NaN            NaN  0.250665E-003   8.39125        3.55717                 NaN            NaN            NaN            NaN   8.37417       0.598057        45.9961        33.0830     
  1164.69        2500.00                 NaN            NaN   2.32660       0.231130E-003   9.47424       0.132602E-005            NaN            NaN            NaN   8.30768       0.618527        46.2291        33.0436     
  1163.46        2500.00                 NaN            NaN   2.23389       0.231130E-003   9.62999       0.106365E-005            NaN            NaN            NaN   8.33313       0.609575        46.1340        33.0592     
  1162.23        2500.00                 NaN            NaN   3.20791        8.74919                 NaN            NaN            NaN            NaN            NaN   8.43264       0.583646        45.9512        33.0754     
  1161.00        2500.00                 NaN            NaN   3.92346        8.04869                 NaN            NaN            NaN            NaN            NaN   8.43914       0.580518        45.9293        33.0789     
  1159.77        2500.00                 NaN            NaN   2.60467       0.231085E-003   9.19054       0.123944E-004            NaN            NaN            NaN   8.32149       0.615539        46.2290        33.0385     
  1158.54        2500.00                 NaN            NaN   2.59485       0.231080E-003   9.20246       0.114198E-004            NaN            NaN            NaN   8.32315       0.615040        46.2243        33.0400     
  1157.31        2500.00                 NaN            NaN   2.58976       0.231075E-003   9.20833       0.265373E-005            NaN            NaN            NaN   8.32410       0.614791        46.2215        33.0412     
  1156.09        2500.00                 NaN            NaN   2.58671       0.231070E-003   9.21066       0.264494E-005            NaN            NaN            NaN   8.32413       0.614838        46.2213        33.0422     
  1154.86        2500.00                 NaN            NaN   4.05266        7.92336                 NaN            NaN            NaN            NaN            NaN   8.44476       0.580311        45.9152        33.0837     
  1153.63        2500.00                 NaN            NaN  0.298325E-003   8.20880        3.74163                 NaN            NaN            NaN            NaN   8.39450       0.592920        45.9776        33.0843     
  1152.40        2500.00                 NaN            NaN   2.60132       0.342138E-003   9.19097       0.303718E-005            NaN            NaN            NaN   8.32022       0.616419        46.2265        33.0442     
  1151.17        2500.00                 NaN            NaN   2.78993       0.231053E-003   8.99562                 NaN            NaN            NaN            NaN   8.31966       0.617250        46.2327        33.0446     
  1149.94        2500.00                 NaN            NaN   3.84056        8.15394                 NaN            NaN            NaN            NaN            NaN   8.46420       0.574428        45.8751        33.0918     
  1148.71        2500.00                 NaN            NaN   2.10782        9.87114                 NaN            NaN            NaN            NaN            NaN   8.46860       0.575895        45.8909        33.0857     
  1147.48        2500.00                 NaN            NaN   2.78943        9.19707                 NaN            NaN            NaN            NaN            NaN   8.46837       0.575198        45.8797        33.0903     
  1146.25        2500.00                 NaN            NaN   2.66188       0.362667E-003   9.14398       0.380449E-005            NaN            NaN            NaN   8.33434       0.612307        46.1959        33.0512     
  1145.02        2500.00                 NaN            NaN   3.27467        8.70794                 NaN            NaN            NaN            NaN            NaN   8.46532       0.576154        45.8863        33.0896     
  1143.80        2500.00                 NaN            NaN   3.12967        8.86193                 NaN            NaN            NaN            NaN            NaN   8.47247       0.574124        45.8677        33.0941     
  1142.57        2500.00                 NaN            NaN  0.527345E-003   7.04763        4.90101                 NaN            NaN            NaN            NaN   8.40289       0.586724        45.9815        33.0798     
  1141.34        2500.00                 NaN            NaN   2.91920        9.07357                 NaN            NaN            NaN            NaN            NaN   8.47820       0.572788        45.8632        33.0931     
  1140.11        2500.00                 NaN            NaN   2.89119        9.10775                 NaN            NaN            NaN            NaN            NaN   8.48514       0.571190        45.8497        33.0951     
  1138.88        2500.00                 NaN            NaN   4.16695        7.84703                 NaN            NaN            NaN            NaN            NaN   8.48055       0.570394        45.8311        33.1040     
  1137.65        2500.00                 NaN            NaN   3.97508        8.03970                 NaN            NaN            NaN            NaN            NaN   8.48480       0.569155        45.8269        33.1043     
  1136.42        2500.00                 NaN            NaN   4.26091        7.75793                 NaN            NaN            NaN            NaN            NaN   8.48468       0.569373        45.8202        33.1069     
  1135.19        2500.00                 NaN            NaN   2.68505       0.230988E-003   9.13594       0.448523E-005            NaN            NaN            NaN   8.34405       0.608697        46.1612        33.0648     
  1133.96        2500.00                 NaN            NaN   4.16985        7.85330                 NaN            NaN            NaN            NaN            NaN   8.49088       0.567633        45.8093        33.1091     
  1132.73        2500.00                 NaN            NaN   4.00481        8.01994                 NaN            NaN            NaN            NaN            NaN   8.49587       0.566395        45.8034        33.1096     
  1131.51        2500.00                 NaN            NaN   4.22962        7.80551                 NaN            NaN            NaN            NaN            NaN   8.50178       0.564268        45.7855        33.1133     
  1130.28        2500.00                 NaN            NaN   4.25366        7.78476                 NaN            NaN            NaN            NaN            NaN   8.50463       0.563416        45.7787        33.1149     
  1129.05        2500.00                 NaN            NaN   4.26753        7.77442                 NaN            NaN            NaN            NaN            NaN   8.50772       0.562459        45.7714        33.1164     
  1127.82        2500.00                 NaN            NaN   2.73721       0.384920E-003   9.11123       0.129957E-004            NaN            NaN            NaN   8.37050       0.599124        46.1063        33.0752     
  1126.59        2500.00                 NaN            NaN   4.22836        7.82169                 NaN            NaN            NaN            NaN            NaN   8.51538       0.559959        45.7548        33.1198     
  1125.36        2500.00                 NaN            NaN   3.26906        8.75968                 NaN            NaN            NaN            NaN            NaN   8.51121       0.564088        45.7823        33.1137     
  1124.13        2500.00                 NaN            NaN   3.02725        9.00573                 NaN            NaN            NaN            NaN            NaN   8.51602       0.563331        45.7723        33.1154     
  1122.90        2500.00                 NaN            NaN   2.08052        9.94902                 NaN            NaN            NaN            NaN            NaN   8.53447       0.557734        45.7659        33.1124     
  1121.67        2500.00                 NaN            NaN   2.81478       0.230920E-003   9.01773       0.685103E-005            NaN            NaN            NaN   8.36093       0.603594        46.1283        33.0744     
  1120.44        2500.00                 NaN            NaN   2.96470       0.230917E-003   8.85717       0.384426E-004            NaN            NaN            NaN   8.33992       0.609074        46.1572        33.0716     
  1119.22        2500.00                 NaN            NaN   2.82854       0.230911E-003   8.99951       0.113457E-004            NaN            NaN            NaN   8.35756       0.603822        46.1367        33.0737     
  1117.99        2500.00                 NaN            NaN   2.82841       0.230908E-003   9.00250       0.181621E-004            NaN            NaN            NaN   8.36060       0.602920        46.1300        33.0753     
  1116.76        2500.00                 NaN            NaN   2.94248       0.230903E-003   8.88442       0.264396E-004            NaN            NaN            NaN   8.34593       0.606758        46.1454        33.0748     
  1115.53        2500.00                 NaN            NaN   2.48538        9.56843                 NaN            NaN            NaN            NaN            NaN   8.54074       0.556879        45.7247        33.1239     
  1114.30        2500.00                 NaN            NaN   2.93634       0.230893E-003   8.89253       0.182263E-004            NaN            NaN            NaN   8.35123       0.605125        46.1372        33.0774     
  1113.07        2500.00                 NaN            NaN   2.93717       0.230887E-003   8.89214       0.244864E-004            NaN            NaN            NaN   8.35409       0.604435        46.1332        33.0787     
  1111.84        2500.00                 NaN            NaN   2.98441       0.230877E-003   8.84152       0.314037E-004            NaN            NaN            NaN   8.35122       0.605602        46.1383        33.0786     
  1110.61        2500.00                 NaN            NaN   2.96311       0.230875E-003   8.86469       0.265049E-004            NaN            NaN            NaN   8.35886       0.603719        46.1293        33.0801     
  1109.38        2500.00                 NaN            NaN   2.42085        9.64519                 NaN            NaN            NaN            NaN            NaN   8.55726       0.552951        45.6931        33.1306     
  1108.15        2500.00                 NaN            NaN   3.26539       0.230821E-003   8.48397       0.957243E-004            NaN            NaN            NaN   8.41499       0.601967        46.1846        33.0488     
  1106.92        2500.00                 NaN            NaN   3.00900       0.230859E-003   8.82259       0.300148E-004            NaN            NaN            NaN   8.36581       0.602287        46.1161        33.0839     
  1105.70        2500.00                 NaN            NaN   3.32022       0.230812E-003   8.44088       0.109876E-003            NaN            NaN            NaN   8.40248       0.599463        46.1803        33.0563     
  1104.47        2500.00                 NaN            NaN   2.97019       0.230842E-003   8.86534       0.177198E-004            NaN            NaN            NaN   8.36337       0.601913        46.1150        33.0839     
  1103.24        2500.00                 NaN            NaN   2.29965        9.78647                 NaN            NaN            NaN            NaN            NaN   8.57149       0.548395        45.6576        33.1364     
  1102.01        2500.00                 NaN            NaN   1.48275        10.5958                 NaN            NaN            NaN            NaN            NaN   8.59770       0.544515        45.6451        33.1342     
  1100.78        2500.00                 NaN            NaN   1.67651        10.4029                 NaN            NaN            NaN            NaN            NaN   8.59893       0.544235        45.6421        33.1352     
  1099.55        2500.00                 NaN            NaN   1.04447        11.0443                 NaN            NaN            NaN            NaN            NaN   8.60875       0.541807        45.6229        33.1377     
  1098.32        2500.00                 NaN            NaN   1.03046        11.0614                 NaN            NaN            NaN            NaN            NaN   8.61216       0.540968        45.6159        33.1391     
  1097.09        2500.00                 NaN            NaN   12.1229                 NaN            NaN            NaN            NaN            NaN            NaN   8.63695       0.533061        45.5606        33.1464     
  1095.86        2500.00                 NaN            NaN   3.33957       0.230766E-003   8.43056       0.123997E-003            NaN            NaN            NaN   8.42236       0.595923        46.1475        33.0637     
  1094.63        2500.00                 NaN            NaN   1.15072        10.9500                 NaN            NaN            NaN            NaN            NaN   8.62044       0.538514        45.5970        33.1434     
  1093.41        2500.00                 NaN            NaN   2.99700       0.230796E-003   8.85910       0.219113E-004            NaN            NaN            NaN   8.38642       0.595199        46.0652        33.0969     
  1092.18        2500.00                 NaN            NaN   3.00301       0.230788E-003   8.85269       0.192570E-004            NaN            NaN            NaN   8.38935       0.593965        46.0644        33.0964     
  1090.95        2500.00                 NaN            NaN   3.06253       0.230790E-003   8.79698       0.355002E-004            NaN            NaN            NaN   8.39160       0.593606        46.0560        33.0990     
  1089.72        2500.00                 NaN            NaN   2.99803       0.230778E-003   8.86432       0.198011E-004            NaN            NaN            NaN   8.38761       0.594681        46.0543        33.1008     
  1088.49        2500.00                 NaN            NaN   3.01940       0.230777E-003   8.84394       0.257422E-004            NaN            NaN            NaN   8.39415       0.592677        46.0485        33.1011     
  1087.26        2500.00                 NaN            NaN   3.03627       0.230774E-003   8.82620       0.268687E-004            NaN            NaN            NaN   8.39645       0.592129        46.0474        33.1013     
  1086.03        2500.00                 NaN            NaN   3.05691       0.230761E-003   8.80448       0.294382E-004            NaN            NaN            NaN   8.39745       0.591875        46.0477        33.1013     
  1084.80        2500.00                 NaN            NaN   2.96180       0.230771E-003   8.93213       0.196998E-004            NaN            NaN            NaN   8.40149       0.588657        46.0024        33.1132     
  1083.57        2500.00                 NaN            NaN  0.837111        11.2935                 NaN            NaN            NaN            NaN            NaN   8.65377       0.530464        45.5289        33.1563     
  1082.34        2500.00                 NaN            NaN  0.896623        11.2366                 NaN            NaN            NaN            NaN            NaN   8.65624       0.529776        45.5232        33.1576     
  1081.12        2500.00                 NaN            NaN   1.61516        10.5138                 NaN            NaN            NaN            NaN            NaN   8.65175       0.530949        45.5306        33.1578     
  1079.89        2500.00                 NaN            NaN   2.84439        9.29396                 NaN            NaN            NaN            NaN            NaN   8.62499       0.534018        45.5375        33.1651     
  1078.66        2500.00                 NaN            NaN  0.685173        11.4600                 NaN            NaN            NaN            NaN            NaN   8.66853       0.526592        45.4974        33.1623     
  1077.43        2500.00                 NaN            NaN  0.247144E-003   7.95457        4.12360                 NaN            NaN            NaN            NaN   8.51800       0.555552        45.6829        33.1651     
  1076.20        2500.00                 NaN            NaN   3.11016       0.230717E-003   8.76141       0.255602E-004            NaN            NaN            NaN   8.41052       0.588392        46.0184        33.1108     
  1074.97        2500.00                 NaN            NaN  0.319488        11.8393                 NaN            NaN            NaN            NaN            NaN   8.68234       0.522960        45.4686        33.1674     
  1073.74        2500.00                 NaN            NaN   3.11907       0.230706E-003   8.75679       0.254400E-004            NaN            NaN            NaN   8.41720       0.585801        46.0086        33.1123     
  1072.51        2500.00                 NaN            NaN   3.10842       0.230702E-003   8.77178       0.254307E-004            NaN            NaN            NaN   8.42054       0.584809        46.0000        33.1142     
  1071.28        2500.00                 NaN            NaN   7.79103        4.29704                 NaN            NaN            NaN            NaN            NaN   8.52278       0.556177        45.6602        33.1728     
  1070.05        2500.00                 NaN            NaN   8.05368        4.04494                 NaN            NaN            NaN            NaN            NaN   8.52587       0.553191        45.6475        33.1748     
  1068.83        2500.00                 NaN            NaN   7.96298        4.13723                 NaN            NaN            NaN            NaN            NaN   8.52854       0.552980        45.6423        33.1760     
  1067.60        2500.00                 NaN            NaN   3.14645       0.230683E-003   8.74713       0.254680E-004            NaN            NaN            NaN   8.43280       0.581765        45.9701        33.1215     
  1066.37        2500.00                 NaN            NaN   7.44171        4.59456                 NaN            NaN            NaN            NaN            NaN   8.58356       0.552973        45.6740        33.1532     
  1065.14        2500.00                 NaN            NaN   7.81063        4.28770                 NaN            NaN            NaN            NaN            NaN   8.53331       0.553317        45.6361        33.1789     
  1063.91        2500.00                 NaN            NaN   7.95710        4.15079                 NaN            NaN            NaN            NaN            NaN   8.53948       0.550616        45.6199        33.1822     
  1062.68        2500.00                 NaN            NaN   7.55193        4.49913                 NaN            NaN            NaN            NaN            NaN   8.59634       0.549288        45.6444        33.1590     
  1061.45        2500.00                 NaN            NaN   7.90952        4.20355                 NaN            NaN            NaN            NaN            NaN   8.54160       0.550411        45.6101        33.1848     
  1060.22        2500.00                 NaN            NaN   7.56769        4.48550                 NaN            NaN            NaN            NaN            NaN   8.60136       0.547729        45.6365        33.1612     
  1058.99        2500.00                 NaN            NaN   7.48357        4.56675                 NaN            NaN            NaN            NaN            NaN   8.60437       0.548430        45.6357        33.1612     
  1057.76        2500.00                 NaN            NaN   7.58771        4.47309                 NaN            NaN            NaN            NaN            NaN   8.60485       0.546329        45.6243        33.1637     
  1056.54        2500.00                 NaN            NaN   7.58070        4.48200                 NaN            NaN            NaN            NaN            NaN   8.60866       0.545959        45.6175        33.1651     
  1055.31        2500.00                 NaN            NaN   7.59712        4.46899                 NaN            NaN            NaN            NaN            NaN   8.61491       0.545139        45.6071        33.1667     
  1054.08        2500.00                 NaN            NaN   7.62359        4.44575                 NaN            NaN            NaN            NaN            NaN   8.61813       0.544260        45.6004        33.1679     
  1052.85        2500.00                 NaN            NaN   7.60577        4.46579                 NaN            NaN            NaN            NaN            NaN   8.62070       0.543660        45.5947        33.1694     
  1051.62        2500.00                 NaN            NaN   7.58890        4.48434                 NaN            NaN            NaN            NaN            NaN   8.62178       0.543377        45.5908        33.1708     
  1050.39        2500.00                 NaN            NaN  0.952983        11.2819                 NaN            NaN            NaN            NaN            NaN   8.75652       0.502391        45.3065        33.1997     
  1049.16        2500.00                 NaN            NaN   7.60179        4.47642                 NaN            NaN            NaN            NaN            NaN   8.62733       0.542097        45.5789        33.1735     
  1047.93        2500.00                 NaN            NaN  0.807709E-005   7.51732        4.55488                 NaN            NaN            NaN            NaN   8.62442       0.543598        45.5867        33.1731     
  1046.70        2500.00                 NaN            NaN  0.802125E-005   7.52399        4.55071                 NaN            NaN            NaN            NaN   8.62721       0.542956        45.5807        33.1744     
  1045.47        2500.00                 NaN            NaN   7.62098        4.46471                 NaN            NaN            NaN            NaN            NaN   8.63570       0.540170        45.5609        33.1776     
  1044.24        2500.00                 NaN            NaN   7.62723        4.46097                 NaN            NaN            NaN            NaN            NaN   8.63848       0.539526        45.5548        33.1790     
  1043.02        2500.00                 NaN            NaN   3.51675       0.504874E-004   8.30838                 NaN            NaN            NaN            NaN   8.52133       0.575629        45.9720        33.1059     
  1041.79        2500.00                 NaN            NaN   3.52164       0.502118E-004   8.30479                 NaN            NaN            NaN            NaN   8.52356       0.575142        45.9680        33.1069     
  1040.56        2500.00                 NaN            NaN   3.52667       0.502895E-004   8.30107                 NaN            NaN            NaN            NaN   8.52576       0.574658        45.9640        33.1078     
  1039.33        2500.00                 NaN            NaN   3.53169       0.500470E-004   8.29735                 NaN            NaN            NaN            NaN   8.52795       0.574172        45.9600        33.1088     
  1038.10        2500.00                 NaN            NaN   3.53673       0.498852E-004   8.29361                 NaN            NaN            NaN            NaN   8.53015       0.573686        45.9560        33.1098     
  1036.87        2500.00                 NaN            NaN   3.54178       0.496741E-004   8.28988                 NaN            NaN            NaN            NaN   8.53235       0.573198        45.9519        33.1108     
  1035.64        2500.00                 NaN            NaN   3.54689       0.502279E-004   8.28608                 NaN            NaN            NaN            NaN   8.53454       0.572712        45.9480        33.1118     
  1034.41        2500.00                 NaN            NaN   3.55199       0.500235E-004   8.28229                 NaN            NaN            NaN            NaN   8.53673       0.572221        45.9440        33.1128     
  1033.18        2500.00                 NaN            NaN  0.660255E-005   7.59382        4.50879                 NaN            NaN            NaN            NaN   8.65768       0.535843        45.5143        33.1896     
  1031.95        2500.00                 NaN            NaN   3.56236       0.497793E-004   8.27456                 NaN            NaN            NaN            NaN   8.54108       0.571243        45.9360        33.1147     
  1030.73        2500.00                 NaN            NaN   3.56753       0.491351E-004   8.27069                 NaN            NaN            NaN            NaN   8.54325       0.570758        45.9320        33.1157     
  1029.50        2500.00                 NaN            NaN   3.57276       0.489401E-004   8.26678                 NaN            NaN            NaN            NaN   8.54542       0.570267        45.9280        33.1167     
  1028.27        2500.00                 NaN            NaN   3.57802       0.490225E-004   8.26284                 NaN            NaN            NaN            NaN   8.54758       0.569777        45.9240        33.1177     
  1027.04        2500.00                 NaN            NaN   3.58325       0.489469E-004   8.25893                 NaN            NaN            NaN            NaN   8.54975       0.569286        45.9201        33.1187     
  1025.81        2500.00                 NaN            NaN   3.10097        8.17001       0.609890                 NaN            NaN            NaN            NaN   8.56854       0.563782        45.8565        33.1303     
  1024.58        2500.00                 NaN            NaN   7.62636        4.45271       0.424225E-001            NaN            NaN            NaN            NaN   8.67750       0.531100        45.4705        33.1994     
  1023.35        2500.00                 NaN            NaN   6.96837        5.19883                 NaN            NaN            NaN            NaN            NaN   8.70519       0.524643        45.3884        33.2146     
  1022.12        2500.00                 NaN            NaN   6.43206        5.77608                 NaN            NaN            NaN            NaN            NaN   8.73228       0.512072        45.3301        33.2174     
  1020.89        2500.00                 NaN            NaN   7.34826       0.387967        4.39902       0.987892E-006            NaN            NaN            NaN   8.69013       0.527769        45.4421        33.2047     
  1019.66        2500.00                 NaN            NaN   7.65900        4.47252                 NaN            NaN            NaN            NaN            NaN   8.68828       0.528567        45.4467        33.2050     
  1018.44        2500.00                 NaN            NaN   7.65613        3.87566       0.594218                 NaN            NaN            NaN            NaN   8.68685       0.529657        45.4525        33.2049     
  1017.21        2500.00                 NaN            NaN   3.62573       0.356303E-003   8.22682                 NaN            NaN            NaN            NaN   8.56690       0.565335        45.8883        33.1266     
