|6.6.6
Archiving\03_Data\eq/QFM_m4.75/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1278.85        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1275.64        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1272.44        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1269.23        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1266.03        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1262.82        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1259.62        2500.00                 NaN  0.964242       0.267049E-002  0.561582                 NaN   14.8297        28.8787        20.0075        26.4675        8.28813     
  1256.41        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1253.21        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1250.00        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1246.79        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1243.59        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1240.38        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1237.18        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1233.97        2500.00                 NaN  0.964242       0.236317E-002  0.565942                 NaN   14.9198        30.2620        24.7543        20.1061        8.42514     
  1230.77        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1227.56        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1224.36        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1221.15        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1217.95        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1214.74        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1211.54        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1208.33        2500.00                 NaN  0.964242       0.206460E-002  0.579939                 NaN   14.9945        31.4842        20.1538        23.2699        8.55127     
  1205.13        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1201.92        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1198.72        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1195.51        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1192.31        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1189.10        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1185.90        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1182.69        2500.00                 NaN  0.964242       0.177003E-002  0.601641                 NaN   15.0562        32.5910        21.9501        20.1687        8.66638     
  1179.49        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1176.28        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1173.08        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1169.87        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1166.67        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1163.46        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1160.26        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1157.05        2500.00                 NaN  0.964243       0.147750E-002  0.631784                 NaN   15.1065        33.5757        20.7941        20.1498        8.77637     
  1153.85        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1150.64        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1147.44        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1144.23        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1141.03        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1137.82        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1134.62        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1131.41        2500.00                 NaN  0.964243       0.119890E-002  0.668301                 NaN   15.1429        34.4940        20.1289        19.7286        8.87183     
  1128.21        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1125.00        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1121.79        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1118.59        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1115.38        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1112.18        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1108.97        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1105.77        2500.00                 NaN  0.964243       0.905936E-003  0.710829                 NaN   15.1704        35.3495        20.0912        18.7511        8.96186     
  1102.56        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1099.36        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1096.15        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1092.95        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1089.74        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1086.54        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1083.33        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1080.13        2500.00                 NaN  0.964244       0.618963E-003  0.760120                 NaN   15.1889        36.1400        20.0359        17.8629        9.04729     
  1076.92        2500.00                 NaN  0.964244       0.339709E-003  0.815812                 NaN   15.1936        36.8934        19.9854        17.0268        9.12045     
  1073.72        2500.00                 NaN  0.964244       0.339709E-003  0.815812                 NaN   15.1936        36.8934        19.9854        17.0268        9.12045     
  1070.51        2500.00                 NaN  0.964244       0.339709E-003  0.815812                 NaN   15.1936        36.8934        19.9854        17.0268        9.12045     
  1067.31        2500.00                 NaN  0.964244       0.339709E-003  0.815812                 NaN   15.1936        36.8934        19.9854        17.0268        9.12045     
  1064.10        2500.00                 NaN  0.964244       0.196994E-003  0.846130                 NaN   15.1945        37.2535        19.9506        16.6330        9.15781     
  1060.90        2500.00                 NaN  0.964244       0.196994E-003  0.846130                 NaN   15.1945        37.2535        19.9506        16.6330        9.15781     
  1057.69        2500.00                 NaN  0.964244       0.128957E-003  0.861732                 NaN   15.1921        37.4338        16.4356        19.9397        9.17275     
  1054.49        2500.00                 NaN  0.964245                 NaN  0.868151                 NaN   15.1952        37.6385        19.9105        16.2377        9.18567     
  1051.28        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1048.08        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1044.87        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1041.67        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1038.46        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1035.26        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1032.05        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1028.85        2500.00                 NaN  0.964245                 NaN  0.877348                 NaN   15.1912        37.6122        19.9239        16.2411        9.19001     
  1025.64        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1022.44        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1019.23        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1016.03        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1012.82        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1009.62        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1006.41        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1003.21        2500.00                 NaN  0.964246                 NaN  0.947111                 NaN   15.1742        38.3010        15.5046        19.8591        9.24967     
  1000.00        2500.00                 NaN  0.964247                 NaN   1.02341                 NaN   15.1473        38.9658        19.7904        14.8057        9.30312     
