|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.25/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.6413       0.358741                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.6290       0.371042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.6167       0.383342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.6044       0.395642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.5921       0.407942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.5798       0.420242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.5675       0.432542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.5552       0.444842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5429       0.457141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5160       0.484006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.4891       0.510871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.4623       0.537736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4354       0.564600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4085       0.591464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.3817       0.618328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.3548       0.645192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3279       0.672055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.2656       0.734400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2033       0.796744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.1409       0.859087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.0786       0.921430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.0162       0.983773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        98.9539        1.04612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.8915        1.10846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.8292        1.17080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.6599        1.34005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.4907        1.50931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.3214        1.67856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.1522        1.84782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        97.9028        2.09719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.6121        2.38507       0.284193E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        97.2231        2.75329       0.236495E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        96.8340        3.12151       0.444572E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        96.2823        3.65416       0.635502E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        95.7305        4.18683       0.826436E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        95.1788        4.71950       0.101737                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        94.6270        5.25218       0.120831                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        94.0752        5.78487       0.139926                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        93.5234        6.31757       0.159020                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        92.9716        6.85028       0.178115                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        92.4198        7.38299       0.197210                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        91.7992        7.98642       0.214338                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        91.1787        8.58986       0.231465                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        90.5581        9.19332       0.248593                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        89.9375        9.79678       0.265722                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        89.3169        10.4003       0.282851                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        88.6963        11.0038       0.299980                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        88.0756        11.6073       0.317110                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        87.4550        12.2108       0.334240                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        86.8492        12.8009       0.349932                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        86.2434        13.3910       0.365624                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.6375        13.9812       0.381317                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        85.0317        14.5713       0.397010                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.4258        15.1615       0.412703                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.8200        15.7516       0.428397                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.2141        16.3418       0.444092                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.6082        16.9320       0.459786                 NaN            NaN            NaN            NaN            NaN            NaN
