|6.6.6
Archiving\03_Data\DeqLP/QFM_m0.25/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.6864       0.313573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.6750       0.325022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.6635       0.336473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.6521       0.347927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.6406       0.359383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.6292       0.370842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.6177       0.382303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.6062       0.393767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.5948       0.405233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.5697       0.430262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.5447       0.455298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.5197       0.480339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.4946       0.505386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.4696       0.530439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.4445       0.555497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.4194       0.580562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.3944       0.605632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.3363       0.663668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.2783       0.721720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.2202       0.779787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.1621       0.837871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.1040       0.895971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.0459       0.954088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        98.9878        1.01222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        98.9296        1.07037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        98.7719        1.22807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        98.6142        1.38583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        98.4563        1.54366                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        98.2985        1.70155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        98.0660        1.93401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        97.7956        2.20242       0.194085E-002            NaN            NaN            NaN            NaN            NaN            NaN
