|6.6.6
Archiving\03_Data\eq/QFM_m4.5/ALH/ALH_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1932.69        2500.00        98.9740       0.276406       0.749612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.9586       0.276468       0.764976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.9431       0.276529       0.780348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.9277       0.276590       0.795726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.9125       0.276650       0.810864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.8973       0.276711       0.826009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.8821       0.276771       0.841161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.8668       0.276832       0.856319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.8516       0.276893       0.871483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.8364       0.276953       0.886654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        98.8212       0.277014       0.901831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.8059       0.277074       0.917014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.7908       0.277134       0.932054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        98.1305       0.277254       0.928777       0.663466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        97.3849       0.277379       0.921921        1.41577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        96.6387       0.277504       0.915056        2.16879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        95.9044       0.277624       0.906910        2.91106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        95.1695       0.277743       0.898754        3.65400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.4909       0.128279       0.936309        5.05813       0.386328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.9638                 NaN  0.966621        6.35160       0.717962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        91.2714                 NaN  0.953799        7.05651       0.718258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.5785                 NaN  0.940965        7.76196       0.718553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.8851                 NaN  0.928121        8.46795       0.718847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        89.1911                 NaN  0.915265        9.17447       0.719139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        88.4967                 NaN  0.902399        9.88152       0.719430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.8017                 NaN  0.889521        10.5891       0.719720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        87.1062                 NaN  0.876633        11.2972       0.720008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        86.4102                 NaN  0.863734        12.0058       0.720295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.7363                 NaN  0.846984        12.6962       0.720553                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        85.0619                 NaN  0.830221        13.3870       0.720810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        84.3872                 NaN  0.813447        14.0783       0.721065                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        83.7120                 NaN  0.796661        14.7700       0.721318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        83.0406                 NaN  0.777556        15.4603       0.721558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        82.3689                 NaN  0.758438        16.1509       0.721796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.6946                 NaN  0.737772        16.8425       0.722029       0.309441E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        81.0102                 NaN  0.714985        17.5378       0.722262       0.147747E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        80.3314                 NaN  0.689113        18.2309       0.722477       0.261172E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.6522                 NaN  0.663226        18.9244       0.722689       0.374666E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.9728                 NaN  0.637326        19.6182       0.722901       0.488227E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        78.2930                 NaN  0.611411        20.3123       0.723111       0.601856E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        77.6128                 NaN  0.585483        21.0068       0.723319       0.715552E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.9324                 NaN  0.559542        21.7016       0.723526       0.829313E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        76.2516                 NaN  0.533587        22.3967       0.723731       0.943139E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.5706                 NaN  0.507619        23.0922       0.723935       0.105703                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.8904                 NaN  0.475147        23.7938       0.724106       0.116529                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.2101                 NaN  0.442662        24.4957       0.724276       0.127360                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.5294                 NaN  0.410164        25.1978       0.724445       0.138195                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        72.8486                 NaN  0.377653        25.9001       0.724611       0.149036                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.1675                 NaN  0.345130        26.6027       0.724776       0.159881                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.4862                 NaN  0.312594        27.3056       0.724940       0.170732                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        70.8046                 NaN  0.280047        28.0086       0.725102       0.181587                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.1229                 NaN  0.247488        28.7119       0.725262       0.192446                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        69.4420                 NaN  0.210127        29.4196       0.725399       0.202890                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        68.7609                 NaN  0.172755        30.1275       0.725534       0.213338                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.0796                 NaN  0.135374        30.8356       0.725667       0.223789                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        67.3982                 NaN  0.979814E-001   31.5438       0.725799       0.234244                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        66.7135                 NaN  0.575783E-001   32.2584       0.725918       0.244575                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        66.0288                 NaN  0.171659E-001   32.9731       0.726034       0.254908                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        65.4186                 NaN            NaN   33.5911       0.726252       0.263963                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        64.8599                 NaN            NaN   34.1416       0.726545       0.272011                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        64.3231                 NaN            NaN   34.6703       0.726828       0.279751                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        63.7860                 NaN            NaN   35.1994       0.727110       0.287496                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        63.2486                 NaN            NaN   35.7287       0.727390       0.295247                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        62.7109                 NaN            NaN   36.2584       0.727669       0.303004                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        62.1729                 NaN            NaN   36.7884       0.727946       0.310765                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        61.6345                 NaN            NaN   37.3187       0.728222       0.318532                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        61.0959                 NaN            NaN   37.8493       0.728496       0.326304                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        60.5570                 NaN            NaN   38.3802       0.728769       0.334082                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        60.0604                 NaN            NaN   38.8692       0.729023       0.341327                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        59.5637                 NaN            NaN   39.3585       0.729275       0.348577                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        59.0667                 NaN            NaN   39.8480       0.729527       0.355831                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        58.5694                 NaN            NaN   40.3377       0.729776       0.363089                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        58.0720                 NaN            NaN   40.8276       0.730025       0.370352                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        57.5743                 NaN            NaN   41.3178       0.730272       0.377618                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        57.0763                 NaN            NaN   41.8083       0.730517       0.384890                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        56.5782                 NaN            NaN   42.2989       0.730761       0.392165                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        56.1263                 NaN            NaN   42.7438       0.730984       0.398882                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        55.6743                 NaN            NaN   43.1889       0.731207       0.405602                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        55.2221                 NaN            NaN   43.6341       0.731427       0.412326                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        54.7698                 NaN            NaN   44.0795       0.731647       0.419053                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        54.3172                 NaN            NaN   44.5251       0.731865       0.425783                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        53.8645                 NaN            NaN   44.9709       0.732081       0.432517                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        53.4117                 NaN            NaN   45.4168       0.732296       0.439254                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        52.9587                 NaN            NaN   45.8628       0.732510       0.445994                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        52.5528                 NaN            NaN   46.2623       0.732704       0.452230                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        52.1468                 NaN            NaN   46.6619       0.732896       0.458468                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        51.7406                 NaN            NaN   47.0616       0.733087       0.464710                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        51.3344                 NaN            NaN   47.4614       0.733277       0.470954                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        50.9280                 NaN            NaN   47.8613       0.733466       0.477200                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        50.5216                 NaN            NaN   48.2613       0.733653       0.483448                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        50.1150                 NaN            NaN   48.6615       0.733839       0.489700                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        49.7084                 NaN            NaN   49.0617       0.734024       0.495953                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        49.3490                 NaN            NaN   49.4149       0.734189       0.501857                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        48.9896                 NaN            NaN   49.7683       0.734354       0.507764                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        48.6302                 NaN            NaN   50.1216       0.734517       0.513672                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        48.2706                 NaN            NaN   50.4751       0.734679       0.519583                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        47.9111                 NaN            NaN   50.8286       0.734839       0.525495                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        47.5514                 NaN            NaN   51.1822       0.734999       0.531409                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        47.1917                 NaN            NaN   51.5358       0.735157       0.537325                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        46.8320                 NaN            NaN   51.8894       0.735314       0.543242                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        46.5162                 NaN            NaN   52.1997       0.735454       0.548673                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        46.2004                 NaN            NaN   52.5099       0.735593       0.554106                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        45.8846                 NaN            NaN   52.8202       0.735730       0.559540                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        45.5687                 NaN            NaN   53.1305       0.735867       0.564975                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        45.2528                 NaN            NaN   53.4408       0.736002       0.570411                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        44.9369                 NaN            NaN   53.7512       0.736137       0.575849                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        44.6209                 NaN            NaN   54.0615       0.736270       0.581288                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        44.3050                 NaN            NaN   54.3719       0.736402       0.586728                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        44.0115                 NaN            NaN   54.6587       0.736527       0.593232                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        43.6858                 NaN            NaN   54.9248       0.736690       0.597196       0.554759E-001            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        42.9852                 NaN            NaN   55.0101       0.737275       0.595360       0.672046                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        42.2835                 NaN            NaN   55.0955       0.737860       0.593521        1.28958                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        41.6318                 NaN            NaN   55.1715       0.738411       0.590971        1.86740                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        40.9791                 NaN            NaN   55.2475       0.738962       0.588416        2.44606                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        40.3255                 NaN            NaN   55.3235       0.739513       0.585857        3.02557                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        39.6711                 NaN            NaN   55.3996       0.740064       0.583295        3.60592                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        39.1072                 NaN            NaN   55.4579       0.740547       0.580020        4.11432                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        38.5426                 NaN            NaN   55.5163       0.741030       0.576740        4.62337                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        37.9773                 NaN            NaN   55.5746       0.741513       0.573456        5.13305                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        37.4114                 NaN            NaN   55.6330       0.741996       0.570168        5.64338                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        36.8448                 NaN            NaN   55.6914       0.742479       0.566874        6.15436                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        36.2776                 NaN            NaN   55.7499       0.742962       0.563577        6.66598                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        35.7097                 NaN            NaN   55.8084       0.743445       0.560275        7.17824                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        35.1411                 NaN            NaN   55.8669       0.743928       0.556968        7.69115                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        34.6094                 NaN            NaN   55.9197       0.744397       0.552166        8.17432                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        34.0772                 NaN            NaN   55.9725       0.744866       0.547358        8.65807                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        33.5443                 NaN            NaN   56.0254       0.745335       0.542543        9.14241                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        33.0109                 NaN            NaN   56.0783       0.745805       0.537723        9.62734                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        32.4944                 NaN            NaN   56.1275       0.746263       0.532459        10.0993                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        31.7324                 NaN            NaN   56.1305       0.746919       0.558823        9.20126        1.63004                 NaN            NaN            NaN            NaN
  1516.03        2500.00        30.9094                 NaN            NaN   56.1285       0.747637       0.592795        8.07005        3.55154                 NaN            NaN            NaN            NaN
  1512.82        2500.00        30.0850                 NaN            NaN   56.1264       0.748356       0.626835        6.93668        5.47668                 NaN            NaN            NaN            NaN
  1509.62        2500.00        29.2425                 NaN            NaN   56.1397       0.749115       0.661155        5.97056        7.23690                 NaN            NaN            NaN            NaN
  1506.41        2500.00        28.3985                 NaN            NaN   56.1530       0.749874       0.695548        5.00249        9.00065                 NaN            NaN            NaN            NaN
  1503.21        2500.00        27.5528                 NaN            NaN   56.1662       0.750634       0.730012        4.03247        10.7679                 NaN            NaN            NaN            NaN
  1500.00        2500.00        26.7056                 NaN            NaN   56.1793       0.751394       0.764549        3.06050        12.5387                 NaN            NaN            NaN            NaN
  1496.79        2500.00        25.9043                 NaN            NaN   56.1980       0.752117       0.798309        2.24650        14.1008                 NaN            NaN            NaN            NaN
  1493.59        2500.00        24.9903                 NaN            NaN   56.2546       0.752973       0.822628        1.85563        14.9138       0.410101                 NaN            NaN            NaN
  1490.38        2500.00        24.9891                 NaN            NaN   56.2554       0.752994       0.822663        1.85566        14.9140       0.410107                 NaN            NaN            NaN
  1487.18        2500.00        23.2173                 NaN            NaN   56.3811       0.754643       0.861318        1.49216        1.58843        15.7051                 NaN            NaN            NaN
  1483.97        2500.00        23.2162                 NaN            NaN   56.3818       0.754663       0.861353        1.49218        1.58845        15.7053                 NaN            NaN            NaN
  1480.77        2500.00        23.2151                 NaN            NaN   56.3826       0.754683       0.861389        1.49221        1.58847        15.7056                 NaN            NaN            NaN
  1477.56        2500.00        23.2140                 NaN            NaN   56.3833       0.754703       0.861425        1.49223        1.58849        15.7058                 NaN            NaN            NaN
  1474.36        2500.00        23.2129                 NaN            NaN   56.3841       0.754723       0.861461        1.49225        1.58851        15.7061                 NaN            NaN            NaN
  1471.15        2500.00        23.2118                 NaN            NaN   56.3848       0.754744       0.861497        1.49227        1.58853        15.7063                 NaN            NaN            NaN
  1467.95        2500.00        23.2107                 NaN            NaN   56.3855       0.754764       0.861533        1.49229        1.58855        15.7066                 NaN            NaN            NaN
  1464.74        2500.00        23.2096                 NaN            NaN   56.3863       0.754784       0.861569        1.49231        1.58857        15.7068                 NaN            NaN            NaN
  1461.54        2500.00        17.4356                 NaN            NaN   56.7094       0.760277       0.997153        1.32482        17.2675        5.50530                 NaN            NaN            NaN
  1458.33        2500.00        17.4348                 NaN            NaN   56.7099       0.760294       0.997191        1.32483        17.2677        5.50534                 NaN            NaN            NaN
  1455.13        2500.00        17.4340                 NaN            NaN   56.7103       0.760310       0.997229        1.32484        17.2679        5.50539                 NaN            NaN            NaN
  1451.92        2500.00        17.4333                 NaN            NaN   56.7108       0.760326       0.997266        1.32485        17.2681        5.50543                 NaN            NaN            NaN
  1448.72        2500.00        17.4325                 NaN            NaN   56.7113       0.760342       0.997304        1.32487        17.2683        5.50548                 NaN            NaN            NaN
  1445.51        2500.00        17.4317                 NaN            NaN   56.7117       0.760359       0.997342        1.32488        17.2685        5.50552                 NaN            NaN            NaN
  1442.31        2500.00        17.4309                 NaN            NaN   56.7122       0.760375       0.997380        1.32489        17.2687        5.50557                 NaN            NaN            NaN
  1439.10        2500.00        17.4301                 NaN            NaN   56.7127       0.760391       0.997418        1.32491        17.2689        5.50562                 NaN            NaN            NaN
  1435.90        2500.00        13.2196                 NaN            NaN   56.8065       0.764653        1.12496        2.23337        8.39611        17.4548                 NaN            NaN            NaN
  1432.69        2500.00        13.2191                 NaN            NaN   56.8068       0.764667        1.12500        2.23338        8.39615        17.4549                 NaN            NaN            NaN
  1429.49        2500.00        12.3393                 NaN            NaN   56.8022       0.765608        1.15889        2.52226        8.99735        17.4144                 NaN            NaN            NaN
  1426.28        2500.00        11.8801                 NaN            NaN   56.8140       0.766058        1.17333        2.63667        17.4291        9.25730       0.433324E-001            NaN            NaN
  1423.08        2500.00        11.2097                 NaN            NaN   56.9031       0.766465        1.17962        2.52753        9.39015        17.7219       0.301565                 NaN            NaN
  1419.87        2500.00        11.2093                 NaN            NaN   56.9033       0.766477        1.17966        2.52754        9.39018        17.7220       0.301584                 NaN            NaN
  1416.67        2500.00        11.2089                 NaN            NaN   56.9034       0.766489        1.17970        2.52756        9.39022        17.7221       0.301604                 NaN            NaN
  1413.46        2500.00        11.2084                 NaN            NaN   56.9036       0.766501        1.17974        2.52757        9.39025        17.7223       0.301623                 NaN            NaN
  1410.26        2500.00        9.00375                 NaN            NaN   57.1910       0.767818        1.20122        2.20267        9.78119        18.6654        1.18698                 NaN            NaN
  1407.05        2500.00        9.00344                 NaN            NaN   57.1910       0.767829        1.20126        2.20268        9.78121        18.6655        1.18705                 NaN            NaN
  1403.85        2500.00        9.00312                 NaN            NaN   57.1911       0.767839        1.20130        2.20268        9.78122        18.6656        1.18713                 NaN            NaN
  1400.64        2500.00        9.00281                 NaN            NaN   57.1911       0.767850        1.20134        2.20269        9.78124        18.6657        1.18720                 NaN            NaN
  1397.44        2500.00        9.00250                 NaN            NaN   57.1912       0.767860        1.20138        2.20270        9.78126        18.6658        1.18727                 NaN            NaN
  1394.23        2500.00        9.00218                 NaN            NaN   57.1912       0.767871        1.20142        2.20270        9.78128        18.6660        1.18735                 NaN            NaN
  1391.03        2500.00        9.00187                 NaN            NaN   57.1913       0.767881        1.20146        2.20271        9.78130        18.6661        1.18742                 NaN            NaN
  1387.82        2500.00        9.00155                 NaN            NaN   57.1913       0.767892        1.20149        2.20272        9.78132        18.6662        1.18749                 NaN            NaN
  1384.62        2500.00        6.00635                 NaN            NaN   57.5435       0.769701        1.24089        1.71881        10.1056        20.1048        2.51042                 NaN            NaN
  1381.41        2500.00        6.00618                 NaN            NaN   57.5434       0.769710        1.24093        1.71882        10.1056        20.1049        2.51057                 NaN            NaN
  1378.21        2500.00        6.00601                 NaN            NaN   57.5433       0.769718        1.24097        1.71882        10.1056        20.1049        2.51072                 NaN            NaN
  1375.00        2500.00        6.00584                 NaN            NaN   57.5432       0.769727        1.24100        1.71882        10.1056        20.1050        2.51087                 NaN            NaN
  1371.79        2500.00        6.00567                 NaN            NaN   57.5431       0.769735        1.24104        1.71882        10.1056        20.1051        2.51101                 NaN            NaN
  1368.59        2500.00        6.00550                 NaN            NaN   57.5430       0.769744        1.24107        1.71882        10.1056        20.1052        2.51116                 NaN            NaN
  1365.38        2500.00        6.00533                 NaN            NaN   57.5429       0.769752        1.24111        1.71882        10.1056        20.1052        2.51131                 NaN            NaN
  1362.18        2500.00        6.00516                 NaN            NaN   57.5428       0.769761        1.24115        1.71882        10.1056        20.1053        2.51146                 NaN            NaN
  1358.97        2500.00        3.93405                 NaN            NaN   57.7570       0.771106        1.26889        1.59259        20.9586        10.1873        3.53044                 NaN            NaN
  1355.77        2500.00        3.93396                 NaN            NaN   57.7568       0.771113        1.26893        1.59259        20.9586        10.1873        3.53065                 NaN            NaN
  1352.56        2500.00        3.93387                 NaN            NaN   57.7567       0.771120        1.26896        1.59259        20.9587        10.1873        3.53085                 NaN            NaN
  1349.36        2500.00        3.93378                 NaN            NaN   57.7565       0.771127        1.26900        1.59259        20.9587        10.1872        3.53105                 NaN            NaN
  1346.15        2500.00        3.93369                 NaN            NaN   57.7563       0.771134        1.26903        1.59259        20.9588        10.1872        3.53126                 NaN            NaN
  1342.95        2500.00        3.93360                 NaN            NaN   57.7561       0.771142        1.26907        1.59259        20.9589        10.1872        3.53146                 NaN            NaN
  1339.74        2500.00        3.93351                 NaN            NaN   57.7559       0.771149        1.26910        1.59259        20.9589        10.1872        3.53166                 NaN            NaN
