|6.6.6
Archiving\03_Data\eq/QFM_m4.5/ALH/ALH_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1858.97        2500.00        87.2554                 NaN   2.20923        9.68837       0.847041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.5401                 NaN   2.17722        10.4357       0.846965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        85.8251                 NaN   2.14521        11.1829       0.846889                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.1101                 NaN   2.11320        11.9299       0.846813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.3953                 NaN   2.08120        12.6768       0.846737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.7034                 NaN   2.03998        13.4100       0.846639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.0117                 NaN   1.99877        14.1430       0.846541                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.3201                 NaN   1.95757        14.8759       0.846443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.6287                 NaN   1.91637        15.6086       0.846345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        80.9416                 NaN   1.86965        16.3425       0.846233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.2546                 NaN   1.82293        17.0763       0.846122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.5648                 NaN   1.77253        17.8122       0.846001       0.445173E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        78.8632                 NaN   1.71705        18.5527       0.845868       0.212589E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.1675                 NaN   1.65421        19.2950       0.845718       0.376241E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        77.4720                 NaN   1.59140        20.0370       0.845567       0.539834E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        76.7768                 NaN   1.52861        20.7788       0.845417       0.703369E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        76.0819                 NaN   1.46585        21.5203       0.845267       0.866846E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        75.3872                 NaN   1.40310        22.2616       0.845116       0.103026                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        74.6927                 NaN   1.34038        23.0025       0.844966       0.119363                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        73.9985                 NaN   1.27768        23.7433       0.844816       0.135693                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        73.3046                 NaN   1.21501        24.4837       0.844666       0.152017                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        72.6109                 NaN   1.13682        25.2402       0.844478       0.167606                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        71.9176                 NaN   1.05867        25.9963       0.844291       0.183187                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.2246                 NaN  0.980549        26.7520       0.844104       0.198762                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.5318                 NaN  0.902466        27.5074       0.843916       0.214329                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        69.8394                 NaN  0.824417        28.2625       0.843729       0.229890                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.1473                 NaN  0.746403        29.0173       0.843542       0.245444                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        68.4555                 NaN  0.668423        29.7717       0.843355       0.260991                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        67.7640                 NaN  0.590478        30.5258       0.843168       0.276531                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        67.0728                 NaN  0.501143        31.2916       0.842954       0.291511                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        66.3819                 NaN  0.411853        32.0570       0.842740       0.306484                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        65.6914                 NaN  0.322608        32.8220       0.842526       0.321449                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        65.0012                 NaN  0.233409        33.5866       0.842312       0.336406                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        64.3076                 NaN  0.137108        34.3620       0.842081       0.351182                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        63.6144                 NaN  0.408606E-001   35.1369       0.841850       0.365949                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        62.9766                 NaN            NaN   35.8028       0.841753       0.378847                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        62.3755                 NaN            NaN   36.3924       0.841755       0.390303                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        61.7969                 NaN            NaN   36.9601       0.841757       0.401301                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        61.2182                 NaN            NaN   37.5278       0.841759       0.412299                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        60.6395                 NaN            NaN   38.0954       0.841761       0.423297                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        60.0608                 NaN            NaN   38.6631       0.841763       0.434295                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        59.4821                 NaN            NaN   39.2308       0.841766       0.445293                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        58.9034                 NaN            NaN   39.7985       0.841768       0.456291                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        58.3247                 NaN            NaN   40.3662       0.841770       0.467289                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        57.7460                 NaN            NaN   40.9339       0.841772       0.478288                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        57.2110                 NaN            NaN   41.4587       0.841774       0.488494                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        56.6760                 NaN            NaN   41.9835       0.841776       0.498700                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        56.1411                 NaN            NaN   42.5083       0.841778       0.508906                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        55.6061                 NaN            NaN   43.0331       0.841780       0.519113                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        55.0711                 NaN            NaN   43.5578       0.841782       0.529319                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        54.5360                 NaN            NaN   44.0826       0.841784       0.539526                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        54.0010                 NaN            NaN   44.6074       0.841786       0.549732                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        53.4660                 NaN            NaN   45.1322       0.841788       0.559939                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        52.9798                 NaN            NaN   45.6091       0.841790       0.569328                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        52.4935                 NaN            NaN   46.0860       0.841792       0.578717                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.0072                 NaN            NaN   46.5629       0.841794       0.588107                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        51.5209                 NaN            NaN   47.0398       0.841796       0.597496                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.0346                 NaN            NaN   47.5167       0.841798       0.606885                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        50.5484                 NaN            NaN   47.9936       0.841800       0.616275                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        50.0621                 NaN            NaN   48.4705       0.841802       0.625664                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        49.5758                 NaN            NaN   48.9474       0.841804       0.635054                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        49.1393                 NaN            NaN   49.3752       0.841805       0.643709                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        48.7029                 NaN            NaN   49.8030       0.841807       0.652364                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        48.2664                 NaN            NaN   50.2308       0.841808       0.661020                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        47.8299                 NaN            NaN   50.6586       0.841810       0.669675                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        47.3935                 NaN            NaN   51.0864       0.841812       0.678330                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        46.9570                 NaN            NaN   51.5142       0.841813       0.686986                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        46.5205                 NaN            NaN   51.9420       0.841815       0.695641                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        46.0841                 NaN            NaN   52.3698       0.841817       0.704296                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        45.6982                 NaN            NaN   52.7476       0.841818       0.712404                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        45.3123                 NaN            NaN   53.1254       0.841819       0.720512                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        44.9264                 NaN            NaN   53.5031       0.841821       0.728620                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        44.5405                 NaN            NaN   53.8809       0.841822       0.736729                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        44.1546                 NaN            NaN   54.2587       0.841824       0.744837                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        43.7688                 NaN            NaN   54.6365       0.841825       0.752945                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        43.3829                 NaN            NaN   55.0143       0.841827       0.761053                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        42.9970                 NaN            NaN   55.3920       0.841828       0.769161                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        42.6583                 NaN            NaN   55.7233       0.841830       0.776579                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        42.3196                 NaN            NaN   56.0545       0.841831       0.783996                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        41.9810                 NaN            NaN   56.3858       0.841832       0.791413                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        41.6423                 NaN            NaN   56.7170       0.841834       0.798830                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        41.3036                 NaN            NaN   57.0483       0.841835       0.806248                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        40.9649                 NaN            NaN   57.3795       0.841836       0.813665                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        40.6263                 NaN            NaN   57.7108       0.841838       0.821082                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        40.2876                 NaN            NaN   58.0421       0.841839       0.828500                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        39.9728                 NaN            NaN   58.3482       0.841840       0.837160                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        39.6289                 NaN            NaN   58.6296       0.841841       0.842545       0.571057E-001            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        38.9418                 NaN            NaN   58.6862       0.841843       0.838797       0.691402                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        38.2547                 NaN            NaN   58.7427       0.841844       0.835049        1.32570                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        37.6168                 NaN            NaN   58.7922       0.841845       0.830429        1.91870                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        36.9789                 NaN            NaN   58.8417       0.841846       0.825809        2.51170                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        36.3410                 NaN            NaN   58.8912       0.841847       0.821189        3.10470                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        35.7031                 NaN            NaN   58.9407       0.841848       0.816570        3.69770                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        35.1570                 NaN            NaN   58.9727       0.841849       0.811066        4.21740                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        34.6109                 NaN            NaN   59.0046       0.841850       0.805562        4.73711                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        34.0647                 NaN            NaN   59.0366       0.841850       0.800059        5.25681                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        33.5186                 NaN            NaN   59.0685       0.841851       0.794555        5.77651                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        32.9724                 NaN            NaN   59.1004       0.841852       0.789052        6.29622                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        32.4263                 NaN            NaN   59.1324       0.841853       0.783548        6.81593                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        31.8801                 NaN            NaN   59.1643       0.841854       0.778044        7.33563                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        31.3340                 NaN            NaN   59.1963       0.841854       0.772540        7.85534                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        30.8205                 NaN            NaN   59.2293       0.841855       0.764855        8.34349                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        30.3069                 NaN            NaN   59.2624       0.841856       0.757169        8.83163                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        29.7934                 NaN            NaN   59.2954       0.841857       0.749484        9.31978                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        29.2799                 NaN            NaN   59.3285       0.841858       0.741798        9.80793                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        28.7841                 NaN            NaN   59.3581       0.841859       0.733465        10.2825                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        28.0590                 NaN            NaN   59.3228       0.841861       0.768210        9.36007        1.64810                 NaN            NaN            NaN            NaN
  1516.03        2500.00        27.2781                 NaN            NaN   59.2774       0.841863       0.812934        8.20179        3.58791                 NaN            NaN            NaN            NaN
  1512.82        2500.00        26.4972                 NaN            NaN   59.2321       0.841865       0.857658        7.04349        5.52773                 NaN            NaN            NaN            NaN
  1509.62        2500.00        25.7024                 NaN            NaN   59.1983       0.841867       0.902032        6.05676        7.29864                 NaN            NaN            NaN            NaN
  1506.41        2500.00        24.9075                 NaN            NaN   59.1646       0.841869       0.946407        5.07003        9.06957                 NaN            NaN            NaN            NaN
  1503.21        2500.00        24.1127                 NaN            NaN   59.1309       0.841871       0.990781        4.08329        10.8405                 NaN            NaN            NaN            NaN
  1500.00        2500.00        23.3179                 NaN            NaN   59.0971       0.841873        1.03516        3.09655        12.6114                 NaN            NaN            NaN            NaN
  1496.79        2500.00        22.5750                 NaN            NaN   59.0570       0.841875        1.07835        2.27189        14.1759                 NaN            NaN            NaN            NaN
  1493.59        2500.00        21.7209                 NaN            NaN   59.0669       0.841876        1.10763        1.87483        14.9787       0.409170                 NaN            NaN            NaN
  1490.38        2500.00        21.7209                 NaN            NaN   59.0669       0.841876        1.10763        1.87483        14.9787       0.409170                 NaN            NaN            NaN
  1487.18        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1483.97        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1480.77        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1477.56        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1474.36        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1471.15        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1467.95        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1464.74        2500.00        20.0734                 NaN            NaN   59.0979       0.841879        1.15248        1.50514        1.58175        15.7474                 NaN            NaN            NaN
  1461.54        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1458.33        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1455.13        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1451.92        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1448.72        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1445.51        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1442.31        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1439.10        2500.00        14.7585                 NaN            NaN   59.1042       0.841887        1.30335        1.32912        17.2168        5.44618                 NaN            NaN            NaN
  1435.90        2500.00        10.9580                 NaN            NaN   58.9403       0.841891        1.44050        2.23093        8.26255        17.3257                 NaN            NaN            NaN
  1432.69        2500.00        10.9580                 NaN            NaN   58.9403       0.841891        1.44050        2.23093        8.26255        17.3257                 NaN            NaN            NaN
  1429.49        2500.00        10.1747                 NaN            NaN   58.8773       0.841891        1.47695        2.51707        8.84399        17.2681                 NaN            NaN            NaN
  1426.28        2500.00        9.76964                 NaN            NaN   58.8634       0.841892        1.49236        2.62999        17.2734        9.09393       0.354352E-001            NaN            NaN
  1423.08        2500.00        9.18702                 NaN            NaN   58.9336       0.841893        1.49950        2.51998        9.21875        17.5528       0.246463                 NaN            NaN
  1419.87        2500.00        9.18702                 NaN            NaN   58.9336       0.841893        1.49950        2.51998        9.21875        17.5528       0.246463                 NaN            NaN
  1416.67        2500.00        9.18702                 NaN            NaN   58.9336       0.841893        1.49950        2.51998        9.21875        17.5528       0.246463                 NaN            NaN
  1413.46        2500.00        9.18702                 NaN            NaN   58.9336       0.841893        1.49950        2.51998        9.21875        17.5528       0.246463                 NaN            NaN
  1410.26        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1407.05        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1403.85        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1400.64        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1397.44        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1394.23        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1391.03        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1387.82        2500.00        7.28486                 NaN            NaN   59.1592       0.841896        1.52381        2.19266        9.58198        18.4474       0.968204                 NaN            NaN
  1384.62        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1381.41        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1378.21        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1375.00        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1371.79        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1368.59        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1365.38        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1362.18        2500.00        4.75556                 NaN            NaN   59.3981       0.841900        1.56983        1.70819        9.87162        19.8129        2.04193                 NaN            NaN
  1358.97        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1355.77        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1352.56        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1349.36        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1346.15        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1342.95        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
  1339.74        2500.00        3.05766                 NaN            NaN   59.5377       0.841902        1.60021        1.57997        20.5915        9.92577        2.86527                 NaN            NaN
