|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         ilm            Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q             
  1501.25        500.000        99.1191                 NaN            NaN            NaN            NaN            NaN            NaN  0.880917                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1281                 NaN            NaN            NaN            NaN            NaN            NaN  0.871867                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1362                 NaN            NaN            NaN            NaN            NaN            NaN  0.863819                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1415                 NaN            NaN            NaN            NaN            NaN            NaN  0.858543                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1509                 NaN            NaN            NaN            NaN            NaN            NaN  0.849128                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1616                 NaN            NaN            NaN            NaN            NaN            NaN  0.838420                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1698                 NaN            NaN            NaN            NaN            NaN            NaN  0.830209                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1775                 NaN            NaN            NaN            NaN            NaN            NaN  0.822456                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1843                 NaN            NaN            NaN            NaN            NaN            NaN  0.815709                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1904                 NaN            NaN            NaN            NaN            NaN            NaN  0.809570                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1996                 NaN            NaN            NaN            NaN            NaN            NaN  0.800437                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2053                 NaN            NaN            NaN  0.515617E-005            NaN            NaN  0.794724                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2120                 NaN            NaN            NaN            NaN            NaN            NaN  0.788040                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2170                 NaN            NaN            NaN            NaN            NaN            NaN  0.782951                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2215                 NaN            NaN            NaN            NaN            NaN            NaN  0.778529                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2306                 NaN            NaN            NaN            NaN            NaN            NaN  0.769395                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2081                 NaN            NaN            NaN            NaN            NaN            NaN  0.646996       0.144919                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.7123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.425923       0.861794                 NaN            NaN            NaN
  1456.14        500.000        98.3846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.625277       0.990157                 NaN            NaN            NaN
  1453.63        500.000        98.4104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.975318       0.614327                 NaN            NaN            NaN
  1451.13        500.000        98.4385                 NaN            NaN            NaN            NaN            NaN            NaN  0.120823       0.464989       0.975730                 NaN            NaN            NaN
  1448.62        500.000        98.4587                 NaN            NaN            NaN            NaN            NaN            NaN  0.719212E-003  0.947290       0.593256                 NaN            NaN            NaN
  1446.12        500.000        98.4811                 NaN            NaN            NaN            NaN            NaN            NaN  0.867502E-001  0.944409       0.487703                 NaN            NaN            NaN
  1443.61        500.000        98.5097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.917713       0.572574                 NaN            NaN            NaN
  1441.10        500.000        98.5251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.909164       0.565703                 NaN            NaN            NaN
  1438.60        500.000        98.5493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.895321       0.555421                 NaN            NaN            NaN
  1436.09        500.000        98.5693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.547541       0.883134                 NaN            NaN            NaN
  1433.58        500.000        98.5883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.538845       0.872848                 NaN            NaN            NaN
  1431.08        500.000        98.6080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.530654       0.861378                 NaN            NaN            NaN
  1428.57        500.000        98.6254                 NaN            NaN            NaN            NaN            NaN            NaN  0.446802E-002  0.851153       0.518984                 NaN            NaN            NaN
  1426.07        500.000        98.6462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.839245       0.514605                 NaN            NaN            NaN
  1423.56        500.000        98.6631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.829813       0.507096                 NaN            NaN            NaN
  1421.05        500.000        98.6797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.820103       0.500210                 NaN            NaN            NaN
  1418.55        500.000        98.6970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.810303       0.492660                 NaN            NaN            NaN
  1416.04        500.000        98.7134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.485797       0.800786                 NaN            NaN            NaN
  1413.53        500.000        97.6866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.885582       0.919062       0.508745                 NaN            NaN
  1411.03        500.000        96.5931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38313       0.963288        1.06051                 NaN            NaN
  1408.52        500.000        96.6964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.934364        1.34133        1.02793                 NaN            NaN
  1406.02        500.000        96.7956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.906541        1.30122       0.996593                 NaN            NaN
  1403.51        500.000        96.8912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26297       0.879006       0.966865                 NaN            NaN
  1401.00        500.000        96.9797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22875       0.852774       0.938759                 NaN            NaN
  1398.50        500.000        97.0632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.830730        1.19376       0.912342                 NaN            NaN
  1395.99        500.000        97.1433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806303        1.16336       0.887006                 NaN            NaN
  1393.48        500.000        97.2198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.784680        1.13304       0.862457                 NaN            NaN
  1390.98        500.000        97.2886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10499       0.766427       0.839966                 NaN            NaN
  1388.47        500.000        97.3620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07751       0.743937       0.816519                 NaN            NaN
  1385.96        500.000        97.4268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05278       0.724579       0.795857                 NaN            NaN
  1383.46        500.000        97.4883                 NaN            NaN            NaN  0.240996                 NaN            NaN            NaN  0.779674       0.669069       0.821952                 NaN            NaN
  1380.95        500.000        97.5525                 NaN            NaN            NaN  0.302492                 NaN            NaN            NaN  0.549632       0.782204       0.813153                 NaN            NaN
  1378.45        500.000        97.5224                 NaN            NaN            NaN  0.328391                 NaN            NaN            NaN  0.794754       0.518764       0.835739                 NaN            NaN
  1375.94        500.000        97.7710                 NaN            NaN            NaN  0.290660                 NaN            NaN            NaN  0.471946       0.731034       0.735366                 NaN            NaN
  1373.43        500.000        97.7258                 NaN            NaN            NaN  0.324230                 NaN            NaN            NaN  0.740455       0.446779       0.762740                 NaN            NaN
  1370.93        500.000        97.8051                 NaN            NaN            NaN  0.311183                 NaN            NaN            NaN  0.431863       0.718560       0.733261                 NaN            NaN
  1368.42        500.000        97.8346                 NaN            NaN            NaN  0.322272                 NaN            NaN            NaN  0.715457       0.401006       0.726705                 NaN            NaN
  1365.91        500.000        97.8871                 NaN            NaN            NaN  0.325668                 NaN            NaN            NaN  0.703037       0.373685       0.710550                 NaN            NaN
  1363.41        500.000        97.9342                 NaN            NaN            NaN  0.328742                 NaN            NaN            NaN  0.348999       0.692291       0.695769                 NaN            NaN
  1360.90        500.000        97.9804                 NaN            NaN            NaN  0.332137                 NaN            NaN            NaN  0.324413       0.681580       0.681519                 NaN            NaN
  1358.40        500.000        98.0277                 NaN            NaN            NaN  0.334531                 NaN            NaN            NaN  0.670495       0.300538       0.666776                 NaN            NaN
  1355.89        500.000        98.0710                 NaN            NaN            NaN  0.337188                 NaN            NaN            NaN  0.660522       0.278158       0.653182                 NaN            NaN
  1353.38        500.000        98.1124                 NaN            NaN            NaN  0.339444                 NaN            NaN            NaN  0.256970       0.651188       0.640045                 NaN            NaN
  1350.88        500.000        98.1549                 NaN            NaN            NaN  0.341599                 NaN            NaN            NaN  0.235165       0.641541       0.626839                 NaN            NaN
  1348.37        500.000        98.1942                 NaN            NaN            NaN  0.342951                 NaN            NaN            NaN  0.632150       0.216551       0.614133                 NaN            NaN
  1345.86        500.000        98.2327                 NaN            NaN            NaN  0.344574                 NaN            NaN            NaN  0.622930       0.197959       0.601845                 NaN            NaN
  1343.36        500.000        98.2694                 NaN            NaN            NaN  0.345297                 NaN            NaN            NaN  0.181012       0.614356       0.589929                 NaN            NaN
  1340.85        500.000        98.3055                 NaN            NaN            NaN  0.345883                 NaN            NaN            NaN  0.605513       0.164868       0.578284                 NaN            NaN
  1338.35        500.000        98.3393                 NaN            NaN            NaN  0.345895                 NaN            NaN            NaN  0.597473       0.150336       0.567021                 NaN            NaN
  1335.84        500.000        98.3743                 NaN            NaN            NaN  0.346312                 NaN            NaN            NaN  0.589018       0.134684       0.555724                 NaN            NaN
  1333.33        500.000        98.4059                 NaN            NaN            NaN  0.344861                 NaN            NaN            NaN  0.580765       0.123537       0.544927                 NaN            NaN
  1330.83        500.000        98.4390                 NaN            NaN            NaN  0.344703                 NaN            NaN            NaN  0.572540       0.109653       0.534070                 NaN            NaN
  1328.32        500.000        98.4700                 NaN            NaN            NaN  0.342564                 NaN            NaN            NaN  0.564213       0.997912E-001  0.523382                 NaN            NaN
  1325.81        500.000        98.4996                 NaN            NaN            NaN  0.340990                 NaN            NaN            NaN  0.556462       0.896203E-001  0.513353                 NaN            NaN
  1323.31        500.000        98.5295                 NaN            NaN            NaN  0.339807                 NaN            NaN            NaN  0.788264E-001  0.548557       0.503341                 NaN            NaN
  1320.80        500.000        98.5572                 NaN            NaN            NaN  0.335362                 NaN            NaN            NaN  0.540150       0.741262E-001  0.493197                 NaN            NaN
  1318.30        500.000        98.5845                 NaN            NaN            NaN  0.332725                 NaN            NaN            NaN  0.665323E-001  0.532447       0.483836                 NaN            NaN
  1315.79        500.000        98.6117                 NaN            NaN            NaN  0.329254                 NaN            NaN            NaN  0.524467       0.604609E-001  0.474144                 NaN            NaN
  1313.28        500.000        98.6374                 NaN            NaN            NaN  0.325217                 NaN            NaN            NaN  0.562394E-001  0.516194       0.464915                 NaN            NaN
  1310.78        500.000        98.6619                 NaN            NaN            NaN  0.320663                 NaN            NaN            NaN  0.508480       0.529616E-001  0.455949                 NaN            NaN
  1308.27        500.000        98.6876                 NaN            NaN            NaN  0.316578                 NaN            NaN            NaN  0.490378E-001  0.499988       0.446795                 NaN            NaN
  1305.76        500.000        98.7108                 NaN            NaN            NaN  0.310704                 NaN            NaN            NaN  0.487750E-001  0.491704       0.437983                 NaN            NaN
  1303.26        500.000        98.7353                 NaN            NaN            NaN  0.306514                 NaN            NaN            NaN  0.441680E-001  0.484683       0.429349                 NaN            NaN
  1300.75        500.000        98.7567                 NaN            NaN            NaN  0.298925                 NaN            NaN            NaN  0.475395       0.482643E-001  0.420711                 NaN            NaN
  1298.25        500.000        98.7787                 NaN            NaN            NaN  0.293371                 NaN            NaN            NaN  0.467135       0.482033E-001  0.412618                 NaN            NaN
  1295.74        500.000        98.8002                 NaN            NaN            NaN  0.287039                 NaN            NaN            NaN  0.458662       0.496039E-001  0.404479                 NaN            NaN
  1293.23        500.000        98.8210                 NaN            NaN            NaN  0.280484                 NaN            NaN            NaN  0.516163E-001  0.450291       0.396559                 NaN            NaN
  1290.73        500.000        98.8420                 NaN            NaN            NaN  0.273646                 NaN            NaN            NaN  0.441798       0.539706E-001  0.388546                 NaN            NaN
  1288.22        500.000        98.8612                 NaN            NaN            NaN  0.265894                 NaN            NaN            NaN  0.588772E-001  0.433128       0.380932                 NaN            NaN
  1285.71        500.000        98.7297                 NaN            NaN            NaN  0.587413E-001  0.108698                 NaN            NaN  0.451118       0.261335       0.390456                 NaN            NaN
  1283.21        500.000        98.6901                 NaN            NaN            NaN            NaN  0.162932                 NaN            NaN  0.478048       0.273496       0.395404                 NaN            NaN
  1280.70        500.000        98.7260                 NaN            NaN            NaN            NaN  0.158881                 NaN            NaN  0.265282       0.464402       0.385407                 NaN            NaN
  1278.20        500.000        98.7594                 NaN            NaN            NaN  0.185037E-002  0.154220                 NaN            NaN  0.451486       0.256582       0.376463                 NaN            NaN
  1275.69        500.000        98.7963                 NaN            NaN            NaN            NaN  0.150264                 NaN            NaN  0.437698       0.250356       0.365372                 NaN            NaN
  1273.18        500.000        98.8300                 NaN            NaN            NaN            NaN  0.145633                 NaN            NaN  0.423660       0.244711       0.356045                 NaN            NaN
  1270.68        500.000        98.8613                 NaN            NaN            NaN            NaN  0.141477                 NaN            NaN  0.411205       0.238855       0.347206                 NaN            NaN
  1268.17        500.000        98.8924                 NaN            NaN            NaN            NaN  0.136874                 NaN            NaN  0.234325       0.398036       0.338374                 NaN            NaN
  1265.66        500.000        98.9234                 NaN            NaN            NaN            NaN  0.132618                 NaN            NaN  0.385532       0.228954       0.329512                 NaN            NaN
  1263.16        500.000        98.9533                 NaN            NaN            NaN            NaN  0.128479                 NaN            NaN  0.373329       0.223791       0.321052                 NaN            NaN
  1260.65        500.000        98.9821                 NaN            NaN            NaN            NaN  0.123961                 NaN            NaN  0.360925       0.220250       0.312745                 NaN            NaN
  1258.15        500.000        99.0098                 NaN            NaN            NaN            NaN  0.119920                 NaN            NaN  0.349564       0.215918       0.304755                 NaN            NaN
  1255.64        500.000        99.0369                 NaN            NaN            NaN            NaN  0.115846                 NaN            NaN  0.338141       0.212099       0.296985                 NaN            NaN
  1253.13        500.000        99.1530                 NaN            NaN            NaN            NaN  0.140369                 NaN            NaN  0.443698                 NaN  0.262902                 NaN            NaN
  1250.63        500.000        98.2071                 NaN            NaN            NaN            NaN  0.100882                 NaN            NaN  0.505131       0.262123       0.394777       0.529987                 NaN
  1248.12        500.000        90.8848                 NaN            NaN            NaN            NaN  0.321185                 NaN            NaN  0.884568        1.19789        1.16214        5.54939                 NaN
  1245.61        500.000        91.5907                 NaN            NaN            NaN            NaN  0.298032                 NaN            NaN  0.811256        1.09237        1.07235        5.13527                 NaN
  1243.11        500.000        92.2073                 NaN            NaN            NaN            NaN  0.279352                 NaN            NaN  0.995035       0.749048       0.993085        4.77617                 NaN
  1240.60        500.000        92.7577                 NaN            NaN            NaN            NaN  0.263411                 NaN            NaN  0.695036       0.905592       0.921507        4.45680                 NaN
  1238.10        500.000        93.2510                 NaN            NaN            NaN            NaN  0.249758                 NaN            NaN  0.648041       0.822801       0.856747        4.17169                 NaN
  1235.59        500.000        93.7011                 NaN            NaN            NaN            NaN  0.237648                 NaN            NaN  0.606413       0.746058       0.797215        3.91161                 NaN
  1233.08        500.000        94.1129                 NaN            NaN            NaN            NaN  0.226284                 NaN            NaN  0.675828       0.569235       0.742231        3.67355                 NaN
  1230.58        500.000        94.5087                 NaN            NaN            NaN            NaN  0.215448                 NaN            NaN  0.534250       0.609058       0.689804        3.44270                 NaN
  1228.07        500.000        94.8506                 NaN            NaN            NaN            NaN  0.205613                 NaN            NaN  0.551321       0.503710       0.643624        3.24509                 NaN
  1225.56        500.000        95.1828                 NaN            NaN            NaN            NaN  0.196033                 NaN            NaN  0.495924       0.474828       0.598714        3.05170                 NaN
  1223.06        500.000        94.5388                 NaN            NaN            NaN            NaN  0.227414                 NaN            NaN  0.536821       0.519136       0.680889        3.49691                 NaN
  1220.55        500.000        96.6308                 NaN            NaN            NaN            NaN  0.143322                 NaN            NaN  0.343463       0.313357       0.400480        2.16861                 NaN
  1218.05        500.000        95.8253                 NaN            NaN            NaN            NaN  0.173007                 NaN            NaN  0.413250       0.416424       0.523055        2.64896                 NaN
  1215.54        500.000        96.5616                 NaN            NaN            NaN            NaN  0.152515                 NaN            NaN  0.279903       0.349668       0.404135        2.25214                 NaN
  1213.03        500.000        95.9259                 NaN            NaN            NaN            NaN  0.170185                 NaN            NaN  0.422637       0.302938       0.493858        2.68447                 NaN
  1210.53        500.000        97.2171                 NaN            NaN            NaN            NaN  0.133028                 NaN            NaN  0.246967       0.293961       0.331215        1.77770                 NaN
  1208.02        500.000        96.9157                 NaN            NaN            NaN            NaN  0.115128                 NaN            NaN  0.356118       0.265915       0.392258        1.95485                 NaN
  1205.51        500.000        94.6062                 NaN            NaN            NaN            NaN  0.243356                 NaN            NaN  0.603288       0.292859       0.602301        3.65200                 NaN
  1203.01        500.000        99.5634                 NaN            NaN            NaN            NaN  0.356909E-001            NaN            NaN  0.618925E-001  0.106034E-001  0.525305E-001  0.275923                 NaN
  1200.50        500.000        98.2881                 NaN            NaN            NaN            NaN  0.475671E-001            NaN            NaN  0.143180       0.146153       0.194189        1.18077                 NaN
  1197.99        500.000        96.9511                 NaN            NaN            NaN            NaN  0.156762                 NaN            NaN  0.203180       0.329041       0.349960        2.00994                 NaN
  1195.49        500.000        94.5070                 NaN            NaN            NaN            NaN  0.156984       0.411195E-001            NaN  0.522937       0.440343       0.610589        3.72107                 NaN
  1192.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.48        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.97        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.34182                 NaN            NaN   5.13841                 NaN   7.08091        45.5155        39.9233     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.34152                 NaN            NaN   5.14017                 NaN   7.08255        45.5099        39.9258     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.34708                 NaN            NaN   5.12815                 NaN   7.08792        45.4994        39.9375     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.34238                 NaN            NaN  0.245810E-001   5.11275        7.08854        45.4984        39.9333     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.34093                 NaN            NaN   5.09866       0.434396E-001   7.09553        45.4850        39.9364     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.33120                 NaN            NaN   5.05602       0.105447        7.09835        45.4827        39.9263     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.32515                 NaN            NaN  0.146735        5.02833        7.10300        45.4745        39.9222     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.32276                 NaN            NaN   5.00548       0.174479        7.10717        45.4673        39.9228     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.31369                 NaN            NaN  0.225098        4.97648        7.11149        45.4582        39.9150     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   2.31192                 NaN            NaN   4.95544       0.248046        7.11704        45.4513        39.9163     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.31049                 NaN            NaN   4.93573       0.270500        7.12107        45.4441        39.9181     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.30418                 NaN            NaN   4.91091       0.309274        7.12626        45.4355        39.9138     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.28680                 NaN            NaN   4.87041       0.388949        7.13442        45.4236        39.8959     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.29489                 NaN            NaN   4.86482       0.374234        7.13577        45.4209        39.9094     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.26869       0.726981E-002            NaN   4.82724       0.456058        7.14398        45.4069        39.8899     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.23254       0.227611E-001            NaN   4.78485       0.544104        7.15207        45.3952        39.8685     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.19522       0.381641E-001            NaN   4.74437       0.635372        7.16102        45.3803        39.8456     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.15917       0.531376E-001            NaN  0.722796        4.70466        7.16956        45.3670        39.8236     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.12295       0.679804E-001            NaN   4.66537       0.810535        7.17821        45.3537        39.8013     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   2.08649       0.827044E-001            NaN   4.62657       0.898619        7.18703        45.3401        39.7785     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.05072       0.967199E-001            NaN   4.58852       0.985941        7.19595        45.3266        39.7556     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.01479       0.111419                 NaN   1.07080        4.55168        7.20476        45.3132        39.7333     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   1.97145       0.126459                 NaN   4.49886        1.18811        7.21572        45.2968        39.7026     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.94183       0.139057                 NaN   4.47900        1.24671        7.22306        45.2850        39.6854     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.89995       0.153675                 NaN   4.43761        1.35043        7.23379        45.2687        39.6559     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   1.85902       0.167807                 NaN   1.45194        4.39723        7.24439        45.2527        39.6269     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   1.82288       0.180401                 NaN   1.54203        4.36075        7.25409        45.2381        39.6018     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.70697       0.223232                 NaN   1.81587        4.25424        7.28605        45.1936        39.5201     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   1.70683       0.223224                 NaN   1.81578        4.25404        7.28599        45.1924        39.5218     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   1.70670       0.223215                 NaN   1.81568        4.25384        7.28593        45.1912        39.5235     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   1.70657       0.223206                 NaN   1.81559        4.25364        7.28588        45.1900        39.5251     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   1.70643       0.223197                 NaN   1.81549        4.25343        7.28582        45.1888        39.5268     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.55290       0.270359                 NaN   2.20135        4.11260        7.32970        45.1277        39.4054     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   1.55278       0.270348                 NaN   2.20124        4.11241        7.32964        45.1265        39.4071     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   1.55265       0.270337                 NaN   2.20112        4.11221        7.32959        45.1253        39.4088     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   1.55253       0.270326                 NaN   2.20100        4.11202        7.32953        45.1241        39.4105     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.43149       0.299603                 NaN   2.52667        3.99834        7.36444        45.0749        39.3045     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   1.39557       0.313012                 NaN   2.60374        3.97245        7.37645        45.0578        39.2810     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   1.39514       0.313088                 NaN   2.60442        3.97198        7.37648        45.0565        39.2824     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   1.31079       0.329820                 NaN   3.89230        2.84038        7.40112        45.0215        39.2041     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   1.26818       0.339556                 NaN   2.95306        3.85518        7.41424        45.0025        39.1673     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   1.23275       0.351332                 NaN   3.03095        3.83140        7.42701        44.9842        39.1423     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   1.23266       0.351319                 NaN   3.03079        3.83123        7.42696        44.9831        39.1440     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.14362       0.366297                 NaN   3.28470        3.74875        7.45369        44.9453        39.0576     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   1.10191       0.374605                 NaN   3.71368        3.39666        7.46712        44.9260        39.0200     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.05738       0.384147                 NaN   3.51411        3.67705        7.48121        44.9055        38.9806     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.01290       0.390683                 NaN   3.64015        3.63874        7.49612        44.8840        38.9374     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.969031       0.398174                 NaN   3.76059        3.60225        7.51059        44.8633        38.8961     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN  0.924490       0.405393                 NaN   3.88356        3.56549        7.52538        44.8421        38.8536     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.880685       0.412271                 NaN   3.52932        4.00424        7.53983        44.8221        38.8116     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN  0.834977       0.418918                 NaN   4.13191        3.49208        7.55525        44.7999        38.7669     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.11990                 NaN  0.640765                 NaN   4.07079        1.66877        7.49045        45.2455        38.7638     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.04620                 NaN  0.635101                 NaN   4.02156        1.84983        7.50509        45.2074        38.7348     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.07569                 NaN  0.636806                 NaN   4.03371        1.78881        7.50410        45.2104        38.7505     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.10864                 NaN  0.638769                 NaN   4.04765        1.71997        7.50251        45.2148        38.7677     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.13580                 NaN  0.640329                 NaN   1.66466        4.05809        7.50172        45.2170        38.7824     
  1045.11        500.000                 NaN            NaN            NaN            NaN   2.16129                 NaN  0.641778                 NaN   4.06748        1.61330        7.50113        45.2186        38.7964     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.28262                 NaN  0.650183                 NaN   1.33740        4.13347        7.48500        45.2596        38.8518     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.20469                 NaN  0.644156                 NaN   4.08182        1.52813        7.50098        45.2191        38.8211     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.22865                 NaN  0.645520                 NaN   4.09020        1.48034        7.50044        45.2204        38.8345     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.35964                 NaN  0.654697                 NaN   4.16222        1.18168        7.48217        45.2655        38.8940     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.26535                 NaN  0.647456                 NaN   4.10054        1.41069        7.50105        45.2186        38.8563     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.27917                 NaN  0.648101                 NaN   4.10325        1.38624        7.50207        45.2158        38.8654     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.30046                 NaN  0.649301                 NaN   1.34456        4.11012        7.50181        45.2161        38.8776     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.30808                 NaN  0.649501                 NaN   1.33464        4.10897        7.50378        45.2111        38.8840     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.32912                 NaN  0.650679                 NaN   1.29316        4.11632        7.50355        45.2110        38.8961     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.34227                 NaN  0.651292                 NaN   1.27010        4.11876        7.50457        45.2081        38.9049     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.35456                 NaN  0.651845                 NaN   4.12079        1.24897        7.50572        45.2048        38.9133     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.72098                 NaN  0.678551                 NaN   4.32136       0.419382        7.45251        45.3279        39.0793     
