|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         ilm            Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q             
  1917.29        500.000        99.4242                 NaN            NaN            NaN  0.575764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        500.000        99.4250                 NaN            NaN            NaN  0.570078       0.488639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        500.000        99.4250                 NaN            NaN            NaN  0.564372       0.106404E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        500.000        99.4301                 NaN            NaN            NaN  0.559316       0.105919E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        500.000        99.4357                 NaN            NaN            NaN  0.553719       0.105868E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        500.000        99.4378                 NaN            NaN            NaN  0.551730       0.104959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        500.000        99.4433                 NaN            NaN            NaN  0.546199       0.104639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        500.000        99.4472                 NaN            NaN            NaN  0.542390       0.104309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        500.000        99.4521                 NaN            NaN            NaN  0.537527       0.103732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        500.000        99.4524                 NaN            NaN            NaN  0.537230       0.104093E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        500.000        99.4618                 NaN            NaN            NaN  0.528008       0.102297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        500.000        99.4627                 NaN            NaN            NaN  0.527038       0.102657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        500.000        99.4668                 NaN            NaN            NaN  0.522997       0.102211E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        500.000        99.4700                 NaN            NaN            NaN  0.519773       0.101806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        500.000        99.4736                 NaN            NaN            NaN  0.516293       0.101458E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        500.000        99.4756                 NaN            NaN            NaN  0.514265       0.101504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        500.000        99.4811                 NaN            NaN            NaN  0.508816       0.100372E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        500.000        99.4825                 NaN            NaN            NaN  0.507434       0.100591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4861                 NaN            NaN            NaN  0.503876       0.999669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4882                 NaN            NaN            NaN  0.501840       0.997656E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4918                 NaN            NaN            NaN  0.498306       0.991856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4929                 NaN            NaN            NaN  0.497221       0.991743E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4970                 NaN            NaN            NaN  0.493161       0.985347E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4988                 NaN            NaN            NaN  0.491408       0.983067E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.5009                 NaN            NaN            NaN  0.489270       0.980922E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.5018                 NaN            NaN            NaN  0.488377       0.981275E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.5061                 NaN            NaN            NaN  0.484157       0.970116E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4642                 NaN            NaN            NaN  0.525214       0.105593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.5505                 NaN            NaN            NaN  0.440647       0.883420E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.5112                 NaN            NaN            NaN  0.479142       0.961923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.5123                 NaN            NaN            NaN  0.478055       0.961609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.5123                 NaN            NaN            NaN  0.478120       0.962804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.7015                 NaN            NaN            NaN  0.292368       0.613200E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.3334                 NaN            NaN            NaN  0.653660       0.129102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0588                 NaN            NaN            NaN  0.922747       0.184907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.9755                 NaN            NaN            NaN  0.240618E-001  0.451379E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.6254                 NaN            NaN            NaN  0.367251       0.738550E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4144                 NaN            NaN            NaN  0.574136       0.114979E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.5208                 NaN            NaN            NaN  0.469743       0.940975E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.5214                 NaN            NaN            NaN  0.469223       0.937837E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.5438                 NaN            NaN            NaN  0.447240       0.892769E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.5024                 NaN            NaN            NaN  0.487922       0.972148E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.5199                 NaN            NaN            NaN  0.470685       0.939398E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.5272                 NaN            NaN            NaN  0.463602       0.918894E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.6168                 NaN            NaN            NaN  0.375685       0.746631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4298                 NaN            NaN            NaN  0.559182       0.110538E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.5229                 NaN            NaN            NaN  0.467827       0.922500E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.5238                 NaN            NaN            NaN  0.466998       0.919128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5235                 NaN            NaN            NaN  0.467300       0.916433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.5223                 NaN            NaN            NaN  0.468554       0.916243E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.5231                 NaN            NaN            NaN  0.467749       0.911118E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.5214                 NaN            NaN            NaN  0.469507       0.911846E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.5206                 NaN            NaN            NaN  0.470273       0.909877E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.5208                 NaN            NaN            NaN  0.470115       0.905050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.5190                 NaN            NaN            NaN  0.471956       0.905692E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.3327                 NaN            NaN            NaN  0.654767       0.125298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.8310                 NaN            NaN            NaN  0.165898       0.309578E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.3880                 NaN            NaN            NaN  0.600545       0.114541E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.5143                 NaN            NaN            NaN  0.476702       0.898871E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.5121                 NaN            NaN            NaN  0.478967       0.897576E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5129                 NaN            NaN            NaN  0.478150       0.892424E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.5095                 NaN            NaN            NaN  0.481546       0.893105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.5091                 NaN            NaN            NaN  0.482000       0.890069E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.5054                 NaN            NaN            NaN  0.485676       0.892562E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.5053                 NaN            NaN            NaN  0.485823       0.887376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.5030                 NaN            NaN            NaN  0.488158       0.886322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.5004                 NaN            NaN            NaN  0.490684       0.886629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4986                 NaN            NaN            NaN  0.492571       0.883863E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4966                 NaN            NaN            NaN  0.494584       0.882007E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4940                 NaN            NaN            NaN  0.497200       0.881941E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4909                 NaN            NaN            NaN  0.500334       0.880905E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4884                 NaN            NaN            NaN  0.502774       0.879499E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4870                 NaN            NaN            NaN  0.504194       0.876128E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.9825                 NaN            NaN            NaN  0.172781E-001  0.238665E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.9834                 NaN            NaN            NaN  0.999331       0.172375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.4779                 NaN            NaN            NaN  0.513366       0.874315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.4748                 NaN            NaN            NaN  0.516506       0.873330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.4734                 NaN            NaN            NaN  0.517893       0.870164E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4698                 NaN            NaN            NaN  0.521467       0.870025E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4689                 NaN            NaN            NaN  0.522331       0.874736E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4620                 NaN            NaN            NaN  0.529352       0.863048E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4602                 NaN            NaN            NaN  0.531150       0.868344E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.4580                 NaN            NaN            NaN  0.533332       0.866005E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.4541                 NaN            NaN            NaN  0.537232       0.865842E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.4511                 NaN            NaN            NaN  0.540263       0.864716E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.4470                 NaN            NaN            NaN  0.544318       0.866002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.4467                 NaN            NaN            NaN  0.544706       0.859651E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.4420                 NaN            NaN            NaN  0.549417       0.861078E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.4774                 NaN            NaN            NaN  0.514540       0.805265E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3950                 NaN            NaN            NaN  0.595838       0.919462E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.4336                 NaN            NaN            NaN  0.557787       0.856956E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.4293                 NaN            NaN            NaN  0.562119       0.858238E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.4264                 NaN            NaN            NaN  0.565061       0.856849E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.4235                 NaN            NaN            NaN  0.567939       0.855168E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.4203                 NaN            NaN            NaN  0.571160       0.854867E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.4174                 NaN            NaN            NaN  0.574086       0.854330E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.4144                 NaN            NaN            NaN  0.577086       0.853984E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.4084                 NaN            NaN            NaN  0.583070       0.857825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.4123                 NaN            NaN            NaN  0.579247       0.846742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.4042                 NaN            NaN            NaN  0.587305       0.853856E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.4055                 NaN            NaN            NaN  0.586008       0.847433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4007                 NaN            NaN            NaN  0.590793       0.849397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3993                 NaN            NaN            NaN  0.592274       0.847202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.3964                 NaN            NaN            NaN  0.595150       0.846726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.3938                 NaN            NaN            NaN  0.597697       0.846229E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3920                 NaN            NaN            NaN  0.599508       0.846404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3912                 NaN            NaN            NaN  0.600429       0.841986E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3884                 NaN            NaN            NaN  0.603213       0.842349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3599                 NaN            NaN            NaN  0.631266       0.880503E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4101                 NaN            NaN            NaN  0.581836       0.806704E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        98.7929       0.369075       0.550982E-001  0.668019E-004  0.767937       0.148527E-001  0.733648E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4929                 NaN            NaN            NaN  0.500316       0.682609E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3849                 NaN            NaN            NaN  0.606734       0.835077E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.3822                 NaN            NaN            NaN  0.609436       0.835920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.3822                 NaN            NaN            NaN  0.609468       0.833012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3765                 NaN            NaN            NaN  0.615141       0.837804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3861                 NaN            NaN            NaN  0.605698       0.823914E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3783                 NaN            NaN            NaN  0.613400       0.830610E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3726                 NaN            NaN            NaN  0.618996       0.837050E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3905                 NaN            NaN            NaN  0.601353       0.814821E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3529                 NaN            NaN            NaN  0.638426       0.862383E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4109                 NaN            NaN            NaN  0.581233       0.786162E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3842                 NaN            NaN            NaN  0.607622       0.819414E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.6167                 NaN            NaN            NaN  0.235348                 NaN            NaN   1.14796                 NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        98.3628                 NaN            NaN            NaN  0.972583E-001            NaN            NaN   1.53998                 NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        98.3821                 NaN            NaN            NaN  0.929620E-001            NaN            NaN   1.52494                 NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        98.4224                 NaN            NaN            NaN  0.876894E-001            NaN            NaN   1.48993                 NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        98.4627                 NaN            NaN            NaN  0.860329E-001            NaN            NaN   1.45124                 NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        98.4788                 NaN            NaN            NaN  0.825515E-001            NaN            NaN   1.43860                 NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        98.5013                 NaN            NaN            NaN  0.763573E-001            NaN            NaN   1.42230                 NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.5382                 NaN            NaN            NaN  0.764461E-001            NaN            NaN   1.38536                 NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.5628                 NaN            NaN            NaN  0.730828E-001            NaN            NaN   1.36411                 NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.4914                 NaN            NaN            NaN  0.742473E-001            NaN            NaN   1.43439                 NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7034                 NaN            NaN            NaN  0.642266E-001            NaN            NaN   1.23232                 NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.6358                 NaN            NaN            NaN  0.637630E-001            NaN            NaN   1.30044                 NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.6567                 NaN            NaN            NaN  0.608792E-001            NaN            NaN   1.28240                 NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.4445                 NaN            NaN            NaN  0.605006E-001            NaN            NaN   1.49501                 NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9282                 NaN            NaN            NaN  0.476577E-001            NaN            NaN   1.02419                 NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.7192                 NaN            NaN            NaN  0.511279E-001            NaN            NaN   1.22966                 NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.7429                 NaN            NaN            NaN  0.509637E-001            NaN            NaN   1.20610                 NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.7624                 NaN            NaN            NaN  0.508725E-001            NaN            NaN   1.18673                 NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.7771                 NaN            NaN            NaN  0.429298E-001            NaN            NaN   1.18001                 NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8020                 NaN            NaN            NaN  0.440945E-001            NaN            NaN   1.15387                 NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.8179                 NaN            NaN            NaN  0.395153E-001            NaN            NaN   1.14254                 NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.8320                 NaN            NaN            NaN  0.354162E-001            NaN            NaN   1.13256                 NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.1707                 NaN            NaN            NaN  0.263749E-001            NaN            NaN  0.802956                 NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.5424                 NaN            NaN            NaN  0.368274E-001            NaN            NaN   1.42081                 NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8752                 NaN            NaN            NaN  0.280074E-001            NaN            NaN   1.09674                 NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9041                 NaN            NaN            NaN  0.239606E-001            NaN            NaN   1.07194                 NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.9144                 NaN            NaN            NaN  0.232276E-001            NaN            NaN   1.06239                 NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.9295                 NaN            NaN            NaN  0.221797E-001            NaN            NaN   1.04830                 NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.9450                 NaN            NaN            NaN  0.328217E-001            NaN            NaN   1.02223                 NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9563                 NaN            NaN            NaN  0.592000E-002            NaN            NaN   1.03780                 NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9703                 NaN            NaN            NaN  0.107305E-001            NaN            NaN   1.01896                 NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9803                 NaN            NaN            NaN  0.702869E-002            NaN            NaN   1.01266                 NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9947                 NaN            NaN            NaN  0.557874E-002            NaN            NaN  0.999767                 NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0076                 NaN            NaN            NaN  0.545392E-002            NaN            NaN  0.986944                 NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0204                 NaN            NaN            NaN  0.455006E-002            NaN            NaN  0.975085                 NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0363                 NaN            NaN            NaN  0.286912E-001            NaN            NaN  0.935020                 NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0468                 NaN            NaN            NaN  0.149689E-001            NaN            NaN  0.938213                 NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0554                 NaN            NaN            NaN            NaN            NaN            NaN  0.944620                 NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1192                 NaN            NaN            NaN  0.146393                 NaN            NaN  0.734392                 NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0515                 NaN            NaN            NaN            NaN            NaN            NaN  0.948524                 NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0866                 NaN            NaN            NaN            NaN            NaN            NaN  0.913439                 NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0999                 NaN            NaN            NaN            NaN            NaN            NaN  0.900112                 NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1086                 NaN            NaN            NaN            NaN            NaN            NaN  0.891362                 NaN            NaN            NaN            NaN            NaN
