|6.6.6
Archiving\03_Data\frac/QFM_m1.25/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1624.06        2500.00        98.9093       0.737361       0.714743E-002  0.346169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.4460                 NaN  0.734440E-002  0.546650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4470                 NaN  0.730227E-002  0.545724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4506                 NaN  0.725164E-002  0.542158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4510                 NaN  0.722247E-002  0.541755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4536                 NaN  0.719811E-002  0.539179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4565                 NaN  0.714642E-002  0.536323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4134                 NaN  0.772999E-002  0.578888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.5054                 NaN  0.650012E-002  0.488103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00       100.0000                 NaN  0.244563E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.9314                 NaN  0.140065E-001   1.05456                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4479                 NaN  0.724528E-002  0.544844                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.4925                 NaN  0.664960E-002  0.500837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.9973                 NaN  0.993657E-003  0.171066E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.9549                 NaN  0.127251E-001   1.03236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        99.4805                 NaN  0.680248E-002  0.512710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.4825                 NaN  0.678136E-002  0.510720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.4864                 NaN  0.672170E-002  0.506846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        99.4873                 NaN  0.672949E-002  0.505962                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        99.4942                 NaN  0.662350E-002  0.499175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.4957                 NaN  0.660135E-002  0.497691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.4987                 NaN  0.656706E-002  0.494686                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.5011                 NaN  0.653953E-002  0.492320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.5064                 NaN  0.647231E-002  0.487079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.4395                 NaN  0.793390E-002  0.552577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.5819                 NaN  0.487481E-002  0.413252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.5155                 NaN  0.636053E-002  0.478155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.5203                 NaN  0.629302E-002  0.473441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1916                 NaN            NaN  0.216372       0.591986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0661                 NaN            NaN  0.111979       0.821880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0736                 NaN            NaN  0.108427       0.818007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0948                 NaN            NaN  0.108291       0.796914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1023                 NaN            NaN  0.106018       0.791637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1095                 NaN            NaN  0.102455       0.788006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1251                 NaN            NaN  0.101147       0.773711                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1336                 NaN            NaN  0.985983E-001  0.767767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1447                 NaN            NaN  0.974550E-001  0.757845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1529                 NaN            NaN  0.945203E-001  0.752616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1663                 NaN            NaN  0.940261E-001  0.739636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9715                 NaN            NaN  0.114449       0.914079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.3855                 NaN            NaN  0.665854E-001  0.547946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1944                 NaN            NaN  0.901851E-001  0.715425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2018                 NaN            NaN  0.880566E-001  0.710187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2103                 NaN            NaN  0.848606E-001  0.704830                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2188                 NaN            NaN  0.849615E-001  0.696199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2266                 NaN            NaN  0.821341E-001  0.691238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2344                 NaN            NaN  0.800351E-001  0.685535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1573                 NaN            NaN  0.326048E-001  0.389695       0.420412                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0556                 NaN            NaN  0.122489E-001  0.987285E-001  0.833413                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0481                 NaN            NaN  0.735768E-002            NaN  0.944519                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0485                 NaN            NaN            NaN  0.399546E-001  0.911529                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0639                 NaN            NaN  0.560054E-001  0.111960E-001  0.868870                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0456                 NaN            NaN            NaN            NaN  0.954403                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0435                 NaN            NaN            NaN            NaN  0.956484                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0359                 NaN            NaN            NaN            NaN  0.964123                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0297                 NaN            NaN            NaN            NaN  0.970346                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0240                 NaN            NaN            NaN            NaN  0.976035                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0123                 NaN            NaN            NaN            NaN  0.987689                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9996                 NaN            NaN            NaN            NaN   1.00037                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9762                 NaN            NaN            NaN            NaN   1.02379                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9420                 NaN            NaN            NaN            NaN   1.05798                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6711                 NaN            NaN            NaN            NaN  0.724278       0.604600                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5737                 NaN  0.986411E-003            NaN            NaN   1.02076       0.404546                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5912                 NaN  0.212068E-002            NaN            NaN  0.405361        1.00128                 NaN            NaN            NaN            NaN            NaN
