|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1506.13        2500.00       0.435381E-002   99.3798                 NaN            NaN  0.615840                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00       0.429238E-002   99.3780                 NaN            NaN  0.617745                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.425450E-002   99.3727                 NaN            NaN  0.623004                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.538006E-002   99.1626                 NaN            NaN  0.831976                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.289250E-002   99.5540       0.579837E-004            NaN  0.443016                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.434220E-002   99.2414                 NaN            NaN  0.754291                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.382292E-002   99.4603                 NaN            NaN  0.646312E-002  0.529373                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.241501E-002   99.0606                 NaN            NaN  0.588760       0.348252                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.227663E-002   99.0548                 NaN            NaN  0.610999       0.331926                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.221378E-002   99.0641                 NaN            NaN  0.604971       0.328677                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.213453E-002   99.0725                 NaN            NaN  0.327145       0.598246                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.207801E-002   99.0810                 NaN            NaN  0.324172       0.592720                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.152882E-002   99.3058                 NaN            NaN  0.446959       0.245715                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.244407E-002   98.8796                 NaN            NaN  0.396196       0.721711                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.189095E-002   99.1039                 NaN            NaN  0.576097       0.318064                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.183222E-002   99.1123                 NaN            NaN  0.571304       0.314575                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.178494E-002   99.1183                 NaN            NaN  0.568645       0.311279                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.174935E-002   99.1251                 NaN            NaN  0.562904       0.310280                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.165620E-002   99.1361                 NaN            NaN  0.307325       0.554917                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.161712E-002   99.1416                 NaN            NaN  0.551019       0.305775                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.156129E-002   99.1485                 NaN            NaN  0.546570       0.303379                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.151561E-002   99.1540                 NaN            NaN  0.301772       0.542718                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.145133E-002   99.1615                 NaN            NaN  0.298926       0.538152                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.141128E-002   99.1680                 NaN            NaN  0.533547       0.297004                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.136976E-002   99.1743                 NaN            NaN  0.294856       0.529429                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.133653E-002   99.1794                 NaN            NaN  0.525546       0.293699                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.124180E-002   99.1885                 NaN            NaN  0.519757       0.290458                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.120936E-002   99.1927                 NaN            NaN  0.288908       0.517157                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.117051E-002   99.1996                 NaN            NaN  0.286890       0.512346                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.113112E-002   99.2044                 NaN            NaN  0.284981       0.509484                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.109339E-002   99.2106                 NaN            NaN  0.505305       0.282968                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.134598E-002   98.8705                 NaN            NaN  0.724770       0.403357                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.542063E-003   99.5694                 NaN            NaN  0.274723       0.155361                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.192220E-002   98.4582                 NaN            NaN  0.553238       0.986601                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.981248E-003   99.1119                 NaN            NaN  0.319354       0.567759                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.694958E-003   99.3707                 NaN            NaN  0.402225       0.226416                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.797774E-003   99.2481                 NaN            NaN  0.270189       0.480922                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.765329E-003   99.2530                 NaN            NaN  0.268399       0.477832                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.728587E-003   99.2573                 NaN            NaN  0.266564       0.475370                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.467715E-003   99.4650                 NaN            NaN  0.191325       0.343176                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.857422E-003   99.0624                 NaN            NaN  0.599158       0.337600                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.628153E-003   99.2725                 NaN            NaN  0.465524       0.261329                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.596229E-003   99.2758                 NaN            NaN  0.463634       0.259993                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.549744E-003   99.2993                 NaN            NaN  0.448740       0.251417                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.540300E-003   99.2628                 NaN            NaN  0.472231       0.264448                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.517015E-003   99.2905                 NaN            NaN  0.453943       0.255032                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.480521E-003   99.2924                 NaN            NaN  0.253516       0.453573                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.455490E-003   99.2964                 NaN            NaN  0.451295       0.251831                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.409731E-003   99.2996                 NaN            NaN  0.250583       0.449412                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.415560E-003   99.3048                 NaN            NaN  0.445832       0.248999                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.376469E-003   99.2479                 NaN            NaN  0.482928       0.268837                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.325710E-003   99.3728                 NaN            NaN  0.224141       0.402694                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.333585E-003   99.3146                 NaN            NaN  0.244303       0.440758                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00       0.317130E-003   99.3180                 NaN            NaN  0.438718       0.242990                 NaN            NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.4941                 NaN            NaN  0.484662       0.582106       0.439137                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.3476                 NaN            NaN  0.486793       0.643299       0.522287                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.3745                 NaN            NaN  0.479039       0.633324       0.513127                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.3995                 NaN            NaN  0.624184       0.470920       0.505371                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.4239                 NaN            NaN  0.463548       0.615978       0.496530                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.3966       0.195915                 NaN  0.311716       0.542106       0.553707                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.4194       0.207544                 NaN  0.283567       0.540323       0.549189                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.4409       0.206986                 NaN  0.275084       0.534612       0.542439                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.4684       0.205942                 NaN  0.527825       0.264935       0.532877                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.6895       0.173961                 NaN  0.446617       0.235528       0.454377                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.2933       0.237433                 NaN  0.592882       0.281512       0.594868                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.5287       0.203964                 NaN  0.239925       0.514042       0.513323                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.5582       0.201949                 NaN  0.507323       0.229844       0.502644                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.5758       0.201460                 NaN  0.502821       0.223035       0.496906                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.5881       0.202111                 NaN  0.215956       0.500509       0.493331                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.6212       0.198588                 NaN  0.491796       0.207327       0.481103                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.6342       0.199144                 NaN  0.488480       0.200762       0.477385                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.6532       0.198148                 NaN  0.193031       0.484663       0.470952                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.6718       0.197315                 NaN  0.186207       0.480089       0.464620                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.6889       0.196440                 NaN  0.179092       0.476719       0.458832                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.7064       0.195563                 NaN  0.172048       0.473012       0.452949                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7241       0.194552                 NaN  0.166057       0.468514       0.446814                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.7398       0.193668                 NaN  0.160454       0.464791       0.441328                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.7572       0.192655                 NaN  0.153788       0.460922       0.435452                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.7724       0.191799                 NaN  0.147660       0.457922       0.430217                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.7878       0.190844                 NaN  0.141758       0.454739       0.424833                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.8018       0.189904                 NaN  0.451959       0.136318       0.420021                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.8180       0.188852                 NaN  0.448122       0.130387       0.414608                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.8335       0.187367                 NaN  0.444613       0.125728       0.408801                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.8470       0.186635                 NaN  0.441442       0.120725       0.404228                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.8611       0.185546                 NaN  0.438178       0.115871       0.399334                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.8746       0.184317                 NaN  0.110859       0.435786       0.394444                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.8873       0.189101                 NaN  0.436865       0.953398E-001  0.391440                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.8973       0.224594                 NaN  0.457832       0.231871E-001  0.397101                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.9179       0.131638                 NaN  0.394779       0.188647       0.367067                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.9261       0.179861                 NaN  0.930470E-001  0.424641       0.376375                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.9390       0.177732                 NaN  0.422272       0.897526E-001  0.371291                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.9499       0.176861                 NaN  0.420511       0.852272E-001  0.367497                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.9623       0.175339                 NaN  0.417679       0.817452E-001  0.362939                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.9730       0.173995                 NaN  0.777883E-001  0.416241       0.358952                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.9848       0.172560                 NaN  0.413433       0.745465E-001  0.354656                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.9964       0.171041                 NaN  0.713083E-001  0.410765       0.350470                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   99.0067       0.169461                 NaN  0.409464       0.678624E-001  0.346536                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   99.0161       0.168266                 NaN  0.637590E-001  0.408823       0.343072                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   99.0290       0.166220                 NaN  0.404442       0.620179E-001  0.338326                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   99.0383       0.164506                 NaN  0.594698E-001  0.403078       0.334615                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   99.0471       0.162876                 NaN  0.568953E-001  0.401961       0.331194                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   99.0575       0.161174                 NaN  0.543387E-001  0.399620       0.327391                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   99.0671       0.159155                 NaN  0.397807       0.523712E-001  0.323581                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   99.0751       0.157735                 NaN  0.396522       0.499816E-001  0.320615                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   99.0868       0.155331                 NaN  0.393870       0.480774E-001  0.315919                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   99.0945       0.153523                 NaN  0.392609       0.464478E-001  0.312953                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   99.1026       0.151587                 NaN  0.392036       0.441530E-001  0.309665                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   99.1113       0.149572                 NaN  0.389847       0.430541E-001  0.306210                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   99.1183       0.148364                 NaN  0.391126       0.387472E-001  0.303501                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   99.1289       0.144343                 NaN  0.385695       0.421943E-001  0.298845                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   99.1298       0.136871                 NaN  0.374045       0.624044E-001  0.296898                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   99.1483       0.146926                 NaN  0.396930       0.148216E-001  0.292977                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.1518       0.138638                 NaN  0.382902       0.367646E-001  0.289904                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.1594       0.136940                 NaN  0.342777E-001  0.382290       0.287044                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   98.6374       0.220171                 NaN  0.436236E-001  0.633108       0.465736                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.6988       0.446235E-001            NaN  0.174300E-001  0.141632       0.975500E-001            NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.1792       0.128857                 NaN  0.344323E-001  0.379322       0.278148                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.1857       0.126257                 NaN  0.339074E-001  0.378833       0.275318                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.1917       0.123489                 NaN  0.378312       0.338573E-001  0.272654                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.1988       0.121351                 NaN  0.377593       0.324191E-001  0.269853                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.2045       0.118217                 NaN  0.332819E-001  0.376941       0.267099                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.2103       0.115489                 NaN  0.324210E-001  0.377275       0.264505                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.2157       0.112812                 NaN  0.326098E-001  0.376747       0.262138                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   99.1636       0.110431                 NaN  0.421885                 NaN  0.276896       0.271966E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   99.1431       0.103650                 NaN  0.432257                 NaN  0.281683       0.393438E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   99.1534       0.102172                 NaN  0.427521                 NaN  0.278356       0.385543E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   99.1644       0.102619                 NaN  0.420284                 NaN  0.274766       0.379226E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   99.1770       0.102820                 NaN  0.411861                 NaN  0.271102       0.372320E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.1849       0.988288E-001            NaN  0.411924                 NaN  0.267983       0.363661E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.1956       0.995074E-001            NaN  0.404568                 NaN  0.264564       0.357723E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.2051       0.983744E-001            NaN  0.399852                 NaN  0.261573       0.350844E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.2151       0.976069E-001            NaN  0.394602                 NaN  0.258245       0.344124E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.2217       0.922027E-001            NaN  0.397073                 NaN  0.255537       0.335042E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.2328       0.930459E-001            NaN  0.389297                 NaN  0.251877       0.329504E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.2438       0.945130E-001            NaN  0.380275                 NaN  0.248965       0.324810E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   99.1527       0.255828                 NaN  0.244963                 NaN  0.318242       0.282812E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.3287                 NaN            NaN  0.440919                 NaN  0.197261       0.331095E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.3030       0.214509E-001            NaN  0.429268                 NaN  0.213666       0.326335E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.2759       0.864553E-001            NaN  0.370258                 NaN  0.237577       0.297943E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.2834       0.841487E-001            NaN  0.368534                 NaN  0.234812       0.291294E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.2908       0.826391E-001            NaN  0.365863                 NaN  0.232211       0.285306E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.2995       0.817414E-001            NaN  0.361390                 NaN  0.229432       0.279697E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.3059       0.784205E-001            NaN  0.361415                 NaN  0.226973       0.272533E-001            NaN            NaN            NaN
  1302.55        2500.00                 NaN   86.0786       0.778152                 NaN   2.39787                 NaN   1.96279       0.331952        8.45064                 NaN            NaN
  1301.14        2500.00                 NaN   76.5647        1.37576                 NaN   3.76342                 NaN   3.19676       0.547964        14.5514                 NaN            NaN
  1299.72        2500.00                 NaN   79.8769        1.23859                 NaN   3.21149                 NaN   2.75038       0.466827        12.4558                 NaN            NaN
  1298.31        2500.00                 NaN   82.7519        1.09900                 NaN   2.75054                 NaN   2.36415       0.396902        10.6375                 NaN            NaN
  1296.89        2500.00                 NaN   85.1358       0.972563                 NaN   2.37826                 NaN   2.04482       0.339420        9.12918                 NaN            NaN
  1295.48        2500.00                 NaN   87.0910       0.864663                 NaN   2.07474                 NaN   1.78267       0.292893        7.89408                 NaN            NaN
  1294.07        2500.00                 NaN   88.7000       0.771815                 NaN   1.82825                 NaN   1.56730       0.255080        6.87760                 NaN            NaN
  1292.65        2500.00       0.513048        86.4778       0.560210                 NaN   2.37978                 NaN   1.80256                 NaN   8.26664                 NaN            NaN
  1291.24        2500.00       0.360556        90.3201       0.508767                 NaN   1.65402                 NaN   1.31125                 NaN   5.84528                 NaN            NaN
  1289.83        2500.00       0.366689        90.4462       0.446949                 NaN   1.68360                 NaN   1.28501                 NaN   5.77161                 NaN            NaN
  1288.41        2500.00       0.438030        89.3105       0.463756                 NaN   1.78516                 NaN   1.43749                 NaN   6.56507                 NaN            NaN
  1287.00        2500.00       0.193641        94.7332       0.254360                 NaN  0.993844                 NaN  0.700035                 NaN   3.12491                 NaN            NaN
  1285.58        2500.00       0.247677        93.2290       0.362607                 NaN   1.21669                 NaN  0.926037                 NaN   4.01799                 NaN            NaN
  1284.17        2500.00       0.293451        91.6922       0.414933                 NaN   1.60536                 NaN   1.14592                 NaN   4.84812                 NaN            NaN
  1282.76        2500.00       0.210921        94.6930       0.291851                 NaN  0.829467                 NaN  0.726488                 NaN   3.24830                 NaN            NaN
  1281.34        2500.00       0.154948        95.7914       0.217243                 NaN  0.827857                 NaN  0.571776                 NaN   2.43681                 NaN            NaN
  1279.93        2500.00       0.195587        94.6703       0.285587                 NaN  0.977463                 NaN  0.736010                 NaN   3.13507                 NaN            NaN
  1278.52        2500.00       0.191379        94.9354       0.267459                 NaN  0.953896                 NaN  0.705931                 NaN   2.94597                 NaN            NaN
  1277.10        2500.00       0.121243        96.3555       0.208181                 NaN  0.719988                 NaN  0.496586                 NaN   2.09855                 NaN            NaN
  1275.69        2500.00       0.188319        94.7410       0.302594                 NaN  0.983449                 NaN  0.743474                 NaN   3.04114                 NaN            NaN
  1274.27        2500.00       0.143619        95.4887       0.232151                 NaN  0.966518                 NaN  0.621987                 NaN   2.54707                 NaN            NaN
  1272.86        2500.00       0.106736        97.5470       0.121363                 NaN  0.410649                 NaN  0.338519                 NaN   1.47569                 NaN            NaN
  1271.45        2500.00       0.100819        96.8362       0.206056                 NaN  0.666954                 NaN  0.448742                 NaN   1.74127                 NaN            NaN
  1270.03        2500.00       0.113946        96.7212       0.177355                 NaN  0.679096                 NaN  0.459771                 NaN   1.84861                 NaN            NaN
  1268.62        2500.00       0.107183        96.7505       0.199978                 NaN  0.660795                 NaN  0.461650                 NaN   1.81993                 NaN            NaN
  1267.21        2500.00       0.102399        96.9321       0.179465                 NaN  0.644263                 NaN  0.434679                 NaN   1.70710                 NaN            NaN
  1265.79        2500.00       0.105006        96.9124       0.161153                 NaN  0.671180                 NaN  0.434777                 NaN   1.71551                 NaN            NaN
