|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/ALH/ALH_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        ne             lc            
  1545.72        2500.00                 NaN   99.4217       0.551458E-001  0.523128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.31        2500.00                 NaN   99.4232       0.518144E-001  0.524995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.89        2500.00                 NaN   99.4311       0.529146E-001  0.516009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.48        2500.00                 NaN   99.4337       0.521406E-001  0.514192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.07        2500.00                 NaN   99.4366       0.514276E-001  0.512007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.65        2500.00                 NaN   99.4407       0.513241E-001  0.507960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.24        2500.00                 NaN   99.4449       0.501176E-001  0.504991                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.82        2500.00                 NaN   99.4269       0.504792E-001  0.522577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.4683       0.464467E-001  0.485301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.00        2500.00                 NaN   99.4548       0.466189E-001  0.486284       0.122771E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.3309                 NaN  0.855882E-001  0.583555                 NaN            NaN            NaN            NaN            NaN            NaN
  1530.17        2500.00                 NaN   99.3141                 NaN  0.133267E-001  0.672591                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00                 NaN   99.3142       0.147699E-005  0.106804E-001  0.675100                 NaN            NaN            NaN            NaN            NaN            NaN
  1527.34        2500.00                 NaN   99.3156                 NaN  0.774658E-002  0.676607                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00                 NaN   99.3165                 NaN  0.565752E-002  0.677821                 NaN            NaN            NaN            NaN            NaN            NaN
  1524.51        2500.00                 NaN   99.2377                 NaN  0.288314E-002  0.759446                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.10        2500.00                 NaN   99.4048       0.211854E-001            NaN  0.574041                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.69        2500.00                 NaN   99.3176       0.158297E-005  0.227379E-001  0.659674                 NaN            NaN            NaN            NaN            NaN            NaN
  1520.27        2500.00                 NaN   99.3196                 NaN  0.280643E-001  0.652313                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.86        2500.00                 NaN   99.3187       0.229886E-005            NaN  0.681266                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.45        2500.00                 NaN   99.3184                 NaN  0.317017E-001  0.649882                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00                 NaN   99.3163                 NaN            NaN  0.683733                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.62        2500.00                 NaN   99.3167                 NaN            NaN  0.683265                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.20        2500.00                 NaN   99.3138                 NaN            NaN  0.686197                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.79        2500.00                 NaN   99.3131                 NaN            NaN  0.686880                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.38        2500.00                 NaN   99.3123                 NaN  0.403448E-001  0.647339                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        2500.00       0.293390E-003   99.3085                 NaN            NaN  0.691229                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.55        2500.00       0.576940E-002   99.2930                 NaN            NaN  0.701239                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.13        2500.00       0.675834E-002   99.2882                 NaN            NaN  0.705089                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.72        2500.00       0.666110E-002   99.2858                 NaN            NaN  0.707497                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.31        2500.00       0.660205E-002   99.2796                 NaN            NaN  0.713775                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.89        2500.00       0.836196E-002   99.0381                 NaN            NaN  0.953556                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.48        2500.00       0.448861E-002   99.4875       0.700770E-004            NaN  0.507915                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.07        2500.00       0.673399E-002   99.1283                 NaN            NaN  0.864965                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.65        2500.00       0.592943E-002   99.3793                 NaN            NaN  0.735962E-002  0.607417                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00       0.374242E-002   98.9263                 NaN            NaN  0.670325       0.399595                 NaN            NaN            NaN            NaN            NaN
  1494.82        2500.00       0.352618E-002   98.9196                 NaN            NaN  0.695862       0.381037                 NaN            NaN            NaN            NaN            NaN
  1493.41        2500.00       0.342756E-002   98.9298                 NaN            NaN  0.689269       0.377505                 NaN            NaN            NaN            NaN            NaN
  1492.00        2500.00       0.330266E-002   98.9390                 NaN            NaN  0.375942       0.681782                 NaN            NaN            NaN            NaN            NaN
  1490.58        2500.00       0.321376E-002   98.9483                 NaN            NaN  0.372710       0.675782                 NaN            NaN            NaN            NaN            NaN
  1489.17        2500.00       0.236397E-002   99.2050                 NaN            NaN  0.509898       0.282719                 NaN            NaN            NaN            NaN            NaN
  1487.76        2500.00       0.377505E-002   98.7172                 NaN            NaN  0.455837       0.823209                 NaN            NaN            NaN            NaN            NaN
  1486.34        2500.00       0.292019E-002   98.9733                 NaN            NaN  0.657520       0.366244                 NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00       0.282800E-002   98.9824                 NaN            NaN  0.652360       0.362432                 NaN            NaN            NaN            NaN            NaN
  1483.51        2500.00       0.275488E-002   98.9887                 NaN            NaN  0.649696       0.358852                 NaN            NaN            NaN            NaN            NaN
  1482.10        2500.00       0.269818E-002   98.9960                 NaN            NaN  0.643342       0.357919                 NaN            NaN            NaN            NaN            NaN
  1480.69        2500.00       0.255237E-002   99.0084                 NaN            NaN  0.354652       0.634392                 NaN            NaN            NaN            NaN            NaN
  1479.27        2500.00       0.249135E-002   99.0143                 NaN            NaN  0.630173       0.353037                 NaN            NaN            NaN            NaN            NaN
  1477.86        2500.00       0.240345E-002   99.0219                 NaN            NaN  0.625294       0.350439                 NaN            NaN            NaN            NaN            NaN
  1476.45        2500.00       0.233230E-002   99.0277                 NaN            NaN  0.348819       0.621185                 NaN            NaN            NaN            NaN            NaN
  1475.03        2500.00       0.223256E-002   99.0357                 NaN            NaN  0.345768       0.616289                 NaN            NaN            NaN            NaN            NaN
  1473.62        2500.00       0.216965E-002   99.0429                 NaN            NaN  0.611211       0.343697                 NaN            NaN            NaN            NaN            NaN
  1472.20        2500.00       0.210496E-002   99.0498                 NaN            NaN  0.341399       0.606740                 NaN            NaN            NaN            NaN            NaN
  1470.79        2500.00       0.205269E-002   99.0552                 NaN            NaN  0.602488       0.340222                 NaN            NaN            NaN            NaN            NaN
  1469.38        2500.00       0.190634E-002   99.0653                 NaN            NaN  0.596149       0.336681                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00       0.185526E-002   99.0696                 NaN            NaN  0.335105       0.593453                 NaN            NaN            NaN            NaN            NaN
  1466.55        2500.00       0.179479E-002   99.0771                 NaN            NaN  0.332928       0.588145                 NaN            NaN            NaN            NaN            NaN
  1465.14        2500.00       0.173361E-002   99.0822                 NaN            NaN  0.330906       0.585126                 NaN            NaN            NaN            NaN            NaN
  1463.72        2500.00       0.167462E-002   99.0890                 NaN            NaN  0.580594       0.328775                 NaN            NaN            NaN            NaN            NaN
  1462.31        2500.00       0.206064E-002   98.6960                 NaN            NaN  0.833037       0.468911                 NaN            NaN            NaN            NaN            NaN
  1460.89        2500.00       0.829882E-003   99.5023                 NaN            NaN  0.316093       0.180813                 NaN            NaN            NaN            NaN            NaN
  1459.48        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.07        2500.00       0.293489E-002   98.2193                 NaN            NaN  0.643548        1.13425                 NaN            NaN            NaN            NaN            NaN
  1456.65        2500.00       0.149830E-002   98.9728                 NaN            NaN  0.372063       0.653659                 NaN            NaN            NaN            NaN            NaN
  1455.24        2500.00       0.106130E-002   99.2714                 NaN            NaN  0.463482       0.264056                 NaN            NaN            NaN            NaN            NaN
  1453.82        2500.00       0.121730E-002   99.1293                 NaN            NaN  0.315225       0.554304                 NaN            NaN            NaN            NaN            NaN
  1452.41        2500.00       0.116721E-002   99.1345                 NaN            NaN  0.313333       0.551013                 NaN            NaN            NaN            NaN            NaN
  1451.00        2500.00       0.111062E-002   99.1391                 NaN            NaN  0.311386       0.548452                 NaN            NaN            NaN            NaN            NaN
  1449.58        2500.00       0.713167E-003   99.3793                 NaN            NaN  0.223734       0.396267                 NaN            NaN            NaN            NaN            NaN
  1448.17        2500.00       0.130486E-002   98.9124                 NaN            NaN  0.691610       0.394676                 NaN            NaN            NaN            NaN            NaN
  1446.76        2500.00       0.955807E-003   99.1554                 NaN            NaN  0.537847       0.305839                 NaN            NaN            NaN            NaN            NaN
  1445.34        2500.00       0.906657E-003   99.1587                 NaN            NaN  0.535922       0.304466                 NaN            NaN            NaN            NaN            NaN
  1443.93        2500.00       0.835254E-003   99.1856                 NaN            NaN  0.518936       0.294595                 NaN            NaN            NaN            NaN            NaN
  1442.51        2500.00       0.820353E-003   99.1428                 NaN            NaN  0.546319       0.310029                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00       0.784788E-003   99.1745                 NaN            NaN  0.525506       0.299228                 NaN            NaN            NaN            NaN            NaN
  1439.69        2500.00       0.728927E-003   99.1763                 NaN            NaN  0.297641       0.525344                 NaN            NaN            NaN            NaN            NaN
  1438.27        2500.00       0.690485E-003   99.1805                 NaN            NaN  0.522962       0.295848                 NaN            NaN            NaN            NaN            NaN
  1436.86        2500.00       0.620683E-003   99.1838                 NaN            NaN  0.294548       0.521013                 NaN            NaN            NaN            NaN            NaN
  1435.45        2500.00       0.629169E-003   99.1894                 NaN            NaN  0.517128       0.292877                 NaN            NaN            NaN            NaN            NaN
  1434.03        2500.00       0.569274E-003   99.1227                 NaN            NaN  0.560345       0.316373                 NaN            NaN            NaN            NaN            NaN
  1432.62        2500.00       0.492568E-003   99.2677                 NaN            NaN  0.264058       0.467709                 NaN            NaN            NaN            NaN            NaN
  1431.20        2500.00       0.504073E-003   99.1994                 NaN            NaN  0.287957       0.512111                 NaN            NaN            NaN            NaN            NaN
  1429.79        2500.00       0.478931E-003   99.2029                 NaN            NaN  0.510006       0.286597                 NaN            NaN            NaN            NaN            NaN
  1428.38        2500.00                 NaN   98.3310                 NaN            NaN  0.563532       0.686818       0.418611                 NaN            NaN            NaN            NaN
  1426.96        2500.00                 NaN   98.1762                 NaN            NaN  0.566342       0.759498       0.497919                 NaN            NaN            NaN            NaN
  1425.55        2500.00                 NaN   98.2047                 NaN            NaN  0.557665       0.748367       0.489283                 NaN            NaN            NaN            NaN
  1424.14        2500.00                 NaN   98.2313                 NaN            NaN  0.738143       0.548583       0.481985                 NaN            NaN            NaN            NaN
  1422.72        2500.00                 NaN   98.2568                 NaN            NaN  0.540367       0.729133       0.473651                 NaN            NaN            NaN            NaN
  1421.31        2500.00                 NaN   98.2207       0.249045                 NaN  0.369311       0.632569       0.528382                 NaN            NaN            NaN            NaN
  1419.89        2500.00                 NaN   98.2440       0.264325                 NaN  0.336322       0.631005       0.524320                 NaN            NaN            NaN            NaN
  1418.48        2500.00                 NaN   98.2661       0.264194                 NaN  0.326649       0.624922       0.518130                 NaN            NaN            NaN            NaN
  1417.07        2500.00                 NaN   98.2949       0.263329                 NaN  0.617639       0.314924       0.509254                 NaN            NaN            NaN            NaN
  1415.65        2500.00                 NaN   98.5376       0.223865                 NaN  0.523537       0.280498       0.434522                 NaN            NaN            NaN            NaN
  1414.24        2500.00                 NaN   98.0961       0.304709                 NaN  0.694985       0.335295       0.568950                 NaN            NaN            NaN            NaN
  1412.83        2500.00                 NaN   98.3568       0.262381                 NaN  0.286161       0.603333       0.491345                 NaN            NaN            NaN            NaN
  1411.41        2500.00                 NaN   98.3878       0.260292                 NaN  0.596030       0.274442       0.481388                 NaN            NaN            NaN            NaN
  1410.00        2500.00                 NaN   98.4057       0.260168                 NaN  0.591378       0.266627       0.476153                 NaN            NaN            NaN            NaN
  1408.58        2500.00                 NaN   98.4177       0.261558                 NaN  0.258478       0.589307       0.472990                 NaN            NaN            NaN            NaN
  1407.17        2500.00                 NaN   98.4529       0.257483                 NaN  0.579620       0.248415       0.461535                 NaN            NaN            NaN            NaN
  1405.76        2500.00                 NaN   98.4659       0.258710                 NaN  0.576351       0.240817       0.458231                 NaN            NaN            NaN            NaN
  1404.34        2500.00                 NaN   98.4855       0.257925                 NaN  0.231806       0.572401       0.452322                 NaN            NaN            NaN            NaN
  1402.93        2500.00                 NaN   98.5047       0.257362                 NaN  0.223861       0.567579       0.446507                 NaN            NaN            NaN            NaN
  1401.51        2500.00                 NaN   98.5222       0.256726                 NaN  0.215576       0.564262       0.441211                 NaN            NaN            NaN            NaN
  1400.10        2500.00                 NaN   98.5403       0.256115                 NaN  0.207331       0.560482       0.435822                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5584       0.255269                 NaN  0.200346       0.555750       0.430187                 NaN            NaN            NaN            NaN
  1397.27        2500.00                 NaN   98.5744       0.254662                 NaN  0.193821       0.551970       0.425173                 NaN            NaN            NaN            NaN
  1395.86        2500.00                 NaN   98.5925       0.253803                 NaN  0.185979       0.547963       0.419781                 NaN            NaN            NaN            NaN
  1394.45        2500.00                 NaN   98.6080       0.253197                 NaN  0.178778       0.545003       0.415002                 NaN            NaN            NaN            NaN
  1393.03        2500.00                 NaN   98.6238       0.252432                 NaN  0.171832       0.541823       0.410077                 NaN            NaN            NaN            NaN
  1391.62        2500.00                 NaN   98.6379       0.251729                 NaN  0.539223       0.165439       0.405701                 NaN            NaN            NaN            NaN
  1390.20        2500.00                 NaN   98.6549       0.250781                 NaN  0.535150       0.158423       0.400742                 NaN            NaN            NaN            NaN
  1388.79        2500.00                 NaN   98.6707       0.249337                 NaN  0.531616       0.152945       0.395397                 NaN            NaN            NaN            NaN
  1387.38        2500.00                 NaN   98.6844       0.248865                 NaN  0.528420       0.147035       0.391241                 NaN            NaN            NaN            NaN
  1385.96        2500.00                 NaN   98.6989       0.247884                 NaN  0.525112       0.141296       0.386772                 NaN            NaN            NaN            NaN
  1384.55        2500.00                 NaN   98.7127       0.246759                 NaN  0.135343       0.522885       0.382303                 NaN            NaN            NaN            NaN
  1383.14        2500.00                 NaN   98.7253       0.253664                 NaN  0.524811       0.116538       0.379661                 NaN            NaN            NaN            NaN
  1381.72        2500.00                 NaN   98.7336       0.301919                 NaN  0.550653       0.283763E-001  0.385441                 NaN            NaN            NaN            NaN
  1380.31        2500.00                 NaN   98.7596       0.177293                 NaN  0.475396       0.231137       0.356540                 NaN            NaN            NaN            NaN
  1378.89        2500.00                 NaN   98.7654       0.242710                 NaN  0.114142       0.511958       0.365835                 NaN            NaN            NaN            NaN
  1377.48        2500.00                 NaN   98.7786       0.240327                 NaN  0.509727       0.110230       0.361158                 NaN            NaN            NaN            NaN
  1376.07        2500.00                 NaN   98.7896       0.239664                 NaN  0.508184       0.104799       0.357731                 NaN            NaN            NaN            NaN
  1374.65        2500.00                 NaN   98.8024       0.238035                 NaN  0.505401       0.100638       0.353557                 NaN            NaN            NaN            NaN
  1373.24        2500.00                 NaN   98.8132       0.236711                 NaN  0.958819E-001  0.504291       0.349934                 NaN            NaN            NaN            NaN
  1371.83        2500.00                 NaN   98.8253       0.235197                 NaN  0.501495       0.919940E-001  0.346007                 NaN            NaN            NaN            NaN
  1370.41        2500.00                 NaN   98.8373       0.233587                 NaN  0.880972E-001  0.498854       0.342184                 NaN            NaN            NaN            NaN
  1369.00        2500.00                 NaN   98.8477       0.231891                 NaN  0.497907       0.839431E-001  0.338602                 NaN            NaN            NaN            NaN
  1367.58        2500.00                 NaN   98.8571       0.230687                 NaN  0.789616E-001  0.497758       0.335474                 NaN            NaN            NaN            NaN
  1366.17        2500.00                 NaN   98.8707       0.228338                 NaN  0.492977       0.769021E-001  0.331091                 NaN            NaN            NaN            NaN
  1364.76        2500.00                 NaN   98.8800       0.226421                 NaN  0.738243E-001  0.491993       0.327713                 NaN            NaN            NaN            NaN
  1363.34        2500.00                 NaN   98.8887       0.224646                 NaN  0.707173E-001  0.491296       0.324617                 NaN            NaN            NaN            NaN
  1361.93        2500.00                 NaN   98.8995       0.222733                 NaN  0.676149E-001  0.488990       0.321142                 NaN            NaN            NaN            NaN
  1360.52        2500.00                 NaN   98.9093       0.220359                 NaN  0.487429       0.652436E-001  0.317657                 NaN            NaN            NaN            NaN
  1359.10        2500.00                 NaN   98.9174       0.218786                 NaN  0.486502       0.623424E-001  0.314995                 NaN            NaN            NaN            NaN
  1357.69        2500.00                 NaN   98.9296       0.215870                 NaN  0.483867       0.600322E-001  0.310631                 NaN            NaN            NaN            NaN
  1356.27        2500.00                 NaN   98.9372       0.213804                 NaN  0.482926       0.580677E-001  0.307961                 NaN            NaN            NaN            NaN
  1354.86        2500.00                 NaN   98.9454       0.211516                 NaN  0.482862       0.552633E-001  0.304971                 NaN            NaN            NaN            NaN
  1353.45        2500.00                 NaN   98.9543       0.209121                 NaN  0.480775       0.539488E-001  0.301813                 NaN            NaN            NaN            NaN
  1352.03        2500.00                 NaN   98.9612       0.207808                 NaN  0.482974       0.486056E-001  0.299387                 NaN            NaN            NaN            NaN
  1350.62        2500.00                 NaN   98.9725       0.202576                 NaN  0.476931       0.529948E-001  0.295035                 NaN            NaN            NaN            NaN
  1349.20        2500.00                 NaN   98.9725       0.192493                 NaN  0.463204       0.784761E-001  0.293350                 NaN            NaN            NaN            NaN
  1347.79        2500.00                 NaN   98.9926       0.206968                 NaN  0.492080       0.186563E-001  0.289719                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   98.9958       0.195657                 NaN  0.475337       0.463297E-001  0.286915                 NaN            NaN            NaN            NaN
  1344.96        2500.00                 NaN   99.0037       0.193589                 NaN  0.432377E-001  0.475136       0.284320                 NaN            NaN            NaN            NaN
  1343.55        2500.00                 NaN   98.3836       0.312146                 NaN  0.550523E-001  0.787676       0.461494                 NaN            NaN            NaN            NaN
  1342.14        2500.00                 NaN   99.6409       0.634127E-001            NaN  0.220617E-001  0.176728       0.968809E-001            NaN            NaN            NaN            NaN
  1340.72        2500.00                 NaN   99.0235       0.183251                 NaN  0.435841E-001  0.473481       0.276196                 NaN            NaN            NaN            NaN
  1339.31        2500.00                 NaN   99.0300       0.179899                 NaN  0.429661E-001  0.473527       0.273615                 NaN            NaN            NaN            NaN
  1337.89        2500.00                 NaN   99.0360       0.176283                 NaN  0.473579       0.429488E-001  0.271193                 NaN            NaN            NaN            NaN
  1336.48        2500.00                 NaN   99.0434       0.173546                 NaN  0.473253       0.411680E-001  0.268633                 NaN            NaN            NaN            NaN
  1335.07        2500.00                 NaN   99.0491       0.169379                 NaN  0.423065E-001  0.473125       0.266115                 NaN            NaN            NaN            NaN
  1333.65        2500.00                 NaN   99.0550       0.165783                 NaN  0.412547E-001  0.474219       0.263751                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.0604       0.162252                 NaN  0.415377E-001  0.474234       0.261611                 NaN            NaN            NaN            NaN
  1330.83        2500.00                 NaN   98.9863       0.159111                 NaN  0.531562                 NaN  0.276565       0.464762E-001            NaN            NaN            NaN
  1329.41        2500.00                 NaN   98.9560       0.149615                 NaN  0.545449                 NaN  0.281635       0.673047E-001            NaN            NaN            NaN
  1328.00        2500.00                 NaN   98.9673       0.147789                 NaN  0.540229                 NaN  0.278625       0.660303E-001            NaN            NaN            NaN
  1326.58        2500.00                 NaN   98.9792       0.148715                 NaN  0.531735                 NaN  0.275343       0.650232E-001            NaN            NaN            NaN
  1325.17        2500.00                 NaN   98.9931       0.149327                 NaN  0.521632                 NaN  0.271980       0.639128E-001            NaN            NaN            NaN
  1323.76        2500.00                 NaN   99.0019       0.143808                 NaN  0.522665                 NaN  0.269153       0.624978E-001            NaN            NaN            NaN
  1322.34        2500.00                 NaN   99.0134       0.145095                 NaN  0.513894                 NaN  0.266018       0.615476E-001            NaN            NaN            NaN
  1320.93        2500.00                 NaN   99.0239       0.143738                 NaN  0.508628                 NaN  0.263306       0.604330E-001            NaN            NaN            NaN
  1319.52        2500.00                 NaN   99.0349       0.142895                 NaN  0.502612                 NaN  0.260247       0.593429E-001            NaN            NaN            NaN
  1318.10        2500.00                 NaN   99.0423       0.135229                 NaN  0.506834                 NaN  0.257805       0.578420E-001            NaN            NaN            NaN
  1316.69        2500.00                 NaN   99.0546       0.136757                 NaN  0.497314                 NaN  0.254394       0.569504E-001            NaN            NaN            NaN
  1315.27        2500.00                 NaN   99.0666       0.139170                 NaN  0.486249                 NaN  0.251732       0.562026E-001            NaN            NaN            NaN
  1313.86        2500.00                 NaN   98.9380       0.377621                 NaN  0.313212                 NaN  0.322168       0.489954E-001            NaN            NaN            NaN
  1312.45        2500.00                 NaN   99.1772                 NaN            NaN  0.565396                 NaN  0.199983       0.574440E-001            NaN            NaN            NaN
  1311.03        2500.00                 NaN   99.1433       0.317744E-001            NaN  0.551492                 NaN  0.216790       0.566651E-001            NaN            NaN            NaN
  1309.62        2500.00                 NaN   99.1024       0.128295                 NaN  0.476276                 NaN  0.241277       0.517846E-001            NaN            NaN            NaN
  1308.21        2500.00                 NaN   99.1107       0.125094                 NaN  0.474776                 NaN  0.238728       0.506849E-001            NaN            NaN            NaN
  1306.79        2500.00                 NaN   99.1189       0.123095                 NaN  0.471991                 NaN  0.236339       0.496976E-001            NaN            NaN            NaN
  1305.38        2500.00                 NaN   99.1287       0.121980                 NaN  0.466780                 NaN  0.233762       0.487741E-001            NaN            NaN            NaN
  1303.96        2500.00                 NaN   99.1361       0.117235                 NaN  0.467620                 NaN  0.231504       0.475767E-001            NaN            NaN            NaN
  1302.55        2500.00                 NaN   85.2538        1.15767                 NaN   3.07213                 NaN   1.98599       0.574877        7.95554                 NaN            NaN
  1301.14        2500.00                 NaN   75.4078        2.04270                 NaN   4.78541                 NaN   3.21334       0.942769        13.6080                 NaN            NaN
  1299.72        2500.00                 NaN   78.8291        1.84893                 NaN   4.08750                 NaN   2.76815       0.804207        11.6621                 NaN            NaN
  1298.31        2500.00                 NaN   81.8096        1.64813                 NaN   3.50460                 NaN   2.38229       0.684582        9.97082                 NaN            NaN
  1296.89        2500.00                 NaN   84.2877        1.46455                 NaN   3.03337                 NaN   2.06273       0.586077        8.56555                 NaN            NaN
  1295.48        2500.00                 NaN   86.3253        1.30661                 NaN   2.64854                 NaN   1.80003       0.506239        7.41331                 NaN            NaN
  1294.07        2500.00                 NaN   88.0051        1.16990                 NaN   2.33574                 NaN   1.58398       0.441286        6.46402                 NaN            NaN
  1292.65        2500.00       0.864577        85.6727       0.849537                 NaN   3.03656                 NaN   1.81919                 NaN   7.75747                 NaN            NaN
  1291.24        2500.00       0.609386        89.6750       0.774337                 NaN   2.11394                 NaN   1.32700                 NaN   5.50037                 NaN            NaN
  1289.83        2500.00       0.620423        89.8084       0.682499                 NaN   2.15372                 NaN   1.30123                 NaN   5.43376                 NaN            NaN
  1288.41        2500.00       0.740222        88.6541       0.697723                 NaN   2.27262                 NaN   1.45556                 NaN   6.17979                 NaN            NaN
  1287.00        2500.00       0.328962        94.3416       0.390721                 NaN   1.27495                 NaN  0.711438                 NaN   2.95236                 NaN            NaN
  1285.58        2500.00       0.420668        92.7274       0.557726                 NaN   1.56011                 NaN  0.940604                 NaN   3.79354                 NaN            NaN
  1284.17        2500.00       0.498433        91.0670       0.639375                 NaN   2.05663                 NaN   1.16344                 NaN   4.57512                 NaN            NaN
  1282.76        2500.00       0.359270        94.3099       0.451207                 NaN   1.06430                 NaN  0.740017                 NaN   3.07526                 NaN            NaN
  1281.34        2500.00       0.264299        95.4440       0.335705                 NaN   1.06389                 NaN  0.583038                 NaN   2.30912                 NaN            NaN
  1279.93        2500.00       0.333673        94.2479       0.441977                 NaN   1.25561                 NaN  0.750452                 NaN   2.97038                 NaN            NaN
  1278.52        2500.00       0.326707        94.5192       0.414309                 NaN   1.22589                 NaN  0.720440                 NaN   2.79350                 NaN            NaN
  1277.10        2500.00       0.207485        96.0398       0.324020                 NaN  0.927490                 NaN  0.507699                 NaN   1.99347                 NaN            NaN
  1275.69        2500.00       0.322279        94.2945       0.469406                 NaN   1.26705                 NaN  0.759804                 NaN   2.88700                 NaN            NaN
  1274.27        2500.00       0.246061        95.0916       0.360663                 NaN   1.24319                 NaN  0.636575                 NaN   2.42188                 NaN            NaN
  1272.86        2500.00       0.183375        97.3432       0.189472                 NaN  0.530351                 NaN  0.347322                 NaN   1.40630                 NaN            NaN
  1271.45        2500.00       0.173214        96.5236       0.322709                 NaN  0.861050                 NaN  0.460311                 NaN   1.65908                 NaN            NaN
  1270.03        2500.00       0.195966        96.4134       0.278234                 NaN  0.877318                 NaN  0.472027                 NaN   1.76304                 NaN            NaN
  1268.62        2500.00       0.184490        96.4361       0.313926                 NaN  0.854233                 NaN  0.474354                 NaN   1.73690                 NaN            NaN
  1267.21        2500.00       0.176428        96.6303       0.281993                 NaN  0.833216                 NaN  0.447094                 NaN   1.63101                 NaN            NaN
  1265.79        2500.00       0.181117        96.6084       0.253862                 NaN  0.868874                 NaN  0.447573                 NaN   1.64014                 NaN            NaN
