|6.6.6
Archiving\03_Data\eq/QFM_m1/YM20/YM20_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7693       0.216600       0.140700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7693       0.216613       0.140703E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7693       0.216626       0.140705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7693       0.216640       0.140708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7693       0.216653       0.140711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7693       0.216666       0.140714E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7692       0.216680       0.140717E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7692       0.216693       0.140720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7692       0.216706       0.140723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7692       0.216720       0.140726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7692       0.216733       0.140729E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7692       0.216747       0.140732E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7692       0.216760       0.140735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7692       0.216774       0.140738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.4293       0.216819       0.390309E-002  0.349997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.2747       0.216848                 NaN  0.508420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.2672       0.216863                 NaN  0.515954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.2206       0.216882                 NaN  0.562484                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1741       0.216902                 NaN  0.609025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1275       0.216922                 NaN  0.655577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.0809       0.216942                 NaN  0.702141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.0343       0.216962                 NaN  0.748716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.9877       0.216981                 NaN  0.795302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.9411       0.217001                 NaN  0.841900                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.8945       0.217021                 NaN  0.888509                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.7946       0.217048                 NaN  0.988321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.6948       0.217075                 NaN   1.08816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.5949       0.217102                 NaN   1.18804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.4949       0.217129                 NaN   1.28794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.3372       0.217164                 NaN   1.44560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        98.0511       0.184140                 NaN   1.67949       0.852286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.5590       0.119101                 NaN   2.06887       0.253039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        97.0664       0.540089E-001            NaN   2.45859       0.421000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.4716                 NaN            NaN   2.96800       0.560450                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.0499                 NaN            NaN   3.38278       0.560662       0.668111E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.5719                 NaN            NaN   3.84723       0.560897       0.199329E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.0936                 NaN            NaN   4.31204       0.561132       0.331958E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.5507                 NaN            NaN   4.84196       0.561389       0.459296E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        94.0073                 NaN            NaN   5.37234       0.561646       0.586750E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.4635                 NaN            NaN   5.90318       0.561902       0.714319E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.9192                 NaN            NaN   6.43447       0.562157       0.842004E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        92.3415                 NaN            NaN   6.99995       0.562424       0.961263E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        91.7633                 NaN            NaN   7.56594       0.562691       0.108063                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        91.1846                 NaN            NaN   8.13243       0.562957       0.120012                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        90.6054                 NaN            NaN   8.69941       0.563222       0.131971                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        90.0257                 NaN            NaN   9.26690       0.563487       0.143941                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        89.4454                 NaN            NaN   9.83488       0.563750       0.155923                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        88.8647                 NaN            NaN   10.4033       0.564013       0.167915                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        88.2835                 NaN            NaN   10.9723       0.564275       0.179918                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        87.7140                 NaN            NaN   11.5306       0.564534       0.190867                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        87.1441                 NaN            NaN   12.0893       0.564792       0.201825                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        86.5736                 NaN            NaN   12.6485       0.565050       0.212792                 NaN            NaN            NaN            NaN            NaN            NaN
