|6.6.6
Archiving\03_Data\eq/QFM_m1/YM20/YM20_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5903       0.370350       0.393270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5903       0.370349       0.393269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5903       0.370348       0.393268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5903       0.370348       0.393267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5903       0.370347       0.393266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5903       0.370346       0.393265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5903       0.370345       0.393264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5903       0.370344       0.393263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5903       0.370343       0.393262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5903       0.370342       0.393261E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5903       0.370341       0.393260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5903       0.370340       0.393259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5903       0.370339       0.393258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5903       0.370338       0.393257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.2261       0.370310       0.109035E-001  0.392675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.0604       0.370298                 NaN  0.569338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.0522       0.370297                 NaN  0.577494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.0021       0.370296                 NaN  0.627607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        98.9520       0.370296                 NaN  0.677720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.9019       0.370295                 NaN  0.727832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.8518       0.370294                 NaN  0.777944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.8017       0.370293                 NaN  0.828056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.7515       0.370292                 NaN  0.878167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.7014       0.370291                 NaN  0.928279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.6513       0.370291                 NaN  0.978390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.5438       0.370290                 NaN   1.08592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.4363       0.370290                 NaN   1.19344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.3287       0.370289                 NaN   1.30097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.2212       0.370288                 NaN   1.40850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.0515       0.370288                 NaN   1.57818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        97.7522       0.313898                 NaN   1.82978       0.104152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.2395       0.202946                 NaN   2.24845       0.309082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        96.7269       0.919933E-001            NaN   2.66711       0.514011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.1018                 NaN            NaN   3.21426       0.683925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        95.6459                 NaN            NaN   3.66040       0.683928       0.978242E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.1270                 NaN            NaN   4.15985       0.683931       0.291840E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        94.6082                 NaN            NaN   4.65931       0.683934       0.485858E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.0191                 NaN            NaN   5.22969       0.683939       0.672379E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        93.4301                 NaN            NaN   5.80008       0.683943       0.858902E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        92.8410                 NaN            NaN   6.37048       0.683947       0.104543                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.2520                 NaN            NaN   6.94089       0.683952       0.123196                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        91.6248                 NaN            NaN   7.55058       0.683957       0.140666                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        90.9976                 NaN            NaN   8.16028       0.683963       0.158137                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        90.3704                 NaN            NaN   8.76998       0.683968       0.175608                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        89.7432                 NaN            NaN   9.37970       0.683974       0.193079                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        89.1160                 NaN            NaN   9.98943       0.683979       0.210551                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        88.4888                 NaN            NaN   10.5992       0.683985       0.228023                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        87.8616                 NaN            NaN   11.2089       0.683990       0.245495                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        87.2344                 NaN            NaN   11.8187       0.683996       0.262967                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        86.6162                 NaN            NaN   12.4208       0.684002       0.278999                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        85.9980                 NaN            NaN   13.0229       0.684008       0.295030                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        85.3799                 NaN            NaN   13.6251       0.684015       0.311062                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        84.7617                 NaN            NaN   14.2272       0.684021       0.327094                 NaN            NaN            NaN            NaN            NaN            NaN
