|6.6.6
Archiving\03_Data\eqLP/QFM_m2.5/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        500.000        99.7285       0.271527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        500.000        99.7285       0.271547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        500.000        99.7284       0.271566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        500.000        99.7284       0.271586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        500.000        99.7284       0.271606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        500.000        99.7284       0.271625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        500.000        99.7284       0.271645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        500.000        99.7283       0.271665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        500.000        99.7283       0.271685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        500.000        99.7283       0.271705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        500.000        99.7283       0.271724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        500.000        99.7283       0.271744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        500.000        99.7282       0.271764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        500.000        99.7282       0.271784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        500.000        99.7282       0.271804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        500.000        99.7282       0.271824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        500.000        99.7282       0.271845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        500.000        99.7281       0.271865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        500.000        99.7281       0.271885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        500.000        99.7281       0.271905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        500.000        99.7281       0.271925                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        99.7281       0.271945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        99.7280       0.271966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        99.7280       0.271986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        99.7280       0.272006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        99.7280       0.272027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        99.7280       0.272047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        99.7279       0.272067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        99.7279       0.272088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        99.7279       0.272108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        99.7279       0.272129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        99.7279       0.272149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        99.7278       0.272170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        99.7278       0.272191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        99.6354       0.272228       0.923751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        98.8777       0.272385       0.849936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        98.1190       0.272541        1.60841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        97.3759       0.272695        2.35138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        96.6319       0.272849        3.09523                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        95.4125       0.202082        4.20209       0.183296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        93.3105                 NaN   5.98352       0.706011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        92.6042                 NaN   6.68936       0.706424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        91.8972                 NaN   7.39598       0.706836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        91.1894                 NaN   8.10339       0.707247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        90.4808                 NaN   8.81157       0.707657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        89.7880                 NaN   9.50397       0.708060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        89.1150                 NaN   10.1759       0.708450       0.609364E-003            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        88.4241                 NaN   10.8556       0.708863       0.114251E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        87.7324                 NaN   11.5361       0.709274       0.222535E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        87.0686                 NaN   12.1882       0.709674       0.334667E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        86.4041                 NaN   12.8411       0.710073       0.446926E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        85.7389                 NaN   13.4946       0.710471       0.559311E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        85.0731                 NaN   14.1489       0.710868       0.671823E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        84.4065                 NaN   14.8038       0.711263       0.784461E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        83.7393                 NaN   15.4593       0.711658       0.897223E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        83.0714                 NaN   16.1156       0.712051       0.101011                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        82.4028                 NaN   16.7725       0.712443       0.112312                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        81.7672                 NaN   17.3973       0.712822       0.122674                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        81.1311                 NaN   18.0227       0.713200       0.133048                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        80.4943                 NaN   18.6486       0.713576       0.143432                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        79.8570                 NaN   19.2752       0.713952       0.153827                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        79.2190                 NaN   19.9024       0.714326       0.164232                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        78.5805                 NaN   20.5302       0.714699       0.174649                 NaN            NaN            NaN            NaN            NaN            NaN
