|6.6.6
Archiving\03_Data\eq/QFM_m2/WD94/WD94_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.5399       0.460124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.5399       0.460123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.5399       0.460122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.5399       0.460121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.5399       0.460120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.5399       0.460120                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.5399       0.460119                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.5399       0.460118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.5399       0.460117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.5399       0.460116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.5399       0.460115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.5399       0.460114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.5399       0.460113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.5399       0.460112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.5399       0.460111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.5399       0.460110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.5399       0.460109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.5399       0.460108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.5399       0.460107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.5399       0.460106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.5399       0.460105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.5399       0.460103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.5399       0.460102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.5399       0.460101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.5399       0.460100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.5399       0.460099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.5399       0.460098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.5399       0.460097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.5399       0.460096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.5399       0.460094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.5399       0.460093                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.4129       0.460093       0.126986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.5972       0.460096       0.942726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        97.7936       0.460099        1.74630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.9900       0.460103        2.54988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        94.4062       0.319972E-001   4.77105                 NaN  0.790724                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        93.4865                 NaN   5.66365                 NaN  0.849830                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        92.7278                 NaN   6.42238                 NaN  0.849836                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        91.9690                 NaN   7.18111                 NaN  0.849842                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        91.2131                 NaN   7.93709                 NaN  0.849849                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        90.4660                 NaN   8.68258       0.152579E-002  0.849855                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        89.7251                 NaN   9.40707       0.179410E-001  0.849862                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        88.9842                 NaN   10.1316       0.343564E-001  0.849868                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        88.2433                 NaN   10.8561       0.507721E-001  0.849874                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        87.5023                 NaN   11.5806       0.671880E-001  0.849881                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        86.7614                 NaN   12.3051       0.836042E-001  0.849887                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        86.0204                 NaN   13.0297       0.100021       0.849894                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        85.2794                 NaN   13.7542       0.116437       0.849900                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        84.5384                 NaN   14.4788       0.132854       0.849906                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        83.8348                 NaN   15.1670       0.148332       0.849913                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        83.1312                 NaN   15.8551       0.163811       0.849920                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        82.4275                 NaN   16.5433       0.179290       0.849927                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        81.7239                 NaN   17.2314       0.194769       0.849934                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        81.0202                 NaN   17.9196       0.210248       0.849940                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        80.3165                 NaN   18.6078       0.225728       0.849947                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        79.6128                 NaN   19.2960       0.241208       0.849954                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        78.9091                 NaN   19.9842       0.256688       0.849961                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        78.2376                 NaN   20.6415       0.270957       0.849968                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        77.5661                 NaN   21.2987       0.285226       0.849975                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        76.8946                 NaN   21.9559       0.299495       0.849982                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        76.2231                 NaN   22.6132       0.313764       0.849989                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        75.5515                 NaN   23.2704       0.328034       0.849996                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        74.8800                 NaN   23.9277       0.342304       0.850003                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        74.2084                 NaN   24.5850       0.356574       0.850010                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        73.5369                 NaN   25.2423       0.370844       0.850017                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        72.8889                 NaN   25.8771       0.383935       0.850024                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        72.2409                 NaN   26.5120       0.397025       0.850031                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        71.5929                 NaN   27.1469       0.410116       0.850039                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        70.9449                 NaN   27.7818       0.423207       0.850046                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        70.2969                 NaN   28.4167       0.436298       0.850053                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        69.6489                 NaN   29.0516       0.449389       0.850061                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        69.0009                 NaN   29.6866       0.462481       0.850068                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        68.3529                 NaN   30.3215       0.475573       0.850075                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        67.7384                 NaN   30.9237       0.487800       0.850083                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        67.1240                 NaN   31.5259       0.500028       0.850090                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        66.5096                 NaN   32.1281       0.512255       0.850097                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        65.8951                 NaN   32.7303       0.524483       0.850104                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        65.2806                 NaN   33.3325       0.536711       0.850111                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        64.6662                 NaN   33.9348       0.548940       0.850119                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        64.0517                 NaN   34.5370       0.561168       0.850126                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        63.4372                 NaN   35.1393       0.573397       0.850133                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        62.8502                 NaN   35.7151       0.584607       0.850140                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        62.2631                 NaN   36.2909       0.595817       0.850147                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        61.6761                 NaN   36.8668       0.607027       0.850155                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        61.0890                 NaN   37.4426       0.618237       0.850162                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        60.5019                 NaN   38.0185       0.629448       0.850169                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        59.9148                 NaN   38.5943       0.640659       0.850176                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        59.3277                 NaN   39.1702       0.651870       0.850183                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        58.7406                 NaN   39.7461       0.663081       0.850191                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        58.1936                 NaN   40.2827       0.673533       0.850198                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        57.6465                 NaN   40.8193       0.683986       0.850204                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        57.0995                 NaN   41.3559       0.694439       0.850211                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        56.5524                 NaN   41.8925       0.704893       0.850218                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        56.0053                 NaN   42.4291       0.715346       0.850225                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        55.4582                 NaN   42.9658       0.725799       0.850232                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        54.9111                 NaN   43.5024       0.736253       0.850239                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        54.3640                 NaN   44.0391       0.746707       0.850245                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        53.8593                 NaN   44.5340       0.756424       0.850252                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        53.3547                 NaN   45.0289       0.766141       0.850258                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        52.8500                 NaN   45.5239       0.775859       0.850265                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        52.3453                 NaN   46.0189       0.785576       0.850271                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        51.8406                 NaN   46.5138       0.795294       0.850278                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        51.3359                 NaN   47.0088       0.805012       0.850284                 NaN            NaN            NaN            NaN            NaN            NaN
