|6.6.6
Archiving\03_Data\eq/QFM_m2/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  2000.00        2500.00        99.7268       0.273219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.7268       0.273238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.7267       0.273256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.7267       0.273275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.7267       0.273294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.7267       0.273313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.7267       0.273331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.7266       0.273350                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.7266       0.273369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.7266       0.273388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.7266       0.273407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.7266       0.273426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.7266       0.273445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.7265       0.273464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.7265       0.273483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.7265       0.273502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.7265       0.273521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.7265       0.273540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.7264       0.273559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.7264       0.273579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.7264       0.273598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.7264       0.273617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.7264       0.273636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.7263       0.273656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.7263       0.273675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.7263       0.273695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.7263       0.273714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.7263       0.273733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.7262       0.273753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.7262       0.273772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.7262       0.273792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.6075       0.273831       0.118669                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        98.8450       0.273980       0.881042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        98.0942       0.274127        1.63167                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        97.3426       0.274273        2.38315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        94.8581       0.191073E-001   4.46393                 NaN  0.658835                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        93.9927                 NaN   5.29871                 NaN  0.708546                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        93.2821                 NaN   6.00892                 NaN  0.708938                 NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        92.5708                 NaN   6.71989                 NaN  0.709328                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        91.8634                 NaN   7.42693                 NaN  0.709718                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        91.1642                 NaN   8.12467       0.104647E-002  0.710104                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        90.4777                 NaN   8.79954       0.122676E-001  0.710497                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        89.7905                 NaN   9.47511       0.235011E-001  0.710889                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        89.1026                 NaN   10.1514       0.347471E-001  0.711279                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        88.4140                 NaN   10.8283       0.460055E-001  0.711669                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        87.7247                 NaN   11.5060       0.572762E-001  0.712057                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        87.0347                 NaN   12.1843       0.685592E-001  0.712444                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        86.3439                 NaN   12.8634       0.798544E-001  0.712830                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        85.6525                 NaN   13.5431       0.911617E-001  0.713215                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        85.0013                 NaN   14.1834       0.101763       0.713586                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        84.3494                 NaN   14.8242       0.112376       0.713956                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        83.6970                 NaN   15.4657       0.122999       0.714324                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        83.0439                 NaN   16.1078       0.133634       0.714692                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        82.3902                 NaN   16.7505       0.144279       0.715058                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        81.7358                 NaN   17.3938       0.154934       0.715422                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        81.0809                 NaN   18.0377       0.165601       0.715786                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        80.4254                 NaN   18.6822       0.176277       0.716148                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        79.8042                 NaN   19.2932       0.186080       0.716497                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        79.1825                 NaN   19.9048       0.195892       0.716844                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        78.5602                 NaN   20.5169       0.205713       0.717191                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        77.9374                 NaN   21.1295       0.215543       0.717535                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        77.3140                 NaN   21.7427       0.225382       0.717879                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        76.6902                 NaN   22.3564       0.235230       0.718221                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        76.0658                 NaN   22.9706       0.245088       0.718562                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        75.4409                 NaN   23.5853       0.254954       0.718902                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        74.8422                 NaN   24.1746       0.263972       0.719231                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        74.2430                 NaN   24.7645       0.272998       0.719559                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        73.6433                 NaN   25.3548       0.282032       0.719886                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        73.0432                 NaN   25.9456       0.291074       0.720211                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        72.4426                 NaN   26.5368       0.300123       0.720535                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        71.8415                 NaN   27.1284       0.309180       0.720857                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        71.2400                 NaN   27.7206       0.318244       0.721179                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        70.6381                 NaN   28.3131       0.327315       0.721498                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        70.0695                 NaN   28.8728       0.335826       0.721801                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        69.5006                 NaN   29.4329       0.344342       0.722103                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        68.9313                 NaN   29.9934       0.352866       0.722403                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        68.3616                 NaN   30.5543       0.361395       0.722702                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        67.7915                 NaN   31.1155       0.369931       0.722999                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        67.2211                 NaN   31.6771       0.378474       0.723295                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        66.6503                 NaN   32.2391       0.387022       0.723589                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        66.0791                 NaN   32.8015       0.395577       0.723882                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        65.5360                 NaN   33.3364       0.403414       0.724162                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        64.9927                 NaN   33.8716       0.411257       0.724440                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        64.4490                 NaN   34.4072       0.419106       0.724717                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        63.9050                 NaN   34.9431       0.426959       0.724992                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        63.3606                 NaN   35.4793       0.434817       0.725266                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        62.8160                 NaN   36.0158       0.442681       0.725538                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        62.2711                 NaN   36.5525       0.450549       0.725809                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        61.7259                 NaN   37.0896       0.458422       0.726078                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        61.2187                 NaN   37.5891       0.465815       0.726328                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        60.7114                 NaN   38.0889       0.473212       0.726576                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        60.2037                 NaN   38.5888       0.480613       0.726823                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        59.6959                 NaN   39.0891       0.488018       0.727068                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        59.1878                 NaN   39.5895       0.495427       0.727312                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        58.6794                 NaN   40.0902       0.502841       0.727554                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        58.1709                 NaN   40.5911       0.510257       0.727795                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        57.6621                 NaN   41.0922       0.517678       0.728034                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        57.1937                 NaN   41.5534       0.524611       0.728254                 NaN            NaN            NaN            NaN            NaN            NaN
