|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/K22/K22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1593.67        2500.00                 NaN   98.8744        1.04347       0.820859E-001            NaN            NaN            NaN            NaN            NaN
  1592.11        2500.00                 NaN   99.3998       0.523758       0.764652E-001            NaN            NaN            NaN            NaN            NaN
  1590.54        2500.00                 NaN   99.1518       0.770490       0.777125E-001            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00                 NaN   99.1574       0.764935       0.776876E-001            NaN            NaN            NaN            NaN            NaN
  1587.41        2500.00                 NaN   99.0452       0.867999       0.868150E-001            NaN            NaN            NaN            NaN            NaN
  1585.84        2500.00                 NaN   99.6146       0.351029       0.343893E-001            NaN            NaN            NaN            NaN            NaN
  1584.27        2500.00                 NaN   98.8707        1.02821       0.101074                 NaN            NaN            NaN            NaN            NaN
  1582.71        2500.00                 NaN   99.1894       0.738312       0.722462E-001            NaN            NaN            NaN            NaN            NaN
  1581.14        2500.00                 NaN   99.1434       0.782192       0.743784E-001            NaN            NaN            NaN            NaN            NaN
  1579.57        2500.00                 NaN   99.2562       0.678680       0.651602E-001            NaN            NaN            NaN            NaN            NaN
  1578.01        2500.00                 NaN   99.2109       0.719650       0.694341E-001            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00                 NaN   99.2177       0.715236       0.670891E-001            NaN            NaN            NaN            NaN            NaN
  1574.87        2500.00                 NaN   99.2244       0.709504       0.661199E-001            NaN            NaN            NaN            NaN            NaN
  1573.31        2500.00                 NaN   99.2305       0.703597       0.658768E-001            NaN            NaN            NaN            NaN            NaN
  1571.74        2500.00                 NaN   99.2340       0.703947       0.620608E-001            NaN            NaN            NaN            NaN            NaN
  1570.18        2500.00                 NaN   99.2458       0.690316       0.638723E-001            NaN            NaN            NaN            NaN            NaN
  1568.61        2500.00                 NaN   99.2531       0.683697       0.632419E-001            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.4963       0.462113       0.415497E-001            NaN            NaN            NaN            NaN            NaN
  1565.48        2500.00                 NaN   99.0196       0.900673       0.796852E-001            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00                 NaN   99.2720       0.670041       0.580011E-001            NaN            NaN            NaN            NaN            NaN
  1562.34        2500.00                 NaN   99.2750       0.667978       0.570062E-001            NaN            NaN            NaN            NaN            NaN
  1560.78        2500.00                 NaN   99.2798       0.664210       0.559513E-001            NaN            NaN            NaN            NaN            NaN
  1559.21        2500.00                 NaN   99.2858       0.658154       0.560956E-001            NaN            NaN            NaN            NaN            NaN
  1557.64        2500.00                 NaN   99.2907       0.655482       0.538465E-001            NaN            NaN            NaN            NaN            NaN
  1556.08        2500.00                 NaN   99.2962       0.650259       0.534999E-001            NaN            NaN            NaN            NaN            NaN
  1554.51        2500.00                 NaN   99.2988       0.649339       0.518687E-001            NaN            NaN            NaN            NaN            NaN
  1552.94        2500.00                 NaN   99.3090       0.639469       0.514945E-001            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00                 NaN   99.3127       0.635809       0.515086E-001            NaN            NaN            NaN            NaN            NaN
  1549.81        2500.00                 NaN   99.3181       0.632788       0.491484E-001            NaN            NaN            NaN            NaN            NaN
  1548.25        2500.00                 NaN   99.3220       0.628609       0.494088E-001            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00                 NaN   99.3262       0.627958       0.457969E-001            NaN            NaN            NaN            NaN            NaN
  1545.11        2500.00                 NaN   98.8312        1.08857       0.802513E-001            NaN            NaN            NaN            NaN            NaN
  1543.55        2500.00                 NaN   99.8355       0.154677       0.984103E-002            NaN            NaN            NaN            NaN            NaN
  1541.98        2500.00                 NaN   99.3427       0.613939       0.433859E-001            NaN            NaN            NaN            NaN            NaN
  1540.41        2500.00                 NaN   99.3461       0.611116       0.427456E-001            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00                 NaN   99.3486       0.609126       0.422768E-001            NaN            NaN            NaN            NaN            NaN
  1537.28        2500.00                 NaN   99.1867       0.760342       0.530012E-001            NaN            NaN            NaN            NaN            NaN
  1535.71        2500.00                 NaN   99.5268       0.444863       0.282873E-001            NaN            NaN            NaN            NaN            NaN
  1534.15        2500.00                 NaN   99.3623       0.599041       0.386944E-001            NaN            NaN            NaN            NaN            NaN
  1532.58        2500.00                 NaN   99.3644       0.598901       0.367038E-001            NaN            NaN            NaN            NaN            NaN
  1531.02        2500.00                 NaN   99.3670       0.597582       0.353919E-001            NaN            NaN            NaN            NaN            NaN
  1529.45        2500.00                 NaN   99.3610       0.606376       0.326462E-001            NaN            NaN            NaN            NaN            NaN
  1527.88        2500.00                 NaN   99.3910       0.571725       0.372676E-001            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00                 NaN   99.3841       0.580866       0.349871E-001            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00                 NaN   99.3862       0.581191       0.325838E-001            NaN            NaN            NaN            NaN            NaN
  1523.18        2500.00                 NaN   99.3880       0.580520       0.315086E-001            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00                 NaN   99.3880       0.581821       0.301537E-001            NaN            NaN            NaN            NaN            NaN
  1520.05        2500.00                 NaN   99.3983       0.573278       0.284012E-001            NaN            NaN            NaN            NaN            NaN
  1518.48        2500.00                 NaN   99.3989       0.572761       0.283151E-001            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.4015       0.570649       0.278988E-001            NaN            NaN            NaN            NaN            NaN
  1515.35        2500.00                 NaN   99.4043       0.569159       0.265115E-001            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00                 NaN   99.4019       0.549825       0.237864E-001  0.245017E-001            NaN            NaN            NaN            NaN
  1512.22        2500.00                 NaN   99.1778                 NaN            NaN  0.822170                 NaN            NaN            NaN            NaN
  1510.65        2500.00                 NaN   99.1709                 NaN  0.325769E-002  0.825794                 NaN            NaN            NaN            NaN
  1509.09        2500.00                 NaN   98.9508                 NaN            NaN  0.703846       0.345318                 NaN            NaN            NaN
  1507.52        2500.00                 NaN   98.6944                 NaN            NaN  0.529599       0.775998                 NaN            NaN            NaN
  1505.95        2500.00                 NaN   98.7082                 NaN  0.860115E-002  0.511341       0.771813                 NaN            NaN            NaN
  1504.39        2500.00                 NaN   98.7228                 NaN  0.252344E-001  0.481867       0.770135                 NaN            NaN            NaN
  1502.82        2500.00                 NaN   98.7382                 NaN  0.491927E-001  0.771112       0.441481                 NaN            NaN            NaN
  1501.25        2500.00                 NaN   98.7495                 NaN  0.476148E-001  0.438676       0.764225                 NaN            NaN            NaN
  1499.69        2500.00                 NaN   98.7644                 NaN  0.454858E-001  0.434922       0.755180                 NaN            NaN            NaN
  1498.12        2500.00                 NaN   98.7757                 NaN  0.437162E-001  0.433255       0.747338                 NaN            NaN            NaN
  1496.55        2500.00                 NaN   98.7863                 NaN  0.421207E-001  0.740592       0.430947                 NaN            NaN            NaN
  1494.99        2500.00                 NaN   98.7971                 NaN  0.344223E-001  0.731533       0.436941                 NaN            NaN            NaN
  1493.42        2500.00                 NaN   98.8092                 NaN  0.465438E-001  0.415510       0.728788                 NaN            NaN            NaN
  1491.85        2500.00                 NaN   98.8193                 NaN  0.336981E-001  0.718333       0.428701                 NaN            NaN            NaN
  1490.29        2500.00                 NaN   98.8309                 NaN  0.373717E-001  0.418590       0.713180                 NaN            NaN            NaN
  1488.72        2500.00                 NaN   98.8414                 NaN  0.339761E-001  0.418720       0.705909                 NaN            NaN            NaN
  1487.16        2500.00                 NaN   98.8510                 NaN  0.325855E-001  0.416533       0.699835                 NaN            NaN            NaN
  1485.59        2500.00                 NaN   98.8616                 NaN  0.310068E-001  0.692983       0.414376                 NaN            NaN            NaN
  1484.02        2500.00                 NaN   98.8704                 NaN  0.296660E-001  0.688055       0.411872                 NaN            NaN            NaN
  1482.46        2500.00                 NaN   98.8811                 NaN  0.280688E-001  0.409268       0.681534                 NaN            NaN            NaN
  1480.89        2500.00                 NaN   98.8892                 NaN  0.269177E-001  0.677171       0.406756                 NaN            NaN            NaN
  1479.32        2500.00                 NaN   98.9001                 NaN  0.252958E-001  0.669892       0.404749                 NaN            NaN            NaN
  1477.76        2500.00                 NaN   98.9084                 NaN  0.239450E-001  0.403520       0.664170                 NaN            NaN            NaN
  1476.19        2500.00                 NaN   98.9167                 NaN  0.227658E-001  0.659660       0.400866                 NaN            NaN            NaN
  1474.62        2500.00                 NaN   98.9259                 NaN  0.212349E-001  0.653414       0.399494                 NaN            NaN            NaN
  1473.06        2500.00                 NaN   98.9350                 NaN  0.200733E-001  0.397156       0.647805                 NaN            NaN            NaN
  1471.49        2500.00                 NaN   98.9420                 NaN  0.189298E-001  0.643252       0.395817                 NaN            NaN            NaN
  1469.92        2500.00                 NaN   98.9478                 NaN  0.175934E-001  0.393419       0.641159                 NaN            NaN            NaN
  1468.36        2500.00                 NaN   98.9593                 NaN  0.165059E-001  0.633532       0.390639                 NaN            NaN            NaN
  1466.79        2500.00                 NaN   98.9664                 NaN  0.152308E-001  0.388933       0.629434                 NaN            NaN            NaN
  1465.23        2500.00                 NaN   98.9733                 NaN  0.141802E-001  0.625240       0.387311                 NaN            NaN            NaN
  1463.66        2500.00                 NaN   98.9790                 NaN  0.132747E-001  0.622084       0.385688                 NaN            NaN            NaN
  1462.09        2500.00                 NaN   98.9900                 NaN  0.115594E-001  0.383187       0.615219                 NaN            NaN            NaN
  1460.53        2500.00                 NaN   98.9941                 NaN  0.109157E-001  0.381601       0.613401                 NaN            NaN            NaN
  1458.96        2500.00                 NaN   99.0023                 NaN  0.969474E-002  0.379497       0.608555                 NaN            NaN            NaN
  1457.39        2500.00                 NaN   99.0080                 NaN  0.864060E-002  0.378292       0.605101                 NaN            NaN            NaN
  1455.83        2500.00                 NaN   99.0161                 NaN  0.759719E-002  0.600633       0.375635                 NaN            NaN            NaN
  1454.26        2500.00                 NaN   99.1291                 NaN  0.644144E-002  0.535341       0.329116                 NaN            NaN            NaN
  1452.69        2500.00                 NaN   98.9161                 NaN  0.146125E-005  0.423658       0.660196                 NaN            NaN            NaN
  1451.13        2500.00                 NaN   99.0342                 NaN  0.108671E-001  0.593022       0.361947                 NaN            NaN            NaN
  1449.56        2500.00                 NaN   99.0413                 NaN  0.331089E-002  0.368858       0.586492                 NaN            NaN            NaN
  1447.99        2500.00                 NaN   98.3013                 NaN  0.122520       0.671925       0.552720       0.351573                 NaN            NaN
  1446.43        2500.00                 NaN   97.5045                 NaN  0.256805       0.755952       0.744950       0.737787                 NaN            NaN
  1444.86        2500.00                 NaN   97.5567                 NaN  0.255021       0.741978       0.724052       0.722248                 NaN            NaN
  1443.30        2500.00                 NaN   97.5959                 NaN  0.253318       0.708859       0.731035       0.710871                 NaN            NaN
  1441.73        2500.00                 NaN   97.6702                 NaN  0.251075       0.679538       0.710186       0.689036                 NaN            NaN
  1440.16        2500.00                 NaN   97.7063                 NaN  0.249515       0.699714       0.665651       0.678776                 NaN            NaN
  1438.60        2500.00                 NaN   97.7510                 NaN  0.248106       0.686859       0.648063       0.665941                 NaN            NaN
  1437.03        2500.00                 NaN   97.7950                 NaN  0.246526       0.675294       0.630482       0.652686                 NaN            NaN
  1435.46        2500.00                 NaN   97.8386                 NaN  0.245033       0.612958       0.663186       0.640210                 NaN            NaN
  1433.90        2500.00                 NaN   97.8811                 NaN  0.243318       0.597173       0.650867       0.627590                 NaN            NaN
  1432.33        2500.00                 NaN   97.9197                 NaN  0.242178       0.639512       0.582097       0.616541                 NaN            NaN
  1430.76        2500.00                 NaN   97.9556                 NaN  0.241281       0.630564       0.566856       0.605685                 NaN            NaN
  1429.20        2500.00                 NaN   97.9925                 NaN  0.240647       0.619430       0.551809       0.595663                 NaN            NaN
  1427.63        2500.00                 NaN   98.0366                 NaN  0.236812       0.606240       0.538734       0.581596                 NaN            NaN
  1426.07        2500.00                 NaN   98.0671                 NaN  0.237155       0.524095       0.598341       0.573281                 NaN            NaN
  1424.50        2500.00                 NaN   98.1009                 NaN  0.236107       0.510536       0.589238       0.563221                 NaN            NaN
  1422.93        2500.00                 NaN   98.1344                 NaN  0.234360       0.580205       0.497819       0.553172                 NaN            NaN
  1421.37        2500.00                 NaN   98.1664                 NaN  0.233804       0.569817       0.486136       0.543821                 NaN            NaN
  1419.80        2500.00                 NaN   98.1960                 NaN  0.232558       0.561887       0.474465       0.535067                 NaN            NaN
  1418.23        2500.00                 NaN   98.2261                 NaN  0.232300       0.553886       0.461547       0.526160                 NaN            NaN
  1416.67        2500.00                 NaN   98.2522                 NaN  0.231689       0.546596       0.451253       0.518279                 NaN            NaN
  1415.10        2500.00                 NaN   98.2865                 NaN  0.229054       0.440474       0.535850       0.508160                 NaN            NaN
  1413.53        2500.00                 NaN   98.3103                 NaN  0.229210       0.529672       0.429414       0.501424                 NaN            NaN
  1411.97        2500.00                 NaN   98.3380                 NaN  0.228101       0.521740       0.419141       0.493015                 NaN            NaN
  1410.40        2500.00                 NaN   98.3636                 NaN  0.227207       0.514397       0.409314       0.485528                 NaN            NaN
  1408.83        2500.00                 NaN   98.3858                 NaN  0.227338       0.508092       0.399472       0.479321                 NaN            NaN
  1407.27        2500.00                 NaN   98.4156                 NaN  0.225040       0.500272       0.389447       0.469640                 NaN            NaN
  1405.70        2500.00                 NaN   98.4078                 NaN  0.207951       0.497412       0.417342       0.469536                 NaN            NaN
  1404.14        2500.00                 NaN   98.4823                 NaN  0.241894       0.338856       0.484814       0.452092                 NaN            NaN
  1402.57        2500.00                 NaN   98.4832                 NaN  0.223164       0.363351       0.480595       0.449731                 NaN            NaN
  1401.00        2500.00                 NaN   98.5040                 NaN  0.222619       0.474747       0.355110       0.443530                 NaN            NaN
  1399.44        2500.00                 NaN   98.5235                 NaN  0.222902       0.346420       0.469343       0.437860                 NaN            NaN
  1397.87        2500.00                 NaN   98.5490                 NaN  0.220026       0.461522       0.339601       0.429841                 NaN            NaN
  1396.30        2500.00                 NaN   98.5670                 NaN  0.220281       0.331344       0.456817       0.424532                 NaN            NaN
  1394.74        2500.00                 NaN   98.5874                 NaN  0.219550       0.323590       0.450967       0.418508                 NaN            NaN
  1393.17        2500.00                 NaN   98.6025                 NaN  0.218942       0.445880       0.317533       0.415190                 NaN            NaN
  1391.60        2500.00                 NaN   98.6321                 NaN  0.217391       0.438274       0.307571       0.404683                 NaN            NaN
  1390.04        2500.00                 NaN   98.6437                 NaN  0.217200       0.302521       0.435254       0.401347                 NaN            NaN
  1388.47        2500.00                 NaN   98.6613                 NaN  0.216801       0.430256       0.295505       0.396154                 NaN            NaN
  1386.90        2500.00                 NaN   98.6797                 NaN  0.215579       0.289350       0.424923       0.390427                 NaN            NaN
  1385.34        2500.00                 NaN   98.6960                 NaN  0.215154       0.283194       0.420168       0.385474                 NaN            NaN
  1383.77        2500.00                 NaN   98.7130                 NaN  0.214263       0.415409       0.277007       0.380363                 NaN            NaN
  1382.21        2500.00                 NaN   98.7256                 NaN  0.215043       0.269998       0.412333       0.377014                 NaN            NaN
  1380.64        2500.00                 NaN   98.7485                 NaN  0.211374       0.266042       0.405135       0.368922                 NaN            NaN
  1379.07        2500.00                 NaN   98.7607                 NaN  0.211888       0.402120       0.259663       0.365646                 NaN            NaN
  1377.51        2500.00                 NaN   98.7768                 NaN  0.211426       0.396969       0.253818       0.361005                 NaN            NaN
  1375.94        2500.00                 NaN   98.7919                 NaN  0.209897       0.249618       0.392536       0.356074                 NaN            NaN
  1374.37        2500.00                 NaN   98.8044                 NaN  0.209800       0.389784       0.243860       0.352119                 NaN            NaN
  1372.81        2500.00                 NaN   98.8160                 NaN  0.208450       0.385556       0.241438       0.348583                 NaN            NaN
  1371.24        2500.00                 NaN   98.8391                 NaN  0.207058       0.379826       0.232802       0.341258                 NaN            NaN
  1369.67        2500.00                 NaN   98.8479                 NaN  0.206710       0.229964       0.376618       0.338791                 NaN            NaN
  1368.11        2500.00                 NaN   98.8623                 NaN  0.205601       0.225281       0.372655       0.334212                 NaN            NaN
  1366.54        2500.00                 NaN   98.8750                 NaN  0.187459       0.363420       0.246427       0.327678                 NaN            NaN
  1364.97        2500.00                 NaN   98.8858                 NaN  0.220965       0.371646       0.192308       0.329278                 NaN            NaN
  1363.41        2500.00                 NaN   98.8985                 NaN  0.203662       0.362684       0.211858       0.323248                 NaN            NaN
  1361.84        2500.00                 NaN   98.9129                 NaN  0.200339       0.357392       0.211569       0.317812                 NaN            NaN
  1360.28        2500.00                 NaN   98.9237                 NaN  0.200313       0.206277       0.354918       0.314746                 NaN            NaN
  1358.71        2500.00                 NaN   98.9361                 NaN  0.199161       0.351012       0.202865       0.310886                 NaN            NaN
  1357.14        2500.00                 NaN   98.9469                 NaN  0.210044       0.181928       0.351911       0.309244                 NaN            NaN
  1355.58        2500.00                 NaN   98.9581                 NaN  0.184664       0.340129       0.215038       0.302076                 NaN            NaN
  1354.01        2500.00                 NaN   98.9697                 NaN  0.195230       0.194091       0.340984       0.300029                 NaN            NaN
  1352.44        2500.00                 NaN   98.9806                 NaN  0.193974       0.191430       0.337283       0.296690                 NaN            NaN
  1350.88        2500.00                 NaN   98.9912                 NaN  0.192819       0.188495       0.334388       0.293136                 NaN            NaN
  1349.31        2500.00                 NaN   99.0017                 NaN  0.191288       0.331472       0.185768       0.289762                 NaN            NaN
  1347.74        2500.00                 NaN   99.0119                 NaN  0.189889       0.328059       0.183694       0.286412                 NaN            NaN
  1346.18        2500.00                 NaN   99.0222                 NaN  0.188478       0.181382       0.324854       0.283127                 NaN            NaN
  1344.61        2500.00                 NaN   99.0312                 NaN  0.186820       0.180024       0.321908       0.280042                 NaN            NaN
  1343.05        2500.00                 NaN   99.0411                 NaN  0.185238       0.178024       0.318840       0.276830                 NaN            NaN
  1341.48        2500.00                 NaN   99.0505                 NaN  0.183934       0.315069       0.176619       0.273880                 NaN            NaN
  1339.91        2500.00                 NaN   99.0258                 NaN  0.243597       0.122094       0.320160       0.288302                 NaN            NaN
  1338.35        2500.00                 NaN   99.1032                 NaN  0.117902       0.301563       0.227448       0.249918                 NaN            NaN
  1336.78        2500.00                 NaN   99.0777                 NaN  0.178493       0.306456       0.172619       0.264725                 NaN            NaN
  1335.21        2500.00                 NaN   99.0862                 NaN  0.176545       0.171625       0.303816       0.261795                 NaN            NaN
  1333.65        2500.00                 NaN   99.0947                 NaN  0.174739       0.170640       0.300945       0.258947                 NaN            NaN
  1332.08        2500.00                 NaN   99.1027                 NaN  0.172600       0.297917       0.170659       0.256121                 NaN            NaN
  1330.51        2500.00                 NaN   98.6665                 NaN  0.468703       0.214521E-001  0.425275       0.418087                 NaN            NaN
  1328.95        2500.00                 NaN   99.5700                 NaN            NaN  0.110763       0.218362       0.100834                 NaN            NaN
  1327.38        2500.00                 NaN   99.1226                 NaN  0.344359E-001  0.378199       0.232717       0.232043                 NaN            NaN
  1325.81        2500.00                 NaN   99.1339                 NaN  0.165359       0.287381       0.167525       0.245853                 NaN            NaN
  1324.25        2500.00                 NaN   99.1433                 NaN  0.161278       0.169749       0.283553       0.242151                 NaN            NaN
  1322.68        2500.00                 NaN   99.1509                 NaN  0.160031       0.280546       0.168690       0.239823                 NaN            NaN
  1321.12        2500.00                 NaN   99.1580                 NaN  0.158074       0.277848       0.168557       0.237494                 NaN            NaN
  1319.55        2500.00                 NaN   99.1642                 NaN  0.155273       0.274883       0.170550       0.235127                 NaN            NaN
  1317.98        2500.00                 NaN   99.1717                 NaN  0.152993       0.272426       0.170294       0.232546                 NaN            NaN
  1316.42        2500.00                 NaN   99.1781                 NaN  0.150486       0.171586       0.269572       0.230269                 NaN            NaN
  1314.85        2500.00                 NaN   99.1852                 NaN  0.148387       0.266499       0.172041       0.227851                 NaN            NaN
  1313.28        2500.00                 NaN   99.1922                 NaN  0.145794       0.263631       0.172932       0.225486                 NaN            NaN
  1311.72        2500.00                 NaN   99.1974                 NaN  0.142835       0.260949       0.175382       0.223411                 NaN            NaN
  1310.15        2500.00                 NaN   99.2039                 NaN  0.141159       0.175344       0.258191       0.221406                 NaN            NaN
  1308.58        2500.00                 NaN   99.2113                 NaN  0.137263       0.177971       0.254918       0.218537                 NaN            NaN
  1307.02        2500.00                 NaN   99.2161                 NaN  0.135226       0.179695       0.252029       0.216947                 NaN            NaN
  1305.45        2500.00                 NaN   99.2222                 NaN  0.132108       0.249679       0.181541       0.214492                 NaN            NaN
  1303.88        2500.00                 NaN   99.2286                 NaN  0.129832       0.246180       0.182852       0.212520                 NaN            NaN
  1302.32        2500.00                 NaN   99.2335                 NaN  0.126902       0.243391       0.185600       0.210628                 NaN            NaN
  1300.75        2500.00                 NaN   99.2385                 NaN  0.123811       0.240674       0.188273       0.208779                 NaN            NaN
  1299.19        2500.00                 NaN   99.2454                 NaN  0.121205       0.237792       0.189241       0.206400                 NaN            NaN
  1297.62        2500.00                 NaN   99.2505                 NaN  0.118634       0.234744       0.191467       0.204671                 NaN            NaN
  1296.05        2500.00                 NaN   99.2553                 NaN  0.115547       0.231409       0.194820       0.202898                 NaN            NaN
  1294.49        2500.00                 NaN   99.2594                 NaN  0.112639       0.228346       0.198185       0.201399                 NaN            NaN
  1292.92        2500.00                 NaN   99.2657                 NaN  0.108859       0.201967       0.224399       0.199053                 NaN            NaN
  1291.35        2500.00                 NaN   99.2706                 NaN  0.106588       0.222497       0.202937       0.197328                 NaN            NaN
  1289.79        2500.00                 NaN   99.2755                 NaN  0.104082       0.219052       0.205586       0.195768                 NaN            NaN
  1288.22        2500.00                 NaN   99.2805                 NaN  0.100843       0.208663       0.216062       0.193952                 NaN            NaN
  1286.65        2500.00                 NaN   95.2570                 NaN  0.569081       0.762776       0.188923       0.657871        2.56438                 NaN
  1285.09        2500.00                 NaN   89.1839                 NaN   1.26994        1.59855       0.162145        1.35698        6.42846                 NaN
  1283.52        2500.00                 NaN   88.9230                 NaN   1.31023       0.111083        1.67001        1.38538        6.60033                 NaN
  1281.95        2500.00                 NaN   88.7358                 NaN   1.34503       0.494392E-001   1.73985        1.40560        6.72428                 NaN
  1280.39        2500.00                 NaN   88.7679                 NaN   1.34731        1.77624                 NaN   1.40047        6.70809                 NaN
  1278.82        2500.00       0.976545        77.1736                 NaN   1.73540        3.82456                 NaN   2.69452        13.5953                 NaN
  1277.26        2500.00        7.93820                 NaN            NaN   4.49291        16.3796                 NaN   11.0916        60.0977                 NaN
  1275.69        2500.00        7.93225                 NaN            NaN   4.51385        16.3530                 NaN   11.1051        60.0958                 NaN
  1274.12        2500.00        7.92353                 NaN            NaN   4.54269        16.3201                 NaN   11.1190        60.0947                 NaN
  1272.56        2500.00        7.91345                 NaN            NaN   4.57482        16.2859                 NaN   11.1320        60.0938                 NaN
  1270.99        2500.00        7.91026                 NaN            NaN   4.58858        16.2630                 NaN   11.1465        60.0917                 NaN
  1269.42        2500.00        7.89835                 NaN            NaN   4.62481        16.2277                 NaN   11.1588        60.0903                 NaN
  1267.86        2500.00        7.88945                 NaN            NaN   4.65340        16.1963                 NaN   11.1719        60.0889                 NaN
  1266.29        2500.00        7.88475                 NaN            NaN   4.66927        16.1762                 NaN   11.1840        60.0858                 NaN
  1264.72        2500.00        7.87443                 NaN            NaN   4.70271        16.1388                 NaN   11.1986        60.0855                 NaN
  1263.16        2500.00        7.86464                 NaN            NaN   4.73334        16.1064                 NaN   11.2115        60.0841                 NaN
  1261.59        2500.00        7.85173                 NaN            NaN   4.77417        16.0629                 NaN   11.2262        60.0850                 NaN
  1260.03        2500.00        7.84762                 NaN            NaN   4.78733        16.0469                 NaN   11.2374        60.0807                 NaN
  1258.46        2500.00        7.84151                 NaN            NaN   4.80727        16.0228                 NaN   11.2502        60.0782                 NaN
  1256.89        2500.00        7.82976                 NaN            NaN   4.84314        15.9866                 NaN   11.2631        60.0774                 NaN
  1255.33        2500.00        7.83958                 NaN            NaN   4.81620        16.0028                 NaN   11.2729        60.0685                 NaN
  1253.76        2500.00        7.81500                 NaN            NaN   4.88925        15.9355                 NaN   11.2880        60.0723                 NaN
  1252.19        2500.00        7.80772                 NaN            NaN   4.91242        15.9084                 NaN   11.3011        60.0703                 NaN
  1250.63        2500.00        7.79881                 NaN            NaN   4.93879        15.8825                 NaN   11.3126        60.0674                 NaN
  1249.06        2500.00        7.79234                 NaN            NaN   4.95901        15.8591                 NaN   11.3250        60.0646                 NaN
  1247.49        2500.00        7.77194                 NaN            NaN   5.02093        15.7982                 NaN   11.3408        60.0682                 NaN
  1245.93        2500.00        7.77572                 NaN            NaN   5.00938        15.8054                 NaN   11.3496        60.0598                 NaN
  1244.36        2500.00        7.76574                 NaN            NaN   5.03843        15.7776                 NaN   11.3612        60.0571                 NaN
  1242.79        2500.00        7.76128                 NaN            NaN   5.05237        15.7600                 NaN   11.3732        60.0531                 NaN
  1241.23        2500.00        7.75472                 NaN            NaN   5.07213        15.7380                 NaN   11.3852        60.0499                 NaN
  1239.66        2500.00        7.74417                 NaN            NaN   5.10353        15.7058                 NaN   11.3979        60.0485                 NaN
  1238.10        2500.00        7.73423                 NaN            NaN   5.13282        15.6762                 NaN   11.4103        60.0465                 NaN
