|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1238.10        2500.00        4.68904                 NaN            NaN   3.62687        13.0657                 NaN   11.7274        66.8911                 NaN
  1236.53        2500.00        4.68185                 NaN            NaN   3.65081        13.0388                 NaN   11.7402        66.8884                 NaN
  1234.96        2500.00        4.67342                 NaN            NaN   3.67831        13.0097                 NaN   11.7525        66.8861                 NaN
  1233.40        2500.00        4.67381                 NaN            NaN   3.67544        13.0094                 NaN   11.7637        66.8777                 NaN
  1231.83        2500.00        4.66736                 NaN            NaN   3.69491        12.9905                 NaN   11.7742        66.8730                 NaN
  1230.26        2500.00        4.66323                 NaN            NaN   3.71030        12.9705                 NaN   11.7868        66.8692                 NaN
  1228.70        2500.00        4.65905                 NaN            NaN   3.72148        12.9573                 NaN   11.7989        66.8632                 NaN
  1227.13        2500.00        4.65973                 NaN            NaN   3.72163        12.9471                 NaN   11.8133        66.8582                 NaN
  1225.56        2500.00        4.64687                 NaN            NaN   3.76088        12.9122                 NaN   11.8242        66.8558                 NaN
  1224.00        2500.00        4.64242                 NaN            NaN   3.77369        12.8990                 NaN   11.8350        66.8499                 NaN
  1222.43        2500.00        4.63913                 NaN            NaN   3.78217        12.8898                 NaN   11.8458        66.8431                 NaN
  1220.86        2500.00        4.61604                 NaN            NaN   3.81720        12.8529                 NaN   11.8584        66.8427       0.127330E-001
  1219.30        2500.00        4.55994                 NaN            NaN   3.89027        12.7832                 NaN   11.8709        66.8490       0.467441E-001
  1217.73        2500.00        4.51811                 NaN            NaN   3.94182        12.7325                 NaN   11.8823        66.8518       0.735600E-001
  1216.17        2500.00        4.46890                 NaN            NaN   4.00346        12.6762                 NaN   11.8938        66.8540       0.103607     
  1214.60        2500.00        4.42495                 NaN            NaN   4.05743        12.6264                 NaN   11.9050        66.8553       0.130969     
  1213.03        2500.00        4.38039                 NaN            NaN   4.11198        12.5771                 NaN   11.9161        66.8560       0.158453     
  1211.47        2500.00        4.33952                 NaN            NaN   4.16044        12.5324                 NaN   11.9277        66.8558       0.184162     
  1209.90        2500.00        4.29651                 NaN            NaN   4.21225        12.4871                 NaN   11.9385        66.8551       0.210547     
  1208.33        2500.00        4.25678                 NaN            NaN   4.25882        12.4460                 NaN   11.9496        66.8535       0.235349     
  1206.77        2500.00        4.21705                 NaN            NaN   4.30503        12.4056                 NaN   11.9609        66.8515       0.260049     
  1205.20        2500.00        4.17862                 NaN            NaN   4.34919        12.3676                 NaN   11.9719        66.8487       0.283987     
  1203.63        2500.00        4.13902                 NaN            NaN   4.39541        12.3301                 NaN   11.9820        66.8454       0.308148     
  1202.07        2500.00        4.10751                 NaN            NaN   4.42938        12.2949                 NaN   11.9947        66.8441       0.329431     
  1200.50        2500.00        4.05882                 NaN            NaN   4.48931        12.2575                 NaN   12.0009        66.8372       0.356274     
  1198.93        2500.00        4.03134                 NaN            NaN   4.51495        12.2304                 NaN   12.0152        66.8327       0.375498     
  1197.37        2500.00        3.99520                 NaN            NaN   4.55520        12.1989                 NaN   12.0255        66.8274       0.397714     
  1195.80        2500.00        3.95120                 NaN            NaN   4.60862        12.1651                 NaN   12.0319        66.8208       0.422463     
  1194.24        2500.00        3.92474                 NaN            NaN   4.63254        12.1396                 NaN   12.0464        66.8157       0.441060     
  1192.67        2500.00        3.89083                 NaN            NaN   4.66913        12.1122                 NaN   12.0567        66.8092       0.461981     
  1191.10        2500.00        3.85752                 NaN            NaN   4.70453        12.0856                 NaN   12.0673        66.8024       0.482611     
  1189.54        2500.00        3.82490                 NaN            NaN   4.73876        12.0600                 NaN   12.0781        66.7953       0.502881     
  1187.97        2500.00        3.79108                 NaN            NaN   4.77519        12.0353                 NaN   12.0877        66.7875       0.523334     
  1186.40        2500.00        3.75704                 NaN            NaN   4.81183        12.0111                 NaN   12.0972        66.7792       0.543756     
  1184.84        2500.00        3.73053                 NaN            NaN   4.83649        11.9823                 NaN   12.1116        66.7765       0.562636     
  1183.27        2500.00        3.69585                 NaN            NaN   4.87359        11.9667                 NaN   12.1190        66.7628       0.582022     
  1181.70        2500.00        3.66411                 NaN            NaN   4.90635        11.9452                 NaN   12.1292        66.7538       0.601354     
  1180.14        2500.00        3.63373                 NaN            NaN   4.93695        11.9250                 NaN   12.1395        66.7447       0.620077     
  1178.57        2500.00        3.60288                 NaN            NaN   4.96825        11.9053                 NaN   12.1497        66.7351       0.638866     
  1177.01        2500.00        3.56976                 NaN            NaN   5.00339        11.8858                 NaN   12.1584        66.7244       0.658204     
  1175.44        2500.00        3.54217                 NaN            NaN   5.02917        11.8676                 NaN   12.1701        66.7151       0.675819     
  1173.87        2500.00        3.51342                 NaN            NaN   5.05708        11.8504                 NaN   12.1806        66.7049       0.693598     
  1172.31        2500.00        3.48338                 NaN            NaN   5.08701        11.8332                 NaN   12.1907        66.6941       0.711711     
  1170.74        2500.00        3.45773                 NaN            NaN   5.10967        11.8172                 NaN   12.2027        66.6843       0.728399     
  1169.17        2500.00        3.42619                 NaN            NaN   5.14214        11.8010                 NaN   12.2116        66.6723       0.746732     
  1167.61        2500.00        3.39906                 NaN            NaN   5.16458        11.7800                 NaN   12.2274        66.6643       0.764655     
  1166.04        2500.00        3.36484                 NaN            NaN   5.20446        11.7726                 NaN   12.2288        66.6471       0.782234     
  1164.47        2500.00        3.34239                 NaN            NaN   5.22156        11.7567                 NaN   12.2433        66.6380       0.797996     
  1162.91        2500.00        3.33211                 NaN            NaN   5.23449        11.7220                 NaN   12.2452        66.6568       0.809503     
  1161.34        2500.00        3.28468                 NaN            NaN   5.27764        11.7300                 NaN   12.2630        66.6126       0.832173     
  1159.77        2500.00        3.25788                 NaN            NaN   5.30215        11.7169                 NaN   12.2740        66.6004       0.848620     
  1158.21        2500.00        3.22989                 NaN            NaN   5.32879        11.7048                 NaN   12.2840        66.5873       0.865225     
  1156.64        2500.00        3.20303                 NaN            NaN   5.35343        11.6928                 NaN   12.2948        66.5744       0.881491     
  1155.08        2500.00        3.17571                 NaN            NaN   5.37907        11.6818                 NaN   12.3048        66.5609       0.897722     
  1153.51        2500.00        3.15044                 NaN            NaN   5.40075        11.6692                 NaN   12.3173        66.5488       0.913580     
  1151.94        2500.00        3.12285                 NaN            NaN   5.42724        11.6604                 NaN   12.3261        66.5340       0.929515     
  1150.38        2500.00        3.09753                 NaN            NaN   5.44971        11.6506                 NaN   12.3367        66.5205       0.944939     
  1148.81        2500.00        3.07099                 NaN            NaN   5.47383        11.6403                 NaN   12.3477        66.5065       0.960714     
  1147.24        2500.00        3.04339                 NaN            NaN   5.49961        11.6308                 NaN   12.3580        66.4915       0.976706     
  1145.68        2500.00        3.01730                 NaN            NaN   5.52327        11.6221                 NaN   12.3684        66.4768       0.992111     
  1144.11        2500.00        2.99218                 NaN            NaN   5.54550        11.6140                 NaN   12.3790        66.4623        1.00715     
  1142.54        2500.00        2.95947                 NaN            NaN   5.58027        11.6093                 NaN   12.3850        66.4423        1.02365     
  1140.98        2500.00        2.94035                 NaN            NaN   5.59209        11.5978                 NaN   12.4003        66.4319        1.03755     
  1139.41        2500.00        2.91661                 NaN            NaN   5.61190        11.5899                 NaN   12.4118        66.4176        1.05209     
  1137.84        2500.00        2.88947                 NaN            NaN   5.63712        11.5826                 NaN   12.4223        66.4011        1.06744     
  1136.28        2500.00        2.86382                 NaN            NaN   5.66032        11.5764                 NaN   12.4325        66.3848        1.08219     
  1134.71        2500.00        2.83906                 NaN            NaN   5.68186        11.5697                 NaN   12.4436        66.3690        1.09675     
  1133.15        2500.00        2.81044                 NaN            NaN   5.70991        11.5654                 NaN   12.4523        66.3499        1.11195     
  1131.58        2500.00        2.78834                 NaN            NaN   5.72722        11.5580                 NaN   12.4648        66.3359        1.12581     
  1130.01        2500.00        2.75643                 NaN            NaN   5.76090        11.5563                 NaN   12.4714        66.3136        1.14143     
  1128.45        2500.00        2.73998                 NaN            NaN   5.76851        11.5467                 NaN   12.4875        66.3032        1.15415     
  1126.88        2500.00        2.71607                 NaN            NaN   5.78888        11.5413                 NaN   12.4989        66.2868        1.16812     
  1125.31        2500.00        2.69212                 NaN            NaN   5.80943        11.5368                 NaN   12.5099        66.2698        1.18197     
  1123.75        2500.00        2.66514                 NaN            NaN   5.83471        11.5331                 NaN   12.5202        66.2504        1.19642     
  1122.18        2500.00        2.63865                 NaN            NaN   5.85885        11.5288                 NaN   12.5314        66.2314        1.21086     
  1120.61        2500.00        2.61740                 NaN            NaN   5.87588        11.5256                 NaN   12.5423        66.2152        1.22365     
  1119.05        2500.00        2.59490                 NaN            NaN   5.89363        11.5197                 NaN   12.5554        66.1992        1.23717     
  1117.48        2500.00        2.59018                 NaN            NaN   5.88429        11.5134                 NaN   12.5697        66.1966        1.24590     
  1115.91        2500.00        2.54615                 NaN            NaN   5.93663        11.5148                 NaN   12.5770        66.1613        1.26407     
  1114.35        2500.00        2.53240                 NaN            NaN   5.94158        11.5114                 NaN   12.5892        66.1506        1.27471     
  1112.78        2500.00        2.49936                 NaN            NaN   5.97646        11.5091                 NaN   12.6001        66.1246        1.29040     
  1111.22        2500.00        2.47577                 NaN            NaN   5.99673        11.5067                 NaN   12.6117        66.1056        1.30349     
  1109.65        2500.00        2.45245                 NaN            NaN   6.01676        11.5049                 NaN   12.6231        66.0865        1.31638     
  1108.08        2500.00        2.47148                 NaN            NaN   5.97742        11.4800                 NaN   12.6358        66.1154        1.31991     
  1106.52        2500.00        2.40581                 NaN            NaN   6.05662        11.5010                 NaN   12.6467        66.0478        1.34208     
  1104.95        2500.00        2.38222                 NaN            NaN   6.07725        11.4996                 NaN   12.6582        66.0279        1.35480     
  1103.38        2500.00        2.35952                 NaN            NaN   6.09632        11.4985                 NaN   12.6702        66.0081        1.36729     
  1101.82        2500.00        2.33779                 NaN            NaN   6.11405        11.4968                 NaN   12.6824        65.9894        1.37953     
  1100.25        2500.00        2.31614                 NaN            NaN   6.13175        11.4954                 NaN   12.6946        65.9705        1.39166     
  1098.68        2500.00        2.29375                 NaN            NaN   6.15038        11.4938                 NaN   12.7072        65.9509        1.40396     
  1097.12        2500.00        2.26914                 NaN            NaN   6.17290        11.4951                 NaN   12.7185        65.9280        1.41636     
  1095.55        2500.00        2.24711                 NaN            NaN   6.19132        11.4944                 NaN   12.7309        65.9080        1.42832     
  1093.98        2500.00        2.21991                 NaN            NaN   6.21834        11.4990                 NaN   12.7411        65.8809        1.44076     
  1092.42        2500.00        2.20364                 NaN            NaN   6.22745        11.4937                 NaN   12.7557        65.8677        1.45187     
  1090.85        2500.00        2.17915                 NaN            NaN   6.25000        11.4955                 NaN   12.7676        65.8438        1.46392     
  1089.29        2500.00        2.15711                 NaN            NaN   6.26906        11.4969                 NaN   12.7794        65.8222        1.47539     
  1087.72        2500.00        2.13403                 NaN            NaN   6.28935        11.4978                 NaN   12.7921        65.7996        1.48711     
  1086.15        2500.00        2.11092                 NaN            NaN   6.31021        11.5004                 NaN   12.8039        65.7760        1.49854     
  1084.59        2500.00        2.08721                 NaN            NaN   6.33193        11.5035                 NaN   12.8159        65.7514        1.50996     
  1083.02        2500.00        2.07198                 NaN            NaN   6.33992        11.4983                 NaN   12.8307        65.7386        1.52050     
  1081.45        2500.00        2.04875                 NaN            NaN   6.36109        11.5013                 NaN   12.8429        65.7142        1.53171     
  1079.89        2500.00        2.02519                 NaN            NaN   6.38285        11.5047                 NaN   12.8554        65.6890        1.54288     
  1078.32        2500.00        2.00774                 NaN            NaN   6.39889        11.5124                 NaN   12.8606        65.6686        1.55168     
  1076.75        2500.00        1.98172                 NaN            NaN   6.42086        11.5093                 NaN   12.8810        65.6427        1.56446     
  1075.19        2500.00        1.96034                 NaN            NaN   6.43941        11.5117                 NaN   12.8939        65.6195        1.57506     
  1073.62        2500.00        1.93909                 NaN            NaN   6.45782        11.5139                 NaN   12.9072        65.5965        1.58560     
  1072.06        2500.00        1.91805                 NaN            NaN   6.47605        11.5163                 NaN   12.9203        65.5733        1.59597     
  1070.49        2500.00        1.89478                 NaN            NaN   6.49800        11.5215                 NaN   12.9331        65.5462        1.60640     
  1068.92        2500.00        1.87088                 NaN            NaN   6.52117        11.5280                 NaN   12.9457        65.5175        1.61669     
  1067.36        2500.00        1.85421                 NaN            NaN   6.53242        11.5256                 NaN   12.9604        65.5008        1.62654     
  1065.79        2500.00        1.83647                 NaN            NaN   6.54610        11.5262                 NaN   12.9737        65.4815        1.63610     
  1064.22        2500.00        1.81033                 NaN            NaN   6.57296        11.5355                 NaN   12.9867        65.4482        1.64633     
  1062.66        2500.00        1.79210                 NaN            NaN   6.58733        11.5364                 NaN   13.0006        65.4277        1.65586     
  1061.09        2500.00        1.79671                 NaN            NaN   6.56661        11.5240                 NaN   13.0110        65.4398        1.66190     
  1059.52        2500.00        1.74915                 NaN            NaN   6.62696        11.5463                 NaN   13.0278        65.3748        1.67497     
  1057.96        2500.00        1.73024                 NaN            NaN   6.64304        11.5488                 NaN   13.0415        65.3523        1.68415     
  1056.39        2500.00        1.70658                 NaN            NaN   6.66648        11.5572                 NaN   13.0553        65.3209        1.69354     
  1054.82        2500.00        1.68600                 NaN            NaN   6.68528        11.5621                 NaN   13.0693        65.2947        1.70263     
  1053.26        2500.00        1.66913                 NaN            NaN   6.69816        11.5623                 NaN   13.0838        65.2751        1.71149     
  1051.69        2500.00        1.64925                 NaN            NaN   6.71666        11.5684                 NaN   13.0967        65.2490        1.72003     
  1050.13        2500.00        1.62912                 NaN            NaN   6.73462        11.5721                 NaN   13.1120        65.2231        1.72901     
  1048.56        2500.00        1.60462                 NaN            NaN   6.76028        11.5832                 NaN   13.1262        65.1880        1.73773     
  1046.99        2500.00        1.59873                 NaN            NaN   6.75749        11.5770                 NaN   13.1371        65.1850        1.74465     
  1045.43        2500.00        1.56602                 NaN            NaN   6.79527        11.5928                 NaN   13.1551        65.1364        1.75446     
  1043.86        2500.00        1.54632                 NaN            NaN   6.81360        11.5984                 NaN   13.1696        65.1094        1.76266     
  1042.29        2500.00        1.52672                 NaN            NaN   6.83194        11.6041                 NaN   13.1843        65.0822        1.77074     
  1040.73        2500.00        1.50714                 NaN            NaN   6.85032        11.6103                 NaN   13.1990        65.0545        1.77869     
  1039.16        2500.00        1.48764                 NaN            NaN   6.86877        11.6165                 NaN   13.2138        65.0267        1.78652     
  1037.59        2500.00        1.47450                 NaN            NaN   6.87714        11.6145                 NaN   13.2283        65.0115        1.79413     
  1036.03        2500.00        1.43868                 NaN            NaN   6.92207        11.6424                 NaN   13.2447        64.9503        1.80190     
  1034.46        2500.00        1.42658                 NaN            NaN   6.92903        11.6402                 NaN   13.2591        64.9358        1.80924     
  1032.89        2500.00        1.41262                 NaN            NaN   6.93914        11.6397                 NaN   13.2738        64.9182        1.81657     
  1031.33        2500.00        1.39090                 NaN            NaN   6.96179        11.6500                 NaN   13.2895        64.8840        1.82380     
  1029.76        2500.00        1.37532                 NaN            NaN   6.97488        11.6527                 NaN   13.3042        64.8621        1.83083     
  1028.20        2500.00        1.35501                 NaN            NaN   6.99550        11.6615                 NaN   13.3200        64.8302        1.83781     
  1026.63        2500.00        1.33868                 NaN            NaN   7.01015        11.6658                 NaN   13.3348        64.8060        1.84458     
  1025.06        2500.00        1.31963                 NaN            NaN   7.02917        11.6737                 NaN   13.3504        64.7758        1.85127     
  1023.50        2500.00        1.29809                 NaN            NaN   7.05217        11.6851                 NaN   13.3668        64.7400        1.85786     
  1021.93        2500.00        1.28102                 NaN            NaN   7.06845        11.6912                 NaN   13.3819        64.7131        1.86425     
  1020.36        2500.00        1.26106                 NaN            NaN   7.08932        11.7012                 NaN   13.3981        64.6798        1.87054     
  1018.80        2500.00        1.24317                 NaN            NaN   7.10708        11.7086                 NaN   13.4138        64.6506        1.87672     
  1017.23        2500.00        1.22557                 NaN            NaN   7.12457        11.7160                 NaN   13.4295        64.6216        1.88276     
  1015.66        2500.00        1.20765                 NaN            NaN   7.14259        11.7237                 NaN   13.4456        64.5917        1.88873     
  1014.10        2500.00        1.18757                 NaN            NaN   7.16425        11.7350                 NaN   13.4623        64.5564        1.89449     
  1012.53        2500.00        1.17468                 NaN            NaN   7.17468        11.7364                 NaN   13.4768        64.5372        1.90027     
  1010.96        2500.00        1.15305                 NaN            NaN   7.19908        11.7504                 NaN   13.4942        64.4975        1.90576     
  1009.40        2500.00        1.13553                 NaN            NaN   7.21705        11.7585                 NaN   13.5106        64.4671        1.91123     
  1007.83        2500.00        1.11645                 NaN            NaN   7.23776        11.7697                 NaN   13.5272        64.4323        1.91647     
  1006.27        2500.00        1.10357                 NaN            NaN   7.24997        11.7771                 NaN   13.5397        64.4089        1.92075     
  1004.70        2500.00        1.07931                 NaN            NaN   7.27775        11.7906                 NaN   13.5612        64.3644        1.92671     
  1003.13        2500.00        1.06180                 NaN            NaN   7.29633        11.8000                 NaN   13.5778        64.3324        1.93167     
  1001.57        2500.00        1.04249                 NaN            NaN   7.31785        11.8123                 NaN   13.5953        64.2956        1.93643     
  1000.00        2500.00        1.02550                 NaN            NaN   7.33586        11.8214                 NaN   13.6120        64.2641        1.94116     
