|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1568.61        2500.00                 NaN   99.3426       0.602898       0.544580E-001            NaN            NaN            NaN            NaN            NaN
  1567.04        2500.00                 NaN   99.5569       0.407310       0.357612E-001            NaN            NaN            NaN            NaN            NaN
  1565.48        2500.00                 NaN   99.1371       0.794301       0.686131E-001            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00                 NaN   99.3599       0.590264       0.498646E-001            NaN            NaN            NaN            NaN            NaN
  1562.34        2500.00                 NaN   99.3626       0.588382       0.489978E-001            NaN            NaN            NaN            NaN            NaN
  1560.78        2500.00                 NaN   99.3670       0.584941       0.480714E-001            NaN            NaN            NaN            NaN            NaN
  1559.21        2500.00                 NaN   99.3724       0.579420       0.481759E-001            NaN            NaN            NaN            NaN            NaN
  1557.64        2500.00                 NaN   99.3768       0.576964       0.462288E-001            NaN            NaN            NaN            NaN            NaN
  1556.08        2500.00                 NaN   99.3819       0.572201       0.459087E-001            NaN            NaN            NaN            NaN            NaN
  1554.51        2500.00                 NaN   99.3843       0.571251       0.444894E-001            NaN            NaN            NaN            NaN            NaN
  1552.94        2500.00                 NaN   99.3934       0.562429       0.441538E-001            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00                 NaN   99.3968       0.559045       0.441511E-001            NaN            NaN            NaN            NaN            NaN
  1549.81        2500.00                 NaN   99.4015       0.556335       0.421168E-001            NaN            NaN            NaN            NaN            NaN
  1548.25        2500.00                 NaN   99.4053       0.552429       0.423140E-001            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00                 NaN   99.4090       0.551757       0.392062E-001            NaN            NaN            NaN            NaN            NaN
  1545.11        2500.00                 NaN   98.9746       0.956643       0.687135E-001            NaN            NaN            NaN            NaN            NaN
  1543.55        2500.00                 NaN   99.8558       0.135759       0.841483E-002            NaN            NaN            NaN            NaN            NaN
  1541.98        2500.00                 NaN   99.4238       0.539069       0.371051E-001            NaN            NaN            NaN            NaN            NaN
  1540.41        2500.00                 NaN   99.4269       0.536512       0.365465E-001            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00                 NaN   99.4294       0.534501       0.361249E-001            NaN            NaN            NaN            NaN            NaN
  1537.28        2500.00                 NaN   99.2877       0.667058       0.452381E-001            NaN            NaN            NaN            NaN            NaN
  1535.71        2500.00                 NaN   99.5857       0.390195       0.241495E-001            NaN            NaN            NaN            NaN            NaN
  1534.15        2500.00                 NaN   99.4416       0.525363       0.330266E-001            NaN            NaN            NaN            NaN            NaN
  1532.58        2500.00                 NaN   99.4435       0.525144       0.313139E-001            NaN            NaN            NaN            NaN            NaN
  1531.02        2500.00                 NaN   99.4459       0.523893       0.301874E-001            NaN            NaN            NaN            NaN            NaN
  1529.45        2500.00                 NaN   99.4406       0.531565       0.278497E-001            NaN            NaN            NaN            NaN            NaN
  1527.88        2500.00                 NaN   99.4675       0.500751       0.317539E-001            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00                 NaN   99.4614       0.508768       0.298055E-001            NaN            NaN            NaN            NaN            NaN
  1524.75        2500.00                 NaN   99.4633       0.508951       0.277463E-001            NaN            NaN            NaN            NaN            NaN
  1523.18        2500.00                 NaN   99.4650       0.508210       0.268144E-001            NaN            NaN            NaN            NaN            NaN
  1521.62        2500.00                 NaN   99.4651       0.509243       0.256536E-001            NaN            NaN            NaN            NaN            NaN
  1520.05        2500.00                 NaN   99.4741       0.501706       0.241545E-001            NaN            NaN            NaN            NaN            NaN
  1518.48        2500.00                 NaN   99.4749       0.501065       0.240701E-001            NaN            NaN            NaN            NaN            NaN
  1516.92        2500.00                 NaN   99.4772       0.499053       0.237030E-001            NaN            NaN            NaN            NaN            NaN
  1515.35        2500.00                 NaN   99.4798       0.497682       0.225195E-001            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00                 NaN   99.4776       0.480641       0.201954E-001  0.215386E-001            NaN            NaN            NaN            NaN
  1512.22        2500.00                 NaN   99.2773                 NaN            NaN  0.722655                 NaN            NaN            NaN            NaN
  1510.65        2500.00                 NaN   99.2717                 NaN  0.276375E-002  0.725581                 NaN            NaN            NaN            NaN
  1509.09        2500.00                 NaN   99.0773                 NaN            NaN  0.618274       0.304475                 NaN            NaN            NaN
  1507.52        2500.00                 NaN   98.8506                 NaN            NaN  0.465189       0.684227                 NaN            NaN            NaN
  1505.95        2500.00                 NaN   98.8635                 NaN  0.728793E-002  0.448928       0.680289                 NaN            NaN            NaN
  1504.39        2500.00                 NaN   98.8772                 NaN  0.213678E-001  0.422861       0.678570                 NaN            NaN            NaN
  1502.82        2500.00                 NaN   98.8919                 NaN  0.416243E-001  0.679204       0.387245                 NaN            NaN            NaN
  1501.25        2500.00                 NaN   98.9024                 NaN  0.402566E-001  0.384517       0.672856                 NaN            NaN            NaN
  1499.69        2500.00                 NaN   98.9159                 NaN  0.384384E-001  0.381091       0.664600                 NaN            NaN            NaN
  1498.12        2500.00                 NaN   98.9264                 NaN  0.369076E-001  0.379356       0.657326                 NaN            NaN            NaN
  1496.55        2500.00                 NaN   98.9362                 NaN  0.355379E-001  0.651130       0.377146                 NaN            NaN            NaN
  1494.99        2500.00                 NaN   98.9459                 NaN  0.290195E-001  0.642896       0.382180                 NaN            NaN            NaN
  1493.42        2500.00                 NaN   98.9573                 NaN  0.392130E-001  0.363246       0.640237                 NaN            NaN            NaN
  1491.85        2500.00                 NaN   98.9663                 NaN  0.283657E-001  0.630746       0.374550                 NaN            NaN            NaN
  1490.29        2500.00                 NaN   98.9771                 NaN  0.314353E-001  0.365527       0.625965                 NaN            NaN            NaN
  1488.72        2500.00                 NaN   98.9867                 NaN  0.285580E-001  0.365433       0.619295                 NaN            NaN            NaN
  1487.16        2500.00                 NaN   98.9956                 NaN  0.273662E-001  0.363302       0.613683                 NaN            NaN            NaN
  1485.59        2500.00                 NaN   99.0053                 NaN  0.260212E-001  0.607447       0.361228                 NaN            NaN            NaN
  1484.02        2500.00                 NaN   99.0135                 NaN  0.248786E-001  0.602813       0.358823                 NaN            NaN            NaN
  1482.46        2500.00                 NaN   99.0233                 NaN  0.235188E-001  0.356368       0.596836                 NaN            NaN            NaN
  1480.89        2500.00                 NaN   99.0308                 NaN  0.225381E-001  0.592689       0.353958                 NaN            NaN            NaN
  1479.32        2500.00                 NaN   99.0407                 NaN  0.211645E-001  0.586110       0.352032                 NaN            NaN            NaN
  1477.76        2500.00                 NaN   99.0484                 NaN  0.200186E-001  0.350750       0.580851                 NaN            NaN            NaN
  1476.19        2500.00                 NaN   99.0561                 NaN  0.190182E-001  0.576603       0.348245                 NaN            NaN            NaN
  1474.62        2500.00                 NaN   99.0645                 NaN  0.177251E-001  0.570938       0.346873                 NaN            NaN            NaN
  1473.06        2500.00                 NaN   99.0729                 NaN  0.167409E-001  0.344624       0.565741                 NaN            NaN            NaN
  1471.49        2500.00                 NaN   99.0795                 NaN  0.157744E-001  0.561473       0.343224                 NaN            NaN            NaN
  1469.92        2500.00                 NaN   99.0850                 NaN  0.146488E-001  0.340936       0.559380                 NaN            NaN            NaN
  1468.36        2500.00                 NaN   99.0954                 NaN  0.137343E-001  0.552511       0.338358                 NaN            NaN            NaN
  1466.79        2500.00                 NaN   99.1020                 NaN  0.126609E-001  0.336660       0.548645                 NaN            NaN            NaN
  1465.23        2500.00                 NaN   99.1085                 NaN  0.117783E-001  0.544697       0.335038                 NaN            NaN            NaN
  1463.66        2500.00                 NaN   99.1138                 NaN  0.110180E-001  0.541730       0.333460                 NaN            NaN            NaN
  1462.09        2500.00                 NaN   99.1239                 NaN  0.958669E-002  0.331092       0.535464                 NaN            NaN            NaN
  1460.53        2500.00                 NaN   99.1278                 NaN  0.904492E-002  0.329499       0.533618                 NaN            NaN            NaN
  1458.96        2500.00                 NaN   99.1353                 NaN  0.802631E-002  0.327487       0.529139                 NaN            NaN            NaN
  1457.39        2500.00                 NaN   99.1407                 NaN  0.714798E-002  0.326278       0.525864                 NaN            NaN            NaN
  1455.83        2500.00                 NaN   99.1482                 NaN  0.628004E-002  0.521729       0.323759                 NaN            NaN            NaN
  1454.26        2500.00                 NaN   99.2467                 NaN  0.531426E-002  0.464589       0.283357                 NaN            NaN            NaN
  1452.69        2500.00                 NaN   99.0623                 NaN  0.120549E-005  0.364707       0.572949                 NaN            NaN            NaN
  1451.13        2500.00                 NaN   99.1653                 NaN  0.896085E-002  0.514349       0.311391                 NaN            NaN            NaN
  1449.56        2500.00                 NaN   99.1718                 NaN  0.272737E-002  0.317107       0.508398                 NaN            NaN            NaN
  1447.99        2500.00                 NaN   98.4758                 NaN  0.100835       0.582320       0.474968       0.366030                 NaN            NaN
  1446.43        2500.00                 NaN   97.7260                 NaN  0.211056       0.654939       0.639837       0.768207                 NaN            NaN
  1444.86        2500.00                 NaN   97.7756                 NaN  0.209202       0.642276       0.621184       0.751704                 NaN            NaN
  1443.30        2500.00                 NaN   97.8135                 NaN  0.207424       0.607379       0.632157       0.739542                 NaN            NaN
  1441.73        2500.00                 NaN   97.8829                 NaN  0.205189       0.581717       0.613690       0.716485                 NaN            NaN
  1440.16        2500.00                 NaN   97.9177                 NaN  0.203505       0.604101       0.569203       0.705494                 NaN            NaN
  1438.60        2500.00                 NaN   97.9602                 NaN  0.201948       0.592475       0.553547       0.691825                 NaN            NaN
  1437.03        2500.00                 NaN   98.0022                 NaN  0.200291       0.581932       0.537871       0.677725                 NaN            NaN
  1435.46        2500.00                 NaN   98.0435                 NaN  0.198657       0.522404       0.571025       0.664437                 NaN            NaN
  1433.90        2500.00                 NaN   98.0838                 NaN  0.196946       0.508360       0.559861       0.651008                 NaN            NaN
  1432.33        2500.00                 NaN   98.1206                 NaN  0.195588       0.549637       0.494969       0.639215                 NaN            NaN
  1430.76        2500.00                 NaN   98.1552                 NaN  0.194458       0.541358       0.481359       0.627629                 NaN            NaN
  1429.20        2500.00                 NaN   98.1900                 NaN  0.193603       0.531384       0.468116       0.616909                 NaN            NaN
  1427.63        2500.00                 NaN   98.2319                 NaN  0.190115       0.519535       0.456479       0.602007                 NaN            NaN
  1426.07        2500.00                 NaN   98.2610                 NaN  0.189996       0.443626       0.512339       0.593070                 NaN            NaN
  1424.50        2500.00                 NaN   98.2932                 NaN  0.188818       0.431633       0.504046       0.582332                 NaN            NaN
  1422.93        2500.00                 NaN   98.3252                 NaN  0.187051       0.495783       0.420403       0.571613                 NaN            NaN
  1421.37        2500.00                 NaN   98.3557                 NaN  0.186216       0.486474       0.410007       0.561621                 NaN            NaN
  1419.80        2500.00                 NaN   98.3839                 NaN  0.184865       0.479231       0.399711       0.552252                 NaN            NaN
  1418.23        2500.00                 NaN   98.4126                 NaN  0.184290       0.471963       0.388379       0.542731                 NaN            NaN
  1416.67        2500.00                 NaN   98.4380                 NaN  0.183423       0.465160       0.379149       0.534275                 NaN            NaN
  1415.10        2500.00                 NaN   98.4702                 NaN  0.180961       0.369731       0.455635       0.523515                 NaN            NaN
  1413.53        2500.00                 NaN   98.4931                 NaN  0.180741       0.449932       0.360022       0.516253                 NaN            NaN
  1411.97        2500.00                 NaN   98.5195                 NaN  0.179477       0.442744       0.350986       0.507271                 NaN            NaN
  1410.40        2500.00                 NaN   98.5439                 NaN  0.178421       0.436057       0.342338       0.499245                 NaN            NaN
  1408.83        2500.00                 NaN   98.5652                 NaN  0.178178       0.430328       0.333728       0.492541                 NaN            NaN
  1407.27        2500.00                 NaN   98.5937                 NaN  0.175986       0.423165       0.324920       0.482273                 NaN            NaN
  1405.70        2500.00                 NaN   98.5878                 NaN  0.162227       0.420361       0.347745       0.481862                 NaN            NaN
  1404.14        2500.00                 NaN   98.6567                 NaN  0.188396       0.282014       0.409257       0.463619                 NaN            NaN
  1402.57        2500.00                 NaN   98.6583                 NaN  0.173462       0.302061       0.405307       0.460892                 NaN            NaN
  1401.00        2500.00                 NaN   98.6783                 NaN  0.172682       0.399937       0.294834       0.454224                 NaN            NaN
  1399.44        2500.00                 NaN   98.6971                 NaN  0.172521       0.287271       0.394992       0.448105                 NaN            NaN
  1397.87        2500.00                 NaN   98.7211                 NaN  0.169974       0.388006       0.281294       0.439587                 NaN            NaN
  1396.30        2500.00                 NaN   98.7386                 NaN  0.169823       0.274099       0.383624       0.433850                 NaN            NaN
  1394.74        2500.00                 NaN   98.7580                 NaN  0.168906       0.267380       0.378334       0.427388                 NaN            NaN
  1393.17        2500.00                 NaN   98.7723                 NaN  0.168211       0.373677       0.262080       0.423694                 NaN            NaN
  1391.60        2500.00                 NaN   98.8004                 NaN  0.166518       0.366896       0.253514       0.412669                 NaN            NaN
  1390.04        2500.00                 NaN   98.8120                 NaN  0.166060       0.249024       0.363960       0.408970                 NaN            NaN
  1388.47        2500.00                 NaN   98.8288                 NaN  0.165430       0.359391       0.242969       0.403380                 NaN            NaN
  1386.90        2500.00                 NaN   98.8464                 NaN  0.164159       0.237616       0.354573       0.397251                 NaN            NaN
  1385.34        2500.00                 NaN   98.8621                 NaN  0.163484       0.232252       0.350198       0.391917                 NaN            NaN
  1383.77        2500.00                 NaN   98.8783                 NaN  0.162486       0.345863       0.226903       0.386428                 NaN            NaN
  1382.21        2500.00                 NaN   98.8908                 NaN  0.162710       0.220898       0.342880       0.382734                 NaN            NaN
  1380.64        2500.00                 NaN   98.9122                 NaN  0.159625       0.217365       0.336549       0.374229                 NaN            NaN
  1379.07        2500.00                 NaN   98.9241                 NaN  0.159689       0.333682       0.211908       0.370621                 NaN            NaN
  1377.51        2500.00                 NaN   98.9394                 NaN  0.159021       0.329090       0.206902       0.365632                 NaN            NaN
  1375.94        2500.00                 NaN   98.9538                 NaN  0.157544       0.203218       0.325048       0.360356                 NaN            NaN
  1374.37        2500.00                 NaN   98.9662                 NaN  0.157125       0.322389       0.198261       0.356074                 NaN            NaN
  1372.81        2500.00                 NaN   98.9773                 NaN  0.155855       0.318588       0.196050       0.352219                 NaN            NaN
  1371.24        2500.00                 NaN   98.9987                 NaN  0.154455       0.313464       0.188809       0.344541                 NaN            NaN
  1369.67        2500.00                 NaN   99.0076                 NaN  0.153887       0.186290       0.310474       0.341779                 NaN            NaN
  1368.11        2500.00                 NaN   99.0212                 NaN  0.152764       0.182280       0.306894       0.336888                 NaN            NaN
  1366.54        2500.00                 NaN   99.0329                 NaN  0.138976       0.298939       0.199117       0.330039                 NaN            NaN
  1364.97        2500.00                 NaN   99.0446                 NaN  0.163482       0.305343       0.155200       0.331380                 NaN            NaN
  1363.41        2500.00                 NaN   99.0561                 NaN  0.150389       0.297687       0.170786       0.325045                 NaN            NaN
  1361.84        2500.00                 NaN   99.0698                 NaN  0.147598       0.292964       0.170306       0.319317                 NaN            NaN
  1360.28        2500.00                 NaN   99.0802                 NaN  0.147299       0.165864       0.290638       0.315977                 NaN            NaN
  1358.71        2500.00                 NaN   99.0920                 NaN  0.146163       0.287119       0.162917       0.311843                 NaN            NaN
  1357.14        2500.00                 NaN   99.1028                 NaN  0.153827       0.145920       0.287525       0.309937                 NaN            NaN
  1355.58        2500.00                 NaN   99.1127                 NaN  0.134953       0.277589       0.172263       0.302503                 NaN            NaN
  1354.01        2500.00                 NaN   99.1241                 NaN  0.142398       0.155298       0.277982       0.300203                 NaN            NaN
  1352.44        2500.00                 NaN   99.1345                 NaN  0.141205       0.152980       0.274652       0.296614                 NaN            NaN
  1350.88        2500.00                 NaN   99.1447                 NaN  0.140078       0.150449       0.271993       0.292815                 NaN            NaN
  1349.31        2500.00                 NaN   99.1547                 NaN  0.138697       0.269329       0.148101       0.289202                 NaN            NaN
  1347.74        2500.00                 NaN   99.1645                 NaN  0.137402       0.266249       0.146266       0.285616                 NaN            NaN
  1346.18        2500.00                 NaN   99.1742                 NaN  0.136118       0.144258       0.263366       0.282102                 NaN            NaN
  1344.61        2500.00                 NaN   99.1829                 NaN  0.134637       0.142987       0.260655       0.278792                 NaN            NaN
  1343.05        2500.00                 NaN   99.1923                 NaN  0.133222       0.141243       0.257907       0.275360                 NaN            NaN
  1341.48        2500.00                 NaN   99.2013                 NaN  0.132037       0.254550       0.139964       0.272193                 NaN            NaN
  1339.91        2500.00                 NaN   99.1842                 NaN  0.174484       0.966531E-001  0.258401       0.286277                 NaN            NaN
  1338.35        2500.00                 NaN   99.2449                 NaN  0.842811E-001  0.243086       0.179788       0.247935                 NaN            NaN
  1336.78        2500.00                 NaN   99.2272                 NaN  0.127348       0.246773       0.136300       0.262421                 NaN            NaN
  1335.21        2500.00                 NaN   99.2353                 NaN  0.125723       0.135347       0.244365       0.259295                 NaN            NaN
  1333.65        2500.00                 NaN   99.2433                 NaN  0.124183       0.134408       0.241813       0.256253                 NaN            NaN
  1332.08        2500.00                 NaN   99.2510                 NaN  0.122420       0.239089       0.134269       0.253240                 NaN            NaN
  1330.51        2500.00                 NaN   98.8975                 NaN  0.331599       0.168609E-001  0.340940       0.413102                 NaN            NaN
  1328.95        2500.00                 NaN   99.6390                 NaN            NaN  0.868679E-001  0.174703       0.994355E-001            NaN            NaN
  1327.38        2500.00                 NaN   99.2642                 NaN  0.242856E-001  0.296536       0.186152       0.228828                 NaN            NaN
  1325.81        2500.00                 NaN   99.2806                 NaN  0.116408       0.229574       0.131170       0.242251                 NaN            NaN
  1324.25        2500.00                 NaN   99.2892                 NaN  0.113325       0.132788       0.226314       0.238397                 NaN            NaN
  1322.68        2500.00                 NaN   99.2964                 NaN  0.112215       0.223681       0.131818       0.235902                 NaN            NaN
  1321.12        2500.00                 NaN   99.3031                 NaN  0.110634       0.221299       0.131575       0.233410                 NaN            NaN
  1319.55        2500.00                 NaN   99.3090                 NaN  0.108431       0.218675       0.132963       0.230885                 NaN            NaN
  1317.98        2500.00                 NaN   99.3161                 NaN  0.106676       0.216484       0.132616       0.228154                 NaN            NaN
  1316.42        2500.00                 NaN   99.3221                 NaN  0.104722       0.133469       0.213976       0.225726                 NaN            NaN
  1314.85        2500.00                 NaN   99.3288                 NaN  0.103060       0.211334       0.133679       0.223163                 NaN            NaN
  1313.28        2500.00                 NaN   99.3352                 NaN  0.101085       0.208820       0.134230       0.220657                 NaN            NaN
  1311.72        2500.00                 NaN   99.3403                 NaN  0.988200E-001  0.206451       0.135965       0.218440                 NaN            NaN
  1310.15        2500.00                 NaN   99.3464                 NaN  0.974981E-001  0.135777       0.204030       0.216293                 NaN            NaN
  1308.58        2500.00                 NaN   99.3531                 NaN  0.946397E-001  0.137696       0.201275       0.213307                 NaN            NaN
  1307.02        2500.00                 NaN   99.3577                 NaN  0.930466E-001  0.138869       0.198765       0.211575                 NaN            NaN
  1305.45        2500.00                 NaN   99.3634                 NaN  0.907338E-001  0.196692       0.140142       0.209002                 NaN            NaN
  1303.88        2500.00                 NaN   99.3693                 NaN  0.890123E-001  0.193755       0.141023       0.206903                 NaN            NaN
  1302.32        2500.00                 NaN   99.3740                 NaN  0.868235E-001  0.191352       0.142978       0.204886                 NaN            NaN
  1300.75        2500.00                 NaN   99.3787                 NaN  0.845639E-001  0.188979       0.144885       0.202915                 NaN            NaN
  1299.19        2500.00                 NaN   99.3849                 NaN  0.826459E-001  0.186556       0.145492       0.200433                 NaN            NaN
  1297.62        2500.00                 NaN   99.3896                 NaN  0.807472E-001  0.183977       0.147056       0.198586                 NaN            NaN
  1296.05        2500.00                 NaN   99.3942                 NaN  0.784988E-001  0.181164       0.149473       0.196699                 NaN            NaN
  1294.49        2500.00                 NaN   99.3981                 NaN  0.763749E-001  0.178576       0.151890       0.195081                 NaN            NaN
  1292.92        2500.00                 NaN   99.4037                 NaN  0.736954E-001  0.154638       0.175313       0.192645                 NaN            NaN
  1291.35        2500.00                 NaN   99.4083                 NaN  0.720298E-001  0.173656       0.155242       0.190816                 NaN            NaN
  1289.79        2500.00                 NaN   99.4127                 NaN  0.702143E-001  0.170789       0.157116       0.189149                 NaN            NaN
  1288.22        2500.00                 NaN   99.4172                 NaN  0.679136E-001  0.159319       0.168292       0.187238                 NaN            NaN
  1286.65        2500.00                 NaN   95.5632                 NaN  0.383392       0.594940       0.144462       0.636139        2.67789                 NaN
  1285.09        2500.00                 NaN   89.7119                 NaN  0.855574        1.25069       0.124389        1.31681        6.74062                 NaN
  1283.52        2500.00                 NaN   89.4491                 NaN  0.880996       0.852886E-001   1.30731        1.34570        6.93164                 NaN
  1281.95        2500.00                 NaN   89.2562                 NaN  0.902554       0.379990E-001   1.36287        1.36683        7.07353                 NaN
  1280.39        2500.00                 NaN   89.2739                 NaN  0.902573        1.39221                 NaN   1.36338        7.06797                 NaN
  1278.82        2500.00       0.566117        78.1476                 NaN   1.16867        3.02219                 NaN   2.64424        14.4511                 NaN
  1277.26        2500.00        4.81893                 NaN            NaN   3.17901        13.6233                 NaN   11.4012        66.9775                 NaN
  1275.69        2500.00        4.81496                 NaN            NaN   3.19412        13.6017                 NaN   11.4151        66.9741                 NaN
  1274.12        2500.00        4.80936                 NaN            NaN   3.21426        13.5756                 NaN   11.4292        66.9716                 NaN
  1272.56        2500.00        4.80324                 NaN            NaN   3.23656        13.5484                 NaN   11.4425        66.9693                 NaN
  1270.99        2500.00        4.80057                 NaN            NaN   3.24732        13.5293                 NaN   11.4573        66.9655                 NaN
  1269.42        2500.00        4.79337                 NaN            NaN   3.27157        13.5023                 NaN   11.4699        66.9628                 NaN
  1267.86        2500.00        4.78777                 NaN            NaN   3.29147        13.4774                 NaN   11.4833        66.9600                 NaN
  1266.29        2500.00        4.78469                 NaN            NaN   3.30299        13.4611                 NaN   11.4957        66.9555                 NaN
  1264.72        2500.00        4.77804                 NaN            NaN   3.32643        13.4313                 NaN   11.5106        66.9536                 NaN
  1263.16        2500.00        4.77194                 NaN            NaN   3.34752        13.4059                 NaN   11.5237        66.9509                 NaN
  1261.59        2500.00        4.76396                 NaN            NaN   3.37621        13.3709                 NaN   11.5388        66.9501                 NaN
  1260.03        2500.00        4.76116                 NaN            NaN   3.38533        13.3586                 NaN   11.5503        66.9446                 NaN
  1258.46        2500.00        4.75708                 NaN            NaN   3.39961        13.3393                 NaN   11.5634        66.9406                 NaN
  1256.89        2500.00        4.74994                 NaN            NaN   3.42435        13.3107                 NaN   11.5766        66.9385                 NaN
  1255.33        2500.00        4.75507                 NaN            NaN   3.40734        13.3226                 NaN   11.5867        66.9283                 NaN
  1253.76        2500.00        4.74037                 NaN            NaN   3.45650        13.2705                 NaN   11.6021        66.9305                 NaN
  1252.19        2500.00        4.73563                 NaN            NaN   3.47322        13.2486                 NaN   11.6155        66.9271                 NaN
  1250.63        2500.00        4.73012                 NaN            NaN   3.49096        13.2288                 NaN   11.6272        66.9229                 NaN
  1249.06        2500.00        4.72587                 NaN            NaN   3.50545        13.2100                 NaN   11.6400        66.9187                 NaN
  1247.49        2500.00        4.71351                 NaN            NaN   3.54823        13.1617                 NaN   11.6560        66.9206                 NaN
  1245.93        2500.00        4.71538                 NaN            NaN   3.54076        13.1674                 NaN   11.6652        66.9112                 NaN
  1244.36        2500.00        4.70921                 NaN            NaN   3.56027        13.1462                 NaN   11.6771        66.9072                 NaN
  1242.79        2500.00        4.70601                 NaN            NaN   3.57033        13.1323                 NaN   11.6894        66.9019                 NaN
  1241.23        2500.00        4.70172                 NaN            NaN   3.58436        13.1148                 NaN   11.7018        66.8973                 NaN
  1239.66        2500.00        4.69523                 NaN            NaN   3.60650        13.0890                 NaN   11.7147        66.8945                 NaN
