|6.6.6
Archiving\03_Data\frac/QFM_m1.25/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1353.38        2500.00        97.4514                 NaN            NaN            NaN  0.312184       0.215745                 NaN   1.22112                 NaN            NaN            NaN  0.799532                 NaN            NaN            NaN
  1350.88        2500.00        97.5178                 NaN            NaN            NaN  0.302963       0.208493                 NaN   1.19163                 NaN            NaN            NaN  0.779141                 NaN            NaN            NaN
  1348.37        2500.00        97.5850                 NaN            NaN            NaN  0.299330       0.200983                 NaN   1.15477                 NaN            NaN            NaN  0.759879                 NaN            NaN            NaN
  1345.86        2500.00        97.6464                 NaN            NaN            NaN  0.291206       0.194559                 NaN   1.12718                 NaN            NaN            NaN  0.740675                 NaN            NaN            NaN
  1343.36        2500.00        97.7098                 NaN            NaN            NaN  0.284522       0.187445                 NaN   1.09621                 NaN            NaN            NaN  0.722005                 NaN            NaN            NaN
  1340.85        2500.00        97.7693                 NaN            NaN            NaN  0.278646       0.180531                 NaN   1.06744                 NaN            NaN            NaN  0.704041                 NaN            NaN            NaN
  1338.35        2500.00        97.8266                 NaN            NaN            NaN  0.273221       0.174453                 NaN   1.03918                 NaN            NaN            NaN  0.686543                 NaN            NaN            NaN
  1335.84        2500.00        97.8830                 NaN            NaN            NaN  0.268921       0.168132                 NaN   1.00989                 NaN            NaN            NaN  0.670046                 NaN            NaN            NaN
  1333.33        2500.00        97.9361                 NaN            NaN            NaN  0.262096       0.162082                 NaN  0.985912                 NaN            NaN            NaN  0.653854                 NaN            NaN            NaN
  1330.83        2500.00        97.9901                 NaN            NaN            NaN  0.257842       0.156164                 NaN  0.958326                 NaN            NaN            NaN  0.637540                 NaN            NaN            NaN
  1328.32        2500.00        98.0409                 NaN            NaN            NaN  0.250903       0.150572                 NaN  0.935588                 NaN            NaN            NaN  0.621998                 NaN            NaN            NaN
  1325.81        2500.00        98.0909                 NaN            NaN            NaN  0.244744       0.145107                 NaN  0.912510                 NaN            NaN            NaN  0.606771                 NaN            NaN            NaN
  1323.31        2500.00        98.1389                 NaN            NaN            NaN  0.237538       0.139796                 NaN  0.891842                 NaN            NaN            NaN  0.591930                 NaN            NaN            NaN
  1320.80        2500.00        98.1850                 NaN            NaN            NaN  0.234040       0.134686                 NaN  0.868249                 NaN            NaN            NaN  0.577977                 NaN            NaN            NaN
  1318.30        2500.00        98.2306                 NaN            NaN            NaN  0.228240       0.129795                 NaN  0.847342                 NaN            NaN            NaN  0.564073                 NaN            NaN            NaN
  1315.79        2500.00        98.2720                 NaN            NaN            NaN  0.221203       0.124953                 NaN  0.830962                 NaN            NaN            NaN  0.550868                 NaN            NaN            NaN
  1313.28        2500.00        98.3155                 NaN            NaN            NaN  0.216158       0.120361                 NaN  0.810301                 NaN            NaN            NaN  0.537631                 NaN            NaN            NaN
  1310.78        2500.00        98.3573                 NaN            NaN            NaN  0.209730       0.116332                 NaN  0.789139                 NaN            NaN            NaN  0.527461                 NaN            NaN            NaN
  1308.27        2500.00        98.4003                 NaN            NaN            NaN  0.201409       0.111002                 NaN  0.778760                 NaN            NaN            NaN  0.508522                 NaN            NaN            NaN
  1305.76        2500.00        98.4345                 NaN            NaN            NaN  0.198241       0.107366                 NaN  0.759460                 NaN            NaN            NaN  0.500481                 NaN            NaN            NaN
  1303.26        2500.00        98.4724                 NaN            NaN            NaN  0.192125       0.103273                 NaN  0.743584                 NaN            NaN            NaN  0.488619                 NaN            NaN            NaN
  1300.75        2500.00        98.5079                 NaN            NaN            NaN  0.185661       0.992853E-001            NaN  0.729920                 NaN            NaN            NaN  0.477265                 NaN            NaN            NaN
  1298.25        2500.00        98.5438                 NaN            NaN            NaN  0.180231       0.955120E-001            NaN  0.714326                 NaN            NaN            NaN  0.466130                 NaN            NaN            NaN
  1295.74        2500.00        98.5776                 NaN            NaN            NaN  0.173490       0.916845E-001            NaN  0.701940                 NaN            NaN            NaN  0.455254                 NaN            NaN            NaN
  1293.23        2500.00        96.1992                 NaN            NaN            NaN  0.248678       0.180969                 NaN   1.13510                 NaN            NaN            NaN  0.767427        1.46860                 NaN            NaN
  1290.73        2500.00        73.0080                 NaN            NaN            NaN  0.776486        1.00739                 NaN   5.82477                 NaN            NaN            NaN   3.84087        15.5425                 NaN            NaN
  1288.22        2500.00        78.0441                 NaN            NaN            NaN  0.166786       0.761915                 NaN   5.53428                 NaN            NaN            NaN   3.13776        12.3551                 NaN            NaN
  1285.71        2500.00        81.5965                 NaN            NaN            NaN            NaN  0.601120                 NaN   4.94341                 NaN            NaN            NaN   2.65398        10.2050                 NaN            NaN
  1283.21        2500.00        84.2670                 NaN            NaN            NaN            NaN  0.489709                 NaN   4.31249                 NaN            NaN            NaN   2.29617        8.63461                 NaN            NaN
  1280.70        2500.00        86.2427                 NaN            NaN            NaN            NaN  0.349873                 NaN   3.86586                 NaN            NaN            NaN   2.02557        7.48230       0.336816E-001            NaN
  1278.20        2500.00        87.9955                 NaN            NaN            NaN            NaN  0.333660                 NaN   1.35953        1.66899                 NaN            NaN   1.76256        6.80226       0.775339E-001            NaN
  1275.69        2500.00        75.5296                 NaN            NaN            NaN            NaN            NaN            NaN   6.68143                 NaN            NaN            NaN   3.74890        13.6545       0.385519                 NaN
  1273.18        2500.00        83.6423                 NaN            NaN            NaN            NaN            NaN            NaN   3.82952                 NaN            NaN            NaN   2.53946        9.69695       0.291776                 NaN
  1270.68        2500.00        8.23467        83.2738                 NaN            NaN            NaN            NaN            NaN   1.78129                 NaN            NaN            NaN   1.29801        5.25556       0.156697                 NaN
  1268.17        2500.00        99.9237                 NaN            NaN            NaN            NaN            NaN            NaN  0.763406E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1265.66        2500.00        99.9292                 NaN            NaN            NaN  0.411312E-005            NaN            NaN  0.707521E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1263.16        2500.00        99.8883                 NaN            NaN            NaN  0.262885E-005            NaN            NaN  0.889204E-001            NaN            NaN            NaN  0.228199E-001            NaN            NaN            NaN
  1260.65        2500.00        99.6619                 NaN            NaN            NaN  0.631827E-005            NaN            NaN  0.142256                 NaN            NaN            NaN  0.671570E-001  0.128641                 NaN            NaN
  1258.15        2500.00        99.4647                 NaN            NaN            NaN  0.129691E-005            NaN            NaN  0.169115                 NaN            NaN            NaN  0.928616E-001  0.273330                 NaN            NaN
  1255.64        2500.00        98.6319                 NaN            NaN            NaN            NaN            NaN            NaN  0.686670                 NaN            NaN            NaN  0.191421       0.482257       0.775773E-002            NaN
  1253.13        2500.00        73.6868        22.8693                 NaN            NaN            NaN            NaN            NaN  0.292977        1.25369                 NaN            NaN  0.459728        1.40210       0.354497E-001            NaN
  1250.63        2500.00        74.2609                 NaN            NaN            NaN            NaN            NaN            NaN   12.0330                 NaN            NaN            NaN   3.40844        10.0524       0.245247                 NaN
  1248.12        2500.00        95.2496                 NaN            NaN            NaN            NaN            NaN            NaN  0.926827       0.533963                 NaN            NaN  0.661696        2.54412       0.837617E-001            NaN
  1245.61        2500.00        94.1236                 NaN            NaN            NaN            NaN            NaN            NaN   1.17432                 NaN            NaN            NaN  0.938335        3.61231       0.151488                 NaN
  1243.11        2500.00        99.5904                 NaN            NaN            NaN            NaN            NaN            NaN  0.138336                 NaN            NaN            NaN  0.425924E-001  0.228510       0.137234E-003            NaN
  1240.60        2500.00        87.3502                 NaN            NaN            NaN            NaN            NaN            NaN   1.64484        1.26805                 NaN            NaN   1.35055        5.29975       0.544845E-001   3.03208     
  1238.10        2500.00        71.5687                 NaN            NaN            NaN            NaN            NaN            NaN  0.183174       0.671706        4.27539                 NaN   2.91326        11.7372       0.159154        8.49151     
  1235.59        2500.00        78.2278                 NaN            NaN            NaN            NaN            NaN            NaN  0.794952        2.75639                 NaN            NaN   2.18660        9.16888       0.151624        6.71375     
  1233.08        2500.00        80.1555                 NaN            NaN            NaN            NaN            NaN            NaN   1.48727        1.78085                 NaN            NaN   2.01010        8.41465       0.119817        6.03179     
  1230.58        2500.00        76.8717                 NaN            NaN            NaN            NaN            NaN            NaN   3.59393                 NaN            NaN            NaN   2.33726        9.97342       0.129944        7.09372     
  1228.07        2500.00        78.3421                 NaN            NaN            NaN            NaN            NaN            NaN  0.564485E-001  0.569272        2.51029                 NaN   1.95779        9.58555       0.168339        6.81024     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.492863E-001   1.88286        10.5953       0.133839E-005   8.62173        46.2500       0.666534        31.9344     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.492395E-001   1.89341        10.5862       0.136549E-005   8.62709        46.2418       0.665986        31.9362     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.492082E-001   1.89974        10.5811       0.135525E-005   8.63430        46.2334       0.664912        31.9373     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.45092        6.24374                 NaN            NaN   8.69415        46.0287       0.619548        31.9629     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.492510E-001   1.88944        10.5934       0.129780E-005   8.65038        46.2142       0.663785        31.9396     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.581618E-001   9.81132        2.74047       0.268246E-005   8.67649        46.1016       0.654897        31.9571     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3551        2.46109                 NaN            NaN   8.77903        45.8014       0.600955        32.0024     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.581963E-001   8.37065        4.30604                 NaN   8.70672        45.9515       0.623988        31.9829     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13866        4.55452                 NaN            NaN   8.64726        46.0626       0.622909        31.9741     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.18957        4.50433                 NaN            NaN   8.65157        46.0567       0.622501        31.9754     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7483                 NaN            NaN            NaN   8.80450        45.8491       0.622281        31.9758     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.41885        7.29589                 NaN            NaN   8.77247        45.9053       0.633771        31.9737     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.07995                 NaN            NaN  0.325521E-001   5.38980                 NaN            NaN   8.40911        47.5278       0.916916        33.6438     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.07977                 NaN            NaN  0.325463E-001   5.38954                 NaN            NaN   8.40908        47.5267       0.916883        33.6454     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.07959                 NaN            NaN  0.325483E-001   5.38928                 NaN            NaN   8.40904        47.5257       0.916849        33.6470     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.07941                 NaN            NaN  0.325469E-001   5.38902                 NaN            NaN   8.40901        47.5246       0.916816        33.6486     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.07923                 NaN            NaN  0.325470E-001   5.38876                 NaN            NaN   8.40897        47.5235       0.916782        33.6502     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.07906                 NaN            NaN  0.325397E-001   5.38850                 NaN            NaN   8.40894        47.5224       0.916749        33.6518     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.07888                 NaN            NaN  0.325403E-001   5.38824                 NaN            NaN   8.40891        47.5213       0.916716        33.6534     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.07870                 NaN            NaN  0.325396E-001   5.38798                 NaN            NaN   8.40887        47.5203       0.916682        33.6550     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.07850                 NaN            NaN  0.326144E-001   5.38768                 NaN            NaN   8.40884        47.5192       0.916647        33.6565     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.07834                 NaN            NaN  0.325350E-001   5.38746                 NaN            NaN   8.40880        47.5181       0.916616        33.6581     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.07816                 NaN            NaN  0.325337E-001   5.38719                 NaN            NaN   8.40877        47.5170       0.916582        33.6597     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.07799                 NaN            NaN  0.325065E-001   5.38695                 NaN            NaN   8.40874        47.5160       0.916550        33.6613     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.43343        3.25090       0.184715E-003            NaN   8.86151        45.8266       0.635992        31.9914     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.07760                 NaN            NaN  0.326228E-001   5.38637                 NaN            NaN   8.40867        47.5138       0.916481        33.6645     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.139982        1.27497        11.3138       0.123778E-005   8.86246        45.7641       0.636132        32.0086     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.140256        1.23723        11.3766       0.114778E-005   8.88025        45.7243       0.628484        32.0129     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.07707                 NaN            NaN  0.325987E-001   5.38560                 NaN            NaN   8.40858        47.5106       0.916382        33.6692     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.142413       0.760617        11.8022       0.490553E-004   8.99100        45.6611       0.641489        32.0011     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.142497       0.725266        11.8645       0.217158E-004   9.01299        45.6147       0.633270        32.0067     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27822        11.5264                 NaN            NaN   8.96886        45.6108       0.601157        32.0146     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.37656       0.114576E-005   3.34078                 NaN   8.89583        45.7499       0.623590        32.0133     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.140904        1.07465        11.6391       0.100870E-003   8.90899        45.5737       0.615977        32.0467     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.9236        1.92236       0.513639E-004            NaN   8.94132        45.5496       0.610296        32.0528     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0434        2.64636       0.602611E-003            NaN   8.91518        45.7600       0.623875        32.0107     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0347        2.65675       0.484674E-003            NaN   8.92350        45.7475       0.624069        32.0130     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0091        2.69015                 NaN            NaN   8.93276        45.7277       0.623507        32.0168     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.97168        2.72964                 NaN            NaN   8.94032        45.7150       0.623108        32.0203     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.30071        9.43523                 NaN            NaN   8.97270        45.6323       0.620357        32.0387     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.90744        2.79848                 NaN            NaN   8.95407        45.6923       0.621535        32.0262     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.49289        7.31653       0.307244E-003            NaN   8.96257        45.5748       0.613030        32.0398     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.95758        2.75047                 NaN            NaN   8.96606        45.6792       0.620024        32.0266     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4452        2.35246                 NaN            NaN   8.91780        45.6103       0.618395        32.0559     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.45552        3.34050       0.350948E-004            NaN   9.04120        45.5234       0.602126        32.0372     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.40779        3.39343                 NaN            NaN   9.04945        45.5096       0.598810        32.0409     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57280        3.20383                 NaN            NaN   9.03457        45.5480       0.602413        32.0384     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.70268        3.08822                 NaN            NaN   9.04650        45.5191       0.599664        32.0439     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.44171        3.30607                 NaN            NaN   9.01867        45.5889       0.609808        32.0349     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.59012        9.18003                 NaN            NaN   9.03404        45.5514       0.603035        32.0413     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.85746        2.87291                 NaN            NaN   9.02410        45.5890       0.612932        32.0436     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.50218        3.26804                 NaN            NaN   9.05381        45.5277       0.602119        32.0462     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.31269        9.45892                 NaN            NaN   9.04658        45.5267       0.603118        32.0520     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49580        11.3344                 NaN            NaN   9.13003        45.4060       0.584310        32.0495     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8294        1.97821                 NaN            NaN   9.11519        45.4366       0.591092        32.0495     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.24918        10.6121                 NaN            NaN   9.12937        45.3554       0.583396        32.0705     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24358        9.53918                 NaN            NaN   9.08105        45.4752       0.597700        32.0633     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.36032        9.41834                 NaN            NaN   9.09797        45.4607       0.601280        32.0613     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.53794        3.23142                 NaN            NaN   9.08542        45.4843       0.601435        32.0595     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57564        3.20798                 NaN            NaN   9.09561        45.4557       0.599908        32.0652     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.50730        3.28137                 NaN            NaN   9.10042        45.4447       0.598229        32.0680     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.20599        10.6280                 NaN            NaN   9.15551        45.3573       0.582860        32.0702     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.53624        3.25816                 NaN            NaN   9.11445        45.4217       0.596367        32.0731     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.24818        9.55025                 NaN            NaN   9.12141        45.4091       0.595270        32.0758     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   4.08003                 NaN            NaN  0.768005E-003   5.39123                 NaN            NaN   8.40650        47.4761       0.915949        33.7294     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57531        3.23010                 NaN            NaN   9.13625        45.3839       0.593242        32.0812     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47194        10.4044                 NaN            NaN   9.18352        45.2797       0.573279        32.0872     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.60965        3.20263                 NaN            NaN   9.14994        45.3596       0.591743        32.0865     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03406        9.78925                 NaN            NaN   9.19079        45.3126       0.588339        32.0850     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18419        9.63493                 NaN            NaN   9.17025        45.3303       0.589048        32.0913     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19611        9.62676                 NaN            NaN   9.17418        45.3205       0.588139        32.0943     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18976        9.63706                 NaN            NaN   9.18017        45.3092       0.586960        32.0968     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.63169        3.20149                 NaN            NaN   9.18590        45.2945       0.585429        32.1010     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19715        9.63860                 NaN            NaN   9.19236        45.2838       0.584775        32.1033     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.64246        3.19692                 NaN            NaN   9.19923        45.2716       0.583781        32.1060     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68084        3.17602                 NaN            NaN   9.17187        45.2574       0.585440        32.1284     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.65142        3.19615                 NaN            NaN   9.21337        45.2458       0.581568        32.1117     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.65765        3.19407                 NaN            NaN   9.22091        45.2324       0.580431        32.1145     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19290        9.66381                 NaN            NaN   9.22772        45.2187       0.579236        32.1177     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.07740                 NaN            NaN  0.775715E-003   5.38738                 NaN            NaN   8.40612        47.4602       0.915475        33.7526     
  1025.06        2500.00                 NaN            NaN            NaN            NaN   4.07723                 NaN            NaN  0.776114E-003   5.38712                 NaN            NaN   8.40609        47.4592       0.915444        33.7542     
  1022.56        2500.00                 NaN            NaN            NaN            NaN   4.07705                 NaN            NaN  0.765437E-003   5.38687                 NaN            NaN   8.40607        47.4581       0.915413        33.7557     
  1020.05        2500.00                 NaN            NaN            NaN            NaN   4.07688                 NaN            NaN  0.765395E-003   5.38662                 NaN            NaN   8.40605        47.4570       0.915382        33.7573     
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.07671                 NaN            NaN  0.765361E-003   5.38636                 NaN            NaN   8.40602        47.4560       0.915350        33.7588     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68145        3.20131                 NaN            NaN   9.27091        45.1389       0.572250        32.1351     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68482        3.20277                 NaN            NaN   9.27811        45.1251       0.570997        32.1382     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.20510        9.68727                 NaN            NaN   9.28540        45.1111       0.569824        32.1413     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68989        3.20695                 NaN            NaN   9.29262        45.0977       0.568599        32.1443     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.69243        3.20925                 NaN            NaN   9.29989        45.0837       0.567363        32.1473     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   3.82107                 NaN            NaN   6.24853                 NaN            NaN            NaN   8.62347        46.6461       0.855879        33.8050     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.69700        3.21444                 NaN            NaN   9.31442        45.0557       0.564890        32.1535     
