|6.6.6
Archiving\03_Data\eq/QFM_m2.25/NWA1068/NWA1068_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  2000.00        2500.00        99.1739       0.778762       0.473313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1996.79        2500.00        99.1739       0.778761       0.473313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1993.59        2500.00        99.1739       0.778760       0.473312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1990.38        2500.00        99.1739       0.778759       0.473312E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1987.18        2500.00        99.1739       0.778758       0.473311E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1983.97        2500.00        99.1739       0.778757       0.473310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1980.77        2500.00        99.1739       0.778756       0.473310E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1977.56        2500.00        99.1739       0.778755       0.473309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1974.36        2500.00        99.1739       0.778754       0.473309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1971.15        2500.00        99.1739       0.778753       0.473308E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1967.95        2500.00        99.1739       0.778752       0.473307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1964.74        2500.00        99.1739       0.778751       0.473306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1961.54        2500.00        99.1739       0.778750       0.473306E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1958.33        2500.00        99.1739       0.778749       0.473305E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1955.13        2500.00        99.1739       0.778747       0.473304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1951.92        2500.00        99.1739       0.778746       0.473304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1948.72        2500.00        99.1739       0.778745       0.473303E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1945.51        2500.00        99.1739       0.778744       0.473302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1942.31        2500.00        99.1739       0.778743       0.473302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1739       0.778742       0.473301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1739       0.778740       0.473300E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1739       0.778739       0.473299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1739       0.778738       0.473299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1739       0.778737       0.473298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1739       0.778735       0.473297E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1739       0.778734       0.473296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1739       0.778733       0.473296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1739       0.778731       0.473295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1739       0.778730       0.473294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1739       0.778729       0.473293E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1739       0.778727       0.473292E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1739       0.778726       0.473291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1739       0.778725       0.473291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1739       0.778723       0.473290E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1739       0.778722       0.473289E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1740       0.778720       0.473288E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1740       0.778719       0.473287E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1740       0.778717       0.473286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1740       0.778716       0.473285E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1740       0.778714       0.473284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1740       0.778713       0.473284E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1740       0.778712       0.473283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1740       0.778710       0.473282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1740       0.778709       0.473281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1740       0.778707       0.473280E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1740       0.778706       0.473279E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1740       0.778704       0.473278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1740       0.778703       0.473277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1740       0.778702       0.473277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1740       0.778700       0.473275E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1740       0.778698       0.473274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1740       0.778696       0.473273E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1740       0.778694       0.473272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1740       0.778692       0.473271E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1740       0.778690       0.473270E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1740       0.778688       0.473268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1740       0.778686       0.473267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1740       0.778684       0.473266E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1740       0.778683       0.473265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1740       0.778681       0.473264E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1740       0.778679       0.473263E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1740       0.778677       0.473262E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1740       0.778675       0.473260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1740       0.778673       0.473259E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.1740       0.778671       0.473258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.1740       0.778669       0.473257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1740       0.778667       0.473256E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1740       0.778665       0.473254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1740       0.778663       0.473253E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.1740       0.778661       0.473252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.1740       0.778659       0.473251E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.1740       0.778657       0.473249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.1740       0.778655       0.473248E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.1740       0.778652       0.473247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.1740       0.778650       0.473245E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.1740       0.778648       0.473244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.1740       0.778646       0.473243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.1740       0.778643       0.473241E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.1740       0.778641       0.473240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.1740       0.778639       0.473239E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.1740       0.778637       0.473237E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.1740       0.778634       0.473236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.1740       0.778632       0.473234E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.1740       0.778629       0.473233E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.1741       0.778627       0.473231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.1741       0.778624       0.473230E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.1741       0.778622       0.473228E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.1741       0.778620       0.473227E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.1741       0.778617       0.473225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.1741       0.778614       0.473224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.1741       0.778612       0.473222E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.1741       0.778609       0.473220E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.1741       0.778607       0.473219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.1741       0.778604       0.473217E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.1741       0.778601       0.473216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.1741       0.778598       0.473214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.1612       0.778596       0.473212E-001  0.129223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.1453       0.778592       0.473210E-001  0.287532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.1295       0.778589       0.473208E-001  0.445839E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.1137       0.778586       0.473207E-001  0.604146E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.0979       0.778583       0.473205E-001  0.762451E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.0824       0.778580       0.473203E-001  0.917329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.7562       0.778567       0.404904E-001  0.107485       0.317232                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        97.9611       0.778538       0.231874E-001  0.123682        1.11354                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.1659       0.778509       0.588557E-002  0.139877        1.90979                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        96.7152       0.778500                 NaN  0.155299        2.35104                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        96.4058       0.778502                 NaN  0.170288        2.64537                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        96.0247       0.778504                 NaN  0.185085        3.01168                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        95.6436       0.778507                 NaN  0.199882        3.37798                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        95.1452       0.778511                 NaN  0.214347        3.86195                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        94.6467       0.778515                 NaN  0.228812        4.34592                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        94.1483       0.778520                 NaN  0.243278        4.82991                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        93.6498       0.778524                 NaN  0.257743        5.31389                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        93.0350       0.778531                 NaN  0.271388        5.91511                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        92.4201       0.778538                 NaN  0.285033        6.51633                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        91.8052       0.778544                 NaN  0.298678        7.11756                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        91.1903       0.778551                 NaN  0.312324        7.71881                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        90.5754       0.778558                 NaN  0.325970        8.32006                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        89.9605       0.778564                 NaN  0.339616        8.92133                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        89.3456       0.778571                 NaN  0.353262        9.52260                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        88.7306       0.778578                 NaN  0.366908        10.1239                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        88.1024       0.778585                 NaN  0.379420        10.7396                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        87.4741       0.778593                 NaN  0.391933        11.3554                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        86.8458       0.778601                 NaN  0.404445        11.9711                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        86.2175       0.778608                 NaN  0.416958        12.5869                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        85.5892       0.778616                 NaN  0.429471        13.2027                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        84.9609       0.778624                 NaN  0.441984        13.8185                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        84.3326       0.778631                 NaN  0.454497        14.4343                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        83.7043       0.778639                 NaN  0.467011        15.0501                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        83.1170       0.778646                 NaN  0.478443        15.6260                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        82.5296       0.778654                 NaN  0.489875        16.2018                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        81.9423       0.778662                 NaN  0.501308        16.7777                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        81.3550       0.778669                 NaN  0.512741        17.3536                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        80.7676       0.778677                 NaN  0.524174        17.9296                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        80.1802       0.778684                 NaN  0.535607        18.5055                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        79.5928       0.778692                 NaN  0.547041        19.0814                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        79.0054       0.778700                 NaN  0.558475        19.6574                 NaN            NaN            NaN            NaN            NaN            NaN
